ko:K19744	pff:PFLUOLIPICF726490
ko:K02066	pff:PFLUOLIPICF707755
ko:K02065	pff:PFLUOLIPICF707760
ko:K02067	pff:PFLUOLIPICF707765
ko:K18480	pff:PFLUOLIPICF707770
ko:K11102	pff:PFLUOLIPICF707780
ko:K11384	pff:PFLUOLIPICF707800
ko:K11383	pff:PFLUOLIPICF707805
ko:K11066	pff:PFLUOLIPICF707810
ko:K03602	pff:PFLUOLIPICF711605
ko:K01507	pff:PFLUOLIPICF711630
ko:K09933	pff:PFLUOLIPICF711635
ko:K03975	pff:PFLUOLIPICF711640
ko:K03736	pff:PFLUOLIPICF711650
ko:K03735	pff:PFLUOLIPICF711655
ko:K00138	pff:PFLUOLIPICF711665
ko:K02558	pff:PFLUOLIPICF711675
ko:K03186	pff:PFLUOLIPICF711680
ko:K07157	pff:PFLUOLIPICF711715
ko:K03652	pff:PFLUOLIPICF711725
ko:K00147	pff:PFLUOLIPICF711730
ko:K00969	pff:PFLUOLIPICF711735
ko:K09710	pff:PFLUOLIPICF711740
ko:K00783	pff:PFLUOLIPICF711745
ko:K05515	pff:PFLUOLIPICF711750
ko:K05837	pff:PFLUOLIPICF711755
ko:K08305	pff:PFLUOLIPICF711760
ko:K03642	pff:PFLUOLIPICF711765
ko:K07258	pff:PFLUOLIPICF711770
ko:K09158	pff:PFLUOLIPICF711775
ko:K03801	pff:PFLUOLIPICF711780
ko:K03644	pff:PFLUOLIPICF711785
ko:K01297	pff:PFLUOLIPICF711790
ko:K08305	pff:PFLUOLIPICF711795
ko:K09890	pff:PFLUOLIPICF711800
ko:K02340	pff:PFLUOLIPICF711805
ko:K03643	pff:PFLUOLIPICF711810
ko:K01869	pff:PFLUOLIPICF711815
ko:K03820	pff:PFLUOLIPICF711830
ko:K06189	pff:PFLUOLIPICF711835
ko:K07042	pff:PFLUOLIPICF711840
ko:K06168	pff:PFLUOLIPICF711850
ko:K06187	pff:PFLUOLIPICF715760
ko:K00759	pff:PFLUOLIPICF715770
ko:K09792	pff:PFLUOLIPICF715790
ko:K01533	pff:PFLUOLIPICF715800
ko:K09926	pff:PFLUOLIPICF715805
ko:K00406	pff:PFLUOLIPICF715825
ko:K00407	pff:PFLUOLIPICF715830
ko:K00405	pff:PFLUOLIPICF715835
ko:K00404	pff:PFLUOLIPICF715840
ko:K00406	pff:PFLUOLIPICF715845
ko:K00407	pff:PFLUOLIPICF715850
ko:K00405	pff:PFLUOLIPICF715855
ko:K00404	pff:PFLUOLIPICF715860
ko:K07020	pff:PFLUOLIPICF715865
ko:K03776	pff:PFLUOLIPICF715870
ko:K07052	pff:PFLUOLIPICF715875
ko:K00860	pff:PFLUOLIPICF715930
ko:K07483	pff:PFLUOLIPICF715950
ko:K03406	pff:PFLUOLIPICF715975
ko:K00906	pff:PFLUOLIPICF715980
ko:K03578	pff:PFLUOLIPICF715985
ko:K16872	pff:PFLUOLIPICF715990
ko:K03088	pff:PFLUOLIPICF715995
ko:K09919	pff:PFLUOLIPICF716010
ko:K08169	pff:PFLUOLIPICF719930
ko:K07726	pff:PFLUOLIPICF719970
ko:K00343	pff:PFLUOLIPICF719980
ko:K00342	pff:PFLUOLIPICF719985
ko:K00341	pff:PFLUOLIPICF719990
ko:K00340	pff:PFLUOLIPICF719995
ko:K00339	pff:PFLUOLIPICF720000
ko:K00338	pff:PFLUOLIPICF720005
ko:K00337	pff:PFLUOLIPICF720010
ko:K00336	pff:PFLUOLIPICF720015
ko:K00335	pff:PFLUOLIPICF720020
ko:K00334	pff:PFLUOLIPICF720025
ko:K13378	pff:PFLUOLIPICF720030
ko:K00331	pff:PFLUOLIPICF720035
ko:K00330	pff:PFLUOLIPICF720040
ko:K01637	pff:PFLUOLIPICF720045
ko:K18850	pff:PFLUOLIPICF720060
ko:K01756	pff:PFLUOLIPICF720065
ko:K07153	pff:PFLUOLIPICF720070
ko:K00566	pff:PFLUOLIPICF720075
ko:K00031	pff:PFLUOLIPICF720085
ko:K00031	pff:PFLUOLIPICF720090
ko:K03704	pff:PFLUOLIPICF720095
ko:K06891	pff:PFLUOLIPICF720100
ko:K03694	pff:PFLUOLIPICF720105
ko:K02518	pff:PFLUOLIPICF720110
ko:K00684	pff:PFLUOLIPICF720120
ko:K03466	pff:PFLUOLIPICF720125
ko:K03634	pff:PFLUOLIPICF720130
ko:K07478	pff:PFLUOLIPICF720135
ko:K06199	pff:PFLUOLIPICF720140
ko:K01875	pff:PFLUOLIPICF720145
ko:K02302	pff:PFLUOLIPICF720150
ko:K07393	pff:PFLUOLIPICF720155
ko:K11179	pff:PFLUOLIPICF720165
ko:K01652	pff:PFLUOLIPICF724075
ko:K05372	pff:PFLUOLIPICF724100
ko:K02014	pff:PFLUOLIPICF724105
ko:K02014	pff:PFLUOLIPICF724110
ko:K12240	pff:PFLUOLIPICF724130
ko:K06147	pff:PFLUOLIPICF724135
ko:K06147	pff:PFLUOLIPICF724140
ko:K12240	pff:PFLUOLIPICF724155
ko:K02363	pff:PFLUOLIPICF724175
ko:K04782	pff:PFLUOLIPICF724185
ko:K01851	pff:PFLUOLIPICF724190
ko:K18298	pff:PFLUOLIPICF724195
ko:K18299	pff:PFLUOLIPICF724200
ko:K07243	pff:PFLUOLIPICF724220
ko:K16301	pff:PFLUOLIPICF724230
ko:K07224	pff:PFLUOLIPICF724235
ko:K00998	pff:PFLUOLIPICF724240
ko:K09958	pff:PFLUOLIPICF724250
ko:K10979	pff:PFLUOLIPICF724265
ko:K01971	pff:PFLUOLIPICF724270
ko:K01118	pff:PFLUOLIPICF724310
ko:K02194	pff:PFLUOLIPICF728165
ko:K02193	pff:PFLUOLIPICF728170
ko:K04061	pff:PFLUOLIPICF728180
ko:K03750	pff:PFLUOLIPICF728185
ko:K03638	pff:PFLUOLIPICF728190
ko:K03752	pff:PFLUOLIPICF728195
ko:K06177	pff:PFLUOLIPICF728205
ko:K03455	pff:PFLUOLIPICF728220
ko:K03320	pff:PFLUOLIPICF728225
ko:K01129	pff:PFLUOLIPICF728250
ko:K07690	pff:PFLUOLIPICF728260
ko:K07679	pff:PFLUOLIPICF728265
ko:K06923	pff:PFLUOLIPICF728275
ko:K00432	pff:PFLUOLIPICF728290
ko:K07305	pff:PFLUOLIPICF728295
ko:K14260	pff:PFLUOLIPICF728300
ko:K03799	pff:PFLUOLIPICF728305
ko:K00569	pff:PFLUOLIPICF728310
ko:K05592	pff:PFLUOLIPICF728320
ko:K01626	pff:PFLUOLIPICF728335
ko:K09927	pff:PFLUOLIPICF728340
ko:K07090	pff:PFLUOLIPICF728355
ko:K02356	pff:PFLUOLIPICF728380
ko:K13634	pff:PFLUOLIPICF728400
ko:K01081	pff:PFLUOLIPICF728410
ko:K00077	pff:PFLUOLIPICF728415
ko:K03501	pff:PFLUOLIPICF708285
ko:K03496	pff:PFLUOLIPICF708290
ko:K03497	pff:PFLUOLIPICF708295
ko:K02116	pff:PFLUOLIPICF708300
ko:K02108	pff:PFLUOLIPICF708305
ko:K02110	pff:PFLUOLIPICF708310
ko:K02109	pff:PFLUOLIPICF708315
ko:K00425	pff:PFLUOLIPICF712120
ko:K00426	pff:PFLUOLIPICF712125
ko:K07782	pff:PFLUOLIPICF712140
ko:K00528	pff:PFLUOLIPICF712145
ko:K03282	pff:PFLUOLIPICF712150
ko:K03781	pff:PFLUOLIPICF712155
ko:K04485	pff:PFLUOLIPICF712165
ko:K06200	pff:PFLUOLIPICF712175
ko:K00600	pff:PFLUOLIPICF712190
ko:K00262	pff:PFLUOLIPICF712210
ko:K07504	pff:PFLUOLIPICF712230
ko:K04782	pff:PFLUOLIPICF712235
ko:K00657	pff:PFLUOLIPICF712280
ko:K07483	pff:PFLUOLIPICF712315
ko:K18930	pff:PFLUOLIPICF712340
ko:K03303	pff:PFLUOLIPICF712345
ko:K03664	pff:PFLUOLIPICF712355
ko:K09801	pff:PFLUOLIPICF712365
ko:K06186	pff:PFLUOLIPICF712370
ko:K19221	pff:PFLUOLIPICF716270
ko:K02224	pff:PFLUOLIPICF716275
ko:K04719	pff:PFLUOLIPICF716280
ko:K02227	pff:PFLUOLIPICF716285
ko:K02225	pff:PFLUOLIPICF716290
ko:K02232	pff:PFLUOLIPICF716295
ko:K02231	pff:PFLUOLIPICF716300
ko:K00768	pff:PFLUOLIPICF716305
ko:K02226	pff:PFLUOLIPICF716310
ko:K02233	pff:PFLUOLIPICF716315
ko:K00432	pff:PFLUOLIPICF716335
ko:K06076	pff:PFLUOLIPICF716340
ko:K09760	pff:PFLUOLIPICF716365
ko:K09790	pff:PFLUOLIPICF716375
ko:K07039	pff:PFLUOLIPICF716380
ko:K03654	pff:PFLUOLIPICF716390
ko:K06075	pff:PFLUOLIPICF716395
ko:K07001	pff:PFLUOLIPICF716400
ko:K07401	pff:PFLUOLIPICF716405
ko:K00832	pff:PFLUOLIPICF716430
ko:K01724	pff:PFLUOLIPICF716435
ko:K00500	pff:PFLUOLIPICF716440
ko:K03721	pff:PFLUOLIPICF716445
ko:K02391	pff:PFLUOLIPICF716450
ko:K02392	pff:PFLUOLIPICF716455
ko:K02393	pff:PFLUOLIPICF716460
ko:K02394	pff:PFLUOLIPICF716465
ko:K02395	pff:PFLUOLIPICF716470
ko:K02396	pff:PFLUOLIPICF716475
ko:K02397	pff:PFLUOLIPICF716480
ko:K00648	pff:PFLUOLIPICF716485
ko:K02406	pff:PFLUOLIPICF716490
ko:K06603	pff:PFLUOLIPICF716495
ko:K02407	pff:PFLUOLIPICF716500
ko:K02422	pff:PFLUOLIPICF716505
ko:K10941	pff:PFLUOLIPICF716515
ko:K10942	pff:PFLUOLIPICF716520
ko:K08159	pff:PFLUOLIPICF720430
ko:K06188	pff:PFLUOLIPICF720435
ko:K15553	pff:PFLUOLIPICF720440
ko:K15553	pff:PFLUOLIPICF720445
ko:K02051	pff:PFLUOLIPICF720455
ko:K02050	pff:PFLUOLIPICF720460
ko:K02049	pff:PFLUOLIPICF720465
ko:K06911	pff:PFLUOLIPICF720475
ko:K18297	pff:PFLUOLIPICF720500
ko:K09932	pff:PFLUOLIPICF720505
ko:K01083	pff:PFLUOLIPICF720540
ko:K03562	pff:PFLUOLIPICF720545
ko:K03560	pff:PFLUOLIPICF720550
ko:K15553	pff:PFLUOLIPICF720565
ko:K04091	pff:PFLUOLIPICF720590
ko:K18968	pff:PFLUOLIPICF720620
ko:K01295	pff:PFLUOLIPICF720625
ko:K07552	pff:PFLUOLIPICF720650
ko:K06911	pff:PFLUOLIPICF720655
ko:K00700	pff:PFLUOLIPICF724590
ko:K05343	pff:PFLUOLIPICF724595
ko:K16147	pff:PFLUOLIPICF724600
ko:K07507	pff:PFLUOLIPICF724605
ko:K07789	pff:PFLUOLIPICF724645
ko:K07788	pff:PFLUOLIPICF724650
ko:K07799	pff:PFLUOLIPICF724655
ko:K11065	pff:PFLUOLIPICF724660
ko:K10227	pff:PFLUOLIPICF724680
ko:K10228	pff:PFLUOLIPICF724685
ko:K10229	pff:PFLUOLIPICF724690
ko:K10111	pff:PFLUOLIPICF724695
ko:K00045	pff:PFLUOLIPICF724700
ko:K00854	pff:PFLUOLIPICF724705
ko:K00847	pff:PFLUOLIPICF724710
ko:K01754	pff:PFLUOLIPICF724730
ko:K01265	pff:PFLUOLIPICF724740
ko:K03284	pff:PFLUOLIPICF724745
ko:K17228	pff:PFLUOLIPICF724760
ko:K07090	pff:PFLUOLIPICF724770
ko:K03088	pff:PFLUOLIPICF724785
ko:K02484	pff:PFLUOLIPICF724795
ko:K03585	pff:PFLUOLIPICF724805
ko:K18138	pff:PFLUOLIPICF724810
ko:K02525	pff:PFLUOLIPICF724820
ko:K11441	pff:PFLUOLIPICF724830
ko:K00032	pff:PFLUOLIPICF724840
ko:K03565	pff:PFLUOLIPICF702410
ko:K03743	pff:PFLUOLIPICF702420
ko:K03555	pff:PFLUOLIPICF702545
ko:K05524	pff:PFLUOLIPICF702550
ko:K03593	pff:PFLUOLIPICF702555
ko:K01874	pff:PFLUOLIPICF702560
ko:K03616	pff:PFLUOLIPICF702565
ko:K10773	pff:PFLUOLIPICF702570
ko:K07690	pff:PFLUOLIPICF702580
ko:K01940	pff:PFLUOLIPICF702585
ko:K01465	pff:PFLUOLIPICF702595
ko:K03683	pff:PFLUOLIPICF702600
ko:K03386	pff:PFLUOLIPICF702605
ko:K02192	pff:PFLUOLIPICF702615
ko:K03594	pff:PFLUOLIPICF702620
ko:K07390	pff:PFLUOLIPICF702625
ko:K00611	pff:PFLUOLIPICF702635
ko:K02010	pff:PFLUOLIPICF702640
ko:K03976	pff:PFLUOLIPICF702645
ko:K02440	pff:PFLUOLIPICF702650
ko:K00864	pff:PFLUOLIPICF702655
ko:K02444	pff:PFLUOLIPICF702660
ko:K00111	pff:PFLUOLIPICF702665
ko:K10001	pff:PFLUOLIPICF702670
ko:K09975	pff:PFLUOLIPICF706525
ko:K05836	pff:PFLUOLIPICF706530
ko:K05603	pff:PFLUOLIPICF706535
ko:K02030	pff:PFLUOLIPICF707180
ko:K02028	pff:PFLUOLIPICF707185
ko:K02029	pff:PFLUOLIPICF707190
ko:K02029	pff:PFLUOLIPICF707195
ko:K02073	pff:PFLUOLIPICF707205
ko:K07002	pff:PFLUOLIPICF707215
ko:K03449	pff:PFLUOLIPICF707225
ko:K07665	pff:PFLUOLIPICF707245
ko:K02045	pff:PFLUOLIPICF707260
ko:K02047	pff:PFLUOLIPICF707265
ko:K02046	pff:PFLUOLIPICF707270
ko:K02048	pff:PFLUOLIPICF707275
ko:K10914	pff:PFLUOLIPICF711090
ko:K07397	pff:PFLUOLIPICF711095
ko:K06134	pff:PFLUOLIPICF711100
ko:K02503	pff:PFLUOLIPICF711105
ko:K07124	pff:PFLUOLIPICF711110
ko:K00459	pff:PFLUOLIPICF711120
ko:K08973	pff:PFLUOLIPICF711125
ko:K00145	pff:PFLUOLIPICF711130
ko:K15724	pff:PFLUOLIPICF711135
ko:K09001	pff:PFLUOLIPICF711140
ko:K01866	pff:PFLUOLIPICF711150
ko:K03524	pff:PFLUOLIPICF711180
ko:K03525	pff:PFLUOLIPICF711185
ko:K03073	pff:PFLUOLIPICF711215
ko:K02601	pff:PFLUOLIPICF711220
ko:K02867	pff:PFLUOLIPICF711225
ko:K02863	pff:PFLUOLIPICF711230
ko:K02864	pff:PFLUOLIPICF711235
ko:K02935	pff:PFLUOLIPICF711240
ko:K03043	pff:PFLUOLIPICF711245
ko:K03046	pff:PFLUOLIPICF711250
ko:K02950	pff:PFLUOLIPICF711255
ko:K02992	pff:PFLUOLIPICF711260
ko:K02355	pff:PFLUOLIPICF711265
ko:K02358	pff:PFLUOLIPICF711270
ko:K02946	pff:PFLUOLIPICF711275
ko:K02906	pff:PFLUOLIPICF711280
ko:K02926	pff:PFLUOLIPICF711285
ko:K02892	pff:PFLUOLIPICF711290
ko:K02886	pff:PFLUOLIPICF711295
ko:K02965	pff:PFLUOLIPICF711300
ko:K02890	pff:PFLUOLIPICF711305
ko:K02982	pff:PFLUOLIPICF711310
ko:K02878	pff:PFLUOLIPICF711315
ko:K02904	pff:PFLUOLIPICF711320
ko:K02961	pff:PFLUOLIPICF711325
ko:K02874	pff:PFLUOLIPICF711330
ko:K02895	pff:PFLUOLIPICF711335
ko:K02931	pff:PFLUOLIPICF711340
ko:K02954	pff:PFLUOLIPICF711345
ko:K13979	pff:PFLUOLIPICF715235
ko:K00311	pff:PFLUOLIPICF715245
ko:K03521	pff:PFLUOLIPICF715250
ko:K03522	pff:PFLUOLIPICF715255
ko:K06940	pff:PFLUOLIPICF715285
ko:K00626	pff:PFLUOLIPICF715330
ko:K01782	pff:PFLUOLIPICF715335
ko:K03284	pff:PFLUOLIPICF715345
ko:K00655	pff:PFLUOLIPICF715350
ko:K01692	pff:PFLUOLIPICF715355
ko:K00059	pff:PFLUOLIPICF715410
ko:K16841	pff:PFLUOLIPICF715420
ko:K03457	pff:PFLUOLIPICF715425
ko:K00390	pff:PFLUOLIPICF715430
ko:K02203	pff:PFLUOLIPICF715435
ko:K18831	pff:PFLUOLIPICF715440
ko:K19166	pff:PFLUOLIPICF715445
ko:K01665	pff:PFLUOLIPICF715450
ko:K03417	pff:PFLUOLIPICF715475
ko:K01659	pff:PFLUOLIPICF715480
ko:K00163	pff:PFLUOLIPICF719420
ko:K00163	pff:PFLUOLIPICF719430
ko:K00219	pff:PFLUOLIPICF719450
ko:K12262	pff:PFLUOLIPICF719460
ko:K05306	pff:PFLUOLIPICF719465
ko:K03430	pff:PFLUOLIPICF719470
ko:K06916	pff:PFLUOLIPICF719500
ko:K07346	pff:PFLUOLIPICF719525
ko:K07347	pff:PFLUOLIPICF719530
ko:K03088	pff:PFLUOLIPICF719545
ko:K03781	pff:PFLUOLIPICF719550
ko:K01968	pff:PFLUOLIPICF719585
ko:K13766	pff:PFLUOLIPICF719590
ko:K01969	pff:PFLUOLIPICF719595
ko:K00253	pff:PFLUOLIPICF719600
ko:K00666	pff:PFLUOLIPICF719605
ko:K01640	pff:PFLUOLIPICF719610
ko:K02040	pff:PFLUOLIPICF719630
ko:K01142	pff:PFLUOLIPICF719635
ko:K07278	pff:PFLUOLIPICF719645
ko:K09800	pff:PFLUOLIPICF719650
ko:K07347	pff:PFLUOLIPICF719655
ko:K10015	pff:PFLUOLIPICF723530
ko:K10016	pff:PFLUOLIPICF723535
ko:K10014	pff:PFLUOLIPICF723540
ko:K11741	pff:PFLUOLIPICF723545
ko:K01761	pff:PFLUOLIPICF723550
ko:K00003	pff:PFLUOLIPICF723560
ko:K01733	pff:PFLUOLIPICF723570
ko:K01714	pff:PFLUOLIPICF723580
ko:K02276	pff:PFLUOLIPICF723710
ko:K02274	pff:PFLUOLIPICF723715
ko:K02275	pff:PFLUOLIPICF723720
ko:K07152	pff:PFLUOLIPICF723725
ko:K00185	pff:PFLUOLIPICF723750
ko:K00184	pff:PFLUOLIPICF723755
ko:K00156	pff:PFLUOLIPICF723765
ko:K13924	pff:PFLUOLIPICF723775
ko:K01992	pff:PFLUOLIPICF727655
ko:K01990	pff:PFLUOLIPICF727660
ko:K06445	pff:PFLUOLIPICF727675
ko:K01113	pff:PFLUOLIPICF727695
ko:K03559	pff:PFLUOLIPICF727705
ko:K03832	pff:PFLUOLIPICF727710
ko:K02014	pff:PFLUOLIPICF727715
ko:K03561	pff:PFLUOLIPICF727720
ko:K00375	pff:PFLUOLIPICF727740
ko:K03406	pff:PFLUOLIPICF727785
ko:K01591	pff:PFLUOLIPICF727805
ko:K08296	pff:PFLUOLIPICF727850
ko:K00057	pff:PFLUOLIPICF727860
ko:K02014	pff:PFLUOLIPICF727865
ko:K01716	pff:PFLUOLIPICF727880
ko:K00647	pff:PFLUOLIPICF727885
ko:K03406	pff:PFLUOLIPICF727890
ko:K07397	pff:PFLUOLIPICF727900
ko:K06911	pff:PFLUOLIPICF727905
ko:K03098	pff:PFLUOLIPICF706540
ko:K03841	pff:PFLUOLIPICF706550
ko:K00688	pff:PFLUOLIPICF706565
ko:K06940	pff:PFLUOLIPICF706570
ko:K06207	pff:PFLUOLIPICF706575
ko:K03151	pff:PFLUOLIPICF706580
ko:K01915	pff:PFLUOLIPICF706585
ko:K04093	pff:PFLUOLIPICF706590
ko:K07708	pff:PFLUOLIPICF706600
ko:K07712	pff:PFLUOLIPICF706605
ko:K03216	pff:PFLUOLIPICF706615
ko:K03071	pff:PFLUOLIPICF706620
ko:K15633	pff:PFLUOLIPICF706635
ko:K03797	pff:PFLUOLIPICF706645
ko:K09798	pff:PFLUOLIPICF706650
ko:K02030	pff:PFLUOLIPICF706655
ko:K02500	pff:PFLUOLIPICF706660
ko:K01814	pff:PFLUOLIPICF706665
ko:K02501	pff:PFLUOLIPICF706675
ko:K01693	pff:PFLUOLIPICF706680
ko:K07289	pff:PFLUOLIPICF706690
ko:K03575	pff:PFLUOLIPICF706695
ko:K11735	pff:PFLUOLIPICF706735
ko:K02028	pff:PFLUOLIPICF706740
ko:K02030	pff:PFLUOLIPICF706745
ko:K02029	pff:PFLUOLIPICF706750
ko:K02029	pff:PFLUOLIPICF706755
ko:K00600	pff:PFLUOLIPICF710590
ko:K00303	pff:PFLUOLIPICF710595
ko:K00305	pff:PFLUOLIPICF710610
ko:K01433	pff:PFLUOLIPICF710615
ko:K00148	pff:PFLUOLIPICF710620
ko:K07663	pff:PFLUOLIPICF710645
ko:K07641	pff:PFLUOLIPICF710650
ko:K06143	pff:PFLUOLIPICF710655
ko:K02028	pff:PFLUOLIPICF710670
ko:K02029	pff:PFLUOLIPICF710675
ko:K02029	pff:PFLUOLIPICF710680
ko:K02030	pff:PFLUOLIPICF710685
ko:K02014	pff:PFLUOLIPICF710705
ko:K00232	pff:PFLUOLIPICF710710
ko:K07165	pff:PFLUOLIPICF710715
ko:K03088	pff:PFLUOLIPICF710720
ko:K02342	pff:PFLUOLIPICF710725
ko:K07182	pff:PFLUOLIPICF710730
ko:K01638	pff:PFLUOLIPICF710745
ko:K05786	pff:PFLUOLIPICF710755
ko:K07093	pff:PFLUOLIPICF710765
ko:K02019	pff:PFLUOLIPICF710770
ko:K01012	pff:PFLUOLIPICF710780
ko:K00652	pff:PFLUOLIPICF710785
ko:K02170	pff:PFLUOLIPICF710790
ko:K02169	pff:PFLUOLIPICF710795
ko:K01935	pff:PFLUOLIPICF710800
ko:K03406	pff:PFLUOLIPICF714710
ko:K18968	pff:PFLUOLIPICF714715
ko:K01426	pff:PFLUOLIPICF714735
ko:K02030	pff:PFLUOLIPICF714755
ko:K02028	pff:PFLUOLIPICF714760
ko:K02029	pff:PFLUOLIPICF714765
ko:K01755	pff:PFLUOLIPICF714770
ko:K01895	pff:PFLUOLIPICF714800
ko:K10022	pff:PFLUOLIPICF714805
ko:K10023	pff:PFLUOLIPICF714815
ko:K06987	pff:PFLUOLIPICF714820
ko:K10025	pff:PFLUOLIPICF714825
ko:K00673	pff:PFLUOLIPICF714845
ko:K00673	pff:PFLUOLIPICF714850
ko:K06447	pff:PFLUOLIPICF714855
ko:K01484	pff:PFLUOLIPICF714860
ko:K05526	pff:PFLUOLIPICF714870
ko:K00794	pff:PFLUOLIPICF714880
ko:K01620	pff:PFLUOLIPICF714885
ko:K01872	pff:PFLUOLIPICF714890
ko:K00928	pff:PFLUOLIPICF714895
ko:K03563	pff:PFLUOLIPICF714900
ko:K06213	pff:PFLUOLIPICF714920
ko:K02399	pff:PFLUOLIPICF714955
ko:K02398	pff:PFLUOLIPICF714960
ko:K01992	pff:PFLUOLIPICF718860
ko:K01990	pff:PFLUOLIPICF718865
ko:K07675	pff:PFLUOLIPICF718880
ko:K17226	pff:PFLUOLIPICF718910
ko:K00138	pff:PFLUOLIPICF718925
ko:K06135	pff:PFLUOLIPICF718930
ko:K07124	pff:PFLUOLIPICF718950
ko:K16137	pff:PFLUOLIPICF718955
ko:K18981	pff:PFLUOLIPICF718995
ko:K07245	pff:PFLUOLIPICF719005
ko:K07156	pff:PFLUOLIPICF719010
ko:K03827	pff:PFLUOLIPICF719015
ko:K17723	pff:PFLUOLIPICF719025
ko:K01464	pff:PFLUOLIPICF719035
ko:K03457	pff:PFLUOLIPICF719040
ko:K06016	pff:PFLUOLIPICF719045
ko:K07262	pff:PFLUOLIPICF719085
ko:K18093	pff:PFLUOLIPICF723010
ko:K03406	pff:PFLUOLIPICF723015
ko:K09458	pff:PFLUOLIPICF723025
ko:K08303	pff:PFLUOLIPICF723035
ko:K03719	pff:PFLUOLIPICF723045
ko:K00854	pff:PFLUOLIPICF723050
ko:K02529	pff:PFLUOLIPICF723055
ko:K10439	pff:PFLUOLIPICF723060
ko:K10440	pff:PFLUOLIPICF723065
ko:K10441	pff:PFLUOLIPICF723070
ko:K12262	pff:PFLUOLIPICF723075
ko:K06987	pff:PFLUOLIPICF723120
ko:K02029	pff:PFLUOLIPICF723145
ko:K02029	pff:PFLUOLIPICF723150
ko:K02030	pff:PFLUOLIPICF723155
ko:K12685	pff:PFLUOLIPICF723230
ko:K12685	pff:PFLUOLIPICF723235
ko:K12538	pff:PFLUOLIPICF723240
ko:K12537	pff:PFLUOLIPICF723245
ko:K12536	pff:PFLUOLIPICF723250
ko:K01266	pff:PFLUOLIPICF723265
ko:K00860	pff:PFLUOLIPICF727130
ko:K00059	pff:PFLUOLIPICF727150
ko:K00616	pff:PFLUOLIPICF727160
ko:K00034	pff:PFLUOLIPICF727170
ko:K18199	pff:PFLUOLIPICF727195
ko:K03088	pff:PFLUOLIPICF727205
ko:K07165	pff:PFLUOLIPICF727210
ko:K16088	pff:PFLUOLIPICF727215
ko:K12992	pff:PFLUOLIPICF727230
ko:K11208	pff:PFLUOLIPICF727285
ko:K02336	pff:PFLUOLIPICF727295
ko:K02014	pff:PFLUOLIPICF727300
ko:K05515	pff:PFLUOLIPICF727320
ko:K11939	pff:PFLUOLIPICF727360
ko:K01262	pff:PFLUOLIPICF727390
ko:K03577	pff:PFLUOLIPICF701415
ko:K03585	pff:PFLUOLIPICF701420
ko:K18138	pff:PFLUOLIPICF701425
ko:K18139	pff:PFLUOLIPICF701430
ko:K01607	pff:PFLUOLIPICF701455
ko:K01055	pff:PFLUOLIPICF701460
ko:K00448	pff:PFLUOLIPICF701470
ko:K00449	pff:PFLUOLIPICF701475
ko:K07823	pff:PFLUOLIPICF701480
ko:K01040	pff:PFLUOLIPICF701485
ko:K01039	pff:PFLUOLIPICF701490
ko:K08195	pff:PFLUOLIPICF701495
ko:K02624	pff:PFLUOLIPICF701500
ko:K16322	pff:PFLUOLIPICF701510
ko:K03566	pff:PFLUOLIPICF701525
ko:K03580	pff:PFLUOLIPICF701545
ko:K06940	pff:PFLUOLIPICF701555
ko:K01999	pff:PFLUOLIPICF701575
ko:K01997	pff:PFLUOLIPICF701580
ko:K01998	pff:PFLUOLIPICF701585
ko:K01995	pff:PFLUOLIPICF701590
ko:K01996	pff:PFLUOLIPICF701595
ko:K09930	pff:PFLUOLIPICF701605
ko:K15977	pff:PFLUOLIPICF701615
ko:K08985	pff:PFLUOLIPICF701630
ko:K07137	pff:PFLUOLIPICF701635
ko:K01738	pff:PFLUOLIPICF701640
ko:K03313	pff:PFLUOLIPICF701645
ko:K03594	pff:PFLUOLIPICF705515
ko:K07290	pff:PFLUOLIPICF705520
ko:K03187	pff:PFLUOLIPICF705540
ko:K01560	pff:PFLUOLIPICF700365
ko:K00209	pff:PFLUOLIPICF700375
ko:K06966	pff:PFLUOLIPICF700385
ko:K00116	pff:PFLUOLIPICF700425
ko:K05539	pff:PFLUOLIPICF700460
ko:K00616	pff:PFLUOLIPICF700470
ko:K04754	pff:PFLUOLIPICF700490
ko:K06879	pff:PFLUOLIPICF700505
ko:K07665	pff:PFLUOLIPICF700515
ko:K07644	pff:PFLUOLIPICF700520
ko:K09808	pff:PFLUOLIPICF700525
ko:K09810	pff:PFLUOLIPICF700530
ko:K09808	pff:PFLUOLIPICF700535
ko:K01126	pff:PFLUOLIPICF700545
ko:K00322	pff:PFLUOLIPICF700550
ko:K00134	pff:PFLUOLIPICF700560
ko:K03723	pff:PFLUOLIPICF700565
ko:K01207	pff:PFLUOLIPICF700580
ko:K01356	pff:PFLUOLIPICF700590
ko:K13053	pff:PFLUOLIPICF700595
ko:K01870	pff:PFLUOLIPICF704475
ko:K11753	pff:PFLUOLIPICF704480
ko:K03980	pff:PFLUOLIPICF704485
ko:K02968	pff:PFLUOLIPICF704490
ko:K03775	pff:PFLUOLIPICF704495
ko:K13788	pff:PFLUOLIPICF704505
ko:K00955	pff:PFLUOLIPICF704515
ko:K00957	pff:PFLUOLIPICF704520
ko:K04691	pff:PFLUOLIPICF704535
ko:K02014	pff:PFLUOLIPICF704540
ko:K01772	pff:PFLUOLIPICF704545
ko:K07071	pff:PFLUOLIPICF704550
