ko:K00086	kpz:KPNIH27_22065
ko:K03530	kpz:KPNIH27_05590
ko:K03770	kpz:KPNIH27_05595
ko:K02237	kpz:KPNIH27_05600
ko:K12500	kpz:KPNIH27_05605
ko:K06920	kpz:KPNIH27_05610
ko:K11938	kpz:KPNIH27_05620
ko:K01738	kpz:KPNIH27_05625
ko:K05800	kpz:KPNIH27_05630
ko:K04752	kpz:KPNIH27_05650
ko:K03320	kpz:KPNIH27_05655
ko:K10805	kpz:KPNIH27_05660
ko:K09914	kpz:KPNIH27_05665
ko:K07443	kpz:KPNIH27_05670
ko:K10111	kpz:KPNIH27_05715
ko:K15771	kpz:KPNIH27_05725
ko:K15772	kpz:KPNIH27_05730
ko:K01224	kpz:KPNIH27_05735
ko:K12308	kpz:KPNIH27_05740
ko:K02778	kpz:KPNIH27_05745
ko:K02024	kpz:KPNIH27_05750
ko:K02909	kpz:KPNIH27_05760
ko:K02919	kpz:KPNIH27_05765
ko:K00375	kpz:KPNIH27_05775
ko:K00661	kpz:KPNIH27_05785
ko:K18138	kpz:KPNIH27_05800
ko:K03585	kpz:KPNIH27_05805
ko:K12974	kpz:KPNIH27_10030
ko:K11250	kpz:KPNIH27_10035
ko:K13069	kpz:KPNIH27_10055
ko:K09712	kpz:KPNIH27_10060
ko:K03449	kpz:KPNIH27_10080
ko:K00432	kpz:KPNIH27_10150
ko:K09786	kpz:KPNIH27_10160
ko:K07180	kpz:KPNIH27_10165
ko:K01792	kpz:KPNIH27_10180
ko:K00134	kpz:KPNIH27_10185
ko:K07305	kpz:KPNIH27_10190
ko:K09916	kpz:KPNIH27_10195
ko:K01183	kpz:KPNIH27_10205
ko:K08281	kpz:KPNIH27_10210
ko:K01424	kpz:KPNIH27_10215
ko:K04773	kpz:KPNIH27_10220
ko:K09474	kpz:KPNIH27_10235
ko:K01008	kpz:KPNIH27_10240
ko:K00262	kpz:KPNIH27_10255
ko:K08320	kpz:KPNIH27_10260
ko:K05779	kpz:KPNIH27_10275
ko:K05778	kpz:KPNIH27_10280
ko:K05777	kpz:KPNIH27_10285
ko:K03832	kpz:KPNIH27_14605
ko:K02200	kpz:KPNIH27_14625
ko:K02199	kpz:KPNIH27_14630
ko:K02198	kpz:KPNIH27_14635
ko:K02197	kpz:KPNIH27_14640
ko:K02196	kpz:KPNIH27_14645
ko:K02195	kpz:KPNIH27_14650
ko:K02194	kpz:KPNIH27_14655
ko:K02193	kpz:KPNIH27_14660
ko:K06151	kpz:KPNIH27_14670
ko:K06152	kpz:KPNIH27_14675
ko:K02010	kpz:KPNIH27_14685
ko:K02011	kpz:KPNIH27_14690
ko:K02012	kpz:KPNIH27_14695
ko:K13574	kpz:KPNIH27_14700
ko:K02028	kpz:KPNIH27_14740
ko:K02029	kpz:KPNIH27_14745
ko:K02030	kpz:KPNIH27_14750
ko:K02016	kpz:KPNIH27_14760
ko:K02015	kpz:KPNIH27_14765
ko:K02015	kpz:KPNIH27_14770
ko:K02013	kpz:KPNIH27_14775
ko:K02014	kpz:KPNIH27_14780
ko:K02049	kpz:KPNIH27_14785
ko:K02050	kpz:KPNIH27_14790
ko:K02051	kpz:KPNIH27_14795
ko:K15553	kpz:KPNIH27_14800
ko:K04091	kpz:KPNIH27_14810
ko:K05810	kpz:KPNIH27_14830
ko:K05819	kpz:KPNIH27_14835
ko:K01666	kpz:KPNIH27_14840
ko:K04073	kpz:KPNIH27_14845
ko:K02554	kpz:KPNIH27_14850
ko:K00145	kpz:KPNIH27_00530
ko:K00930	kpz:KPNIH27_00535
ko:K01755	kpz:KPNIH27_00540
ko:K04761	kpz:KPNIH27_00545
ko:K00322	kpz:KPNIH27_00550
ko:K00348	kpz:KPNIH27_04690
ko:K00349	kpz:KPNIH27_04695
ko:K00350	kpz:KPNIH27_04700
ko:K00351	kpz:KPNIH27_04705
ko:K05952	kpz:KPNIH27_04710
ko:K02346	kpz:KPNIH27_04720
ko:K03830	kpz:KPNIH27_04725
ko:K01270	kpz:KPNIH27_04730
ko:K00769	kpz:KPNIH27_04735
ko:K11750	kpz:KPNIH27_04740
ko:K11926	kpz:KPNIH27_04745
ko:K15735	kpz:KPNIH27_04750
ko:K11735	kpz:KPNIH27_04755
ko:K07250	kpz:KPNIH27_04760
ko:K00135	kpz:KPNIH27_04765
ko:K15736	kpz:KPNIH27_04770
ko:K15737	kpz:KPNIH27_04775
ko:K09982	kpz:KPNIH27_04780
ko:K00382	kpz:KPNIH27_04800
ko:K00627	kpz:KPNIH27_04805
ko:K03556	kpz:KPNIH27_04820
ko:K00147	kpz:KPNIH27_04945
ko:K00931	kpz:KPNIH27_04950
ko:K11929	kpz:KPNIH27_04955
ko:K11941	kpz:KPNIH27_09160
ko:K03670	kpz:KPNIH27_09165
ko:K03669	kpz:KPNIH27_09170
ko:K12147	kpz:KPNIH27_09180
ko:K08161	kpz:KPNIH27_09185
ko:K02517	kpz:KPNIH27_09190
ko:K07146	kpz:KPNIH27_09195
ko:K02846	kpz:KPNIH27_09205
ko:K12148	kpz:KPNIH27_09210
ko:K12149	kpz:KPNIH27_09215
ko:K01465	kpz:KPNIH27_09220
ko:K08162	kpz:KPNIH27_09230
ko:K03790	kpz:KPNIH27_09235
ko:K09915	kpz:KPNIH27_09240
ko:K03810	kpz:KPNIH27_09245
ko:K03980	kpz:KPNIH27_09250
ko:K08300	kpz:KPNIH27_09265
ko:K06179	kpz:KPNIH27_09270
ko:K07040	kpz:KPNIH27_09280
ko:K02911	kpz:KPNIH27_09285
ko:K03621	kpz:KPNIH27_09290
ko:K00648	kpz:KPNIH27_09295
ko:K00645	kpz:KPNIH27_09300
ko:K00059	kpz:KPNIH27_09305
ko:K02078	kpz:KPNIH27_09310
ko:K09458	kpz:KPNIH27_09315
ko:K02619	kpz:KPNIH27_09320
ko:K07082	kpz:KPNIH27_09325
ko:K00943	kpz:KPNIH27_09330
ko:K02341	kpz:KPNIH27_09335
ko:K03424	kpz:KPNIH27_09340
ko:K02503	kpz:KPNIH27_09350
ko:K07337	kpz:KPNIH27_09360
ko:K07251	kpz:KPNIH27_09365
ko:K01207	kpz:KPNIH27_09370
ko:K07000	kpz:KPNIH27_09375
ko:K03885	kpz:KPNIH27_09380
ko:K02014	kpz:KPNIH27_09390
ko:K12151	kpz:KPNIH27_09400
ko:K03723	kpz:KPNIH27_09410
ko:K09808	kpz:KPNIH27_09415
ko:K09810	kpz:KPNIH27_09420
ko:K02030	kpz:KPNIH27_13710
ko:K02028	kpz:KPNIH27_13715
ko:K02029	kpz:KPNIH27_13720
ko:K02030	kpz:KPNIH27_13730
ko:K11738	kpz:KPNIH27_13760
ko:K02014	kpz:KPNIH27_13775
ko:K01250	kpz:KPNIH27_13790
ko:K03823	kpz:KPNIH27_13805
ko:K09936	kpz:KPNIH27_13810
ko:K00137	kpz:KPNIH27_13865
ko:K02053	kpz:KPNIH27_13870
ko:K02054	kpz:KPNIH27_13875
ko:K02052	kpz:KPNIH27_13880
ko:K02055	kpz:KPNIH27_13885
ko:K00425	kpz:KPNIH27_13900
ko:K00426	kpz:KPNIH27_13905
ko:K08303	kpz:KPNIH27_13925
ko:K05782	kpz:KPNIH27_13940
ko:K07506	kpz:KPNIH27_13945
ko:K16868	kpz:KPNIH27_13960
ko:K03304	kpz:KPNIH27_13965
ko:K03817	kpz:KPNIH27_13975
ko:K00055	kpz:KPNIH27_13985
ko:K03929	kpz:KPNIH27_13990
ko:K00449	kpz:KPNIH27_14000
ko:K00448	kpz:KPNIH27_14005
ko:K06076	kpz:KPNIH27_18135
ko:K04754	kpz:KPNIH27_18140
ko:K11921	kpz:KPNIH27_18165
ko:K03449	kpz:KPNIH27_18175
ko:K14261	kpz:KPNIH27_18180
ko:K02478	kpz:KPNIH27_18190
ko:K02477	kpz:KPNIH27_18195
ko:K00845	kpz:KPNIH27_18200
ko:K03322	kpz:KPNIH27_18225
ko:K11535	kpz:KPNIH27_18230
ko:K01885	kpz:KPNIH27_18260
ko:K14347	kpz:KPNIH27_18290
ko:K09954	kpz:KPNIH27_18295
ko:K01972	kpz:KPNIH27_18300
ko:K03528	kpz:KPNIH27_18305
ko:K06203	kpz:KPNIH27_18310
ko:K01738	kpz:KPNIH27_18315
ko:K02784	kpz:KPNIH27_18325
ko:K08483	kpz:KPNIH27_18330
ko:K00868	kpz:KPNIH27_18345
ko:K12339	kpz:KPNIH27_18360
ko:K02045	kpz:KPNIH27_18365
ko:K02047	kpz:KPNIH27_18370
ko:K02046	kpz:KPNIH27_18375
ko:K02048	kpz:KPNIH27_18380
ko:K07223	kpz:KPNIH27_18385
ko:K01448	kpz:KPNIH27_18405
ko:K09748	kpz:KPNIH27_22530
ko:K01940	kpz:KPNIH27_22540
ko:K03075	kpz:KPNIH27_22565
ko:K03431	kpz:KPNIH27_22570
ko:K00796	kpz:KPNIH27_22575
ko:K03798	kpz:KPNIH27_22580
ko:K02427	kpz:KPNIH27_22585
ko:K07574	kpz:KPNIH27_22590
ko:K03624	kpz:KPNIH27_22595
ko:K07259	kpz:KPNIH27_22600
ko:K03979	kpz:KPNIH27_22605
ko:K02899	kpz:KPNIH27_22615
ko:K02888	kpz:KPNIH27_22620
ko:K02523	kpz:KPNIH27_22625
ko:K00790	kpz:KPNIH27_22635
ko:K07122	kpz:KPNIH27_22645
ko:K07323	kpz:KPNIH27_22650
ko:K02067	kpz:KPNIH27_22655
ko:K02066	kpz:KPNIH27_22660
ko:K02065	kpz:KPNIH27_22665
ko:K07301	kpz:KPNIH27_22670
ko:K06041	kpz:KPNIH27_22675
ko:K03270	kpz:KPNIH27_22680
ko:K11719	kpz:KPNIH27_22685
ko:K09774	kpz:KPNIH27_22690
ko:K06861	kpz:KPNIH27_22695
ko:K03092	kpz:KPNIH27_22700
ko:K05808	kpz:KPNIH27_22705
ko:K02806	kpz:KPNIH27_22710
ko:K06958	kpz:KPNIH27_22715
ko:K08485	kpz:KPNIH27_22720
ko:K03814	kpz:KPNIH27_22725
ko:K07648	kpz:KPNIH27_22735
ko:K01686	kpz:KPNIH27_22740
ko:K08322	kpz:KPNIH27_22745
ko:K07139	kpz:KPNIH27_22755
ko:K00265	kpz:KPNIH27_22760
ko:K00266	kpz:KPNIH27_22765
ko:K01788	kpz:KPNIH27_22770
ko:K03600	kpz:KPNIH27_22775
ko:K03599	kpz:KPNIH27_22780
ko:K02996	kpz:KPNIH27_22785
ko:K00997	kpz:KPNIH27_19230
ko:K01664	kpz:KPNIH27_23330
ko:K04095	kpz:KPNIH27_23335
ko:K03767	kpz:KPNIH27_23345
ko:K06141	kpz:KPNIH27_23350
ko:K01485	kpz:KPNIH27_23355
ko:K00362	kpz:KPNIH27_23360
ko:K00363	kpz:KPNIH27_23365
ko:K02302	kpz:KPNIH27_23370
ko:K01867	kpz:KPNIH27_23375
ko:K01091	kpz:KPNIH27_23380
ko:K01783	kpz:KPNIH27_23385
ko:K03112	kpz:KPNIH27_23395
ko:K01735	kpz:KPNIH27_23400
ko:K00891	kpz:KPNIH27_23405
ko:K02507	kpz:KPNIH27_23410
ko:K12291	kpz:KPNIH27_23415
ko:K12290	kpz:KPNIH27_23420
ko:K12289	kpz:KPNIH27_23425
ko:K12288	kpz:KPNIH27_23430
ko:K05366	kpz:KPNIH27_23435
ko:K08312	kpz:KPNIH27_23440
ko:K04762	kpz:KPNIH27_23455
ko:K04083	kpz:KPNIH27_23460
ko:K01610	kpz:KPNIH27_23465
ko:K07638	kpz:KPNIH27_23470
ko:K07659	kpz:KPNIH27_23475
ko:K04760	kpz:KPNIH27_23480
ko:K06959	kpz:KPNIH27_23485
ko:K04758	kpz:KPNIH27_23495
ko:K04759	kpz:KPNIH27_23500
ko:K07490	kpz:KPNIH27_23505
ko:K02170	kpz:KPNIH27_23515
ko:K07400	kpz:KPNIH27_23525
ko:K06155	kpz:KPNIH27_23530
ko:K00705	kpz:KPNIH27_23535
ko:K00688	kpz:KPNIH27_23540
ko:K03556	kpz:KPNIH27_23545
ko:K02444	kpz:KPNIH27_23550
ko:K02441	kpz:KPNIH27_23555
ko:K02439	kpz:KPNIH27_23560
ko:K00111	kpz:KPNIH27_23565
ko:K00688	kpz:KPNIH27_23580
ko:K00703	kpz:KPNIH27_23585
ko:K00975	kpz:KPNIH27_23590
ko:K03657	kpz:KPNIH27_29835
ko:K16137	kpz:KPNIH27_29980
ko:K07305	kpz:KPNIH27_30000
ko:K07304	kpz:KPNIH27_30005
ko:K06889	kpz:KPNIH27_30015
ko:K07397	kpz:KPNIH27_30015
ko:K06205	kpz:KPNIH27_00005
ko:K03718	kpz:KPNIH27_00010
ko:K01914	kpz:KPNIH27_00015
ko:K03924	kpz:KPNIH27_00025
ko:K03549	kpz:KPNIH27_00030
ko:K06726	kpz:KPNIH27_00035
ko:K10441	kpz:KPNIH27_00040
ko:K10440	kpz:KPNIH27_00045
ko:K10439	kpz:KPNIH27_00050
ko:K00852	kpz:KPNIH27_00055
ko:K02529	kpz:KPNIH27_00060
ko:K03753	kpz:KPNIH27_00095
ko:K03752	kpz:KPNIH27_00100
ko:K09896	kpz:KPNIH27_00105
ko:K03673	kpz:KPNIH27_00115
ko:K03978	kpz:KPNIH27_00150
ko:K09894	kpz:KPNIH27_00155
ko:K07712	kpz:KPNIH27_00165
ko:K07708	kpz:KPNIH27_00170
ko:K01915	kpz:KPNIH27_00175
ko:K06207	kpz:KPNIH27_00180
ko:K07058	kpz:KPNIH27_00190
ko:K07560	kpz:KPNIH27_00195
ko:K02380	kpz:KPNIH27_00220
ko:K00127	kpz:KPNIH27_00225
ko:K00124	kpz:KPNIH27_00230
ko:K00123	kpz:KPNIH27_00235
ko:K00123	kpz:KPNIH27_00240
ko:K02379	kpz:KPNIH27_00245
ko:K00850	kpz:KPNIH27_00255
ko:K02822	kpz:KPNIH27_00260
ko:K03475	kpz:KPNIH27_00265
ko:K01624	kpz:KPNIH27_00270
ko:K02821	kpz:KPNIH27_00280
ko:K00806	kpz:KPNIH27_04410
ko:K01778	kpz:KPNIH27_00845
ko:K09921	kpz:KPNIH27_00850
ko:K03733	kpz:KPNIH27_00855
ko:K03657	kpz:KPNIH27_00865
ko:K03284	kpz:KPNIH27_00870
ko:K05786	kpz:KPNIH27_00875
ko:K01058	kpz:KPNIH27_00885
ko:K03654	kpz:KPNIH27_00890
ko:K05835	kpz:KPNIH27_00895
ko:K05834	kpz:KPNIH27_00905
ko:K01048	kpz:KPNIH27_00910
ko:K03576	kpz:KPNIH27_00925
ko:K00549	kpz:KPNIH27_00930
ko:K01061	kpz:KPNIH27_00935
ko:K00757	kpz:KPNIH27_00940
ko:K09760	kpz:KPNIH27_00945
ko:K03183	kpz:KPNIH27_00950
ko:K03690	kpz:KPNIH27_00955
ko:K03688	kpz:KPNIH27_00960
ko:K03116	kpz:KPNIH27_00965
ko:K03117	kpz:KPNIH27_00970
ko:K03118	kpz:KPNIH27_00975
ko:K03424	kpz:KPNIH27_00980
ko:K03424	kpz:KPNIH27_00990
ko:K03182	kpz:KPNIH27_01000
ko:K05368	kpz:KPNIH27_01005
ko:K01825	kpz:KPNIH27_01015
ko:K03498	kpz:KPNIH27_01030
ko:K00230	kpz:KPNIH27_01035
ko:K00075	kpz:KPNIH27_01065
ko:K03524	kpz:KPNIH27_01070
ko:K00867	kpz:KPNIH27_01075
ko:K02358	kpz:KPNIH27_01100
ko:K03073	kpz:KPNIH27_01105
ko:K02601	kpz:KPNIH27_01110
ko:K02867	kpz:KPNIH27_01115
ko:K02863	kpz:KPNIH27_01120
ko:K03547	kpz:KPNIH27_05260
ko:K07657	kpz:KPNIH27_05265
ko:K07636	kpz:KPNIH27_05270
ko:K03311	kpz:KPNIH27_05275
ko:K11736	kpz:KPNIH27_05280
ko:K01187	kpz:KPNIH27_05285
ko:K09932	kpz:KPNIH27_05305
ko:K01624	kpz:KPNIH27_05315
ko:K03475	kpz:KPNIH27_05325
ko:K02822	kpz:KPNIH27_05330
ko:K02821	kpz:KPNIH27_05335
ko:K03386	kpz:KPNIH27_05345
ko:K08682	kpz:KPNIH27_05350
ko:K07568	kpz:KPNIH27_05355
ko:K00773	kpz:KPNIH27_05360
ko:K03210	kpz:KPNIH27_05365
ko:K03072	kpz:KPNIH27_05370
ko:K03074	kpz:KPNIH27_05375
ko:K06996	kpz:KPNIH27_05380
ko:K05517	kpz:KPNIH27_05390
ko:K07738	kpz:KPNIH27_05400
ko:K11752	kpz:KPNIH27_05405
ko:K00794	kpz:KPNIH27_05410
ko:K03625	kpz:KPNIH27_05415
ko:K00946	kpz:KPNIH27_05420
ko:K01095	kpz:KPNIH27_05425
ko:K01662	kpz:KPNIH27_05435
ko:K00795	kpz:KPNIH27_05440
ko:K03602	kpz:KPNIH27_05445
ko:K03151	kpz:KPNIH27_05450
ko:K03152	kpz:KPNIH27_05460
ko:K00077	kpz:KPNIH27_05465
ko:K09767	kpz:KPNIH27_05470
ko:K08195	kpz:KPNIH27_05485
ko:K00014	kpz:KPNIH27_05510
ko:K02624	kpz:KPNIH27_05515
ko:K09984	kpz:KPNIH27_09945
ko:K07217	kpz:KPNIH27_09970
ko:K00425	kpz:KPNIH27_09975
ko:K00426	kpz:KPNIH27_09980
ko:K03182	kpz:KPNIH27_10010
ko:K01424	kpz:KPNIH27_10025
ko:K01673	kpz:KPNIH27_14360
ko:K01759	kpz:KPNIH27_14375
ko:K02035	kpz:KPNIH27_14385
ko:K02033	kpz:KPNIH27_14390
ko:K02034	kpz:KPNIH27_14395
ko:K01485	kpz:KPNIH27_14460
ko:K01470	kpz:KPNIH27_14470
ko:K02051	kpz:KPNIH27_14475
ko:K02049	kpz:KPNIH27_14480
ko:K02050	kpz:KPNIH27_14485
ko:K17737	kpz:KPNIH27_14510
ko:K01028	kpz:KPNIH27_14515
ko:K01029	kpz:KPNIH27_14520
ko:K00626	kpz:KPNIH27_14525
ko:K00074	kpz:KPNIH27_14530
ko:K00019	kpz:KPNIH27_14540
ko:K01575	kpz:KPNIH27_14550
ko:K01652	kpz:KPNIH27_14555
ko:K03366	kpz:KPNIH27_14560
ko:K18144	kpz:KPNIH27_14585
ko:K18143	kpz:KPNIH27_14590
ko:K06871	kpz:KPNIH27_18680
ko:K01951	kpz:KPNIH27_18690
ko:K00088	kpz:KPNIH27_18695
ko:K03601	kpz:KPNIH27_18700
ko:K03977	kpz:KPNIH27_18715
ko:K17713	kpz:KPNIH27_18720
ko:K01892	kpz:KPNIH27_18730
ko:K15539	kpz:KPNIH27_18740
ko:K06941	kpz:KPNIH27_18745
ko:K00940	kpz:KPNIH27_18750
ko:K05367	kpz:KPNIH27_18755
ko:K06894	kpz:KPNIH27_18760
ko:K01011	kpz:KPNIH27_18765
ko:K07751	kpz:KPNIH27_18780
ko:K04755	kpz:KPNIH27_18790
ko:K04044	kpz:KPNIH27_18795
ko:K04082	kpz:KPNIH27_18800
ko:K13628	kpz:KPNIH27_18805
ko:K04488	kpz:KPNIH27_18810
ko:K04487	kpz:KPNIH27_18815
ko:K13643	kpz:KPNIH27_18820
ko:K15396	kpz:KPNIH27_18825
ko:K01092	kpz:KPNIH27_18830
ko:K05820	kpz:KPNIH27_18855
ko:K15977	kpz:KPNIH27_18880
ko:K00600	kpz:KPNIH27_18885
ko:K05916	kpz:KPNIH27_18890
ko:K04751	kpz:KPNIH27_18895
ko:K07715	kpz:KPNIH27_18900
ko:K07711	kpz:KPNIH27_18910
ko:K01952	kpz:KPNIH27_18915
ko:K11991	kpz:KPNIH27_18930
ko:K02879	kpz:KPNIH27_23070
ko:K03040	kpz:KPNIH27_23075
ko:K02986	kpz:KPNIH27_23080
ko:K02948	kpz:KPNIH27_23085
ko:K02952	kpz:KPNIH27_23090
ko:K03076	kpz:KPNIH27_23095
ko:K02876	kpz:KPNIH27_23100
ko:K02907	kpz:KPNIH27_23105
ko:K02988	kpz:KPNIH27_23110
ko:K02881	kpz:KPNIH27_23115
ko:K00981	kpz:KPNIH27_04415
ko:K11749	kpz:KPNIH27_04420
ko:K07277	kpz:KPNIH27_04425
ko:K06142	kpz:KPNIH27_04430
ko:K02536	kpz:KPNIH27_04435
ko:K02372	kpz:KPNIH27_04440
ko:K00677	kpz:KPNIH27_04445
ko:K00748	kpz:KPNIH27_04450
ko:K03470	kpz:KPNIH27_04455
ko:K02337	kpz:KPNIH27_04460
ko:K01962	kpz:KPNIH27_04465
ko:K08234	kpz:KPNIH27_04475
ko:K04075	kpz:KPNIH27_04480
ko:K15034	kpz:KPNIH27_04500
ko:K06079	kpz:KPNIH27_04505
ko:K01881	kpz:KPNIH27_04515
ko:K06080	kpz:KPNIH27_04525
ko:K02073	kpz:KPNIH27_04530
ko:K02072	kpz:KPNIH27_04535
ko:K02071	kpz:KPNIH27_04540
ko:K03273	kpz:KPNIH27_04545
ko:K06222	kpz:KPNIH27_04585
ko:K08307	kpz:KPNIH27_04610
ko:K01069	kpz:KPNIH27_04615
ko:K03469	kpz:KPNIH27_04625
ko:K02342	kpz:KPNIH27_04630
ko:K11249	kpz:KPNIH27_04645
ko:K06445	kpz:KPNIH27_04660
ko:K03271	kpz:KPNIH27_04665
ko:K00346	kpz:KPNIH27_04680
ko:K00347	kpz:KPNIH27_04685
ko:K06910	kpz:KPNIH27_08855
ko:K01512	kpz:KPNIH27_08865
ko:K11179	kpz:KPNIH27_08870
ko:K15580	kpz:KPNIH27_08880
ko:K00135	kpz:KPNIH27_08910
ko:K03451	kpz:KPNIH27_08920
ko:K07246	kpz:KPNIH27_08925
ko:K16135	kpz:KPNIH27_08930
ko:K09471	kpz:KPNIH27_08935
ko:K14056	kpz:KPNIH27_08945
ko:K09473	kpz:KPNIH27_08950
ko:K09470	kpz:KPNIH27_08955
ko:K14052	kpz:KPNIH27_08960
ko:K07124	kpz:KPNIH27_08975
ko:K01085	kpz:KPNIH27_08985
ko:K03809	kpz:KPNIH27_08995
ko:K09016	kpz:KPNIH27_09020
ko:K09024	kpz:KPNIH27_09025
ko:K09019	kpz:KPNIH27_09030
ko:K09023	kpz:KPNIH27_09035
ko:K09021	kpz:KPNIH27_09040
ko:K09020	kpz:KPNIH27_09045
ko:K09018	kpz:KPNIH27_09050
ko:K13821	kpz:KPNIH27_09065
ko:K11928	kpz:KPNIH27_09070
ko:K03317	kpz:KPNIH27_09080
ko:K07243	kpz:KPNIH27_09085
ko:K07224	kpz:KPNIH27_09090
ko:K16301	kpz:KPNIH27_09095
ko:K06911	kpz:KPNIH27_09115
ko:K12972	kpz:KPNIH27_09130
ko:K04477	kpz:KPNIH27_09135
ko:K02972	kpz:KPNIH27_13455
ko:K00027	kpz:KPNIH27_13460
ko:K01507	kpz:KPNIH27_13485
ko:K13953	kpz:KPNIH27_13490
ko:K02035	kpz:KPNIH27_13495
ko:K02033	kpz:KPNIH27_13500
ko:K02034	kpz:KPNIH27_13505
ko:K02031	kpz:KPNIH27_13510
ko:K02032	kpz:KPNIH27_13510
ko:K08350	kpz:KPNIH27_13545
ko:K08349	kpz:KPNIH27_13550
ko:K05783	kpz:KPNIH27_13570
ko:K05784	kpz:KPNIH27_13575
ko:K05550	kpz:KPNIH27_13580
ko:K05549	kpz:KPNIH27_13585
ko:K03381	kpz:KPNIH27_13590
ko:K03464	kpz:KPNIH27_13595
ko:K02624	kpz:KPNIH27_13605
ko:K08167	kpz:KPNIH27_13610
ko:K02575	kpz:KPNIH27_13620
ko:K00370	kpz:KPNIH27_13625
ko:K00371	kpz:KPNIH27_13630
ko:K00373	kpz:KPNIH27_13635
ko:K00374	kpz:KPNIH27_13640
ko:K00675	kpz:KPNIH27_13645
ko:K02011	kpz:KPNIH27_13650
ko:K02012	kpz:KPNIH27_13655
ko:K02010	kpz:KPNIH27_13660
ko:K02855	kpz:KPNIH27_13670
ko:K16077	kpz:KPNIH27_13685
ko:K07726	kpz:KPNIH27_13695
ko:K01821	kpz:KPNIH27_13700
ko:K11208	kpz:KPNIH27_13705
ko:K00337	kpz:KPNIH27_17870
ko:K00334	kpz:KPNIH27_17885
ko:K00331	kpz:KPNIH27_17895
ko:K00330	kpz:KPNIH27_17900
ko:K14260	kpz:KPNIH27_17910
ko:K09161	kpz:KPNIH27_17930
ko:K09899	kpz:KPNIH27_17935
ko:K00925	kpz:KPNIH27_17940
ko:K13788	kpz:KPNIH27_17945
ko:K07095	kpz:KPNIH27_17955
ko:K07589	kpz:KPNIH27_17970
ko:K07071	kpz:KPNIH27_17975
ko:K10017	kpz:KPNIH27_17985
ko:K10015	kpz:KPNIH27_17990
ko:K10016	kpz:KPNIH27_17995
ko:K10014	kpz:KPNIH27_18000
ko:K10013	kpz:KPNIH27_18005
ko:K03186	kpz:KPNIH27_18010
ko:K00764	kpz:KPNIH27_18015
ko:K03558	kpz:KPNIH27_18020
ko:K03749	kpz:KPNIH27_18025
ko:K11754	kpz:KPNIH27_18030
ko:K01963	kpz:KPNIH27_18035
ko:K03975	kpz:KPNIH27_18040
ko:K06173	kpz:KPNIH27_18045
ko:K03473	kpz:KPNIH27_18055
ko:K00647	kpz:KPNIH27_18070
ko:K15461	kpz:KPNIH27_18075
ko:K09906	kpz:KPNIH27_18085
ko:K07090	kpz:KPNIH27_18090
ko:K07261	kpz:KPNIH27_18095
ko:K01736	kpz:KPNIH27_18100
ko:K07320	kpz:KPNIH27_18105
ko:K08296	kpz:KPNIH27_18115
ko:K01782	kpz:KPNIH27_18120
ko:K15977	kpz:KPNIH27_22270
ko:K07393	kpz:KPNIH27_22275
ko:K06911	kpz:KPNIH27_22290
ko:K00865	kpz:KPNIH27_22310
ko:K01630	kpz:KPNIH27_22320
ko:K12299	kpz:KPNIH27_22325
ko:K01708	kpz:KPNIH27_22335
ko:K07056	kpz:KPNIH27_22340
ko:K07121	kpz:KPNIH27_22345
ko:K07460	kpz:KPNIH27_22350
ko:K12961	kpz:KPNIH27_22355
ko:K07089	kpz:KPNIH27_22365
ko:K05520	kpz:KPNIH27_22375
ko:K09979	kpz:KPNIH27_22380
ko:K07461	kpz:KPNIH27_22385
ko:K03824	kpz:KPNIH27_22390
ko:K08303	kpz:KPNIH27_22400
ko:K05966	kpz:KPNIH27_22415
ko:K13929	kpz:KPNIH27_22430
ko:K13931	kpz:KPNIH27_22435
ko:K13934	kpz:KPNIH27_22455
ko:K02160	kpz:KPNIH27_22460
ko:K13928	kpz:KPNIH27_22480
ko:K03835	kpz:KPNIH27_22485
ko:K05592	kpz:KPNIH27_22490
ko:K05803	kpz:KPNIH27_22495
ko:K00962	kpz:KPNIH27_22500
ko:K02956	kpz:KPNIH27_22505
ko:K03177	kpz:KPNIH27_22510
ko:K02834	kpz:KPNIH27_22515
ko:K02519	kpz:KPNIH27_22520
ko:K02600	kpz:KPNIH27_22525
ko:K02933	kpz:KPNIH27_23120
ko:K02994	kpz:KPNIH27_23125
ko:K02954	kpz:KPNIH27_23130
ko:K02931	kpz:KPNIH27_23135
ko:K02895	kpz:KPNIH27_23140
ko:K02874	kpz:KPNIH27_23145
ko:K02961	kpz:KPNIH27_23150
ko:K02904	kpz:KPNIH27_23155
ko:K02878	kpz:KPNIH27_23160
ko:K02982	kpz:KPNIH27_23165
ko:K02890	kpz:KPNIH27_23170
ko:K02965	kpz:KPNIH27_23175
ko:K02886	kpz:KPNIH27_23180
ko:K02892	kpz:KPNIH27_23185
ko:K02926	kpz:KPNIH27_23190
ko:K02906	kpz:KPNIH27_23195
ko:K02946	kpz:KPNIH27_23200
ko:K02506	kpz:KPNIH27_23205
ko:K03594	kpz:KPNIH27_23210
ko:K02192	kpz:KPNIH27_23215
ko:K02358	kpz:KPNIH27_23220
ko:K02355	kpz:KPNIH27_23225
ko:K02992	kpz:KPNIH27_23230
ko:K02950	kpz:KPNIH27_23235
ko:K07237	kpz:KPNIH27_23240
ko:K07236	kpz:KPNIH27_23245
