ko:K19744	bcen:DM39_657
ko:K11910	bcen:DM39_6842
ko:K11896	bcen:DM39_6843
ko:K11895	bcen:DM39_6844
ko:K11906	bcen:DM39_6845
ko:K11904	bcen:DM39_6846
ko:K11891	bcen:DM39_6851
ko:K11896	bcen:DM39_6852
ko:K11906	bcen:DM39_6853
ko:K07687	bcen:DM39_6856
ko:K07677	bcen:DM39_6857
ko:K18335	bcen:DM39_6867
ko:K18334	bcen:DM39_6869
ko:K18333	bcen:DM39_6870
ko:K10441	bcen:DM39_6871
ko:K10440	bcen:DM39_6872
ko:K10439	bcen:DM39_6873
ko:K07046	bcen:DM39_6875
ko:K03088	bcen:DM39_6877
ko:K07165	bcen:DM39_6878
ko:K02014	bcen:DM39_6879
ko:K00375	bcen:DM39_6995
ko:K02052	bcen:DM39_6996
ko:K02055	bcen:DM39_6997
ko:K02054	bcen:DM39_6998
ko:K02053	bcen:DM39_6999
ko:K15125	bcen:DM39_7000
ko:K06147	bcen:DM39_7007
ko:K00612	bcen:DM39_7012
ko:K08995	bcen:DM39_7028
ko:K03092	bcen:DM39_7042
ko:K10979	bcen:DM39_7046
ko:K02460	bcen:DM39_7162
ko:K00860	bcen:DM39_7165
ko:K03561	bcen:DM39_7167
ko:K03559	bcen:DM39_7168
ko:K03521	bcen:DM39_5544
ko:K00479	bcen:DM39_5545
ko:K02002	bcen:DM39_5547
ko:K03435	bcen:DM39_5549
ko:K02058	bcen:DM39_5550
ko:K02056	bcen:DM39_5551
ko:K02057	bcen:DM39_5552
ko:K02057	bcen:DM39_5553
ko:K16137	bcen:DM39_5556
ko:K01425	bcen:DM39_5673
ko:K02484	bcen:DM39_5675
ko:K11689	bcen:DM39_5677
ko:K11688	bcen:DM39_5678
ko:K11711	bcen:DM39_5679
ko:K07001	bcen:DM39_5681
ko:K03569	bcen:DM39_5682
ko:K17836	bcen:DM39_5687
ko:K13633	bcen:DM39_5698
ko:K01584	bcen:DM39_5701
ko:K03759	bcen:DM39_5702
ko:K13574	bcen:DM39_5704
ko:K11735	bcen:DM39_5707
ko:K07090	bcen:DM39_5708
ko:K01915	bcen:DM39_5714
ko:K01448	bcen:DM39_5716
ko:K07054	bcen:DM39_5836
ko:K07677	bcen:DM39_5837
ko:K07687	bcen:DM39_5838
ko:K07687	bcen:DM39_5839
ko:K07112	bcen:DM39_5856
ko:K02529	bcen:DM39_5861
ko:K00135	bcen:DM39_5863
ko:K02510	bcen:DM39_5864
ko:K00058	bcen:DM39_5865
ko:K00010	bcen:DM39_5866
ko:K03336	bcen:DM39_5868
ko:K03335	bcen:DM39_5869
ko:K10439	bcen:DM39_5871
ko:K10441	bcen:DM39_5872
ko:K10440	bcen:DM39_5873
ko:K10439	bcen:DM39_5875
ko:K07001	bcen:DM39_5876
ko:K15371	bcen:DM39_5985
ko:K01821	bcen:DM39_5987
ko:K08717	bcen:DM39_5989
ko:K07044	bcen:DM39_5993
ko:K03325	bcen:DM39_5998
ko:K03325	bcen:DM39_5999
ko:K01480	bcen:DM39_6002
ko:K15553	bcen:DM39_6004
ko:K03823	bcen:DM39_6006
ko:K03823	bcen:DM39_6016
ko:K03406	bcen:DM39_6018
ko:K10716	bcen:DM39_6022
ko:K00480	bcen:DM39_6026
ko:K00457	bcen:DM39_6027
ko:K00375	bcen:DM39_6033
ko:K14221	bcen:DM39_2121
ko:K14221	bcen:DM39_2123
ko:K14221	bcen:DM39_1889
ko:K14221	bcen:DM39_2119
ko:K14228	bcen:DM39_2566
ko:K03457	bcen:DM39_3887
ko:K15554	bcen:DM39_3895
ko:K15554	bcen:DM39_3896
ko:K15555	bcen:DM39_3897
ko:K12368	bcen:DM39_3900
ko:K15553	bcen:DM39_3902
ko:K09957	bcen:DM39_3903
ko:K02443	bcen:DM39_3908
ko:K00803	bcen:DM39_3909
ko:K00111	bcen:DM39_3910
ko:K02020	bcen:DM39_4289
ko:K02018	bcen:DM39_4290
ko:K02017	bcen:DM39_4292
ko:K02019	bcen:DM39_4293
ko:K00788	bcen:DM39_4300
ko:K15256	bcen:DM39_4302
ko:K00799	bcen:DM39_4303
ko:K10013	bcen:DM39_4308
ko:K07044	bcen:DM39_4311
ko:K00012	bcen:DM39_6252
ko:K03208	bcen:DM39_6253
ko:K00963	bcen:DM39_6255
ko:K02403	bcen:DM39_6256
ko:K00694	bcen:DM39_6261
ko:K02403	bcen:DM39_6264
ko:K15778	bcen:DM39_6265
ko:K07088	bcen:DM39_6266
ko:K02014	bcen:DM39_6274
ko:K01061	bcen:DM39_6278
ko:K07068	bcen:DM39_6280
ko:K02182	bcen:DM39_6283
ko:K03324	bcen:DM39_6285
ko:K03808	bcen:DM39_6289
ko:K03808	bcen:DM39_6290
ko:K06192	bcen:DM39_6291
ko:K09857	bcen:DM39_6292
ko:K10544	bcen:DM39_6293
ko:K10545	bcen:DM39_6294
ko:K10543	bcen:DM39_6295
ko:K00854	bcen:DM39_6296
ko:K01805	bcen:DM39_6297
ko:K02529	bcen:DM39_6298
ko:K01785	bcen:DM39_6299
ko:K02057	bcen:DM39_6300
ko:K02057	bcen:DM39_6301
ko:K02056	bcen:DM39_6302
ko:K02058	bcen:DM39_6303
ko:K03521	bcen:DM39_6411
ko:K03522	bcen:DM39_6412
ko:K09709	bcen:DM39_6413
ko:K01644	bcen:DM39_6415
ko:K00128	bcen:DM39_6419
ko:K07516	bcen:DM39_2970
ko:K00681	bcen:DM39_2972
ko:K15552	bcen:DM39_2973
ko:K10831	bcen:DM39_2974
ko:K15551	bcen:DM39_2975
ko:K03644	bcen:DM39_2976
ko:K03801	bcen:DM39_2977
ko:K03566	bcen:DM39_2979
ko:K09158	bcen:DM39_2980
ko:K00824	bcen:DM39_2981
ko:K07258	bcen:DM39_2982
ko:K07018	bcen:DM39_2983
ko:K18480	bcen:DM39_2986
ko:K02067	bcen:DM39_2987
ko:K02065	bcen:DM39_2988
ko:K02066	bcen:DM39_2989
ko:K01119	bcen:DM39_2990
ko:K03524	bcen:DM39_2992
ko:K03525	bcen:DM39_2993
ko:K07001	bcen:DM39_2997
ko:K01692	bcen:DM39_2999
ko:K16171	bcen:DM39_3000
ko:K00548	bcen:DM39_3004
ko:K00548	bcen:DM39_3005
ko:K01887	bcen:DM39_3007
ko:K03673	bcen:DM39_3009
ko:K12368	bcen:DM39_3011
ko:K00906	bcen:DM39_3014
ko:K01673	bcen:DM39_3015
ko:K09858	bcen:DM39_3017
ko:K03640	bcen:DM39_3448
ko:K02051	bcen:DM39_3450
ko:K09967	bcen:DM39_3452
ko:K09967	bcen:DM39_3453
ko:K01941	bcen:DM39_3454
ko:K02050	bcen:DM39_3456
ko:K01692	bcen:DM39_6421
ko:K01958	bcen:DM39_6434
ko:K06446	bcen:DM39_6436
ko:K00059	bcen:DM39_6438
ko:K00626	bcen:DM39_6439
ko:K01895	bcen:DM39_6440
ko:K03406	bcen:DM39_6444
ko:K07303	bcen:DM39_6451
ko:K07302	bcen:DM39_6452
ko:K07045	bcen:DM39_6455
ko:K07045	bcen:DM39_6456
ko:K03186	bcen:DM39_6458
ko:K06015	bcen:DM39_6572
ko:K02433	bcen:DM39_6574
ko:K11073	bcen:DM39_6575
ko:K08194	bcen:DM39_6577
ko:K02020	bcen:DM39_6581
ko:K10218	bcen:DM39_6582
ko:K10220	bcen:DM39_6583
ko:K08195	bcen:DM39_6584
ko:K16516	bcen:DM39_6587
ko:K00067	bcen:DM39_6594
ko:K15977	bcen:DM39_6595
ko:K15553	bcen:DM39_6597
ko:K02035	bcen:DM39_6605
ko:K02033	bcen:DM39_6606
ko:K02034	bcen:DM39_6607
ko:K02031	bcen:DM39_6608
ko:K02032	bcen:DM39_6608
ko:K03560	bcen:DM39_6611
ko:K03562	bcen:DM39_6612
ko:K07003	bcen:DM39_6730
ko:K00274	bcen:DM39_6735
ko:K00274	bcen:DM39_6737
ko:K00666	bcen:DM39_6741
ko:K00154	bcen:DM39_6743
ko:K00459	bcen:DM39_6748
ko:K18144	bcen:DM39_6750
ko:K18146	bcen:DM39_6752
ko:K18145	bcen:DM39_6753
ko:K18143	bcen:DM39_6755
ko:K18144	bcen:DM39_6756
ko:K00615	bcen:DM39_6758
ko:K00615	bcen:DM39_6759
ko:K07789	bcen:DM39_6766
ko:K07788	bcen:DM39_6767
ko:K07799	bcen:DM39_6768
ko:K07046	bcen:DM39_6886
ko:K07345	bcen:DM39_6887
ko:K07347	bcen:DM39_6889
ko:K00480	bcen:DM39_6892
ko:K08224	bcen:DM39_6895
ko:K01897	bcen:DM39_6900
ko:K00311	bcen:DM39_6904
ko:K00626	bcen:DM39_6905
ko:K00074	bcen:DM39_6906
ko:K06923	bcen:DM39_6915
ko:K01619	bcen:DM39_6917
ko:K11534	bcen:DM39_6918
ko:K02429	bcen:DM39_6920
ko:K00852	bcen:DM39_6921
ko:K12941	bcen:DM39_6925
ko:K18369	bcen:DM39_6934
ko:K07576	bcen:DM39_6935
ko:K00370	bcen:DM39_6937
ko:K00371	bcen:DM39_6938
ko:K00373	bcen:DM39_6939
ko:K05520	bcen:DM39_7052
ko:K01613	bcen:DM39_7055
ko:K06044	bcen:DM39_7057
ko:K00705	bcen:DM39_7058
ko:K01236	bcen:DM39_7059
ko:K00700	bcen:DM39_7061
ko:K05343	bcen:DM39_7062
ko:K16147	bcen:DM39_7063
ko:K00240	bcen:DM39_7069
ko:K02651	bcen:DM39_7076
ko:K02278	bcen:DM39_7078
ko:K02279	bcen:DM39_7080
ko:K02280	bcen:DM39_7081
ko:K02282	bcen:DM39_7083
ko:K02283	bcen:DM39_7084
ko:K12510	bcen:DM39_7085
ko:K12511	bcen:DM39_7086
ko:K15408	bcen:DM39_7092
ko:K02275	bcen:DM39_7093
ko:K00156	bcen:DM39_7096
ko:K02049	bcen:DM39_3457
ko:K02030	bcen:DM39_3462
ko:K01297	bcen:DM39_3467
ko:K00135	bcen:DM39_3469
ko:K06999	bcen:DM39_3826
ko:K11738	bcen:DM39_3827
ko:K01744	bcen:DM39_3828
ko:K16090	bcen:DM39_3831
ko:K00375	bcen:DM39_3834
ko:K03852	bcen:DM39_3838
ko:K00625	bcen:DM39_3839
ko:K09883	bcen:DM39_3841
ko:K11735	bcen:DM39_3847
ko:K07045	bcen:DM39_4235
ko:K15977	bcen:DM39_4242
ko:K00059	bcen:DM39_4249
ko:K03929	bcen:DM39_4251
ko:K14652	bcen:DM39_4254
ko:K00299	bcen:DM39_4256
ko:K16137	bcen:DM39_5211
ko:K00209	bcen:DM39_5213
ko:K07071	bcen:DM39_5218
ko:K00799	bcen:DM39_5219
ko:K02503	bcen:DM39_5221
ko:K14977	bcen:DM39_5225
ko:K00128	bcen:DM39_5227
ko:K05366	bcen:DM39_5228
ko:K02013	bcen:DM39_5231
ko:K02015	bcen:DM39_5232
ko:K02016	bcen:DM39_5233
ko:K07225	bcen:DM39_5234
ko:K16087	bcen:DM39_5235
ko:K10126	bcen:DM39_5297
ko:K10125	bcen:DM39_5298
ko:K02073	bcen:DM39_5300
ko:K02071	bcen:DM39_5302
ko:K02072	bcen:DM39_5303
ko:K09007	bcen:DM39_5307
ko:K01737	bcen:DM39_5308
ko:K01465	bcen:DM39_5310
ko:K03535	bcen:DM39_5312
ko:K11733	bcen:DM39_5374
ko:K00128	bcen:DM39_5375
ko:K08369	bcen:DM39_5378
ko:K05366	bcen:DM39_5381
ko:K00375	bcen:DM39_5382
ko:K07734	bcen:DM39_5383
ko:K01752	bcen:DM39_5455
ko:K00303	bcen:DM39_5456
ko:K00305	bcen:DM39_5459
ko:K01633	bcen:DM39_5460
ko:K05846	bcen:DM39_5462
ko:K05847	bcen:DM39_5463
ko:K05846	bcen:DM39_5464
ko:K05845	bcen:DM39_5465
ko:K06016	bcen:DM39_5467
ko:K06894	bcen:DM39_5470
ko:K05367	bcen:DM39_5471
ko:K01259	bcen:DM39_5478
ko:K06136	bcen:DM39_5480
ko:K06137	bcen:DM39_5481
ko:K06138	bcen:DM39_5482
ko:K06139	bcen:DM39_5483
ko:K03832	bcen:DM39_5484
ko:K01999	bcen:DM39_5495
ko:K01997	bcen:DM39_5496
ko:K01998	bcen:DM39_5497
ko:K01995	bcen:DM39_5498
ko:K01996	bcen:DM39_5499
ko:K06016	bcen:DM39_5500
ko:K01433	bcen:DM39_5558
ko:K01133	bcen:DM39_5560
ko:K02002	bcen:DM39_5561
ko:K08720	bcen:DM39_5562
ko:K17736	bcen:DM39_5568
ko:K02002	bcen:DM39_5569
ko:K17735	bcen:DM39_5571
ko:K07107	bcen:DM39_5572
ko:K00285	bcen:DM39_5579
ko:K13021	bcen:DM39_5584
ko:K00873	bcen:DM39_5585
ko:K07246	bcen:DM39_5587
ko:K00626	bcen:DM39_5590
ko:K01999	bcen:DM39_5601
ko:K01997	bcen:DM39_5602
ko:K01998	bcen:DM39_5603
ko:K01995	bcen:DM39_5604
ko:K01996	bcen:DM39_5605
ko:K03521	bcen:DM39_5723
ko:K03522	bcen:DM39_5724
ko:K03457	bcen:DM39_5726
ko:K01760	bcen:DM39_5729
ko:K02028	bcen:DM39_5730
ko:K10009	bcen:DM39_5731
ko:K02424	bcen:DM39_5732
ko:K01586	bcen:DM39_5733
ko:K01091	bcen:DM39_5737
ko:K02114	bcen:DM39_5741
ko:K02115	bcen:DM39_5742
ko:K09927	bcen:DM39_5744
ko:K01194	bcen:DM39_5746
ko:K07267	bcen:DM39_5747
ko:K03230	bcen:DM39_5753
ko:K03227	bcen:DM39_5754
ko:K03219	bcen:DM39_5755
ko:K03222	bcen:DM39_5759
ko:K03223	bcen:DM39_5761
ko:K03224	bcen:DM39_5762
ko:K03228	bcen:DM39_5764
ko:K03229	bcen:DM39_5765
ko:K01953	bcen:DM39_5766
ko:K03226	bcen:DM39_5768
ko:K03225	bcen:DM39_5769
ko:K07303	bcen:DM39_5771
ko:K02050	bcen:DM39_5880
ko:K02049	bcen:DM39_5881
ko:K11902	bcen:DM39_5882
ko:K11895	bcen:DM39_5883
ko:K11896	bcen:DM39_5884
ko:K11897	bcen:DM39_5885
ko:K11907	bcen:DM39_5887
ko:K11901	bcen:DM39_5888
ko:K11900	bcen:DM39_5889
ko:K11903	bcen:DM39_5890
ko:K11906	bcen:DM39_5891
ko:K11893	bcen:DM39_5892
ko:K11892	bcen:DM39_5896
ko:K11891	bcen:DM39_5897
ko:K11892	bcen:DM39_5898
ko:K03885	bcen:DM39_5912
ko:K00059	bcen:DM39_5915
ko:K13639	bcen:DM39_5916
ko:K00038	bcen:DM39_5921
ko:K13928	bcen:DM39_5923
ko:K07090	bcen:DM39_6039
ko:K06194	bcen:DM39_6045
ko:K01467	bcen:DM39_6046
ko:K03566	bcen:DM39_6047
ko:K02034	bcen:DM39_6052
ko:K02033	bcen:DM39_6053
ko:K02035	bcen:DM39_6054
ko:K08641	bcen:DM39_6055
ko:K07154	bcen:DM39_6058
ko:K01569	bcen:DM39_6059
ko:K03322	bcen:DM39_6060
ko:K02035	bcen:DM39_6061
ko:K03446	bcen:DM39_6064
ko:K16053	bcen:DM39_6070
ko:K07262	bcen:DM39_6078
ko:K01531	bcen:DM39_6082
ko:K14645	bcen:DM39_6084
ko:K10001	bcen:DM39_6085
ko:K02030	bcen:DM39_6086
ko:K02028	bcen:DM39_6087
ko:K02029	bcen:DM39_6087
ko:K16165	bcen:DM39_6152
ko:K02303	bcen:DM39_6157
ko:K02575	bcen:DM39_6158
ko:K00362	bcen:DM39_6159
ko:K00363	bcen:DM39_6160
ko:K14205	bcen:DM39_6168
ko:K00381	bcen:DM39_6171
ko:K08194	bcen:DM39_6175
ko:K01685	bcen:DM39_6176
ko:K02055	bcen:DM39_6179
ko:K03088	bcen:DM39_6189
ko:K01652	bcen:DM39_6312
ko:K02510	bcen:DM39_6313
ko:K10220	bcen:DM39_6317
ko:K09954	bcen:DM39_6322
ko:K00451	bcen:DM39_6327
ko:K06075	bcen:DM39_6329
ko:K10439	bcen:DM39_6330
ko:K10440	bcen:DM39_6332
ko:K00523	bcen:DM39_6334
ko:K16320	bcen:DM39_6335
ko:K02624	bcen:DM39_6337
ko:K02624	bcen:DM39_6338
ko:K00135	bcen:DM39_6340
ko:K07812	bcen:DM39_6342
ko:K15977	bcen:DM39_6347
ko:K06911	bcen:DM39_6348
ko:K00382	bcen:DM39_6350
ko:K09699	bcen:DM39_6351
ko:K00167	bcen:DM39_6352
ko:K00166	bcen:DM39_6353
ko:K01799	bcen:DM39_6462
ko:K03762	bcen:DM39_6464
ko:K08688	bcen:DM39_6465
ko:K01070	bcen:DM39_6472
ko:K00121	bcen:DM39_6473
ko:K04117	bcen:DM39_6477
ko:K04116	bcen:DM39_6479
ko:K08159	bcen:DM39_6478
ko:K08195	bcen:DM39_6482
ko:K01999	bcen:DM39_6488
ko:K01997	bcen:DM39_6489
ko:K00014	bcen:DM39_6491
ko:K06222	bcen:DM39_6494
ko:K08195	bcen:DM39_6495
ko:K03762	bcen:DM39_6503
ko:K03321	bcen:DM39_6509
ko:K03832	bcen:DM39_6613
ko:K03307	bcen:DM39_6617
ko:K06911	bcen:DM39_6620
ko:K03809	bcen:DM39_6621
ko:K16137	bcen:DM39_6627
ko:K00567	bcen:DM39_6629
ko:K09990	bcen:DM39_6630
ko:K09990	bcen:DM39_6632
ko:K10778	bcen:DM39_6633
ko:K09990	bcen:DM39_6635
ko:K07302	bcen:DM39_6649
ko:K07303	bcen:DM39_6650
ko:K17228	bcen:DM39_6658
ko:K00299	bcen:DM39_6659
ko:K03381	bcen:DM39_6781
ko:K09780	bcen:DM39_6782
ko:K09925	bcen:DM39_6787
ko:K03457	bcen:DM39_6803
ko:K01895	bcen:DM39_6805
ko:K00626	bcen:DM39_6807
ko:K03644	bcen:DM39_6808
ko:K00605	bcen:DM39_6809
ko:K00600	bcen:DM39_6810
ko:K00281	bcen:DM39_6811
ko:K02437	bcen:DM39_6812
ko:K01480	bcen:DM39_6814
ko:K06016	bcen:DM39_6819
ko:K17723	bcen:DM39_6821
ko:K03457	bcen:DM39_6822
ko:K01464	bcen:DM39_6823
ko:K07304	bcen:DM39_6825
ko:K07305	bcen:DM39_6827
ko:K13873	bcen:DM39_5047
ko:K16692	bcen:DM39_4323
ko:K01991	bcen:DM39_4324
ko:K01104	bcen:DM39_4325
ko:K00012	bcen:DM39_4326
ko:K03606	bcen:DM39_4327
ko:K07032	bcen:DM39_4334
ko:K00374	bcen:DM39_6940
ko:K03769	bcen:DM39_6941
ko:K02575	bcen:DM39_6942
ko:K02030	bcen:DM39_6945
ko:K02029	bcen:DM39_6946
ko:K02028	bcen:DM39_6947
ko:K00681	bcen:DM39_6948
ko:K07154	bcen:DM39_6953
ko:K07090	bcen:DM39_6957
ko:K03639	bcen:DM39_6960
ko:K03750	bcen:DM39_6961
ko:K02379	bcen:DM39_6962
ko:K00425	bcen:DM39_6963
ko:K00426	bcen:DM39_6964
ko:K01867	bcen:DM39_6967
ko:K07222	bcen:DM39_6973
ko:K01438	bcen:DM39_6976
ko:K03457	bcen:DM39_6978
ko:K03696	bcen:DM39_6980
ko:K07223	bcen:DM39_6984
ko:K13256	bcen:DM39_6986
ko:K05595	bcen:DM39_6991
ko:K03543	bcen:DM39_7104
ko:K03446	bcen:DM39_7105
ko:K06193	bcen:DM39_7108
ko:K00797	bcen:DM39_7109
ko:K00154	bcen:DM39_7121
ko:K03701	bcen:DM39_7127
ko:K10013	bcen:DM39_7130
ko:K00681	bcen:DM39_7131
ko:K02458	bcen:DM39_7133
ko:K02459	bcen:DM39_7134
ko:K03088	bcen:DM39_7137
ko:K03088	bcen:DM39_7141
ko:K07165	bcen:DM39_7142
ko:K02455	bcen:DM39_7152
ko:K02452	bcen:DM39_7153
ko:K02456	bcen:DM39_7154
ko:K02457	bcen:DM39_7155
ko:K03088	bcen:DM39_7157
ko:K07165	bcen:DM39_7158
ko:K18676	bcen:DM39_53
ko:K15982	bcen:DM39_3466
ko:K07303	bcen:DM39_3471
ko:K07302	bcen:DM39_3472
ko:K16137	bcen:DM39_3475
ko:K04487	bcen:DM39_3479
ko:K07090	bcen:DM39_3480
ko:K14652	bcen:DM39_3484
ko:K07154	bcen:DM39_3486
ko:K00457	bcen:DM39_3488
ko:K00790	bcen:DM39_3491
ko:K02624	bcen:DM39_3492
ko:K03412	bcen:DM39_3858
ko:K11444	bcen:DM39_3859
ko:K01560	bcen:DM39_3866
ko:K00140	bcen:DM39_3871
ko:K18030	bcen:DM39_3874
ko:K18029	bcen:DM39_3875
ko:K14974	bcen:DM39_3876
ko:K01799	bcen:DM39_3877
ko:K15357	bcen:DM39_3878
ko:K18028	bcen:DM39_3879
ko:K13995	bcen:DM39_3880
ko:K03086	bcen:DM39_4260
ko:K09117	bcen:DM39_4262
ko:K02970	bcen:DM39_4263
ko:K07007	bcen:DM39_4264
ko:K01409	bcen:DM39_4265
ko:K09007	bcen:DM39_4268
ko:K01662	bcen:DM39_4269
ko:K00795	bcen:DM39_4270
ko:K03602	bcen:DM39_4271
ko:K01011	bcen:DM39_4273
ko:K01061	bcen:DM39_4274
ko:K03885	bcen:DM39_4275
ko:K06966	bcen:DM39_4277
ko:K01241	bcen:DM39_4280
ko:K02204	bcen:DM39_4282
ko:K00596	bcen:DM39_5613
ko:K07156	bcen:DM39_5619
ko:K06901	bcen:DM39_5627
ko:K07044	bcen:DM39_5631
ko:K07403	bcen:DM39_5638
ko:K01895	bcen:DM39_5641
ko:K00140	bcen:DM39_5642
ko:K07023	bcen:DM39_5649
ko:K01166	bcen:DM39_5654
ko:K10251	bcen:DM39_5665
ko:K07302	bcen:DM39_5772
ko:K09780	bcen:DM39_5774
ko:K02106	bcen:DM39_5775
ko:K00694	bcen:DM39_5780
ko:K00012	bcen:DM39_5781
ko:K03406	bcen:DM39_5792
ko:K00077	bcen:DM39_5793
ko:K10439	bcen:DM39_5795
ko:K10441	bcen:DM39_5796
ko:K10440	bcen:DM39_5797
ko:K00008	bcen:DM39_5798
ko:K00854	bcen:DM39_5799
ko:K07141	bcen:DM39_5802
ko:K07126	bcen:DM39_5806
ko:K16090	bcen:DM39_5807
ko:K00609	bcen:DM39_5810
ko:K00059	bcen:DM39_5816
ko:K07663	bcen:DM39_5819
ko:K07641	bcen:DM39_5820
ko:K06143	bcen:DM39_5821
ko:K06140	bcen:DM39_5933
ko:K01497	bcen:DM39_5936
ko:K00077	bcen:DM39_5939
ko:K07507	bcen:DM39_5945
ko:K15547	bcen:DM39_5947
ko:K15549	bcen:DM39_5948
ko:K07098	bcen:DM39_5950
ko:K09019	bcen:DM39_5951
ko:K01652	bcen:DM39_5964
ko:K06989	bcen:DM39_5965
ko:K06934	bcen:DM39_5972
ko:K01426	bcen:DM39_5979
ko:K00675	bcen:DM39_5981
ko:K02433	bcen:DM39_6088
ko:K06720	bcen:DM39_6089
ko:K09967	bcen:DM39_6091
ko:K06872	bcen:DM39_6095
ko:K03744	bcen:DM39_6096
ko:K05367	bcen:DM39_6097
ko:K06894	bcen:DM39_6098
ko:K15977	bcen:DM39_6102
ko:K09913	bcen:DM39_6107
ko:K07168	bcen:DM39_6111
ko:K03535	bcen:DM39_6113
ko:K07300	bcen:DM39_6116
ko:K00074	bcen:DM39_6117
ko:K01912	bcen:DM39_6118
ko:K13766	bcen:DM39_6119
ko:K05595	bcen:DM39_6120
ko:K07052	bcen:DM39_6122
ko:K00004	bcen:DM39_6127
ko:K00375	bcen:DM39_6132
ko:K11896	bcen:DM39_6133
ko:K16047	bcen:DM39_6202
ko:K15983	bcen:DM39_6206
ko:K03710	bcen:DM39_6209
ko:K07090	bcen:DM39_6210
ko:K16049	bcen:DM39_6216
ko:K01039	bcen:DM39_6217
ko:K01040	bcen:DM39_6218
ko:K01692	bcen:DM39_6219
ko:K01692	bcen:DM39_6221
ko:K00626	bcen:DM39_6224
ko:K00059	bcen:DM39_6228
ko:K00626	bcen:DM39_6230
ko:K07003	bcen:DM39_6232
ko:K15982	bcen:DM39_6233
ko:K01114	bcen:DM39_6236
ko:K01991	bcen:DM39_6241
ko:K16692	bcen:DM39_6242
ko:K02014	bcen:DM39_6357
ko:K05548	bcen:DM39_6358
ko:K06889	bcen:DM39_6371
ko:K06889	bcen:DM39_6375
ko:K07068	bcen:DM39_6380
ko:K01796	bcen:DM39_6384
ko:K00128	bcen:DM39_6390
ko:K16841	bcen:DM39_6391
ko:K01474	bcen:DM39_6397
ko:K01473	bcen:DM39_6398
ko:K06889	bcen:DM39_6400
ko:K01644	bcen:DM39_6402
ko:K02510	bcen:DM39_6514
ko:K10220	bcen:DM39_6516
ko:K02509	bcen:DM39_6519
ko:K02510	bcen:DM39_6523
ko:K06045	bcen:DM39_6527
ko:K01467	bcen:DM39_6529
ko:K00128	bcen:DM39_6537
ko:K07275	bcen:DM39_6544
ko:K00666	bcen:DM39_6545
ko:K05712	bcen:DM39_6548
ko:K16135	bcen:DM39_6550
ko:K00135	bcen:DM39_6554
ko:K07246	bcen:DM39_6557
ko:K00145	bcen:DM39_6560
ko:K01883	bcen:DM39_6666
ko:K15785	bcen:DM39_6667
ko:K15786	bcen:DM39_6668
ko:K15782	bcen:DM39_6669
ko:K15784	bcen:DM39_6670
ko:K15783	bcen:DM39_6671
ko:K01754	bcen:DM39_6673
ko:K09709	bcen:DM39_6676
ko:K06075	bcen:DM39_6679
ko:K15790	bcen:DM39_6685
ko:K03607	bcen:DM39_6686
ko:K03566	bcen:DM39_6696
ko:K01939	bcen:DM39_6697
ko:K15553	bcen:DM39_6699
ko:K01061	bcen:DM39_6701
ko:K04744	bcen:DM39_6703
ko:K07277	bcen:DM39_6704
ko:K07217	bcen:DM39_6709
ko:K03322	bcen:DM39_6710
ko:K03781	bcen:DM39_6717
ko:K11905	bcen:DM39_6834
ko:K11907	bcen:DM39_6835
ko:K11903	bcen:DM39_6836
ko:K18138	bcen:DM39_2692
ko:K18697	bcen:DM39_2274
ko:K01977	bcen:DM39_354
ko:K01977	bcen:DM39_2316
ko:K01977	bcen:DM39_5346
ko:K01977	bcen:DM39_6793
ko:K01977	bcen:DM39_137
ko:K01977	bcen:DM39_3285
ko:K14230	bcen:DM39_1465
ko:K14230	bcen:DM39_2411
ko:K14230	bcen:DM39_2217
ko:K01980	bcen:DM39_2312
ko:K01980	bcen:DM39_5350
ko:K01980	bcen:DM39_358
ko:K01980	bcen:DM39_3281
ko:K01980	bcen:DM39_141
ko:K01980	bcen:DM39_6797
ko:K01985	bcen:DM39_142
ko:K01985	bcen:DM39_6798
ko:K01985	bcen:DM39_359
ko:K01985	bcen:DM39_5351
ko:K01985	bcen:DM39_3280
ko:K01985	bcen:DM39_2311
ko:K14232	bcen:DM39_393
ko:K14226	bcen:DM39_1477
ko:K03522	bcen:DM39_5543
ko:K05708	bcen:DM39_1983
ko:K18828	bcen:DM39_1614
ko:K18778	bcen:DM39_387
ko:K18850	bcen:DM39_2165
ko:K14228	bcen:DM39_2350
ko:K14228	bcen:DM39_5615
ko:K18928	bcen:DM39_2204
ko:K14229	bcen:DM39_3235
ko:K18902	bcen:DM39_5286
ko:K14232	bcen:DM39_1375
ko:K14228	bcen:DM39_1436
ko:K14228	bcen:DM39_1448
ko:K14228	bcen:DM39_1440
ko:K14236	bcen:DM39_145
ko:K18910	bcen:DM39_5554
ko:K21677	bcen:DM39_5012
ko:K18842	bcen:DM39_5289
ko:K18841	bcen:DM39_5288
ko:K09691	bcen:DM39_687
ko:K09690	bcen:DM39_686
ko:K14219	bcen:DM39_39
ko:K14234	bcen:DM39_263
ko:K14218	bcen:DM39_98
ko:K14230	bcen:DM39_2743
ko:K14220	bcen:DM39_936
ko:K14220	bcen:DM39_937
ko:K18900	bcen:DM39_5283
ko:K12994	bcen:DM39_692
ko:K16014	bcen:DM39_4545
ko:K18831	bcen:DM39_1746
