ko:K10563	ypi:YpsIP31758_0064
ko:K03570	ypi:YpsIP31758_0399
ko:K11258	ypi:YpsIP31758_0155
ko:K02802	ypi:YpsIP31758_2908
ko:K02803	ypi:YpsIP31758_2908
ko:K02804	ypi:YpsIP31758_2908
ko:K03281	ypi:YpsIP31758_3329
ko:K04758	ypi:YpsIP31758_3984
ko:K02438	ypi:YpsIP31758_4005
ko:K01652	ypi:YpsIP31758_1839
ko:K01681	ypi:YpsIP31758_1920
ko:K11068	ypi:YpsIP31758_0870
ko:K07404	ypi:YpsIP31758_2846
ko:K02453	ypi:YpsIP31758_0953
ko:K09125	ypi:YpsIP31758_0231
ko:K03222	ypi:YpsIP31758_3822
ko:K03719	ypi:YpsIP31758_1625
ko:K02458	ypi:YpsIP31758_0957
ko:K03230	ypi:YpsIP31758_3819
ko:K07305	ypi:YpsIP31758_1986
ko:K02843	ypi:YpsIP31758_0069
ko:K03501	ypi:YpsIP31758_4184
ko:K06175	ypi:YpsIP31758_1007
ko:K03229	ypi:YpsIP31758_3811
ko:K02805	ypi:YpsIP31758_0189
ko:K02679	ypi:YpsIP31758_0985
ko:K02680	ypi:YpsIP31758_0986
ko:K02681	ypi:YpsIP31758_0988
ko:K11066	ypi:YpsIP31758_1684
ko:K03227	ypi:YpsIP31758_3813
ko:K02459	ypi:YpsIP31758_0958
ko:K02461	ypi:YpsIP31758_0960
ko:K02455	ypi:YpsIP31758_0955
ko:K03711	ypi:YpsIP31758_2902
ko:K11896	ypi:YpsIP31758_0800
ko:K00758	ypi:YpsIP31758_3497
ko:K00010	ypi:YpsIP31758_2974
ko:K00031	ypi:YpsIP31758_1615
ko:K11530	ypi:YpsIP31758_3526
ko:K02217	ypi:YpsIP31758_2341
ko:K08224	ypi:YpsIP31758_1871
ko:K11900	ypi:YpsIP31758_0727
ko:K07689	ypi:YpsIP31758_2253
ko:K01897	ypi:YpsIP31758_2014
ko:K11531	ypi:YpsIP31758_3519
ko:K11535	ypi:YpsIP31758_1326
ko:K07122	ypi:YpsIP31758_0452
ko:K03426	ypi:YpsIP31758_3851
ko:K11896	ypi:YpsIP31758_0316
ko:K11896	ypi:YpsIP31758_1361
ko:K11892	ypi:YpsIP31758_1372
ko:K11747	ypi:YpsIP31758_3930
ko:K01420	ypi:YpsIP31758_1833
ko:K01894	ypi:YpsIP31758_3339
ko:K06905	ypi:YpsIP31758_2193
ko:K11537	ypi:YpsIP31758_2823
ko:K11903	ypi:YpsIP31758_0312
ko:K06889	ypi:YpsIP31758_3640
ko:K07052	ypi:YpsIP31758_A0016
ko:K08682	ypi:YpsIP31758_3125
ko:K00262	ypi:YpsIP31758_4036
ko:K11749	ypi:YpsIP31758_1020
ko:K07126	ypi:YpsIP31758_2097
ko:K07790	ypi:YpsIP31758_1859
ko:K11755	ypi:YpsIP31758_2435
ko:K02598	ypi:YpsIP31758_3958
ko:K00228	ypi:YpsIP31758_1280
ko:K12974	ypi:YpsIP31758_0361
ko:K09946	ypi:YpsIP31758_1209
ko:K08325	ypi:YpsIP31758_0587
ko:K12975	ypi:YpsIP31758_4081
ko:K12962	ypi:YpsIP31758_1730
ko:K12963	ypi:YpsIP31758_1731
ko:K00906	ypi:YpsIP31758_0296
ko:K00215	ypi:YpsIP31758_3455
ko:K00219	ypi:YpsIP31758_0501
ko:K12532	ypi:YpsIP31758_1890
ko:K12530	ypi:YpsIP31758_1891
ko:K05540	ypi:YpsIP31758_0386
ko:K12370	ypi:YpsIP31758_4073
ko:K00657	ypi:YpsIP31758_1232
ko:K12500	ypi:YpsIP31758_3086
ko:K06218	ypi:YpsIP31758_2227
ko:K04753	ypi:YpsIP31758_0583
ko:K13301	ypi:YpsIP31758_3379
ko:K01051	ypi:YpsIP31758_3511
ko:K01424	ypi:YpsIP31758_1983
ko:K00799	ypi:YpsIP31758_1775
ko:K11209	ypi:YpsIP31758_0370
ko:K01950	ypi:YpsIP31758_1154
ko:K04775	ypi:YpsIP31758_1818
ko:K06079	ypi:YpsIP31758_1037
ko:K03759	ypi:YpsIP31758_2782
ko:K11074	ypi:YpsIP31758_2642
ko:K12204	ypi:YpsIP31758_B0111
ko:K01093	ypi:YpsIP31758_1622
ko:K11898	ypi:YpsIP31758_1377
ko:K07307	ypi:YpsIP31758_1343
ko:K11743	ypi:YpsIP31758_2020
ko:K11738	ypi:YpsIP31758_2147
ko:K11076	ypi:YpsIP31758_2644
ko:K11753	ypi:YpsIP31758_3461
ko:K12206	ypi:YpsIP31758_B0121
ko:K12203	ypi:YpsIP31758_B0110
ko:K07289	ypi:YpsIP31758_2451
ko:K00059	ypi:YpsIP31758_2519
ko:K07665	ypi:YpsIP31758_2084
ko:K12297	ypi:YpsIP31758_2552
ko:K12288	ypi:YpsIP31758_3971
ko:K00748	ypi:YpsIP31758_1026
ko:K11937	ypi:YpsIP31758_2128
ko:K02002	ypi:YpsIP31758_1059
ko:K03478	ypi:YpsIP31758_1095
ko:K01207	ypi:YpsIP31758_1592
ko:K00046	ypi:YpsIP31758_1470
ko:K03630	ypi:YpsIP31758_0750
ko:K01809	ypi:YpsIP31758_1874
ko:K06077	ypi:YpsIP31758_0665
ko:K07724	ypi:YpsIP31758_2981
ko:K08317	ypi:YpsIP31758_2422
ko:K07724	ypi:YpsIP31758_3615
ko:K01730	ypi:YpsIP31758_1682
ko:K12453	ypi:YpsIP31758_3048
ko:K12452	ypi:YpsIP31758_3049
ko:K05875	ypi:YpsIP31758_4122
ko:K07473	ypi:YpsIP31758_0357
ko:K00823	ypi:YpsIP31758_1218
ko:K01497	ypi:YpsIP31758_1919
ko:K01491	ypi:YpsIP31758_3012
ko:K06889	ypi:YpsIP31758_2082
ko:K12372	ypi:YpsIP31758_4071
ko:K16345	ypi:YpsIP31758_0034
ko:K01150	ypi:YpsIP31758_0839
ko:K13053	ypi:YpsIP31758_2540
ko:K08967	ypi:YpsIP31758_3180
ko:K01069	ypi:YpsIP31758_1052
ko:K11933	ypi:YpsIP31758_2618
ko:K12214	ypi:YpsIP31758_B0114
ko:K05595	ypi:YpsIP31758_1707
ko:K01840	ypi:YpsIP31758_1525
ko:K12291	ypi:YpsIP31758_3968
ko:K05368	ypi:YpsIP31758_0281
ko:K07459	ypi:YpsIP31758_2614
ko:K03490	ypi:YpsIP31758_1094
ko:K12525	ypi:YpsIP31758_0122
ko:K02478	ypi:YpsIP31758_4007
ko:K02485	ypi:YpsIP31758_1969
ko:K05603	ypi:YpsIP31758_2111
ko:K12961	ypi:YpsIP31758_0473
ko:K13292	ypi:YpsIP31758_0983
ko:K12984	ypi:YpsIP31758_0066
ko:K10804	ypi:YpsIP31758_3021
ko:K05877	ypi:YpsIP31758_1643
ko:K13014	ypi:YpsIP31758_1728
ko:K01011	ypi:YpsIP31758_2787
ko:K00344	ypi:YpsIP31758_3766
ko:K11897	ypi:YpsIP31758_1378
ko:K11938	ypi:YpsIP31758_3083
ko:K03760	ypi:YpsIP31758_1764
ko:K04771	ypi:YpsIP31758_3323
ko:K11744	ypi:YpsIP31758_1561
ko:K00884	ypi:YpsIP31758_1603
ko:K01048	ypi:YpsIP31758_0221
ko:K00060	ypi:YpsIP31758_0072
ko:K11896	ypi:YpsIP31758_2489
ko:K01739	ypi:YpsIP31758_0121
ko:K00568	ypi:YpsIP31758_2768
ko:K11936	ypi:YpsIP31758_2129
ko:K11910	ypi:YpsIP31758_0796
ko:K11893	ypi:YpsIP31758_0728
ko:K11907	ypi:YpsIP31758_2505
ko:K11906	ypi:YpsIP31758_0802
ko:K11905	ypi:YpsIP31758_0803
ko:K11907	ypi:YpsIP31758_1362
ko:K11891	ypi:YpsIP31758_1373
ko:K11909	ypi:YpsIP31758_0324
ko:K11935	ypi:YpsIP31758_2131
ko:K11925	ypi:YpsIP31758_3411
ko:K11075	ypi:YpsIP31758_2643
ko:K11752	ypi:YpsIP31758_3117
ko:K01766	ypi:YpsIP31758_0998
ko:K11931	ypi:YpsIP31758_2130
ko:K11891	ypi:YpsIP31758_0326
ko:K11905	ypi:YpsIP31758_0315
ko:K11906	ypi:YpsIP31758_0319
ko:K11926	ypi:YpsIP31758_3151
ko:K11901	ypi:YpsIP31758_1367
ko:K00965	ypi:YpsIP31758_2856
ko:K11901	ypi:YpsIP31758_0313
ko:K11910	ypi:YpsIP31758_0325
ko:K11891	ypi:YpsIP31758_2495
ko:K11927	ypi:YpsIP31758_2810
ko:K11754	ypi:YpsIP31758_1423
ko:K11903	ypi:YpsIP31758_1369
ko:K11907	ypi:YpsIP31758_0322
ko:K11904	ypi:YpsIP31758_0696
ko:K10026	ypi:YpsIP31758_3313
ko:K00040	ypi:YpsIP31758_2702
ko:K11895	ypi:YpsIP31758_1360
ko:K11907	ypi:YpsIP31758_3430
ko:K11893	ypi:YpsIP31758_2509
ko:K11892	ypi:YpsIP31758_2508
ko:K11901	ypi:YpsIP31758_2511
ko:K11893	ypi:YpsIP31758_0779
ko:K11892	ypi:YpsIP31758_0780
ko:K11901	ypi:YpsIP31758_0777
ko:K11900	ypi:YpsIP31758_2510
ko:K11900	ypi:YpsIP31758_0778
ko:K11907	ypi:YpsIP31758_0732
ko:K11903	ypi:YpsIP31758_0731
ko:K03472	ypi:YpsIP31758_0848
ko:K04487	ypi:YpsIP31758_1168
ko:K11717	ypi:YpsIP31758_1745
ko:K00632	ypi:YpsIP31758_0282
ko:K11719	ypi:YpsIP31758_0444
ko:K11934	ypi:YpsIP31758_1501
ko:K01785	ypi:YpsIP31758_2858
ko:K11893	ypi:YpsIP31758_1371
ko:K11894	ypi:YpsIP31758_0318
ko:K11895	ypi:YpsIP31758_0317
ko:K08313	ypi:YpsIP31758_1908
ko:K11910	ypi:YpsIP31758_2492
ko:K11895	ypi:YpsIP31758_0801
ko:K03524	ypi:YpsIP31758_3871
ko:K00029	ypi:YpsIP31758_1277
ko:K01710	ypi:YpsIP31758_0186
ko:K11893	ypi:YpsIP31758_0320
ko:K11073	ypi:YpsIP31758_2645
ko:K02001	ypi:YpsIP31758_1060
ko:K02000	ypi:YpsIP31758_1061
ko:K00647	ypi:YpsIP31758_2520
ko:K01759	ypi:YpsIP31758_1760
ko:K01119	ypi:YpsIP31758_3631
ko:K01187	ypi:YpsIP31758_3131
ko:K03386	ypi:YpsIP31758_3126
ko:K06957	ypi:YpsIP31758_1252
ko:K11900	ypi:YpsIP31758_0314
ko:K08234	ypi:YpsIP31758_1030
ko:K01190	ypi:YpsIP31758_1629
ko:K00853	ypi:YpsIP31758_1886
ko:K02302	ypi:YpsIP31758_3959
ko:K03425	ypi:YpsIP31758_2956
ko:K02532	ypi:YpsIP31758_2394
ko:K10193	ypi:YpsIP31758_1691
ko:K01358	ypi:YpsIP31758_3092
ko:K04487	ypi:YpsIP31758_2004
ko:K11748	ypi:YpsIP31758_3931
ko:K11751	ypi:YpsIP31758_3032
ko:K02099	ypi:YpsIP31758_1882
ko:K07307	ypi:YpsIP31758_3260
ko:K00024	ypi:YpsIP31758_3616
ko:K11906	ypi:YpsIP31758_2487
ko:K11905	ypi:YpsIP31758_2486
ko:K10716	ypi:YpsIP31758_1087
ko:K11895	ypi:YpsIP31758_2488
ko:K09810	ypi:YpsIP31758_1601
ko:K10192	ypi:YpsIP31758_1688
ko:K10036	ypi:YpsIP31758_1495
ko:K10037	ypi:YpsIP31758_1494
ko:K10038	ypi:YpsIP31758_1493
ko:K10195	ypi:YpsIP31758_1689
ko:K01089	ypi:YpsIP31758_2431
ko:K11940	ypi:YpsIP31758_2532
ko:K03286	ypi:YpsIP31758_2542
ko:K03119	ypi:YpsIP31758_3935
ko:K01760	ypi:YpsIP31758_3806
ko:K02426	ypi:YpsIP31758_0997
ko:K04751	ypi:YpsIP31758_1155
ko:K06958	ypi:YpsIP31758_0438
ko:K01243	ypi:YpsIP31758_3325
ko:K00130	ypi:YpsIP31758_2830
ko:K12308	ypi:YpsIP31758_0918
ko:K03496	ypi:YpsIP31758_B0108
ko:K11720	ypi:YpsIP31758_3541
ko:K00598	ypi:YpsIP31758_1498
ko:K01092	ypi:YpsIP31758_1165
ko:K02237	ypi:YpsIP31758_3087
ko:K08368	ypi:YpsIP31758_1543
ko:K00108	ypi:YpsIP31758_2831
ko:K00602	ypi:YpsIP31758_3843
ko:K01593	ypi:YpsIP31758_2788
ko:K12251	ypi:YpsIP31758_0833
ko:K11534	ypi:YpsIP31758_2653
ko:K05791	ypi:YpsIP31758_3789
ko:K00065	ypi:YpsIP31758_1693
ko:K12211	ypi:YpsIP31758_B0117
ko:K08351	ypi:YpsIP31758_0974
ko:K11892	ypi:YpsIP31758_0729
ko:K11901	ypi:YpsIP31758_0726
ko:K11900	ypi:YpsIP31758_3435
ko:K11903	ypi:YpsIP31758_3434
ko:K11897	ypi:YpsIP31758_3433
ko:K11896	ypi:YpsIP31758_3432
ko:K11895	ypi:YpsIP31758_3431
ko:K06895	ypi:YpsIP31758_0852
ko:K01058	ypi:YpsIP31758_0217
ko:K03971	ypi:YpsIP31758_1789
ko:K01524	ypi:YpsIP31758_0177
ko:K09979	ypi:YpsIP31758_3570
ko:K08485	ypi:YpsIP31758_0437
ko:K07397	ypi:YpsIP31758_3944
ko:K02669	ypi:YpsIP31758_A0066
ko:K00557	ypi:YpsIP31758_0141
ko:K00839	ypi:YpsIP31758_3186
ko:K09806	ypi:YpsIP31758_0566
ko:K08961	ypi:YpsIP31758_0946
ko:K05685	ypi:YpsIP31758_2610
ko:K07733	ypi:YpsIP31758_0893
ko:K13637	ypi:YpsIP31758_2703
ko:K01424	ypi:YpsIP31758_2586
ko:K03321	ypi:YpsIP31758_2061
ko:K13038	ypi:YpsIP31758_0060
ko:K13256	ypi:YpsIP31758_0303
ko:K13288	ypi:YpsIP31758_3661
ko:K13255	ypi:YpsIP31758_2449
ko:K06879	ypi:YpsIP31758_1004
ko:K01728	ypi:YpsIP31758_4066
ko:K13283	ypi:YpsIP31758_0088
ko:K13378	ypi:YpsIP31758_1456
ko:K00297	ypi:YpsIP31758_0123
ko:K01271	ypi:YpsIP31758_0284
ko:K07246	ypi:YpsIP31758_1512
ko:K00007	ypi:YpsIP31758_1812
ko:K13735	ypi:YpsIP31758_0608
ko:K06887	ypi:YpsIP31758_2983
ko:K05939	ypi:YpsIP31758_0975
ko:K13788	ypi:YpsIP31758_1442
ko:K07344	ypi:YpsIP31758_A0056
ko:K07270	ypi:YpsIP31758_2590
ko:K05349	ypi:YpsIP31758_2994
ko:K05349	ypi:YpsIP31758_0532
ko:K12410	ypi:YpsIP31758_1604
ko:K12368	ypi:YpsIP31758_4075
ko:K12371	ypi:YpsIP31758_4072
ko:K00951	ypi:YpsIP31758_3319
ko:K12339	ypi:YpsIP31758_1303
ko:K00854	ypi:YpsIP31758_2691
ko:K03406	ypi:YpsIP31758_2753
ko:K12512	ypi:YpsIP31758_0596
ko:K08997	ypi:YpsIP31758_1734
ko:K12513	ypi:YpsIP31758_0595
ko:K12515	ypi:YpsIP31758_0593
ko:K00835	ypi:YpsIP31758_4140
ko:K02062	ypi:YpsIP31758_3416
ko:K12511	ypi:YpsIP31758_0597
ko:K15548	ypi:YpsIP31758_0420
ko:K12573	ypi:YpsIP31758_3646
ko:K01497	ypi:YpsIP31758_B0062
ko:K12510	ypi:YpsIP31758_0598
ko:K13735	ypi:YpsIP31758_4008
ko:K14055	ypi:YpsIP31758_1832
ko:K13888	ypi:YpsIP31758_2611
ko:K13628	ypi:YpsIP31758_1170
ko:K03896	ypi:YpsIP31758_0713
ko:K07186	ypi:YpsIP31758_3494
ko:K12582	ypi:YpsIP31758_0191
ko:K03406	ypi:YpsIP31758_1492
ko:K06415	ypi:YpsIP31758_1998
ko:K03272	ypi:YpsIP31758_0564
ko:K14054	ypi:YpsIP31758_1797
ko:K05847	ypi:YpsIP31758_2784
ko:K05685	ypi:YpsIP31758_1311
ko:K01782	ypi:YpsIP31758_1400
ko:K01825	ypi:YpsIP31758_0283
ko:K14058	ypi:YpsIP31758_1802
ko:K06211	ypi:YpsIP31758_3491
ko:K01176	ypi:YpsIP31758_4138
ko:K07245	ypi:YpsIP31758_2338
ko:K12531	ypi:YpsIP31758_1889
ko:K12536	ypi:YpsIP31758_0132
ko:K12537	ypi:YpsIP31758_0133
ko:K12545	ypi:YpsIP31758_0131
ko:K01534	ypi:YpsIP31758_0233
ko:K00455	ypi:YpsIP31758_2362
ko:K10194	ypi:YpsIP31758_1690
ko:K06956	ypi:YpsIP31758_1685
ko:K02414	ypi:YpsIP31758_2295
ko:K02414	ypi:YpsIP31758_0658
ko:K01488	ypi:YpsIP31758_1878
ko:K01479	ypi:YpsIP31758_2114
ko:K06221	ypi:YpsIP31758_2998
ko:K12369	ypi:YpsIP31758_4074
ko:K04691	ypi:YpsIP31758_0455
ko:K07038	ypi:YpsIP31758_1266
ko:K07038	ypi:YpsIP31758_1686
ko:K12524	ypi:YpsIP31758_3476
ko:K00854	ypi:YpsIP31758_4103
ko:K03457	ypi:YpsIP31758_1056
ko:K02477	ypi:YpsIP31758_3221
ko:K04072	ypi:YpsIP31758_1963
ko:K13895	ypi:YpsIP31758_2713
ko:K09961	ypi:YpsIP31758_2224
ko:K01779	ypi:YpsIP31758_1412
ko:K09880	ypi:YpsIP31758_3181
ko:K12373	ypi:YpsIP31758_2903
ko:K01077	ypi:YpsIP31758_1835
ko:K02778	ypi:YpsIP31758_0919
ko:K05876	ypi:YpsIP31758_1631
ko:K06518	ypi:YpsIP31758_2460
ko:K05845	ypi:YpsIP31758_2786
ko:K07679	ypi:YpsIP31758_2161
ko:K12514	ypi:YpsIP31758_0594
ko:K01147	ypi:YpsIP31758_1904
ko:K12973	ypi:YpsIP31758_2380
ko:K01791	ypi:YpsIP31758_0184
ko:K13000	ypi:YpsIP31758_3044
ko:K13001	ypi:YpsIP31758_3042
ko:K13002	ypi:YpsIP31758_3038
ko:K01826	ypi:YpsIP31758_2361
ko:K05921	ypi:YpsIP31758_2364
ko:K01061	ypi:YpsIP31758_0265
ko:K06006	ypi:YpsIP31758_0085
ko:K05812	ypi:YpsIP31758_3205
ko:K05921	ypi:YpsIP31758_2365
ko:K12942	ypi:YpsIP31758_0678
ko:K03297	ypi:YpsIP31758_1804
ko:K00297	ypi:YpsIP31758_3796
ko:K13745	ypi:YpsIP31758_2448
ko:K00121	ypi:YpsIP31758_2473
ko:K01187	ypi:YpsIP31758_0924
ko:K03782	ypi:YpsIP31758_3254
ko:K06887	ypi:YpsIP31758_1346
ko:K03894	ypi:YpsIP31758_0714
ko:K03895	ypi:YpsIP31758_0712
ko:K13638	ypi:YpsIP31758_3888
ko:K01813	ypi:YpsIP31758_3756
ko:K01792	ypi:YpsIP31758_1989
ko:K13641	ypi:YpsIP31758_0297
ko:K10778	ypi:YpsIP31758_0082
ko:K07114	ypi:YpsIP31758_1306
ko:K13643	ypi:YpsIP31758_1167
ko:K13634	ypi:YpsIP31758_1922
ko:K01070	ypi:YpsIP31758_2474
ko:K13694	ypi:YpsIP31758_2707
ko:K13821	ypi:YpsIP31758_2268
ko:K02004	ypi:YpsIP31758_2137
ko:K02004	ypi:YpsIP31758_2138
ko:K02004	ypi:YpsIP31758_2476
ko:K02004	ypi:YpsIP31758_3019
ko:K06147	ypi:YpsIP31758_2965
ko:K01120	ypi:YpsIP31758_1113
ko:K13695	ypi:YpsIP31758_1732
ko:K13894	ypi:YpsIP31758_2712
ko:K13896	ypi:YpsIP31758_2714
ko:K13888	ypi:YpsIP31758_1312
ko:K13893	ypi:YpsIP31758_2711
ko:K08978	ypi:YpsIP31758_1101
ko:K14233	ypi:YpsIP31758_4242
ko:K14228	ypi:YpsIP31758_4277
ko:K14219	ypi:YpsIP31758_4261
ko:K14155	ypi:YpsIP31758_1857
ko:K14220	ypi:YpsIP31758_4235
ko:K14220	ypi:YpsIP31758_4241
ko:K14220	ypi:YpsIP31758_4240
ko:K00065	ypi:YpsIP31758_0935
ko:K02055	ypi:YpsIP31758_1219
ko:K14238	ypi:YpsIP31758_4296
ko:K14232	ypi:YpsIP31758_4202
ko:K14232	ypi:YpsIP31758_4295
ko:K01977	ypi:YpsIP31758_4193
ko:K01977	ypi:YpsIP31758_4285
ko:K01977	ypi:YpsIP31758_4189
ko:K01977	ypi:YpsIP31758_4266
ko:K01977	ypi:YpsIP31758_4203
ko:K01977	ypi:YpsIP31758_4215
ko:K01977	ypi:YpsIP31758_4294
ko:K14221	ypi:YpsIP31758_4197
ko:K14221	ypi:YpsIP31758_4219
ko:K02027	ypi:YpsIP31758_0528
ko:K01983	ypi:YpsIP31758_4322
ko:K14229	ypi:YpsIP31758_4226
ko:K14229	ypi:YpsIP31758_4253
ko:K14229	ypi:YpsIP31758_4251
ko:K14229	ypi:YpsIP31758_4250
ko:K14229	ypi:YpsIP31758_4252
ko:K14229	ypi:YpsIP31758_4239
ko:K14233	ypi:YpsIP31758_4271
ko:K14228	ypi:YpsIP31758_4256
ko:K14228	ypi:YpsIP31758_4275
ko:K13498	ypi:YpsIP31758_1935
ko:K08281	ypi:YpsIP31758_1984
ko:K00058	ypi:YpsIP31758_2694
ko:K13651	ypi:YpsIP31758_0888
ko:K13655	ypi:YpsIP31758_0889
ko:K13771	ypi:YpsIP31758_3647
ko:K03317	ypi:YpsIP31758_3499
ko:K00124	ypi:YpsIP31758_4118
ko:K02057	ypi:YpsIP31758_3267
ko:K02057	ypi:YpsIP31758_3268
ko:K02057	ypi:YpsIP31758_0348
ko:K14187	ypi:YpsIP31758_3219
ko:K02027	ypi:YpsIP31758_2172
ko:K02027	ypi:YpsIP31758_3575
ko:K02029	ypi:YpsIP31758_4163
ko:K02029	ypi:YpsIP31758_4164
ko:K02029	ypi:YpsIP31758_3188
ko:K02029	ypi:YpsIP31758_3189
ko:K02027	ypi:YpsIP31758_1527
ko:K13060	ypi:YpsIP31758_0719
ko:K02010	ypi:YpsIP31758_1260
ko:K02052	ypi:YpsIP31758_1216
ko:K14236	ypi:YpsIP31758_4231
ko:K14236	ypi:YpsIP31758_4232
ko:K14236	ypi:YpsIP31758_4288
ko:K14347	ypi:YpsIP31758_1880
ko:K02053	ypi:YpsIP31758_2058
ko:K14392	ypi:YpsIP31758_0389
ko:K14233	ypi:YpsIP31758_4245
ko:K14260	ypi:YpsIP31758_1450
ko:K16371	ypi:YpsIP31758_0942
ko:K14228	ypi:YpsIP31758_4201
ko:K14228	ypi:YpsIP31758_4273
ko:K14228	ypi:YpsIP31758_4272
ko:K14228	ypi:YpsIP31758_4274
ko:K01934	ypi:YpsIP31758_0857
ko:K14232	ypi:YpsIP31758_4243
ko:K05499	ypi:YpsIP31758_0115
ko:K00941	ypi:YpsIP31758_1203
ko:K02053	ypi:YpsIP31758_1221
ko:K14234	ypi:YpsIP31758_4286
ko:K14224	ypi:YpsIP31758_4190
ko:K14224	ypi:YpsIP31758_4194
ko:K14224	ypi:YpsIP31758_4216
ko:K14224	ypi:YpsIP31758_4284
ko:K14287	ypi:YpsIP31758_3183
ko:K14233	ypi:YpsIP31758_4233
ko:K14233	ypi:YpsIP31758_4234
ko:K14234	ypi:YpsIP31758_4207
ko:K14228	ypi:YpsIP31758_4236
ko:K14218	ypi:YpsIP31758_4205
ko:K14218	ypi:YpsIP31758_4264
ko:K14218	ypi:YpsIP31758_4292
ko:K14230	ypi:YpsIP31758_4255
ko:K14230	ypi:YpsIP31758_4259
ko:K11604	ypi:YpsIP31758_1705
ko:K11605	ypi:YpsIP31758_1703
ko:K14218	ypi:YpsIP31758_4221
ko:K14218	ypi:YpsIP31758_4222
ko:K11737	ypi:YpsIP31758_2259
ko:K07480	ypi:YpsIP31758_0741
ko:K14219	ypi:YpsIP31758_4199
ko:K14225	ypi:YpsIP31758_4287
ko:K14393	ypi:YpsIP31758_3837
ko:K14155	ypi:YpsIP31758_1307
ko:K14237	ypi:YpsIP31758_4223
ko:K14237	ypi:YpsIP31758_4224
ko:K14237	ypi:YpsIP31758_4225
ko:K02010	ypi:YpsIP31758_1348
ko:K14223	ypi:YpsIP31758_4257
ko:K14223	ypi:YpsIP31758_4258
ko:K14445	ypi:YpsIP31758_0706
ko:K15034	ypi:YpsIP31758_1036
ko:K02005	ypi:YpsIP31758_2477
ko:K05874	ypi:YpsIP31758_0967
ko:K02487	ypi:YpsIP31758_3736
ko:K01175	ypi:YpsIP31758_2898
ko:K04093	ypi:YpsIP31758_2624
ko:K01731	ypi:YpsIP31758_1692
ko:K00008	ypi:YpsIP31758_1506
ko:K08723	ypi:YpsIP31758_1837
ko:K01985	ypi:YpsIP31758_4192
ko:K01985	ypi:YpsIP31758_4262
ko:K01985	ypi:YpsIP31758_4218
ko:K01985	ypi:YpsIP31758_4196
ko:K01985	ypi:YpsIP31758_4290
ko:K01985	ypi:YpsIP31758_4282
ko:K01985	ypi:YpsIP31758_4300
ko:K01985	ypi:YpsIP31758_4208
ko:K02054	ypi:YpsIP31758_1220
ko:K14235	ypi:YpsIP31758_4198
ko:K14234	ypi:YpsIP31758_4244
ko:K14234	ypi:YpsIP31758_4289
ko:K07308	ypi:YpsIP31758_1342
ko:K15396	ypi:YpsIP31758_1166
ko:K14231	ypi:YpsIP31758_4210
ko:K14231	ypi:YpsIP31758_4281
ko:K11606	ypi:YpsIP31758_1702
ko:K07497	ypi:YpsIP31758_2896
ko:K03293	ypi:YpsIP31758_0194
ko:K03307	ypi:YpsIP31758_1309
ko:K01138	ypi:YpsIP31758_0931
ko:K01138	ypi:YpsIP31758_1263
ko:K06867	ypi:YpsIP31758_0671
ko:K06867	ypi:YpsIP31758_1125
ko:K06867	ypi:YpsIP31758_3275
ko:K06887	ypi:YpsIP31758_1198
ko:K06946	ypi:YpsIP31758_0759
ko:K14227	ypi:YpsIP31758_4204
ko:K14227	ypi:YpsIP31758_4293
ko:K14227	ypi:YpsIP31758_4265
ko:K14225	ypi:YpsIP31758_4211
ko:K00674	ypi:YpsIP31758_1010
ko:K14225	ypi:YpsIP31758_4238
ko:K14225	ypi:YpsIP31758_4278
ko:K14225	ypi:YpsIP31758_4279
ko:K14225	ypi:YpsIP31758_4280
ko:K01524	ypi:YpsIP31758_1226
ko:K01173	ypi:YpsIP31758_B0090
ko:K15125	ypi:YpsIP31758_1519
ko:K15125	ypi:YpsIP31758_0510
ko:K15035	ypi:YpsIP31758_4254
ko:K07474	ypi:YpsIP31758_0046
ko:K14226	ypi:YpsIP31758_4200
ko:K10713	ypi:YpsIP31758_1542
ko:K06147	ypi:YpsIP31758_0689
ko:K01978	ypi:YpsIP31758_4302
ko:K14237	ypi:YpsIP31758_4228
ko:K14237	ypi:YpsIP31758_4229
ko:K14237	ypi:YpsIP31758_4230
ko:K14230	ypi:YpsIP31758_4209
ko:K14219	ypi:YpsIP31758_4227
ko:K14223	ypi:YpsIP31758_4260
ko:K10218	ypi:YpsIP31758_0093
ko:K14222	ypi:YpsIP31758_4237
ko:K21029	ypi:YpsIP31758_2481
ko:K14170	ypi:YpsIP31758_3218
ko:K14230	ypi:YpsIP31758_4212
ko:K14230	ypi:YpsIP31758_4213
ko:K14230	ypi:YpsIP31758_4214
ko:K14230	ypi:YpsIP31758_4276
ko:K01980	ypi:YpsIP31758_4263
ko:K01980	ypi:YpsIP31758_4291
ko:K01980	ypi:YpsIP31758_4206
ko:K01980	ypi:YpsIP31758_4195
ko:K01980	ypi:YpsIP31758_4283
ko:K01980	ypi:YpsIP31758_4191
ko:K01980	ypi:YpsIP31758_4217
ko:K14261	ypi:YpsIP31758_1334
ko:K14221	ypi:YpsIP31758_4220
ko:K11607	ypi:YpsIP31758_1704
ko:K14219	ypi:YpsIP31758_4268
ko:K14219	ypi:YpsIP31758_4270
ko:K14219	ypi:YpsIP31758_4269
ko:K03897	ypi:YpsIP31758_2447
ko:K01607	ypi:YpsIP31758_2086
