ko:K07497	shb:SU5_03256
ko:K08350	shb:SU5_02181
ko:K02775	shb:SU5_02226
ko:K06971	shb:SU5_02227
ko:K03929	shb:SU5_02235
ko:K00121	shb:SU5_02239
ko:K08992	shb:SU5_02318
ko:K04774	shb:SU5_02325
ko:K15582	shb:SU5_02352
ko:K00046	shb:SU5_0531
ko:K00851	shb:SU5_0533
ko:K06877	shb:SU5_0539
ko:K13637	shb:SU5_0551
ko:K06887	shb:SU5_0553
ko:K00135	shb:SU5_0563
ko:K00616	shb:SU5_0644
ko:K07034	shb:SU5_0646
ko:K03469	shb:SU5_0906
ko:K02342	shb:SU5_0907
ko:K00657	shb:SU5_02113
ko:K08167	shb:SU5_02187
ko:K02014	shb:SU5_02201
ko:K14061	shb:SU5_02263
ko:K00567	shb:SU5_02270
ko:K03743	shb:SU5_03311
ko:K08305	shb:SU5_03312
ko:K02783	shb:SU5_03313
ko:K02782	shb:SU5_03314
ko:K02783	shb:SU5_03314
ko:K00068	shb:SU5_03316
ko:K02466	shb:SU5_03317
ko:K04652	shb:SU5_03336
ko:K04655	shb:SU5_03339
ko:K11604	shb:SU5_03342
ko:K11607	shb:SU5_03343
ko:K13287	shb:SU5_03364
ko:K13285	shb:SU5_03366
ko:K00380	shb:SU5_03429
ko:K06897	shb:SU5_03431
ko:K04765	shb:SU5_03435
ko:K07793	shb:SU5_03273
ko:K00135	shb:SU5_03276
ko:K03647	shb:SU5_03291
ko:K02566	shb:SU5_01365
ko:K02564	shb:SU5_01368
ko:K03711	shb:SU5_01377
ko:K01835	shb:SU5_01382
ko:K03756	shb:SU5_01384
ko:K05522	shb:SU5_01408
ko:K07120	shb:SU5_01409
ko:K00241	shb:SU5_01411
ko:K03560	shb:SU5_01423
ko:K01572	shb:SU5_01440
ko:K01785	shb:SU5_01445
ko:K03635	shb:SU5_01477
ko:K07027	shb:SU5_01482
ko:K07757	shb:SU5_01510
ko:K03475	shb:SU5_01552
ko:K02822	shb:SU5_01553
ko:K09998	shb:SU5_01556
ko:K10000	shb:SU5_01559
ko:K07491	shb:SU5_01578
ko:K16012	shb:SU5_01585
ko:K16013	shb:SU5_01586
ko:K07307	shb:SU5_01594
ko:K07308	shb:SU5_01595
ko:K00058	shb:SU5_03563
ko:K03442	shb:SU5_03568
ko:K06934	shb:SU5_03572
ko:K01480	shb:SU5_03579
ko:K01585	shb:SU5_03587
ko:K02428	shb:SU5_03602
ko:K01424	shb:SU5_03605
ko:K03289	shb:SU5_03612
ko:K11209	shb:SU5_03638
ko:K06281	shb:SU5_03645
ko:K06282	shb:SU5_03648
ko:K03406	shb:SU5_03650
ko:K01760	shb:SU5_03657
ko:K01515	shb:SU5_03681
ko:K02858	shb:SU5_03691
ko:K09806	shb:SU5_03692
ko:K00974	shb:SU5_03700
ko:K01409	shb:SU5_03704
ko:K03649	shb:SU5_03708
ko:K09251	shb:SU5_03713
ko:K00219	shb:SU5_03714
ko:K07393	shb:SU5_03728
ko:K02775	shb:SU5_03748
ko:K00094	shb:SU5_03749
ko:K02436	shb:SU5_03750
ko:K12961	shb:SU5_03754
ko:K03177	shb:SU5_03770
ko:K02427	shb:SU5_03781
ko:K02067	shb:SU5_03796
ko:K02806	shb:SU5_03807
ko:K01788	shb:SU5_03822
ko:K01639	shb:SU5_03824
ko:K01572	shb:SU5_03835
ko:K02799	shb:SU5_04162
ko:K03747	shb:SU5_03882
ko:K03499	shb:SU5_03887
ko:K02506	shb:SU5_03918
ko:K07019	shb:SU5_03937
ko:K09898	shb:SU5_03938
ko:K10914	shb:SU5_03941
ko:K01974	shb:SU5_03993
ko:K02441	shb:SU5_03998
ko:K00700	shb:SU5_04013
ko:K00851	shb:SU5_04017
ko:K03825	shb:SU5_04021
ko:K07048	shb:SU5_04025
ko:K05816	shb:SU5_04029
ko:K05815	shb:SU5_04030
ko:K05814	shb:SU5_04031
ko:K03406	shb:SU5_04051
ko:K04085	shb:SU5_04052
ko:K06149	shb:SU5_04065
ko:K00383	shb:SU5_04071
ko:K01424	shb:SU5_04072
ko:K07792	shb:SU5_04073
ko:K03830	shb:SU5_04129
ko:K00854	shb:SU5_04136
ko:K03796	shb:SU5_04140
ko:K01176	shb:SU5_04141
ko:K02798	shb:SU5_04162
ko:K01784	shb:SU5_01448
ko:K02017	shb:SU5_01455
ko:K07404	shb:SU5_01457
ko:K01479	shb:SU5_01460
ko:K06910	shb:SU5_01464
ko:K00652	shb:SU5_01467
ko:K07258	shb:SU5_01532
ko:K05844	shb:SU5_01544
ko:K06212	shb:SU5_01603
ko:K02238	shb:SU5_01612
ko:K11085	shb:SU5_01613
ko:K09476	shb:SU5_01628
ko:K13741	shb:SU5_01688
ko:K03286	shb:SU5_01705
ko:K07343	shb:SU5_01707
ko:K09909	shb:SU5_01712
ko:K01826	shb:SU5_01735
ko:K02510	shb:SU5_01737
ko:K03307	shb:SU5_01757
ko:K01788	shb:SU5_01758
ko:K04477	shb:SU5_01764
ko:K08161	shb:SU5_01782
ko:K06179	shb:SU5_01813
ko:K00059	shb:SU5_01821
ko:K02619	shb:SU5_01824
ko:K11069	shb:SU5_01848
ko:K11071	shb:SU5_01851
ko:K11072	shb:SU5_01852
ko:K01258	shb:SU5_01853
ko:K07660	shb:SU5_01857
ko:K02800	shb:SU5_04162
ko:K00101	shb:SU5_04171
ko:K01572	shb:SU5_0690
ko:K01571	shb:SU5_0691
ko:K05966	shb:SU5_0699
ko:K08299	shb:SU5_0705
ko:K00970	shb:SU5_0833
ko:K01243	shb:SU5_0856
ko:K00674	shb:SU5_0862
ko:K06445	shb:SU5_0945
ko:K00769	shb:SU5_0953
ko:K07213	shb:SU5_01049
ko:K08178	shb:SU5_01050
ko:K07316	shb:SU5_01051
ko:K01156	shb:SU5_01052
ko:K08161	shb:SU5_01074
ko:K07657	shb:SU5_01089
ko:K03386	shb:SU5_01094
ko:K04067	shb:SU5_01173
ko:K00939	shb:SU5_01180
ko:K03455	shb:SU5_01186
ko:K03535	shb:SU5_04175
ko:K00639	shb:SU5_04186
ko:K02843	shb:SU5_04188
ko:K03279	shb:SU5_04194
ko:K10563	shb:SU5_04203
ko:K11189	shb:SU5_04256
ko:K02775	shb:SU5_04259
ko:K07784	shb:SU5_04264
ko:K00852	shb:SU5_04270
ko:K13636	shb:SU5_04278
ko:K00389	shb:SU5_04283
ko:K02200	shb:SU5_04289
ko:K02193	shb:SU5_04296
ko:K07772	shb:SU5_04301
ko:K02116	shb:SU5_04347
ko:K02100	shb:SU5_03505
ko:K00626	shb:SU5_03509
ko:K02775	shb:SU5_03527
ko:K11751	shb:SU5_01188
ko:K06910	shb:SU5_01716
ko:K11179	shb:SU5_01719
ko:K03810	shb:SU5_01796
ko:K02033	shb:SU5_01878
ko:K04093	shb:SU5_01889
ko:K07305	shb:SU5_01910
ko:K01424	shb:SU5_01913
ko:K01222	shb:SU5_01935
ko:K03478	shb:SU5_01936
ko:K07283	shb:SU5_01946
ko:K03718	shb:SU5_02
ko:K10440	shb:SU5_09
ko:K00852	shb:SU5_011
ko:K03769	shb:SU5_028
ko:K02851	shb:SU5_034
ko:K02852	shb:SU5_045
ko:K01719	shb:SU5_049
ko:K00127	shb:SU5_0132
ko:K00124	shb:SU5_0133
ko:K01629	shb:SU5_0143
ko:K01813	shb:SU5_0144
ko:K02855	shb:SU5_0146
ko:K07640	shb:SU5_0156
ko:K13283	shb:SU5_0159
ko:K11530	shb:SU5_0176
ko:K02446	shb:SU5_0182
ko:K12943	shb:SU5_03539
ko:K01823	shb:SU5_03540
ko:K04763	shb:SU5_03545
ko:K01262	shb:SU5_03559
ko:K01934	shb:SU5_03562
ko:K07126	shb:SU5_02364
ko:K00374	shb:SU5_02365
ko:K06282	shb:SU5_02391
ko:K06281	shb:SU5_02392
ko:K01297	shb:SU5_02404
ko:K11105	shb:SU5_02405
ko:K02793	shb:SU5_02432
ko:K02794	shb:SU5_02432
ko:K02795	shb:SU5_02433
ko:K11392	shb:SU5_02451
ko:K13741	shb:SU5_02459
ko:K09815	shb:SU5_02502
ko:K06201	shb:SU5_02518
ko:K00575	shb:SU5_02529
ko:K01176	shb:SU5_02567
ko:K02414	shb:SU5_02577
ko:K07126	shb:SU5_02604
ko:K02009	shb:SU5_02616
ko:K08997	shb:SU5_01963
ko:K06078	shb:SU5_01992
ko:K06078	shb:SU5_01993
ko:K06078	shb:SU5_01994
ko:K01259	shb:SU5_01997
ko:K08357	shb:SU5_02000
ko:K08359	shb:SU5_02001
ko:K08358	shb:SU5_02002
ko:K13040	shb:SU5_02003
ko:K03498	shb:SU5_094
ko:K00230	shb:SU5_095
ko:K08314	shb:SU5_0208
ko:K00867	shb:SU5_0225
ko:K00247	shb:SU5_0414
ko:K00245	shb:SU5_0416
ko:K00244	shb:SU5_0417
ko:K06889	shb:SU5_0450
ko:K03476	shb:SU5_0452
ko:K03475	shb:SU5_0453
ko:K02822	shb:SU5_0454
ko:K02821	shb:SU5_0455
ko:K02190	shb:SU5_02619
ko:K03399	shb:SU5_02625
ko:K13921	shb:SU5_02646
ko:K07258	shb:SU5_02656
ko:K08352	shb:SU5_02659
ko:K00033	shb:SU5_02675
ko:K12992	shb:SU5_02679
ko:K03606	shb:SU5_02697
ko:K01104	shb:SU5_02711
ko:K03593	shb:SU5_02747
ko:K01489	shb:SU5_02775
ko:K03748	shb:SU5_02776
ko:K10541	shb:SU5_02780
ko:K10540	shb:SU5_02782
ko:K00882	shb:SU5_02797
ko:K06183	shb:SU5_02816
ko:K02193	shb:SU5_02850
ko:K02569	shb:SU5_02851
ko:K02574	shb:SU5_02853
ko:K03148	shb:SU5_0241
ko:K07709	shb:SU5_0252
ko:K13641	shb:SU5_0262
ko:K00548	shb:SU5_0263
ko:K00799	shb:SU5_0340
ko:K03316	shb:SU5_0342
ko:K04018	shb:SU5_0356
ko:K07126	shb:SU5_0358
ko:K04750	shb:SU5_0363
ko:K11104	shb:SU5_0374
ko:K07792	shb:SU5_0376
ko:K07307	shb:SU5_0381
ko:K07308	shb:SU5_0382
ko:K01119	shb:SU5_0472
ko:K01082	shb:SU5_0473
ko:K07304	shb:SU5_0477
ko:K01507	shb:SU5_0483
ko:K01226	shb:SU5_0502
ko:K09022	shb:SU5_0507
ko:K01478	shb:SU5_0515
ko:K00564	shb:SU5_0595
ko:K01619	shb:SU5_0605
ko:K00758	shb:SU5_0606
ko:K03784	shb:SU5_0608
ko:K07186	shb:SU5_0615
ko:K03855	shb:SU5_0713
ko:K01525	shb:SU5_0722
ko:K06177	shb:SU5_0729
ko:K00853	shb:SU5_0736
ko:K17473	shb:SU5_04249
ko:K01992	shb:SU5_0815
ko:K11070	shb:SU5_01849
ko:K00813	shb:SU5_01627
ko:K05601	shb:SU5_01568
ko:K17686	shb:SU5_01192
ko:K19789	shb:SU5_02817
ko:K03292	shb:SU5_0113
ko:K17837	shb:SU5_04214
ko:K00971	shb:SU5_02678
ko:K01497	shb:SU5_02320
ko:K17722	shb:SU5_02778
ko:K07459	shb:SU5_01571
ko:K17723	shb:SU5_02779
ko:K06518	shb:SU5_0344
ko:K02477	shb:SU5_02752
ko:K00661	shb:SU5_01163
ko:K01187	shb:SU5_01093
ko:K00146	shb:SU5_03627
ko:K00632	shb:SU5_090
ko:K01130	shb:SU5_03620
ko:K14059	shb:SU5_01634
ko:K08485	shb:SU5_03809
ko:K06518	shb:SU5_02773
ko:K17758	shb:SU5_0426
ko:K17759	shb:SU5_0426
ko:K02809	shb:SU5_03166
ko:K02810	shb:SU5_03166
ko:K11928	shb:SU5_01754
ko:K00344	shb:SU5_0320
ko:K13638	shb:SU5_03889
ko:K13695	shb:SU5_01961
ko:K08173	shb:SU5_02118
ko:K18140	shb:SU5_03873
ko:K03585	shb:SU5_01167
ko:K18015	shb:SU5_02882
ko:K03605	shb:SU5_03644
ko:K12979	shb:SU5_0361
ko:K03292	shb:SU5_0163
ko:K17938	shb:SU5_01068
ko:K18325	shb:SU5_01271
ko:K07483	shb:SU5_03255
ko:K18895	shb:SU5_03261
ko:K01066	shb:SU5_01183
ko:K05396	shb:SU5_02557
ko:K00249	shb:SU5_01526
ko:K02032	shb:SU5_01881
ko:K04103	shb:SU5_03012
ko:K18148	shb:SU5_0950
ko:K18141	shb:SU5_03874
ko:K00001	shb:SU5_0142
ko:K18142	shb:SU5_03875
ko:K02794	shb:SU5_01266
ko:K00996	shb:SU5_02676
ko:K02783	shb:SU5_03238
ko:K02483	shb:SU5_01727
ko:K01007	shb:SU5_01967
ko:K21469	shb:SU5_03077
ko:K17948	shb:SU5_01759
ko:K03605	shb:SU5_02145
ko:K00523	shb:SU5_02687
ko:K18288	shb:SU5_03616
ko:K08156	shb:SU5_01086
ko:K20534	shb:SU5_01018
ko:K19597	shb:SU5_01047
ko:K07005	shb:SU5_01383
ko:K03222	shb:SU5_02026
ko:K08641	shb:SU5_02213
ko:K01571	shb:SU5_03836
ko:K02040	shb:SU5_04003
ko:K00059	shb:SU5_03525
ko:K10538	shb:SU5_02540
ko:K02424	shb:SU5_02558
ko:K02198	shb:SU5_02844
ko:K02198	shb:SU5_02845
ko:K01571	shb:SU5_01439
ko:K07459	shb:SU5_01570
ko:K01175	shb:SU5_01380
ko:K05875	shb:SU5_03711
ko:K18290	shb:SU5_03617
ko:K18324	shb:SU5_03081
ko:K18326	shb:SU5_02723
ko:K04333	shb:SU5_01770
ko:K00984	shb:SU5_01885
ko:K11904	shb:SU5_0932
ko:K18479	shb:SU5_0117
ko:K18478	shb:SU5_0120
ko:K18446	shb:SU5_03698
ko:K18507	shb:SU5_nc67
ko:K18514	shb:SU5_nc72
ko:K18522	shb:SU5_nc124
ko:K00681	shb:SU5_04026
ko:K18526	shb:SU5_nc143
ko:K18521	shb:SU5_nc123
ko:K18518	shb:SU5_nc70
ko:K18504	shb:SU5_nc136
ko:K18505	shb:SU5_nc2
ko:K18512	shb:SU5_nc76
ko:K18519	shb:SU5_nc90
ko:K18508	shb:SU5_nc52
ko:K18513	shb:SU5_nc100
ko:K18523	shb:SU5_nc125
ko:K18506	shb:SU5_nc28
ko:K18520	shb:SU5_nc97
ko:K18502	shb:SU5_nc89
ko:K18503	shb:SU5_nc42
ko:K18509	shb:SU5_nc75
ko:K18510	shb:SU5_nc78
ko:K18515	shb:SU5_nc122
ko:K18516	shb:SU5_nc6
ko:K18528	shb:SU5_nc9
ko:K18527	shb:SU5_nc5
ko:K00335	shb:SU5_02918
ko:K18691	shb:SU5_03163
ko:K18524	shb:SU5_nc24
ko:K18697	shb:SU5_03165
ko:K18765	shb:SU5_03859
ko:K09690	shb:SU5_01403
ko:K18850	shb:SU5_01855
ko:K18889	shb:SU5_01152
ko:K18862	shb:SU5_01104
ko:K18862	shb:SU5_04099
ko:K18864	shb:SU5_nc96
ko:K18868	shb:SU5_nc130
ko:K21645	shb:SU5_0555
ko:K11741	shb:SU5_0412
ko:K09691	shb:SU5_01404
ko:K20861	shb:SU5_01536
ko:K20866	shb:SU5_0122
ko:K20881	shb:SU5_03972
ko:K20862	shb:SU5_060
ko:K07319	shb:SU5_03870
ko:K18800	shb:SU5_03557
ko:K18778	shb:SU5_0774
ko:K18831	shb:SU5_0126
ko:K18657	shb:SU5_01694
ko:K18890	shb:SU5_01153
ko:K07448	shb:SU5_0569
ko:K06218	shb:SU5_02159
ko:K03553	shb:SU5_03310
ko:K18863	shb:SU5_nc139
ko:K18863	shb:SU5_nc38
ko:K18918	shb:SU5_0498
ko:K04565	shb:SU5_02054
ko:K10748	shb:SU5_02081
ko:K18923	shb:SU5_02160
ko:K03746	shb:SU5_02358
ko:K07724	shb:SU5_03791
ko:K07473	shb:SU5_03992
ko:K11685	shb:SU5_p004
ko:K03169	shb:SU5_p006
ko:K03205	shb:SU5_p009
ko:K03196	shb:SU5_p0010
ko:K03204	shb:SU5_p0012
ko:K03203	shb:SU5_p0013
ko:K03201	shb:SU5_p0015
ko:K03194	shb:SU5_p0020
ko:K05785	shb:SU5_p0021
ko:K07790	shb:SU5_02470
ko:K03502	shb:SU5_02598
ko:K03503	shb:SU5_02599
ko:K08722	shb:SU5_02925
ko:K07724	shb:SU5_03237
ko:K11685	shb:SU5_03284
ko:K03646	shb:SU5_01424
ko:K03674	shb:SU5_01541
ko:K04565	shb:SU5_01679
ko:K03169	shb:SU5_01917
ko:K05785	shb:SU5_086
ko:K05839	shb:SU5_01164
ko:K03761	shb:SU5_03197
ko:K03976	shb:SU5_01189
ko:K07483	shb:SU5_04232
ko:K07483	shb:SU5_01246
ko:K07483	shb:SU5_0389
ko:K01699	shb:SU5_02634
ko:K19055	shb:SU5_01901
ko:K03526	shb:SU5_03120
ko:K18984	shb:SU5_02013
ko:K18979	shb:SU5_0425
ko:K18988	shb:SU5_01067
ko:K18997	shb:SU5_01742
ko:K19048	shb:SU5_0565
ko:K19046	shb:SU5_03423
ko:K19000	shb:SU5_0886
ko:K07497	shb:SU5_03253
ko:K19227	shb:SU5_02302
ko:K19229	shb:SU5_02304
ko:K07746	shb:SU5_03445
ko:K19222	shb:SU5_01983
ko:K02777	shb:SU5_03036
ko:K19166	shb:SU5_0127
ko:K19123	shb:SU5_03424
ko:K19236	shb:SU5_01841
ko:K01710	shb:SU5_02691
ko:K01710	shb:SU5_038
ko:K19238	shb:SU5_02899
ko:K00336	shb:SU5_02917
ko:K22044	shb:SU5_01497
ko:K19125	shb:SU5_03421
ko:K19228	shb:SU5_02303
ko:K19126	shb:SU5_03420
ko:K19234	shb:SU5_01991
ko:K19235	shb:SU5_01507
ko:K19162	shb:SU5_01165
ko:K19168	shb:SU5_03547
ko:K09951	shb:SU5_03418
ko:K19270	shb:SU5_02927
ko:K19265	shb:SU5_03013
ko:K01992	shb:SU5_01486
ko:K01992	shb:SU5_01487
ko:K01992	shb:SU5_04059
ko:K01066	shb:SU5_0128
ko:K03722	shb:SU5_02424
ko:K19416	shb:SU5_01720
ko:K07801	shb:SU5_02475
ko:K03722	shb:SU5_01492
ko:K19335	shb:SU5_02283
ko:K07497	shb:SU5_03106
ko:K07497	shb:SU5_01021
ko:K19353	shb:SU5_0210
ko:K19267	shb:SU5_0470
ko:K19337	shb:SU5_02498
ko:K19304	shb:SU5_02501
ko:K19505	shb:SU5_0576
ko:K19334	shb:SU5_0516
ko:K19302	shb:SU5_01534
ko:K19270	shb:SU5_01941
ko:K19354	shb:SU5_04184
ko:K19336	shb:SU5_02284
ko:K19333	shb:SU5_02443
ko:K21637	shb:SU5_03628
ko:K01785	shb:SU5_0116
ko:K06884	shb:SU5_02336
ko:K06884	shb:SU5_02123
ko:K19303	shb:SU5_02046
ko:K19510	shb:SU5_0582
ko:K19507	shb:SU5_0578
ko:K19509	shb:SU5_01264
ko:K19611	shb:SU5_01275
ko:K11209	shb:SU5_02944
ko:K19506	shb:SU5_0577
ko:K19508	shb:SU5_0579
ko:K19509	shb:SU5_0580
ko:K02257	shb:SU5_01131
ko:K02796	shb:SU5_02434
ko:K19592	shb:SU5_01048
ko:K19594	shb:SU5_01045
ko:K19709	shb:SU5_01975
ko:K19688	shb:SU5_01521
ko:K19745	shb:SU5_03860
ko:K19778	shb:SU5_02175
ko:K19776	shb:SU5_04308
ko:K00799	shb:SU5_01531
ko:K06131	shb:SU5_01483
ko:K00799	shb:SU5_02943
ko:K06132	shb:SU5_01776
ko:K15777	shb:SU5_03685
ko:K07147	shb:SU5_03861
ko:K07119	shb:SU5_02203
ko:K19784	shb:SU5_04325
ko:K19802	shb:SU5_02290
ko:K02775	shb:SU5_03532
ko:K07497	shb:SU5_0391
ko:K00371	shb:SU5_02191
ko:K02406	shb:SU5_02563
ko:K11535	shb:SU5_03017
ko:K19803	shb:SU5_02807
ko:K19804	shb:SU5_02317
ko:K07011	shb:SU5_01401
ko:K19810	shb:SU5_0407
ko:K00371	shb:SU5_02192
ko:K07126	shb:SU5_01130
ko:K07126	shb:SU5_01129
ko:K07493	shb:SU5_02467
ko:K21638	shb:SU5_01741
ko:K21636	shb:SU5_0501
ko:K20023	shb:SU5_04174
ko:K07686	shb:SU5_04267
ko:K20265	shb:SU5_02954
ko:K20276	shb:SU5_03224
ko:K20117	shb:SU5_03246
ko:K20118	shb:SU5_03246
ko:K19591	shb:SU5_01193
ko:K01612	shb:SU5_03401
ko:K01236	shb:SU5_02173
ko:K20542	shb:SU5_04091
ko:K20534	shb:SU5_0279
ko:K20543	shb:SU5_04090
ko:K20534	shb:SU5_01248
ko:K03200	shb:SU5_p0017
ko:K20541	shb:SU5_04092
ko:K21394	shb:SU5_04148
ko:K22132	shb:SU5_03477
ko:K03199	shb:SU5_p0018
ko:K20609	shb:SU5_02224
ko:K03195	shb:SU5_p0011
ko:K01214	shb:SU5_02171
ko:K02081	shb:SU5_03530
ko:K02438	shb:SU5_04012
ko:K01023	shb:SU5_089
ko:K21029	shb:SU5_01513
ko:K21023	shb:SU5_03872
ko:K21084	shb:SU5_02717
ko:K21085	shb:SU5_02589
ko:K21086	shb:SU5_04085
ko:K21087	shb:SU5_02402
ko:K21089	shb:SU5_02754
ko:K21021	shb:SU5_03209
ko:K08968	shb:SU5_02448
ko:K21090	shb:SU5_02430
ko:K00525	shb:SU5_03292
ko:K00526	shb:SU5_03293
ko:K02335	shb:SU5_0102
ko:K06908	shb:SU5_0288
ko:K06907	shb:SU5_0289
ko:K02314	shb:SU5_0321
ko:K06903	shb:SU5_0277
ko:K06905	shb:SU5_0282
ko:K04068	shb:SU5_0500
ko:K00287	shb:SU5_0721
ko:K03546	shb:SU5_01087
ko:K02315	shb:SU5_0585
ko:K02314	shb:SU5_0982
ko:K14744	shb:SU5_0996
ko:K06223	shb:SU5_01637
ko:K06217	shb:SU5_01360
ko:K06217	shb:SU5_01755
ko:K06904	shb:SU5_02829
ko:K06919	shb:SU5_03233
ko:K00558	shb:SU5_02594
ko:K06191	shb:SU5_03290
ko:K06197	shb:SU5_02374
ko:K07313	shb:SU5_02455
ko:K06223	shb:SU5_03959
ko:K01520	shb:SU5_04208
ko:K11089	shb:SU5_03995
ko:K03676	shb:SU5_04179
ko:K06919	shb:SU5_02993
ko:K06866	shb:SU5_03189
ko:K00560	shb:SU5_03489
ko:K02316	shb:SU5_03706
ko:K03292	shb:SU5_0784
ko:K00525	shb:SU5_02872
ko:K07497	shb:SU5_0390
ko:K05934	shb:SU5_02621
ko:K21395	shb:SU5_04150
ko:K21449	shb:SU5_04168
ko:K21470	shb:SU5_01624
ko:K01420	shb:SU5_02271
ko:K21602	shb:SU5_04144
ko:K21645	shb:SU5_01436
ko:K21739	shb:SU5_01254
ko:K21740	shb:SU5_01255
ko:K21741	shb:SU5_01256
ko:K21746	shb:SU5_01253
ko:K21698	shb:SU5_03851
ko:K21695	shb:SU5_03850
ko:K21948	shb:SU5_03396
ko:K21990	shb:SU5_02988
ko:K22041	shb:SU5_01839
ko:K22015	shb:SU5_0360
ko:K22015	shb:SU5_0359
ko:K22024	shb:SU5_0805
ko:K22025	shb:SU5_03393
ko:K22051	shb:SU5_0420
ko:K08319	shb:SU5_03397
ko:K22131	shb:SU5_03394
ko:K01816	shb:SU5_01212
ko:K22129	shb:SU5_0803
ko:K14274	shb:SU5_03205
ko:K22129	shb:SU5_0804
ko:K03595	shb:SU5_03176
ko:K22130	shb:SU5_03395
ko:K22105	shb:SU5_0218
ko:K22104	shb:SU5_03825
ko:K22110	shb:SU5_0149
ko:K22110	shb:SU5_01760
ko:K22110	shb:SU5_0111
ko:K22270	shb:SU5_02767
ko:K03079	shb:SU5_04153
ko:K08994	shb:SU5_02137
ko:K03078	shb:SU5_04152
ko:K03077	shb:SU5_04154
ko:K03077	shb:SU5_0734
ko:K15634	shb:SU5_0624
ko:K22397	shb:SU5_04007
ko:K22293	shb:SU5_02120
ko:K13566	shb:SU5_0944
ko:K11206	shb:SU5_01321
ko:K22488	shb:SU5_03355
ko:K22486	shb:SU5_03357
ko:K22489	shb:SU5_03399
ko:K22487	shb:SU5_03353
ko:K22505	shb:SU5_03352
ko:K22512	shb:SU5_03376
ko:K22506	shb:SU5_03375
ko:K22504	shb:SU5_03379
ko:K22507	shb:SU5_03371
ko:K22508	shb:SU5_03370
ko:K22509	shb:SU5_03369
ko:K22510	shb:SU5_03368
ko:K22511	shb:SU5_03378
ko:K22513	shb:SU5_03374
ko:K22514	shb:SU5_03373
