ko:K19744	prp:M062_20420
ko:K02824	prp:M062_24475
ko:K07346	prp:M062_24495
ko:K02014	prp:M062_24625
ko:K09815	prp:M062_28955
ko:K03455	prp:M062_29055
ko:K00059	prp:M062_29085
ko:K03455	prp:M062_29110
ko:K07028	prp:M062_24785
ko:K07054	prp:M062_24860
ko:K00970	prp:M062_24920
ko:K02116	prp:M062_29270
ko:K02004	prp:M062_00375
ko:K00647	prp:M062_00505
ko:K02274	prp:M062_00545
ko:K02258	prp:M062_00550
ko:K02348	prp:M062_00590
ko:K02017	prp:M062_09730
ko:K00799	prp:M062_09880
ko:K07017	prp:M062_14275
ko:K05524	prp:M062_14400
ko:K09471	prp:M062_14785
ko:K00616	prp:M062_14955
ko:K06445	prp:M062_15045
ko:K02056	prp:M062_00690
ko:K03386	prp:M062_00705
ko:K02014	prp:M062_00765
ko:K00575	prp:M062_00880
ko:K03406	prp:M062_00885
ko:K03406	prp:M062_00905
ko:K00567	prp:M062_05425
ko:K03548	prp:M062_05485
ko:K02014	prp:M062_09975
ko:K09684	prp:M062_10000
ko:K03406	prp:M062_10075
ko:K10440	prp:M062_10150
ko:K00852	prp:M062_10160
ko:K02014	prp:M062_00965
ko:K02055	prp:M062_01090
ko:K01039	prp:M062_01110
ko:K01607	prp:M062_01140
ko:K07116	prp:M062_05630
ko:K03299	prp:M062_05725
ko:K01826	prp:M062_10250
ko:K03769	prp:M062_10405
ko:K01907	prp:M062_10410
ko:K00626	prp:M062_10430
ko:K03307	prp:M062_01415
ko:K06603	prp:M062_05960
ko:K10942	prp:M062_05990
ko:K10943	prp:M062_05995
ko:K06147	prp:M062_06075
ko:K00383	prp:M062_10550
ko:K06177	prp:M062_10630
ko:K02014	prp:M062_10770
ko:K00058	prp:M062_01570
ko:K11069	prp:M062_01605
ko:K11071	prp:M062_01615
ko:K11072	prp:M062_01620
ko:K10563	prp:M062_01785
ko:K07126	prp:M062_01800
ko:K07491	prp:M062_06285
ko:K01439	prp:M062_06325
ko:K02569	prp:M062_06375
ko:K02571	prp:M062_06400
ko:K07660	prp:M062_06410
ko:K01561	prp:M062_10845
ko:K02014	prp:M062_10860
ko:K07346	prp:M062_11035
ko:K01977	prp:M062_03260
ko:K01977	prp:M062_24730
ko:K01977	prp:M062_22575
ko:K01977	prp:M062_28295
ko:K14218	prp:M062_03270
ko:K14218	prp:M062_24720
ko:K14218	prp:M062_22565
ko:K14218	prp:M062_28285
ko:K01980	prp:M062_03275
ko:K01980	prp:M062_22560
ko:K01980	prp:M062_24715
ko:K01980	prp:M062_28280
ko:K01985	prp:M062_03280
ko:K01985	prp:M062_22555
ko:K01985	prp:M062_24710
ko:K01985	prp:M062_28275
ko:K14225	prp:M062_03525
ko:K14225	prp:M062_13730
ko:K14225	prp:M062_15110
ko:K14225	prp:M062_15115
ko:K14233	prp:M062_04420
ko:K14233	prp:M062_05520
ko:K14233	prp:M062_13835
ko:K14229	prp:M062_04800
ko:K14229	prp:M062_23900
ko:K14226	prp:M062_09375
ko:K14226	prp:M062_09385
ko:K14228	prp:M062_09380
ko:K14228	prp:M062_13655
ko:K14228	prp:M062_20210
ko:K14222	prp:M062_13715
ko:K14237	prp:M062_14780
ko:K14237	prp:M062_16545
ko:K14237	prp:M062_17420
ko:K14232	prp:M062_16210
ko:K14219	prp:M062_24120
ko:K14235	prp:M062_22515
ko:K14234	prp:M062_22525
ko:K14234	prp:M062_27215
ko:K14225	prp:M062_22530
ko:K14236	prp:M062_22535
ko:K14230	prp:M062_24615
ko:K14228	prp:M062_25025
ko:K14228	prp:M062_26035
ko:K14228	prp:M062_26040
ko:K01533	prp:M062_08270
ko:K18139	prp:M062_02145
ko:K09472	prp:M062_22075
ko:K09472	prp:M062_01075
ko:K09788	prp:M062_03865
ko:K17723	prp:M062_02205
ko:K01069	prp:M062_09485
ko:K00128	prp:M062_05605
ko:K00128	prp:M062_25845
ko:K05799	prp:M062_25140
ko:K00108	prp:M062_28310
ko:K03892	prp:M062_11900
ko:K00042	prp:M062_08025
ko:K00632	prp:M062_16115
ko:K11928	prp:M062_03805
ko:K03574	prp:M062_14730
ko:K19746	prp:M062_20425
ko:K03767	prp:M062_17225
ko:K05540	prp:M062_25605
ko:K03566	prp:M062_06435
ko:K01658	prp:M062_05460
ko:K08194	prp:M062_11460
ko:K01658	prp:M062_03160
ko:K07263	prp:M062_01865
ko:K07263	prp:M062_01860
ko:K12538	prp:M062_06795
ko:K12538	prp:M062_18170
ko:K15856	prp:M062_28735
ko:K17758	prp:M062_26100
ko:K17759	prp:M062_26100
ko:K00344	prp:M062_00110
ko:K00248	prp:M062_26460
ko:K00018	prp:M062_24360
ko:K01130	prp:M062_00920
ko:K01485	prp:M062_02195
ko:K17735	prp:M062_28380
ko:K00135	prp:M062_01305
ko:K17737	prp:M062_10415
ko:K17736	prp:M062_28395
ko:K01487	prp:M062_00685
ko:K01487	prp:M062_08130
ko:K02661	prp:M062_02070
ko:K03366	prp:M062_21870
ko:K00104	prp:M062_28200
ko:K00557	prp:M062_24880
ko:K03719	prp:M062_25220
ko:K00249	prp:M062_13260
ko:K07068	prp:M062_05535
ko:K07003	prp:M062_11625
ko:K12253	prp:M062_26240
ko:K18001	prp:M062_05435
ko:K16636	prp:M062_00235
ko:K11913	prp:M062_00420
ko:K11894	prp:M062_08860
ko:K01758	prp:M062_02010
ko:K18000	prp:M062_05430
ko:K18002	prp:M062_05440
ko:K18003	prp:M062_05445
ko:K18004	prp:M062_22080
ko:K01007	prp:M062_09230
ko:K00146	prp:M062_21485
ko:K00020	prp:M062_18905
ko:K02614	prp:M062_27430
ko:K06148	prp:M062_04185
ko:K03719	prp:M062_20960
ko:K03719	prp:M062_13690
ko:K17940	prp:M062_13750
ko:K00004	prp:M062_21605
ko:K05599	prp:M062_13060
ko:K11311	prp:M062_13070
ko:K03719	prp:M062_27965
ko:K01267	prp:M062_17325
ko:K12976	prp:M062_24545
ko:K00114	prp:M062_10335
ko:K07483	prp:M062_05050
ko:K07483	prp:M062_27120
ko:K11441	prp:M062_11825
ko:K01729	prp:M062_18790
ko:K07003	prp:M062_16450
ko:K06998	prp:M062_22205
ko:K01133	prp:M062_00150
ko:K01139	prp:M062_28115
ko:K07506	prp:M062_20625
ko:K13053	prp:M062_16090
ko:K18148	prp:M062_28820
ko:K18138	prp:M062_23055
ko:K00004	prp:M062_21895
ko:K09017	prp:M062_00840
ko:K14742	prp:M062_19485
ko:K03719	prp:M062_23725
ko:K01046	prp:M062_15340
ko:K00632	prp:M062_18430
ko:K18029	prp:M062_08540
ko:K03585	prp:M062_23050
ko:K11917	prp:M062_12300
ko:K00249	prp:M062_04285
ko:K16011	prp:M062_18810
ko:K00249	prp:M062_08200
ko:K05600	prp:M062_13065
ko:K18073	prp:M062_09410
ko:K18072	prp:M062_09405
ko:K07814	prp:M062_25205
ko:K10014	prp:M062_15645
ko:K07222	prp:M062_28415
ko:K17850	prp:M062_21675
ko:K04343	prp:M062_09715
ko:K07782	prp:M062_09920
ko:K11747	prp:M062_06550
ko:K18100	prp:M062_18555
ko:K18101	prp:M062_18550
ko:K18099	prp:M062_18545
ko:K02768	prp:M062_18865
ko:K08483	prp:M062_18865
ko:K11183	prp:M062_18865
ko:K00249	prp:M062_26330
ko:K18118	prp:M062_28690
ko:K00523	prp:M062_27600
ko:K18235	prp:M062_02345
ko:K18289	prp:M062_04300
ko:K18296	prp:M062_24210
ko:K18295	prp:M062_24215
ko:K18294	prp:M062_24220
ko:K18298	prp:M062_12970
ko:K18299	prp:M062_12975
ko:K18300	prp:M062_12980
ko:K18305	prp:M062_22155
ko:K18306	prp:M062_22160
ko:K18307	prp:M062_22165
ko:K18308	prp:M062_22170
ko:K02487	prp:M062_05195
ko:K02675	prp:M062_23985
ko:K07092	prp:M062_25275
ko:K08085	prp:M062_23960
ko:K12368	prp:M062_23670
ko:K11688	prp:M062_24305
ko:K03704	prp:M062_05215
ko:K06899	prp:M062_05305
ko:K11073	prp:M062_01455
ko:K12340	prp:M062_12955
ko:K03386	prp:M062_04125
ko:K03704	prp:M062_13375
ko:K03563	prp:M062_13565
ko:K00574	prp:M062_04825
ko:K07165	prp:M062_25825
ko:K07165	prp:M062_09980
ko:K07783	prp:M062_06240
ko:K07165	prp:M062_07075
ko:K07165	prp:M062_12455
ko:K07497	prp:M062_14475
ko:K18291	prp:M062_04280
ko:K18292	prp:M062_04305
ko:K18301	prp:M062_19450
ko:K18303	prp:M062_19440
ko:K00138	prp:M062_21230
ko:K20258	prp:M062_13370
ko:K08721	prp:M062_24205
ko:K22589	prp:M062_14240
ko:K10814	prp:M062_11375
ko:K10816	prp:M062_11385
ko:K00108	prp:M062_11005
ko:K00100	prp:M062_06250
ko:K18473	prp:M062_27285
ko:K16234	prp:M062_26830
ko:K11904	prp:M062_08080
ko:K11904	prp:M062_27755
ko:K11914	prp:M062_08850
ko:K11904	prp:M062_14255
ko:K11904	prp:M062_00470
ko:K11904	prp:M062_00490
ko:K07645	prp:M062_25180
ko:K11904	prp:M062_12375
ko:K11916	prp:M062_08890
ko:K18459	prp:M062_01420
ko:K11904	prp:M062_17595
ko:K18480	prp:M062_17160
ko:K11912	prp:M062_00385
ko:K11904	prp:M062_26795
ko:K11904	prp:M062_01290
ko:K00681	prp:M062_00825
ko:K00681	prp:M062_01805
ko:K00681	prp:M062_07260
ko:K19296	prp:M062_18805
ko:K18540	prp:M062_19050
ko:K04065	prp:M062_24980
ko:K02030	prp:M062_27040
ko:K02663	prp:M062_26575
ko:K00249	prp:M062_06450
ko:K18691	prp:M062_19895
ko:K21645	prp:M062_28595
ko:K09690	prp:M062_14215
ko:K12994	prp:M062_28705
ko:K09690	prp:M062_28720
ko:K18800	prp:M062_27525
ko:K18893	prp:M062_17230
ko:K18829	prp:M062_05225
ko:K20862	prp:M062_27830
ko:K09892	prp:M062_27550
ko:K18954	prp:M062_01220
ko:K18843	prp:M062_13495
ko:K18850	prp:M062_13970
ko:K18930	prp:M062_25155
ko:K01971	prp:M062_11085
ko:K03496	prp:M062_26500
ko:K03497	prp:M062_29275
ko:K03496	prp:M062_29280
ko:K03111	prp:M062_05255
ko:K08151	prp:M062_06165
ko:K11811	prp:M062_11915
ko:K13060	prp:M062_07680
ko:K03496	prp:M062_07830
ko:K01856	prp:M062_13045
ko:K03646	prp:M062_04775
ko:K18973	prp:M062_29035
ko:K07665	prp:M062_15015
ko:K07497	prp:M062_14480
ko:K19055	prp:M062_09630
ko:K03761	prp:M062_29115
ko:K03976	prp:M062_18960
ko:K12545	prp:M062_18185
ko:K12987	prp:M062_03475
ko:K03526	prp:M062_20100
ko:K08642	prp:M062_09785
ko:K16635	prp:M062_20320
ko:K12241	prp:M062_22255
ko:K12240	prp:M062_22260
ko:K06599	prp:M062_02090
ko:K00335	prp:M062_14025
ko:K00336	prp:M062_14030
ko:K00433	prp:M062_14410
ko:K18991	prp:M062_02825
ko:K06600	prp:M062_02095
ko:K19046	prp:M062_06745
ko:K12993	prp:M062_28710
ko:K19000	prp:M062_04610
ko:K11020	prp:M062_06260
ko:K07746	prp:M062_04865
ko:K00148	prp:M062_28560
ko:K06992	prp:M062_09190
ko:K05375	prp:M062_12585
ko:K19123	prp:M062_06740
ko:K19125	prp:M062_06755
ko:K11383	prp:M062_28885
ko:K06893	prp:M062_09505
ko:K03458	prp:M062_08060
ko:K12988	prp:M062_26360
ko:K07326	prp:M062_00200
ko:K05913	prp:M062_21595
ko:K12239	prp:M062_22265
ko:K09017	prp:M062_02190
ko:K00091	prp:M062_24385
ko:K01802	prp:M062_03440
ko:K03293	prp:M062_03845
ko:K03668	prp:M062_04535
ko:K06858	prp:M062_21345
ko:K06867	prp:M062_12995
ko:K00020	prp:M062_17700
ko:K06992	prp:M062_10175
ko:K16291	prp:M062_15300
ko:K01239	prp:M062_00725
ko:K11918	prp:M062_12325
ko:K11919	prp:M062_12345
ko:K00344	prp:M062_14225
ko:K01505	prp:M062_16505
ko:K01802	prp:M062_19650
ko:K07749	prp:M062_19735
ko:K06893	prp:M062_17800
ko:K01710	prp:M062_27220
ko:K05799	prp:M062_00615
ko:K09017	prp:M062_08045
ko:K00108	prp:M062_19615
ko:K01271	prp:M062_23675
ko:K19124	prp:M062_06750
ko:K00525	prp:M062_06295
ko:K00525	prp:M062_28950
ko:K22468	prp:M062_12670
ko:K02030	prp:M062_27035
ko:K00344	prp:M062_27595
ko:K01406	prp:M062_06800
ko:K19126	prp:M062_06760
ko:K12979	prp:M062_23745
ko:K19168	prp:M062_03690
ko:K06884	prp:M062_11130
ko:K07216	prp:M062_08900
ko:K19092	prp:M062_04860
ko:K09951	prp:M062_06770
ko:K19221	prp:M062_06925
ko:K12349	prp:M062_04110
ko:K07497	prp:M062_27125
ko:K07497	prp:M062_27155
ko:K19246	prp:M062_06360
ko:K19344	prp:M062_02585
ko:K01066	prp:M062_28370
ko:K19290	prp:M062_18760
ko:K01992	prp:M062_18145
ko:K01992	prp:M062_27575
ko:K04771	prp:M062_03720
ko:K19293	prp:M062_18785
ko:K19294	prp:M062_18795
ko:K19295	prp:M062_18800
ko:K19302	prp:M062_21180
ko:K03722	prp:M062_05695
ko:K00059	prp:M062_00915
ko:K19342	prp:M062_18125
ko:K19345	prp:M062_02580
ko:K19353	prp:M062_23770
ko:K00249	prp:M062_23360
ko:K01795	prp:M062_18780
ko:K19337	prp:M062_28650
ko:K19337	prp:M062_17000
ko:K06867	prp:M062_17550
ko:K19300	prp:M062_21725
ko:K19339	prp:M062_18100
ko:K19416	prp:M062_13840
ko:K19340	prp:M062_18115
ko:K06867	prp:M062_24280
ko:K19341	prp:M062_18120
ko:K19291	prp:M062_18765
ko:K19292	prp:M062_18770
ko:K19577	prp:M062_22950
ko:K18567	prp:M062_10875
ko:K18567	prp:M062_17640
ko:K21699	prp:M062_00680
ko:K19610	prp:M062_04555
ko:K19609	prp:M062_04560
ko:K06884	prp:M062_11360
ko:K19610	prp:M062_14260
ko:K19611	prp:M062_14270
ko:K10024	prp:M062_04335
ko:K03446	prp:M062_06690
ko:K00799	prp:M062_23190
ko:K20261	prp:M062_22195
ko:K20257	prp:M062_05450
ko:K19594	prp:M062_18665
ko:K19713	prp:M062_12905
ko:K07165	prp:M062_10675
ko:K19713	prp:M062_24065
ko:K00992	prp:M062_03000
ko:K19711	prp:M062_03605
ko:K19696	prp:M062_16070
ko:K07666	prp:M062_25175
ko:K08305	prp:M062_21095
ko:K01003	prp:M062_25710
ko:K20260	prp:M062_09925
ko:K20260	prp:M062_22185
ko:K07119	prp:M062_08775
ko:K07119	prp:M062_11395
ko:K19784	prp:M062_06535
ko:K00799	prp:M062_15035
ko:K06131	prp:M062_11175
ko:K07497	prp:M062_01265
ko:K06132	prp:M062_27975
ko:K00995	prp:M062_13735
ko:K07147	prp:M062_24740
ko:K13877	prp:M062_06820
ko:K15777	prp:M062_15220
ko:K17722	prp:M062_02210
ko:K13775	prp:M062_15490
ko:K19803	prp:M062_27390
ko:K20260	prp:M062_09930
ko:K21636	prp:M062_10030
ko:K09796	prp:M062_20010
ko:K09471	prp:M062_27970
ko:K11915	prp:M062_00390
ko:K20265	prp:M062_25360
ko:K20277	prp:M062_17945
ko:K20260	prp:M062_22180
ko:K13061	prp:M062_18540
ko:K20262	prp:M062_09945
ko:K20262	prp:M062_22210
ko:K20320	prp:M062_21680
ko:K20259	prp:M062_13365
ko:K20455	prp:M062_03870
ko:K20429	prp:M062_05910
ko:K20444	prp:M062_05950
ko:K20534	prp:M062_25440
ko:K20972	prp:M062_25625
ko:K07076	prp:M062_07555
ko:K01214	prp:M062_11200
ko:K11529	prp:M062_08020
ko:K20881	prp:M062_27300
ko:K01046	prp:M062_25410
ko:K20987	prp:M062_11690
ko:K21008	prp:M062_16365
ko:K21006	prp:M062_16375
ko:K21007	prp:M062_16370
ko:K21010	prp:M062_16355
ko:K21011	prp:M062_16350
ko:K16011	prp:M062_11680
ko:K16011	prp:M062_28725
ko:K20997	prp:M062_11675
ko:K20998	prp:M062_11695
ko:K20999	prp:M062_11700
ko:K21000	prp:M062_11705
ko:K21001	prp:M062_11710
ko:K21002	prp:M062_11715
ko:K21003	prp:M062_11720
ko:K21004	prp:M062_11725
ko:K21005	prp:M062_11730
ko:K20940	prp:M062_22220
ko:K00821	prp:M062_02660
ko:K21135	prp:M062_07695
ko:K21137	prp:M062_00795
ko:K21061	prp:M062_06900
ko:K21021	prp:M062_06110
ko:K21019	prp:M062_22835
ko:K01768	prp:M062_17175
ko:K20973	prp:M062_15145
ko:K20974	prp:M062_08585
ko:K20975	prp:M062_10300
ko:K00840	prp:M062_04365
ko:K21062	prp:M062_06825
ko:K20976	prp:M062_17865
ko:K20977	prp:M062_17870
ko:K20978	prp:M062_17875
ko:K07689	prp:M062_13745
ko:K21053	prp:M062_00750
ko:K21020	prp:M062_00850
ko:K21103	prp:M062_22175
ko:K13877	prp:M062_11495
ko:K21022	prp:M062_06035
ko:K21024	prp:M062_23015
ko:K21029	prp:M062_24555
ko:K21025	prp:M062_26150
ko:K21023	prp:M062_09010
ko:K21009	prp:M062_16360
ko:K08968	prp:M062_15135
ko:K21136	prp:M062_00790
ko:K13609	prp:M062_06815
ko:K21133	prp:M062_07700
ko:K21134	prp:M062_00800
ko:K21012	prp:M062_16345
ko:K00249	prp:M062_11530
ko:K00632	prp:M062_15740
ko:K21218	prp:M062_18685
ko:K00560	prp:M062_01710
ko:K00287	prp:M062_01750
ko:K02316	prp:M062_02900
ko:K03791	prp:M062_03090
ko:K02314	prp:M062_05340
ko:K01520	prp:M062_28030
ko:K03676	prp:M062_26990
ko:K03791	prp:M062_13485
ko:K07455	prp:M062_13585
ko:K03546	prp:M062_22585
ko:K04068	prp:M062_14455
ko:K03791	prp:M062_14930
ko:K03553	prp:M062_19145
ko:K07336	prp:M062_23760
ko:K09935	prp:M062_24110
ko:K06217	prp:M062_21040
ko:K02314	prp:M062_26000
ko:K02483	prp:M062_21630
ko:K02335	prp:M062_28930
ko:K03863	prp:M062_25875
ko:K02482	prp:M062_13660
ko:K16637	prp:M062_11365
ko:K21253	prp:M062_06155
ko:K20938	prp:M062_12135
ko:K20938	prp:M062_12245
ko:K00526	prp:M062_06290
ko:K03862	prp:M062_25870
ko:K21416	prp:M062_21880
ko:K21417	prp:M062_21885
ko:K11690	prp:M062_27260
ko:K21405	prp:M062_21865
ko:K21420	prp:M062_13910
ko:K21472	prp:M062_29220
ko:K11690	prp:M062_04320
ko:K22044	prp:M062_26950
ko:K21405	prp:M062_21225
ko:K01451	prp:M062_15640
ko:K01420	prp:M062_08245
ko:K01451	prp:M062_22895
ko:K21711	prp:M062_28640
ko:K10914	prp:M062_01355
ko:K21512	prp:M062_13460
ko:K21563	prp:M062_02635
ko:K21498	prp:M062_24620
ko:K21700	prp:M062_00670
ko:K21757	prp:M062_13050
ko:K21825	prp:M062_04355
ko:K21829	prp:M062_20430
ko:K21826	prp:M062_28350
ko:K21831	prp:M062_25950
ko:K21833	prp:M062_28440
ko:K21834	prp:M062_28445
ko:K21830	prp:M062_27885
ko:K21832	prp:M062_28510
ko:K21990	prp:M062_14790
ko:K05802	prp:M062_07565
ko:K03741	prp:M062_11910
ko:K01816	prp:M062_08030
ko:K22131	prp:M062_02760
ko:K22132	prp:M062_06335
ko:K22067	prp:M062_09310
ko:K03595	prp:M062_03745
ko:K07183	prp:M062_09305
ko:K00304	prp:M062_28540
ko:K00302	prp:M062_28545
ko:K22112	prp:M062_17950
ko:K22209	prp:M062_21325
ko:K12242	prp:M062_22275
ko:K22292	prp:M062_16940
ko:K22250	prp:M062_26645
ko:K22296	prp:M062_08545
ko:K01337	prp:M062_22005
ko:K22345	prp:M062_04130
ko:K22303	prp:M062_00970
ko:K02257	prp:M062_00580
ko:K02257	prp:M062_07175
ko:K11391	prp:M062_24310
ko:K13566	prp:M062_20070
ko:K11206	prp:M062_23560
ko:K22491	prp:M062_24535
ko:K22452	prp:M062_15395
ko:K22468	prp:M062_00715
ko:K22549	prp:M062_06890
ko:K22550	prp:M062_06895
ko:K09123	prp:M062_06850
ko:K22548	prp:M062_06830
