ko:K02028	kpp:A79E_2147
ko:K01916	kpp:A79E_2959
ko:K01424	kpp:A79E_2984
ko:K07305	kpp:A79E_2989
ko:K04067	kpp:A79E_3831
ko:K00851	kpp:A79E_0312
ko:K15770	kpp:A79E_3854
ko:K03316	kpp:A79E_4721
ko:K00799	kpp:A79E_4723
ko:K01092	kpp:A79E_4734
ko:K02441	kpp:A79E_0323
ko:K10914	kpp:A79E_0368
ko:K09898	kpp:A79E_0371
ko:K01092	kpp:A79E_1237
ko:K04488	kpp:A79E_1241
ko:K13628	kpp:A79E_1242
ko:K01011	kpp:A79E_1250
ko:K00088	kpp:A79E_1264
ko:K05712	kpp:A79E_2122
ko:K05713	kpp:A79E_2123
ko:K04073	kpp:A79E_2126
ko:K04091	kpp:A79E_2133
ko:K02049	kpp:A79E_2138
ko:K02014	kpp:A79E_2139
ko:K02010	kpp:A79E_2158
ko:K01424	kpp:A79E_3025
ko:K03386	kpp:A79E_3930
ko:K09022	kpp:A79E_4776
ko:K00548	kpp:A79E_4786
ko:K13641	kpp:A79E_4787
ko:K07709	kpp:A79E_4801
ko:K03148	kpp:A79E_4813
ko:K07792	kpp:A79E_4821
ko:K02506	kpp:A79E_0389
ko:K03499	kpp:A79E_0421
ko:K03747	kpp:A79E_0426
ko:K02824	kpp:A79E_1279
ko:K03548	kpp:A79E_1285
ko:K07054	kpp:A79E_1291
ko:K01439	kpp:A79E_1295
ko:K00616	kpp:A79E_1302
ko:K02193	kpp:A79E_2174
ko:K02200	kpp:A79E_2181
ko:K00626	kpp:A79E_2197
ko:K02050	kpp:A79E_2208
ko:K02049	kpp:A79E_2209
ko:K02051	kpp:A79E_2210
ko:K01470	kpp:A79E_2211
ko:K02051	kpp:A79E_2216
ko:K07660	kpp:A79E_3092
ko:K07491	kpp:A79E_3095
ko:K01258	kpp:A79E_3096
ko:K11072	kpp:A79E_3097
ko:K11071	kpp:A79E_3098
ko:K04065	kpp:A79E_4315
ko:K10544	kpp:A79E_0182
ko:K11391	kpp:A79E_0606
ko:K16066	kpp:A79E_2646
ko:K01487	kpp:A79E_2444
ko:K16345	kpp:A79E_0100
ko:K02843	kpp:A79E_0152
ko:K00639	kpp:A79E_0154
ko:K00101	kpp:A79E_0166
ko:K02798	kpp:A79E_0173
ko:K02799	kpp:A79E_0173
ko:K02800	kpp:A79E_0173
ko:K01176	kpp:A79E_0179
ko:K03796	kpp:A79E_0180
ko:K00854	kpp:A79E_0187
ko:K02466	kpp:A79E_1056
ko:K00068	kpp:A79E_1057
ko:K02782	kpp:A79E_1059
ko:K02783	kpp:A79E_1059
ko:K02783	kpp:A79E_1060
ko:K08305	kpp:A79E_1061
ko:K02074	kpp:A79E_1062
ko:K02077	kpp:A79E_1064
ko:K03743	kpp:A79E_1065
ko:K03647	kpp:A79E_1092
ko:K06177	kpp:A79E_1961
ko:K17213	kpp:A79E_1989
ko:K01192	kpp:A79E_2856
ko:K06889	kpp:A79E_2859
ko:K07120	kpp:A79E_2872
ko:K01222	kpp:A79E_2874
ko:K13636	kpp:A79E_2875
ko:K09471	kpp:A79E_3715
ko:K00010	kpp:A79E_3751
ko:K03757	kpp:A79E_3759
ko:K03079	kpp:A79E_4603
ko:K02821	kpp:A79E_4605
ko:K02822	kpp:A79E_4606
ko:K03475	kpp:A79E_4607
ko:K03476	kpp:A79E_4608
ko:K00244	kpp:A79E_4639
ko:K00245	kpp:A79E_4640
ko:K00247	kpp:A79E_4642
ko:K00389	kpp:A79E_0022
ko:K13636	kpp:A79E_0027
ko:K07784	kpp:A79E_0038
ko:K00799	kpp:A79E_0249
ko:K00383	kpp:A79E_0250
ko:K06149	kpp:A79E_0255
ko:K07232	kpp:A79E_2007
ko:K06039	kpp:A79E_2010
ko:K15577	kpp:A79E_2014
ko:K15578	kpp:A79E_2015
ko:K00374	kpp:A79E_2026
ko:K15582	kpp:A79E_2043
ko:K15583	kpp:A79E_2044
ko:K10823	kpp:A79E_2045
ko:K07283	kpp:A79E_2057
ko:K08992	kpp:A79E_2905
ko:K04774	kpp:A79E_2914
ko:K03768	kpp:A79E_3781
ko:K02381	kpp:A79E_3789
ko:K01466	kpp:A79E_3795
ko:K02004	kpp:A79E_3806
ko:K11751	kpp:A79E_3819
ko:K03455	kpp:A79E_3822
ko:K00939	kpp:A79E_3825
ko:K11104	kpp:A79E_4683
ko:K10440	kpp:A79E_4702
ko:K10439	kpp:A79E_4703
ko:K07126	kpp:A79E_4708
ko:K04085	kpp:A79E_0278
ko:K05814	kpp:A79E_0301
ko:K05815	kpp:A79E_0302
ko:K05816	kpp:A79E_0303
ko:K03825	kpp:A79E_0307
ko:K06201	kpp:A79E_1846
ko:K09815	kpp:A79E_1860
ko:K11392	kpp:A79E_1882
ko:K01692	kpp:A79E_2765
ko:K00276	kpp:A79E_2773
ko:K01092	kpp:A79E_3610
ko:K02056	kpp:A79E_3618
ko:K08225	kpp:A79E_3631
ko:K07214	kpp:A79E_3637
ko:K02035	kpp:A79E_3659
ko:K02033	kpp:A79E_3660
ko:K05814	kpp:A79E_4514
ko:K05815	kpp:A79E_4515
ko:K00010	kpp:A79E_4521
ko:K09022	kpp:A79E_4542
ko:K11959	kpp:A79E_2617
ko:K00616	kpp:A79E_3104
ko:K02821	kpp:A79E_3932
ko:K02822	kpp:A79E_3933
ko:K03475	kpp:A79E_3934
ko:K07657	kpp:A79E_3945
ko:K01077	kpp:A79E_3958
ko:K08161	kpp:A79E_3960
ko:K10831	kpp:A79E_3973
ko:K00547	kpp:A79E_3975
ko:K00867	kpp:A79E_4835
ko:K00230	kpp:A79E_4843
ko:K11069	kpp:A79E_3100
ko:K03498	kpp:A79E_4844
ko:K01048	kpp:A79E_4866
ko:K01571	kpp:A79E_0476
ko:K01572	kpp:A79E_0477
ko:K01788	kpp:A79E_0487
ko:K01222	kpp:A79E_0097
ko:K02446	kpp:A79E_0112
ko:K10563	kpp:A79E_0138
ko:K12984	kpp:A79E_0141
ko:K11607	kpp:A79E_1017
ko:K11604	kpp:A79E_1018
ko:K04655	kpp:A79E_1029
ko:K04652	kpp:A79E_1032
ko:K02795	kpp:A79E_1899
ko:K02793	kpp:A79E_1900
ko:K02794	kpp:A79E_1900
ko:K11105	kpp:A79E_1928
ko:K01297	kpp:A79E_1929
ko:K02014	kpp:A79E_1931
ko:K00932	kpp:A79E_1945
ko:K14062	kpp:A79E_2786
ko:K14061	kpp:A79E_2788
ko:K08969	kpp:A79E_2804
ko:K02030	kpp:A79E_3672
ko:K02033	kpp:A79E_3680
ko:K02793	kpp:A79E_3694
ko:K02795	kpp:A79E_3696
ko:K02014	kpp:A79E_3711
ko:K01226	kpp:A79E_4546
ko:K01222	kpp:A79E_4548
ko:K02056	kpp:A79E_4575
ko:K01507	kpp:A79E_4578
ko:K07304	kpp:A79E_4583
ko:K01082	kpp:A79E_4587
ko:K01119	kpp:A79E_4588
ko:K08483	kpp:A79E_1337
ko:K02784	kpp:A79E_1338
ko:K01885	kpp:A79E_1351
ko:K00845	kpp:A79E_1363
ko:K01782	kpp:A79E_1378
ko:K02033	kpp:A79E_2227
ko:K02035	kpp:A79E_2228
ko:K01759	kpp:A79E_2230
ko:K01759	kpp:A79E_2258
ko:K00799	kpp:A79E_2275
ko:K03613	kpp:A79E_2279
ko:K03612	kpp:A79E_2280
ko:K03614	kpp:A79E_2281
ko:K02014	kpp:A79E_3122
ko:K02619	kpp:A79E_3136
ko:K00059	kpp:A79E_3139
ko:K06179	kpp:A79E_3146
ko:K03810	kpp:A79E_3151
ko:K08161	kpp:A79E_3165
ko:K02443	kpp:A79E_4024
ko:K00058	kpp:A79E_4027
ko:K02775	kpp:A79E_4028
ko:K00135	kpp:A79E_4034
ko:K07250	kpp:A79E_4035
ko:K00769	kpp:A79E_4040
ko:K01719	kpp:A79E_4884
ko:K02852	kpp:A79E_4893
ko:K02851	kpp:A79E_4904
ko:K03769	kpp:A79E_4913
ko:K03769	kpp:A79E_4914
ko:K02806	kpp:A79E_0499
ko:K02067	kpp:A79E_0510
ko:K02427	kpp:A79E_0522
ko:K03177	kpp:A79E_0538
ko:K00647	kpp:A79E_1387
ko:K00784	kpp:A79E_1437
ko:K02348	kpp:A79E_1438
ko:K03615	kpp:A79E_2282
ko:K03616	kpp:A79E_2283
ko:K03617	kpp:A79E_2284
ko:K00121	kpp:A79E_2296
ko:K03929	kpp:A79E_2302
ko:K00055	kpp:A79E_2303
ko:K04477	kpp:A79E_3175
ko:K03317	kpp:A79E_3187
ko:K09020	kpp:A79E_3195
ko:K09471	kpp:A79E_3216
ko:K03451	kpp:A79E_3219
ko:K00135	kpp:A79E_3221
ko:K01270	kpp:A79E_4041
ko:K03830	kpp:A79E_4042
ko:K06445	kpp:A79E_4055
ko:K02342	kpp:A79E_4060
ko:K03469	kpp:A79E_4061
ko:K08234	kpp:A79E_4090
ko:K08314	kpp:A79E_4946
ko:K01607	kpp:A79E_4951
ko:K13283	kpp:A79E_4966
ko:K02855	kpp:A79E_4973
ko:K01813	kpp:A79E_4975
ko:K01629	kpp:A79E_4976
ko:K12961	kpp:A79E_0556
ko:K02436	kpp:A79E_0561
ko:K00094	kpp:A79E_0562
ko:K02775	kpp:A79E_0563
ko:K11189	kpp:A79E_0567
ko:K02552	kpp:A79E_1439
ko:K08680	kpp:A79E_1441
ko:K02549	kpp:A79E_1443
ko:K12944	kpp:A79E_1445
ko:K00568	kpp:A79E_1462
ko:K06183	kpp:A79E_1487
ko:K02014	kpp:A79E_2341
ko:K08167	kpp:A79E_2368
ko:K08350	kpp:A79E_2380
ko:K00027	kpp:A79E_2383
ko:K02010	kpp:A79E_3233
ko:K11179	kpp:A79E_3242
ko:K06910	kpp:A79E_3245
ko:K07343	kpp:A79E_3253
ko:K03286	kpp:A79E_3256
ko:K09476	kpp:A79E_3281
ko:K00674	kpp:A79E_4111
ko:K01243	kpp:A79E_4116
ko:K02014	kpp:A79E_4125
ko:K02454	kpp:A79E_4137
ko:K02463	kpp:A79E_4146
ko:K02821	kpp:A79E_4990
ko:K03475	kpp:A79E_4993
ko:K00852	kpp:A79E_5033
ko:K10440	kpp:A79E_5035
ko:K03718	kpp:A79E_5042
ko:K02822	kpp:A79E_4994
ko:K00124	kpp:A79E_4999
ko:K00219	kpp:A79E_0607
ko:K11530	kpp:A79E_0615
ko:K09251	kpp:A79E_0616
ko:K00127	kpp:A79E_5000
ko:K03649	kpp:A79E_0643
ko:K01409	kpp:A79E_0647
ko:K00882	kpp:A79E_1504
ko:K10540	kpp:A79E_1516
ko:K10541	kpp:A79E_1518
ko:K03748	kpp:A79E_1519
ko:K01489	kpp:A79E_1520
ko:K03488	kpp:A79E_1525
ko:K02755	kpp:A79E_1526
ko:K02756	kpp:A79E_1526
ko:K02757	kpp:A79E_1526
ko:K03593	kpp:A79E_1545
ko:K04063	kpp:A79E_2400
ko:K05989	kpp:A79E_2408
ko:K15599	kpp:A79E_2436
ko:K11085	kpp:A79E_3297
ko:K00970	kpp:A79E_4153
ko:K02116	kpp:A79E_5046
ko:K07214	kpp:A79E_5065
ko:K02238	kpp:A79E_3298
ko:K06212	kpp:A79E_3306
ko:K07308	kpp:A79E_3311
ko:K16013	kpp:A79E_3320
ko:K16012	kpp:A79E_3321
ko:K09806	kpp:A79E_0667
ko:K02858	kpp:A79E_0668
ko:K01515	kpp:A79E_0674
ko:K07666	kpp:A79E_0682
ko:K06221	kpp:A79E_0690
ko:K01760	kpp:A79E_0694
ko:K11209	kpp:A79E_0703
ko:K00854	kpp:A79E_1565
ko:K02035	kpp:A79E_1569
ko:K02033	kpp:A79E_1570
ko:K07660	kpp:A79E_1585
ko:K01104	kpp:A79E_1597
ko:K02371	kpp:A79E_2474
ko:K08178	kpp:A79E_2479
ko:K02821	kpp:A79E_2486
ko:K02822	kpp:A79E_2487
ko:K03475	kpp:A79E_2488
ko:K01439	kpp:A79E_2499
ko:K07048	kpp:A79E_2501
ko:K10000	kpp:A79E_3343
ko:K09998	kpp:A79E_3346
ko:K05844	kpp:A79E_3356
ko:K07258	kpp:A79E_3368
ko:K07757	kpp:A79E_3384
ko:K00853	kpp:A79E_4239
ko:K06177	kpp:A79E_4244
ko:K01525	kpp:A79E_4255
ko:K00974	kpp:A79E_0661
ko:K03289	kpp:A79E_0720
ko:K02428	kpp:A79E_0730
ko:K01585	kpp:A79E_0745
ko:K01480	kpp:A79E_0746
ko:K03442	kpp:A79E_0753
ko:K00058	kpp:A79E_0759
ko:K01934	kpp:A79E_0760
ko:K01262	kpp:A79E_0763
ko:K03606	kpp:A79E_1607
ko:K00033	kpp:A79E_1608
ko:K01854	kpp:A79E_1617
ko:K07258	kpp:A79E_1637
ko:K02056	kpp:A79E_2503
ko:K10439	kpp:A79E_2505
ko:K00852	kpp:A79E_2506
ko:K06971	kpp:A79E_2507
ko:K08478	kpp:A79E_2512
ko:K08475	kpp:A79E_2513
ko:K08476	kpp:A79E_2514
ko:K02352	kpp:A79E_2515
ko:K03436	kpp:A79E_2517
ko:K01619	kpp:A79E_2519
ko:K01759	kpp:A79E_2524
ko:K01026	kpp:A79E_2526
ko:K00059	kpp:A79E_2527
ko:K00626	kpp:A79E_2528
ko:K07017	kpp:A79E_2547
ko:K03492	kpp:A79E_3392
ko:K07027	kpp:A79E_3426
ko:K03635	kpp:A79E_3428
ko:K00652	kpp:A79E_3441
ko:K07034	kpp:A79E_4280
ko:K00616	kpp:A79E_4283
ko:K02533	kpp:A79E_4291
ko:K03784	kpp:A79E_4307
ko:K00758	kpp:A79E_4309
ko:K01619	kpp:A79E_4310
ko:K03317	kpp:A79E_4311
ko:K08344	kpp:A79E_0773
ko:K04763	kpp:A79E_0783
ko:K01823	kpp:A79E_0788
ko:K12943	kpp:A79E_0789
ko:K01607	kpp:A79E_0793
ko:K09702	kpp:A79E_0799
ko:K01426	kpp:A79E_1673
ko:K06147	kpp:A79E_1708
ko:K06147	kpp:A79E_1709
ko:K00598	kpp:A79E_2582
ko:K01607	kpp:A79E_2583
ko:K00016	kpp:A79E_2596
ko:K00058	kpp:A79E_2602
ko:K05595	kpp:A79E_2606
ko:K06910	kpp:A79E_3444
ko:K01479	kpp:A79E_3448
ko:K07404	kpp:A79E_3465
ko:K02017	kpp:A79E_3467
ko:K01784	kpp:A79E_3473
ko:K01785	kpp:A79E_3476
ko:K03560	kpp:A79E_3492
ko:K00564	kpp:A79E_4320
ko:K03307	kpp:A79E_4354
ko:K01826	kpp:A79E_4367
ko:K02510	kpp:A79E_4369
ko:K00626	kpp:A79E_0838
ko:K01730	kpp:A79E_0840
ko:K02100	kpp:A79E_0842
ko:K05350	kpp:A79E_0858
ko:K13637	kpp:A79E_0859
ko:K03711	kpp:A79E_1721
ko:K11604	kpp:A79E_1730
ko:K02074	kpp:A79E_1741
ko:K03316	kpp:A79E_1766
ko:K03299	kpp:A79E_2635
ko:K00657	kpp:A79E_2653
ko:K07307	kpp:A79E_2657
ko:K07312	kpp:A79E_2658
ko:K00241	kpp:A79E_3508
ko:K05522	kpp:A79E_3510
ko:K01835	kpp:A79E_3527
ko:K03711	kpp:A79E_3532
ko:K02564	kpp:A79E_3539
ko:K02566	kpp:A79E_3542
ko:K00484	kpp:A79E_4373
ko:K00135	kpp:A79E_4380
ko:K02056	kpp:A79E_4400
ko:K04720	kpp:A79E_0886
ko:K03399	kpp:A79E_0914
ko:K02190	kpp:A79E_0920
ko:K02009	kpp:A79E_0923
ko:K01156	kpp:A79E_1792
ko:K01176	kpp:A79E_1812
ko:K01607	kpp:A79E_2690
ko:K12942	kpp:A79E_2701
ko:K00567	kpp:A79E_2703
ko:K01679	kpp:A79E_2720
ko:K07258	kpp:A79E_3575
ko:K03326	kpp:A79E_3585
ko:K03386	kpp:A79E_3590
ko:K10440	kpp:A79E_3602
ko:K00058	kpp:A79E_3604
ko:K00537	kpp:A79E_1282
ko:K08964	kpp:A79E_3606
ko:K02782	kpp:A79E_4484
ko:K02783	kpp:A79E_4484
ko:K03535	kpp:A79E_0965
ko:K04765	kpp:A79E_0972
ko:K00380	kpp:A79E_0979
ko:K03087	kpp:A79E_0995
ko:K02525	kpp:A79E_0204
ko:K11960	kpp:A79E_2616
ko:K16693	kpp:A79E_4896
ko:K11961	kpp:A79E_2615
ko:K07645	kpp:A79E_0681
ko:K00956	kpp:A79E_0985
ko:K05816	kpp:A79E_4517
ko:K00090	kpp:A79E_0200
ko:K01708	kpp:A79E_0574
ko:K16704	kpp:A79E_4898
ko:K02554	kpp:A79E_2125
ko:K02071	kpp:A79E_2574
ko:K15600	kpp:A79E_2437
ko:K00065	kpp:A79E_0841
ko:K00065	kpp:A79E_2946
ko:K02768	kpp:A79E_2490
ko:K16692	kpp:A79E_1598
ko:K00130	kpp:A79E_3656
ko:K14742	kpp:A79E_1909
ko:K01271	kpp:A79E_4846
ko:K05799	kpp:A79E_4181
ko:K01190	kpp:A79E_2625
ko:K00042	kpp:A79E_0578
ko:K00042	kpp:A79E_3799
ko:K10543	kpp:A79E_0728
ko:K05812	kpp:A79E_1196
ko:K00971	kpp:A79E_1609
ko:K00483	kpp:A79E_4372
ko:K07274	kpp:A79E_2993
ko:K19227	kpp:A79E_2889
ko:K19230	kpp:A79E_2892
ko:K16651	kpp:A79E_0887
ko:K11962	kpp:A79E_2614
ko:K10111	kpp:A79E_4767
ko:K10108	kpp:A79E_4769
ko:K04771	kpp:A79E_4114
ko:K07662	kpp:A79E_4968
ko:K11963	kpp:A79E_2613
ko:K10014	kpp:A79E_1402
ko:K01002	kpp:A79E_4340
ko:K01096	kpp:A79E_2906
ko:K10544	kpp:A79E_0726
ko:K10545	kpp:A79E_0727
ko:K00821	kpp:A79E_0366
ko:K01664	kpp:A79E_0365
ko:K04772	kpp:A79E_0480
ko:K05499	kpp:A79E_4959
ko:K09017	kpp:A79E_3193
ko:K03719	kpp:A79E_3318
ko:K03973	kpp:A79E_2879
ko:K05540	kpp:A79E_0443
ko:K14761	kpp:A79E_3776
ko:K03445	kpp:A79E_0042
ko:K08970	kpp:A79E_3860
ko:K00146	kpp:A79E_2776
ko:K02778	kpp:A79E_3131
ko:K02779	kpp:A79E_3131
ko:K10013	kpp:A79E_3727
ko:K02075	kpp:A79E_1063
ko:K02849	kpp:A79E_0146
ko:K15460	kpp:A79E_1202
ko:K00557	kpp:A79E_4934
ko:K10110	kpp:A79E_4771
ko:K00537	kpp:A79E_0803
ko:K02028	kpp:A79E_1126
ko:K02029	kpp:A79E_1126
ko:K04783	kpp:A79E_1702
ko:K08172	kpp:A79E_1649
ko:K02485	kpp:A79E_2033
ko:K15773	kpp:A79E_2559
ko:K04028	kpp:A79E_1309
ko:K08194	kpp:A79E_0012
ko:K00879	kpp:A79E_0940
ko:K02030	kpp:A79E_2350
ko:K02030	kpp:A79E_2402
ko:K02030	kpp:A79E_2468
ko:K02030	kpp:A79E_3991
ko:K02006	kpp:A79E_0925
ko:K06016	kpp:A79E_3276
ko:K06016	kpp:A79E_3676
ko:K02030	kpp:A79E_2354
ko:K02029	kpp:A79E_3670
ko:K02029	kpp:A79E_3671
ko:K09472	kpp:A79E_3215
ko:K16868	kpp:A79E_2308
ko:K03767	kpp:A79E_0362
ko:K16839	kpp:A79E_2563
ko:K16842	kpp:A79E_2448
ko:K00355	kpp:A79E_4397
ko:K09810	kpp:A79E_3116
ko:K04781	kpp:A79E_1711
ko:K03779	kpp:A79E_0473
ko:K07245	kpp:A79E_1875
ko:K06075	kpp:A79E_2750
ko:K07358	kpp:A79E_0820
ko:K08302	kpp:A79E_0570
ko:K08316	kpp:A79E_0283
ko:K00151	kpp:A79E_4365
ko:K10561	kpp:A79E_4980
ko:K01485	kpp:A79E_0360
ko:K16370	kpp:A79E_0569
ko:K00108	kpp:A79E_3657
ko:K02050	kpp:A79E_2137
ko:K02051	kpp:A79E_2136
ko:K16841	kpp:A79E_2447
ko:K01834	kpp:A79E_3477
ko:K02008	kpp:A79E_0924
ko:K06970	kpp:A79E_3405
ko:K11382	kpp:A79E_2510
ko:K02749	kpp:A79E_2539
ko:K02750	kpp:A79E_2539
ko:K02749	kpp:A79E_0098
ko:K02750	kpp:A79E_0098
ko:K16840	kpp:A79E_2561
ko:K14231	kpp:A79E_0717
ko:K14231	kpp:A79E_4669
ko:K14225	kpp:A79E_0790
ko:K14219	kpp:A79E_1071
ko:K14219	kpp:A79E_1074
ko:K14219	kpp:A79E_1073
ko:K14219	kpp:A79E_1072
ko:K14224	kpp:A79E_1188
ko:K14224	kpp:A79E_4931
ko:K14224	kpp:A79E_4841
ko:K14224	kpp:A79E_5028
ko:K14224	kpp:A79E_4796
ko:K14224	kpp:A79E_4411
ko:K14229	kpp:A79E_1347
ko:K14229	kpp:A79E_3484
ko:K14229	kpp:A79E_3485
ko:K14229	kpp:A79E_3487
ko:K14229	kpp:A79E_3483
ko:K14237	kpp:A79E_1348
ko:K14237	kpp:A79E_1350
ko:K14237	kpp:A79E_1349
ko:K14237	kpp:A79E_3486
ko:K14218	kpp:A79E_1354
ko:K14218	kpp:A79E_1355
ko:K14219	kpp:A79E_1372
ko:K14232	kpp:A79E_1477
ko:K14220	kpp:A79E_1744
ko:K14220	kpp:A79E_1797
ko:K14220	kpp:A79E_1747
ko:K14220	kpp:A79E_1767
ko:K17213	kpp:A79E_3749
ko:K14233	kpp:A79E_1799
ko:K14223	kpp:A79E_3549
ko:K14223	kpp:A79E_3550
ko:K14219	kpp:A79E_3774
ko:K14234	kpp:A79E_4011
ko:K06075	kpp:A79E_2267
ko:K11070	kpp:A79E_3099
ko:K17214	kpp:A79E_3747
ko:K17195	kpp:A79E_2489
ko:K17195	kpp:A79E_2521
ko:K00371	kpp:A79E_2364
ko:K00374	kpp:A79E_2362
ko:K00373	kpp:A79E_2363
ko:K02030	kpp:A79E_2145
ko:K14232	kpp:A79E_0214
ko:K01980	kpp:A79E_0433
ko:K01980	kpp:A79E_4839
ko:K14238	kpp:A79E_0093
ko:K01980	kpp:A79E_4072
ko:K01980	kpp:A79E_5026
ko:K01980	kpp:A79E_4409
ko:K01980	kpp:A79E_1189
ko:K01980	kpp:A79E_4794
ko:K01980	kpp:A79E_4929
ko:K01985	kpp:A79E_0434
ko:K01985	kpp:A79E_4928
ko:K01985	kpp:A79E_4408
ko:K01985	kpp:A79E_4071
ko:K01985	kpp:A79E_1190
ko:K01985	kpp:A79E_5025
ko:K01985	kpp:A79E_4793
ko:K01985	kpp:A79E_4838
ko:K02503	kpp:A79E_3130
ko:K01985	kpp:A79E_0436
ko:K14228	kpp:A79E_0526
ko:K14230	kpp:A79E_0641
ko:K14225	kpp:A79E_1822
ko:K14225	kpp:A79E_4629
ko:K14225	kpp:A79E_4630
ko:K14225	kpp:A79E_4631
ko:K14222	kpp:A79E_1823
ko:K14228	kpp:A79E_1824
ko:K14236	kpp:A79E_2029
ko:K14236	kpp:A79E_4833
ko:K14236	kpp:A79E_2030
ko:K14237	kpp:A79E_2243
ko:K14237	kpp:A79E_2244
ko:K14233	kpp:A79E_3177
ko:K14233	kpp:A79E_3181
ko:K14233	kpp:A79E_3239
ko:K14230	kpp:A79E_3544
ko:K14230	kpp:A79E_3548
ko:K14228	kpp:A79E_3545
ko:K14223	kpp:A79E_3546
ko:K14223	kpp:A79E_3547
ko:K14221	kpp:A79E_4059
ko:K14221	kpp:A79E_4070
ko:K14221	kpp:A79E_4927
ko:K14218	kpp:A79E_4073
ko:K14227	kpp:A79E_4074
ko:K14228	kpp:A79E_4321
ko:K14228	kpp:A79E_4322
ko:K14228	kpp:A79E_4889
ko:K14228	kpp:A79E_4323
ko:K14228	kpp:A79E_4510
ko:K14225	kpp:A79E_4832
ko:K14234	kpp:A79E_4834
ko:K14232	kpp:A79E_4888
ko:K14226	kpp:A79E_4890
ko:K14219	kpp:A79E_4891
ko:K14235	kpp:A79E_4926
ko:K17202	kpp:A79E_3644
ko:K17247	kpp:A79E_0450
ko:K12255	kpp:A79E_1130
ko:K01977	kpp:A79E_0432
ko:K01977	kpp:A79E_4412
ko:K01977	kpp:A79E_4075
ko:K01977	kpp:A79E_4842
ko:K01977	kpp:A79E_4797
ko:K01977	kpp:A79E_5029
ko:K01977	kpp:A79E_4932
ko:K01977	kpp:A79E_1187
ko:K14234	kpp:A79E_0435
ko:K14234	kpp:A79E_4831
ko:K14230	kpp:A79E_0532
ko:K14230	kpp:A79E_0929
ko:K14230	kpp:A79E_0930
ko:K13923	kpp:A79E_0897
ko:K10441	kpp:A79E_3600
ko:K03457	kpp:A79E_2445
ko:K00370	kpp:A79E_2365
ko:K02028	kpp:A79E_3992
ko:K02028	kpp:A79E_3669
ko:K02030	kpp:A79E_1127
ko:K04091	kpp:A79E_3270
ko:K19611	kpp:A79E_4740
ko:K10038	kpp:A79E_3403
ko:K03574	kpp:A79E_4196
ko:K01582	kpp:A79E_3758
ko:K01582	kpp:A79E_4091
ko:K01897	kpp:A79E_1911
ko:K10439	kpp:A79E_5034
ko:K06218	kpp:A79E_4553
ko:K00073	kpp:A79E_3790
ko:K03457	kpp:A79E_2893
ko:K03559	kpp:A79E_0697
ko:K10439	kpp:A79E_3599
ko:K00265	kpp:A79E_0489
ko:K00040	kpp:A79E_2649
ko:K00951	kpp:A79E_0971
ko:K17713	kpp:A79E_1259
ko:K17203	kpp:A79E_3647
ko:K17204	kpp:A79E_3646
ko:K04091	kpp:A79E_0948
ko:K15555	kpp:A79E_3272
ko:K02028	kpp:A79E_2353
ko:K02028	kpp:A79E_2471
ko:K14233	kpp:A79E_1070
ko:K02010	kpp:A79E_2358
ko:K17215	kpp:A79E_3748
ko:K02029	kpp:A79E_2146
ko:K01990	kpp:A79E_4161
ko:K11607	kpp:A79E_1729
ko:K01992	kpp:A79E_4160
ko:K00813	kpp:A79E_3282
ko:K05601	kpp:A79E_3333
ko:K17686	kpp:A79E_3816
ko:K10111	kpp:A79E_3856
ko:K01739	kpp:A79E_4955
ko:K19789	kpp:A79E_1486
ko:K03292	kpp:A79E_4435
ko:K02058	kpp:A79E_4401
ko:K03292	kpp:A79E_0094
ko:K01130	kpp:A79E_3723
ko:K02778	kpp:A79E_3849
ko:K02058	kpp:A79E_4577
ko:K03892	kpp:A79E_0801
ko:K01791	kpp:A79E_4902
ko:K01840	kpp:A79E_1610
ko:K00839	kpp:A79E_2472
ko:K08485	kpp:A79E_0497
ko:K02614	kpp:A79E_2762
ko:K04749	kpp:A79E_2846
ko:K07459	kpp:A79E_3329
ko:K03566	kpp:A79E_2919
ko:K06518	kpp:A79E_4719
ko:K03566	kpp:A79E_1654
ko:K03566	kpp:A79E_3651
ko:K19745	kpp:A79E_1764
ko:K13638	kpp:A79E_0419
ko:K13695	kpp:A79E_2074
ko:K02809	kpp:A79E_3743
ko:K02810	kpp:A79E_3743
ko:K02477	kpp:A79E_1541
ko:K01497	kpp:A79E_2907
ko:K00632	kpp:A79E_4848
ko:K01187	kpp:A79E_3941
ko:K08194	kpp:A79E_2115
ko:K08194	kpp:A79E_4230
ko:K00146	kpp:A79E_3714
ko:K06518	kpp:A79E_1522
ko:K17758	kpp:A79E_4627
ko:K17759	kpp:A79E_4627
ko:K00344	kpp:A79E_4752
ko:K00632	kpp:A79E_1377
ko:K03772	kpp:A79E_0378
ko:K04757	kpp:A79E_2845
ko:K04749	kpp:A79E_3237
ko:K03566	kpp:A79E_0935
ko:K01139	kpp:A79E_0115
ko:K00254	kpp:A79E_3267
ko:K01183	kpp:A79E_2986
ko:K02477	kpp:A79E_1364
ko:K11928	kpp:A79E_3190
ko:K00661	kpp:A79E_3840
ko:K01187	kpp:A79E_3388
ko:K17737	kpp:A79E_2200
ko:K02032	kpp:A79E_3663
ko:K02032	kpp:A79E_3678
ko:K18140	kpp:A79E_0441
ko:K03585	kpp:A79E_3836
