ko:K18929	ahy:AHML_13595
ko:K07552	ahy:AHML_04315
ko:K03790	ahy:AHML_04330
ko:K03817	ahy:AHML_04335
ko:K08162	ahy:AHML_04350
ko:K07791	ahy:AHML_04360
ko:K01744	ahy:AHML_04365
ko:K07113	ahy:AHML_04370
ko:K04078	ahy:AHML_04380
ko:K04077	ahy:AHML_04385
ko:K07278	ahy:AHML_08600
ko:K09800	ahy:AHML_08605
ko:K05809	ahy:AHML_08615
ko:K08309	ahy:AHML_08625
ko:K02529	ahy:AHML_08630
ko:K10806	ahy:AHML_08640
ko:K08307	ahy:AHML_08655
ko:K03271	ahy:AHML_08695
ko:K07157	ahy:AHML_08725
ko:K07685	ahy:AHML_08730
ko:K07674	ahy:AHML_08735
ko:K03639	ahy:AHML_08740
ko:K02572	ahy:AHML_08745
ko:K02570	ahy:AHML_08750
ko:K02567	ahy:AHML_08755
ko:K02573	ahy:AHML_08760
ko:K02568	ahy:AHML_08770
ko:K03638	ahy:AHML_08780
ko:K03637	ahy:AHML_08785
ko:K03636	ahy:AHML_08790
ko:K02020	ahy:AHML_08800
ko:K02018	ahy:AHML_08805
ko:K03750	ahy:AHML_08825
ko:K01495	ahy:AHML_08830
ko:K01938	ahy:AHML_08840
ko:K05796	ahy:AHML_13250
ko:K03549	ahy:AHML_13260
ko:K12138	ahy:AHML_13275
ko:K15830	ahy:AHML_13280
ko:K12143	ahy:AHML_13285
ko:K15834	ahy:AHML_13295
ko:K08315	ahy:AHML_13300
ko:K01042	ahy:AHML_13305
ko:K03833	ahy:AHML_13310
ko:K04656	ahy:AHML_13315
ko:K04653	ahy:AHML_13320
ko:K04654	ahy:AHML_13325
ko:K04651	ahy:AHML_13335
ko:K02034	ahy:AHML_13360
ko:K03407	ahy:AHML_13415
ko:K03408	ahy:AHML_13425
ko:K03412	ahy:AHML_13435
ko:K01775	ahy:AHML_13450
ko:K02478	ahy:AHML_17590
ko:K06200	ahy:AHML_17600
ko:K05995	ahy:AHML_17605
ko:K00962	ahy:AHML_17640
ko:K02956	ahy:AHML_17645
ko:K02834	ahy:AHML_17655
ko:K02519	ahy:AHML_17660
ko:K02600	ahy:AHML_17665
ko:K09748	ahy:AHML_17670
ko:K03075	ahy:AHML_17675
ko:K01803	ahy:AHML_17680
ko:K03431	ahy:AHML_17685
ko:K00796	ahy:AHML_17690
ko:K03798	ahy:AHML_17695
ko:K07574	ahy:AHML_17705
ko:K03624	ahy:AHML_17715
ko:K02557	ahy:AHML_17720
ko:K02556	ahy:AHML_17725
ko:K03602	ahy:AHML_17730
ko:K00795	ahy:AHML_17735
ko:K01662	ahy:AHML_17740
ko:K02034	ahy:AHML_17745
ko:K01095	ahy:AHML_17765
ko:K00946	ahy:AHML_17770
ko:K03625	ahy:AHML_17775
ko:K00794	ahy:AHML_17780
ko:K14652	ahy:AHML_17795
ko:K00793	ahy:AHML_17800
ko:K11752	ahy:AHML_17805
ko:K07738	ahy:AHML_17810
ko:K00600	ahy:AHML_17825
ko:K03533	ahy:AHML_17840
ko:K01915	ahy:AHML_21800
ko:K06204	ahy:AHML_21805
ko:K05805	ahy:AHML_21820
ko:K03778	ahy:AHML_21825
ko:K04046	ahy:AHML_21830
ko:K07661	ahy:AHML_21865
ko:K07639	ahy:AHML_21870
ko:K00029	ahy:AHML_21880
ko:K02909	ahy:AHML_21890
ko:K04066	ahy:AHML_21895
ko:K01754	ahy:AHML_21910
ko:K01687	ahy:AHML_21915
ko:K00826	ahy:AHML_21920
ko:K11258	ahy:AHML_21925
ko:K01652	ahy:AHML_21930
ko:K07391	ahy:AHML_21935
ko:K08281	ahy:AHML_21960
ko:K00763	ahy:AHML_21965
ko:K02044	ahy:AHML_21970
ko:K02041	ahy:AHML_21975
ko:K02042	ahy:AHML_21980
ko:K03673	ahy:AHML_21985
ko:K09896	ahy:AHML_22000
ko:K00762	ahy:AHML_22020
ko:K00989	ahy:AHML_22025
ko:K07270	ahy:AHML_22050
ko:K03274	ahy:AHML_22065
ko:K01897	ahy:AHML_03705
ko:K02484	ahy:AHML_03870
ko:K14219	ahy:AHML_t22322
ko:K14234	ahy:AHML_t22366
ko:K14227	ahy:AHML_t22336
ko:K14227	ahy:AHML_t22530
ko:K14227	ahy:AHML_t22524
ko:K14218	ahy:AHML_t22338
ko:K14218	ahy:AHML_t22522
ko:K14218	ahy:AHML_t22528
ko:K14237	ahy:AHML_t22396
ko:K14225	ahy:AHML_t22416
ko:K14225	ahy:AHML_t22464
ko:K14225	ahy:AHML_t22462
ko:K14225	ahy:AHML_t22460
ko:K14225	ahy:AHML_t22426
ko:K14225	ahy:AHML_t22466
ko:K14225	ahy:AHML_t22458
ko:K14221	ahy:AHML_t22344
ko:K14221	ahy:AHML_t22348
ko:K14221	ahy:AHML_t22542
ko:K14221	ahy:AHML_t22526
ko:K14230	ahy:AHML_t22350
ko:K14236	ahy:AHML_t22356
ko:K14236	ahy:AHML_t22368
ko:K14236	ahy:AHML_t22358
ko:K14236	ahy:AHML_t22536
ko:K14236	ahy:AHML_t22370
ko:K14233	ahy:AHML_t22362
ko:K14233	ahy:AHML_t22410
ko:K14233	ahy:AHML_t22364
ko:K14233	ahy:AHML_t22372
ko:K14233	ahy:AHML_t22374
ko:K14233	ahy:AHML_t22402
ko:K14237	ahy:AHML_t22398
ko:K14237	ahy:AHML_t22400
ko:K14237	ahy:AHML_t22474
ko:K14237	ahy:AHML_t22482
ko:K14237	ahy:AHML_t22478
ko:K14237	ahy:AHML_t22486
ko:K14222	ahy:AHML_t22414
ko:K14222	ahy:AHML_t22424
ko:K14225	ahy:AHML_t22422
ko:K14223	ahy:AHML_t22428
ko:K14223	ahy:AHML_t22436
ko:K14223	ahy:AHML_t22432
ko:K14223	ahy:AHML_t22434
ko:K14223	ahy:AHML_t22440
ko:K14229	ahy:AHML_t22476
ko:K14229	ahy:AHML_t22480
ko:K14229	ahy:AHML_t22488
ko:K14229	ahy:AHML_t22484
ko:K14228	ahy:AHML_t22490
ko:K14235	ahy:AHML_t22532
ko:K14235	ahy:AHML_t22538
ko:K14232	ahy:AHML_t22540
ko:K01990	ahy:AHML_06660
ko:K01990	ahy:AHML_18770
ko:K05601	ahy:AHML_05945
ko:K17686	ahy:AHML_22015
ko:K01739	ahy:AHML_03015
ko:K00813	ahy:AHML_15015
ko:K01533	ahy:AHML_11435
ko:K19789	ahy:AHML_13925
ko:K17837	ahy:AHML_03800
ko:K01069	ahy:AHML_08660
ko:K13695	ahy:AHML_08395
ko:K14059	ahy:AHML_04815
ko:K14742	ahy:AHML_12030
ko:K06518	ahy:AHML_10255
ko:K00537	ahy:AHML_09540
ko:K00971	ahy:AHML_15530
ko:K01187	ahy:AHML_21845
ko:K05799	ahy:AHML_20475
ko:K01485	ahy:AHML_00435
ko:K13638	ahy:AHML_04290
ko:K01487	ahy:AHML_12145
ko:K05540	ahy:AHML_18610
ko:K19745	ahy:AHML_00905
ko:K06518	ahy:AHML_20075
ko:K03767	ahy:AHML_06040
ko:K01658	ahy:AHML_15660
ko:K00254	ahy:AHML_11500
ko:K02477	ahy:AHML_13905
ko:K02477	ahy:AHML_17595
ko:K07459	ahy:AHML_10985
ko:K01840	ahy:AHML_15520
ko:K00632	ahy:AHML_00735
ko:K00018	ahy:AHML_17300
ko:K17758	ahy:AHML_04650
ko:K17759	ahy:AHML_04650
ko:K01467	ahy:AHML_16865
ko:K00632	ahy:AHML_12265
ko:K00661	ahy:AHML_03085
ko:K00661	ahy:AHML_20265
ko:K00661	ahy:AHML_17930
ko:K00661	ahy:AHML_15565
ko:K00087	ahy:AHML_12135
ko:K00884	ahy:AHML_06645
ko:K03566	ahy:AHML_06115
ko:K00209	ahy:AHML_00240
ko:K01183	ahy:AHML_05225
ko:K02809	ahy:AHML_16080
ko:K02810	ahy:AHML_16080
ko:K02477	ahy:AHML_00380
ko:K01497	ahy:AHML_09935
ko:K11928	ahy:AHML_18955
ko:K08485	ahy:AHML_20760
ko:K02794	ahy:AHML_11225
ko:K01046	ahy:AHML_02635
ko:K07481	ahy:AHML_14725
ko:K01659	ahy:AHML_11605
ko:K02031	ahy:AHML_07100
ko:K02032	ahy:AHML_07100
ko:K00956	ahy:AHML_18875
ko:K11747	ahy:AHML_01675
ko:K03973	ahy:AHML_10175
ko:K07645	ahy:AHML_17265
ko:K00020	ahy:AHML_12675
ko:K07814	ahy:AHML_12075
ko:K07814	ahy:AHML_02075
ko:K07814	ahy:AHML_11825
ko:K07483	ahy:AHML_09360
ko:K07506	ahy:AHML_10980
ko:K03719	ahy:AHML_10095
ko:K07812	ahy:AHML_21350
ko:K07497	ahy:AHML_04935
ko:K01582	ahy:AHML_06345
ko:K02769	ahy:AHML_07675
ko:K03719	ahy:AHML_19070
ko:K03585	ahy:AHML_00110
ko:K18138	ahy:AHML_00105
ko:K03772	ahy:AHML_05355
ko:K00557	ahy:AHML_21860
ko:K03719	ahy:AHML_20260
ko:K03719	ahy:AHML_14935
ko:K00879	ahy:AHML_07120
ko:K05281	ahy:AHML_16350
ko:K03605	ahy:AHML_13380
ko:K02031	ahy:AHML_17760
ko:K02032	ahy:AHML_17760
ko:K22227	ahy:AHML_07050
ko:K02476	ahy:AHML_10690
ko:K00428	ahy:AHML_03835
ko:K07304	ahy:AHML_08585
ko:K05837	ahy:AHML_17425
ko:K03413	ahy:AHML_13405
ko:K16087	ahy:AHML_13490
ko:K03824	ahy:AHML_17480
ko:K03317	ahy:AHML_05135
ko:K02406	ahy:AHML_09365
ko:K03406	ahy:AHML_13960
ko:K12266	ahy:AHML_05650
ko:K06920	ahy:AHML_05765
ko:K10026	ahy:AHML_05770
ko:K01724	ahy:AHML_10200
ko:K07263	ahy:AHML_10510
ko:K11939	ahy:AHML_14930
ko:K02238	ahy:AHML_14995
ko:K03286	ahy:AHML_02180
ko:K03837	ahy:AHML_02325
ko:K03311	ahy:AHML_19325
ko:K08325	ahy:AHML_02595
ko:K00973	ahy:AHML_15505
ko:K07733	ahy:AHML_07070
ko:K18138	ahy:AHML_15985
ko:K03566	ahy:AHML_21160
ko:K00138	ahy:AHML_06595
ko:K21430	ahy:AHML_05580
ko:K15852	ahy:AHML_02850
ko:K18446	ahy:AHML_20025
ko:K11904	ahy:AHML_10030
ko:K11904	ahy:AHML_05975
ko:K01801	ahy:AHML_14105
ko:K18555	ahy:AHML_01435
ko:K00681	ahy:AHML_16440
ko:K02030	ahy:AHML_14590
ko:K02344	ahy:AHML_03720
ko:K02030	ahy:AHML_19035
ko:K07794	ahy:AHML_10705
ko:K18676	ahy:AHML_16685
ko:K22015	ahy:AHML_13240
ko:K22015	ahy:AHML_13245
ko:K18691	ahy:AHML_09735
ko:K18765	ahy:AHML_01890
ko:K18697	ahy:AHML_14125
ko:K02847	ahy:AHML_22055
ko:K18927	ahy:AHML_09885
ko:K03790	ahy:AHML_06385
ko:K18889	ahy:AHML_10830
ko:K18890	ahy:AHML_10840
ko:K20862	ahy:AHML_02455
ko:K20881	ahy:AHML_02980
ko:K18800	ahy:AHML_09510
ko:K18778	ahy:AHML_20525
ko:K18657	ahy:AHML_11505
ko:K15773	ahy:AHML_00275
ko:K18850	ahy:AHML_07640
ko:K18930	ahy:AHML_13585
ko:K07389	ahy:AHML_07365
ko:K03746	ahy:AHML_16160
ko:K03496	ahy:AHML_07520
ko:K08722	ahy:AHML_12865
ko:K15269	ahy:AHML_08535
ko:K03169	ahy:AHML_21340
ko:K05785	ahy:AHML_04615
ko:K03496	ahy:AHML_21575
ko:K03111	ahy:AHML_04825
ko:K03674	ahy:AHML_13935
ko:K03497	ahy:AHML_22230
ko:K03496	ahy:AHML_22235
ko:K03503	ahy:AHML_05700
ko:K03746	ahy:AHML_10000
ko:K03746	ahy:AHML_14900
ko:K03646	ahy:AHML_19165
ko:K10748	ahy:AHML_15445
ko:K19055	ahy:AHML_20385
ko:K07483	ahy:AHML_13475
ko:K07483	ahy:AHML_14720
ko:K07483	ahy:AHML_14770
ko:K07483	ahy:AHML_13470
ko:K08642	ahy:AHML_06855
ko:K03976	ahy:AHML_20045
ko:K01872	ahy:AHML_03635
ko:K00335	ahy:AHML_09790
ko:K03526	ahy:AHML_09705
ko:K19000	ahy:AHML_00500
ko:K02663	ahy:AHML_17115
ko:K07505	ahy:AHML_12975
ko:K18979	ahy:AHML_04645
ko:K20801	ahy:AHML_09870
ko:K07497	ahy:AHML_13485
ko:K02664	ahy:AHML_17110
ko:K19226	ahy:AHML_10155
ko:K02030	ahy:AHML_03140
ko:K11748	ahy:AHML_01680
ko:K02777	ahy:AHML_16390
ko:K19213	ahy:AHML_22170
ko:K02257	ahy:AHML_15895
ko:K01154	ahy:AHML_07810
ko:K19228	ahy:AHML_10145
ko:K01710	ahy:AHML_15595
ko:K22468	ahy:AHML_05590
ko:K22468	ahy:AHML_09175
ko:K07319	ahy:AHML_04945
ko:K19125	ahy:AHML_15725
ko:K00336	ahy:AHML_09785
ko:K10953	ahy:AHML_07370
ko:K02030	ahy:AHML_20140
ko:K19235	ahy:AHML_17535
ko:K19235	ahy:AHML_18960
ko:K19236	ahy:AHML_06925
ko:K07497	ahy:AHML_09355
ko:K07497	ahy:AHML_14710
ko:K19265	ahy:AHML_21635
ko:K01992	ahy:AHML_02505
ko:K01992	ahy:AHML_18590
ko:K03722	ahy:AHML_12035
ko:K03722	ahy:AHML_15030
ko:K08604	ahy:AHML_04340
ko:K00638	ahy:AHML_00165
ko:K00638	ahy:AHML_19250
ko:K19334	ahy:AHML_18975
ko:K19337	ahy:AHML_07325
ko:K19270	ahy:AHML_17320
ko:K02031	ahy:AHML_16670
ko:K19302	ahy:AHML_04485
ko:K19270	ahy:AHML_12445
ko:K08646	ahy:AHML_14405
ko:K19304	ahy:AHML_19800
ko:K19416	ahy:AHML_14175
ko:K02475	ahy:AHML_10695
ko:K02031	ahy:AHML_18285
ko:K01096	ahy:AHML_14225
ko:K02495	ahy:AHML_01340
ko:K02483	ahy:AHML_03875
ko:K13695	ahy:AHML_06905
ko:K02030	ahy:AHML_20935
ko:K02650	ahy:AHML_20500
ko:K19659	ahy:AHML_10855
ko:K10024	ahy:AHML_09255
ko:K00525	ahy:AHML_04420
ko:K15852	ahy:AHML_22145
ko:K00992	ahy:AHML_04790
ko:K19694	ahy:AHML_16650
ko:K13060	ahy:AHML_02845
ko:K07666	ahy:AHML_17260
ko:K01214	ahy:AHML_19115
ko:K10913	ahy:AHML_18780
ko:K00799	ahy:AHML_06440
ko:K07119	ahy:AHML_19095
ko:K15777	ahy:AHML_16225
ko:K00995	ahy:AHML_14830
ko:K06132	ahy:AHML_01790
ko:K07147	ahy:AHML_21385
ko:K19804	ahy:AHML_09960
ko:K12137	ahy:AHML_13270
ko:K07497	ahy:AHML_13465
ko:K07497	ahy:AHML_14775
ko:K19803	ahy:AHML_18655
ko:K07274	ahy:AHML_09185
ko:K07662	ahy:AHML_00980
ko:K21636	ahy:AHML_06520
ko:K08723	ahy:AHML_11005
ko:K20038	ahy:AHML_07230
ko:K09796	ahy:AHML_19235
ko:K07484	ahy:AHML_14800
ko:K07686	ahy:AHML_15085
ko:K02030	ahy:AHML_14585
ko:K00507	ahy:AHML_01795
ko:K20534	ahy:AHML_06460
ko:K19591	ahy:AHML_22010
ko:K07183	ahy:AHML_18210
ko:K02081	ahy:AHML_04145
ko:K20755	ahy:AHML_14260
ko:K01214	ahy:AHML_10995
ko:K02790	ahy:AHML_07725
ko:K02791	ahy:AHML_07725
ko:K11751	ahy:AHML_05380
ko:K01200	ahy:AHML_03225
ko:K21029	ahy:AHML_08820
ko:K21053	ahy:AHML_14070
ko:K21021	ahy:AHML_10215
ko:K00821	ahy:AHML_17050
ko:K21028	ahy:AHML_18460
ko:K21024	ahy:AHML_04395
ko:K08968	ahy:AHML_11470
ko:K21218	ahy:AHML_14015
ko:K02335	ahy:AHML_01010
ko:K01520	ahy:AHML_00820
ko:K06919	ahy:AHML_07180
ko:K03546	ahy:AHML_16415
ko:K00560	ahy:AHML_03465
ko:K06919	ahy:AHML_12650
ko:K06866	ahy:AHML_16910
ko:K06223	ahy:AHML_17080
ko:K02316	ahy:AHML_04250
ko:K06217	ahy:AHML_17360
ko:K14059	ahy:AHML_13510
ko:K01185	ahy:AHML_04975
ko:K07451	ahy:AHML_04990
ko:K00287	ahy:AHML_18030
ko:K02314	ahy:AHML_05400
ko:K00857	ahy:AHML_10010
ko:K02315	ahy:AHML_18580
ko:K06905	ahy:AHML_14690
ko:K06919	ahy:AHML_14805
ko:K04068	ahy:AHML_06525
ko:K00525	ahy:AHML_11265
ko:K02483	ahy:AHML_20975
ko:K02031	ahy:AHML_13355
ko:K01139	ahy:AHML_00175
ko:K02482	ahy:AHML_16560
ko:K11527	ahy:AHML_02080
ko:K04772	ahy:AHML_20705
ko:K02483	ahy:AHML_21365
ko:K21217	ahy:AHML_03390
ko:K03892	ahy:AHML_09530
ko:K21405	ahy:AHML_06600
ko:K21420	ahy:AHML_10070
ko:K21470	ahy:AHML_06475
ko:K21563	ahy:AHML_05640
ko:K21606	ahy:AHML_18340
ko:K00344	ahy:AHML_03680
ko:K21712	ahy:AHML_03125
ko:K21936	ahy:AHML_13035
ko:K21965	ahy:AHML_00350
ko:K21966	ahy:AHML_00345
ko:K21968	ahy:AHML_00335
ko:K21964	ahy:AHML_00355
ko:K21967	ahy:AHML_00340
ko:K22051	ahy:AHML_17175
ko:K22132	ahy:AHML_22110
ko:K03595	ahy:AHML_04085
ko:K22105	ahy:AHML_01800
ko:K10948	ahy:AHML_08400
ko:K22042	ahy:AHML_03485
ko:K22292	ahy:AHML_11270
ko:K01505	ahy:AHML_01895
ko:K11206	ahy:AHML_02020
ko:K22491	ahy:AHML_05885
ko:K00424	ahy:AHML_09025
ko:K22452	ahy:AHML_16880
ko:K00424	ahy:AHML_19190
ko:K01007	ahy:AHML_14280
