ko:K00602	bcb:BCB4264_A0344
ko:K17910	bcb:BCB4264_A1431
ko:K02172	bcb:BCB4264_A1111
ko:K00663	bcb:BCB4264_A2964
ko:K05396	bcb:BCB4264_A3235
ko:K07145	bcb:BCB4264_A4651
ko:K07145	bcb:BCB4264_A2988
ko:K21472	bcb:BCB4264_A5117
ko:K02809	bcb:BCB4264_A0810
ko:K02810	bcb:BCB4264_A0810
ko:K06880	bcb:BCB4264_A3226
ko:K06880	bcb:BCB4264_A3148
ko:K18118	bcb:BCB4264_A1863
ko:K21993	bcb:BCB4264_A3826
ko:K18231	bcb:BCB4264_A5296
ko:K18234	bcb:BCB4264_A2653
ko:K19302	bcb:BCB4264_A2676
ko:K03575	bcb:BCB4264_A0525
ko:K16509	bcb:BCB4264_A3621
ko:K06284	bcb:BCB4264_A2600
ko:K02003	bcb:BCB4264_A4950
ko:K10536	bcb:BCB4264_A2450
ko:K06284	bcb:BCB4264_A2453
ko:K06312	bcb:BCB4264_A2491
ko:K03588	bcb:BCB4264_A2493
ko:K19449	bcb:BCB4264_A1333
ko:K03761	bcb:BCB4264_A0964
ko:K06372	bcb:BCB4264_A1334
ko:K21113	bcb:BCB4264_A2656
ko:K10680	bcb:BCB4264_A3755
ko:K07260	bcb:BCB4264_A4622
ko:K18346	bcb:BCB4264_A3002
ko:K22579	bcb:BCB4264_A3108
ko:K03742	bcb:BCB4264_A3879
ko:K01585	bcb:BCB4264_A4065
ko:K12555	bcb:BCB4264_A1510
ko:K12555	bcb:BCB4264_A1102
ko:K18640	bcb:BCB4264_A2752
ko:K06896	bcb:BCB4264_A0429
ko:K09124	bcb:BCB4264_A0971
ko:K07316	bcb:BCB4264_A0972
ko:K02086	bcb:BCB4264_A1602
ko:K10773	bcb:BCB4264_A1603
ko:K05366	bcb:BCB4264_A1605
ko:K00016	bcb:BCB4264_A1927
ko:K00274	bcb:BCB4264_A1928
ko:K01995	bcb:BCB4264_A1932
ko:K02015	bcb:BCB4264_A0653
ko:K02015	bcb:BCB4264_A0654
ko:K02013	bcb:BCB4264_A0655
ko:K00639	bcb:BCB4264_A0657
ko:K03153	bcb:BCB4264_A0787
ko:K03154	bcb:BCB4264_A0788
ko:K03149	bcb:BCB4264_A0789
ko:K01546	bcb:BCB4264_A0797
ko:K01547	bcb:BCB4264_A0798
ko:K01548	bcb:BCB4264_A0799
ko:K07646	bcb:BCB4264_A0800
ko:K06901	bcb:BCB4264_A0804
ko:K03790	bcb:BCB4264_A0992
ko:K09167	bcb:BCB4264_A1090
ko:K08981	bcb:BCB4264_A1091
ko:K09167	bcb:BCB4264_A1099
ko:K08981	bcb:BCB4264_A1100
ko:K01599	bcb:BCB4264_A1103
ko:K01772	bcb:BCB4264_A1104
ko:K00231	bcb:BCB4264_A1105
ko:K07004	bcb:BCB4264_A1107
ko:K09607	bcb:BCB4264_A1335
ko:K11071	bcb:BCB4264_A1338
ko:K11070	bcb:BCB4264_A1339
ko:K11069	bcb:BCB4264_A1340
ko:K06180	bcb:BCB4264_A1344
ko:K11473	bcb:BCB4264_A1347
ko:K02647	bcb:BCB4264_A1349
ko:K00782	bcb:BCB4264_A1356
ko:K02598	bcb:BCB4264_A1359
ko:K03327	bcb:BCB4264_A1435
ko:K06153	bcb:BCB4264_A1436
ko:K03700	bcb:BCB4264_A1606
ko:K03469	bcb:BCB4264_A1659
ko:K03469	bcb:BCB4264_A1663
ko:K03704	bcb:BCB4264_A1666
ko:K09190	bcb:BCB4264_A1667
ko:K03308	bcb:BCB4264_A1841
ko:K07304	bcb:BCB4264_A1848
ko:K00826	bcb:BCB4264_A1850
ko:K01652	bcb:BCB4264_A1851
ko:K01653	bcb:BCB4264_A1852
ko:K00053	bcb:BCB4264_A1853
ko:K01687	bcb:BCB4264_A1854
ko:K01754	bcb:BCB4264_A1855
ko:K07282	bcb:BCB4264_A1856
ko:K07150	bcb:BCB4264_A1857
ko:K15580	bcb:BCB4264_A1867
ko:K07078	bcb:BCB4264_A1957
ko:K00059	bcb:BCB4264_A1964
ko:K07006	bcb:BCB4264_A1969
ko:K00003	bcb:BCB4264_A1970
ko:K01733	bcb:BCB4264_A1971
ko:K00872	bcb:BCB4264_A1972
ko:K07507	bcb:BCB4264_A1981
ko:K06895	bcb:BCB4264_A1991
ko:K07001	bcb:BCB4264_A1994
ko:K18672	bcb:BCB4264_A0187
ko:K18707	bcb:BCB4264_A4429
ko:K18692	bcb:BCB4264_A4403
ko:K03740	bcb:BCB4264_A1421
ko:K03739	bcb:BCB4264_A1423
ko:K06373	bcb:BCB4264_A1525
ko:K06374	bcb:BCB4264_A1526
ko:K06178	bcb:BCB4264_A1527
ko:K00208	bcb:BCB4264_A1272
ko:K07399	bcb:BCB4264_A1529
ko:K07775	bcb:BCB4264_A1531
ko:K07651	bcb:BCB4264_A1532
ko:K05337	bcb:BCB4264_A1538
ko:K03654	bcb:BCB4264_A1540
ko:K07052	bcb:BCB4264_A1541
ko:K03923	bcb:BCB4264_A0893
ko:K08152	bcb:BCB4264_A0896
ko:K05520	bcb:BCB4264_A0898
ko:K03781	bcb:BCB4264_A0899
ko:K07697	bcb:BCB4264_A1392
ko:K06920	bcb:BCB4264_A1394
ko:K01737	bcb:BCB4264_A1395
ko:K10026	bcb:BCB4264_A1396
ko:K03647	bcb:BCB4264_A1404
ko:K03367	bcb:BCB4264_A1424
ko:K18929	bcb:BCB4264_A1355
ko:K18928	bcb:BCB4264_A1354
ko:K18924	bcb:BCB4264_A4324
ko:K18925	bcb:BCB4264_A4325
ko:K03790	bcb:BCB4264_A3009
ko:K18907	bcb:BCB4264_A2693
ko:K03790	bcb:BCB4264_A3069
ko:K03790	bcb:BCB4264_A2860
ko:K03790	bcb:BCB4264_A2385
ko:K11102	bcb:BCB4264_A1487
ko:K03758	bcb:BCB4264_A0901
ko:K01776	bcb:BCB4264_A0903
ko:K02035	bcb:BCB4264_A1240
ko:K06131	bcb:BCB4264_A1245
ko:K08602	bcb:BCB4264_A1247
ko:K06886	bcb:BCB4264_A1250
ko:K07816	bcb:BCB4264_A1253
ko:K00858	bcb:BCB4264_A1254
ko:K06180	bcb:BCB4264_A1255
ko:K03311	bcb:BCB4264_A1497
ko:K05916	bcb:BCB4264_A1504
ko:K03306	bcb:BCB4264_A1508
ko:K07220	bcb:BCB4264_A1509
ko:K03784	bcb:BCB4264_A1518
ko:K04564	bcb:BCB4264_A1523
ko:K02417	bcb:BCB4264_A1697
ko:K00575	bcb:BCB4264_A1700
ko:K09770	bcb:BCB4264_A1702
ko:K02396	bcb:BCB4264_A1704
ko:K02397	bcb:BCB4264_A1705
ko:K02407	bcb:BCB4264_A1706
ko:K02422	bcb:BCB4264_A1707
ko:K02387	bcb:BCB4264_A1709
ko:K02012	bcb:BCB4264_A1753
ko:K02011	bcb:BCB4264_A1754
ko:K01953	bcb:BCB4264_A1767
ko:K03088	bcb:BCB4264_A1768
ko:K03090	bcb:BCB4264_A1033
ko:K03594	bcb:BCB4264_A1034
ko:K03407	bcb:BCB4264_A1037
ko:K01442	bcb:BCB4264_A1046
ko:K03100	bcb:BCB4264_A1191
ko:K00973	bcb:BCB4264_A1267
ko:K01790	bcb:BCB4264_A1268
ko:K00067	bcb:BCB4264_A1270
ko:K00023	bcb:BCB4264_A1368
ko:K03821	bcb:BCB4264_A1369
ko:K02012	bcb:BCB4264_A1374
ko:K02011	bcb:BCB4264_A1376
ko:K05306	bcb:BCB4264_A1377
ko:K03430	bcb:BCB4264_A1378
ko:K09798	bcb:BCB4264_A1385
ko:K07444	bcb:BCB4264_A1617
ko:K01299	bcb:BCB4264_A1620
ko:K01265	bcb:BCB4264_A1623
ko:K03816	bcb:BCB4264_A1626
ko:K07148	bcb:BCB4264_A1628
ko:K03088	bcb:BCB4264_A1685
ko:K03315	bcb:BCB4264_A1780
ko:K01679	bcb:BCB4264_A1783
ko:K05995	bcb:BCB4264_A1788
ko:K06196	bcb:BCB4264_A1792
ko:K01753	bcb:BCB4264_A1796
ko:K06153	bcb:BCB4264_A0714
ko:K03406	bcb:BCB4264_A0715
ko:K03305	bcb:BCB4264_A0721
ko:K03311	bcb:BCB4264_A0722
ko:K03499	bcb:BCB4264_A0733
ko:K02829	bcb:BCB4264_A0734
ko:K02828	bcb:BCB4264_A0735
ko:K03695	bcb:BCB4264_A1223
ko:K00648	bcb:BCB4264_A1228
ko:K09458	bcb:BCB4264_A1229
ko:K03666	bcb:BCB4264_A1691
ko:K07023	bcb:BCB4264_A1692
ko:K02556	bcb:BCB4264_A1693
ko:K02557	bcb:BCB4264_A1694
ko:K03413	bcb:BCB4264_A1695
ko:K03407	bcb:BCB4264_A1696
ko:K00432	bcb:BCB4264_A2131
ko:K03924	bcb:BCB4264_A2134
ko:K00370	bcb:BCB4264_A2135
ko:K00371	bcb:BCB4264_A2136
ko:K00373	bcb:BCB4264_A2137
ko:K00374	bcb:BCB4264_A2138
ko:K03639	bcb:BCB4264_A2140
ko:K03750	bcb:BCB4264_A2142
ko:K01867	bcb:BCB4264_A1232
ko:K02035	bcb:BCB4264_A1234
ko:K06131	bcb:BCB4264_A0662
ko:K03758	bcb:BCB4264_A0665
ko:K03486	bcb:BCB4264_A0666
ko:K02818	bcb:BCB4264_A0667
ko:K02819	bcb:BCB4264_A0667
ko:K01226	bcb:BCB4264_A0668
ko:K03310	bcb:BCB4264_A0673
ko:K02445	bcb:BCB4264_A0692
ko:K02529	bcb:BCB4264_A0696
ko:K00852	bcb:BCB4264_A0697
ko:K06726	bcb:BCB4264_A0698
ko:K10441	bcb:BCB4264_A0699
ko:K10440	bcb:BCB4264_A0700
ko:K10439	bcb:BCB4264_A0701
ko:K00616	bcb:BCB4264_A0702
ko:K01114	bcb:BCB4264_A0707
ko:K02759	bcb:BCB4264_A0844
ko:K02760	bcb:BCB4264_A0845
ko:K02761	bcb:BCB4264_A0846
ko:K02004	bcb:BCB4264_A0850
ko:K02033	bcb:BCB4264_A0854
ko:K02034	bcb:BCB4264_A0855
ko:K03311	bcb:BCB4264_A0856
ko:K10979	bcb:BCB4264_A0862
ko:K09893	bcb:BCB4264_A1137
ko:K06889	bcb:BCB4264_A1165
ko:K06885	bcb:BCB4264_A1167
ko:K03088	bcb:BCB4264_A1169
ko:K03406	bcb:BCB4264_A1178
ko:K01638	bcb:BCB4264_A1181
ko:K01637	bcb:BCB4264_A1182
ko:K03704	bcb:BCB4264_A1185
ko:K02250	bcb:BCB4264_A1189
ko:K03294	bcb:BCB4264_A0872
ko:K07106	bcb:BCB4264_A0876
ko:K00619	bcb:BCB4264_A0884
ko:K07124	bcb:BCB4264_A0885
ko:K01777	bcb:BCB4264_A0943
ko:K03284	bcb:BCB4264_A2040
ko:K07089	bcb:BCB4264_A2041
ko:K09793	bcb:BCB4264_A2049
ko:K03311	bcb:BCB4264_A2053
ko:K06878	bcb:BCB4264_A2054
ko:K06385	bcb:BCB4264_A2057
ko:K06385	bcb:BCB4264_A2065
ko:K01775	bcb:BCB4264_A2070
ko:K00375	bcb:BCB4264_A2075
ko:K00847	bcb:BCB4264_A0808
ko:K01652	bcb:BCB4264_A0920
ko:K01575	bcb:BCB4264_A0921
ko:K03652	bcb:BCB4264_A0922
ko:K01448	bcb:BCB4264_A0940
ko:K03800	bcb:BCB4264_A1121
ko:K02048	bcb:BCB4264_A1125
ko:K02046	bcb:BCB4264_A1126
ko:K02047	bcb:BCB4264_A1127
ko:K02045	bcb:BCB4264_A1128
ko:K03498	bcb:BCB4264_A1442
ko:K00826	bcb:BCB4264_A1449
ko:K01652	bcb:BCB4264_A1450
ko:K01653	bcb:BCB4264_A1451
ko:K00053	bcb:BCB4264_A1452
ko:K01649	bcb:BCB4264_A1453
ko:K00052	bcb:BCB4264_A1454
ko:K01703	bcb:BCB4264_A1455
ko:K01704	bcb:BCB4264_A1456
ko:K02502	bcb:BCB4264_A1457
ko:K00765	bcb:BCB4264_A1458
ko:K00013	bcb:BCB4264_A1459
ko:K01693	bcb:BCB4264_A1460
ko:K02501	bcb:BCB4264_A1461
ko:K01814	bcb:BCB4264_A1462
ko:K02500	bcb:BCB4264_A1463
ko:K01496	bcb:BCB4264_A1464
ko:K01523	bcb:BCB4264_A1465
ko:K04486	bcb:BCB4264_A1466
ko:K01586	bcb:BCB4264_A1473
ko:K00390	bcb:BCB4264_A1476
ko:K00860	bcb:BCB4264_A1478
ko:K00366	bcb:BCB4264_A1479
ko:K03308	bcb:BCB4264_A1484
ko:K00384	bcb:BCB4264_A1550
ko:K01424	bcb:BCB4264_A1551
ko:K12574	bcb:BCB4264_A1676
ko:K02388	bcb:BCB4264_A1710
ko:K02408	bcb:BCB4264_A1711
ko:K02409	bcb:BCB4264_A1712
ko:K02410	bcb:BCB4264_A1713
ko:K02410	bcb:BCB4264_A1714
ko:K02411	bcb:BCB4264_A1715
ko:K02412	bcb:BCB4264_A1716
ko:K02389	bcb:BCB4264_A1719
ko:K02390	bcb:BCB4264_A1720
ko:K03415	bcb:BCB4264_A1723
ko:K02406	bcb:BCB4264_A1725
ko:K03322	bcb:BCB4264_A1874
ko:K07146	bcb:BCB4264_A1875
ko:K00077	bcb:BCB4264_A1877
ko:K01619	bcb:BCB4264_A1895
ko:K03466	bcb:BCB4264_A2089
ko:K06976	bcb:BCB4264_A2110
ko:K01938	bcb:BCB4264_A2117
ko:K03088	bcb:BCB4264_A2124
ko:K03688	bcb:BCB4264_A2127
ko:K01489	bcb:BCB4264_A1898
ko:K01262	bcb:BCB4264_A1906
ko:K03311	bcb:BCB4264_A1915
ko:K03635	bcb:BCB4264_A2143
ko:K03636	bcb:BCB4264_A2144
ko:K02575	bcb:BCB4264_A2145
ko:K07088	bcb:BCB4264_A2146
ko:K00363	bcb:BCB4264_A2151
ko:K00362	bcb:BCB4264_A2152
ko:K07322	bcb:BCB4264_A2153
ko:K00675	bcb:BCB4264_A2157
ko:K06416	bcb:BCB4264_A2160
ko:K06950	bcb:BCB4264_A2172
ko:K01887	bcb:BCB4264_A2181
ko:K01870	bcb:BCB4264_A2186
ko:K02035	bcb:BCB4264_A0945
ko:K02033	bcb:BCB4264_A0946
ko:K02034	bcb:BCB4264_A0947
ko:K02003	bcb:BCB4264_A0952
ko:K07729	bcb:BCB4264_A0957
ko:K03698	bcb:BCB4264_A1052
ko:K15975	bcb:BCB4264_A1053
ko:K01569	bcb:BCB4264_A1062
ko:K02440	bcb:BCB4264_A1065
ko:K00864	bcb:BCB4264_A1066
ko:K00111	bcb:BCB4264_A1067
ko:K03088	bcb:BCB4264_A1071
ko:K01657	bcb:BCB4264_A1291
ko:K01658	bcb:BCB4264_A1292
ko:K00766	bcb:BCB4264_A1293
ko:K01609	bcb:BCB4264_A1294
ko:K01817	bcb:BCB4264_A1295
ko:K01696	bcb:BCB4264_A1296
ko:K01695	bcb:BCB4264_A1297
ko:K03303	bcb:BCB4264_A1300
ko:K09136	bcb:BCB4264_A1311
ko:K00658	bcb:BCB4264_A1313
ko:K00164	bcb:BCB4264_A1314
ko:K00945	bcb:BCB4264_A1552
ko:K02945	bcb:BCB4264_A1553
ko:K01823	bcb:BCB4264_A1554
ko:K05739	bcb:BCB4264_A1557
ko:K03977	bcb:BCB4264_A1559
ko:K00057	bcb:BCB4264_A1560
ko:K06398	bcb:BCB4264_A1565
ko:K03530	bcb:BCB4264_A1566
ko:K01495	bcb:BCB4264_A1567
ko:K03183	bcb:BCB4264_A1569
ko:K00940	bcb:BCB4264_A1571
ko:K01736	bcb:BCB4264_A1572
ko:K01735	bcb:BCB4264_A1573
ko:K00817	bcb:BCB4264_A1574
ko:K06973	bcb:BCB4264_A1584
ko:K02406	bcb:BCB4264_A1726
ko:K01734	bcb:BCB4264_A1589
ko:K00606	bcb:BCB4264_A1595
ko:K01918	bcb:BCB4264_A1596
ko:K01579	bcb:BCB4264_A1597
ko:K01011	bcb:BCB4264_A1634
ko:K02417	bcb:BCB4264_A1728
ko:K02416	bcb:BCB4264_A1729
ko:K02417	bcb:BCB4264_A1730
ko:K02419	bcb:BCB4264_A1732
ko:K02420	bcb:BCB4264_A1733
ko:K02421	bcb:BCB4264_A1734
ko:K02401	bcb:BCB4264_A1735
ko:K02400	bcb:BCB4264_A1736
ko:K02404	bcb:BCB4264_A1737
ko:K02392	bcb:BCB4264_A1738
ko:K09903	bcb:BCB4264_A1808
ko:K11102	bcb:BCB4264_A1810
ko:K01744	bcb:BCB4264_A1811
ko:K07717	bcb:BCB4264_A1813
ko:K07719	bcb:BCB4264_A1814
ko:K01914	bcb:BCB4264_A1819
ko:K00928	bcb:BCB4264_A1821
ko:K00756	bcb:BCB4264_A1897
ko:K01999	bcb:BCB4264_A1931
ko:K01996	bcb:BCB4264_A1933
ko:K01997	bcb:BCB4264_A1934
ko:K01998	bcb:BCB4264_A1935
ko:K00425	bcb:BCB4264_A1943
ko:K00426	bcb:BCB4264_A1944
ko:K06949	bcb:BCB4264_A2010
ko:K03406	bcb:BCB4264_A2011
ko:K04047	bcb:BCB4264_A2015
ko:K00274	bcb:BCB4264_A2020
ko:K00657	bcb:BCB4264_A2024
ko:K09815	bcb:BCB4264_A2025
ko:K02826	bcb:BCB4264_A0737
ko:K04758	bcb:BCB4264_A0749
ko:K02040	bcb:BCB4264_A0750
ko:K02037	bcb:BCB4264_A0751
ko:K02038	bcb:BCB4264_A0752
ko:K03707	bcb:BCB4264_A0782
ko:K07533	bcb:BCB4264_A1077
ko:K00819	bcb:BCB4264_A1204
ko:K01953	bcb:BCB4264_A1207
ko:K01772	bcb:BCB4264_A1208
ko:K03781	bcb:BCB4264_A1209
ko:K03320	bcb:BCB4264_A1210
ko:K09767	bcb:BCB4264_A1213
ko:K00243	bcb:BCB4264_A1214
ko:K07533	bcb:BCB4264_A1215
ko:K08989	bcb:BCB4264_A1640
ko:K03574	bcb:BCB4264_A1826
ko:K00648	bcb:BCB4264_A1833
ko:K03665	bcb:BCB4264_A1835
ko:K08223	bcb:BCB4264_A1836
ko:K01738	bcb:BCB4264_A1837
ko:K15580	bcb:BCB4264_A2031
ko:K11210	bcb:BCB4264_A2032
ko:K03790	bcb:BCB4264_A3740
ko:K06147	bcb:BCB4264_A2401
ko:K03789	bcb:BCB4264_A1621
ko:K07171	bcb:BCB4264_A0269
ko:K18967	bcb:BCB4264_A5538
ko:K03790	bcb:BCB4264_A1868
ko:K03790	bcb:BCB4264_A2720
ko:K00662	bcb:BCB4264_A2939
ko:K03169	bcb:BCB4264_A0431
ko:K05593	bcb:BCB4264_A1965
ko:K03169	bcb:BCB4264_A1911
ko:K03111	bcb:BCB4264_A2176
ko:K03111	bcb:BCB4264_A3616
ko:K08151	bcb:BCB4264_A2426
ko:K04565	bcb:BCB4264_A5039
ko:K03111	bcb:BCB4264_A5600
ko:K03497	bcb:BCB4264_A5606
ko:K03497	bcb:BCB4264_A5608
ko:K06147	bcb:BCB4264_A2400
ko:K19055	bcb:BCB4264_A5115
ko:K19005	bcb:BCB4264_A2951
ko:K01872	bcb:BCB4264_A3732
ko:K07029	bcb:BCB4264_A0369
ko:K03526	bcb:BCB4264_A4396
ko:K18979	bcb:BCB4264_A0582
ko:K07483	bcb:BCB4264_A3042
ko:K07483	bcb:BCB4264_A2165
ko:K07483	bcb:BCB4264_A2249
ko:K07483	bcb:BCB4264_A2532
ko:K07816	bcb:BCB4264_A4464
ko:K14742	bcb:BCB4264_A0290
ko:K00354	bcb:BCB4264_A2028
ko:K02777	bcb:BCB4264_A5442
ko:K02032	bcb:BCB4264_A0213
ko:K00798	bcb:BCB4264_A1533
ko:K01897	bcb:BCB4264_A3736
ko:K01239	bcb:BCB4264_A2614
ko:K01239	bcb:BCB4264_A2696
ko:K21900	bcb:BCB4264_A5293
ko:K12132	bcb:BCB4264_A3961
ko:K00456	bcb:BCB4264_A2559
ko:K19271	bcb:BCB4264_A2376
ko:K01567	bcb:BCB4264_A0489
ko:K01990	bcb:BCB4264_A5405
ko:K01992	bcb:BCB4264_A1806
ko:K19302	bcb:BCB4264_A1341
ko:K00638	bcb:BCB4264_A2456
ko:K01990	bcb:BCB4264_A1410
ko:K19405	bcb:BCB4264_A0101
ko:K01992	bcb:BCB4264_A5404
ko:K01990	bcb:BCB4264_A5523
ko:K01990	bcb:BCB4264_A3773
ko:K00525	bcb:BCB4264_A1405
ko:K19411	bcb:BCB4264_A0100
ko:K19350	bcb:BCB4264_A3631
ko:K03574	bcb:BCB4264_A4908
ko:K07496	bcb:BCB4264_A0728
ko:K03722	bcb:BCB4264_A1598
ko:K19294	bcb:BCB4264_A5557
ko:K19302	bcb:BCB4264_A4871
ko:K18567	bcb:BCB4264_A5160
ko:K06881	bcb:BCB4264_A4717
ko:K00887	bcb:BCB4264_A4419
ko:K19689	bcb:BCB4264_A4795
ko:K19689	bcb:BCB4264_A1887
ko:K19701	bcb:BCB4264_A5481
ko:K07315	bcb:BCB4264_A1035
ko:K01258	bcb:BCB4264_A4257
ko:K03417	bcb:BCB4264_A2317
ko:K20480	bcb:BCB4264_A0636
ko:K20481	bcb:BCB4264_A0637
ko:K00547	bcb:BCB4264_A4367
ko:K00297	bcb:BCB4264_A4367
ko:K15777	bcb:BCB4264_A1860
ko:K19802	bcb:BCB4264_A2863
ko:K00863	bcb:BCB4264_A1006
ko:K19955	bcb:BCB4264_A3819
ko:K21636	bcb:BCB4264_A3711
ko:K01243	bcb:BCB4264_A2882
ko:K07214	bcb:BCB4264_A2712
ko:K05770	bcb:BCB4264_A3164
ko:K20074	bcb:BCB4264_A3962
ko:K20201	bcb:BCB4264_A5441
ko:K20116	bcb:BCB4264_A4159
ko:K20117	bcb:BCB4264_A4159
ko:K20118	bcb:BCB4264_A4159
ko:K20390	bcb:BCB4264_A5472
ko:K20391	bcb:BCB4264_A5473
ko:K00526	bcb:BCB4264_A1406
ko:K20418	bcb:BCB4264_A1096
ko:K18889	bcb:BCB4264_A0906
ko:K08884	bcb:BCB4264_A2288
ko:K18889	bcb:BCB4264_A3787
ko:K18890	bcb:BCB4264_A0907
ko:K18890	bcb:BCB4264_A3786
ko:K20534	bcb:BCB4264_A5555
ko:K20742	bcb:BCB4264_A2862
ko:K11751	bcb:BCB4264_A3149
ko:K01208	bcb:BCB4264_A4120
ko:K21029	bcb:BCB4264_A3675
ko:K20895	bcb:BCB4264_A0497
ko:K21029	bcb:BCB4264_A2141
ko:K21029	bcb:BCB4264_A4836
ko:K21064	bcb:BCB4264_A1220
ko:K08968	bcb:BCB4264_A4762
ko:K00821	bcb:BCB4264_A3025
ko:K00821	bcb:BCB4264_A4239
ko:K00435	bcb:BCB4264_A5511
ko:K07313	bcb:BCB4264_A0607
ko:K00560	bcb:BCB4264_A2219
ko:K00287	bcb:BCB4264_A2220
ko:K03546	bcb:BCB4264_A2326
ko:K04068	bcb:BCB4264_A3710
ko:K02316	bcb:BCB4264_A4410
ko:K06217	bcb:BCB4264_A4422
ko:K01493	bcb:BCB4264_A4446
ko:K03553	bcb:BCB4264_A3878
ko:K02314	bcb:BCB4264_A5595
ko:K00857	bcb:BCB4264_A5453
ko:K02314	bcb:BCB4264_A0983
ko:K07451	bcb:BCB4264_A2619
ko:K02315	bcb:BCB4264_A2598
ko:K07258	bcb:BCB4264_A1524
ko:K02335	bcb:BCB4264_A4697
ko:K02004	bcb:BCB4264_A0953
ko:K02031	bcb:BCB4264_A0212
ko:K05375	bcb:BCB4264_A2338
ko:K21416	bcb:BCB4264_A2785
ko:K21417	bcb:BCB4264_A2784
ko:K21405	bcb:BCB4264_A2772
ko:K21481	bcb:BCB4264_A1101
ko:K21464	bcb:BCB4264_A5497
ko:K21465	bcb:BCB4264_A4389
ko:K21465	bcb:BCB4264_A2502
ko:K21465	bcb:BCB4264_A3080
ko:K21467	bcb:BCB4264_A2221
ko:K21467	bcb:BCB4264_A2498
ko:K21468	bcb:BCB4264_A4497
ko:K22044	bcb:BCB4264_A5604
ko:K21471	bcb:BCB4264_A5314
ko:K21471	bcb:BCB4264_A1486
ko:K21567	bcb:BCB4264_A0399
ko:K21613	bcb:BCB4264_A3771
ko:K21567	bcb:BCB4264_A5066
ko:K21600	bcb:BCB4264_A3831
ko:K21713	bcb:BCB4264_A2838
ko:K21828	bcb:BCB4264_A0424
ko:K21929	bcb:BCB4264_A1585
ko:K21902	bcb:BCB4264_A5494
ko:K11923	bcb:BCB4264_A3371
ko:K21935	bcb:BCB4264_A2279
ko:K18244	bcb:BCB4264_A5465
ko:K21993	bcb:BCB4264_A3676
ko:K21903	bcb:BCB4264_A0633
ko:K00754	bcb:BCB4264_A1591
ko:K01463	bcb:BCB4264_A1590
ko:K22135	bcb:BCB4264_A3467
ko:K22135	bcb:BCB4264_A3858
ko:K22136	bcb:BCB4264_A4020
ko:K03595	bcb:BCB4264_A4417
ko:K14274	bcb:BCB4264_A2566
ko:K02116	bcb:BCB4264_A1003
ko:K22112	bcb:BCB4264_A5573
ko:K22132	bcb:BCB4264_A4521
ko:K22106	bcb:BCB4264_A2954
ko:K00302	bcb:BCB4264_A2850
ko:K00302	bcb:BCB4264_A2851
ko:K08994	bcb:BCB4264_A3495
ko:K03547	bcb:BCB4264_A1050
ko:K07456	bcb:BCB4264_A3486
ko:K22278	bcb:BCB4264_A1966
ko:K22278	bcb:BCB4264_A3726
ko:K02257	bcb:BCB4264_A4047
ko:K13566	bcb:BCB4264_A4142
ko:K01551	bcb:BCB4264_A0363
ko:K18672	bcb:BCB4264_A5052
ko:K22441	bcb:BCB4264_A3252
ko:K22491	bcb:BCB4264_A1544
