ko:K18929	ahp:V429_14100
ko:K01980	ahp:V429_04035
ko:K14231	ahp:V429_19170
ko:K14231	ahp:V429_21270
ko:K14231	ahp:V429_21280
ko:K07794	ahp:V429_11005
ko:K14225	ahp:V429_16920
ko:K14225	ahp:V429_22265
ko:K18676	ahp:V429_17305
ko:K14235	ahp:V429_22515
ko:K14235	ahp:V429_22255
ko:K14232	ahp:V429_22760
ko:K14230	ahp:V429_04445
ko:K14228	ahp:V429_21075
ko:K14228	ahp:V429_21095
ko:K14228	ahp:V429_21085
ko:K14228	ahp:V429_00130
ko:K14228	ahp:V429_21090
ko:K14228	ahp:V429_21080
ko:K14228	ahp:V429_20520
ko:K14219	ahp:V429_20575
ko:K14219	ahp:V429_20585
ko:K14219	ahp:V429_20580
ko:K14219	ahp:V429_20595
ko:K14219	ahp:V429_20590
ko:K14229	ahp:V429_19955
ko:K14237	ahp:V429_19930
ko:K14237	ahp:V429_19940
ko:K14237	ahp:V429_19960
ko:K14237	ahp:V429_19950
ko:K14237	ahp:V429_12875
ko:K14228	ahp:V429_17665
ko:K14232	ahp:V429_00135
ko:K14232	ahp:V429_10330
ko:K14237	ahp:V429_12880
ko:K14237	ahp:V429_12885
ko:K22015	ahp:V429_13715
ko:K22015	ahp:V429_13720
ko:K14219	ahp:V429_00120
ko:K14223	ahp:V429_17635
ko:K14223	ahp:V429_17645
ko:K14223	ahp:V429_17605
ko:K14223	ahp:V429_17655
ko:K14223	ahp:V429_17640
ko:K14236	ahp:V429_08850
ko:K14236	ahp:V429_22270
ko:K14236	ahp:V429_05665
ko:K14236	ahp:V429_08845
ko:K14236	ahp:V429_05670
ko:K14225	ahp:V429_16925
ko:K18765	ahp:V429_02025
ko:K14224	ahp:V429_00465
ko:K14224	ahp:V429_19385
ko:K14224	ahp:V429_04030
ko:K14224	ahp:V429_04615
ko:K14224	ahp:V429_01775
ko:K14224	ahp:V429_00830
ko:K14224	ahp:V429_23130
ko:K14234	ahp:V429_01110
ko:K14234	ahp:V429_00480
ko:K18691	ahp:V429_09995
ko:K14227	ahp:V429_01090
ko:K14227	ahp:V429_21775
ko:K14227	ahp:V429_22150
ko:K14228	ahp:V429_18370
ko:K14218	ahp:V429_01095
ko:K14218	ahp:V429_21770
ko:K14218	ahp:V429_22145
ko:K14230	ahp:V429_18365
ko:K14230	ahp:V429_11350
ko:K14230	ahp:V429_11345
ko:K14230	ahp:V429_11340
ko:K14230	ahp:V429_11335
ko:K14230	ahp:V429_11355
ko:K14230	ahp:V429_11330
ko:K14230	ahp:V429_17630
ko:K14230	ahp:V429_17660
ko:K14230	ahp:V429_17650
ko:K14233	ahp:V429_20600
ko:K14233	ahp:V429_06180
ko:K14233	ahp:V429_14685
ko:K14233	ahp:V429_10085
ko:K14233	ahp:V429_10290
ko:K14233	ahp:V429_14005
ko:K14233	ahp:V429_07160
ko:K14219	ahp:V429_10325
ko:K14218	ahp:V429_19045
ko:K14218	ahp:V429_19055
ko:K14218	ahp:V429_19050
ko:K14218	ahp:V429_19060
ko:K14222	ahp:V429_15365
ko:K14222	ahp:V429_17260
ko:K14226	ahp:V429_00125
ko:K14226	ahp:V429_10320
ko:K14229	ahp:V429_19935
ko:K14229	ahp:V429_19945
ko:K14229	ahp:V429_19965
ko:K14220	ahp:V429_14020
ko:K14220	ahp:V429_19175
ko:K14220	ahp:V429_21265
ko:K14220	ahp:V429_11025
ko:K14220	ahp:V429_14025
ko:K14219	ahp:V429_06040
ko:K14234	ahp:V429_07520
ko:K14232	ahp:V429_14330
ko:K14232	ahp:V429_15725
ko:K14228	ahp:V429_15360
ko:K02847	ahp:V429_23055
ko:K18657	ahp:V429_11870
ko:K18927	ahp:V429_10150
ko:K18778	ahp:V429_21425
ko:K18889	ahp:V429_11140
ko:K18890	ahp:V429_11150
ko:K03790	ahp:V429_06610
ko:K20862	ahp:V429_02600
ko:K20881	ahp:V429_03130
ko:K18800	ahp:V429_09775
ko:K18850	ahp:V429_07870
ko:K18930	ahp:V429_14090
ko:K03674	ahp:V429_14445
ko:K03496	ahp:V429_07750
ko:K08722	ahp:V429_13315
ko:K15269	ahp:V429_08770
ko:K03169	ahp:V429_22315
ko:K03496	ahp:V429_22565
ko:K03497	ahp:V429_23255
ko:K03496	ahp:V429_23260
ko:K03646	ahp:V429_19985
ko:K05785	ahp:V429_04830
ko:K03746	ahp:V429_15440
ko:K03746	ahp:V429_16730
ko:K10748	ahp:V429_16005
ko:K07505	ahp:V429_13445
ko:K19055	ahp:V429_12895
ko:K19055	ahp:V429_21300
ko:K03976	ahp:V429_20915
ko:K01872	ahp:V429_03785
ko:K00335	ahp:V429_10050
ko:K03668	ahp:V429_22835
ko:K03526	ahp:V429_09965
ko:K14742	ahp:V429_12420
ko:K19000	ahp:V429_00555
ko:K02663	ahp:V429_17805
ko:K05799	ahp:V429_21380
ko:K07483	ahp:V429_09625
ko:K07483	ahp:V429_15250
ko:K07483	ahp:V429_13950
ko:K18979	ahp:V429_04860
ko:K00632	ahp:V429_00790
ko:K20801	ahp:V429_10135
ko:K02664	ahp:V429_17800
ko:K07497	ahp:V429_13960
ko:K02030	ahp:V429_03295
ko:K11748	ahp:V429_01815
ko:K19213	ahp:V429_23195
ko:K02777	ahp:V429_16990
ko:K02257	ahp:V429_16465
ko:K01154	ahp:V429_08040
ko:K19226	ahp:V429_10460
ko:K19228	ahp:V429_10450
ko:K01710	ahp:V429_16130
ko:K22468	ahp:V429_05820
ko:K22468	ahp:V429_09440
ko:K07319	ahp:V429_05165
ko:K19125	ahp:V429_16275
ko:K10953	ahp:V429_07600
ko:K19235	ahp:V429_18225
ko:K19235	ahp:V429_19740
ko:K19236	ahp:V429_07155
ko:K00336	ahp:V429_10045
ko:K00557	ahp:V429_22860
ko:K03973	ahp:V429_10480
ko:K19265	ahp:V429_22625
ko:K00020	ahp:V429_13120
ko:K01992	ahp:V429_02650
ko:K01992	ahp:V429_19335
ko:K03722	ahp:V429_15580
ko:K03722	ahp:V429_12425
ko:K07497	ahp:V429_15245
ko:K01582	ahp:V429_06570
ko:K19337	ahp:V429_07555
ko:K08604	ahp:V429_04535
ko:K00638	ahp:V429_00185
ko:K00638	ahp:V429_20075
ko:K19334	ahp:V429_19755
ko:K19270	ahp:V429_18010
ko:K07497	ahp:V429_05155
ko:K02031	ahp:V429_17290
ko:K19302	ahp:V429_04700
ko:K19270	ahp:V429_12850
ko:K08646	ahp:V429_14940
ko:K19304	ahp:V429_20680
ko:K19416	ahp:V429_14690
ko:K02475	ahp:V429_10995
ko:K02031	ahp:V429_18980
ko:K01096	ahp:V429_14740
ko:K02495	ahp:V429_01450
ko:K02030	ahp:V429_21860
ko:K19659	ahp:V429_11170
ko:K00525	ahp:V429_04635
ko:K10024	ahp:V429_09520
ko:K15852	ahp:V429_23170
ko:K00992	ahp:V429_05010
ko:K19694	ahp:V429_17270
ko:K13060	ahp:V429_02995
ko:K07666	ahp:V429_17950
ko:K10913	ahp:V429_19550
ko:K00799	ahp:V429_06665
ko:K06132	ahp:V429_01930
ko:K07119	ahp:V429_19875
ko:K15777	ahp:V429_16805
ko:K00995	ahp:V429_15375
ko:K07147	ahp:V429_22360
ko:K19804	ahp:V429_10225
ko:K12137	ahp:V429_13740
ko:K07497	ahp:V429_13940
ko:K07662	ahp:V429_01045
ko:K19803	ahp:V429_19425
ko:K07274	ahp:V429_09450
ko:K22227	ahp:V429_07275
ko:K21636	ahp:V429_06745
ko:K08723	ahp:V429_11370
ko:K20038	ahp:V429_07455
ko:K09796	ahp:V429_20055
ko:K07484	ahp:V429_15325
ko:K07686	ahp:V429_15630
ko:K02030	ahp:V429_15120
ko:K00507	ahp:V429_01935
ko:K20534	ahp:V429_06685
ko:K19591	ahp:V429_23010
ko:K07183	ahp:V429_18905
ko:K01046	ahp:V429_02780
ko:K02081	ahp:V429_04330
ko:K01214	ahp:V429_19895
ko:K20755	ahp:V429_14780
ko:K01214	ahp:V429_11325
ko:K02790	ahp:V429_07955
ko:K02791	ahp:V429_07955
ko:K02030	ahp:V429_15665
ko:K11751	ahp:V429_05605
ko:K01200	ahp:V429_03375
ko:K21029	ahp:V429_09075
ko:K21053	ahp:V429_14580
ko:K21021	ahp:V429_10520
ko:K00821	ahp:V429_17740
ko:K21028	ahp:V429_19205
ko:K08968	ahp:V429_11835
ko:K00632	ahp:V429_12675
ko:K21218	ahp:V429_14525
ko:K06223	ahp:V429_17770
ko:K06217	ahp:V429_18050
ko:K00287	ahp:V429_18725
ko:K02315	ahp:V429_19325
ko:K02335	ahp:V429_01075
ko:K14059	ahp:V429_05035
ko:K06919	ahp:V429_15330
ko:K01185	ahp:V429_05190
ko:K07451	ahp:V429_05200
ko:K02314	ahp:V429_05625
ko:K00857	ahp:V429_10275
ko:K03546	ahp:V429_17015
ko:K06866	ahp:V429_17555
ko:K01520	ahp:V429_00890
ko:K04068	ahp:V429_06750
ko:K06919	ahp:V429_07405
ko:K06919	ahp:V429_13095
ko:K00560	ahp:V429_03615
ko:K02316	ahp:V429_04435
ko:K14059	ahp:V429_13995
ko:K01271	ahp:V429_00805
ko:K00525	ahp:V429_11630
ko:K02483	ahp:V429_21900
ko:K02031	ahp:V429_13830
ko:K02032	ahp:V429_13825
ko:K01139	ahp:V429_00195
ko:K02482	ahp:V429_17170
ko:K00344	ahp:V429_03830
ko:K11527	ahp:V429_02215
ko:K04772	ahp:V429_21600
ko:K02483	ahp:V429_22340
ko:K21217	ahp:V429_03540
ko:K03892	ahp:V429_09795
ko:K21405	ahp:V429_06830
ko:K21420	ahp:V429_10365
ko:K13695	ahp:V429_08630
ko:K02483	ahp:V429_04060
ko:K21470	ahp:V429_06700
ko:K01420	ahp:V429_11785
ko:K21563	ahp:V429_05865
ko:K21606	ahp:V429_19035
ko:K21712	ahp:V429_03280
ko:K21936	ahp:V429_13510
ko:K13638	ahp:V429_04480
ko:K21965	ahp:V429_00380
ko:K21966	ahp:V429_00375
ko:K21968	ahp:V429_00365
ko:K21964	ahp:V429_00385
ko:K21967	ahp:V429_00370
ko:K22051	ahp:V429_17865
ko:K22132	ahp:V429_23110
ko:K09022	ahp:V429_22200
ko:K03595	ahp:V429_04270
ko:K22105	ahp:V429_01940
ko:K10948	ahp:V429_08635
ko:K22042	ahp:V429_03635
ko:K22292	ahp:V429_11635
ko:K01505	ahp:V429_02030
ko:K11206	ahp:V429_02155
ko:K22491	ahp:V429_06095
ko:K00424	ahp:V429_09285
ko:K22452	ahp:V429_17525
ko:K00424	ahp:V429_20010
ko:K01007	ahp:V429_14800
