ko:K19272	kpg:KPNIH32_28420
ko:K02192	kpg:KPNIH32_25440
ko:K02358	kpg:KPNIH32_25445
ko:K02355	kpg:KPNIH32_25450
ko:K02992	kpg:KPNIH32_25455
ko:K02950	kpg:KPNIH32_25460
ko:K07237	kpg:KPNIH32_25465
ko:K07236	kpg:KPNIH32_25470
ko:K07235	kpg:KPNIH32_25475
ko:K03772	kpg:KPNIH32_25485
ko:K03745	kpg:KPNIH32_25490
ko:K03775	kpg:KPNIH32_25495
ko:K07070	kpg:KPNIH32_25500
ko:K11747	kpg:KPNIH32_25505
ko:K06158	kpg:KPNIH32_25515
ko:K07019	kpg:KPNIH32_25525
ko:K09898	kpg:KPNIH32_25530
ko:K00855	kpg:KPNIH32_25535
ko:K07397	kpg:KPNIH32_25540
ko:K10914	kpg:KPNIH32_25545
ko:K01664	kpg:KPNIH32_25560
ko:K03753	kpg:KPNIH32_00095
ko:K03752	kpg:KPNIH32_00100
ko:K09896	kpg:KPNIH32_00105
ko:K03673	kpg:KPNIH32_00115
ko:K03978	kpg:KPNIH32_00130
ko:K09894	kpg:KPNIH32_00135
ko:K07712	kpg:KPNIH32_00145
ko:K07708	kpg:KPNIH32_00150
ko:K01915	kpg:KPNIH32_00155
ko:K06207	kpg:KPNIH32_00165
ko:K07058	kpg:KPNIH32_00175
ko:K07560	kpg:KPNIH32_00180
ko:K02380	kpg:KPNIH32_00205
ko:K00127	kpg:KPNIH32_00210
ko:K00124	kpg:KPNIH32_00215
ko:K00123	kpg:KPNIH32_00220
ko:K00123	kpg:KPNIH32_00225
ko:K02379	kpg:KPNIH32_00230
ko:K00850	kpg:KPNIH32_00240
ko:K02822	kpg:KPNIH32_00245
ko:K03475	kpg:KPNIH32_00250
ko:K01624	kpg:KPNIH32_00255
ko:K02821	kpg:KPNIH32_00265
ko:K02529	kpg:KPNIH32_00290
ko:K07407	kpg:KPNIH32_00295
ko:K02532	kpg:KPNIH32_00300
ko:K03534	kpg:KPNIH32_00305
ko:K10561	kpg:KPNIH32_00315
ko:K10560	kpg:KPNIH32_00320
ko:K10562	kpg:KPNIH32_00325
ko:K10559	kpg:KPNIH32_00330
ko:K01629	kpg:KPNIH32_00335
ko:K01813	kpg:KPNIH32_00340
ko:K00848	kpg:KPNIH32_00345
ko:K02855	kpg:KPNIH32_00350
ko:K02854	kpg:KPNIH32_00355
ko:K02856	kpg:KPNIH32_00360
ko:K00382	kpg:KPNIH32_04460
ko:K01682	kpg:KPNIH32_04485
ko:K09910	kpg:KPNIH32_04490
ko:K01611	kpg:KPNIH32_04495
ko:K00797	kpg:KPNIH32_04500
ko:K14588	kpg:KPNIH32_04535
ko:K00117	kpg:KPNIH32_04540
ko:K00760	kpg:KPNIH32_04550
ko:K01673	kpg:KPNIH32_04555
ko:K01990	kpg:KPNIH32_04560
ko:K01992	kpg:KPNIH32_04565
ko:K01579	kpg:KPNIH32_04580
ko:K01918	kpg:KPNIH32_04585
ko:K00606	kpg:KPNIH32_04590
ko:K00950	kpg:KPNIH32_04595
ko:K00970	kpg:KPNIH32_04600
ko:K01894	kpg:KPNIH32_04605
ko:K06204	kpg:KPNIH32_04610
ko:K06206	kpg:KPNIH32_04615
ko:K01975	kpg:KPNIH32_04620
ko:K03579	kpg:KPNIH32_04625
ko:K02463	kpg:KPNIH32_04635
ko:K05834	kpg:KPNIH32_00910
ko:K01048	kpg:KPNIH32_00915
ko:K03576	kpg:KPNIH32_00930
ko:K00549	kpg:KPNIH32_00935
ko:K01061	kpg:KPNIH32_00940
ko:K00757	kpg:KPNIH32_00945
ko:K09760	kpg:KPNIH32_00950
ko:K03183	kpg:KPNIH32_00955
ko:K03690	kpg:KPNIH32_00960
ko:K03688	kpg:KPNIH32_00965
ko:K03116	kpg:KPNIH32_00970
ko:K03117	kpg:KPNIH32_00975
ko:K03118	kpg:KPNIH32_00980
ko:K03424	kpg:KPNIH32_00985
ko:K03182	kpg:KPNIH32_01000
ko:K05368	kpg:KPNIH32_01005
ko:K01825	kpg:KPNIH32_01015
ko:K03498	kpg:KPNIH32_01030
ko:K00230	kpg:KPNIH32_01035
ko:K00075	kpg:KPNIH32_01065
ko:K03524	kpg:KPNIH32_01070
ko:K00867	kpg:KPNIH32_01075
ko:K02358	kpg:KPNIH32_01100
ko:K03073	kpg:KPNIH32_01105
ko:K02601	kpg:KPNIH32_01110
ko:K02867	kpg:KPNIH32_01115
ko:K02863	kpg:KPNIH32_01120
ko:K02864	kpg:KPNIH32_01125
ko:K02935	kpg:KPNIH32_01130
ko:K03043	kpg:KPNIH32_01135
ko:K03046	kpg:KPNIH32_01140
ko:K07792	kpg:KPNIH32_01145
ko:K02759	kpg:KPNIH32_01150
ko:K02760	kpg:KPNIH32_01155
ko:K03150	kpg:KPNIH32_01170
ko:K03149	kpg:KPNIH32_01175
ko:K03154	kpg:KPNIH32_01180
ko:K00382	kpg:KPNIH32_05255
ko:K00627	kpg:KPNIH32_05260
ko:K03556	kpg:KPNIH32_05275
ko:K07733	kpg:KPNIH32_05310
ko:K00147	kpg:KPNIH32_05355
ko:K00931	kpg:KPNIH32_05360
ko:K11929	kpg:KPNIH32_05370
ko:K02042	kpg:KPNIH32_05395
ko:K02042	kpg:KPNIH32_05400
ko:K02044	kpg:KPNIH32_05405
ko:K02041	kpg:KPNIH32_05410
ko:K02029	kpg:KPNIH32_05445
ko:K02029	kpg:KPNIH32_05450
ko:K02028	kpg:KPNIH32_05455
ko:K02030	kpg:KPNIH32_05460
ko:K01996	kpg:KPNIH32_05470
ko:K01995	kpg:KPNIH32_05475
ko:K01998	kpg:KPNIH32_05480
ko:K01997	kpg:KPNIH32_05485
ko:K01999	kpg:KPNIH32_05490
ko:K03736	kpg:KPNIH32_05500
ko:K03735	kpg:KPNIH32_05505
ko:K15554	kpg:KPNIH32_09610
ko:K04091	kpg:KPNIH32_09615
ko:K15553	kpg:KPNIH32_09620
ko:K00254	kpg:KPNIH32_09630
ko:K18657	kpg:KPNIH32_09635
ko:K07140	kpg:KPNIH32_09640
ko:K12297	kpg:KPNIH32_09645
ko:K15738	kpg:KPNIH32_09650
ko:K03808	kpg:KPNIH32_09655
ko:K06192	kpg:KPNIH32_09660
ko:K09857	kpg:KPNIH32_09665
ko:K03812	kpg:KPNIH32_09670
ko:K01716	kpg:KPNIH32_09675
ko:K04770	kpg:KPNIH32_09680
ko:K09911	kpg:KPNIH32_09685
ko:K03286	kpg:KPNIH32_09690
ko:K13053	kpg:KPNIH32_09695
ko:K07343	kpg:KPNIH32_09700
ko:K03658	kpg:KPNIH32_09715
ko:K01734	kpg:KPNIH32_09720
ko:K06929	kpg:KPNIH32_09725
ko:K11940	kpg:KPNIH32_09730
ko:K06969	kpg:KPNIH32_09735
ko:K06910	kpg:KPNIH32_09740
ko:K01512	kpg:KPNIH32_09750
ko:K11179	kpg:KPNIH32_09755
ko:K15580	kpg:KPNIH32_09765
ko:K00135	kpg:KPNIH32_09795
ko:K03451	kpg:KPNIH32_09805
ko:K07246	kpg:KPNIH32_09810
ko:K16135	kpg:KPNIH32_09815
ko:K09471	kpg:KPNIH32_09820
ko:K14056	kpg:KPNIH32_09830
ko:K09473	kpg:KPNIH32_09835
ko:K09470	kpg:KPNIH32_09840
ko:K14052	kpg:KPNIH32_09845
ko:K07124	kpg:KPNIH32_09860
ko:K01085	kpg:KPNIH32_09870
ko:K16842	kpg:KPNIH32_13975
ko:K16841	kpg:KPNIH32_13980
ko:K03457	kpg:KPNIH32_13990
ko:K01487	kpg:KPNIH32_13995
ko:K02529	kpg:KPNIH32_14005
ko:K03335	kpg:KPNIH32_14010
ko:K03707	kpg:KPNIH32_14030
ko:K15600	kpg:KPNIH32_14035
ko:K15599	kpg:KPNIH32_14040
ko:K15598	kpg:KPNIH32_14045
ko:K00836	kpg:KPNIH32_14050
ko:K13745	kpg:KPNIH32_14055
ko:K01273	kpg:KPNIH32_14085
ko:K06135	kpg:KPNIH32_14090
ko:K06136	kpg:KPNIH32_14095
ko:K06137	kpg:KPNIH32_14100
ko:K06138	kpg:KPNIH32_14105
ko:K06139	kpg:KPNIH32_14110
ko:K01951	kpg:KPNIH32_14120
ko:K05515	kpg:KPNIH32_14125
ko:K09936	kpg:KPNIH32_14130
ko:K09936	kpg:KPNIH32_14135
ko:K03782	kpg:KPNIH32_14145
ko:K06916	kpg:KPNIH32_14150
ko:K07507	kpg:KPNIH32_14155
ko:K08369	kpg:KPNIH32_14160
ko:K02030	kpg:KPNIH32_14190
ko:K04063	kpg:KPNIH32_14200
ko:K05343	kpg:KPNIH32_14235
ko:K08679	kpg:KPNIH32_18320
ko:K00012	kpg:KPNIH32_18325
ko:K01790	kpg:KPNIH32_18330
ko:K00067	kpg:KPNIH32_18335
ko:K00973	kpg:KPNIH32_18340
ko:K00033	kpg:KPNIH32_18350
ko:K12990	kpg:KPNIH32_18360
ko:K12992	kpg:KPNIH32_18365
ko:K16692	kpg:KPNIH32_18375
ko:K01991	kpg:KPNIH32_18380
ko:K00963	kpg:KPNIH32_18400
ko:K07289	kpg:KPNIH32_18410
ko:K01494	kpg:KPNIH32_18415
ko:K00876	kpg:KPNIH32_18420
ko:K01247	kpg:KPNIH32_18425
ko:K04046	kpg:KPNIH32_18430
ko:K07660	kpg:KPNIH32_18440
ko:K07799	kpg:KPNIH32_18460
ko:K07788	kpg:KPNIH32_18465
ko:K07789	kpg:KPNIH32_18470
ko:K18326	kpg:KPNIH32_18475
ko:K07642	kpg:KPNIH32_18480
ko:K07664	kpg:KPNIH32_18485
ko:K08303	kpg:KPNIH32_18490
ko:K02034	kpg:KPNIH32_18510
ko:K02033	kpg:KPNIH32_18515
ko:K02035	kpg:KPNIH32_18520
ko:K00854	kpg:KPNIH32_18540
ko:K00007	kpg:KPNIH32_18545
ko:K03435	kpg:KPNIH32_18555
ko:K00039	kpg:KPNIH32_18560
ko:K00941	kpg:KPNIH32_18580
ko:K10193	kpg:KPNIH32_22595
ko:K10194	kpg:KPNIH32_22600
ko:K10195	kpg:KPNIH32_22605
ko:K10192	kpg:KPNIH32_22610
ko:K01193	kpg:KPNIH32_22620
ko:K02532	kpg:KPNIH32_22625
ko:K02100	kpg:KPNIH32_22640
ko:K00065	kpg:KPNIH32_22645
ko:K01730	kpg:KPNIH32_22655
ko:K00626	kpg:KPNIH32_22665
ko:K07347	kpg:KPNIH32_22725
ko:K07345	kpg:KPNIH32_22735
ko:K07357	kpg:KPNIH32_22765
ko:K07358	kpg:KPNIH32_22770
ko:K07345	kpg:KPNIH32_22780
ko:K07351	kpg:KPNIH32_22785
ko:K07346	kpg:KPNIH32_22790
ko:K07347	kpg:KPNIH32_22795
ko:K07348	kpg:KPNIH32_22800
ko:K07349	kpg:KPNIH32_22805
ko:K07350	kpg:KPNIH32_22810
ko:K06975	kpg:KPNIH32_22820
ko:K15549	kpg:KPNIH32_22835
ko:K15547	kpg:KPNIH32_22840
ko:K15550	kpg:KPNIH32_22845
ko:K03305	kpg:KPNIH32_22855
ko:K00537	kpg:KPNIH32_22860
ko:K01972	kpg:KPNIH32_26870
ko:K00942	kpg:KPNIH32_26875
ko:K03060	kpg:KPNIH32_26880
ko:K00556	kpg:KPNIH32_26890
ko:K03655	kpg:KPNIH32_26895
ko:K02446	kpg:KPNIH32_26900
ko:K00528	kpg:KPNIH32_26905
ko:K01803	kpg:KPNIH32_26920
ko:K01521	kpg:KPNIH32_26930
ko:K02048	kpg:KPNIH32_26935
ko:K09892	kpg:KPNIH32_26940
ko:K02462	kpg:KPNIH32_04640
ko:K02461	kpg:KPNIH32_04645
ko:K02460	kpg:KPNIH32_04650
ko:K02459	kpg:KPNIH32_04655
ko:K02458	kpg:KPNIH32_04660
ko:K02457	kpg:KPNIH32_04665
ko:K02456	kpg:KPNIH32_04670
ko:K02455	kpg:KPNIH32_04675
ko:K02454	kpg:KPNIH32_04680
ko:K02453	kpg:KPNIH32_04685
ko:K02452	kpg:KPNIH32_04690
ko:K02451	kpg:KPNIH32_04705
ko:K02465	kpg:KPNIH32_04710
ko:K01187	kpg:KPNIH32_08780
ko:K08191	kpg:KPNIH32_08785
ko:K07757	kpg:KPNIH32_08800
ko:K00656	kpg:KPNIH32_08805
ko:K04069	kpg:KPNIH32_08810
ko:K03750	kpg:KPNIH32_08820
ko:K13051	kpg:KPNIH32_08825
ko:K13892	kpg:KPNIH32_08830
ko:K13889	kpg:KPNIH32_08835
ko:K13890	kpg:KPNIH32_08840
ko:K13891	kpg:KPNIH32_08845
ko:K14441	kpg:KPNIH32_08850
ko:K07258	kpg:KPNIH32_08880
ko:K11534	kpg:KPNIH32_08885
ko:K08160	kpg:KPNIH32_08895
ko:K01607	kpg:KPNIH32_13165
ko:K00598	kpg:KPNIH32_13170
ko:K00459	kpg:KPNIH32_13200
ko:K02072	kpg:KPNIH32_13205
ko:K02073	kpg:KPNIH32_13215
ko:K16839	kpg:KPNIH32_13265
ko:K16345	kpg:KPNIH32_13270
ko:K16840	kpg:KPNIH32_13275
ko:K07127	kpg:KPNIH32_13280
ko:K07154	kpg:KPNIH32_13290
ko:K01265	kpg:KPNIH32_13325
ko:K07017	kpg:KPNIH32_13345
ko:K01232	kpg:KPNIH32_13375
ko:K02749	kpg:KPNIH32_13380
ko:K02750	kpg:KPNIH32_13380
ko:K03482	kpg:KPNIH32_13385
ko:K07090	kpg:KPNIH32_13390
ko:K11604	kpg:KPNIH32_17495
ko:K11607	kpg:KPNIH32_17500
ko:K11605	kpg:KPNIH32_17505
ko:K11606	kpg:KPNIH32_17510
ko:K09007	kpg:KPNIH32_17530
ko:K06204	kpg:KPNIH32_17535
ko:K03711	kpg:KPNIH32_17545
ko:K01883	kpg:KPNIH32_17550
ko:K02015	kpg:KPNIH32_17575
ko:K02016	kpg:KPNIH32_17580
ko:K04781	kpg:KPNIH32_17590
ko:K05373	kpg:KPNIH32_17595
ko:K06147	kpg:KPNIH32_17600
ko:K06147	kpg:KPNIH32_17605
ko:K05372	kpg:KPNIH32_17610
ko:K04784	kpg:KPNIH32_17615
ko:K04786	kpg:KPNIH32_17620
ko:K04785	kpg:KPNIH32_17625
ko:K05374	kpg:KPNIH32_17630
ko:K04783	kpg:KPNIH32_17635
ko:K15721	kpg:KPNIH32_17640
ko:K07733	kpg:KPNIH32_17650
ko:K02015	kpg:KPNIH32_21795
ko:K02013	kpg:KPNIH32_21800
ko:K11903	kpg:KPNIH32_21805
ko:K03555	kpg:KPNIH32_21815
ko:K03186	kpg:KPNIH32_21835
ko:K03087	kpg:KPNIH32_21860
ko:K06194	kpg:KPNIH32_21865
ko:K00573	kpg:KPNIH32_21870
ko:K03787	kpg:KPNIH32_21875
ko:K06176	kpg:KPNIH32_21880
ko:K01770	kpg:KPNIH32_21885
ko:K00991	kpg:KPNIH32_21890
ko:K05589	kpg:KPNIH32_21895
ko:K00860	kpg:KPNIH32_21905
ko:K00956	kpg:KPNIH32_21910
ko:K00957	kpg:KPNIH32_21915
ko:K02302	kpg:KPNIH32_21920
ko:K09612	kpg:KPNIH32_21925
ko:K00390	kpg:KPNIH32_21930
ko:K00381	kpg:KPNIH32_21935
ko:K00380	kpg:KPNIH32_21940
ko:K01737	kpg:KPNIH32_21950
ko:K10026	kpg:KPNIH32_21955
ko:K01689	kpg:KPNIH32_21970
ko:K01937	kpg:KPNIH32_21975
ko:K04765	kpg:KPNIH32_21980
ko:K00951	kpg:KPNIH32_21985
ko:K03215	kpg:KPNIH32_21990
ko:K07678	kpg:KPNIH32_21995
ko:K00865	kpg:KPNIH32_22000
ko:K01706	kpg:KPNIH32_22005
ko:K13918	kpg:KPNIH32_22010
ko:K03535	kpg:KPNIH32_22015
ko:K06175	kpg:KPNIH32_22025
ko:K15723	kpg:KPNIH32_22035
ko:K06879	kpg:KPNIH32_22040
ko:K06966	kpg:KPNIH32_22045
ko:K10011	kpg:KPNIH32_26080
ko:K10012	kpg:KPNIH32_26085
ko:K07806	kpg:KPNIH32_26090
ko:K13727	kpg:KPNIH32_26095
ko:K15584	kpg:KPNIH32_26105
ko:K15585	kpg:KPNIH32_26110
ko:K15586	kpg:KPNIH32_26115
ko:K15587	kpg:KPNIH32_26120
ko:K10824	kpg:KPNIH32_26125
ko:K07722	kpg:KPNIH32_26130
ko:K06213	kpg:KPNIH32_26135
ko:K07007	kpg:KPNIH32_26140
ko:K16322	kpg:KPNIH32_26145
ko:K06144	kpg:KPNIH32_26150
ko:K06149	kpg:KPNIH32_26155
ko:K03305	kpg:KPNIH32_26160
ko:K15984	kpg:KPNIH32_26165
ko:K01414	kpg:KPNIH32_26170
ko:K07115	kpg:KPNIH32_26180
ko:K00383	kpg:KPNIH32_26185
ko:K00799	kpg:KPNIH32_26190
ko:K01194	kpg:KPNIH32_26200
ko:K07058	kpg:KPNIH32_26220
ko:K07290	kpg:KPNIH32_26230
ko:K00874	kpg:KPNIH32_26240
ko:K11103	kpg:KPNIH32_26250
ko:K00694	kpg:KPNIH32_26280
ko:K02440	kpg:KPNIH32_26945
ko:K00864	kpg:KPNIH32_26950
ko:K03312	kpg:KPNIH32_26955
ko:K16345	kpg:KPNIH32_26965
ko:K02749	kpg:KPNIH32_26975
ko:K02750	kpg:KPNIH32_26975
ko:K01222	kpg:KPNIH32_26980
ko:K01811	kpg:KPNIH32_26990
ko:K03292	kpg:KPNIH32_26995
ko:K13979	kpg:KPNIH32_27025
ko:K02073	kpg:KPNIH32_27050
ko:K09958	kpg:KPNIH32_27065
ko:K07006	kpg:KPNIH32_27070
ko:K07552	kpg:KPNIH32_27130
ko:K07106	kpg:KPNIH32_27135
ko:K11191	kpg:KPNIH32_27140
ko:K11192	kpg:KPNIH32_27140
ko:K02508	kpg:KPNIH32_03385
ko:K02511	kpg:KPNIH32_03390
ko:K02510	kpg:KPNIH32_03395
ko:K02509	kpg:KPNIH32_03400
ko:K01826	kpg:KPNIH32_03405
ko:K00455	kpg:KPNIH32_03410
ko:K00151	kpg:KPNIH32_03415
ko:K05921	kpg:KPNIH32_03420
ko:K05921	kpg:KPNIH32_03425
ko:K14393	kpg:KPNIH32_01730
ko:K01895	kpg:KPNIH32_01745
ko:K11102	kpg:KPNIH32_01755
ko:K07126	kpg:KPNIH32_01760
ko:K10439	kpg:KPNIH32_01800
ko:K10440	kpg:KPNIH32_01805
ko:K10441	kpg:KPNIH32_01810
ko:K06167	kpg:KPNIH32_01825
ko:K05774	kpg:KPNIH32_01830
ko:K06162	kpg:KPNIH32_01835
ko:K05780	kpg:KPNIH32_01840
ko:K05781	kpg:KPNIH32_01845
ko:K06163	kpg:KPNIH32_01850
ko:K06164	kpg:KPNIH32_01855
ko:K06165	kpg:KPNIH32_01860
ko:K06166	kpg:KPNIH32_01865
ko:K02043	kpg:KPNIH32_01870
ko:K04750	kpg:KPNIH32_01875
ko:K06193	kpg:KPNIH32_01880
ko:K03762	kpg:KPNIH32_01890
ko:K07406	kpg:KPNIH32_01900
ko:K11104	kpg:KPNIH32_01905
ko:K05516	kpg:KPNIH32_01940
ko:K11937	kpg:KPNIH32_01965
ko:K11936	kpg:KPNIH32_01970
ko:K11931	kpg:KPNIH32_01975
ko:K11935	kpg:KPNIH32_01980
ko:K04752	kpg:KPNIH32_06050
ko:K03320	kpg:KPNIH32_06055
ko:K10805	kpg:KPNIH32_06060
ko:K09914	kpg:KPNIH32_06065
ko:K07443	kpg:KPNIH32_06070
ko:K10111	kpg:KPNIH32_06115
ko:K15770	kpg:KPNIH32_06125
ko:K15771	kpg:KPNIH32_06130
ko:K15772	kpg:KPNIH32_06135
ko:K01224	kpg:KPNIH32_06140
ko:K12308	kpg:KPNIH32_06145
ko:K02778	kpg:KPNIH32_06150
ko:K02024	kpg:KPNIH32_06155
ko:K02909	kpg:KPNIH32_06165
ko:K02919	kpg:KPNIH32_06170
ko:K00375	kpg:KPNIH32_06180
ko:K00661	kpg:KPNIH32_06195
ko:K18138	kpg:KPNIH32_06210
ko:K03585	kpg:KPNIH32_06215
ko:K03577	kpg:KPNIH32_06220
ko:K05802	kpg:KPNIH32_06225
ko:K04067	kpg:KPNIH32_06240
ko:K09790	kpg:KPNIH32_06245
ko:K00759	kpg:KPNIH32_06250
ko:K02343	kpg:KPNIH32_06255
ko:K09747	kpg:KPNIH32_06260
ko:K06187	kpg:KPNIH32_06265
ko:K04079	kpg:KPNIH32_06270
ko:K00939	kpg:KPNIH32_06275
ko:K01772	kpg:KPNIH32_06280
ko:K00892	kpg:KPNIH32_06285
ko:K03455	kpg:KPNIH32_06290
ko:K08223	kpg:KPNIH32_06305
ko:K11751	kpg:KPNIH32_06310
ko:K00566	kpg:KPNIH32_10420
ko:K12152	kpg:KPNIH32_10425
ko:K06181	kpg:KPNIH32_10430
ko:K00031	kpg:KPNIH32_10435
ko:K09984	kpg:KPNIH32_10460
ko:K07217	kpg:KPNIH32_10490
ko:K00425	kpg:KPNIH32_10495
ko:K00426	kpg:KPNIH32_10500
ko:K03182	kpg:KPNIH32_10530
ko:K01424	kpg:KPNIH32_10550
ko:K12974	kpg:KPNIH32_10565
ko:K11250	kpg:KPNIH32_10570
ko:K13069	kpg:KPNIH32_10590
ko:K09712	kpg:KPNIH32_10595
ko:K03449	kpg:KPNIH32_10615
ko:K00432	kpg:KPNIH32_10690
ko:K03817	kpg:KPNIH32_14790
ko:K00055	kpg:KPNIH32_14800
ko:K03929	kpg:KPNIH32_14805
ko:K00449	kpg:KPNIH32_14815
ko:K00448	kpg:KPNIH32_14820
ko:K05358	kpg:KPNIH32_14830
ko:K00121	kpg:KPNIH32_14835
ko:K12262	kpg:KPNIH32_14845
ko:K01488	kpg:KPNIH32_14870
ko:K01223	kpg:KPNIH32_14880
ko:K03617	kpg:KPNIH32_14895
ko:K03616	kpg:KPNIH32_14900
ko:K03615	kpg:KPNIH32_14905
ko:K03614	kpg:KPNIH32_14910
ko:K03612	kpg:KPNIH32_14915
ko:K03613	kpg:KPNIH32_14920
ko:K10773	kpg:KPNIH32_14925
ko:K03305	kpg:KPNIH32_14935
ko:K00799	kpg:KPNIH32_14940
ko:K00868	kpg:KPNIH32_14945
ko:K01866	kpg:KPNIH32_14950
ko:K00275	kpg:KPNIH32_14955
ko:K09001	kpg:KPNIH32_14965
ko:K06077	kpg:KPNIH32_14970
ko:K06075	kpg:KPNIH32_14980
ko:K06938	kpg:KPNIH32_15010
ko:K16137	kpg:KPNIH32_15015
ko:K10680	kpg:KPNIH32_15020
ko:K01759	kpg:KPNIH32_15025
ko:K03683	kpg:KPNIH32_15030
ko:K07390	kpg:KPNIH32_15035
ko:K13631	kpg:KPNIH32_15045
ko:K04564	kpg:KPNIH32_15050
ko:K12944	kpg:KPNIH32_19140
ko:K01911	kpg:KPNIH32_19145
ko:K02549	kpg:KPNIH32_19150
ko:K02057	kpg:KPNIH32_02555
ko:K03841	kpg:KPNIH32_02560
ko:K02558	kpg:KPNIH32_02565
ko:K09889	kpg:KPNIH32_02585
ko:K03592	kpg:KPNIH32_02590
ko:K15536	kpg:KPNIH32_02595
ko:K01465	kpg:KPNIH32_02630
ko:K01042	kpg:KPNIH32_02635
ko:K02760	kpg:KPNIH32_02690
ko:K01222	kpg:KPNIH32_02695
ko:K02761	kpg:KPNIH32_02700
ko:K01226	kpg:KPNIH32_02705
ko:K02818	kpg:KPNIH32_02710
ko:K02819	kpg:KPNIH32_02710
ko:K03485	kpg:KPNIH32_02715
ko:K01531	kpg:KPNIH32_02720
ko:K09022	kpg:KPNIH32_02725
ko:K00610	kpg:KPNIH32_02730
ko:K00609	kpg:KPNIH32_02735
ko:K03710	kpg:KPNIH32_02770
ko:K00611	kpg:KPNIH32_02775
ko:K09893	kpg:KPNIH32_02780
ko:K06169	kpg:KPNIH32_02785
ko:K03828	kpg:KPNIH32_02790
ko:K01873	kpg:KPNIH32_02795
ko:K02339	kpg:KPNIH32_02800
ko:K01255	kpg:KPNIH32_02805
ko:K07091	kpg:KPNIH32_02810
ko:K11720	kpg:KPNIH32_02815
ko:K06915	kpg:KPNIH32_02820
ko:K00010	kpg:KPNIH32_06900
ko:K02529	kpg:KPNIH32_06905
ko:K17213	kpg:KPNIH32_06910
ko:K17215	kpg:KPNIH32_06915
ko:K03484	kpg:KPNIH32_06935
ko:K01193	kpg:KPNIH32_06940
ko:K02809	kpg:KPNIH32_06945
ko:K02810	kpg:KPNIH32_06945
ko:K16077	kpg:KPNIH32_06950
ko:K00847	kpg:KPNIH32_06955
ko:K02013	kpg:KPNIH32_06980
ko:K02015	kpg:KPNIH32_06985
ko:K02016	kpg:KPNIH32_06990
ko:K10013	kpg:KPNIH32_07025
ko:K01130	kpg:KPNIH32_07045
ko:K06871	kpg:KPNIH32_07050
ko:K06995	kpg:KPNIH32_07080
ko:K09471	kpg:KPNIH32_07085
ko:K02014	kpg:KPNIH32_07100
ko:K11732	kpg:KPNIH32_07105
ko:K03113	kpg:KPNIH32_11230
ko:K04062	kpg:KPNIH32_11235
ko:K01147	kpg:KPNIH32_11255
ko:K00208	kpg:KPNIH32_11270
ko:K09975	kpg:KPNIH32_11275
ko:K03457	kpg:KPNIH32_11280
ko:K08170	kpg:KPNIH32_11330
ko:K03974	kpg:KPNIH32_11335
ko:K03969	kpg:KPNIH32_11340
ko:K06015	kpg:KPNIH32_03465
ko:K03307	kpg:KPNIH32_03475
ko:K00883	kpg:KPNIH32_03480
ko:K01631	kpg:KPNIH32_03485
ko:K00041	kpg:KPNIH32_03520
ko:K01002	kpg:KPNIH32_03565
ko:K02317	kpg:KPNIH32_03580
ko:K00481	kpg:KPNIH32_03600
ko:K02761	kpg:KPNIH32_03625
ko:K13255	kpg:KPNIH32_03630
ko:K03805	kpg:KPNIH32_07730
ko:K03386	kpg:KPNIH32_07735
ko:K03387	kpg:KPNIH32_07740
ko:K11932	kpg:KPNIH32_07745
ko:K06140	kpg:KPNIH32_07750
ko:K01169	kpg:KPNIH32_07755
ko:K03326	kpg:KPNIH32_07760
ko:K12973	kpg:KPNIH32_07765
ko:K03704	kpg:KPNIH32_07770
ko:K06199	kpg:KPNIH32_07775
ko:K03425	kpg:KPNIH32_07785
ko:K03644	kpg:KPNIH32_07790
ko:K03801	kpg:KPNIH32_07800
ko:K09158	kpg:KPNIH32_07805
ko:K07258	kpg:KPNIH32_07810
ko:K03642	kpg:KPNIH32_07815
ko:K05837	kpg:KPNIH32_07820
ko:K05515	kpg:KPNIH32_07825
ko:K00783	kpg:KPNIH32_07830
ko:K09710	kpg:KPNIH32_07835
ko:K02226	kpg:KPNIH32_07840
ko:K00969	kpg:KPNIH32_07845
ko:K02340	kpg:KPNIH32_07850
ko:K03643	kpg:KPNIH32_07855
ko:K01869	kpg:KPNIH32_07860
ko:K10004	kpg:KPNIH32_07885
ko:K10002	kpg:KPNIH32_07890
ko:K10003	kpg:KPNIH32_07895
ko:K10001	kpg:KPNIH32_07900
ko:K03820	kpg:KPNIH32_07905
ko:K06189	kpg:KPNIH32_07910
ko:K07042	kpg:KPNIH32_07915
ko:K06168	kpg:KPNIH32_07925
ko:K03184	kpg:KPNIH32_07930
ko:K01953	kpg:KPNIH32_07970
ko:K02566	kpg:KPNIH32_07975
ko:K14062	kpg:KPNIH32_12080
ko:K03737	kpg:KPNIH32_12085
ko:K03778	kpg:KPNIH32_12100
ko:K09978	kpg:KPNIH32_12120
ko:K14063	kpg:KPNIH32_12125
ko:K00077	kpg:KPNIH32_12135
ko:K00276	kpg:KPNIH32_12145
ko:K02618	kpg:KPNIH32_12150
ko:K02609	kpg:KPNIH32_12155
ko:K02610	kpg:KPNIH32_12160
ko:K02611	kpg:KPNIH32_12165
ko:K02612	kpg:KPNIH32_12170
ko:K02613	kpg:KPNIH32_12175
ko:K01692	kpg:KPNIH32_12180
ko:K15866	kpg:KPNIH32_12185
