ko:K14227	sena:AU38_01275
ko:K07038	sena:AU38_02655
ko:K14761	sena:AU38_02660
ko:K01491	sena:AU38_02665
ko:K07345	sena:AU38_02670
ko:K07351	sena:AU38_02675
ko:K07346	sena:AU38_02680
ko:K07347	sena:AU38_02685
ko:K07350	sena:AU38_02690
ko:K07348	sena:AU38_02695
ko:K07688	sena:AU38_02700
ko:K14055	sena:AU38_07065
ko:K00567	sena:AU38_07075
ko:K16074	sena:AU38_07090
ko:K05591	sena:AU38_07095
ko:K14058	sena:AU38_07100
ko:K18919	sena:AU38_07165
ko:K03297	sena:AU38_07220
ko:K14061	sena:AU38_07225
ko:K03737	sena:AU38_07235
ko:K03668	sena:AU38_07245
ko:K03778	sena:AU38_07250
ko:K09978	sena:AU38_07265
ko:K01118	sena:AU38_07275
ko:K03578	sena:AU38_07280
ko:K12262	sena:AU38_07290
ko:K02029	sena:AU38_07320
ko:K02028	sena:AU38_07325
ko:K02029	sena:AU38_07330
ko:K02030	sena:AU38_07335
ko:K15349	sena:AU38_07345
ko:K00121	sena:AU38_07365
ko:K05876	sena:AU38_07370
ko:K00338	sena:AU38_11645
ko:K00337	sena:AU38_11650
ko:K00336	sena:AU38_11655
ko:K00335	sena:AU38_11660
ko:K00334	sena:AU38_11665
ko:K13378	sena:AU38_11670
ko:K00331	sena:AU38_11675
ko:K00330	sena:AU38_11680
ko:K14260	sena:AU38_11695
ko:K08722	sena:AU38_11700
ko:K09161	sena:AU38_11715
ko:K09899	sena:AU38_11720
ko:K00925	sena:AU38_11725
ko:K13788	sena:AU38_11730
ko:K00615	sena:AU38_11740
ko:K00615	sena:AU38_11745
ko:K03475	sena:AU38_11750
ko:K02822	sena:AU38_11755
ko:K02821	sena:AU38_11760
ko:K07095	sena:AU38_11780
ko:K07071	sena:AU38_11795
ko:K10017	sena:AU38_11800
ko:K10015	sena:AU38_11805
ko:K10016	sena:AU38_11810
ko:K10014	sena:AU38_11815
ko:K10013	sena:AU38_11820
ko:K03186	sena:AU38_11825
ko:K01586	sena:AU38_11845
ko:K06714	sena:AU38_11850
ko:K00764	sena:AU38_11855
ko:K03558	sena:AU38_11860
ko:K03749	sena:AU38_11870
ko:K11754	sena:AU38_11875
ko:K01963	sena:AU38_11880
ko:K03975	sena:AU38_11885
ko:K06173	sena:AU38_11890
ko:K03473	sena:AU38_11900
ko:K07648	sena:AU38_16105
ko:K07139	sena:AU38_16110
ko:K00265	sena:AU38_16120
ko:K00266	sena:AU38_16125
ko:K10974	sena:AU38_16135
ko:K01485	sena:AU38_16140
ko:K00885	sena:AU38_16150
ko:K01788	sena:AU38_16155
ko:K03290	sena:AU38_16160
ko:K01639	sena:AU38_16165
ko:K03600	sena:AU38_16175
ko:K03599	sena:AU38_16180
ko:K02996	sena:AU38_16190
ko:K02871	sena:AU38_16195
ko:K06916	sena:AU38_16200
ko:K09908	sena:AU38_16205
ko:K04691	sena:AU38_16215
ko:K01572	sena:AU38_16225
ko:K01571	sena:AU38_16230
ko:K01573	sena:AU38_16235
ko:K03780	sena:AU38_16240
ko:K03779	sena:AU38_16245
ko:K00024	sena:AU38_16265
ko:K03402	sena:AU38_16270
ko:K03623	sena:AU38_16290
ko:K03468	sena:AU38_16295
ko:K15548	sena:AU38_16300
ko:K03568	sena:AU38_16315
ko:K08301	sena:AU38_16325
ko:K06287	sena:AU38_16330
ko:K03571	sena:AU38_16335
ko:K03570	sena:AU38_16340
ko:K03569	sena:AU38_16345
ko:K18765	sena:AU38_16350
ko:K17247	sena:AU38_16365
ko:K02160	sena:AU38_16370
ko:K01961	sena:AU38_16375
ko:K14392	sena:AU38_16385
ko:K00928	sena:AU38_20630
ko:K01810	sena:AU38_20635
ko:K13256	sena:AU38_20660
ko:K10110	sena:AU38_20665
ko:K10109	sena:AU38_20670
ko:K10108	sena:AU38_20675
ko:K10111	sena:AU38_20680
ko:K02024	sena:AU38_20685
ko:K05775	sena:AU38_20690
ko:K03181	sena:AU38_20695
ko:K03179	sena:AU38_20700
ko:K00631	sena:AU38_20705
ko:K00901	sena:AU38_20710
ko:K01356	sena:AU38_20715
ko:K03327	sena:AU38_20720
ko:K09823	sena:AU38_20735
ko:K05539	sena:AU38_20745
ko:K01775	sena:AU38_20765
ko:K00832	sena:AU38_20770
ko:K03788	sena:AU38_20775
ko:K03701	sena:AU38_20800
ko:K03111	sena:AU38_20805
ko:K13631	sena:AU38_20850
ko:K13639	sena:AU38_20855
ko:K00799	sena:AU38_20860
ko:K06901	sena:AU38_20865
ko:K03316	sena:AU38_20875
ko:K06518	sena:AU38_20885
ko:K14393	sena:AU38_20895
ko:K01895	sena:AU38_20905
ko:K03385	sena:AU38_20910
ko:K04013	sena:AU38_20915
ko:K04014	sena:AU38_20920
ko:K01169	sena:AU38_02995
ko:K09477	sena:AU38_03005
ko:K05966	sena:AU38_03010
ko:K05964	sena:AU38_03015
ko:K01643	sena:AU38_03020
ko:K01644	sena:AU38_03025
ko:K01646	sena:AU38_03030
ko:K01910	sena:AU38_03035
ko:K07700	sena:AU38_03040
ko:K07702	sena:AU38_03045
ko:K03326	sena:AU38_03050
ko:K12973	sena:AU38_03055
ko:K03704	sena:AU38_03060
ko:K06199	sena:AU38_03065
ko:K03425	sena:AU38_03075
ko:K03644	sena:AU38_03080
ko:K03801	sena:AU38_03090
ko:K09158	sena:AU38_03095
ko:K07258	sena:AU38_03100
ko:K03642	sena:AU38_03105
ko:K05837	sena:AU38_03110
ko:K05515	sena:AU38_03115
ko:K00783	sena:AU38_03120
ko:K09710	sena:AU38_03125
ko:K02226	sena:AU38_03135
ko:K04720	sena:AU38_03140
ko:K00969	sena:AU38_03145
ko:K02340	sena:AU38_03150
ko:K03643	sena:AU38_03155
ko:K01869	sena:AU38_03160
ko:K16849	sena:AU38_03165
ko:K16850	sena:AU38_03170
ko:K07126	sena:AU38_03190
ko:K04045	sena:AU38_03215
ko:K01250	sena:AU38_03225
ko:K10004	sena:AU38_03230
ko:K10002	sena:AU38_03235
ko:K10003	sena:AU38_03240
ko:K10001	sena:AU38_03245
ko:K03820	sena:AU38_03250
ko:K06189	sena:AU38_03255
ko:K07042	sena:AU38_03260
ko:K06168	sena:AU38_03270
ko:K08349	sena:AU38_07675
ko:K08350	sena:AU38_07680
ko:K13953	sena:AU38_07685
ko:K00027	sena:AU38_07690
ko:K02972	sena:AU38_07695
ko:K04063	sena:AU38_07705
ko:K06044	sena:AU38_07725
ko:K14155	sena:AU38_07735
ko:K03315	sena:AU38_07740
ko:K02529	sena:AU38_07745
ko:K06282	sena:AU38_07815
ko:K06281	sena:AU38_07820
ko:K03620	sena:AU38_07825
ko:K03605	sena:AU38_07830
ko:K04653	sena:AU38_07835
ko:K03619	sena:AU38_07840
ko:K03618	sena:AU38_07845
ko:K04651	sena:AU38_07855
ko:K01425	sena:AU38_07880
ko:K08324	sena:AU38_07885
ko:K08159	sena:AU38_07895
ko:K05595	sena:AU38_07900
ko:K03712	sena:AU38_07905
ko:K13632	sena:AU38_07910
ko:K13630	sena:AU38_07915
ko:K15268	sena:AU38_07920
ko:K01284	sena:AU38_07950
ko:K09954	sena:AU38_12210
ko:K01972	sena:AU38_12215
ko:K03528	sena:AU38_12220
ko:K06203	sena:AU38_12225
ko:K01738	sena:AU38_12230
ko:K02784	sena:AU38_12240
ko:K08483	sena:AU38_12245
ko:K02777	sena:AU38_12250
ko:K00868	sena:AU38_12260
ko:K01951	sena:AU38_12270
ko:K12339	sena:AU38_12285
ko:K02045	sena:AU38_12290
ko:K02047	sena:AU38_12295
ko:K02046	sena:AU38_12300
ko:K02048	sena:AU38_12305
ko:K07223	sena:AU38_12315
ko:K01448	sena:AU38_12335
ko:K00228	sena:AU38_12340
ko:K04033	sena:AU38_12350
ko:K04025	sena:AU38_12355
ko:K04026	sena:AU38_12360
ko:K03736	sena:AU38_12365
ko:K03735	sena:AU38_12370
ko:K04019	sena:AU38_12375
ko:K04023	sena:AU38_12380
ko:K04022	sena:AU38_12385
ko:K04024	sena:AU38_12390
ko:K04021	sena:AU38_12395
ko:K04028	sena:AU38_12400
ko:K04027	sena:AU38_12405
ko:K04020	sena:AU38_12410
ko:K04032	sena:AU38_12415
ko:K04030	sena:AU38_12420
ko:K04029	sena:AU38_12425
ko:K04031	sena:AU38_12430
ko:K00029	sena:AU38_12435
ko:K00616	sena:AU38_12440
ko:K00615	sena:AU38_12445
ko:K12945	sena:AU38_12460
ko:K07674	sena:AU38_12475
ko:K02926	sena:AU38_16670
ko:K02906	sena:AU38_16675
ko:K02946	sena:AU38_16680
ko:K02506	sena:AU38_16685
ko:K03594	sena:AU38_16690
ko:K02192	sena:AU38_16695
ko:K02358	sena:AU38_16700
ko:K02355	sena:AU38_16705
ko:K02992	sena:AU38_16710
ko:K02950	sena:AU38_16715
ko:K07237	sena:AU38_16720
ko:K07236	sena:AU38_16725
ko:K07235	sena:AU38_16730
ko:K03772	sena:AU38_16740
ko:K03745	sena:AU38_16745
ko:K03775	sena:AU38_16750
ko:K07070	sena:AU38_16755
ko:K11747	sena:AU38_16760
ko:K11748	sena:AU38_16765
ko:K06158	sena:AU38_16770
ko:K07019	sena:AU38_16785
ko:K09898	sena:AU38_16790
ko:K00855	sena:AU38_16795
ko:K07397	sena:AU38_16800
ko:K10914	sena:AU38_16805
ko:K01664	sena:AU38_16820
ko:K04095	sena:AU38_16825
ko:K03767	sena:AU38_16835
ko:K06141	sena:AU38_16840
ko:K00362	sena:AU38_16845
ko:K00363	sena:AU38_16850
ko:K02598	sena:AU38_16855
ko:K02302	sena:AU38_16860
ko:K12516	sena:AU38_16865
ko:K01867	sena:AU38_16875
ko:K01091	sena:AU38_16880
ko:K01783	sena:AU38_16885
ko:K03112	sena:AU38_16895
ko:K01735	sena:AU38_16900
ko:K00891	sena:AU38_16905
ko:K02507	sena:AU38_16910
ko:K12291	sena:AU38_16915
ko:K12290	sena:AU38_16920
ko:K12289	sena:AU38_16925
ko:K12288	sena:AU38_16930
ko:K05366	sena:AU38_16935
ko:K08312	sena:AU38_16940
ko:K03098	sena:AU38_21220
ko:K00247	sena:AU38_21225
ko:K00246	sena:AU38_21230
ko:K00245	sena:AU38_21235
ko:K00244	sena:AU38_21240
ko:K04568	sena:AU38_21245
ko:K01613	sena:AU38_21265
ko:K06949	sena:AU38_21270
ko:K13288	sena:AU38_21275
ko:K09996	sena:AU38_21280
ko:K18979	sena:AU38_21300
ko:K17758	sena:AU38_21305
ko:K17759	sena:AU38_21305
ko:K06925	sena:AU38_21310
ko:K01448	sena:AU38_21315
ko:K03572	sena:AU38_21320
ko:K00791	sena:AU38_21325
ko:K03666	sena:AU38_21330
ko:K03665	sena:AU38_21335
ko:K04088	sena:AU38_21340
ko:K04087	sena:AU38_21345
ko:K09937	sena:AU38_21350
ko:K01939	sena:AU38_21355
ko:K13771	sena:AU38_21360
ko:K12573	sena:AU38_21365
ko:K03218	sena:AU38_21370
ko:K09980	sena:AU38_21375
ko:K10716	sena:AU38_21385
ko:K08989	sena:AU38_21395
ko:K09456	sena:AU38_21410
ko:K06889	sena:AU38_21425
ko:K03477	sena:AU38_21430
ko:K03476	sena:AU38_21435
ko:K03475	sena:AU38_21440
ko:K02822	sena:AU38_21445
ko:K02821	sena:AU38_21450
ko:K03078	sena:AU38_21455
ko:K03079	sena:AU38_21460
ko:K03077	sena:AU38_21465
ko:K02990	sena:AU38_21475
ko:K02686	sena:AU38_21480
ko:K02963	sena:AU38_21485
ko:K02939	sena:AU38_21490
ko:K07269	sena:AU38_21500
ko:K00426	sena:AU38_03570
ko:K07107	sena:AU38_03585
ko:K03562	sena:AU38_03590
ko:K03560	sena:AU38_03595
ko:K03646	sena:AU38_03600
ko:K03641	sena:AU38_03605
ko:K03640	sena:AU38_03610
ko:K03517	sena:AU38_03655
ko:K03811	sena:AU38_03660
ko:K16264	sena:AU38_03665
ko:K01626	sena:AU38_03675
ko:K01678	sena:AU38_03680
ko:K01677	sena:AU38_03685
ko:K01571	sena:AU38_03710
ko:K01572	sena:AU38_03715
ko:K02015	sena:AU38_03725
ko:K02013	sena:AU38_03730
ko:K01834	sena:AU38_03735
ko:K01785	sena:AU38_03740
ko:K00849	sena:AU38_03745
ko:K00965	sena:AU38_03750
ko:K01784	sena:AU38_03755
ko:K05776	sena:AU38_03765
ko:K02019	sena:AU38_03770
ko:K02020	sena:AU38_03780
ko:K02018	sena:AU38_03785
ko:K02017	sena:AU38_03790
ko:K07404	sena:AU38_03800
ko:K01051	sena:AU38_03805
ko:K01468	sena:AU38_03810
ko:K01479	sena:AU38_03815
ko:K05836	sena:AU38_03820
ko:K01712	sena:AU38_03825
ko:K01745	sena:AU38_03830
ko:K03445	sena:AU38_18370
ko:K07448	sena:AU38_22105
ko:K07448	sena:AU38_22110
ko:K04772	sena:AU38_16210
ko:K04771	sena:AU38_01065
ko:K01139	sena:AU38_18200
ko:K00996	sena:AU38_10500
ko:K01977	sena:AU38_13095
ko:K01977	sena:AU38_20505
ko:K14219	sena:AU38_12020
ko:K14227	sena:AU38_20295
ko:K14227	sena:AU38_16465
ko:K14218	sena:AU38_12130
ko:K14218	sena:AU38_12135
ko:K14223	sena:AU38_03285
ko:K14223	sena:AU38_03290
ko:K19270	sena:AU38_11710
ko:K07497	sena:AU38_02720
ko:K07497	sena:AU38_12615
ko:K07497	sena:AU38_21955
ko:K07497	sena:AU38_21965
ko:K07497	sena:AU38_13265
ko:K07497	sena:AU38_13275
ko:K07497	sena:AU38_22815
ko:K07497	sena:AU38_22825
ko:K19265	sena:AU38_12105
ko:K01992	sena:AU38_03945
ko:K01992	sena:AU38_03950
ko:K01992	sena:AU38_17390
ko:K01977	sena:AU38_20290
ko:K14233	sena:AU38_13545
ko:K14221	sena:AU38_01295
ko:K14221	sena:AU38_19110
ko:K14221	sena:AU38_01350
ko:K14234	sena:AU38_01555
ko:K14223	sena:AU38_03300
ko:K14223	sena:AU38_03305
ko:K14230	sena:AU38_03295
ko:K14230	sena:AU38_03315
ko:K14230	sena:AU38_14385
ko:K14230	sena:AU38_14390
ko:K14230	sena:AU38_15905
ko:K14228	sena:AU38_03310
ko:K14228	sena:AU38_05510
ko:K14228	sena:AU38_15920
ko:K14228	sena:AU38_19290
ko:K14228	sena:AU38_22280
ko:K14228	sena:AU38_22270
ko:K14228	sena:AU38_22275
ko:K14228	sena:AU38_21865
ko:K14229	sena:AU38_03620
ko:K14229	sena:AU38_03645
ko:K14229	sena:AU38_03630
ko:K14229	sena:AU38_03640
ko:K14229	sena:AU38_03650
ko:K14229	sena:AU38_12170
ko:K14237	sena:AU38_03625
ko:K14237	sena:AU38_12165
ko:K14237	sena:AU38_12155
ko:K14237	sena:AU38_03635
ko:K14237	sena:AU38_12160
ko:K01066	sena:AU38_19740
ko:K08348	sena:AU38_07670
ko:K14237	sena:AU38_08405
ko:K14237	sena:AU38_08410
ko:K14220	sena:AU38_09935
ko:K14220	sena:AU38_09945
ko:K14220	sena:AU38_10155
ko:K14220	sena:AU38_10145
ko:K14218	sena:AU38_01280
ko:K14218	sena:AU38_16460
ko:K14218	sena:AU38_20300
ko:K01985	sena:AU38_01290
ko:K01985	sena:AU38_20310
ko:K01985	sena:AU38_20520
ko:K01985	sena:AU38_19550
ko:K01985	sena:AU38_19105
ko:K01985	sena:AU38_16450
ko:K01985	sena:AU38_13080
ko:K01985	sena:AU38_16440
ko:K03722	sena:AU38_06250
ko:K19416	sena:AU38_04905
ko:K14219	sena:AU38_13525
ko:K14219	sena:AU38_13535
ko:K14219	sena:AU38_13540
ko:K14219	sena:AU38_13530
ko:K14219	sena:AU38_19280
ko:K14238	sena:AU38_18240
ko:K14235	sena:AU38_19115
ko:K14226	sena:AU38_19285
ko:K07497	sena:AU38_05225
ko:K07497	sena:AU38_09905
ko:K07497	sena:AU38_09915
ko:K07497	sena:AU38_01420
ko:K07497	sena:AU38_01560
ko:K11645	sena:AU38_10785
ko:K11745	sena:AU38_00430
ko:K19335	sena:AU38_06995
ko:K03722	sena:AU38_03975
ko:K01582	sena:AU38_01195
ko:K14234	sena:AU38_20330
ko:K14219	sena:AU38_02715
ko:K14219	sena:AU38_09270
ko:K14219	sena:AU38_09345
ko:K14230	sena:AU38_15550
ko:K01978	sena:AU38_23180
ko:K19353	sena:AU38_20225
ko:K19267	sena:AU38_21535
ko:K19337	sena:AU38_05775
ko:K19304	sena:AU38_05760
ko:K19505	sena:AU38_22175
ko:K19334	sena:AU38_21770
ko:K19302	sena:AU38_04215
ko:K15366	sena:AU38_23090
ko:K15354	sena:AU38_04735
ko:K01175	sena:AU38_03400
ko:K19270	sena:AU38_08910
ko:K14234	sena:AU38_20345
ko:K14234	sena:AU38_16445
ko:K14233	sena:AU38_04440
ko:K14233	sena:AU38_09900
ko:K14225	sena:AU38_05500
ko:K14225	sena:AU38_21295
ko:K14225	sena:AU38_21290
ko:K14225	sena:AU38_21285
ko:K19354	sena:AU38_18025
ko:K19336	sena:AU38_06990
ko:K19333	sena:AU38_06150
ko:K00526	sena:AU38_11425
ko:K21637	sena:AU38_15115
ko:K07713	sena:AU38_20490
ko:K02483	sena:AU38_04955
ko:K03293	sena:AU38_19275
ko:K07274	sena:AU38_09150
ko:K06884	sena:AU38_06720
ko:K06884	sena:AU38_07945
ko:K00632	sena:AU38_11995
ko:K06884	sena:AU38_05070
ko:K02031	sena:AU38_09290
ko:K01785	sena:AU38_19680
ko:K01066	sena:AU38_02400
ko:K01980	sena:AU38_01285
ko:K01980	sena:AU38_16455
ko:K01980	sena:AU38_20515
ko:K01980	sena:AU38_13085
ko:K01980	sena:AU38_20305
ko:K14233	sena:AU38_04910
ko:K14233	sena:AU38_09925
ko:K14225	sena:AU38_14635
ko:K14225	sena:AU38_20340
ko:K14222	sena:AU38_05505
ko:K14236	sena:AU38_06570
ko:K14236	sena:AU38_06575
ko:K14236	sena:AU38_20335
ko:K14232	sena:AU38_11230
ko:K14232	sena:AU38_17650
ko:K14232	sena:AU38_19295
ko:K14224	sena:AU38_13090
ko:K14224	sena:AU38_20510
ko:K14231	sena:AU38_15040
ko:K14231	sena:AU38_21130
ko:K18868	sena:AU38_23175
ko:K19303	sena:AU38_08360
ko:K01096	sena:AU38_06815
ko:K19510	sena:AU38_22205
ko:K19556	sena:AU38_23100
ko:K19507	sena:AU38_22185
ko:K00042	sena:AU38_02555
ko:K05799	sena:AU38_00765
ko:K07497	sena:AU38_17755
ko:K19611	sena:AU38_02835
ko:K19506	sena:AU38_22180
ko:K02257	sena:AU38_02150
ko:K19508	sena:AU38_22190
ko:K19509	sena:AU38_22195
ko:K18148	sena:AU38_01510
ko:K02796	sena:AU38_06200
ko:K19557	sena:AU38_23075
ko:K19592	sena:AU38_01710
ko:K19594	sena:AU38_01695
ko:K00525	sena:AU38_11420
ko:K19709	sena:AU38_08735
ko:K19688	sena:AU38_04145
ko:K05875	sena:AU38_05615
ko:K05875	sena:AU38_15565
ko:K19745	sena:AU38_16355
ko:K19778	sena:AU38_07710
ko:K19776	sena:AU38_18625
ko:K00799	sena:AU38_04200
ko:K06131	sena:AU38_03930
ko:K00799	sena:AU38_11785
ko:K06132	sena:AU38_09830
ko:K07119	sena:AU38_07570
ko:K15777	sena:AU38_15420
ko:K07147	sena:AU38_16360
ko:K19784	sena:AU38_18700
ko:K07662	sena:AU38_19900
ko:K19802	sena:AU38_06960
ko:K07494	sena:AU38_23115
ko:K06148	sena:AU38_20835
ko:K19803	sena:AU38_11150
ko:K19804	sena:AU38_06825
ko:K00344	sena:AU38_20755
ko:K01582	sena:AU38_12865
ko:K00249	sena:AU38_04170
ko:K19810	sena:AU38_21190
ko:K07126	sena:AU38_02145
ko:K07126	sena:AU38_02140
ko:K01185	sena:AU38_05910
ko:K02485	sena:AU38_06600
ko:K00042	sena:AU38_15725
ko:K00146	sena:AU38_15105
ko:K01271	sena:AU38_19530
ko:K09017	sena:AU38_05075
ko:K03973	sena:AU38_06925
ko:K02032	sena:AU38_09285
ko:K21636	sena:AU38_21690
ko:K20023	sena:AU38_17975
ko:K20265	sena:AU38_11840
ko:K07686	sena:AU38_18410
ko:K20276	sena:AU38_13230
ko:K19591	sena:AU38_02450
ko:K01612	sena:AU38_14025
ko:K07448	sena:AU38_22115
ko:K01236	sena:AU38_07720
ko:K20542	sena:AU38_17550
ko:K20534	sena:AU38_02735
ko:K20543	sena:AU38_17545
ko:K20534	sena:AU38_12030
ko:K20541	sena:AU38_17555
ko:K21394	sena:AU38_17845
ko:K22132	sena:AU38_14375
ko:K20609	sena:AU38_07460
ko:K01214	sena:AU38_07730
ko:K02438	sena:AU38_17150
ko:K21029	sena:AU38_04105
ko:K04333	sena:AU38_09855
ko:K21021	sena:AU38_13150
ko:K21023	sena:AU38_16415
ko:K21084	sena:AU38_10710
ko:K21085	sena:AU38_05290
ko:K21086	sena:AU38_17520
ko:K21087	sena:AU38_06365
ko:K21089	sena:AU38_10885
ko:K08968	sena:AU38_06125
ko:K00821	sena:AU38_16815
ko:K21090	sena:AU38_06220
ko:K00525	sena:AU38_13455
ko:K00526	sena:AU38_13460
ko:K14059	sena:AU38_07105
ko:K10906	sena:AU38_07110
ko:K14059	sena:AU38_07210
ko:K02314	sena:AU38_20760
ko:K06217	sena:AU38_03265
ko:K06223	sena:AU38_16890
ko:K11089	sena:AU38_17070
ko:K04068	sena:AU38_21685
ko:K06866	sena:AU38_13030
ko:K02315	sena:AU38_22220
ko:K06191	sena:AU38_13445
ko:K03553	sena:AU38_13565
ko:K03676	sena:AU38_18000
ko:K06908	sena:AU38_22605
ko:K06907	sena:AU38_22610
ko:K06903	sena:AU38_22645
ko:K14059	sena:AU38_04710
ko:K01520	sena:AU38_18145
ko:K01185	sena:AU38_22675
ko:K06223	sena:AU38_22755
ko:K06905	sena:AU38_22845
ko:K06906	sena:AU38_22850
ko:K01185	sena:AU38_23105
ko:K00287	sena:AU38_00435
ko:K06217	sena:AU38_05100
ko:K00558	sena:AU38_05265
ko:K00560	sena:AU38_14450
ko:K14744	sena:AU38_05915
ko:K03791	sena:AU38_05980
ko:K07313	sena:AU38_06095
ko:K16711	sena:AU38_10590
ko:K02316	sena:AU38_15535
ko:K03546	sena:AU38_01920
ko:K06197	sena:AU38_06510
ko:K00857	sena:AU38_06615
ko:K03292	sena:AU38_00755
ko:K05934	sena:AU38_10220
ko:K02335	sena:AU38_19585
ko:K13695	sena:AU38_08810
ko:K21393	sena:AU38_17850
ko:K21430	sena:AU38_04195
ko:K21395	sena:AU38_17855
ko:K21449	sena:AU38_17945
ko:K21470	sena:AU38_04660
ko:K01420	sena:AU38_07070
ko:K21602	sena:AU38_17825
ko:K21645	sena:AU38_03695
ko:K21739	sena:AU38_02765
ko:K21740	sena:AU38_02770
ko:K21741	sena:AU38_02775
ko:K21746	sena:AU38_02760
ko:K21698	sena:AU38_16310
ko:K21695	sena:AU38_16305
ko:K21759	sena:AU38_14030
ko:K21948	sena:AU38_14000
ko:K13638	sena:AU38_16540
ko:K21990	sena:AU38_12015
ko:K22041	sena:AU38_09505
ko:K22015	sena:AU38_20960
ko:K22015	sena:AU38_20955
ko:K22024	sena:AU38_00835
ko:K22044	sena:AU38_04000
ko:K22025	sena:AU38_13985
ko:K22051	sena:AU38_21260
ko:K08319	sena:AU38_14005
ko:K22131	sena:AU38_13990
ko:K01816	sena:AU38_02550
ko:K14274	sena:AU38_13130
ko:K22130	sena:AU38_13995
ko:K22129	sena:AU38_00830
ko:K03595	sena:AU38_12965
ko:K22105	sena:AU38_20265
ko:K22104	sena:AU38_16170
ko:K22110	sena:AU38_19860
ko:K22110	sena:AU38_05125
ko:K22110	sena:AU38_19660
ko:K22270	sena:AU38_10960
ko:K03079	sena:AU38_17870
ko:K08994	sena:AU38_07870
ko:K03078	sena:AU38_17865
ko:K03077	sena:AU38_17875
ko:K03077	sena:AU38_00500
ko:K15634	sena:AU38_22410
ko:K22397	sena:AU38_17125
ko:K22293	sena:AU38_07960
ko:K13566	sena:AU38_01480
ko:K11206	sena:AU38_03070
ko:K22488	sena:AU38_13790
ko:K22486	sena:AU38_13800
ko:K22489	sena:AU38_14015
ko:K22487	sena:AU38_13780
ko:K22505	sena:AU38_13775
ko:K22512	sena:AU38_13895
ko:K22504	sena:AU38_13910
ko:K22506	sena:AU38_13890
ko:K22507	sena:AU38_13870
ko:K22508	sena:AU38_13865
ko:K22509	sena:AU38_13860
ko:K22510	sena:AU38_13855
ko:K22511	sena:AU38_13905
ko:K22513	sena:AU38_13885
ko:K22514	sena:AU38_13880
