ko:K08153	bthr:YBT1520_04795
ko:K00133	bthr:YBT1520_12965
ko:K09702	bthr:YBT1520_13005
ko:K01556	bthr:YBT1520_15960
ko:K01556	bthr:YBT1520_15965
ko:K07130	bthr:YBT1520_15970
ko:K00453	bthr:YBT1520_15975
ko:K01449	bthr:YBT1520_15995
ko:K06313	bthr:YBT1520_16000
ko:K03076	bthr:YBT1520_16060
ko:K01119	bthr:YBT1520_16075
ko:K02004	bthr:YBT1520_16140
ko:K02003	bthr:YBT1520_16145
ko:K18345	bthr:YBT1520_16160
ko:K18344	bthr:YBT1520_16165
ko:K07025	bthr:YBT1520_16170
ko:K00675	bthr:YBT1520_16185
ko:K00285	bthr:YBT1520_16200
ko:K01903	bthr:YBT1520_20375
ko:K03470	bthr:YBT1520_20380
ko:K14540	bthr:YBT1520_20385
ko:K03100	bthr:YBT1520_20390
ko:K02884	bthr:YBT1520_20395
ko:K00554	bthr:YBT1520_20400
ko:K02860	bthr:YBT1520_20405
ko:K06960	bthr:YBT1520_20410
ko:K02959	bthr:YBT1520_20415
ko:K03106	bthr:YBT1520_20420
ko:K09787	bthr:YBT1520_20425
ko:K03110	bthr:YBT1520_20430
ko:K03529	bthr:YBT1520_20435
ko:K03529	bthr:YBT1520_20445
ko:K03685	bthr:YBT1520_20450
ko:K02078	bthr:YBT1520_20455
ko:K00059	bthr:YBT1520_20460
ko:K00645	bthr:YBT1520_20465
ko:K03621	bthr:YBT1520_20470
ko:K03655	bthr:YBT1520_20480
ko:K07030	bthr:YBT1520_20485
ko:K02902	bthr:YBT1520_20495
ko:K06414	bthr:YBT1520_20500
ko:K00949	bthr:YBT1520_20505
ko:K01783	bthr:YBT1520_20510
ko:K06949	bthr:YBT1520_20515
ko:K06941	bthr:YBT1520_20535
ko:K03500	bthr:YBT1520_20540
ko:K00604	bthr:YBT1520_20545
ko:K01462	bthr:YBT1520_20550
ko:K04066	bthr:YBT1520_20555
ko:K13038	bthr:YBT1520_20560
ko:K03060	bthr:YBT1520_20565
ko:K00942	bthr:YBT1520_20570
ko:K09777	bthr:YBT1520_20575
ko:K01537	bthr:YBT1520_20585
ko:K00762	bthr:YBT1520_20620
ko:K00858	bthr:YBT1520_24520
ko:K04750	bthr:YBT1520_24530
ko:K01895	bthr:YBT1520_24535
ko:K03151	bthr:YBT1520_24545
ko:K04487	bthr:YBT1520_24550
ko:K06286	bthr:YBT1520_24555
ko:K01761	bthr:YBT1520_24580
ko:K02986	bthr:YBT1520_24585
ko:K01866	bthr:YBT1520_24610
ko:K03088	bthr:YBT1520_24620
ko:K00661	bthr:YBT1520_24625
ko:K01895	bthr:YBT1520_24630
ko:K04766	bthr:YBT1520_24635
ko:K04767	bthr:YBT1520_24640
ko:K04768	bthr:YBT1520_24645
ko:K01259	bthr:YBT1520_24650
ko:K03810	bthr:YBT1520_24700
ko:K03282	bthr:YBT1520_24705
ko:K02529	bthr:YBT1520_24730
ko:K13853	bthr:YBT1520_24735
ko:K03817	bthr:YBT1520_24770
ko:K01924	bthr:YBT1520_24775
ko:K03088	bthr:YBT1520_28615
ko:K01887	bthr:YBT1520_28620
ko:K01480	bthr:YBT1520_28650
ko:K00797	bthr:YBT1520_28655
ko:K01126	bthr:YBT1520_28670
ko:K01821	bthr:YBT1520_28690
ko:K06885	bthr:YBT1520_28695
ko:K02016	bthr:YBT1520_28700
ko:K02013	bthr:YBT1520_28705
ko:K02015	bthr:YBT1520_28710
ko:K02015	bthr:YBT1520_28715
ko:K06314	bthr:YBT1520_28725
ko:K16869	bthr:YBT1520_28730
ko:K00625	bthr:YBT1520_28735
ko:K01449	bthr:YBT1520_28750
ko:K06305	bthr:YBT1520_28755
ko:K10716	bthr:YBT1520_28770
ko:K03648	bthr:YBT1520_28790
ko:K00003	bthr:YBT1520_28820
ko:K00651	bthr:YBT1520_28825
ko:K01740	bthr:YBT1520_28830
ko:K01560	bthr:YBT1520_28845
ko:K01118	bthr:YBT1520_28855
ko:K00868	bthr:YBT1520_28870
ko:K04095	bthr:YBT1520_33371
ko:K03666	bthr:YBT1520_33421
ko:K07692	bthr:YBT1520_33486
ko:K04763	bthr:YBT1520_33506
ko:K06153	bthr:YBT1520_04045
ko:K03406	bthr:YBT1520_04050
ko:K07284	bthr:YBT1520_04070
ko:K03305	bthr:YBT1520_04080
ko:K03311	bthr:YBT1520_04090
ko:K07729	bthr:YBT1520_04115
ko:K03499	bthr:YBT1520_04135
ko:K02829	bthr:YBT1520_04140
ko:K02828	bthr:YBT1520_04145
ko:K02827	bthr:YBT1520_04150
ko:K02826	bthr:YBT1520_04155
ko:K02303	bthr:YBT1520_08225
ko:K02304	bthr:YBT1520_08235
ko:K03308	bthr:YBT1520_08240
ko:K11102	bthr:YBT1520_08255
ko:K11619	bthr:YBT1520_08270
ko:K11622	bthr:YBT1520_08280
ko:K11617	bthr:YBT1520_08285
ko:K11618	bthr:YBT1520_08290
ko:K11618	bthr:YBT1520_08295
ko:K03311	bthr:YBT1520_08305
ko:K03311	bthr:YBT1520_08310
ko:K05916	bthr:YBT1520_08345
ko:K07090	bthr:YBT1520_08360
ko:K03306	bthr:YBT1520_08365
ko:K07220	bthr:YBT1520_08370
ko:K12555	bthr:YBT1520_08375
ko:K18929	bthr:YBT1520_07615
ko:K14219	bthr:YBT1520_t29322
ko:K14219	bthr:YBT1520_t29378
ko:K14219	bthr:YBT1520_t29442
ko:K01977	bthr:YBT1520_r29502
ko:K01977	bthr:YBT1520_r29508
ko:K01977	bthr:YBT1520_r29506
ko:K01977	bthr:YBT1520_r29514
ko:K01977	bthr:YBT1520_r29498
ko:K01977	bthr:YBT1520_r29518
ko:K01977	bthr:YBT1520_r29500
ko:K01977	bthr:YBT1520_r29510
ko:K01977	bthr:YBT1520_r29496
ko:K01977	bthr:YBT1520_r29494
ko:K01977	bthr:YBT1520_r29512
ko:K01977	bthr:YBT1520_r29516
ko:K01977	bthr:YBT1520_r29504
ko:K18928	bthr:YBT1520_07610
ko:K18924	bthr:YBT1520_22410
ko:K18925	bthr:YBT1520_22415
ko:K03790	bthr:YBT1520_14645
ko:K18907	bthr:YBT1520_16385
ko:K01777	bthr:YBT1520_05055
ko:K14228	bthr:YBT1520_t29320
ko:K06147	bthr:YBT1520_13015
ko:K14218	bthr:YBT1520_t29274
ko:K14218	bthr:YBT1520_t29280
ko:K14218	bthr:YBT1520_t29302
ko:K14218	bthr:YBT1520_t29382
ko:K14218	bthr:YBT1520_t29438
ko:K14220	bthr:YBT1520_t29286
ko:K14220	bthr:YBT1520_t29416
ko:K14220	bthr:YBT1520_t29304
ko:K14220	bthr:YBT1520_t29400
ko:K14220	bthr:YBT1520_t29332
ko:K14223	bthr:YBT1520_t29296
ko:K14223	bthr:YBT1520_t29316
ko:K14223	bthr:YBT1520_t29354
ko:K14223	bthr:YBT1520_t29368
ko:K14225	bthr:YBT1520_t29300
ko:K14225	bthr:YBT1520_t29374
ko:K14225	bthr:YBT1520_t29446
ko:K14225	bthr:YBT1520_t29356
ko:K14225	bthr:YBT1520_t29326
ko:K14225	bthr:YBT1520_t29362
ko:K14225	bthr:YBT1520_t29410
ko:K14225	bthr:YBT1520_t29420
ko:K14221	bthr:YBT1520_t29330
ko:K14221	bthr:YBT1520_t29428
ko:K14221	bthr:YBT1520_t29462
ko:K14221	bthr:YBT1520_t29390
ko:K14221	bthr:YBT1520_t29342
ko:K14221	bthr:YBT1520_t29314
ko:K14232	bthr:YBT1520_t29324
ko:K14232	bthr:YBT1520_t29440
ko:K14232	bthr:YBT1520_t29380
ko:K01980	bthr:YBT1520_r29536
ko:K01980	bthr:YBT1520_r29538
ko:K01980	bthr:YBT1520_r29528
ko:K01980	bthr:YBT1520_r29520
ko:K01980	bthr:YBT1520_r29526
ko:K01980	bthr:YBT1520_r29532
ko:K01980	bthr:YBT1520_r29522
ko:K01980	bthr:YBT1520_r29542
ko:K01980	bthr:YBT1520_r29540
ko:K01980	bthr:YBT1520_r29534
ko:K01980	bthr:YBT1520_r29530
ko:K01980	bthr:YBT1520_r29524
ko:K01980	bthr:YBT1520_r29544
ko:K03790	bthr:YBT1520_12930
ko:K03789	bthr:YBT1520_08950
ko:K03790	bthr:YBT1520_31284
ko:K03790	bthr:YBT1520_14300
ko:K03790	bthr:YBT1520_15435
ko:K06147	bthr:YBT1520_13010
ko:K14230	bthr:YBT1520_t29436
ko:K14230	bthr:YBT1520_t29282
ko:K14234	bthr:YBT1520_t29288
ko:K14234	bthr:YBT1520_t29346
ko:K14234	bthr:YBT1520_t29394
ko:K14234	bthr:YBT1520_t29424
ko:K14234	bthr:YBT1520_t29452
ko:K14237	bthr:YBT1520_t29292
ko:K14237	bthr:YBT1520_t29338
ko:K14237	bthr:YBT1520_t29310
ko:K14237	bthr:YBT1520_t29364
ko:K14237	bthr:YBT1520_t29454
ko:K14235	bthr:YBT1520_t29350
ko:K14235	bthr:YBT1520_t29396
ko:K01985	bthr:YBT1520_r29468
ko:K01985	bthr:YBT1520_r29482
ko:K01985	bthr:YBT1520_r29476
ko:K01985	bthr:YBT1520_r29486
ko:K01985	bthr:YBT1520_r29470
ko:K01985	bthr:YBT1520_r29484
ko:K01985	bthr:YBT1520_r29478
ko:K01985	bthr:YBT1520_r29480
ko:K01985	bthr:YBT1520_r29472
ko:K01985	bthr:YBT1520_r29488
ko:K01985	bthr:YBT1520_r29490
ko:K01985	bthr:YBT1520_r29474
ko:K01985	bthr:YBT1520_r29492
ko:K14233	bthr:YBT1520_t29276
ko:K14233	bthr:YBT1520_t29432
ko:K14233	bthr:YBT1520_t29386
ko:K14233	bthr:YBT1520_t29384
ko:K14233	bthr:YBT1520_t29414
ko:K14233	bthr:YBT1520_t29306
ko:K14233	bthr:YBT1520_t29334
ko:K14230	bthr:YBT1520_t29312
ko:K14230	bthr:YBT1520_t29328
ko:K14230	bthr:YBT1520_t29388
ko:K14230	bthr:YBT1520_t29340
ko:K14230	bthr:YBT1520_t29430
ko:K14230	bthr:YBT1520_t29406
ko:K14230	bthr:YBT1520_t29434
ko:K14230	bthr:YBT1520_t31336
ko:K14224	bthr:YBT1520_t29284
ko:K14224	bthr:YBT1520_t29308
ko:K14224	bthr:YBT1520_t29336
ko:K14224	bthr:YBT1520_t29290
ko:K14224	bthr:YBT1520_t29402
ko:K14224	bthr:YBT1520_t29412
ko:K14224	bthr:YBT1520_t29464
ko:K07171	bthr:YBT1520_01195
ko:K14226	bthr:YBT1520_t29352
ko:K14226	bthr:YBT1520_t29450
ko:K14219	bthr:YBT1520_t29458
ko:K14229	bthr:YBT1520_t29370
ko:K14229	bthr:YBT1520_t29466
ko:K14229	bthr:YBT1520_t29422
ko:K14229	bthr:YBT1520_t29298
ko:K14229	bthr:YBT1520_t29318
ko:K14228	bthr:YBT1520_t29360
ko:K14228	bthr:YBT1520_t29372
ko:K14228	bthr:YBT1520_t29448
ko:K14228	bthr:YBT1520_t29376
ko:K14228	bthr:YBT1520_t29444
ko:K14219	bthr:YBT1520_t29408
ko:K14231	bthr:YBT1520_t29344
ko:K14231	bthr:YBT1520_t29392
ko:K14231	bthr:YBT1520_t29426
ko:K14231	bthr:YBT1520_t29460
ko:K18967	bthr:YBT1520_28875
ko:K03790	bthr:YBT1520_10175
ko:K03790	bthr:YBT1520_16240
ko:K09145	bthr:YBT1520_08260
ko:K07496	bthr:YBT1520_29999
ko:K07496	bthr:YBT1520_30864
ko:K19055	bthr:YBT1520_26455
ko:K03466	bthr:YBT1520_11235
ko:K07496	bthr:YBT1520_19175
ko:K01872	bthr:YBT1520_19260
ko:K07029	bthr:YBT1520_02150
ko:K03526	bthr:YBT1520_22735
ko:K14742	bthr:YBT1520_01220
ko:K11991	bthr:YBT1520_14375
ko:K03761	bthr:YBT1520_05215
ko:K18979	bthr:YBT1520_03030
ko:K03466	bthr:YBT1520_25930
ko:K13052	bthr:YBT1520_00275
ko:K05396	bthr:YBT1520_13640
ko:K03169	bthr:YBT1520_33396
ko:K03205	bthr:YBT1520_33591
ko:K18231	bthr:YBT1520_16785
ko:K03111	bthr:YBT1520_29190
ko:K03497	bthr:YBT1520_29220
ko:K03496	bthr:YBT1520_29225
ko:K03497	bthr:YBT1520_29230
ko:K07467	bthr:YBT1520_34056
ko:K04565	bthr:YBT1520_25785
ko:K08151	bthr:YBT1520_13165
ko:K03502	bthr:YBT1520_30559
ko:K03169	bthr:YBT1520_10320
ko:K02171	bthr:YBT1520_06150
ko:K02172	bthr:YBT1520_06155
ko:K05593	bthr:YBT1520_10585
ko:K03502	bthr:YBT1520_31411
ko:K18220	bthr:YBT1520_14415
ko:K03169	bthr:YBT1520_02480
ko:K18231	bthr:YBT1520_27595
ko:K03111	bthr:YBT1520_11880
ko:K03205	bthr:YBT1520_32946
ko:K03169	bthr:YBT1520_32961
ko:K06595	bthr:YBT1520_28920
ko:K03741	bthr:YBT1520_13790
ko:K01174	bthr:YBT1520_32181
ko:K07816	bthr:YBT1520_23065
ko:K03466	bthr:YBT1520_04005
ko:K03429	bthr:YBT1520_02855
ko:K01239	bthr:YBT1520_12810
ko:K05799	bthr:YBT1520_07605
ko:K01090	bthr:YBT1520_14325
ko:K03892	bthr:YBT1520_13775
ko:K00344	bthr:YBT1520_17920
ko:K19119	bthr:YBT1520_32041
ko:K02277	bthr:YBT1520_20940
ko:K00354	bthr:YBT1520_10965
ko:K06378	bthr:YBT1520_21700
ko:K01200	bthr:YBT1520_24850
ko:K01046	bthr:YBT1520_25675
ko:K00632	bthr:YBT1520_26610
ko:K02777	bthr:YBT1520_28350
ko:K11037	bthr:YBT1520_13460
ko:K01200	bthr:YBT1520_16085
ko:K01239	bthr:YBT1520_15215
ko:K01239	bthr:YBT1520_27110
ko:K00001	bthr:YBT1520_18460
ko:K01239	bthr:YBT1520_18865
ko:K11615	bthr:YBT1520_03205
ko:K01090	bthr:YBT1520_07115
ko:K03296	bthr:YBT1520_04235
ko:K01271	bthr:YBT1520_20595
ko:K06308	bthr:YBT1520_25005
ko:K01081	bthr:YBT1520_26480
ko:K03296	bthr:YBT1520_28980
ko:K03328	bthr:YBT1520_00250
ko:K00798	bthr:YBT1520_08495
ko:K00344	bthr:YBT1520_18350
ko:K00571	bthr:YBT1520_24500
ko:K11037	bthr:YBT1520_32321
ko:K01239	bthr:YBT1520_16370
ko:K00433	bthr:YBT1520_25220
ko:K06307	bthr:YBT1520_18995
ko:K01897	bthr:YBT1520_19280
ko:K01447	bthr:YBT1520_06795
ko:K01447	bthr:YBT1520_04970
ko:K06345	bthr:YBT1520_23480
ko:K01710	bthr:YBT1520_07175
ko:K01447	bthr:YBT1520_08570
ko:K01271	bthr:YBT1520_24365
ko:K03293	bthr:YBT1520_04105
ko:K02032	bthr:YBT1520_05090
ko:K00344	bthr:YBT1520_11505
ko:K19118	bthr:YBT1520_32056
ko:K19118	bthr:YBT1520_32061
ko:K19118	bthr:YBT1520_32066
ko:K19118	bthr:YBT1520_32071
ko:K19118	bthr:YBT1520_32081
ko:K21900	bthr:YBT1520_27580
ko:K19117	bthr:YBT1520_32046
ko:K01073	bthr:YBT1520_11045
ko:K19118	bthr:YBT1520_32051
ko:K01117	bthr:YBT1520_03740
ko:K06893	bthr:YBT1520_04745
ko:K07451	bthr:YBT1520_11710
ko:K15640	bthr:YBT1520_20905
ko:K00634	bthr:YBT1520_22155
ko:K06336	bthr:YBT1520_07490
ko:K16044	bthr:YBT1520_19110
ko:K02031	bthr:YBT1520_01075
ko:K02032	bthr:YBT1520_01080
ko:K08651	bthr:YBT1520_12745
ko:K11036	bthr:YBT1520_14010
ko:K11037	bthr:YBT1520_14015
ko:K01777	bthr:YBT1520_15495
ko:K01046	bthr:YBT1520_16755
ko:K03293	bthr:YBT1520_18220
ko:K00102	bthr:YBT1520_18490
ko:K00456	bthr:YBT1520_16865
ko:K12472	bthr:YBT1520_33941
ko:K15667	bthr:YBT1520_29689
ko:K19271	bthr:YBT1520_12880
ko:K00663	bthr:YBT1520_14870
ko:K00020	bthr:YBT1520_21520
ko:K00020	bthr:YBT1520_12620
ko:K07496	bthr:YBT1520_30019
ko:K07496	bthr:YBT1520_17380
ko:K07496	bthr:YBT1520_30539
ko:K07496	bthr:YBT1520_30639
ko:K07496	bthr:YBT1520_30744
ko:K07496	bthr:YBT1520_30789
ko:K07496	bthr:YBT1520_30999
ko:K07496	bthr:YBT1520_10925
ko:K07496	bthr:YBT1520_32291
ko:K07496	bthr:YBT1520_32311
ko:K07496	bthr:YBT1520_32396
ko:K07496	bthr:YBT1520_32401
ko:K07496	bthr:YBT1520_32451
ko:K07496	bthr:YBT1520_32456
ko:K07496	bthr:YBT1520_32596
ko:K07496	bthr:YBT1520_32636
ko:K07496	bthr:YBT1520_32641
ko:K01567	bthr:YBT1520_02735
ko:K01992	bthr:YBT1520_09845
ko:K03722	bthr:YBT1520_08940
ko:K11638	bthr:YBT1520_05225
ko:K19302	bthr:YBT1520_07545
ko:K00638	bthr:YBT1520_13315
ko:K04771	bthr:YBT1520_19140
ko:K01992	bthr:YBT1520_07900
ko:K02031	bthr:YBT1520_05085
ko:K19405	bthr:YBT1520_00375
ko:K08217	bthr:YBT1520_26985
ko:K01992	bthr:YBT1520_28150
ko:K01990	bthr:YBT1520_28800
ko:K01990	bthr:YBT1520_19535
ko:K19411	bthr:YBT1520_00370
ko:K19350	bthr:YBT1520_18715
ko:K06419	bthr:YBT1520_04900
ko:K03574	bthr:YBT1520_25275
ko:K06867	bthr:YBT1520_24670
ko:K06867	bthr:YBT1520_03120
ko:K01436	bthr:YBT1520_04170
ko:K07496	bthr:YBT1520_27865
ko:K07496	bthr:YBT1520_10690
ko:K19302	bthr:YBT1520_25120
ko:K18567	bthr:YBT1520_16440
ko:K18567	bthr:YBT1520_26660
ko:K06881	bthr:YBT1520_24335
ko:K00887	bthr:YBT1520_22855
ko:K14222	bthr:YBT1520_t29358
ko:K19689	bthr:YBT1520_24755
ko:K14236	bthr:YBT1520_t29294
ko:K14236	bthr:YBT1520_t29366
ko:K14236	bthr:YBT1520_t29348
ko:K14237	bthr:YBT1520_t29404
ko:K19701	bthr:YBT1520_28590
ko:K07315	bthr:YBT1520_05755
ko:K01258	bthr:YBT1520_22050
ko:K14227	bthr:YBT1520_t29272
ko:K14227	bthr:YBT1520_t29418
ko:K14227	bthr:YBT1520_t29398
ko:K14227	bthr:YBT1520_t29278
ko:K03417	bthr:YBT1520_12610
ko:K20480	bthr:YBT1520_03320
ko:K00547	bthr:YBT1520_22610
ko:K00297	bthr:YBT1520_22610
ko:K15777	bthr:YBT1520_10135
ko:K19802	bthr:YBT1520_15415
ko:K19955	bthr:YBT1520_19795
ko:K21636	bthr:YBT1520_19155
ko:K01091	bthr:YBT1520_25200
ko:K13075	bthr:YBT1520_18215
ko:K05770	bthr:YBT1520_13870
ko:K10680	bthr:YBT1520_19420
ko:K12132	bthr:YBT1520_20520
ko:K20074	bthr:YBT1520_20530
ko:K12132	bthr:YBT1520_20525
ko:K20201	bthr:YBT1520_28345
ko:K20116	bthr:YBT1520_21555
ko:K20117	bthr:YBT1520_21555
ko:K20118	bthr:YBT1520_21555
ko:K20459	bthr:YBT1520_29814
ko:K20390	bthr:YBT1520_28540
ko:K20391	bthr:YBT1520_28545
ko:K01753	bthr:YBT1520_17350
ko:K20486	bthr:YBT1520_29904
ko:K20418	bthr:YBT1520_06070
ko:K18889	bthr:YBT1520_04875
ko:K08884	bthr:YBT1520_12460
ko:K18889	bthr:YBT1520_19610
ko:K18890	bthr:YBT1520_04880
ko:K20534	bthr:YBT1520_28965
ko:K22103	bthr:YBT1520_25195
ko:K01200	bthr:YBT1520_16090
ko:K14230	bthr:YBT1520_t29456
ko:K11751	bthr:YBT1520_13990
ko:K01208	bthr:YBT1520_21310
ko:K21029	bthr:YBT1520_18950
ko:K20895	bthr:YBT1520_02775
ko:K21029	bthr:YBT1520_11600
ko:K00525	bthr:YBT1520_07865
ko:K21029	bthr:YBT1520_24960
ko:K21064	bthr:YBT1520_06930
ko:K08968	bthr:YBT1520_24575
ko:K00821	bthr:YBT1520_14535
ko:K00821	bthr:YBT1520_21965
ko:K00435	bthr:YBT1520_28740
ko:K00526	bthr:YBT1520_07870
ko:K18640	bthr:YBT1520_16035
ko:K01286	bthr:YBT1520_28745
ko:K07451	bthr:YBT1520_03895
ko:K18640	bthr:YBT1520_33546
ko:K18640	bthr:YBT1520_33746
ko:K02314	bthr:YBT1520_29165
ko:K01286	bthr:YBT1520_17065
ko:K01174	bthr:YBT1520_29964
ko:K02314	bthr:YBT1520_05250
ko:K02314	bthr:YBT1520_05265
ko:K07451	bthr:YBT1520_26070
ko:K06904	bthr:YBT1520_01300
ko:K06904	bthr:YBT1520_01495
ko:K02315	bthr:YBT1520_01620
ko:K01286	bthr:YBT1520_26625
ko:K03553	bthr:YBT1520_01830
ko:K01286	bthr:YBT1520_10540
ko:K02316	bthr:YBT1520_22810
ko:K06217	bthr:YBT1520_22870
ko:K01493	bthr:YBT1520_22975
ko:K06904	bthr:YBT1520_27250
ko:K06904	bthr:YBT1520_06715
ko:K01286	bthr:YBT1520_11135
ko:K01286	bthr:YBT1520_14510
ko:K04068	bthr:YBT1520_19150
ko:K06919	bthr:YBT1520_27345
ko:K07313	bthr:YBT1520_03155
ko:K01286	bthr:YBT1520_07480
ko:K00560	bthr:YBT1520_12105
ko:K00287	bthr:YBT1520_12110
ko:K03553	bthr:YBT1520_20085
ko:K18640	bthr:YBT1520_32916
ko:K13730	bthr:YBT1520_07750
ko:K00857	bthr:YBT1520_28405
ko:K03546	bthr:YBT1520_12660
ko:K07258	bthr:YBT1520_08450
ko:K02335	bthr:YBT1520_24235
ko:K05375	bthr:YBT1520_12710
ko:K01101	bthr:YBT1520_26395
ko:K18814	bthr:YBT1520_28080
ko:K21416	bthr:YBT1520_15865
ko:K21417	bthr:YBT1520_15870
ko:K21405	bthr:YBT1520_15925
ko:K21481	bthr:YBT1520_06095
ko:K21464	bthr:YBT1520_28675
ko:K21465	bthr:YBT1520_22710
ko:K21465	bthr:YBT1520_17190
ko:K21465	bthr:YBT1520_14240
ko:K21467	bthr:YBT1520_12115
ko:K21467	bthr:YBT1520_17215
ko:K21471	bthr:YBT1520_30819
ko:K06415	bthr:YBT1520_04455
ko:K06415	bthr:YBT1520_04460
ko:K21468	bthr:YBT1520_23240
ko:K22044	bthr:YBT1520_29210
ko:K21471	bthr:YBT1520_27705
ko:K21471	bthr:YBT1520_08250
ko:K21567	bthr:YBT1520_02305
ko:K21497	bthr:YBT1520_05165
ko:K21496	bthr:YBT1520_05160
ko:K21613	bthr:YBT1520_19515
ko:K00863	bthr:YBT1520_05600
ko:K00863	bthr:YBT1520_05610
ko:K21567	bthr:YBT1520_25890
ko:K21600	bthr:YBT1520_19860
ko:K21721	bthr:YBT1520_29784
ko:K21713	bthr:YBT1520_15540
ko:K21828	bthr:YBT1520_02440
ko:K21929	bthr:YBT1520_08770
ko:K21949	bthr:YBT1520_29779
ko:K21902	bthr:YBT1520_28665
ko:K11923	bthr:YBT1520_17820
ko:K21935	bthr:YBT1520_12415
ko:K18244	bthr:YBT1520_28480
ko:K21993	bthr:YBT1520_18955
ko:K21903	bthr:YBT1520_03305
ko:K00754	bthr:YBT1520_08800
ko:K01463	bthr:YBT1520_08795
ko:K22135	bthr:YBT1520_18255
ko:K22136	bthr:YBT1520_20825
ko:K01585	bthr:YBT1520_21045
ko:K14274	bthr:YBT1520_16825
ko:K03595	bthr:YBT1520_22845
ko:K02116	bthr:YBT1520_05555
ko:K22112	bthr:YBT1520_29040
ko:K03191	bthr:YBT1520_19330
ko:K22132	bthr:YBT1520_23360
ko:K22106	bthr:YBT1520_14920
ko:K00302	bthr:YBT1520_15470
ko:K00302	bthr:YBT1520_15475
ko:K03547	bthr:YBT1520_05840
ko:K07456	bthr:YBT1520_18370
ko:K22278	bthr:YBT1520_10590
ko:K22278	bthr:YBT1520_19230
ko:K05592	bthr:YBT1520_29085
ko:K02257	bthr:YBT1520_20960
ko:K05592	bthr:YBT1520_29060
ko:K13566	bthr:YBT1520_21475
ko:K01551	bthr:YBT1520_02120
ko:K18672	bthr:YBT1520_25860
ko:K22491	bthr:YBT1520_08545
