ko:K16238	btha:DR62_1129
ko:K01031	btha:DR62_4932
ko:K01032	btha:DR62_4933
ko:K01857	btha:DR62_4934
ko:K01055	btha:DR62_4935
ko:K01607	btha:DR62_4936
ko:K08195	btha:DR62_4937
ko:K07483	btha:DR62_08015
ko:K02970	btha:DR62_4949
ko:K03704	btha:DR62_4966
ko:K02518	btha:DR62_4968
ko:K07345	btha:DR62_5030
ko:K11892	btha:DR62_5031
ko:K11901	btha:DR62_5033
ko:K11900	btha:DR62_5034
ko:K11903	btha:DR62_5035
ko:K11906	btha:DR62_5036
ko:K11893	btha:DR62_5037
ko:K11892	btha:DR62_5038
ko:K11891	btha:DR62_5039
ko:K11904	btha:DR62_5041
ko:K11902	btha:DR62_5046
ko:K11895	btha:DR62_5047
ko:K11896	btha:DR62_5048
ko:K11897	btha:DR62_5049
ko:K11898	btha:DR62_5050
ko:K11907	btha:DR62_5052
ko:K07677	btha:DR62_5053
ko:K07687	btha:DR62_5054
ko:K18475	btha:DR62_5058
ko:K02406	btha:DR62_5063
ko:K02556	btha:DR62_5064
ko:K02557	btha:DR62_5065
ko:K03413	btha:DR62_5066
ko:K03407	btha:DR62_5067
ko:K03408	btha:DR62_5068
ko:K03406	btha:DR62_5069
ko:K00575	btha:DR62_5070
ko:K03411	btha:DR62_5071
ko:K03412	btha:DR62_5072
ko:K03412	btha:DR62_5073
ko:K02400	btha:DR62_5074
ko:K02401	btha:DR62_5075
ko:K02421	btha:DR62_5076
ko:K02420	btha:DR62_5077
ko:K02419	btha:DR62_5078
ko:K02417	btha:DR62_5079
ko:K02408	btha:DR62_5082
ko:K02409	btha:DR62_5083
ko:K02410	btha:DR62_5084
ko:K02411	btha:DR62_5085
ko:K02412	btha:DR62_5086
ko:K02407	btha:DR62_5088
ko:K01953	btha:DR62_5152
ko:K00161	btha:DR62_5157
ko:K00162	btha:DR62_5158
ko:K00627	btha:DR62_5160
ko:K01753	btha:DR62_5165
ko:K07169	btha:DR62_08125
ko:K11906	btha:DR62_5170
ko:K11893	btha:DR62_5171
ko:K11892	btha:DR62_5172
ko:K11891	btha:DR62_5173
ko:K11890	btha:DR62_5174
ko:K11902	btha:DR62_5176
ko:K11901	btha:DR62_5177
ko:K11900	btha:DR62_5178
ko:K06887	btha:DR62_5179
ko:K11897	btha:DR62_5180
ko:K11896	btha:DR62_5181
ko:K11895	btha:DR62_5182
ko:K11907	btha:DR62_5183
ko:K11904	btha:DR62_5184
ko:K07045	btha:DR62_5195
ko:K00574	btha:DR62_5197
ko:K03457	btha:DR62_5585
ko:K00033	btha:DR62_5588
ko:K06194	btha:DR62_5591
ko:K12262	btha:DR62_5593
ko:K02014	btha:DR62_5595
ko:K00375	btha:DR62_5598
ko:K02052	btha:DR62_5599
ko:K02055	btha:DR62_5600
ko:K02054	btha:DR62_5601
ko:K02053	btha:DR62_5602
ko:K05998	btha:DR62_5603
ko:K00505	btha:DR62_5606
ko:K01681	btha:DR62_5610
ko:K01720	btha:DR62_5611
ko:K01644	btha:DR62_5613
ko:K00024	btha:DR62_5614
ko:K03710	btha:DR62_5615
ko:K00241	btha:DR62_5616
ko:K00242	btha:DR62_5617
ko:K00239	btha:DR62_5618
ko:K00240	btha:DR62_5619
ko:K09159	btha:DR62_5620
ko:K01647	btha:DR62_5621
ko:K00163	btha:DR62_5625
ko:K01703	btha:DR62_5627
ko:K01704	btha:DR62_5629
ko:K00052	btha:DR62_5630
ko:K00133	btha:DR62_5631
ko:K06173	btha:DR62_5633
ko:K01817	btha:DR62_5634
ko:K01696	btha:DR62_5635
ko:K01695	btha:DR62_5637
ko:K01963	btha:DR62_5638
ko:K11754	btha:DR62_5639
ko:K03749	btha:DR62_5640
ko:K03558	btha:DR62_5641
ko:K00764	btha:DR62_5642
ko:K10764	btha:DR62_5643
ko:K01711	btha:DR62_5646
ko:K00963	btha:DR62_5653
ko:K00375	btha:DR62_4140
ko:K04064	btha:DR62_4142
ko:K00208	btha:DR62_4145
ko:K16137	btha:DR62_4148
ko:K09136	btha:DR62_07605
ko:K00612	btha:DR62_4159
ko:K01775	btha:DR62_4165
ko:K07140	btha:DR62_4170
ko:K07649	btha:DR62_4171
ko:K07774	btha:DR62_4172
ko:K02012	btha:DR62_4173
ko:K02011	btha:DR62_4174
ko:K02010	btha:DR62_4175
ko:K02510	btha:DR62_4177
ko:K02509	btha:DR62_4178
ko:K01826	btha:DR62_4179
ko:K00455	btha:DR62_4180
ko:K00151	btha:DR62_4181
ko:K05921	btha:DR62_4182
ko:K05921	btha:DR62_4183
ko:K02484	btha:DR62_4188
ko:K01998	btha:DR62_4295
ko:K01997	btha:DR62_4296
ko:K01999	btha:DR62_4297
ko:K00285	btha:DR62_4298
ko:K07107	btha:DR62_4304
ko:K17735	btha:DR62_4305
ko:K02002	btha:DR62_4307
ko:K17736	btha:DR62_4308
ko:K05994	btha:DR62_4310
ko:K08720	btha:DR62_4311
ko:K02002	btha:DR62_4312
ko:K01133	btha:DR62_4313
ko:K01433	btha:DR62_4315
ko:K02002	btha:DR62_4317
ko:K00479	btha:DR62_4319
ko:K03521	btha:DR62_4320
ko:K03522	btha:DR62_4321
ko:K01273	btha:DR62_4325
ko:K00600	btha:DR62_4326
ko:K00148	btha:DR62_4328
ko:K02529	btha:DR62_4329
ko:K00692	btha:DR62_4330
ko:K03543	btha:DR62_4332
ko:K12990	btha:DR62_4334
ko:K18101	btha:DR62_4336
ko:K18100	btha:DR62_4337
ko:K11891	btha:DR62_4341
ko:K11892	btha:DR62_4342
ko:K11893	btha:DR62_4343
ko:K11906	btha:DR62_4344
ko:K11904	btha:DR62_4349
ko:K11075	btha:DR62_4406
ko:K11074	btha:DR62_4407
ko:K09471	btha:DR62_4410
ko:K07245	btha:DR62_4412
ko:K07156	btha:DR62_4413
ko:K02347	btha:DR62_4419
ko:K07262	btha:DR62_4420
ko:K06911	btha:DR62_4425
ko:K02843	btha:DR62_07745
ko:K12452	btha:DR62_4437
ko:K01709	btha:DR62_4438
ko:K00978	btha:DR62_4439
ko:K01652	btha:DR62_4445
ko:K02651	btha:DR62_2774
ko:K02278	btha:DR62_2775
ko:K01066	btha:DR62_4681
ko:K09459	btha:DR62_4262
ko:K19416	btha:DR62_3006
ko:K19339	btha:DR62_2919
ko:K19265	btha:DR62_1370
ko:K01066	btha:DR62_3084
ko:K01785	btha:DR62_682
ko:K04771	btha:DR62_126
ko:K14232	btha:DR62_2484
ko:K14232	btha:DR62_725
ko:K14232	btha:DR62_2660
ko:K14234	btha:DR62_991
ko:K14224	btha:DR62_3241
ko:K14224	btha:DR62_3243
ko:K14218	btha:DR62_3244
ko:K01992	btha:DR62_3672
ko:K01992	btha:DR62_3673
ko:K01992	btha:DR62_5347
ko:K00020	btha:DR62_4251
ko:K00020	btha:DR62_4811
ko:K14218	btha:DR62_1033
ko:K14219	btha:DR62_261
ko:K14219	btha:DR62_262
ko:K14230	btha:DR62_1834
ko:K14228	btha:DR62_2024
ko:K14228	btha:DR62_2313
ko:K07497	btha:DR62_275
ko:K07497	btha:DR62_4451
ko:K07497	btha:DR62_4452
ko:K07497	btha:DR62_4560
ko:K07497	btha:DR62_4561
ko:K07497	btha:DR62_4941
ko:K07497	btha:DR62_4942
ko:K07497	btha:DR62_4975
ko:K07497	btha:DR62_4976
ko:K07497	btha:DR62_5271
ko:K07497	btha:DR62_5670
ko:K07497	btha:DR62_5671
ko:K07497	btha:DR62_518
ko:K07497	btha:DR62_05815
ko:K07497	btha:DR62_358
ko:K07497	btha:DR62_517
ko:K07497	btha:DR62_675
ko:K07497	btha:DR62_676
ko:K07497	btha:DR62_1700
ko:K07497	btha:DR62_1701
ko:K07497	btha:DR62_2129
ko:K07497	btha:DR62_2130
ko:K07497	btha:DR62_1310
ko:K07497	btha:DR62_1311
ko:K07497	btha:DR62_2021
ko:K07497	btha:DR62_2354
ko:K07497	btha:DR62_2355
ko:K07497	btha:DR62_06445
ko:K07497	btha:DR62_2356
ko:K07497	btha:DR62_2557
ko:K07497	btha:DR62_2558
ko:K07497	btha:DR62_2246
ko:K07497	btha:DR62_2542
ko:K07497	btha:DR62_2550
ko:K07497	btha:DR62_2551
ko:K07497	btha:DR62_2658
ko:K07497	btha:DR62_5007
ko:K07497	btha:DR62_5008
ko:K19209	btha:DR62_5286
ko:K19337	btha:DR62_649
ko:K19342	btha:DR62_2915
ko:K03722	btha:DR62_2985
ko:K00529	btha:DR62_3506
ko:K09690	btha:DR62_408
ko:K09691	btha:DR62_407
ko:K09459	btha:DR62_4365
ko:K04771	btha:DR62_1870
ko:K07485	btha:DR62_21
ko:K07485	btha:DR62_3020
ko:K07485	btha:DR62_3150
ko:K07485	btha:DR62_738
ko:K14234	btha:DR62_876
ko:K13790	btha:DR62_3388
ko:K00525	btha:DR62_710
ko:K19302	btha:DR62_4907
ko:K19340	btha:DR62_2913
ko:K19341	btha:DR62_2914
ko:K13876	btha:DR62_4079
ko:K13877	btha:DR62_4080
ko:K06867	btha:DR62_3075
ko:K02031	btha:DR62_3551
ko:K13614	btha:DR62_4113
ko:K19577	btha:DR62_2224
ko:K15669	btha:DR62_527
ko:K11209	btha:DR62_628
ko:K00525	btha:DR62_4392
ko:K00525	btha:DR62_4831
ko:K19577	btha:DR62_1792
ko:K19577	btha:DR62_461
ko:K03285	btha:DR62_259
ko:K00799	btha:DR62_1426
ko:K02650	btha:DR62_1844
ko:K01978	btha:DR62_06980
ko:K19713	btha:DR62_5609
ko:K14219	btha:DR62_2158
ko:K14219	btha:DR62_1108
ko:K14220	btha:DR62_157
ko:K14220	btha:DR62_158
ko:K14225	btha:DR62_110
ko:K14225	btha:DR62_111
ko:K14237	btha:DR62_2647
ko:K14237	btha:DR62_5257
ko:K14237	btha:DR62_3110
ko:K14237	btha:DR62_7
ko:K14229	btha:DR62_492
ko:K14229	btha:DR62_1313
ko:K14236	btha:DR62_994
ko:K14231	btha:DR62_1329
ko:K01985	btha:DR62_2353
ko:K01985	btha:DR62_997
ko:K01985	btha:DR62_761
ko:K01985	btha:DR62_4562
ko:K19670	btha:DR62_4570
ko:K14225	btha:DR62_368
ko:K14228	btha:DR62_2719
ko:K14228	btha:DR62_2718
ko:K14227	btha:DR62_1001
ko:K14227	btha:DR62_2350
ko:K14227	btha:DR62_765
ko:K14227	btha:DR62_4566
ko:K14235	btha:DR62_988
ko:K14223	btha:DR62_1669
ko:K14225	btha:DR62_992
ko:K14222	btha:DR62_109
ko:K14230	btha:DR62_2732
ko:K14230	btha:DR62_3352
ko:K14230	btha:DR62_2237
ko:K14230	btha:DR62_5540
ko:K14219	btha:DR62_2497
ko:K14226	btha:DR62_2743
ko:K01980	btha:DR62_2352
ko:K01980	btha:DR62_762
ko:K01980	btha:DR62_4563
ko:K01980	btha:DR62_998
ko:K14221	btha:DR62_3105
ko:K14221	btha:DR62_3240
ko:K14221	btha:DR62_3242
ko:K14234	btha:DR62_247
ko:K14228	btha:DR62_3130
ko:K14233	btha:DR62_3283
ko:K14233	btha:DR62_270
ko:K14233	btha:DR62_302
ko:K14233	btha:DR62_4528
ko:K00992	btha:DR62_1772
ko:K14218	btha:DR62_1000
ko:K14218	btha:DR62_4565
ko:K14218	btha:DR62_764
ko:K14218	btha:DR62_2351
ko:K19666	btha:DR62_3487
ko:K01977	btha:DR62_1002
ko:K01977	btha:DR62_766
ko:K01977	btha:DR62_4567
ko:K01977	btha:DR62_2349
ko:K07666	btha:DR62_1868
ko:K05875	btha:DR62_4132
ko:K05875	btha:DR62_4699
ko:K11904	btha:DR62_07295
ko:K11904	btha:DR62_3981
ko:K19743	btha:DR62_3540
ko:K19731	btha:DR62_5759
ko:K20250	btha:DR62_5758
ko:K08172	btha:DR62_3745
ko:K20257	btha:DR62_4387
ko:K06131	btha:DR62_1762
ko:K19784	btha:DR62_4880
ko:K07119	btha:DR62_5444
ko:K07119	btha:DR62_3085
ko:K06132	btha:DR62_5402
ko:K07147	btha:DR62_938
ko:K15777	btha:DR62_804
ko:K22003	btha:DR62_451
ko:K08992	btha:DR62_211
ko:K19804	btha:DR62_210
ko:K02483	btha:DR62_4230
ko:K19813	btha:DR62_3580
ko:K21636	btha:DR62_44
ko:K14731	btha:DR62_1740
ko:K19981	btha:DR62_5269
ko:K19982	btha:DR62_5267
ko:K20034	btha:DR62_3092
ko:K09796	btha:DR62_102
ko:K20035	btha:DR62_196
ko:K07484	btha:DR62_4557
ko:K07484	btha:DR62_4972
ko:K07484	btha:DR62_353
ko:K01139	btha:DR62_263
ko:K13061	btha:DR62_3485
ko:K20273	btha:DR62_5770
ko:K20274	btha:DR62_4309
ko:K02483	btha:DR62_3441
ko:K18379	btha:DR62_5705
ko:K20329	btha:DR62_2378
ko:K20332	btha:DR62_3683
ko:K00507	btha:DR62_4957
ko:K00507	btha:DR62_5196
ko:K00507	btha:DR62_06985
ko:K00507	btha:DR62_1972
ko:K20429	btha:DR62_1096
ko:K00146	btha:DR62_3987
ko:K20455	btha:DR62_4706
ko:K20333	btha:DR62_3685
ko:K20542	btha:DR62_5739
ko:K20543	btha:DR62_5740
ko:K20534	btha:DR62_4780
ko:K09788	btha:DR62_4705
ko:K18248	btha:DR62_5399
ko:K08282	btha:DR62_5175
ko:K02482	btha:DR62_5685
ko:K20541	btha:DR62_5738
ko:K22131	btha:DR62_3932
ko:K00130	btha:DR62_3896
ko:K02438	btha:DR62_3976
ko:K07100	btha:DR62_1824
ko:K20866	btha:DR62_3926
ko:K19591	btha:DR62_4556
ko:K14228	btha:DR62_4061
ko:K01046	btha:DR62_4851
ko:K00249	btha:DR62_5209
ko:K13877	btha:DR62_1378
ko:K20938	btha:DR62_4189
ko:K21061	btha:DR62_4586
ko:K21062	btha:DR62_4588
ko:K00840	btha:DR62_79
ko:K08968	btha:DR62_107
ko:K13609	btha:DR62_4591
ko:K21053	btha:DR62_237
ko:K13877	btha:DR62_4590
ko:K13877	btha:DR62_4924
ko:K21029	btha:DR62_1608
ko:K00249	btha:DR62_2336
ko:K08261	btha:DR62_1887
ko:K00526	btha:DR62_709
ko:K00249	btha:DR62_1249
ko:K21147	btha:DR62_5214
ko:K10954	btha:DR62_15
ko:K07336	btha:DR62_07610
ko:K14059	btha:DR62_4527
ko:K07313	btha:DR62_5478
ko:K02316	btha:DR62_5538
ko:K06907	btha:DR62_5561
ko:K06908	btha:DR62_5562
ko:K06905	btha:DR62_5568
ko:K06903	btha:DR62_5574
ko:K00560	btha:DR62_3664
ko:K17733	btha:DR62_05950
ko:K06919	btha:DR62_1275
ko:K03676	btha:DR62_1612
ko:K03553	btha:DR62_1838
ko:K01520	btha:DR62_1964
ko:K07451	btha:DR62_2143
ko:K06217	btha:DR62_1789
ko:K06919	btha:DR62_2020
ko:K10954	btha:DR62_2873
ko:K07451	btha:DR62_2244
ko:K01185	btha:DR62_2514
ko:K02314	btha:DR62_3053
ko:K07336	btha:DR62_3765
ko:K06223	btha:DR62_4239
ko:K00560	btha:DR62_171
ko:K00287	btha:DR62_177
ko:K01185	btha:DR62_4466
ko:K06904	btha:DR62_4485
ko:K05710	btha:DR62_3494
ko:K05874	btha:DR62_1068
ko:K02335	btha:DR62_5524
ko:K09017	btha:DR62_4644
ko:K00108	btha:DR62_4683
ko:K00108	btha:DR62_5249
ko:K05799	btha:DR62_663
ko:K05799	btha:DR62_4599
ko:K06900	btha:DR62_5682
ko:K05375	btha:DR62_2809
ko:K00571	btha:DR62_5636
ko:K02032	btha:DR62_3550
ko:K08100	btha:DR62_1957
ko:K13993	btha:DR62_2434
ko:K02483	btha:DR62_1837
ko:K00249	btha:DR62_1731
ko:K03293	btha:DR62_1032
ko:K00249	btha:DR62_5
ko:K02482	btha:DR62_4035
ko:K03636	btha:DR62_4158
ko:K03636	btha:DR62_5223
ko:K09983	btha:DR62_2815
ko:K03328	btha:DR62_1720
ko:K00499	btha:DR62_5529
ko:K07005	btha:DR62_4139
ko:K03293	btha:DR62_4008
ko:K00146	btha:DR62_1239
ko:K03892	btha:DR62_3946
ko:K21405	btha:DR62_4276
ko:K03651	btha:DR62_2407
ko:K21420	btha:DR62_2729
ko:K02483	btha:DR62_1463
ko:K02483	btha:DR62_1465
ko:K02483	btha:DR62_1473
ko:K01451	btha:DR62_4646
ko:K01451	btha:DR62_5137
ko:K00344	btha:DR62_5153
ko:K01420	btha:DR62_4921
ko:K01420	btha:DR62_5371
ko:K01420	btha:DR62_3722
ko:K21699	btha:DR62_4107
ko:K10026	btha:DR62_1331
ko:K21563	btha:DR62_52
ko:K10914	btha:DR62_1944
ko:K21645	btha:DR62_642
ko:K00344	btha:DR62_346
ko:K00344	btha:DR62_2270
ko:K21757	btha:DR62_5384
ko:K21757	btha:DR62_5395
ko:K00043	btha:DR62_2589
ko:K21801	btha:DR62_4720
ko:K21825	btha:DR62_80
ko:K21826	btha:DR62_4327
ko:K21826	btha:DR62_3937
ko:K21833	btha:DR62_4323
ko:K21834	btha:DR62_4322
ko:K08994	btha:DR62_3571
ko:K21832	btha:DR62_4318
ko:K21948	btha:DR62_3929
ko:K21929	btha:DR62_3226
ko:K01634	btha:DR62_5227
ko:K22027	btha:DR62_5241
ko:K01634	btha:DR62_5229
ko:K05802	btha:DR62_2920
ko:K22025	btha:DR62_3933
ko:K03741	btha:DR62_3948
ko:K01816	btha:DR62_3064
ko:K22130	btha:DR62_3930
ko:K22132	btha:DR62_1916
ko:K08319	btha:DR62_3928
ko:K00090	btha:DR62_152
ko:K03595	btha:DR62_121
ko:K22067	btha:DR62_3807
ko:K07183	btha:DR62_3806
ko:K00304	btha:DR62_3912
ko:K00302	btha:DR62_3911
ko:K22185	btha:DR62_683
ko:K13875	btha:DR62_4081
ko:K12242	btha:DR62_4289
ko:K22292	btha:DR62_222
ko:K22252	btha:DR62_5644
ko:K02257	btha:DR62_1629
ko:K03469	btha:DR62_2454
ko:K00611	btha:DR62_1930
ko:K13061	btha:DR62_3739
ko:K22348	btha:DR62_4415
ko:K01505	btha:DR62_3867
ko:K11206	btha:DR62_570
ko:K22488	btha:DR62_5780
ko:K00424	btha:DR62_2926
ko:K22487	btha:DR62_5778
ko:K00424	btha:DR62_1647
ko:K22505	btha:DR62_5777
ko:K22512	btha:DR62_5785
ko:K22504	btha:DR62_5782
ko:K22506	btha:DR62_5786
ko:K22507	btha:DR62_3375
ko:K22508	btha:DR62_3376
ko:K22509	btha:DR62_3377
ko:K22510	btha:DR62_3378
ko:K22511	btha:DR62_5783
ko:K22550	btha:DR62_4585
ko:K01007	btha:DR62_3183
ko:K22549	btha:DR62_4584
