ko:K19744	paec:M802_3986
ko:K12410	paec:M802_1231
ko:K07397	paec:M802_1237
ko:K06911	paec:M802_1239
ko:K11747	paec:M802_1241
ko:K06911	paec:M802_1245
ko:K01649	paec:M802_1252
ko:K08304	paec:M802_1257
ko:K00355	paec:M802_1259
ko:K00355	paec:M802_1260
ko:K03543	paec:M802_1272
ko:K16092	paec:M802_1308
ko:K02224	paec:M802_1310
ko:K04719	paec:M802_1311
ko:K02227	paec:M802_1312
ko:K02225	paec:M802_1313
ko:K02232	paec:M802_1314
ko:K02231	paec:M802_1315
ko:K00768	paec:M802_1316
ko:K02226	paec:M802_1317
ko:K02233	paec:M802_1319
ko:K08167	paec:M802_1318
ko:K00432	paec:M802_1324
ko:K06076	paec:M802_1325
ko:K01011	paec:M802_1329
ko:K03684	paec:M802_1331
ko:K09902	paec:M802_1332
ko:K09160	paec:M802_1336
ko:K03088	paec:M802_1337
ko:K07165	paec:M802_1338
ko:K16087	paec:M802_1339
ko:K03100	paec:M802_1340
ko:K01354	paec:M802_1341
ko:K03430	paec:M802_1347
ko:K05306	paec:M802_1348
ko:K02297	paec:M802_1354
ko:K02298	paec:M802_1355
ko:K02299	paec:M802_1356
ko:K09458	paec:M802_1411
ko:K03473	paec:M802_1413
ko:K00906	paec:M802_1414
ko:K03825	paec:M802_1415
ko:K02453	paec:M802_1420
ko:K01784	paec:M802_1422
ko:K00860	paec:M802_1431
ko:K06969	paec:M802_1445
ko:K11073	paec:M802_1448
ko:K01652	paec:M802_1455
ko:K03307	paec:M802_1456
ko:K12255	paec:M802_1459
ko:K03406	paec:M802_1461
ko:K03827	paec:M802_1466
ko:K07665	paec:M802_1475
ko:K07644	paec:M802_1476
ko:K09790	paec:M802_1477
ko:K07039	paec:M802_1478
ko:K02414	paec:M802_1479
ko:K02415	paec:M802_1480
ko:K02416	paec:M802_1481
ko:K02417	paec:M802_1482
ko:K02418	paec:M802_1483
ko:K02419	paec:M802_1484
ko:K02420	paec:M802_1485
ko:K02421	paec:M802_1486
ko:K02401	paec:M802_1487
ko:K06872	paec:M802_1488
ko:K06872	paec:M802_1489
ko:K02400	paec:M802_1490
ko:K02404	paec:M802_1491
ko:K04562	paec:M802_1492
ko:K02405	paec:M802_1493
ko:K03413	paec:M802_1494
ko:K03414	paec:M802_1495
ko:K03407	paec:M802_1496
ko:K03412	paec:M802_1497
ko:K02556	paec:M802_1498
ko:K02557	paec:M802_1499
ko:K03408	paec:M802_1501
ko:K03408	paec:M802_1502
ko:K00799	paec:M802_1504
ko:K05810	paec:M802_1507
ko:K00059	paec:M802_1508
ko:K04061	paec:M802_1511
ko:K02193	paec:M802_1513
ko:K02194	paec:M802_1514
ko:K02195	paec:M802_1515
ko:K02196	paec:M802_1516
ko:K02197	paec:M802_1517
ko:K02198	paec:M802_1518
ko:K02199	paec:M802_1519
ko:K02200	paec:M802_1520
ko:K02200	paec:M802_1521
ko:K01266	paec:M802_1525
ko:K00864	paec:M802_1526
ko:K00111	paec:M802_1528
ko:K02444	paec:M802_1529
ko:K04023	paec:M802_1530
ko:K02048	paec:M802_1532
ko:K10716	paec:M802_1535
ko:K08717	paec:M802_1536
ko:K00873	paec:M802_1537
ko:K01608	paec:M802_1541
ko:K03639	paec:M802_1544
ko:K11903	paec:M802_1551
ko:K01483	paec:M802_1553
ko:K01477	paec:M802_1554
ko:K07127	paec:M802_1557
ko:K06901	paec:M802_1558
ko:K01487	paec:M802_1560
ko:K07402	paec:M802_1561
ko:K13482	paec:M802_1562
ko:K13481	paec:M802_1563
ko:K00496	paec:M802_1564
ko:K03529	paec:M802_1566
ko:K03528	paec:M802_1567
ko:K01972	paec:M802_1568
ko:K02343	paec:M802_1571
ko:K09747	paec:M802_1572
ko:K06187	paec:M802_1573
ko:K09925	paec:M802_1575
ko:K11742	paec:M802_1578
ko:K11743	paec:M802_1580
ko:K07044	paec:M802_1581
ko:K00759	paec:M802_1582
ko:K09792	paec:M802_1586
ko:K01533	paec:M802_1588
ko:K09926	paec:M802_1589
ko:K00406	paec:M802_1591
ko:K00407	paec:M802_1592
ko:K00405	paec:M802_1593
ko:K00404	paec:M802_1594
ko:K00406	paec:M802_1595
ko:K00407	paec:M802_1596
ko:K00405	paec:M802_1597
ko:K00404	paec:M802_1598
ko:K07020	paec:M802_1599
ko:K03776	paec:M802_1602
ko:K01681	paec:M802_1603
ko:K06968	paec:M802_1604
ko:K04085	paec:M802_1605
ko:K01915	paec:M802_1607
ko:K09974	paec:M802_1614
ko:K09913	paec:M802_1615
ko:K09922	paec:M802_1618
ko:K06940	paec:M802_1620
ko:K01647	paec:M802_1622
ko:K00241	paec:M802_1623
ko:K00242	paec:M802_1624
ko:K22589	paec:M802_2761
ko:K00100	paec:M802_1182
ko:K04057	paec:M802_1739
ko:K00114	paec:M802_2043
ko:K18473	paec:M802_5349
ko:K16234	paec:M802_5268
ko:K11904	paec:M802_97
ko:K11904	paec:M802_2764
ko:K11904	paec:M802_267
ko:K11904	paec:M802_5444
ko:K11914	paec:M802_1706
ko:K11894	paec:M802_1708
ko:K07645	paec:M802_4940
ko:K11904	paec:M802_2443
ko:K11916	paec:M802_1714
ko:K18459	paec:M802_293
ko:K11904	paec:M802_3608
ko:K18480	paec:M802_3324
ko:K11912	paec:M802_80
ko:K11913	paec:M802_87
ko:K11904	paec:M802_101
ko:K11904	paec:M802_1550
ko:K11904	paec:M802_5261
ko:K11904	paec:M802_3409
ko:K14230	paec:M802_587
ko:K14218	paec:M802_4417
ko:K14218	paec:M802_4849
ko:K14218	paec:M802_5550
ko:K14218	paec:M802_683
ko:K01980	paec:M802_684
ko:K01980	paec:M802_4848
ko:K01980	paec:M802_5549
ko:K01980	paec:M802_4416
ko:K14233	paec:M802_930
ko:K14233	paec:M802_1044
ko:K14233	paec:M802_2680
ko:K14233	paec:M802_2952
ko:K14226	paec:M802_1843
ko:K14226	paec:M802_1845
ko:K14228	paec:M802_1844
ko:K14228	paec:M802_2644
ko:K14228	paec:M802_3948
ko:K14228	paec:M802_4910
ko:K14222	paec:M802_2656
ko:K14232	paec:M802_3135
ko:K14232	paec:M802_4687
ko:K14234	paec:M802_4409
ko:K14223	paec:M802_4823
ko:K00681	paec:M802_169
ko:K00681	paec:M802_369
ko:K00681	paec:M802_1375
ko:K19296	paec:M802_3670
ko:K14219	paec:M802_269
ko:K14229	paec:M802_1007
ko:K14229	paec:M802_4686
ko:K14228	paec:M802_5106
ko:K14228	paec:M802_5107
ko:K04065	paec:M802_4901
ko:K14218	paec:M802_3242
ko:K14218	paec:M802_3244
ko:K14225	paec:M802_2659
ko:K14225	paec:M802_2916
ko:K14225	paec:M802_2917
ko:K14219	paec:M802_931
ko:K14219	paec:M802_932
ko:K14219	paec:M802_1842
ko:K14219	paec:M802_3486
ko:K14219	paec:M802_4730
ko:K14230	paec:M802_950
ko:K14230	paec:M802_4909
ko:K14230	paec:M802_4828
ko:K01977	paec:M802_681
ko:K01977	paec:M802_4419
ko:K01977	paec:M802_4851
ko:K01977	paec:M802_5552
ko:K02664	paec:M802_5213
ko:K14227	paec:M802_4418
ko:K14227	paec:M802_5551
ko:K14227	paec:M802_4850
ko:K14227	paec:M802_682
ko:K01985	paec:M802_685
ko:K01985	paec:M802_5548
ko:K01985	paec:M802_4415
ko:K01985	paec:M802_4847
ko:K14225	paec:M802_749
ko:K14221	paec:M802_1857
ko:K14221	paec:M802_3200
ko:K14221	paec:M802_3375
ko:K14221	paec:M802_3199
ko:K14232	paec:M802_2817
ko:K14237	paec:M802_2871
ko:K14237	paec:M802_3201
ko:K14237	paec:M802_3376
ko:K14224	paec:M802_2918
ko:K14224	paec:M802_3243
ko:K14224	paec:M802_3241
ko:K14220	paec:M802_3251
ko:K14220	paec:M802_4688
ko:K14235	paec:M802_4407
ko:K14225	paec:M802_4410
ko:K13053	paec:M802_3111
ko:K02663	paec:M802_5214
ko:K07794	paec:M802_775
ko:K18131	paec:M802_434
ko:K00249	paec:M802_1221
ko:K18691	paec:M802_3886
ko:K21645	paec:M802_5612
ko:K09690	paec:M802_2756
ko:K12994	paec:M802_5634
ko:K09690	paec:M802_5637
ko:K18800	paec:M802_5397
ko:K18893	paec:M802_3338
ko:K20862	paec:M802_5459
ko:K09892	paec:M802_5402
ko:K18954	paec:M802_254
ko:K07483	paec:M802_1996
ko:K18850	paec:M802_2707
ko:K09691	paec:M802_1424
ko:K18930	paec:M802_4935
ko:K01971	paec:M802_2202
ko:K17850	paec:M802_4239
ko:K03496	paec:M802_5199
ko:K03497	paec:M802_5747
ko:K03496	paec:M802_5748
ko:K04343	paec:M802_1914
ko:K11811	paec:M802_2350
ko:K01856	paec:M802_2577
ko:K05599	paec:M802_2580
ko:K03646	paec:M802_1001
ko:K08151	paec:M802_1167
ko:K13060	paec:M802_1470
ko:K03496	paec:M802_1500
ko:K04056	paec:M802_1740
ko:K04053	paec:M802_1766
ko:K04054	paec:M802_1768
ko:K12545	paec:M802_3527
ko:K18973	paec:M802_5699
ko:K07665	paec:M802_2906
ko:K07497	paec:M802_1016
ko:K19055	paec:M802_1896
ko:K03976	paec:M802_3701
ko:K18000	paec:M802_1026
ko:K18001	paec:M802_1027
ko:K18002	paec:M802_1028
ko:K18003	paec:M802_1029
ko:K18304	paec:M802_1469
ko:K00042	paec:M802_1539
ko:K18073	paec:M802_1851
ko:K03892	paec:M802_2347
ko:K11917	paec:M802_2430
ko:K02661	paec:M802_422
ko:K07050	paec:M802_2168
ko:K00130	paec:M802_5556
ko:K07215	paec:M802_689
ko:K12987	paec:M802_724
ko:K03526	paec:M802_3926
ko:K14742	paec:M802_3806
ko:K03761	paec:M802_5715
ko:K08642	paec:M802_1928
ko:K01800	paec:M802_2068
ko:K10814	paec:M802_2263
ko:K16635	paec:M802_3965
ko:K18308	paec:M802_4338
ko:K12241	paec:M802_4354
ko:K12240	paec:M802_4355
ko:K08085	paec:M802_4698
ko:K02675	paec:M802_4703
ko:K00557	paec:M802_4881
ko:K05799	paec:M802_4932
ko:K06599	paec:M802_426
ko:K07483	paec:M802_1014
ko:K04059	paec:M802_1745
ko:K04060	paec:M802_1746
ko:K04049	paec:M802_1759
ko:K04051	paec:M802_1764
ko:K04052	paec:M802_1765
ko:K01800	paec:M802_2541
ko:K00335	paec:M802_2718
ko:K00336	paec:M802_2719
ko:K00433	paec:M802_2796
ko:K09472	paec:M802_224
ko:K00632	paec:M802_3116
ko:K18099	paec:M802_3599
ko:K18991	paec:M802_576
ko:K07497	paec:M802_1017
ko:K18305	paec:M802_4335
ko:K12238	paec:M802_4358
ko:K06600	paec:M802_427
ko:K18004	paec:M802_4320
ko:K10954	paec:M802_744
ko:K19048	paec:M802_2809
ko:K18130	paec:M802_3841
ko:K18072	paec:M802_1850
ko:K12993	paec:M802_5635
ko:K19000	paec:M802_968
ko:K11020	paec:M802_1184
ko:K00249	paec:M802_2620
ko:K07326	paec:M802_2531
ko:K02030	paec:M802_5309
ko:K00148	paec:M802_5605
ko:K06992	paec:M802_1807
ko:K10815	paec:M802_2264
ko:K11383	paec:M802_5669
ko:K06893	paec:M802_1870
ko:K00020	paec:M802_3690
ko:K03458	paec:M802_1546
ko:K12988	paec:M802_5171
ko:K00108	paec:M802_5555
ko:K12979	paec:M802_964
ko:K07326	paec:M802_41
ko:K05913	paec:M802_4223
ko:K12239	paec:M802_4356
ko:K09017	paec:M802_446
ko:K00091	paec:M802_4782
ko:K12976	paec:M802_4814
ko:K01802	paec:M802_717
ko:K03293	paec:M802_813
ko:K00249	paec:M802_903
ko:K03668	paec:M802_953
ko:K06858	paec:M802_4172
ko:K06867	paec:M802_2566
ko:K00020	paec:M802_3430
ko:K06992	paec:M802_2013
ko:K01239	paec:M802_149
ko:K04050	paec:M802_1762
ko:K11918	paec:M802_2435
ko:K11919	paec:M802_2439
ko:K00344	paec:M802_2758
ko:K01046	paec:M802_2961
ko:K16291	paec:M802_2953
ko:K00632	paec:M802_3041
ko:K01505	paec:M802_3193
ko:K00632	paec:M802_3576
ko:K01802	paec:M802_3838
ko:K07749	paec:M802_3853
ko:K06893	paec:M802_3450
ko:K05799	paec:M802_126
ko:K09017	paec:M802_1543
ko:K00249	paec:M802_1574
ko:K09017	paec:M802_173
ko:K17940	paec:M802_2663
ko:K00108	paec:M802_3831
ko:K01271	paec:M802_4642
ko:K01710	paec:M802_5336
ko:K22468	paec:M802_2497
ko:K00525	paec:M802_1190
ko:K00525	paec:M802_5682
ko:K00249	paec:M802_5165
ko:K00248	paec:M802_5191
ko:K02030	paec:M802_5308
ko:K00344	paec:M802_5411
ko:K01139	paec:M802_5516
ko:K01406	paec:M802_1285
ko:K03446	paec:M802_2934
ko:K05375	paec:M802_2481
ko:K12979	paec:M802_4656
ko:K19168	paec:M802_784
ko:K00146	paec:M802_4201
ko:K06884	paec:M802_2212
ko:K07216	paec:M802_1716
ko:K19221	paec:M802_1309
ko:K12349	paec:M802_868
ko:K19246	paec:M802_1203
ko:K19344	paec:M802_528
ko:K01066	paec:M802_5566
ko:K19290	paec:M802_3661
ko:K01992	paec:M802_3519
ko:K01992	paec:M802_5407
ko:K04771	paec:M802_789
ko:K19293	paec:M802_3666
ko:K19294	paec:M802_3668
ko:K19295	paec:M802_3669
ko:K19302	paec:M802_4138
ko:K03722	paec:M802_1078
ko:K07497	paec:M802_3254
ko:K19342	paec:M802_3515
ko:K19345	paec:M802_527
ko:K19353	paec:M802_4661
ko:K00249	paec:M802_4578
ko:K01795	paec:M802_3665
ko:K19337	paec:M802_5623
ko:K19337	paec:M802_3293
ko:K06867	paec:M802_3402
ko:K19300	paec:M802_4249
ko:K19339	paec:M802_3510
ko:K19416	paec:M802_2681
ko:K19340	paec:M802_3513
ko:K19341	paec:M802_3514
ko:K06867	paec:M802_4762
ko:K19292	paec:M802_3663
ko:K19577	paec:M802_4495
ko:K18567	paec:M802_2154
ko:K18567	paec:M802_3419
ko:K11690	paec:M802_5344
ko:K21699	paec:M802_139
ko:K07486	paec:M802_2769
ko:K07486	paec:M802_3555
ko:K07486	paec:M802_4961
ko:K19610	paec:M802_957
ko:K19609	paec:M802_958
ko:K06884	paec:M802_2259
ko:K20260	paec:M802_4341
ko:K19610	paec:M802_2765
ko:K19611	paec:M802_2767
ko:K07487	paec:M802_709
ko:K07487	paec:M802_1406
ko:K02483	paec:M802_4230
ko:K18148	paec:M802_5657
ko:K10024	paec:M802_913
ko:K03446	paec:M802_1271
ko:K00799	paec:M802_4544
ko:K20261	paec:M802_1960
ko:K20257	paec:M802_1030
ko:K19594	paec:M802_3642
ko:K19713	paec:M802_2549
ko:K07165	paec:M802_2113
ko:K19713	paec:M802_4719
ko:K00992	paec:M802_610
ko:K19711	paec:M802_765
ko:K19696	paec:M802_3107
ko:K07165	paec:M802_482
ko:K18300	paec:M802_2563
ko:K07666	paec:M802_4939
ko:K08305	paec:M802_4119
ko:K01003	paec:M802_5040
ko:K20260	paec:M802_1957
ko:K19784	paec:M802_1238
ko:K07119	paec:M802_2267
ko:K07119	paec:M802_1691
ko:K00799	paec:M802_2910
ko:K06131	paec:M802_2222
ko:K06132	paec:M802_5488
ko:K00995	paec:M802_2660
ko:K07147	paec:M802_4853
ko:K13877	paec:M802_1289
ko:K15777	paec:M802_2938
ko:K17722	paec:M802_450
ko:K13775	paec:M802_2992
ko:K07497	paec:M802_262
ko:K19803	paec:M802_5370
ko:K20260	paec:M802_1958
ko:K21636	paec:M802_1980
ko:K09471	paec:M802_5487
ko:K09796	paec:M802_3908
ko:K20971	paec:M802_4102
ko:K11915	paec:M802_81
ko:K20258	paec:M802_2643
ko:K20444	paec:M802_1125
ko:K20265	paec:M802_4969
ko:K20276	paec:M802_1931
ko:K20277	paec:M802_3479
ko:K20260	paec:M802_4340
ko:K20261	paec:M802_4343
ko:K20262	paec:M802_4346
ko:K13061	paec:M802_3598
ko:K20262	paec:M802_1963
ko:K20320	paec:M802_4240
ko:K20259	paec:M802_2642
ko:K20455	paec:M802_818
ko:K20534	paec:M802_4985
ko:K20938	paec:M802_2397
ko:K20938	paec:M802_2419
ko:K20972	paec:M802_5024
ko:K07076	paec:M802_1444
ko:K01214	paec:M802_2227
ko:K11529	paec:M802_1538
ko:K20881	paec:M802_5352
ko:K01046	paec:M802_4979
ko:K20987	paec:M802_2303
ko:K21008	paec:M802_3165
ko:K21006	paec:M802_3167
ko:K21007	paec:M802_3166
ko:K21010	paec:M802_3163
ko:K21011	paec:M802_3162
ko:K16011	paec:M802_2301
ko:K16011	paec:M802_5638
ko:K20997	paec:M802_2300
ko:K20998	paec:M802_2304
ko:K20999	paec:M802_2305
ko:K21000	paec:M802_2306
ko:K21001	paec:M802_2307
ko:K21002	paec:M802_2308
ko:K21003	paec:M802_2309
ko:K21004	paec:M802_2310
ko:K21005	paec:M802_2311
ko:K20940	paec:M802_4347
ko:K00821	paec:M802_542
ko:K21135	paec:M802_1473
ko:K21137	paec:M802_163
ko:K21061	paec:M802_1304
ko:K21021	paec:M802_1156
ko:K21019	paec:M802_4472
ko:K01768	paec:M802_3328
ko:K20973	paec:M802_2923
ko:K20974	paec:M802_1653
ko:K20975	paec:M802_2036
ko:K00840	paec:M802_919
ko:K21062	paec:M802_1290
ko:K20976	paec:M802_3463
ko:K20977	paec:M802_3464
ko:K20978	paec:M802_3465
ko:K07689	paec:M802_2662
ko:K21053	paec:M802_154
ko:K21020	paec:M802_172
ko:K21103	paec:M802_4339
ko:K13877	paec:M802_2287
ko:K21022	paec:M802_1141
ko:K21023	paec:M802_1771
ko:K21024	paec:M802_4509
ko:K21029	paec:M802_4816
ko:K21025	paec:M802_5129
ko:K21009	paec:M802_3164
ko:K08968	paec:M802_2921
ko:K21136	paec:M802_162
ko:K13609	paec:M802_1288
ko:K20968	paec:M802_1757
ko:K21133	paec:M802_1474
ko:K21134	paec:M802_164
ko:K21012	paec:M802_3161
ko:K21218	paec:M802_3646
ko:K04068	paec:M802_2805
ko:K03546	paec:M802_4421
ko:K07336	paec:M802_4659
ko:K09935	paec:M802_4727
ko:K02314	paec:M802_5099
ko:K03676	paec:M802_5300
ko:K01520	paec:M802_5499
ko:K03553	paec:M802_3738
ko:K06217	paec:M802_4109
ko:K00560	paec:M802_350
ko:K00287	paec:M802_358
ko:K02316	paec:M802_590
ko:K06903	paec:M802_631
ko:K06907	paec:M802_635
ko:K06908	paec:M802_636
ko:K06906	paec:M802_639
ko:K06905	paec:M802_641
ko:K03791	paec:M802_642
ko:K02335	paec:M802_5678
ko:K03863	paec:M802_5074
ko:K00108	paec:M802_2187
ko:K02482	paec:M802_2645
ko:K16637	paec:M802_2260
ko:K21253	paec:M802_1166
ko:K00526	paec:M802_1189
ko:K03862	paec:M802_5072
ko:K07126	paec:M802_5257
ko:K21416	paec:M802_4280
ko:K21417	paec:M802_4281
ko:K21405	paec:M802_4277
ko:K21420	paec:M802_2695
ko:K21472	paec:M802_5736
ko:K11690	paec:M802_910
ko:K21405	paec:M802_4148
ko:K22044	paec:M802_5291
ko:K01451	paec:M802_3022
ko:K01420	paec:M802_1583
ko:K21607	paec:M802_3620
ko:K01451	paec:M802_4484
ko:K21711	paec:M802_5622
ko:K10914	paec:M802_280
ko:K21563	paec:M802_538
ko:K21498	paec:M802_4829
ko:K21700	paec:M802_137
ko:K21757	paec:M802_2578
ko:K21825	paec:M802_917
ko:K21829	paec:M802_3988
ko:K21826	paec:M802_5563
ko:K21831	paec:M802_5089
ko:K21833	paec:M802_5581
ko:K21834	paec:M802_5582
ko:K21830	paec:M802_5470
ko:K21832	paec:M802_5596
ko:K21990	paec:M802_2873
ko:K05802	paec:M802_1446
ko:K03741	paec:M802_2349
ko:K01816	paec:M802_1540
ko:K22131	paec:M802_561
ko:K22132	paec:M802_1198
ko:K22067	paec:M802_1831
ko:K03595	paec:M802_794
ko:K07183	paec:M802_1830
ko:K00304	paec:M802_5601
ko:K00302	paec:M802_5602
ko:K22112	paec:M802_3480
ko:K22209	paec:M802_4168
ko:K12242	paec:M802_4359
ko:K22292	paec:M802_3281
ko:K22250	paec:M802_5228
ko:K22296	paec:M802_1645
ko:K01337	paec:M802_4305
ko:K22345	paec:M802_872
ko:K22303	paec:M802_197
ko:K02257	paec:M802_119
ko:K02257	paec:M802_1358
ko:K11391	paec:M802_4768
ko:K13566	paec:M802_3920
ko:K11206	paec:M802_4619
ko:K22491	paec:M802_4812
ko:K22452	paec:M802_2973
ko:K22468	paec:M802_147
ko:K22549	paec:M802_1301
ko:K22550	paec:M802_1303
ko:K09123	paec:M802_1295
ko:K22548	paec:M802_1291
