ko:K16238	kpy:KPNIH31_05620
ko:K07346	kpy:KPNIH31_21185
ko:K07347	kpy:KPNIH31_21190
ko:K07348	kpy:KPNIH31_21195
ko:K07349	kpy:KPNIH31_21200
ko:K07350	kpy:KPNIH31_21205
ko:K06975	kpy:KPNIH31_21215
ko:K15549	kpy:KPNIH31_21230
ko:K15547	kpy:KPNIH31_21235
ko:K15550	kpy:KPNIH31_21240
ko:K03305	kpy:KPNIH31_21250
ko:K00537	kpy:KPNIH31_21255
ko:K03893	kpy:KPNIH31_21260
ko:K09702	kpy:KPNIH31_21275
ko:K01607	kpy:KPNIH31_21305
ko:K08169	kpy:KPNIH31_21315
ko:K12943	kpy:KPNIH31_21325
ko:K01823	kpy:KPNIH31_21335
ko:K04567	kpy:KPNIH31_21340
ko:K02836	kpy:KPNIH31_21345
ko:K07462	kpy:KPNIH31_21350
ko:K03981	kpy:KPNIH31_21355
ko:K04763	kpy:KPNIH31_21360
ko:K03840	kpy:KPNIH31_21365
ko:K09159	kpy:KPNIH31_21375
ko:K06980	kpy:KPNIH31_21380
ko:K11068	kpy:KPNIH31_21385
ko:K09900	kpy:KPNIH31_21390
ko:K01223	kpy:KPNIH31_21400
ko:K08344	kpy:KPNIH31_21410
ko:K00281	kpy:KPNIH31_21430
ko:K02437	kpy:KPNIH31_21435
ko:K00605	kpy:KPNIH31_21440
ko:K18800	kpy:KPNIH31_21445
ko:K03185	kpy:KPNIH31_21450
ko:K01262	kpy:KPNIH31_21455
ko:K03575	kpy:KPNIH31_21730
ko:K03272	kpy:KPNIH31_22010
ko:K00982	kpy:KPNIH31_22015
ko:K18446	kpy:KPNIH31_22020
ko:K07184	kpy:KPNIH31_22025
ko:K00974	kpy:KPNIH31_22030
ko:K06153	kpy:KPNIH31_22035
ko:K01633	kpy:KPNIH31_22040
ko:K08591	kpy:KPNIH31_22045
ko:K03190	kpy:KPNIH31_22060
ko:K01430	kpy:KPNIH31_22065
ko:K01429	kpy:KPNIH31_22070
ko:K01428	kpy:KPNIH31_22075
ko:K03187	kpy:KPNIH31_22080
ko:K03188	kpy:KPNIH31_22085
ko:K03189	kpy:KPNIH31_22090
ko:K01409	kpy:KPNIH31_22100
ko:K02970	kpy:KPNIH31_22105
ko:K03086	kpy:KPNIH31_22115
ko:K03649	kpy:KPNIH31_22120
ko:K10558	kpy:KPNIH31_22560
ko:K11531	kpy:KPNIH31_22565
ko:K11216	kpy:KPNIH31_22570
ko:K00219	kpy:KPNIH31_22575
ko:K11391	kpy:KPNIH31_22580
ko:K07043	kpy:KPNIH31_22595
ko:K07862	kpy:KPNIH31_22610
ko:K01685	kpy:KPNIH31_22620
ko:K01812	kpy:KPNIH31_22625
ko:K08191	kpy:KPNIH31_22630
ko:K15977	kpy:KPNIH31_22670
ko:K07393	kpy:KPNIH31_22675
ko:K06911	kpy:KPNIH31_22690
ko:K00865	kpy:KPNIH31_22715
ko:K01630	kpy:KPNIH31_22725
ko:K12299	kpy:KPNIH31_22730
ko:K01708	kpy:KPNIH31_22740
ko:K07056	kpy:KPNIH31_22745
ko:K07121	kpy:KPNIH31_22750
ko:K07460	kpy:KPNIH31_22755
ko:K12961	kpy:KPNIH31_22760
ko:K07089	kpy:KPNIH31_22770
ko:K05520	kpy:KPNIH31_22780
ko:K09979	kpy:KPNIH31_22785
ko:K07461	kpy:KPNIH31_22790
ko:K03824	kpy:KPNIH31_22795
ko:K08303	kpy:KPNIH31_22805
ko:K03835	kpy:KPNIH31_22820
ko:K05592	kpy:KPNIH31_22825
ko:K05803	kpy:KPNIH31_22830
ko:K08322	kpy:KPNIH31_23095
ko:K07139	kpy:KPNIH31_23105
ko:K00265	kpy:KPNIH31_23110
ko:K00266	kpy:KPNIH31_23115
ko:K01788	kpy:KPNIH31_23120
ko:K03600	kpy:KPNIH31_23125
ko:K03599	kpy:KPNIH31_23130
ko:K02996	kpy:KPNIH31_23135
ko:K02871	kpy:KPNIH31_23140
ko:K06916	kpy:KPNIH31_23145
ko:K09908	kpy:KPNIH31_23150
ko:K04691	kpy:KPNIH31_23160
ko:K01572	kpy:KPNIH31_23170
ko:K01571	kpy:KPNIH31_23175
ko:K01573	kpy:KPNIH31_23180
ko:K03780	kpy:KPNIH31_23185
ko:K03779	kpy:KPNIH31_23190
ko:K00024	kpy:KPNIH31_23225
ko:K03402	kpy:KPNIH31_23230
ko:K03623	kpy:KPNIH31_23245
ko:K03468	kpy:KPNIH31_23250
ko:K15548	kpy:KPNIH31_23255
ko:K03568	kpy:KPNIH31_23270
ko:K08301	kpy:KPNIH31_23280
ko:K06287	kpy:KPNIH31_23285
ko:K03571	kpy:KPNIH31_23290
ko:K03570	kpy:KPNIH31_23295
ko:K03569	kpy:KPNIH31_23300
ko:K18765	kpy:KPNIH31_23305
ko:K17247	kpy:KPNIH31_23320
ko:K03786	kpy:KPNIH31_23325
ko:K02160	kpy:KPNIH31_23330
ko:K01961	kpy:KPNIH31_23335
ko:K14392	kpy:KPNIH31_23345
ko:K02687	kpy:KPNIH31_23350
ko:K06039	kpy:KPNIH31_15570
ko:K07232	kpy:KPNIH31_15580
ko:K07300	kpy:KPNIH31_15590
ko:K01627	kpy:KPNIH31_15595
ko:K02493	kpy:KPNIH31_15610
ko:K02835	kpy:KPNIH31_15615
ko:K02492	kpy:KPNIH31_15620
ko:K02494	kpy:KPNIH31_15625
ko:K00919	kpy:KPNIH31_15630
ko:K00948	kpy:KPNIH31_15635
ko:K03321	kpy:KPNIH31_15640
ko:K01056	kpy:KPNIH31_15655
ko:K06942	kpy:KPNIH31_15660
ko:K17213	kpy:KPNIH31_15670
ko:K11911	kpy:KPNIH31_15675
ko:K11905	kpy:KPNIH31_15680
ko:K11906	kpy:KPNIH31_15685
ko:K11895	kpy:KPNIH31_15690
ko:K11896	kpy:KPNIH31_15695
ko:K11891	kpy:KPNIH31_15700
ko:K03288	kpy:KPNIH31_15780
ko:K01610	kpy:KPNIH31_15795
ko:K01996	kpy:KPNIH31_15805
ko:K01995	kpy:KPNIH31_15810
ko:K01998	kpy:KPNIH31_15815
ko:K01997	kpy:KPNIH31_15820
ko:K01999	kpy:KPNIH31_15825
ko:K01895	kpy:KPNIH31_01765
ko:K11102	kpy:KPNIH31_01775
ko:K07126	kpy:KPNIH31_01780
ko:K10439	kpy:KPNIH31_01820
ko:K10440	kpy:KPNIH31_01825
ko:K10441	kpy:KPNIH31_01830
ko:K06167	kpy:KPNIH31_01845
ko:K05774	kpy:KPNIH31_01850
ko:K06162	kpy:KPNIH31_01855
ko:K05780	kpy:KPNIH31_01860
ko:K05781	kpy:KPNIH31_01865
ko:K06163	kpy:KPNIH31_01870
ko:K06164	kpy:KPNIH31_01875
ko:K06165	kpy:KPNIH31_01880
ko:K06166	kpy:KPNIH31_01885
ko:K02043	kpy:KPNIH31_01890
ko:K04750	kpy:KPNIH31_01895
ko:K06193	kpy:KPNIH31_01900
ko:K03762	kpy:KPNIH31_01910
ko:K07406	kpy:KPNIH31_01920
ko:K11104	kpy:KPNIH31_01925
ko:K05516	kpy:KPNIH31_01960
ko:K11937	kpy:KPNIH31_01985
ko:K11936	kpy:KPNIH31_01990
ko:K11931	kpy:KPNIH31_01995
ko:K11935	kpy:KPNIH31_02000
ko:K02558	kpy:KPNIH31_02585
ko:K11929	kpy:KPNIH31_02630
ko:K00931	kpy:KPNIH31_02640
ko:K00147	kpy:KPNIH31_02645
ko:K03556	kpy:KPNIH31_02780
ko:K00627	kpy:KPNIH31_02795
ko:K00382	kpy:KPNIH31_02800
ko:K02443	kpy:KPNIH31_02815
ko:K00880	kpy:KPNIH31_02820
ko:K00059	kpy:KPNIH31_02825
ko:K00058	kpy:KPNIH31_02830
ko:K02775	kpy:KPNIH31_02835
ko:K09982	kpy:KPNIH31_02850
ko:K15737	kpy:KPNIH31_02855
ko:K15736	kpy:KPNIH31_02860
ko:K00135	kpy:KPNIH31_02865
ko:K07250	kpy:KPNIH31_02870
ko:K02458	kpy:KPNIH31_03395
ko:K02459	kpy:KPNIH31_03400
ko:K02460	kpy:KPNIH31_03405
ko:K02461	kpy:KPNIH31_03410
ko:K02462	kpy:KPNIH31_03415
ko:K02463	kpy:KPNIH31_03420
ko:K03579	kpy:KPNIH31_03430
ko:K01975	kpy:KPNIH31_03435
ko:K06206	kpy:KPNIH31_03440
ko:K06204	kpy:KPNIH31_03445
ko:K01894	kpy:KPNIH31_03450
ko:K00970	kpy:KPNIH31_03455
ko:K00950	kpy:KPNIH31_03460
ko:K00606	kpy:KPNIH31_03465
ko:K01918	kpy:KPNIH31_03470
ko:K01579	kpy:KPNIH31_03475
ko:K01992	kpy:KPNIH31_03490
ko:K01990	kpy:KPNIH31_03495
ko:K02075	kpy:KPNIH31_19860
ko:K02074	kpy:KPNIH31_19865
ko:K08305	kpy:KPNIH31_19870
ko:K02783	kpy:KPNIH31_19875
ko:K02782	kpy:KPNIH31_19880
ko:K02783	kpy:KPNIH31_19880
ko:K02781	kpy:KPNIH31_19885
ko:K00068	kpy:KPNIH31_19890
ko:K02466	kpy:KPNIH31_19895
ko:K02468	kpy:KPNIH31_19900
ko:K02467	kpy:KPNIH31_19905
ko:K12266	kpy:KPNIH31_19910
ko:K12264	kpy:KPNIH31_19920
ko:K12265	kpy:KPNIH31_19925
ko:K07241	kpy:KPNIH31_19930
ko:K04656	kpy:KPNIH31_19935
ko:K05796	kpy:KPNIH31_19940
ko:K03487	kpy:KPNIH31_19945
ko:K02752	kpy:KPNIH31_19955
ko:K02753	kpy:KPNIH31_19955
ko:K01223	kpy:KPNIH31_19960
ko:K08315	kpy:KPNIH31_19970
ko:K15834	kpy:KPNIH31_19975
ko:K15832	kpy:KPNIH31_19980
ko:K15831	kpy:KPNIH31_19985
ko:K15830	kpy:KPNIH31_19990
ko:K15829	kpy:KPNIH31_19995
ko:K15828	kpy:KPNIH31_20000
ko:K15827	kpy:KPNIH31_20005
ko:K15833	kpy:KPNIH31_20010
ko:K04651	kpy:KPNIH31_20015
ko:K04652	kpy:KPNIH31_20020
ko:K04653	kpy:KPNIH31_20025
ko:K04654	kpy:KPNIH31_20030
ko:K04655	kpy:KPNIH31_20035
ko:K15836	kpy:KPNIH31_20040
ko:K01223	kpy:KPNIH31_20045
ko:K16077	kpy:KPNIH31_20055
ko:K02761	kpy:KPNIH31_20060
ko:K02760	kpy:KPNIH31_20065
ko:K02761	kpy:KPNIH31_20070
ko:K02759	kpy:KPNIH31_20075
ko:K00847	kpy:KPNIH31_20080
ko:K11604	kpy:KPNIH31_20090
ko:K11607	kpy:KPNIH31_20095
ko:K11605	kpy:KPNIH31_20100
ko:K11606	kpy:KPNIH31_20105
ko:K01937	kpy:KPNIH31_20380
ko:K04765	kpy:KPNIH31_20385
ko:K00951	kpy:KPNIH31_20390
ko:K03215	kpy:KPNIH31_20395
ko:K07678	kpy:KPNIH31_20400
ko:K00865	kpy:KPNIH31_20405
ko:K01706	kpy:KPNIH31_20410
ko:K13918	kpy:KPNIH31_20415
ko:K03535	kpy:KPNIH31_20420
ko:K06175	kpy:KPNIH31_20430
ko:K15723	kpy:KPNIH31_20440
ko:K06879	kpy:KPNIH31_20445
ko:K06966	kpy:KPNIH31_20450
ko:K03837	kpy:KPNIH31_20455
ko:K01752	kpy:KPNIH31_20460
ko:K15553	kpy:KPNIH31_20465
ko:K04091	kpy:KPNIH31_20505
ko:K01146	kpy:KPNIH31_20520
ko:K01628	kpy:KPNIH31_20530
ko:K02429	kpy:KPNIH31_20540
ko:K01818	kpy:KPNIH31_20545
ko:K00879	kpy:KPNIH31_20550
ko:K02431	kpy:KPNIH31_20555
ko:K02430	kpy:KPNIH31_20560
ko:K06968	kpy:KPNIH31_20565
ko:K03566	kpy:KPNIH31_20575
ko:K01766	kpy:KPNIH31_20585
ko:K02426	kpy:KPNIH31_20590
ko:K08304	kpy:KPNIH31_20600
ko:K00768	kpy:KPNIH31_20620
ko:K02231	kpy:KPNIH31_20625
ko:K02232	kpy:KPNIH31_20630
ko:K02006	kpy:KPNIH31_20635
ko:K02008	kpy:KPNIH31_20640
ko:K08311	kpy:KPNIH31_20905
ko:K03573	kpy:KPNIH31_20915
ko:K08227	kpy:KPNIH31_20935
ko:K05939	kpy:KPNIH31_20940
ko:K02529	kpy:KPNIH31_20950
ko:K13637	kpy:KPNIH31_20960
ko:K05350	kpy:KPNIH31_20965
ko:K02761	kpy:KPNIH31_20970
ko:K01586	kpy:KPNIH31_20980
ko:K10193	kpy:KPNIH31_21000
ko:K10194	kpy:KPNIH31_21005
ko:K10195	kpy:KPNIH31_21010
ko:K10192	kpy:KPNIH31_21015
ko:K01193	kpy:KPNIH31_21025
ko:K02532	kpy:KPNIH31_21030
ko:K02100	kpy:KPNIH31_21045
ko:K00065	kpy:KPNIH31_21050
ko:K01730	kpy:KPNIH31_21060
ko:K00626	kpy:KPNIH31_21070
ko:K07347	kpy:KPNIH31_21120
ko:K07345	kpy:KPNIH31_21130
ko:K07357	kpy:KPNIH31_21160
ko:K07358	kpy:KPNIH31_21165
ko:K07345	kpy:KPNIH31_21175
ko:K09895	kpy:KPNIH31_21460
ko:K09888	kpy:KPNIH31_21465
ko:K01934	kpy:KPNIH31_21470
ko:K01673	kpy:KPNIH31_03500
ko:K00760	kpy:KPNIH31_03505
ko:K00117	kpy:KPNIH31_03515
ko:K14588	kpy:KPNIH31_03520
ko:K00797	kpy:KPNIH31_03540
ko:K01611	kpy:KPNIH31_03545
ko:K09910	kpy:KPNIH31_03550
ko:K01682	kpy:KPNIH31_03555
ko:K00382	kpy:KPNIH31_03580
ko:K00627	kpy:KPNIH31_03585
ko:K00163	kpy:KPNIH31_03590
ko:K11734	kpy:KPNIH31_03605
ko:K03806	kpy:KPNIH31_03625
ko:K00767	kpy:KPNIH31_03630
ko:K02682	kpy:KPNIH31_03635
ko:K02504	kpy:KPNIH31_03640
ko:K02505	kpy:KPNIH31_03645
ko:K00364	kpy:KPNIH31_03650
ko:K00859	kpy:KPNIH31_03660
ko:K07034	kpy:KPNIH31_04185
ko:K03831	kpy:KPNIH31_04195
ko:K00616	kpy:KPNIH31_04200
ko:K03310	kpy:KPNIH31_04205
ko:K09861	kpy:KPNIH31_04210
ko:K01733	kpy:KPNIH31_04220
ko:K00872	kpy:KPNIH31_04225
ko:K12524	kpy:KPNIH31_04230
ko:K02533	kpy:KPNIH31_04240
ko:K07773	kpy:KPNIH31_04245
ko:K06143	kpy:KPNIH31_04250
ko:K07641	kpy:KPNIH31_04255
ko:K07663	kpy:KPNIH31_04260
ko:K05805	kpy:KPNIH31_04265
ko:K05804	kpy:KPNIH31_04270
ko:K03720	kpy:KPNIH31_04285
ko:K08309	kpy:KPNIH31_04290
ko:K06211	kpy:KPNIH31_04300
ko:K04485	kpy:KPNIH31_04305
ko:K01079	kpy:KPNIH31_04310
ko:K07186	kpy:KPNIH31_04315
ko:K03800	kpy:KPNIH31_04320
ko:K03784	kpy:KPNIH31_04325
ko:K01839	kpy:KPNIH31_04330
ko:K00758	kpy:KPNIH31_04335
ko:K01619	kpy:KPNIH31_04340
ko:K03317	kpy:KPNIH31_04345
ko:K03424	kpy:KPNIH31_04350
ko:K04065	kpy:KPNIH31_04365
ko:K02837	kpy:KPNIH31_04370
ko:K08723	kpy:KPNIH31_04375
ko:K03789	kpy:KPNIH31_04380
ko:K02344	kpy:KPNIH31_04385
ko:K00564	kpy:KPNIH31_04390
ko:K13255	kpy:KPNIH31_04425
ko:K02761	kpy:KPNIH31_04430
ko:K00135	kpy:KPNIH31_04730
ko:K01153	kpy:KPNIH31_04810
ko:K03427	kpy:KPNIH31_04815
ko:K00355	kpy:KPNIH31_04840
ko:K02057	kpy:KPNIH31_04845
ko:K02057	kpy:KPNIH31_04850
ko:K02056	kpy:KPNIH31_04855
ko:K02058	kpy:KPNIH31_04860
ko:K01867	kpy:KPNIH31_04865
ko:K01993	kpy:KPNIH31_04870
ko:K13926	kpy:KPNIH31_04875
ko:K07644	kpy:KPNIH31_04930
ko:K07665	kpy:KPNIH31_04935
ko:K07798	kpy:KPNIH31_04955
ko:K07787	kpy:KPNIH31_04960
ko:K03098	kpy:KPNIH31_04970
ko:K09701	kpy:KPNIH31_04995
ko:K00574	kpy:KPNIH31_05000
ko:K02029	kpy:KPNIH31_05555
ko:K02029	kpy:KPNIH31_05560
ko:K02028	kpy:KPNIH31_05565
ko:K02030	kpy:KPNIH31_05570
ko:K01996	kpy:KPNIH31_05580
ko:K01995	kpy:KPNIH31_05585
ko:K01998	kpy:KPNIH31_05590
ko:K01997	kpy:KPNIH31_05595
ko:K01999	kpy:KPNIH31_05600
ko:K03736	kpy:KPNIH31_05610
ko:K03735	kpy:KPNIH31_05615
ko:K16235	kpy:KPNIH31_05630
ko:K00547	kpy:KPNIH31_05635
ko:K15551	kpy:KPNIH31_05640
ko:K10831	kpy:KPNIH31_05645
ko:K15552	kpy:KPNIH31_05650
ko:K03119	kpy:KPNIH31_05655
ko:K01698	kpy:KPNIH31_05665
ko:K17938	kpy:KPNIH31_05680
ko:K01921	kpy:KPNIH31_05700
ko:K08161	kpy:KPNIH31_05710
ko:K01077	kpy:KPNIH31_05720
ko:K00286	kpy:KPNIH31_05730
ko:K09768	kpy:KPNIH31_05735
ko:K09945	kpy:KPNIH31_05740
ko:K00891	kpy:KPNIH31_05745
ko:K14591	kpy:KPNIH31_05755
ko:K09913	kpy:KPNIH31_05760
ko:K03554	kpy:KPNIH31_05765
ko:K00847	kpy:KPNIH31_05770
ko:K03547	kpy:KPNIH31_05780
ko:K07657	kpy:KPNIH31_05785
ko:K07636	kpy:KPNIH31_05790
ko:K03311	kpy:KPNIH31_05795
ko:K11736	kpy:KPNIH31_05800
ko:K01187	kpy:KPNIH31_05805
ko:K05802	kpy:KPNIH31_06370
ko:K04067	kpy:KPNIH31_06385
ko:K09790	kpy:KPNIH31_06390
ko:K00759	kpy:KPNIH31_06395
ko:K02343	kpy:KPNIH31_06400
ko:K09747	kpy:KPNIH31_06405
ko:K06187	kpy:KPNIH31_06410
ko:K04079	kpy:KPNIH31_06415
ko:K00939	kpy:KPNIH31_06420
ko:K01772	kpy:KPNIH31_06425
ko:K00892	kpy:KPNIH31_06430
ko:K03455	kpy:KPNIH31_06435
ko:K08223	kpy:KPNIH31_06450
ko:K11751	kpy:KPNIH31_06455
ko:K09973	kpy:KPNIH31_06465
ko:K17686	kpy:KPNIH31_06470
ko:K07340	kpy:KPNIH31_06480
ko:K02068	kpy:KPNIH31_06490
ko:K02069	kpy:KPNIH31_06495
ko:K05838	kpy:KPNIH31_06500
ko:K10804	kpy:KPNIH31_06510
ko:K02003	kpy:KPNIH31_06515
ko:K02004	kpy:KPNIH31_06520
ko:K06917	kpy:KPNIH31_06535
ko:K01589	kpy:KPNIH31_06540
ko:K01588	kpy:KPNIH31_06545
ko:K03269	kpy:KPNIH31_06555
ko:K03768	kpy:KPNIH31_06560
ko:K01883	kpy:KPNIH31_06565
ko:K14761	kpy:KPNIH31_06570
ko:K01491	kpy:KPNIH31_06575
ko:K07127	kpy:KPNIH31_06590
ko:K01647	kpy:KPNIH31_06605
ko:K07345	kpy:KPNIH31_06620
ko:K02168	kpy:KPNIH31_07180
ko:K16053	kpy:KPNIH31_07190
ko:K03566	kpy:KPNIH31_07195
ko:K00864	kpy:KPNIH31_07205
ko:K00615	kpy:KPNIH31_07215
ko:K00615	kpy:KPNIH31_07220
ko:K17203	kpy:KPNIH31_07235
ko:K17204	kpy:KPNIH31_07240
ko:K17202	kpy:KPNIH31_07250
ko:K02362	kpy:KPNIH31_07255
ko:K07214	kpy:KPNIH31_07265
ko:K02364	kpy:KPNIH31_07275
ko:K02013	kpy:KPNIH31_07280
ko:K02015	kpy:KPNIH31_07285
ko:K02015	kpy:KPNIH31_07290
ko:K08225	kpy:KPNIH31_07295
ko:K02016	kpy:KPNIH31_07300
ko:K02361	kpy:KPNIH31_07305
ko:K02363	kpy:KPNIH31_07310
ko:K01252	kpy:KPNIH31_07315
ko:K00216	kpy:KPNIH31_07320
ko:K06200	kpy:KPNIH31_07330
ko:K08317	kpy:KPNIH31_07355
ko:K02056	kpy:KPNIH31_07360
ko:K02057	kpy:KPNIH31_07365
ko:K02058	kpy:KPNIH31_07370
ko:K00899	kpy:KPNIH31_07380
ko:K08963	kpy:KPNIH31_07385
ko:K01093	kpy:KPNIH31_07390
ko:K07783	kpy:KPNIH31_07395
ko:K01092	kpy:KPNIH31_07400
ko:K01485	kpy:KPNIH31_07410
ko:K10974	kpy:KPNIH31_07420
ko:K08964	kpy:KPNIH31_07425
ko:K00058	kpy:KPNIH31_07435
ko:K10440	kpy:KPNIH31_07445
ko:K07107	kpy:KPNIH31_07985
ko:K03562	kpy:KPNIH31_07990
ko:K03560	kpy:KPNIH31_07995
ko:K03641	kpy:KPNIH31_08005
ko:K03640	kpy:KPNIH31_08010
ko:K03517	kpy:KPNIH31_08050
ko:K03811	kpy:KPNIH31_08055
ko:K16264	kpy:KPNIH31_08060
ko:K01626	kpy:KPNIH31_08070
ko:K01834	kpy:KPNIH31_08075
ko:K01785	kpy:KPNIH31_08080
ko:K00849	kpy:KPNIH31_08085
ko:K00965	kpy:KPNIH31_08090
ko:K01784	kpy:KPNIH31_08095
ko:K05776	kpy:KPNIH31_08105
ko:K02019	kpy:KPNIH31_08110
ko:K02020	kpy:KPNIH31_08120
ko:K02018	kpy:KPNIH31_08125
ko:K02017	kpy:KPNIH31_08130
ko:K07404	kpy:KPNIH31_08140
ko:K11932	kpy:KPNIH31_08205
ko:K01051	kpy:KPNIH31_08215
ko:K01468	kpy:KPNIH31_08220
ko:K01479	kpy:KPNIH31_08225
ko:K05836	kpy:KPNIH31_08230
ko:K01712	kpy:KPNIH31_08235
ko:K01745	kpy:KPNIH31_08240
ko:K16234	kpy:KPNIH31_08245
ko:K09997	kpy:KPNIH31_08780
ko:K10000	kpy:KPNIH31_08785
ko:K11066	kpy:KPNIH31_08800
ko:K00058	kpy:KPNIH31_21475
ko:K01807	kpy:KPNIH31_21485
ko:K05596	kpy:KPNIH31_21490
ko:K09807	kpy:KPNIH31_21495
ko:K06895	kpy:KPNIH31_21500
ko:K03442	kpy:KPNIH31_21510
ko:K01624	kpy:KPNIH31_21515
ko:K00927	kpy:KPNIH31_21520
ko:K03472	kpy:KPNIH31_21525
ko:K00615	kpy:KPNIH31_21530
ko:K07387	kpy:KPNIH31_21535
ko:K01652	kpy:KPNIH31_21545
ko:K06989	kpy:KPNIH31_21555
ko:K01480	kpy:KPNIH31_21620
ko:K01585	kpy:KPNIH31_21625
ko:K00789	kpy:KPNIH31_21635
ko:K08137	kpy:KPNIH31_21640
ko:K02742	kpy:KPNIH31_21645
ko:K01150	kpy:KPNIH31_21650
ko:K09761	kpy:KPNIH31_21655
ko:K01920	kpy:KPNIH31_21660
ko:K07735	kpy:KPNIH31_21665
ko:K07447	kpy:KPNIH31_21670
ko:K02669	kpy:KPNIH31_21685
ko:K06997	kpy:KPNIH31_21690
ko:K02221	kpy:KPNIH31_21695
ko:K09131	kpy:KPNIH31_21700
ko:K02428	kpy:KPNIH31_21705
ko:K09923	kpy:KPNIH31_21720
ko:K03439	kpy:KPNIH31_21725
ko:K01620	kpy:KPNIH31_08815
ko:K00156	kpy:KPNIH31_08820
ko:K15977	kpy:KPNIH31_08825
ko:K11933	kpy:KPNIH31_08830
ko:K05601	kpy:KPNIH31_08835
ko:K06188	kpy:KPNIH31_08845
ko:K07459	kpy:KPNIH31_08850
ko:K13888	kpy:KPNIH31_08855
ko:K05685	kpy:KPNIH31_08860
ko:K03704	kpy:KPNIH31_08865
ko:K06891	kpy:KPNIH31_08870
ko:K03694	kpy:KPNIH31_08875
ko:K02518	kpy:KPNIH31_08880
ko:K00684	kpy:KPNIH31_08885
ko:K16012	kpy:KPNIH31_08890
ko:K16013	kpy:KPNIH31_08895
ko:K00384	kpy:KPNIH31_08900
ko:K03719	kpy:KPNIH31_08910
ko:K03466	kpy:KPNIH31_08915
ko:K03634	kpy:KPNIH31_08920
ko:K07478	kpy:KPNIH31_08925
ko:K01875	kpy:KPNIH31_08930
ko:K07306	kpy:KPNIH31_08935
ko:K07307	kpy:KPNIH31_08940
ko:K07308	kpy:KPNIH31_08945
ko:K08219	kpy:KPNIH31_08955
ko:K04069	kpy:KPNIH31_08960
ko:K00656	kpy:KPNIH31_08965
ko:K06212	kpy:KPNIH31_08970
ko:K09136	kpy:KPNIH31_08975
ko:K00831	kpy:KPNIH31_08985
ko:K00800	kpy:KPNIH31_08990
ko:K00945	kpy:KPNIH31_08995
ko:K02945	kpy:KPNIH31_09000
ko:K05788	kpy:KPNIH31_09005
ko:K02238	kpy:KPNIH31_09010
ko:K11085	kpy:KPNIH31_09015
ko:K00912	kpy:KPNIH31_09020
ko:K09927	kpy:KPNIH31_09025
ko:K09791	kpy:KPNIH31_09030
ko:K00979	kpy:KPNIH31_09035
ko:K03670	kpy:KPNIH31_09595
ko:K03669	kpy:KPNIH31_09600
ko:K12147	kpy:KPNIH31_09610
ko:K08161	kpy:KPNIH31_09615
ko:K02517	kpy:KPNIH31_09620
ko:K07146	kpy:KPNIH31_09630
ko:K02846	kpy:KPNIH31_09640
ko:K12148	kpy:KPNIH31_09645
ko:K12149	kpy:KPNIH31_09650
ko:K01465	kpy:KPNIH31_09655
ko:K08162	kpy:KPNIH31_09665
ko:K03790	kpy:KPNIH31_09670
ko:K09915	kpy:KPNIH31_09675
ko:K03810	kpy:KPNIH31_09680
ko:K03980	kpy:KPNIH31_09685
ko:K08300	kpy:KPNIH31_09700
ko:K06179	kpy:KPNIH31_09705
ko:K07040	kpy:KPNIH31_09715
ko:K02911	kpy:KPNIH31_09720
ko:K03621	kpy:KPNIH31_09725
ko:K00648	kpy:KPNIH31_09730
ko:K00645	kpy:KPNIH31_09735
ko:K00059	kpy:KPNIH31_09740
ko:K02078	kpy:KPNIH31_09745
ko:K09458	kpy:KPNIH31_09750
ko:K02619	kpy:KPNIH31_09755
ko:K07082	kpy:KPNIH31_09760
ko:K00943	kpy:KPNIH31_09765
ko:K02341	kpy:KPNIH31_09770
ko:K03424	kpy:KPNIH31_09775
ko:K02778	kpy:KPNIH31_09780
ko:K02779	kpy:KPNIH31_09780
ko:K02503	kpy:KPNIH31_09785
ko:K07337	kpy:KPNIH31_09795
ko:K07251	kpy:KPNIH31_09800
ko:K01207	kpy:KPNIH31_09805
ko:K07000	kpy:KPNIH31_09810
ko:K03885	kpy:KPNIH31_09815
ko:K02014	kpy:KPNIH31_09825
ko:K12151	kpy:KPNIH31_09845
ko:K03723	kpy:KPNIH31_09855
ko:K09808	kpy:KPNIH31_09865
ko:K06178	kpy:KPNIH31_10690
ko:K04774	kpy:KPNIH31_10710
ko:K03168	kpy:KPNIH31_10725
ko:K13634	kpy:KPNIH31_10730
ko:K01681	kpy:KPNIH31_10745
ko:K01497	kpy:KPNIH31_10750
ko:K08992	kpy:KPNIH31_10760
ko:K01591	kpy:KPNIH31_10770
ko:K03113	kpy:KPNIH31_10775
ko:K04062	kpy:KPNIH31_10780
ko:K01147	kpy:KPNIH31_10800
ko:K00208	kpy:KPNIH31_10815
ko:K09975	kpy:KPNIH31_10820
ko:K03457	kpy:KPNIH31_10825
ko:K08170	kpy:KPNIH31_10875
ko:K03974	kpy:KPNIH31_10880
ko:K03969	kpy:KPNIH31_10885
ko:K03970	kpy:KPNIH31_10890
ko:K03971	kpy:KPNIH31_10900
ko:K06918	kpy:KPNIH31_10905
ko:K08990	kpy:KPNIH31_10910
ko:K13636	kpy:KPNIH31_10915
ko:K01222	kpy:KPNIH31_10920
ko:K03721	kpy:KPNIH31_10925
ko:K07120	kpy:KPNIH31_10930
ko:K11065	kpy:KPNIH31_10935
