ko:K19744	paer:PA1R_gp1756
ko:K02258	paer:PA1R_gp3621
ko:K02276	paer:PA1R_gp3622
ko:K02259	paer:PA1R_gp3626
ko:K07152	paer:PA1R_gp3628
ko:K02348	paer:PA1R_gp3629
ko:K11103	paer:PA1R_gp3633
ko:K07678	paer:PA1R_gp4454
ko:K12339	paer:PA1R_gp4458
ko:K03215	paer:PA1R_gp4459
ko:K00951	paer:PA1R_gp4460
ko:K04765	paer:PA1R_gp4461
ko:K09912	paer:PA1R_gp4463
ko:K11175	paer:PA1R_gp4471
ko:K01933	paer:PA1R_gp4472
ko:K09938	paer:PA1R_gp4473
ko:K10763	paer:PA1R_gp4474
ko:K03809	paer:PA1R_gp4476
ko:K00537	paer:PA1R_gp4477
ko:K07058	paer:PA1R_gp4478
ko:K01512	paer:PA1R_gp4481
ko:K01881	paer:PA1R_gp4483
ko:K03745	paer:PA1R_gp4487
ko:K03704	paer:PA1R_gp4488
ko:K04047	paer:PA1R_gp4489
ko:K01876	paer:PA1R_gp4490
ko:K01159	paer:PA1R_gp4492
ko:K03550	paer:PA1R_gp4493
ko:K03551	paer:PA1R_gp4494
ko:K01075	paer:PA1R_gp4495
ko:K03562	paer:PA1R_gp4496
ko:K03560	paer:PA1R_gp4497
ko:K03641	paer:PA1R_gp4499
ko:K03640	paer:PA1R_gp4500
ko:K10026	paer:PA1R_gp4502
ko:K06920	paer:PA1R_gp4503
ko:K03657	paer:PA1R_gp4508
ko:K02051	paer:PA1R_gp4527
ko:K02050	paer:PA1R_gp4528
ko:K02049	paer:PA1R_gp4529
ko:K07234	paer:PA1R_gp4530
ko:K16087	paer:PA1R_gp4534
ko:K03821	paer:PA1R_gp2984
ko:K03183	paer:PA1R_gp2989
ko:K03690	paer:PA1R_gp2990
ko:K03688	paer:PA1R_gp2991
ko:K01496	paer:PA1R_gp2992
ko:K01523	paer:PA1R_gp2993
ko:K03116	paer:PA1R_gp2994
ko:K03117	paer:PA1R_gp2995
ko:K03118	paer:PA1R_gp2996
ko:K03406	paer:PA1R_gp2998
ko:K02028	paer:PA1R_gp3000
ko:K02029	paer:PA1R_gp3001
ko:K02030	paer:PA1R_gp3002
ko:K03669	paer:PA1R_gp3003
ko:K03670	paer:PA1R_gp3004
ko:K07560	paer:PA1R_gp3005
ko:K01259	paer:PA1R_gp3006
ko:K10001	paer:PA1R_gp3008
ko:K00285	paer:PA1R_gp3010
ko:K01479	paer:PA1R_gp3018
ko:K01468	paer:PA1R_gp3019
ko:K01745	paer:PA1R_gp3020
ko:K02000	paer:PA1R_gp3021
ko:K02001	paer:PA1R_gp3022
ko:K02002	paer:PA1R_gp3023
ko:K01745	paer:PA1R_gp3025
ko:K03457	paer:PA1R_gp3026
ko:K01712	paer:PA1R_gp3027
ko:K02002	paer:PA1R_gp3030
ko:K09975	paer:PA1R_gp3031
ko:K05836	paer:PA1R_gp3032
ko:K01297	paer:PA1R_gp3131
ko:K07638	paer:PA1R_gp3132
ko:K07659	paer:PA1R_gp3133
ko:K06959	paer:PA1R_gp3134
ko:K01919	paer:PA1R_gp3136
ko:K14682	paer:PA1R_gp3137
ko:K05595	paer:PA1R_gp3138
ko:K01438	paer:PA1R_gp3139
ko:K03306	paer:PA1R_gp3140
ko:K07220	paer:PA1R_gp3141
ko:K02454	paer:PA1R_gp3143
ko:K07340	paer:PA1R_gp3144
ko:K00281	paer:PA1R_gp3146
ko:K02437	paer:PA1R_gp3147
ko:K00605	paer:PA1R_gp3148
ko:K02011	paer:PA1R_gp3149
ko:K02012	paer:PA1R_gp3150
ko:K03185	paer:PA1R_gp3156
ko:K01262	paer:PA1R_gp3157
ko:K09895	paer:PA1R_gp3158
ko:K09888	paer:PA1R_gp3160
ko:K01934	paer:PA1R_gp3161
ko:K13926	paer:PA1R_gp3164
ko:K01993	paer:PA1R_gp3165
ko:K02415	paer:PA1R_gp3166
ko:K02445	paer:PA1R_gp3168
ko:K03182	paer:PA1R_gp3170
ko:K03628	paer:PA1R_gp3172
ko:K03671	paer:PA1R_gp3173
ko:K01524	paer:PA1R_gp3174
ko:K00937	paer:PA1R_gp3175
ko:K01698	paer:PA1R_gp3176
ko:K05297	paer:PA1R_gp3281
ko:K11477	paer:PA1R_gp3282
ko:K11473	paer:PA1R_gp3283
ko:K11472	paer:PA1R_gp3284
ko:K11474	paer:PA1R_gp3286
ko:K03181	paer:PA1R_gp3287
ko:K03179	paer:PA1R_gp3288
ko:K07657	paer:PA1R_gp3290
ko:K07636	paer:PA1R_gp3291
ko:K02039	paer:PA1R_gp3295
ko:K02036	paer:PA1R_gp3296
ko:K02038	paer:PA1R_gp3297
ko:K02037	paer:PA1R_gp3298
ko:K02040	paer:PA1R_gp3299
ko:K10806	paer:PA1R_gp3306
ko:K02167	paer:PA1R_gp3309
ko:K02168	paer:PA1R_gp3310
ko:K02000	paer:PA1R_gp3311
ko:K02001	paer:PA1R_gp3312
ko:K02002	paer:PA1R_gp3313
ko:K01752	paer:PA1R_gp3314
ko:K07107	paer:PA1R_gp3319
ko:K17735	paer:PA1R_gp3320
ko:K02002	paer:PA1R_gp3322
ko:K01438	paer:PA1R_gp3323
ko:K06131	paer:PA1R_gp3327
ko:K09958	paer:PA1R_gp3328
ko:K12995	paer:PA1R_gp3382
ko:K01711	paer:PA1R_gp3388
ko:K07088	paer:PA1R_gp3401
ko:K03300	paer:PA1R_gp3403
ko:K02839	paer:PA1R_gp3405
ko:K03324	paer:PA1R_gp3409
ko:K11102	paer:PA1R_gp3415
ko:K11384	paer:PA1R_gp3417
ko:K11066	paer:PA1R_gp3419
ko:K13590	paer:PA1R_gp3421
ko:K03673	paer:PA1R_gp3423
ko:K03978	paer:PA1R_gp3426
ko:K02204	paer:PA1R_gp3429
ko:K09815	paer:PA1R_gp3432
ko:K09823	paer:PA1R_gp3433
ko:K00820	paer:PA1R_gp3490
ko:K04042	paer:PA1R_gp3493
ko:K02114	paer:PA1R_gp3494
ko:K02112	paer:PA1R_gp3495
ko:K02115	paer:PA1R_gp3496
ko:K02111	paer:PA1R_gp3497
ko:K02113	paer:PA1R_gp3498
ko:K02109	paer:PA1R_gp3499
ko:K02110	paer:PA1R_gp3500
ko:K02108	paer:PA1R_gp3501
ko:K02116	paer:PA1R_gp3502
ko:K03501	paer:PA1R_gp3505
ko:K03495	paer:PA1R_gp3506
ko:K03650	paer:PA1R_gp3509
ko:K03217	paer:PA1R_gp3510
ko:K03536	paer:PA1R_gp3511
ko:K02313	paer:PA1R_gp3512
ko:K02338	paer:PA1R_gp3513
ko:K03629	paer:PA1R_gp3514
ko:K02470	paer:PA1R_gp3515
ko:K00655	paer:PA1R_gp3516
ko:K03273	paer:PA1R_gp3517
ko:K01879	paer:PA1R_gp3519
ko:K01878	paer:PA1R_gp3520
ko:K01246	paer:PA1R_gp3521
ko:K02517	paer:PA1R_gp3522
ko:K09125	paer:PA1R_gp3524
ko:K03499	paer:PA1R_gp3526
ko:K03500	paer:PA1R_gp3527
ko:K00604	paer:PA1R_gp3528
ko:K01462	paer:PA1R_gp3529
ko:K04096	paer:PA1R_gp3531
ko:K07566	paer:PA1R_gp3532
ko:K06193	paer:PA1R_gp3642
ko:K11735	paer:PA1R_gp3643
ko:K00140	paer:PA1R_gp3644
ko:K00822	paer:PA1R_gp3646
ko:K02056	paer:PA1R_gp3650
ko:K02057	paer:PA1R_gp3651
ko:K02057	paer:PA1R_gp3652
ko:K03386	paer:PA1R_gp3653
ko:K03387	paer:PA1R_gp3654
ko:K03088	paer:PA1R_gp3663
ko:K02014	paer:PA1R_gp3665
ko:K02623	paer:PA1R_gp3666
ko:K00449	paer:PA1R_gp3667
ko:K00448	paer:PA1R_gp3668
ko:K02624	paer:PA1R_gp3670
ko:K16345	paer:PA1R_gp3680
ko:K03412	paer:PA1R_gp3687
ko:K03411	paer:PA1R_gp3688
ko:K02669	paer:PA1R_gp4558
ko:K03168	paer:PA1R_gp4570
ko:K12055	paer:PA1R_gp4587
ko:K07347	paer:PA1R_gp4591
ko:K00567	paer:PA1R_gp4592
ko:K01657	paer:PA1R_gp4598
ko:K01658	paer:PA1R_gp4599
ko:K03517	paer:PA1R_gp4601
ko:K03548	paer:PA1R_gp4604
ko:K03564	paer:PA1R_gp4605
ko:K03567	paer:PA1R_gp4606
ko:K01714	paer:PA1R_gp4607
ko:K07287	paer:PA1R_gp4608
ko:K01923	paer:PA1R_gp4610
ko:K08196	paer:PA1R_gp4618
ko:K00459	paer:PA1R_gp4624
ko:K09760	paer:PA1R_gp4631
ko:K07116	paer:PA1R_gp4632
ko:K09858	paer:PA1R_gp4638
ko:K08993	paer:PA1R_gp4641
ko:K00275	paer:PA1R_gp4648
ko:K02647	paer:PA1R_gp4649
ko:K03299	paer:PA1R_gp4650
ko:K00865	paer:PA1R_gp4651
ko:K06077	paer:PA1R_gp4653
ko:K05559	paer:PA1R_gp4655
ko:K05560	paer:PA1R_gp4656
ko:K05561	paer:PA1R_gp4657
ko:K05562	paer:PA1R_gp4658
ko:K05563	paer:PA1R_gp4659
ko:K05564	paer:PA1R_gp4660
ko:K01738	paer:PA1R_gp4662
ko:K08985	paer:PA1R_gp4665
ko:K04079	paer:PA1R_gp4669
ko:K01996	paer:PA1R_gp4671
ko:K01995	paer:PA1R_gp4672
ko:K01998	paer:PA1R_gp4673
ko:K01997	paer:PA1R_gp4674
ko:K01999	paer:PA1R_gp4675
ko:K02387	paer:PA1R_gp4679
ko:K02388	paer:PA1R_gp4680
ko:K02389	paer:PA1R_gp4681
ko:K02390	paer:PA1R_gp4682
ko:K02391	paer:PA1R_gp4683
ko:K02392	paer:PA1R_gp4684
ko:K02393	paer:PA1R_gp4685
ko:K02394	paer:PA1R_gp4686
ko:K02395	paer:PA1R_gp4687
ko:K02396	paer:PA1R_gp4688
ko:K02397	paer:PA1R_gp4689
ko:K00648	paer:PA1R_gp4692
ko:K00979	paer:PA1R_gp4699
ko:K01666	paer:PA1R_gp4701
ko:K02406	paer:PA1R_gp4703
ko:K06603	paer:PA1R_gp4704
ko:K02407	paer:PA1R_gp4705
ko:K02422	paer:PA1R_gp4706
ko:K02422	paer:PA1R_gp4707
ko:K10941	paer:PA1R_gp4709
ko:K10942	paer:PA1R_gp4710
ko:K10943	paer:PA1R_gp4711
ko:K02408	paer:PA1R_gp4712
ko:K02409	paer:PA1R_gp4713
ko:K02410	paer:PA1R_gp4714
ko:K02411	paer:PA1R_gp4715
ko:K02412	paer:PA1R_gp4716
ko:K02413	paer:PA1R_gp4717
ko:K06182	paer:PA1R_gp4722
ko:K06147	paer:PA1R_gp4726
ko:K00243	paer:PA1R_gp4729
ko:K01462	paer:PA1R_gp4735
ko:K01129	paer:PA1R_gp4737
ko:K12410	paer:PA1R_gp4738
ko:K12990	paer:PA1R_gp4743
ko:K05523	paer:PA1R_gp4748
ko:K14977	paer:PA1R_gp4753
ko:K07661	paer:PA1R_gp4768
ko:K07639	paer:PA1R_gp4769
ko:K03704	paer:PA1R_gp4770
ko:K00563	paer:PA1R_gp4772
ko:K01439	paer:PA1R_gp4773
ko:K02362	paer:PA1R_gp4776
ko:K02569	paer:PA1R_gp4783
ko:K02568	paer:PA1R_gp4784
ko:K02567	paer:PA1R_gp4785
ko:K02570	paer:PA1R_gp4786
ko:K02572	paer:PA1R_gp4787
ko:K07660	paer:PA1R_gp4789
ko:K07637	paer:PA1R_gp4790
ko:K11103	paer:PA1R_gp4793
ko:K03566	paer:PA1R_gp4794
ko:K02742	paer:PA1R_gp4799
ko:K14058	paer:PA1R_gp4802
ko:K03758	paer:PA1R_gp4804
ko:K01482	paer:PA1R_gp4805
ko:K06714	paer:PA1R_gp4806
ko:K12410	paer:PA1R_gp4807
ko:K02028	paer:PA1R_gp4862
ko:K02029	paer:PA1R_gp4863
ko:K02029	paer:PA1R_gp4864
ko:K02030	paer:PA1R_gp4866
ko:K12658	paer:PA1R_gp4875
ko:K16092	paer:PA1R_gp4878
ko:K02224	paer:PA1R_gp4880
ko:K04719	paer:PA1R_gp4881
ko:K02227	paer:PA1R_gp4882
ko:K02225	paer:PA1R_gp4883
ko:K02232	paer:PA1R_gp4884
ko:K02231	paer:PA1R_gp4885
ko:K00768	paer:PA1R_gp4886
ko:K02233	paer:PA1R_gp4888
ko:K08167	paer:PA1R_gp4889
ko:K00432	paer:PA1R_gp4894
ko:K06076	paer:PA1R_gp4895
ko:K01011	paer:PA1R_gp4899
ko:K03684	paer:PA1R_gp4901
ko:K09902	paer:PA1R_gp4902
ko:K09160	paer:PA1R_gp4906
ko:K03088	paer:PA1R_gp4907
ko:K16087	paer:PA1R_gp4909
ko:K03100	paer:PA1R_gp4910
ko:K01354	paer:PA1R_gp4911
ko:K01652	paer:PA1R_gp5013
ko:K03307	paer:PA1R_gp5014
ko:K12255	paer:PA1R_gp5017
ko:K03406	paer:PA1R_gp5019
ko:K09790	paer:PA1R_gp5021
ko:K07039	paer:PA1R_gp5022
ko:K02414	paer:PA1R_gp5023
ko:K02415	paer:PA1R_gp5024
ko:K02416	paer:PA1R_gp5025
ko:K02417	paer:PA1R_gp5026
ko:K02418	paer:PA1R_gp5027
ko:K02419	paer:PA1R_gp5028
ko:K02420	paer:PA1R_gp5029
ko:K02421	paer:PA1R_gp5030
ko:K02401	paer:PA1R_gp5031
ko:K06872	paer:PA1R_gp5032
ko:K06872	paer:PA1R_gp5033
ko:K02400	paer:PA1R_gp5034
ko:K02404	paer:PA1R_gp5035
ko:K04562	paer:PA1R_gp5036
ko:K02405	paer:PA1R_gp5037
ko:K03413	paer:PA1R_gp5038
ko:K03414	paer:PA1R_gp5039
ko:K03407	paer:PA1R_gp5040
ko:K03412	paer:PA1R_gp5041
ko:K02556	paer:PA1R_gp5042
ko:K02557	paer:PA1R_gp5043
ko:K03408	paer:PA1R_gp5045
ko:K03408	paer:PA1R_gp5046
ko:K00799	paer:PA1R_gp5048
ko:K05810	paer:PA1R_gp5051
ko:K00059	paer:PA1R_gp5052
ko:K04061	paer:PA1R_gp5055
ko:K02193	paer:PA1R_gp5057
ko:K02194	paer:PA1R_gp5058
ko:K02195	paer:PA1R_gp5059
ko:K02197	paer:PA1R_gp5060
ko:K02198	paer:PA1R_gp5061
ko:K02199	paer:PA1R_gp5062
ko:K00575	paer:PA1R_gp3689
ko:K03406	paer:PA1R_gp3690
ko:K03408	paer:PA1R_gp3691
ko:K03407	paer:PA1R_gp3692
ko:K03413	paer:PA1R_gp3693
ko:K03406	paer:PA1R_gp3694
ko:K00059	paer:PA1R_gp3696
ko:K15555	paer:PA1R_gp3698
ko:K15554	paer:PA1R_gp3699
ko:K15553	paer:PA1R_gp3700
ko:K02014	paer:PA1R_gp3705
ko:K00324	paer:PA1R_gp3708
ko:K00324	paer:PA1R_gp3709
ko:K00325	paer:PA1R_gp3710
ko:K03832	paer:PA1R_gp3711
ko:K03561	paer:PA1R_gp3712
ko:K07002	paer:PA1R_gp3715
ko:K01426	paer:PA1R_gp3716
ko:K11069	paer:PA1R_gp3717
ko:K11070	paer:PA1R_gp3718
ko:K11071	paer:PA1R_gp3719
ko:K11072	paer:PA1R_gp3720
ko:K13929	paer:PA1R_gp3722
ko:K13930	paer:PA1R_gp3723
ko:K13931	paer:PA1R_gp3724
ko:K13932	paer:PA1R_gp3725
ko:K13933	paer:PA1R_gp3726
ko:K13934	paer:PA1R_gp3727
ko:K13935	paer:PA1R_gp3728
ko:K13928	paer:PA1R_gp3731
ko:K02055	paer:PA1R_gp3736
ko:K07397	paer:PA1R_gp4813
ko:K06911	paer:PA1R_gp4815
ko:K06911	paer:PA1R_gp4820
ko:K01649	paer:PA1R_gp4827
ko:K08304	paer:PA1R_gp4832
ko:K00355	paer:PA1R_gp4834
ko:K00355	paer:PA1R_gp4835
ko:K03543	paer:PA1R_gp4846
ko:K12536	paer:PA1R_gp4852
ko:K12537	paer:PA1R_gp4853
ko:K03406	paer:PA1R_gp4857
ko:K03430	paer:PA1R_gp4917
ko:K05306	paer:PA1R_gp4918
ko:K02297	paer:PA1R_gp4925
ko:K02298	paer:PA1R_gp4926
ko:K02299	paer:PA1R_gp4927
ko:K02300	paer:PA1R_gp4928
ko:K16090	paer:PA1R_gp4930
ko:K01754	paer:PA1R_gp4934
ko:K01173	paer:PA1R_gp4935
ko:K10680	paer:PA1R_gp4942
ko:K17061	paer:PA1R_gp4943
ko:K17060	paer:PA1R_gp4944
ko:K05597	paer:PA1R_gp4945
ko:K10004	paer:PA1R_gp4947
ko:K10002	paer:PA1R_gp4948
ko:K10003	paer:PA1R_gp4949
ko:K10001	paer:PA1R_gp4950
ko:K03088	paer:PA1R_gp4959
ko:K02200	paer:PA1R_gp5063
ko:K02200	paer:PA1R_gp5064
ko:K01266	paer:PA1R_gp5068
ko:K00864	paer:PA1R_gp5069
ko:K00111	paer:PA1R_gp5071
ko:K02444	paer:PA1R_gp5072
ko:K04023	paer:PA1R_gp5073
ko:K02048	paer:PA1R_gp5075
ko:K10716	paer:PA1R_gp5078
ko:K08717	paer:PA1R_gp5079
ko:K00873	paer:PA1R_gp5080
ko:K01608	paer:PA1R_gp5084
ko:K03639	paer:PA1R_gp5087
ko:K11903	paer:PA1R_gp5093
ko:K01483	paer:PA1R_gp5095
ko:K01477	paer:PA1R_gp5096
ko:K07127	paer:PA1R_gp5099
ko:K06901	paer:PA1R_gp5100
ko:K07402	paer:PA1R_gp5104
ko:K13482	paer:PA1R_gp5105
ko:K13481	paer:PA1R_gp5106
ko:K00496	paer:PA1R_gp5107
ko:K03529	paer:PA1R_gp5109
ko:K03528	paer:PA1R_gp5110
ko:K01972	paer:PA1R_gp5111
ko:K00241	paer:PA1R_gp5162
ko:K00242	paer:PA1R_gp5163
ko:K00239	paer:PA1R_gp5164
ko:K00240	paer:PA1R_gp5165
ko:K00164	paer:PA1R_gp5166
ko:K00658	paer:PA1R_gp5167
ko:K00382	paer:PA1R_gp5168
ko:K01903	paer:PA1R_gp5169
ko:K01902	paer:PA1R_gp5170
ko:K03311	paer:PA1R_gp5171
ko:K04079	paer:PA1R_gp5177
ko:K00606	paer:PA1R_gp5179
ko:K03406	paer:PA1R_gp5189
ko:K00647	paer:PA1R_gp5190
ko:K01716	paer:PA1R_gp5191
ko:K02014	paer:PA1R_gp5194
ko:K00057	paer:PA1R_gp5195
ko:K08296	paer:PA1R_gp5197
ko:K03449	paer:PA1R_gp5207
ko:K00074	paer:PA1R_gp5209
ko:K08964	paer:PA1R_gp5263
ko:K08967	paer:PA1R_gp5264
ko:K09880	paer:PA1R_gp5265
ko:K01247	paer:PA1R_gp5266
ko:K00797	paer:PA1R_gp5267
ko:K03229	paer:PA1R_gp5270
ko:K03228	paer:PA1R_gp5271
ko:K03227	paer:PA1R_gp5272
ko:K03226	paer:PA1R_gp5273
ko:K03225	paer:PA1R_gp5274
ko:K03224	paer:PA1R_gp5277
ko:K04058	paer:PA1R_gp5278
ko:K03230	paer:PA1R_gp5283
ko:K03219	paer:PA1R_gp5295
ko:K03220	paer:PA1R_gp5296
ko:K03221	paer:PA1R_gp5297
ko:K03222	paer:PA1R_gp5301
ko:K03223	paer:PA1R_gp5303
ko:K05349	paer:PA1R_gp5304
ko:K01692	paer:PA1R_gp5365
ko:K06975	paer:PA1R_gp5366
ko:K01626	paer:PA1R_gp5367
ko:K00077	paer:PA1R_gp5369
ko:K13634	paer:PA1R_gp5371
ko:K00390	paer:PA1R_gp5373
ko:K02203	paer:PA1R_gp5374
ko:K01665	paer:PA1R_gp5375
ko:K03556	paer:PA1R_gp5376
ko:K03556	paer:PA1R_gp5377
ko:K09773	paer:PA1R_gp5386
ko:K02553	paer:PA1R_gp5389
ko:K16074	paer:PA1R_gp5390
ko:K03088	paer:PA1R_gp5393
ko:K03286	paer:PA1R_gp5394
ko:K02303	paer:PA1R_gp5395
ko:K00372	paer:PA1R_gp5396
ko:K00363	paer:PA1R_gp5397
ko:K00362	paer:PA1R_gp5398
ko:K02575	paer:PA1R_gp5400
ko:K01682	paer:PA1R_gp5404
ko:K06938	paer:PA1R_gp5406
ko:K06169	paer:PA1R_gp5408
ko:K03269	paer:PA1R_gp5410
ko:K03768	paer:PA1R_gp5411
ko:K01886	paer:PA1R_gp5412
ko:K01883	paer:PA1R_gp5413
ko:K06941	paer:PA1R_gp5465
ko:K00548	paer:PA1R_gp5469
ko:K07400	paer:PA1R_gp5473
ko:K09984	paer:PA1R_gp5475
ko:K07168	paer:PA1R_gp5480
ko:K00404	paer:PA1R_gp5482
ko:K09781	paer:PA1R_gp5483
ko:K02017	paer:PA1R_gp5487
ko:K02018	paer:PA1R_gp5488
ko:K02020	paer:PA1R_gp5489
ko:K02452	paer:PA1R_gp5494
ko:K02453	paer:PA1R_gp5495
ko:K16074	paer:PA1R_gp5500
ko:K12543	paer:PA1R_gp5502
ko:K12541	paer:PA1R_gp5503
ko:K12542	paer:PA1R_gp5504
ko:K07023	paer:PA1R_gp5505
ko:K07303	paer:PA1R_gp5507
ko:K07302	paer:PA1R_gp5508
ko:K00330	paer:PA1R_gp5510
ko:K02336	paer:PA1R_gp5513
ko:K07347	paer:PA1R_gp5608
ko:K08995	paer:PA1R_gp5612
ko:K02029	paer:PA1R_gp5673
ko:K01980	paer:PA1R_gp2174
ko:K01980	paer:PA1R_gp4172
ko:K01980	paer:PA1R_gp2603
ko:K01980	paer:PA1R_gp3301
ko:K00248	paer:PA1R_gp2946
ko:K01977	paer:PA1R_gp2177
ko:K01977	paer:PA1R_gp2606
ko:K01977	paer:PA1R_gp4169
ko:K01977	paer:PA1R_gp3304
ko:K00018	paer:PA1R_gp2533
ko:K01130	paer:PA1R_gp3697
ko:K00135	paer:PA1R_gp3773
ko:K01487	paer:PA1R_gp3648
ko:K01487	paer:PA1R_gp5103
ko:K02661	paer:PA1R_gp3923
ko:K00104	paer:PA1R_gp3285
ko:K03719	paer:PA1R_gp2701
ko:K01139	paer:PA1R_gp3269
ko:K07003	paer:PA1R_gp0023
ko:K02058	paer:PA1R_gp3660
ko:K01533	paer:PA1R_gp5130
ko:K01485	paer:PA1R_gp3949
ko:K12253	paer:PA1R_gp2900
ko:K18001	paer:PA1R_gp4594
ko:K16636	paer:PA1R_gp3560
ko:K11913	paer:PA1R_gp3595
ko:K01758	paer:PA1R_gp3911
ko:K09472	paer:PA1R_gp2080
ko:K00130	paer:PA1R_gp3308
ko:K18000	paer:PA1R_gp4593
ko:K18002	paer:PA1R_gp4595
ko:K18003	paer:PA1R_gp4596
ko:K18004	paer:PA1R_gp2081
ko:K01007	paer:PA1R_gp5347
ko:K02614	paer:PA1R_gp3135
ko:K06148	paer:PA1R_gp4382
ko:K03719	paer:PA1R_gp1855
ko:K03719	paer:PA1R_gp0374
ko:K17940	paer:PA1R_gp0387
ko:K00004	paer:PA1R_gp1986
ko:K05599	paer:PA1R_gp0306
ko:K11311	paer:PA1R_gp0308
ko:K03719	paer:PA1R_gp3240
ko:K01267	paer:PA1R_gp1077
ko:K12976	paer:PA1R_gp2569
ko:K01985	paer:PA1R_gp2173
ko:K01985	paer:PA1R_gp3300
ko:K01985	paer:PA1R_gp4173
ko:K01985	paer:PA1R_gp2602
ko:K07483	paer:PA1R_gp3555
ko:K11441	paer:PA1R_gp0062
ko:K01729	paer:PA1R_gp1365
ko:K07068	paer:PA1R_gp4614
ko:K01133	paer:PA1R_gp3541
ko:K07003	paer:PA1R_gp0914
ko:K07506	paer:PA1R_gp1789
ko:K13053	paer:PA1R_gp0841
ko:K15856	paer:PA1R_gp3389
ko:K18148	paer:PA1R_gp3406
ko:K18138	paer:PA1R_gp2275
ko:K14228	paer:PA1R_gp2663
ko:K14232	paer:PA1R_gp2443
ko:K14221	paer:PA1R_gp0931
ko:K14221	paer:PA1R_gp0932
ko:K14221	paer:PA1R_gp1096
ko:K14221	paer:PA1R_gp1095
ko:K14221	paer:PA1R_gp5429
ko:K03366	paer:PA1R_gp2039
ko:K00004	paer:PA1R_gp2044
ko:K09017	paer:PA1R_gp3681
ko:K01800	paer:PA1R_gp0269
ko:K18093	paer:PA1R_gp4485
ko:K03719	paer:PA1R_gp2409
ko:K01046	paer:PA1R_gp0695
ko:K00632	paer:PA1R_gp1295
ko:K18029	paer:PA1R_gp5183
ko:K03585	paer:PA1R_gp2274
ko:K11917	paer:PA1R_gp0159
ko:K00249	paer:PA1R_gp4402
ko:K16011	paer:PA1R_gp1370
ko:K05600	paer:PA1R_gp0307
ko:K00557	paer:PA1R_gp2636
ko:K18073	paer:PA1R_gp5422
ko:K18072	paer:PA1R_gp5421
ko:K07814	paer:PA1R_gp2698
ko:K10014	paer:PA1R_gp0755
ko:K07222	paer:PA1R_gp3326
ko:K17850	paer:PA1R_gp2000
ko:K04343	paer:PA1R_gp5484
ko:K07782	paer:PA1R_gp5527
ko:K11747	paer:PA1R_gp4817
ko:K18100	paer:PA1R_gp1320
ko:K18101	paer:PA1R_gp1319
ko:K18099	paer:PA1R_gp1318
ko:K02768	paer:PA1R_gp1381
ko:K08483	paer:PA1R_gp1381
ko:K11183	paer:PA1R_gp1381
ko:K00249	paer:PA1R_gp2918
ko:K18118	paer:PA1R_gp3380
ko:K09472	paer:PA1R_gp3733
ko:K11894	paer:PA1R_gp5245
ko:K00523	paer:PA1R_gp3169
ko:K18235	paer:PA1R_gp3978
ko:K14219	paer:PA1R_gp4429
ko:K14219	paer:PA1R_gp4430
ko:K18292	paer:PA1R_gp4406
ko:K18296	paer:PA1R_gp2503
ko:K18295	paer:PA1R_gp2504
ko:K18294	paer:PA1R_gp2505
ko:K18298	paer:PA1R_gp0287
ko:K18299	paer:PA1R_gp0288
ko:K18300	paer:PA1R_gp0289
ko:K18305	paer:PA1R_gp2096
ko:K18306	paer:PA1R_gp2097
ko:K18307	paer:PA1R_gp2098
ko:K18308	paer:PA1R_gp2099
ko:K14224	paer:PA1R_gp0650
ko:K14224	paer:PA1R_gp0975
ko:K14224	paer:PA1R_gp0973
ko:K14218	paer:PA1R_gp0974
ko:K14218	paer:PA1R_gp0976
ko:K14218	paer:PA1R_gp2175
ko:K14218	paer:PA1R_gp2604
ko:K14218	paer:PA1R_gp3302
ko:K14218	paer:PA1R_gp4171
ko:K14220	paer:PA1R_gp0983
ko:K14220	paer:PA1R_gp2444
ko:K14219	paer:PA1R_gp1205
ko:K14219	paer:PA1R_gp1208
ko:K14219	paer:PA1R_gp2486
ko:K14219	paer:PA1R_gp3771
ko:K02487	paer:PA1R_gp4565
ko:K07267	paer:PA1R_gp0092
ko:K12538	paer:PA1R_gp1244
ko:K12538	paer:PA1R_gp4854
ko:K07092	paer:PA1R_gp2712
ko:K03446	paer:PA1R_gp0666
ko:K14228	paer:PA1R_gp0367
ko:K14228	paer:PA1R_gp1689
ko:K14228	paer:PA1R_gp2860
ko:K14228	paer:PA1R_gp2861
ko:K14222	paer:PA1R_gp0379
ko:K14225	paer:PA1R_gp2168
ko:K14233	paer:PA1R_gp0404
ko:K14233	paer:PA1R_gp0685
ko:K14232	paer:PA1R_gp0550
ko:K14232	paer:PA1R_gp0865
ko:K14237	paer:PA1R_gp0597
ko:K07165	paer:PA1R_gp0530
ko:K14237	paer:PA1R_gp0933
ko:K14237	paer:PA1R_gp1097
ko:K18289	paer:PA1R_gp4405
ko:K07165	paer:PA1R_gp0189
ko:K07165	paer:PA1R_gp1249
ko:K07165	paer:PA1R_gp5540
ko:K07165	paer:PA1R_gp1791
ko:K07165	paer:PA1R_gp2817
ko:K12943	paer:PA1R_gp2846
ko:K07165	paer:PA1R_gp4908
ko:K07483	paer:PA1R_gp0547
ko:K07497	paer:PA1R_gp4347
ko:K18291	paer:PA1R_gp4401
ko:K18301	paer:PA1R_gp1535
ko:K18303	paer:PA1R_gp1533
ko:K14219	paer:PA1R_gp5415
ko:K14235	paer:PA1R_gp2165
