ko:K02495	ecoj:P423_21475
ko:K02231	ecoj:P423_11170
ko:K16087	ecoj:P423_11180
ko:K01628	ecoj:P423_15310
ko:K02429	ecoj:P423_15315
ko:K01818	ecoj:P423_15320
ko:K02431	ecoj:P423_15330
ko:K02430	ecoj:P423_15335
ko:K06968	ecoj:P423_15340
ko:K01766	ecoj:P423_15360
ko:K02426	ecoj:P423_15365
ko:K08304	ecoj:P423_15375
ko:K11901	ecoj:P423_15395
ko:K11900	ecoj:P423_15400
ko:K11893	ecoj:P423_15405
ko:K11892	ecoj:P423_15410
ko:K11903	ecoj:P423_15420
ko:K11907	ecoj:P423_15425
ko:K11891	ecoj:P423_15500
ko:K11910	ecoj:P423_15505
ko:K11896	ecoj:P423_15520
ko:K11895	ecoj:P423_15525
ko:K11906	ecoj:P423_15530
ko:K11906	ecoj:P423_15545
ko:K11905	ecoj:P423_15550
ko:K11911	ecoj:P423_15555
ko:K00058	ecoj:P423_15560
ko:K14155	ecoj:P423_15570
ko:K03488	ecoj:P423_15580
ko:K01448	ecoj:P423_15585
ko:K14682	ecoj:P423_15590
ko:K03581	ecoj:P423_15595
ko:K00090	ecoj:P423_19780
ko:K07726	ecoj:P423_19790
ko:K03704	ecoj:P423_19795
ko:K01879	ecoj:P423_19805
ko:K01878	ecoj:P423_19810
ko:K00854	ecoj:P423_19835
ko:K01805	ecoj:P423_19840
ko:K10543	ecoj:P423_19845
ko:K10545	ecoj:P423_19850
ko:K10544	ecoj:P423_19855
ko:K02529	ecoj:P423_19860
ko:K03796	ecoj:P423_19865
ko:K01176	ecoj:P423_19870
ko:K00835	ecoj:P423_19875
ko:K08092	ecoj:P423_19890
ko:K00880	ecoj:P423_19920
ko:K00138	ecoj:P423_19955
ko:K13954	ecoj:P423_19965
ko:K03833	ecoj:P423_19970
ko:K01042	ecoj:P423_19975
ko:K02798	ecoj:P423_19995
ko:K02799	ecoj:P423_19995
ko:K02800	ecoj:P423_19995
ko:K00009	ecoj:P423_20000
ko:K02562	ecoj:P423_20005
ko:K14762	ecoj:P423_20015
ko:K00427	ecoj:P423_20030
ko:K14348	ecoj:P423_20035
ko:K00164	ecoj:P423_03570
ko:K00658	ecoj:P423_03575
ko:K01903	ecoj:P423_03580
ko:K01902	ecoj:P423_03585
ko:K11922	ecoj:P423_03590
ko:K11198	ecoj:P423_03595
ko:K11199	ecoj:P423_03595
ko:K11200	ecoj:P423_03595
ko:K15524	ecoj:P423_03600
ko:K00425	ecoj:P423_03615
ko:K00426	ecoj:P423_03620
ko:K07107	ecoj:P423_03635
ko:K03562	ecoj:P423_03640
ko:K03560	ecoj:P423_03645
ko:K03641	ecoj:P423_03655
ko:K03640	ecoj:P423_03660
ko:K03517	ecoj:P423_03705
ko:K03811	ecoj:P423_03710
ko:K16264	ecoj:P423_03715
ko:K01626	ecoj:P423_03725
ko:K01834	ecoj:P423_03730
ko:K01785	ecoj:P423_03735
ko:K00849	ecoj:P423_03740
ko:K00965	ecoj:P423_03745
ko:K01784	ecoj:P423_03750
ko:K05776	ecoj:P423_03755
ko:K02019	ecoj:P423_03760
ko:K02020	ecoj:P423_03770
ko:K02018	ecoj:P423_03775
ko:K02017	ecoj:P423_03780
ko:K07404	ecoj:P423_03790
ko:K03319	ecoj:P423_03810
ko:K01681	ecoj:P423_03815
ko:K01051	ecoj:P423_03820
ko:K06910	ecoj:P423_03825
ko:K00833	ecoj:P423_03830
ko:K01012	ecoj:P423_03835
ko:K00652	ecoj:P423_03840
ko:K02169	ecoj:P423_03845
ko:K01935	ecoj:P423_03850
ko:K02014	ecoj:P423_08125
ko:K11738	ecoj:P423_08135
ko:K00675	ecoj:P423_08150
ko:K00374	ecoj:P423_08160
ko:K00373	ecoj:P423_08165
ko:K00371	ecoj:P423_08170
ko:K00370	ecoj:P423_08175
ko:K02575	ecoj:P423_08180
ko:K08349	ecoj:P423_08200
ko:K08350	ecoj:P423_08205
ko:K13953	ecoj:P423_08215
ko:K00027	ecoj:P423_08220
ko:K02972	ecoj:P423_08230
ko:K04063	ecoj:P423_08240
ko:K13243	ecoj:P423_08245
ko:K01580	ecoj:P423_08265
ko:K07263	ecoj:P423_08275
ko:K06871	ecoj:P423_08280
ko:K07347	ecoj:P423_08320
ko:K07346	ecoj:P423_08325
ko:K07345	ecoj:P423_08330
ko:K07154	ecoj:P423_08335
ko:K00598	ecoj:P423_08345
ko:K00041	ecoj:P423_08355
ko:K01425	ecoj:P423_08370
ko:K08324	ecoj:P423_08375
ko:K08159	ecoj:P423_08385
ko:K05595	ecoj:P423_08390
ko:K12661	ecoj:P423_12585
ko:K12944	ecoj:P423_12605
ko:K07806	ecoj:P423_12615
ko:K10012	ecoj:P423_12620
ko:K10011	ecoj:P423_12625
ko:K13014	ecoj:P423_12630
ko:K07264	ecoj:P423_12635
ko:K12962	ecoj:P423_12640
ko:K12963	ecoj:P423_12645
ko:K01911	ecoj:P423_12655
ko:K02549	ecoj:P423_12660
ko:K01661	ecoj:P423_12665
ko:K08680	ecoj:P423_12670
ko:K02551	ecoj:P423_12675
ko:K02552	ecoj:P423_12680
ko:K05594	ecoj:P423_12685
ko:K02348	ecoj:P423_12690
ko:K00784	ecoj:P423_12695
ko:K07114	ecoj:P423_12700
ko:K00343	ecoj:P423_12715
ko:K00342	ecoj:P423_12720
ko:K00341	ecoj:P423_12725
ko:K00340	ecoj:P423_12730
ko:K00339	ecoj:P423_12735
ko:K00338	ecoj:P423_12740
ko:K00337	ecoj:P423_12745
ko:K00334	ecoj:P423_12760
ko:K13378	ecoj:P423_12765
ko:K00331	ecoj:P423_12770
ko:K00330	ecoj:P423_12775
ko:K14260	ecoj:P423_12785
ko:K09161	ecoj:P423_12805
ko:K09899	ecoj:P423_12810
ko:K00925	ecoj:P423_12820
ko:K13788	ecoj:P423_12825
ko:K00655	ecoj:P423_17050
ko:K02621	ecoj:P423_17055
ko:K02035	ecoj:P423_17060
ko:K07471	ecoj:P423_17065
ko:K07666	ecoj:P423_17075
ko:K06887	ecoj:P423_17095
ko:K03923	ecoj:P423_17100
ko:K02016	ecoj:P423_17115
ko:K02015	ecoj:P423_17120
ko:K02015	ecoj:P423_17125
ko:K02013	ecoj:P423_17130
ko:K02014	ecoj:P423_17135
ko:K02622	ecoj:P423_17140
ko:K07000	ecoj:P423_17145
ko:K03651	ecoj:P423_17150
ko:K09920	ecoj:P423_17155
ko:K01515	ecoj:P423_17160
ko:K12340	ecoj:P423_17165
ko:K03673	ecoj:P423_17185
ko:K03611	ecoj:P423_17190
ko:K07238	ecoj:P423_17200
ko:K02858	ecoj:P423_17230
ko:K09806	ecoj:P423_17235
ko:K03272	ecoj:P423_17255
ko:K00982	ecoj:P423_17260
ko:K07184	ecoj:P423_17270
ko:K00974	ecoj:P423_17275
ko:K06153	ecoj:P423_17280
ko:K01633	ecoj:P423_17285
ko:K03753	ecoj:P423_21415
ko:K03752	ecoj:P423_21420
ko:K09896	ecoj:P423_21425
ko:K03673	ecoj:P423_21435
ko:K03978	ecoj:P423_21465
ko:K09894	ecoj:P423_21470
ko:K07712	ecoj:P423_21480
ko:K07708	ecoj:P423_21485
ko:K01915	ecoj:P423_21490
ko:K06207	ecoj:P423_21495
ko:K08318	ecoj:P423_21510
ko:K07058	ecoj:P423_21545
ko:K07560	ecoj:P423_21550
ko:K02380	ecoj:P423_21600
ko:K00127	ecoj:P423_21605
ko:K00101	ecoj:P423_20040
ko:K03216	ecoj:P423_20045
ko:K06946	ecoj:P423_24260
ko:K12687	ecoj:P423_24265
ko:K00899	ecoj:P423_24375
ko:K08963	ecoj:P423_24380
ko:K05340	ecoj:P423_24390
ko:K03299	ecoj:P423_24405
ko:K14587	ecoj:P423_24430
ko:K02773	ecoj:P423_24435
ko:K06971	ecoj:P423_24440
ko:K02775	ecoj:P423_24445
ko:K02774	ecoj:P423_24450
ko:K09982	ecoj:P423_24475
ko:K00124	ecoj:P423_21610
ko:K00123	ecoj:P423_21615
ko:K00123	ecoj:P423_21620
ko:K02379	ecoj:P423_21625
ko:K03534	ecoj:P423_21640
ko:K01629	ecoj:P423_21645
ko:K01813	ecoj:P423_21650
ko:K00848	ecoj:P423_21655
ko:K02855	ecoj:P423_21665
ko:K02854	ecoj:P423_21670
ko:K02856	ecoj:P423_21675
ko:K04564	ecoj:P423_21680
ko:K02526	ecoj:P423_21690
ko:K05813	ecoj:P423_26065
ko:K05816	ecoj:P423_26070
ko:K05815	ecoj:P423_26080
ko:K05814	ecoj:P423_26085
ko:K02526	ecoj:P423_26115
ko:K03574	ecoj:P423_00510
ko:K09862	ecoj:P423_00515
ko:K00859	ecoj:P423_00525
ko:K00364	ecoj:P423_00530
ko:K02505	ecoj:P423_00535
ko:K02682	ecoj:P423_00545
ko:K00767	ecoj:P423_00550
ko:K03806	ecoj:P423_00555
ko:K03807	ecoj:P423_00560
ko:K11734	ecoj:P423_00565
ko:K00163	ecoj:P423_00615
ko:K00627	ecoj:P423_00620
ko:K00382	ecoj:P423_00625
ko:K01682	ecoj:P423_00635
ko:K09910	ecoj:P423_00640
ko:K01611	ecoj:P423_00645
ko:K00797	ecoj:P423_00650
ko:K14588	ecoj:P423_00660
ko:K00117	ecoj:P423_00665
ko:K00760	ecoj:P423_00670
ko:K01673	ecoj:P423_00675
ko:K01990	ecoj:P423_00680
ko:K01992	ecoj:P423_00685
ko:K01579	ecoj:P423_00700
ko:K01918	ecoj:P423_00715
ko:K00606	ecoj:P423_00720
ko:K07347	ecoj:P423_00745
ko:K15540	ecoj:P423_00750
ko:K00950	ecoj:P423_00760
ko:K00970	ecoj:P423_00765
ko:K01894	ecoj:P423_00770
ko:K06204	ecoj:P423_00775
ko:K07387	ecoj:P423_05055
ko:K00945	ecoj:P423_05060
ko:K02945	ecoj:P423_05065
ko:K05788	ecoj:P423_05070
ko:K02238	ecoj:P423_05075
ko:K11085	ecoj:P423_05080
ko:K00912	ecoj:P423_05085
ko:K09927	ecoj:P423_05090
ko:K09791	ecoj:P423_05095
ko:K00979	ecoj:P423_05100
ko:K06219	ecoj:P423_05115
ko:K03633	ecoj:P423_05120
ko:K03804	ecoj:P423_05125
ko:K03632	ecoj:P423_05130
ko:K00813	ecoj:P423_05150
ko:K09476	ecoj:P423_05160
ko:K01893	ecoj:P423_05165
ko:K00763	ecoj:P423_05170
ko:K01256	ecoj:P423_05175
ko:K15555	ecoj:P423_05180
ko:K15554	ecoj:P423_05185
ko:K04091	ecoj:P423_05190
ko:K15553	ecoj:P423_05195
ko:K00299	ecoj:P423_05200
ko:K07140	ecoj:P423_05215
ko:K12297	ecoj:P423_05220
ko:K15738	ecoj:P423_05225
ko:K03808	ecoj:P423_05230
ko:K06192	ecoj:P423_05235
ko:K09857	ecoj:P423_05240
ko:K03812	ecoj:P423_05245
ko:K01716	ecoj:P423_05250
ko:K02300	ecoj:P423_02180
ko:K02299	ecoj:P423_02185
ko:K02298	ecoj:P423_02190
ko:K02297	ecoj:P423_02195
ko:K08218	ecoj:P423_02200
ko:K07286	ecoj:P423_02205
ko:K05527	ecoj:P423_02210
ko:K03545	ecoj:P423_02220
ko:K01358	ecoj:P423_02225
ko:K03544	ecoj:P423_02230
ko:K01338	ecoj:P423_02235
ko:K03530	ecoj:P423_02240
ko:K03770	ecoj:P423_02245
ko:K02237	ecoj:P423_02250
ko:K12500	ecoj:P423_02255
ko:K06920	ecoj:P423_02260
ko:K11938	ecoj:P423_02270
ko:K05800	ecoj:P423_02275
ko:K04752	ecoj:P423_02295
ko:K03320	ecoj:P423_02300
ko:K10805	ecoj:P423_02305
ko:K09914	ecoj:P423_02310
ko:K07443	ecoj:P423_02315
ko:K03577	ecoj:P423_02360
ko:K00632	ecoj:P423_21365
ko:K04770	ecoj:P423_05255
ko:K09911	ecoj:P423_05260
ko:K03286	ecoj:P423_05265
ko:K03449	ecoj:P423_09525
ko:K09712	ecoj:P423_09535
ko:K13069	ecoj:P423_09540
ko:K11250	ecoj:P423_09560
ko:K03684	ecoj:P423_09570
ko:K01897	ecoj:P423_09575
ko:K07285	ecoj:P423_09580
ko:K09917	ecoj:P423_09605
ko:K01665	ecoj:P423_09610
ko:K01752	ecoj:P423_09620
ko:K02793	ecoj:P423_09635
ko:K02794	ecoj:P423_09635
ko:K02795	ecoj:P423_09640
ko:K00563	ecoj:P423_09660
ko:K03704	ecoj:P423_09665
ko:K08169	ecoj:P423_09695
ko:K03799	ecoj:P423_09700
ko:K03797	ecoj:P423_09705
ko:K03607	ecoj:P423_09710
ko:K03808	ecoj:P423_09720
ko:K11392	ecoj:P423_09730
ko:K07245	ecoj:P423_09760
ko:K07156	ecoj:P423_09765
ko:K10857	ecoj:P423_09780
ko:K01354	ecoj:P423_09785
ko:K02057	ecoj:P423_13930
ko:K02056	ecoj:P423_13935
ko:K00600	ecoj:P423_13955
ko:K05916	ecoj:P423_13960
ko:K04751	ecoj:P423_13965
ko:K07715	ecoj:P423_13970
ko:K07711	ecoj:P423_13980
ko:K01952	ecoj:P423_13985
ko:K11991	ecoj:P423_13995
ko:K00997	ecoj:P423_14020
ko:K03474	ecoj:P423_14025
ko:K03584	ecoj:P423_14030
ko:K03685	ecoj:P423_14040
ko:K03100	ecoj:P423_14045
ko:K03596	ecoj:P423_14050
ko:K03803	ecoj:P423_14055
ko:K03598	ecoj:P423_14060
ko:K03597	ecoj:P423_14065
ko:K03088	ecoj:P423_14070
ko:K00278	ecoj:P423_14075
ko:K15460	ecoj:P423_14080
ko:K05590	ecoj:P423_14085
ko:K11249	ecoj:P423_14095
ko:K03648	ecoj:P423_14105
ko:K03214	ecoj:P423_14110
ko:K03672	ecoj:P423_14120
ko:K05812	ecoj:P423_14125
ko:K00998	ecoj:P423_14135
ko:K05811	ecoj:P423_14140
ko:K03695	ecoj:P423_14175
ko:K05810	ecoj:P423_14180
ko:K06180	ecoj:P423_14185
ko:K05807	ecoj:P423_14190
ko:K05809	ecoj:P423_14195
ko:K04096	ecoj:P423_18395
ko:K01462	ecoj:P423_18400
ko:K00604	ecoj:P423_18405
ko:K03500	ecoj:P423_18410
ko:K03499	ecoj:P423_18415
ko:K03282	ecoj:P423_18420
ko:K09890	ecoj:P423_18425
ko:K02879	ecoj:P423_18440
ko:K03040	ecoj:P423_18445
ko:K02986	ecoj:P423_18450
ko:K02948	ecoj:P423_18455
ko:K02952	ecoj:P423_18460
ko:K02919	ecoj:P423_18465
ko:K03076	ecoj:P423_18470
ko:K02876	ecoj:P423_18475
ko:K02907	ecoj:P423_18480
ko:K02988	ecoj:P423_18485
ko:K02881	ecoj:P423_18490
ko:K02933	ecoj:P423_18495
ko:K02994	ecoj:P423_18500
ko:K02954	ecoj:P423_18505
ko:K02931	ecoj:P423_18510
ko:K02895	ecoj:P423_18515
ko:K02874	ecoj:P423_18520
ko:K02961	ecoj:P423_18525
ko:K02904	ecoj:P423_18530
ko:K02878	ecoj:P423_18535
ko:K02982	ecoj:P423_18540
ko:K02890	ecoj:P423_18545
ko:K02965	ecoj:P423_18550
ko:K02886	ecoj:P423_18555
ko:K02892	ecoj:P423_18560
ko:K02926	ecoj:P423_18565
ko:K02906	ecoj:P423_18570
ko:K02946	ecoj:P423_18575
ko:K02451	ecoj:P423_18580
ko:K02450	ecoj:P423_18585
ko:K02452	ecoj:P423_18590
ko:K02453	ecoj:P423_18595
ko:K02454	ecoj:P423_18600
ko:K02455	ecoj:P423_18605
ko:K02456	ecoj:P423_18610
ko:K02457	ecoj:P423_18615
ko:K02458	ecoj:P423_18620
ko:K02459	ecoj:P423_18625
ko:K02460	ecoj:P423_18630
ko:K02461	ecoj:P423_18635
ko:K02462	ecoj:P423_18640
ko:K03594	ecoj:P423_18650
ko:K02192	ecoj:P423_18655
ko:K13381	ecoj:P423_18660
ko:K09994	ecoj:P423_22795
ko:K05774	ecoj:P423_22800
ko:K06162	ecoj:P423_22805
ko:K05780	ecoj:P423_22810
ko:K05781	ecoj:P423_22815
ko:K06163	ecoj:P423_22820
ko:K06164	ecoj:P423_22825
ko:K06165	ecoj:P423_22830
ko:K06166	ecoj:P423_22835
ko:K02043	ecoj:P423_22840
ko:K02042	ecoj:P423_22845
ko:K02044	ecoj:P423_22850
ko:K02041	ecoj:P423_22855
ko:K04750	ecoj:P423_22860
ko:K06193	ecoj:P423_22865
ko:K03762	ecoj:P423_22880
ko:K07643	ecoj:P423_22890
ko:K07771	ecoj:P423_22895
ko:K03760	ecoj:P423_22900
ko:K03759	ecoj:P423_22905
ko:K03755	ecoj:P423_22910
ko:K01584	ecoj:P423_22915
ko:K07406	ecoj:P423_22925
ko:K08984	ecoj:P423_22930
ko:K01676	ecoj:P423_22935
ko:K07792	ecoj:P423_22940
ko:K07703	ecoj:P423_22945
ko:K07701	ecoj:P423_22950
ko:K06975	ecoj:P423_22995
ko:K04567	ecoj:P423_23015
ko:K03305	ecoj:P423_23020
ko:K03757	ecoj:P423_23030
ko:K03765	ecoj:P423_23035
ko:K04084	ecoj:P423_23050
ko:K03926	ecoj:P423_23055
ko:K07791	ecoj:P423_23060
ko:K05802	ecoj:P423_02365
ko:K04067	ecoj:P423_02375
ko:K09790	ecoj:P423_02380
ko:K00759	ecoj:P423_02385
ko:K02343	ecoj:P423_02390
ko:K09747	ecoj:P423_02395
ko:K06187	ecoj:P423_02400
ko:K04079	ecoj:P423_02405
ko:K00939	ecoj:P423_02410
ko:K01772	ecoj:P423_02415
ko:K00892	ecoj:P423_02425
ko:K03455	ecoj:P423_02430
ko:K08223	ecoj:P423_02435
ko:K11751	ecoj:P423_02440
ko:K09973	ecoj:P423_02460
ko:K03630	ecoj:P423_06715
ko:K07733	ecoj:P423_06730
ko:K06942	ecoj:P423_06800
ko:K01056	ecoj:P423_06805
ko:K03321	ecoj:P423_06815
ko:K00948	ecoj:P423_06820
ko:K00919	ecoj:P423_06825
ko:K02494	ecoj:P423_06830
ko:K02492	ecoj:P423_06835
ko:K02835	ecoj:P423_06840
ko:K02493	ecoj:P423_06845
ko:K01627	ecoj:P423_06860
ko:K07300	ecoj:P423_06870
ko:K07232	ecoj:P423_06880
ko:K06039	ecoj:P423_06885
ko:K07673	ecoj:P423_06900
ko:K02575	ecoj:P423_06905
ko:K00370	ecoj:P423_06910
ko:K00371	ecoj:P423_06915
ko:K00373	ecoj:P423_06920
ko:K00374	ecoj:P423_06925
ko:K00648	ecoj:P423_06930
ko:K00508	ecoj:P423_06960
ko:K01433	ecoj:P423_06970
ko:K09936	ecoj:P423_11235
ko:K07048	ecoj:P423_11240
ko:K02013	ecoj:P423_11315
ko:K02015	ecoj:P423_11320
ko:K02016	ecoj:P423_11325
ko:K02014	ecoj:P423_11330
ko:K07001	ecoj:P423_11350
ko:K09802	ecoj:P423_11420
ko:K07470	ecoj:P423_11430
ko:K07258	ecoj:P423_11435
ko:K01141	ecoj:P423_11440
ko:K07491	ecoj:P423_11445
ko:K00765	ecoj:P423_11475
ko:K00013	ecoj:P423_11480
ko:K00817	ecoj:P423_11485
ko:K01089	ecoj:P423_11490
ko:K03582	ecoj:P423_15600
ko:K01407	ecoj:P423_15605
ko:K03583	ecoj:P423_15610
ko:K02681	ecoj:P423_15615
ko:K02680	ecoj:P423_15625
ko:K02679	ecoj:P423_15630
ko:K13292	ecoj:P423_15640
ko:K08484	ecoj:P423_15645
ko:K08311	ecoj:P423_15650
ko:K03573	ecoj:P423_15655
ko:K08227	ecoj:P423_15675
ko:K05939	ecoj:P423_15680
ko:K02529	ecoj:P423_15685
ko:K01586	ecoj:P423_15690
ko:K02100	ecoj:P423_15705
ko:K00065	ecoj:P423_15710
ko:K01815	ecoj:P423_15715
ko:K00626	ecoj:P423_15720
ko:K12943	ecoj:P423_15735
ko:K13479	ecoj:P423_15745
ko:K13480	ecoj:P423_15750
ko:K01751	ecoj:P423_15765
ko:K01464	ecoj:P423_15775
ko:K00926	ecoj:P423_15780
ko:K07402	ecoj:P423_15785
ko:K07141	ecoj:P423_15795
ko:K12527	ecoj:P423_15800
ko:K12529	ecoj:P423_15810
ko:K12528	ecoj:P423_15815
ko:K16346	ecoj:P423_15820
ko:K06901	ecoj:P423_15830
ko:K01823	ecoj:P423_15855
ko:K04567	ecoj:P423_15860
ko:K02836	ecoj:P423_15865
ko:K07462	ecoj:P423_15875
ko:K00640	ecoj:P423_20050
ko:K00057	ecoj:P423_20055
ko:K03071	ecoj:P423_20060
ko:K15633	ecoj:P423_20075
ko:K09798	ecoj:P423_20085
ko:K00060	ecoj:P423_20095
ko:K00639	ecoj:P423_20100
ko:K03274	ecoj:P423_20105
ko:K02843	ecoj:P423_20110
ko:K02841	ecoj:P423_20115
ko:K02847	ecoj:P423_20120
ko:K12981	ecoj:P423_20130
ko:K02850	ecoj:P423_20135
ko:K02840	ecoj:P423_20150
ko:K02848	ecoj:P423_20160
ko:K02844	ecoj:P423_20165
ko:K02849	ecoj:P423_20170
ko:K02527	ecoj:P423_20175
ko:K00954	ecoj:P423_20180
ko:K10563	ecoj:P423_20185
ko:K02913	ecoj:P423_20195
ko:K02902	ecoj:P423_20200
ko:K03630	ecoj:P423_20205
ko:K13038	ecoj:P423_20210
ko:K05501	ecoj:P423_20220
ko:K00762	ecoj:P423_20225
ko:K00989	ecoj:P423_20230
ko:K01972	ecoj:P423_20245
ko:K00942	ecoj:P423_20250
ko:K03060	ecoj:P423_20255
ko:K00556	ecoj:P423_20265
ko:K03655	ecoj:P423_20270
ko:K03312	ecoj:P423_20275
ko:K16345	ecoj:P423_20280
ko:K09988	ecoj:P423_20290
ko:K00847	ecoj:P423_20295
ko:K01624	ecoj:P423_20300
ko:K01624	ecoj:P423_20305
ko:K07357	ecoj:P423_24530
ko:K07358	ecoj:P423_24535
ko:K07345	ecoj:P423_24540
ko:K07351	ecoj:P423_24545
ko:K07346	ecoj:P423_24550
ko:K07347	ecoj:P423_24555
ko:K07348	ecoj:P423_24560
ko:K07349	ecoj:P423_24565
ko:K07350	ecoj:P423_24570
ko:K16321	ecoj:P423_24575
ko:K01686	ecoj:P423_24580
ko:K00040	ecoj:P423_24585
ko:K13637	ecoj:P423_24595
ko:K01305	ecoj:P423_24615
ko:K07559	ecoj:P423_24630
ko:K01153	ecoj:P423_24695
ko:K01154	ecoj:P423_24700
ko:K03427	ecoj:P423_24705
ko:K09803	ecoj:P423_24715
ko:K01002	ecoj:P423_24760
ko:K02317	ecoj:P423_24775
ko:K02027	ecoj:P423_07705
ko:K02058	ecoj:P423_23550
ko:K01840	ecoj:P423_11615
ko:K00971	ecoj:P423_11625
ko:K00956	ecoj:P423_15080
ko:K01096	ecoj:P423_07555
ko:K00087	ecoj:P423_15740
ko:K00130	ecoj:P423_01695
ko:K01582	ecoj:P423_00990
ko:K01582	ecoj:P423_23025
ko:K03896	ecoj:P423_16365
ko:K08351	ecoj:P423_19770
ko:K01066	ecoj:P423_02420
ko:K00557	ecoj:P423_21995
ko:K13053	ecoj:P423_05270
ko:K10014	ecoj:P423_12880
ko:K10038	ecoj:P423_04015
ko:K08172	ecoj:P423_11110
ko:K08194	ecoj:P423_20500
ko:K03445	ecoj:P423_20365
ko:K11928	ecoj:P423_05520
ko:K11745	ecoj:P423_00235
ko:K08970	ecoj:P423_11875
ko:K02483	ecoj:P423_10685
ko:K02477	ecoj:P423_13235
ko:K02485	ecoj:P423_06985
ko:K04753	ecoj:P423_17045
ko:K17758	ecoj:P423_23210
ko:K17759	ecoj:P423_23210
ko:K14219	ecoj:P423_07210
ko:K14219	ecoj:P423_14740
ko:K14219	ecoj:P423_21010
ko:K14218	ecoj:P423_13300
ko:K14225	ecoj:P423_10410
ko:K14225	ecoj:P423_15730
ko:K14221	ecoj:P423_01100
ko:K14232	ecoj:P423_12300
ko:K14232	ecoj:P423_19740
ko:K14232	ecoj:P423_21025
ko:K14237	ecoj:P423_08905
ko:K14228	ecoj:P423_03270
ko:K14228	ecoj:P423_10400
ko:K14228	ecoj:P423_17835
ko:K14228	ecoj:P423_21020
ko:K01980	ecoj:P423_01090
ko:K14234	ecoj:P423_22050
ko:K14222	ecoj:P423_10405
ko:K14236	ecoj:P423_06965
ko:K14224	ecoj:P423_14165
ko:K14227	ecoj:P423_01080
ko:K14227	ecoj:P423_22015
ko:K14227	ecoj:P423_18355
ko:K14229	ecoj:P423_03670
ko:K14229	ecoj:P423_03695
ko:K14229	ecoj:P423_03680
ko:K14229	ecoj:P423_03690
ko:K14229	ecoj:P423_03700
ko:K14229	ecoj:P423_13340
ko:K14235	ecoj:P423_20850
ko:K14223	ecoj:P423_03250
ko:K00344	ecoj:P423_22460
ko:K08485	ecoj:P423_17995
ko:K00042	ecoj:P423_02595
ko:K07483	ecoj:P423_16460
ko:K07484	ecoj:P423_04940
ko:K12064	ecoj:P423_25915
ko:K07483	ecoj:P423_23960
ko:K07483	ecoj:P423_13095
ko:K07483	ecoj:P423_15540
ko:K07483	ecoj:P423_23810
ko:K07483	ecoj:P423_24065
ko:K07483	ecoj:P423_24215
ko:K07483	ecoj:P423_24320
ko:K07483	ecoj:P423_25595
ko:K07483	ecoj:P423_26215
ko:K07782	ecoj:P423_10435
ko:K03973	ecoj:P423_07685
ko:K07483	ecoj:P423_16400
ko:K17938	ecoj:P423_01920
ko:K07483	ecoj:P423_04945
ko:K07483	ecoj:P423_16510
ko:K03668	ecoj:P423_07910
ko:K07483	ecoj:P423_23875
ko:K07483	ecoj:P423_24130
ko:K17948	ecoj:P423_16480
ko:K18148	ecoj:P423_01430
ko:K03446	ecoj:P423_07845
ko:K07812	ecoj:P423_09945
ko:K07484	ecoj:P423_23955
ko:K18142	ecoj:P423_18300
ko:K17948	ecoj:P423_24505
ko:K07483	ecoj:P423_16325
ko:K21430	ecoj:P423_04155
ko:K22597	ecoj:P423_07700
ko:K01007	ecoj:P423_09085
ko:K03605	ecoj:P423_16905
ko:K07483	ecoj:P423_06790
ko:K08156	ecoj:P423_02015
ko:K03275	ecoj:P423_20145
ko:K10678	ecoj:P423_04225
ko:K19164	ecoj:P423_25610
ko:K18320	ecoj:P423_25745
ko:K18320	ecoj:P423_26045
ko:K18320	ecoj:P423_25825
ko:K18320	ecoj:P423_25760
ko:K18320	ecoj:P423_25990
ko:K18320	ecoj:P423_25715
ko:K18324	ecoj:P423_13615
ko:K07165	ecoj:P423_24170
ko:K18326	ecoj:P423_11765
ko:K21637	ecoj:P423_24605
ko:K18828	ecoj:P423_26165
ko:K18829	ecoj:P423_26170
ko:K07246	ecoj:P423_09565
ko:K06975	ecoj:P423_22960
ko:K07347	ecoj:P423_22965
ko:K07345	ecoj:P423_00800
ko:K02967	ecoj:P423_00905
ko:K00031	ecoj:P423_06405
ko:K11891	ecoj:P423_15485
ko:K01628	ecoj:P423_24385
ko:K07357	ecoj:P423_24515
ko:K07275	ecoj:P423_07440
ko:K07126	ecoj:P423_03160
ko:K03290	ecoj:P423_16495
ko:K11606	ecoj:P423_07880
ko:K05876	ecoj:P423_07995
ko:K01085	ecoj:P423_26040
ko:K12957	ecoj:P423_26090
ko:K12957	ecoj:P423_26095
ko:K11904	ecoj:P423_15465
ko:K18471	ecoj:P423_09425
ko:K18478	ecoj:P423_21505
ko:K01671	ecoj:P423_21515
ko:K18446	ecoj:P423_17265
ko:K18475	ecoj:P423_01285
ko:K11904	ecoj:P423_15430
ko:K11904	ecoj:P423_15445
ko:K00681	ecoj:P423_19175
ko:K00335	ecoj:P423_12755
ko:K18698	ecoj:P423_25770
ko:K18691	ecoj:P423_13990
ko:K18767	ecoj:P423_07345
ko:K18640	ecoj:P423_04620
ko:K18697	ecoj:P423_14000
ko:K18702	ecoj:P423_13185
ko:K18765	ecoj:P423_18185
ko:K18928	ecoj:P423_01650
ko:K18850	ecoj:P423_06055
ko:K18842	ecoj:P423_25730
ko:K18837	ecoj:P423_11410
