ko:K04750	spq:SPAB_05287
ko:K03765	spq:SPAB_00372
ko:K05916	spq:SPAB_00373
ko:K05820	spq:SPAB_00376
ko:K00385	spq:SPAB_00381
ko:K07306	spq:SPAB_00408
ko:K04031	spq:SPAB_00482
ko:K04027	spq:SPAB_00487
ko:K04021	spq:SPAB_00490
ko:K04025	spq:SPAB_00498
ko:K04033	spq:SPAB_00499
ko:K07320	spq:SPAB_00584
ko:K03749	spq:SPAB_00606
ko:K07095	spq:SPAB_00626
ko:K00784	spq:SPAB_00668
ko:K02348	spq:SPAB_00669
ko:K05594	spq:SPAB_00670
ko:K03291	spq:SPAB_00800
ko:K07783	spq:SPAB_00813
ko:K01752	spq:SPAB_00816
ko:K03593	spq:SPAB_00867
ko:K04046	spq:SPAB_00901
ko:K01991	spq:SPAB_00912
ko:K03818	spq:SPAB_00920
ko:K01711	spq:SPAB_00921
ko:K02377	spq:SPAB_00922
ko:K03207	spq:SPAB_00923
ko:K03208	spq:SPAB_00924
ko:K03606	spq:SPAB_00927
ko:K11811	spq:SPAB_05410
ko:K06890	spq:SPAB_04804
ko:K06871	spq:SPAB_04922
ko:K06889	spq:SPAB_05514
ko:K07391	spq:SPAB_04844
ko:K07790	spq:SPAB_01333
ko:K11755	spq:SPAB_00955
ko:K12974	spq:SPAB_00561
ko:K12975	spq:SPAB_04518
ko:K12945	spq:SPAB_00475
ko:K08195	spq:SPAB_00837
ko:K11932	spq:SPAB_02948
ko:K03535	spq:SPAB_04595
ko:K01684	spq:SPAB_04765
ko:K06915	spq:SPAB_05405
ko:K01201	spq:SPAB_05573
ko:K07347	spq:SPAB_05771
ko:K12962	spq:SPAB_00679
ko:K12963	spq:SPAB_00678
ko:K12981	spq:SPAB_04612
ko:K01779	spq:SPAB_05674
ko:K01460	spq:SPAB_03921
ko:K00906	spq:SPAB_05179
ko:K01534	spq:SPAB_04441
ko:K03278	spq:SPAB_04615
ko:K12370	spq:SPAB_04509
ko:K05875	spq:SPAB_04012
ko:K13301	spq:SPAB_00169
ko:K12979	spq:SPAB_05285
ko:K13005	spq:SPAB_00943
ko:K13288	spq:SPAB_05483
ko:K11929	spq:SPAB_03281
ko:K11753	spq:SPAB_00055
ko:K11735	spq:SPAB_03469
ko:K11745	spq:SPAB_00110
ko:K03290	spq:SPAB_04162
ko:K07479	spq:SPAB_04244
ko:K06155	spq:SPAB_04371
ko:K02444	spq:SPAB_04377
ko:K02441	spq:SPAB_04379
ko:K00005	spq:SPAB_04384
ko:K06145	spq:SPAB_04399
ko:K08993	spq:SPAB_04438
ko:K03406	spq:SPAB_04442
ko:K06133	spq:SPAB_04449
ko:K03305	spq:SPAB_04460
ko:K03216	spq:SPAB_04591
ko:K06145	spq:SPAB_04593
ko:K02843	spq:SPAB_04608
ko:K02841	spq:SPAB_04609
ko:K03630	spq:SPAB_04629
ko:K03312	spq:SPAB_04646
ko:K01811	spq:SPAB_04651
ko:K07784	spq:SPAB_04708
ko:K07783	spq:SPAB_04709
ko:K00389	spq:SPAB_04733
ko:K02200	spq:SPAB_04748
ko:K02199	spq:SPAB_04749
ko:K02198	spq:SPAB_04750
ko:K02197	spq:SPAB_04751
ko:K02196	spq:SPAB_04752
ko:K02195	spq:SPAB_04753
ko:K00428	spq:SPAB_04756
ko:K08194	spq:SPAB_04764
ko:K06901	spq:SPAB_04791
ko:K06205	spq:SPAB_04819
ko:K05790	spq:SPAB_04864
ko:K03293	spq:SPAB_04875
ko:K05835	spq:SPAB_04912
ko:K03576	spq:SPAB_04917
ko:K03690	spq:SPAB_04927
ko:K03752	spq:SPAB_04953
ko:K08318	spq:SPAB_04982
ko:K00127	spq:SPAB_04997
ko:K00124	spq:SPAB_04998
ko:K03534	spq:SPAB_05009
ko:K02440	spq:SPAB_05062
ko:K03591	spq:SPAB_05070
ko:K04069	spq:SPAB_05098
ko:K04761	spq:SPAB_05110
ko:K02358	spq:SPAB_05132
ko:K12297	spq:SPAB_02497
ko:K12290	spq:SPAB_04343
ko:K12288	spq:SPAB_04345
ko:K11732	spq:SPAB_02991
ko:K06078	spq:SPAB_01953
ko:K03426	spq:SPAB_05156
ko:K12455	spq:SPAB_00941
ko:K12452	spq:SPAB_00940
ko:K12410	spq:SPAB_02297
ko:K11736	spq:SPAB_03187
ko:K11737	spq:SPAB_05533
ko:K01491	spq:SPAB_03022
ko:K12372	spq:SPAB_04507
ko:K13053	spq:SPAB_02487
ko:K05368	spq:SPAB_04936
ko:K02840	spq:SPAB_04616
ko:K12525	spq:SPAB_05082
ko:K12500	spq:SPAB_03122
ko:K03292	spq:SPAB_04976
ko:K13051	spq:SPAB_02650
ko:K13085	spq:SPAB_02464
ko:K12961	spq:SPAB_04077
ko:K12944	spq:SPAB_00687
ko:K13292	spq:SPAB_03734
ko:K12992	spq:SPAB_00946
ko:K10804	spq:SPAB_03059
ko:K13014	spq:SPAB_00681
ko:K01011	spq:SPAB_00405
ko:K11939	spq:SPAB_02668
ko:K11685	spq:SPAB_03476
ko:K11930	spq:SPAB_04761
ko:K11607	spq:SPAB_03560
ko:K11605	spq:SPAB_03561
ko:K11928	spq:SPAB_02420
ko:K11925	spq:SPAB_00136
ko:K11752	spq:SPAB_03167
ko:K08154	spq:SPAB_04724
ko:K01766	spq:SPAB_03714
ko:K12151	spq:SPAB_02306
ko:K11927	spq:SPAB_02686
ko:K11754	spq:SPAB_00605
ko:K11933	spq:SPAB_02588
ko:K05396	spq:SPAB_01203
ko:K06887	spq:SPAB_05673
ko:K11717	spq:SPAB_01956
ko:K11719	spq:SPAB_04135
ko:K11934	spq:SPAB_02666
ko:K11924	spq:SPAB_02662
ko:K03524	spq:SPAB_05125
ko:K11744	spq:SPAB_01833
ko:K00024	spq:SPAB_04185
ko:K01089	spq:SPAB_00959
ko:K02302	spq:SPAB_04328
ko:K11748	spq:SPAB_04301
ko:K11751	spq:SPAB_03073
ko:K11750	spq:SPAB_03284
ko:K11940	spq:SPAB_02478
ko:K01243	spq:SPAB_00265
ko:K11749	spq:SPAB_00286
ko:K11720	spq:SPAB_05637
ko:K09921	spq:SPAB_04900
ko:K11938	spq:SPAB_03118
ko:K12291	spq:SPAB_04342
ko:K11743	spq:SPAB_01831
ko:K02237	spq:SPAB_03123
ko:K05984	spq:SPAB_02033
ko:K00602	spq:SPAB_05166
ko:K11534	spq:SPAB_02627
ko:K11534	spq:SPAB_04716
ko:K01644	spq:SPAB_02938
ko:K11606	spq:SPAB_03562
ko:K03280	spq:SPAB_04611
ko:K13890	spq:SPAB_02647
ko:K13892	spq:SPAB_02649
ko:K05685	spq:SPAB_02581
ko:K13889	spq:SPAB_02648
ko:K13741	spq:SPAB_01351
ko:K13637	spq:SPAB_05670
ko:K12943	spq:SPAB_03784
ko:K13256	spq:SPAB_05206
ko:K13038	spq:SPAB_04628
ko:K03297	spq:SPAB_01614
ko:K13255	spq:SPAB_05725
ko:K06879	spq:SPAB_03690
ko:K13285	spq:SPAB_03588
ko:K13283	spq:SPAB_05033
ko:K13284	spq:SPAB_03584
ko:K13286	spq:SPAB_03587
ko:K13378	spq:SPAB_00652
ko:K13287	spq:SPAB_03585
ko:K12972	spq:SPAB_02402
ko:K13926	spq:SPAB_04452
ko:K01699	spq:SPAB_01064
ko:K13795	spq:SPAB_02850
ko:K03288	spq:SPAB_02851
ko:K13788	spq:SPAB_00636
ko:K05939	spq:SPAB_03746
ko:K06714	spq:SPAB_00610
ko:K12368	spq:SPAB_04512
ko:K12339	spq:SPAB_00514
ko:K12371	spq:SPAB_04508
ko:K02485	spq:SPAB_01488
ko:K02040	spq:SPAB_04383
ko:K06518	spq:SPAB_05264
ko:K12686	spq:SPAB_02988
ko:K15548	spq:SPAB_04193
ko:K12573	spq:SPAB_05501
ko:K03468	spq:SPAB_04192
ko:K15830	spq:SPAB_03543
ko:K02850	spq:SPAB_04613
ko:K13629	spq:SPAB_04729
ko:K14062	spq:SPAB_01846
ko:K14059	spq:SPAB_02201
ko:K14055	spq:SPAB_01601
ko:K13888	spq:SPAB_02582
ko:K14061	spq:SPAB_01615
ko:K13919	spq:SPAB_01063
ko:K12582	spq:SPAB_04872
ko:K03272	spq:SPAB_03995
ko:K14054	spq:SPAB_01579
ko:K03292	spq:SPAB_04975
ko:K14064	spq:SPAB_01232
ko:K13922	spq:SPAB_01053
ko:K13921	spq:SPAB_01052
ko:K01782	spq:SPAB_00579
ko:K01825	spq:SPAB_04939
ko:K14058	spq:SPAB_01611
ko:K14051	spq:SPAB_01551
ko:K06211	spq:SPAB_05758
ko:K13628	spq:SPAB_00392
ko:K13953	spq:SPAB_01731
ko:K02224	spq:SPAB_01070
ko:K13794	spq:SPAB_02848
ko:K13796	spq:SPAB_02849
ko:K12507	spq:SPAB_01984
ko:K08344	spq:SPAB_02435
ko:K03490	spq:SPAB_02025
ko:K12700	spq:SPAB_00062
ko:K12524	spq:SPAB_00002
ko:K12369	spq:SPAB_04510
ko:K03791	spq:SPAB_00999
ko:K03791	spq:SPAB_02172
ko:K02477	spq:SPAB_00862
ko:K02478	spq:SPAB_00861
ko:K04072	spq:SPAB_01493
ko:K04072	spq:SPAB_02687
ko:K01250	spq:SPAB_02889
ko:K12957	spq:SPAB_05644
ko:K12973	spq:SPAB_02929
ko:K13040	spq:SPAB_01942
ko:K12660	spq:SPAB_00694
ko:K12661	spq:SPAB_00692
ko:K02847	spq:SPAB_04610
ko:K19595	spq:SPAB_03247
ko:K08177	spq:SPAB_00352
ko:K13735	spq:SPAB_00427
ko:K07497	spq:SPAB_00436
ko:K09476	spq:SPAB_02513
ko:K00121	spq:SPAB_01652
ko:K13652	spq:SPAB_03965
ko:K13631	spq:SPAB_05256
ko:K03782	spq:SPAB_05088
ko:K13638	spq:SPAB_04252
ko:K01792	spq:SPAB_02057
ko:K13641	spq:SPAB_05181
ko:K10778	spq:SPAB_00725
ko:K13643	spq:SPAB_00388
ko:K01070	spq:SPAB_00818
ko:K13634	spq:SPAB_01534
ko:K13694	spq:SPAB_00789
ko:K13821	spq:SPAB_02423
ko:K07483	spq:SPAB_03006
ko:K07724	spq:SPAB_01127
ko:K13918	spq:SPAB_03682
ko:K06919	spq:SPAB_03426
ko:K13695	spq:SPAB_01994
ko:K13894	spq:SPAB_00784
ko:K13896	spq:SPAB_00782
ko:K13497	spq:SPAB_01521
ko:K13639	spq:SPAB_05257
ko:K13891	spq:SPAB_02646
ko:K13893	spq:SPAB_00785
ko:K13620	spq:SPAB_00918
ko:K14228	spq:SPAB_04106
ko:K14237	spq:SPAB_00540
ko:K14237	spq:SPAB_00541
ko:K14237	spq:SPAB_00542
ko:K14237	spq:SPAB_02773
ko:K00799	spq:SPAB_05259
ko:K14221	spq:SPAB_03348
ko:K14221	spq:SPAB_03361
ko:K14221	spq:SPAB_04840
ko:K14232	spq:SPAB_04517
ko:K01983	spq:SPAB_03107
ko:K14219	spq:SPAB_03008
ko:K14229	spq:SPAB_00539
ko:K14229	spq:SPAB_02770
ko:K14229	spq:SPAB_02775
ko:K14229	spq:SPAB_02772
ko:K14229	spq:SPAB_02771
ko:K14228	spq:SPAB_05645
ko:K14233	spq:SPAB_03511
ko:K14228	spq:SPAB_02866
ko:K14218	spq:SPAB_00546
ko:K14218	spq:SPAB_00547
ko:K13498	spq:SPAB_01520
ko:K08281	spq:SPAB_02051
ko:K13739	spq:SPAB_03654
ko:K13740	spq:SPAB_03580
ko:K13630	spq:SPAB_01786
ko:K13632	spq:SPAB_01785
ko:K13636	spq:SPAB_04727
ko:K13684	spq:SPAB_00917
ko:K13683	spq:SPAB_00919
ko:K13654	spq:SPAB_01701
ko:K13771	spq:SPAB_05500
ko:K00941	spq:SPAB_00877
ko:K14187	spq:SPAB_03380
ko:K07250	spq:SPAB_03468
ko:K14219	spq:SPAB_02098
ko:K14219	spq:SPAB_02119
ko:K14220	spq:SPAB_01091
ko:K14220	spq:SPAB_01139
ko:K14220	spq:SPAB_01094
ko:K14220	spq:SPAB_01108
ko:K14233	spq:SPAB_01141
ko:K14236	spq:SPAB_01480
ko:K14236	spq:SPAB_01483
ko:K14236	spq:SPAB_05129
ko:K14392	spq:SPAB_04213
ko:K14233	spq:SPAB_02469
ko:K14347	spq:SPAB_00531
ko:K14260	spq:SPAB_00645
ko:K14228	spq:SPAB_04878
ko:K14228	spq:SPAB_05731
ko:K14228	spq:SPAB_05729
ko:K14228	spq:SPAB_05730
ko:K01561	spq:SPAB_03268
ko:K14232	spq:SPAB_00770
ko:K14234	spq:SPAB_04234
ko:K14234	spq:SPAB_05131
ko:K14224	spq:SPAB_00317
ko:K14224	spq:SPAB_05171
ko:K14224	spq:SPAB_04237
ko:K14228	spq:SPAB_01214
ko:K14233	spq:SPAB_02403
ko:K14233	spq:SPAB_02574
ko:K14218	spq:SPAB_03365
ko:K14218	spq:SPAB_04836
ko:K14218	spq:SPAB_04947
ko:K14218	spq:SPAB_05120
ko:K14348	spq:SPAB_04589
ko:K14230	spq:SPAB_02864
ko:K14230	spq:SPAB_02870
ko:K14219	spq:SPAB_04876
ko:K14393	spq:SPAB_05267
ko:K14225	spq:SPAB_05130
ko:K14223	spq:SPAB_02867
ko:K14223	spq:SPAB_02868
ko:K14287	spq:SPAB_02959
ko:K15034	spq:SPAB_00306
ko:K04085	spq:SPAB_04443
ko:K01990	spq:SPAB_02698
ko:K01985	spq:SPAB_04235
ko:K01985	spq:SPAB_05173
ko:K01985	spq:SPAB_04950
ko:K01985	spq:SPAB_03362
ko:K01985	spq:SPAB_00319
ko:K01985	spq:SPAB_04839
ko:K01985	spq:SPAB_04233
ko:K01985	spq:SPAB_05123
ko:K14235	spq:SPAB_04841
ko:K14234	spq:SPAB_05128
ko:K14231	spq:SPAB_03886
ko:K14231	spq:SPAB_05450
ko:K14234	spq:SPAB_03277
ko:K07308	spq:SPAB_05311
ko:K14225	spq:SPAB_03783
ko:K15396	spq:SPAB_00387
ko:K14441	spq:SPAB_02645
ko:K14227	spq:SPAB_03366
ko:K14227	spq:SPAB_04835
ko:K14227	spq:SPAB_05119
ko:K14227	spq:SPAB_04946
ko:K14225	spq:SPAB_01212
ko:K14225	spq:SPAB_05487
ko:K14225	spq:SPAB_05486
ko:K14225	spq:SPAB_05485
ko:K01524	spq:SPAB_00442
ko:K01173	spq:SPAB_02010
ko:K07733	spq:SPAB_03421
ko:K18141	spq:SPAB_04227
ko:K14226	spq:SPAB_04877
ko:K14155	spq:SPAB_01855
ko:K14223	spq:SPAB_02871
ko:K14223	spq:SPAB_02873
ko:K01978	spq:SPAB_04052
ko:K14237	spq:SPAB_01900
ko:K14237	spq:SPAB_01901
ko:K14230	spq:SPAB_04009
ko:K14219	spq:SPAB_00571
ko:K14222	spq:SPAB_01213
ko:K14170	spq:SPAB_03378
ko:K01980	spq:SPAB_04949
ko:K01980	spq:SPAB_04838
ko:K01980	spq:SPAB_03363
ko:K01980	spq:SPAB_05172
ko:K01980	spq:SPAB_00318
ko:K01980	spq:SPAB_04236
ko:K01980	spq:SPAB_05122
ko:K14261	spq:SPAB_00559
ko:K14230	spq:SPAB_03720
ko:K14230	spq:SPAB_03721
ko:K14230	spq:SPAB_04101
ko:K14232	spq:SPAB_04879
ko:K14219	spq:SPAB_03507
ko:K14219	spq:SPAB_03510
ko:K14219	spq:SPAB_03508
ko:K14219	spq:SPAB_03509
ko:K14155	spq:SPAB_01742
ko:K14979	spq:SPAB_01935
ko:K14978	spq:SPAB_01934
ko:K14588	spq:SPAB_00207
ko:K14977	spq:SPAB_03038
ko:K14682	spq:SPAB_03723
ko:K01671	spq:SPAB_04981
ko:K14762	spq:SPAB_04583
ko:K01146	spq:SPAB_03696
ko:K16013	spq:SPAB_02565
ko:K14591	spq:SPAB_03200
ko:K15351	spq:SPAB_01920
ko:K15352	spq:SPAB_03449
ko:K14761	spq:SPAB_03023
ko:K14587	spq:SPAB_01663
ko:K14742	spq:SPAB_01394
ko:K16012	spq:SPAB_02566
ko:K12543	spq:SPAB_03408
ko:K15257	spq:SPAB_01257
ko:K15256	spq:SPAB_01258
ko:K15582	spq:SPAB_01499
ko:K15353	spq:SPAB_00755
ko:K15346	spq:SPAB_01924
ko:K15347	spq:SPAB_02292
ko:K15349	spq:SPAB_01645
ko:K15350	spq:SPAB_01921
ko:K15368	spq:SPAB_01926
ko:K15344	spq:SPAB_01927
ko:K15345	spq:SPAB_01925
ko:K12055	spq:SPAB_05335
ko:K15580	spq:SPAB_01497
ko:K15580	spq:SPAB_01580
ko:K15545	spq:SPAB_01823
ko:K15461	spq:SPAB_00591
ko:K15738	spq:SPAB_02496
ko:K15540	spq:SPAB_00231
ko:K15539	spq:SPAB_00416
ko:K01082	spq:SPAB_05543
ko:K15532	spq:SPAB_01249
ko:K02428	spq:SPAB_03868
ko:K03929	spq:SPAB_01656
ko:K15633	spq:SPAB_04601
ko:K15735	spq:SPAB_03470
ko:K15736	spq:SPAB_03466
ko:K15737	spq:SPAB_03465
ko:K04765	spq:SPAB_03667
ko:K15722	spq:SPAB_02021
ko:K15367	spq:SPAB_01928
ko:K15723	spq:SPAB_03689
ko:K15833	spq:SPAB_03548
ko:K15827	spq:SPAB_03546
ko:K15828	spq:SPAB_03545
ko:K15583	spq:SPAB_01500
ko:K16347	spq:SPAB_05466
ko:K15836	spq:SPAB_03556
ko:K15536	spq:SPAB_05588
ko:K15724	spq:SPAB_00262
ko:K15832	spq:SPAB_03541
ko:K15834	spq:SPAB_03540
ko:K01713	spq:SPAB_02141
ko:K15831	spq:SPAB_03542
ko:K15268	spq:SPAB_01787
ko:K15829	spq:SPAB_03544
ko:K10109	spq:SPAB_05208
ko:K15460	spq:SPAB_00334
ko:K04093	spq:SPAB_02089
ko:K18138	spq:SPAB_03099
ko:K01091	spq:SPAB_03413
ko:K03712	spq:SPAB_01784
ko:K12542	spq:SPAB_03410
ko:K12541	spq:SPAB_03409
ko:K10716	spq:SPAB_01502
ko:K15984	spq:SPAB_04461
ko:K15974	spq:SPAB_03495
ko:K15977	spq:SPAB_04035
ko:K18968	spq:SPAB_03205
ko:K15922	spq:SPAB_04977
ko:K16092	spq:SPAB_05115
ko:K16088	spq:SPAB_02318
ko:K16089	spq:SPAB_00812
ko:K16345	spq:SPAB_04648
ko:K19611	spq:SPAB_03448
ko:K16137	spq:SPAB_01884
ko:K07347	spq:SPAB_00230
ko:K02194	spq:SPAB_04754
ko:K07307	spq:SPAB_02556
ko:K01713	spq:SPAB_02206
ko:K10716	spq:SPAB_05506
ko:K16052	spq:SPAB_01599
ko:K12516	spq:SPAB_04329
ko:K02495	spq:SPAB_04966
ko:K19221	spq:SPAB_01526
ko:K16053	spq:SPAB_02990
ko:K07347	spq:SPAB_00871
ko:K16076	spq:SPAB_01723
ko:K10013	spq:SPAB_00617
ko:K16066	spq:SPAB_01798
ko:K16074	spq:SPAB_01608
ko:K01801	spq:SPAB_00840
ko:K00254	spq:SPAB_02501
ko:K01977	spq:SPAB_03367
ko:K01977	spq:SPAB_04945
ko:K01977	spq:SPAB_04834
ko:K01977	spq:SPAB_05118
ko:K01977	spq:SPAB_05170
ko:K01977	spq:SPAB_00316
ko:K11645	spq:SPAB_00882
ko:K16370	spq:SPAB_02014
ko:K03299	spq:SPAB_00456
ko:K16322	spq:SPAB_04456
ko:K16371	spq:SPAB_04067
ko:K16291	spq:SPAB_01090
ko:K16165	spq:SPAB_00839
ko:K01223	spq:SPAB_04693
ko:K11734	spq:SPAB_00186
ko:K04015	spq:SPAB_05275
ko:K04014	spq:SPAB_05274
ko:K16263	spq:SPAB_05457
ko:K16264	spq:SPAB_02766
ko:K16693	spq:SPAB_04871
ko:K16703	spq:SPAB_00930
ko:K16704	spq:SPAB_04869
ko:K16711	spq:SPAB_00931
ko:K16692	spq:SPAB_00914
ko:K16710	spq:SPAB_00929
ko:K16695	spq:SPAB_00928
ko:K19230	spq:SPAB_01562
ko:K16651	spq:SPAB_01046
ko:K18828	spq:SPAB_03778
ko:K18816	spq:SPAB_01661
ko:K07012	spq:SPAB_03652
ko:K16950	spq:SPAB_00383
ko:K16951	spq:SPAB_00382
ko:K16850	spq:SPAB_02900
ko:K16787	spq:SPAB_03834
ko:K16786	spq:SPAB_03833
ko:K16785	spq:SPAB_03832
ko:K18838	spq:SPAB_03341
ko:K16923	spq:SPAB_03831
ko:K16849	spq:SPAB_02901
ko:K16370	spq:SPAB_04064
ko:K16868	spq:SPAB_01673
ko:K18292	spq:SPAB_03890
ko:K17467	spq:SPAB_04685
ko:K00371	spq:SPAB_01714
ko:K00374	spq:SPAB_01712
ko:K00373	spq:SPAB_01713
ko:K02503	spq:SPAB_02317
ko:K17247	spq:SPAB_04207
ko:K19697	spq:SPAB_01047
ko:K13923	spq:SPAB_01057
ko:K00370	spq:SPAB_01716
ko:K07307	spq:SPAB_00409
ko:K12678	spq:SPAB_04665
ko:K18139	spq:SPAB_03249
ko:K15841	spq:SPAB_00363
ko:K17713	spq:SPAB_00421
ko:K17468	spq:SPAB_04684
ko:K17463	spq:SPAB_04683
ko:K17465	spq:SPAB_04687
ko:K17464	spq:SPAB_04688
ko:K17466	spq:SPAB_04686
ko:K07644	spq:SPAB_02999
ko:K01990	spq:SPAB_00211
ko:K17473	spq:SPAB_04690
ko:K01992	spq:SPAB_00212
ko:K05601	spq:SPAB_02587
ko:K17686	spq:SPAB_03068
ko:K19789	spq:SPAB_00777
ko:K17837	spq:SPAB_04637
ko:K17722	spq:SPAB_00830
ko:K17723	spq:SPAB_00829
ko:K17758	spq:SPAB_05488
ko:K17759	spq:SPAB_05488
ko:K18140	spq:SPAB_04223
ko:K03585	spq:SPAB_03098
ko:K18015	spq:SPAB_00696
ko:K02193	spq:SPAB_04755
ko:K07491	spq:SPAB_02136
ko:K07491	spq:SPAB_02310
ko:K07491	spq:SPAB_02827
ko:K07491	spq:SPAB_02926
ko:K07491	spq:SPAB_04104
ko:K07491	spq:SPAB_04740
ko:K07491	spq:SPAB_05439
ko:K03292	spq:SPAB_05038
ko:K17938	spq:SPAB_03217
ko:K18325	spq:SPAB_02983
ko:K07483	spq:SPAB_03610
ko:K18895	spq:SPAB_03445
ko:K18148	spq:SPAB_03288
ko:K00001	spq:SPAB_05010
ko:K18142	spq:SPAB_04228
ko:K17948	spq:SPAB_02408
ko:K21469	spq:SPAB_00474
ko:K01713	spq:SPAB_01306
ko:K16136	spq:SPAB_01854
ko:K03605	spq:SPAB_03928
ko:K18290	spq:SPAB_03889
ko:K18288	spq:SPAB_03888
ko:K08156	spq:SPAB_03196
ko:K21430	spq:SPAB_02630
ko:K19597	spq:SPAB_03245
ko:K18324	spq:SPAB_00469
ko:K18326	spq:SPAB_00895
ko:K01934	spq:SPAB_03815
ko:K18479	spq:SPAB_04980
ko:K18478	spq:SPAB_04984
ko:K18446	spq:SPAB_03997
ko:K18475	spq:SPAB_01197
ko:K18507	spq:SPAB_04404
ko:K18522	spq:SPAB_03747
ko:K18521	spq:SPAB_03712
ko:K18518	spq:SPAB_01968
ko:K18504	spq:SPAB_04146
ko:K18505	spq:SPAB_04881
ko:K18511	spq:SPAB_03502
ko:K18512	spq:SPAB_01616
ko:K18508	spq:SPAB_02620
ko:K18513	spq:SPAB_00721
ko:K18523	spq:SPAB_03748
ko:K18506	spq:SPAB_00138
ko:K18520	spq:SPAB_00888
ko:K18502	spq:SPAB_01163
ko:K18503	spq:SPAB_03071
ko:K18509	spq:SPAB_01635
ko:K18515	spq:SPAB_03688
ko:K18516	spq:SPAB_04963
ko:K18528	spq:SPAB_05109
ko:K18527	spq:SPAB_04961
ko:K18691	spq:SPAB_00359
ko:K18697	spq:SPAB_00357
ko:K03791	spq:SPAB_01313
ko:K18765	spq:SPAB_04204
ko:K08138	spq:SPAB_05562
ko:K18850	spq:SPAB_02285
ko:K18837	spq:SPAB_03343
ko:K18889	spq:SPAB_03115
ko:K18862	spq:SPAB_03172
ko:K18862	spq:SPAB_04503
ko:K03630	spq:SPAB_03337
ko:K18864	spq:SPAB_00900
ko:K18868	spq:SPAB_03994
ko:K21645	spq:SPAB_05676
ko:K11741	spq:SPAB_05469
ko:K20861	spq:SPAB_02624
ko:K18829	spq:SPAB_03779
ko:K20866	spq:SPAB_04986
ko:K20881	spq:SPAB_04350
ko:K20862	spq:SPAB_04902
ko:K07319	spq:SPAB_04220
ko:K18800	spq:SPAB_03809
ko:K18778	spq:SPAB_00174
ko:K18831	spq:SPAB_04990
ko:K18657	spq:SPAB_02499
ko:K18890	spq:SPAB_03114
ko:K18838	spq:SPAB_03340
ko:K07448	spq:SPAB_05696
ko:K18918	spq:SPAB_05599
ko:K03976	spq:SPAB_03072
ko:K19055	spq:SPAB_02067
ko:K03526	spq:SPAB_00417
ko:K18984	spq:SPAB_01930
ko:K18979	spq:SPAB_05489
ko:K18988	spq:SPAB_03219
ko:K18997	spq:SPAB_02439
ko:K19048	spq:SPAB_05692
ko:K19000	spq:SPAB_00303
ko:K19227	spq:SPAB_01565
ko:K19229	spq:SPAB_01563
ko:K19222	spq:SPAB_01964
ko:K19165	spq:SPAB_04421
ko:K19166	spq:SPAB_04991
ko:K19226	spq:SPAB_01566
ko:K19236	spq:SPAB_02305
ko:K07448	spq:SPAB_05373
ko:K19163	spq:SPAB_05650
ko:K19238	spq:SPAB_00677
ko:K19148	spq:SPAB_04721
ko:K22044	spq:SPAB_02675
ko:K19228	spq:SPAB_01564
ko:K19234	spq:SPAB_01954
ko:K19235	spq:SPAB_02660
ko:K19162	spq:SPAB_03100
ko:K19168	spq:SPAB_03793
ko:K19164	spq:SPAB_05649
ko:K19270	spq:SPAB_00642
ko:K19265	spq:SPAB_00553
ko:K01992	spq:SPAB_02699
ko:K01992	spq:SPAB_02700
ko:K01992	spq:SPAB_04451
ko:K01066	spq:SPAB_04992
ko:K03722	spq:SPAB_01393
ko:K19416	spq:SPAB_02471
ko:K19335	spq:SPAB_01587
ko:K19353	spq:SPAB_05102
ko:K19267	spq:SPAB_05539
ko:K19337	spq:SPAB_01279
ko:K19304	spq:SPAB_01276
ko:K19505	spq:SPAB_05706
ko:K19334	spq:SPAB_05624
ko:K19302	spq:SPAB_02626
ko:K19270	spq:SPAB_02018
ko:K19354	spq:SPAB_04604
ko:K19336	spq:SPAB_01586
ko:K19333	spq:SPAB_01369
ko:K21637	spq:SPAB_03904
ko:K19303	spq:SPAB_01890
ko:K19510	spq:SPAB_05712
ko:K19507	spq:SPAB_05708
ko:K19611	spq:SPAB_02979
ko:K11209	spq:SPAB_00624
ko:K19506	spq:SPAB_05707
ko:K19508	spq:SPAB_05709
ko:K19509	spq:SPAB_05710
ko:K02257	spq:SPAB_03142
ko:K19592	spq:SPAB_03244
ko:K19594	spq:SPAB_03248
ko:K19709	spq:SPAB_01976
ko:K19688	spq:SPAB_02643
ko:K19745	spq:SPAB_04205
ko:K19778	spq:SPAB_01737
ko:K19776	spq:SPAB_04768
ko:K01785	spq:SPAB_04979
ko:K00799	spq:SPAB_02629
ko:K06131	spq:SPAB_02704
ko:K00799	spq:SPAB_00625
ko:K06132	spq:SPAB_02384
ko:K15777	spq:SPAB_03981
ko:K19784	spq:SPAB_04789
ko:K19802	spq:SPAB_01578
ko:K19803	spq:SPAB_00791
ko:K19804	spq:SPAB_01543
ko:K19810	spq:SPAB_05464
ko:K07497	spq:SPAB_01196
ko:K07126	spq:SPAB_03143
ko:K07126	spq:SPAB_03144
ko:K01551	spq:SPAB_05413
ko:K07497	spq:SPAB_01619
ko:K07497	spq:SPAB_03275
ko:K07792	spq:SPAB_04468
ko:K21636	spq:SPAB_05603
ko:K20023	spq:SPAB_04594
ko:K15035	spq:SPAB_03411
ko:K20265	spq:SPAB_00612
ko:K20276	spq:SPAB_03407
ko:K19591	spq:SPAB_03067
ko:K01612	spq:SPAB_03634
