ko:K00086	kpt:VK055_3979
ko:K01092	kpt:VK055_3016
ko:K07277	kpt:VK055_3017
ko:K18325	kpt:VK055_3021
ko:K03701	kpt:VK055_3026
ko:K03788	kpt:VK055_3029
ko:K00832	kpt:VK055_3030
ko:K01775	kpt:VK055_3031
ko:K05539	kpt:VK055_3035
ko:K09823	kpt:VK055_3038
ko:K03327	kpt:VK055_3041
ko:K08194	kpt:VK055_0332
ko:K00014	kpt:VK055_0333
ko:K02020	kpt:VK055_0335
ko:K02013	kpt:VK055_0334
ko:K02015	kpt:VK055_0336
ko:K02016	kpt:VK055_0337
ko:K05818	kpt:VK055_0338
ko:K05712	kpt:VK055_0339
ko:K05713	kpt:VK055_0340
ko:K02554	kpt:VK055_0342
ko:K04073	kpt:VK055_0343
ko:K01666	kpt:VK055_0344
ko:K05819	kpt:VK055_0345
ko:K05810	kpt:VK055_0346
ko:K04091	kpt:VK055_0350
ko:K15553	kpt:VK055_0352
ko:K02051	kpt:VK055_0353
ko:K02050	kpt:VK055_0354
ko:K02049	kpt:VK055_0355
ko:K02014	kpt:VK055_0356
ko:K02013	kpt:VK055_0358
ko:K02015	kpt:VK055_0359
ko:K02015	kpt:VK055_0360
ko:K02016	kpt:VK055_0361
ko:K02030	kpt:VK055_0363
ko:K02029	kpt:VK055_0364
ko:K02028	kpt:VK055_0365
ko:K13574	kpt:VK055_0373
ko:K02012	kpt:VK055_0375
ko:K02011	kpt:VK055_0376
ko:K02010	kpt:VK055_0377
ko:K04062	kpt:VK055_1172
ko:K03113	kpt:VK055_1173
ko:K01591	kpt:VK055_1174
ko:K08992	kpt:VK055_1176
ko:K01497	kpt:VK055_1178
ko:K01681	kpt:VK055_1179
ko:K13634	kpt:VK055_1181
ko:K02952	kpt:VK055_3776
ko:K02986	kpt:VK055_3777
ko:K03040	kpt:VK055_3778
ko:K02879	kpt:VK055_3779
ko:K03282	kpt:VK055_3782
ko:K03499	kpt:VK055_3783
ko:K03500	kpt:VK055_3784
ko:K00604	kpt:VK055_3785
ko:K01462	kpt:VK055_3786
ko:K04096	kpt:VK055_3787
ko:K03747	kpt:VK055_3788
ko:K07479	kpt:VK055_3789
ko:K07566	kpt:VK055_3790
ko:K00014	kpt:VK055_3791
ko:K03168	kpt:VK055_1182
ko:K04774	kpt:VK055_1184
ko:K06178	kpt:VK055_1188
ko:K03566	kpt:VK055_1189
ko:K07053	kpt:VK055_1192
ko:K01657	kpt:VK055_1193
ko:K13497	kpt:VK055_1194
ko:K13498	kpt:VK055_1195
ko:K01696	kpt:VK055_1196
ko:K01695	kpt:VK055_1197
ko:K07246	kpt:VK055_1199
ko:K13021	kpt:VK055_1200
ko:K16090	kpt:VK055_1207
ko:K07275	kpt:VK055_1209
ko:K06940	kpt:VK055_1210
ko:K06190	kpt:VK055_1212
ko:K10806	kpt:VK055_1214
ko:K00065	kpt:VK055_1217
ko:K07038	kpt:VK055_1218
ko:K06956	kpt:VK055_1219
ko:K15722	kpt:VK055_1220
ko:K03781	kpt:VK055_1221
ko:K11732	kpt:VK055_2002
ko:K02014	kpt:VK055_2003
ko:K09471	kpt:VK055_2006
ko:K06995	kpt:VK055_2007
ko:K06871	kpt:VK055_2015
ko:K01130	kpt:VK055_2016
ko:K10013	kpt:VK055_2020
ko:K02016	kpt:VK055_2026
ko:K02015	kpt:VK055_2027
ko:K02013	kpt:VK055_2028
ko:K00847	kpt:VK055_2033
ko:K16077	kpt:VK055_2034
ko:K02809	kpt:VK055_2035
ko:K02810	kpt:VK055_2035
ko:K01193	kpt:VK055_2036
ko:K03484	kpt:VK055_2037
ko:K17215	kpt:VK055_2041
ko:K17213	kpt:VK055_2042
ko:K02529	kpt:VK055_2043
ko:K00010	kpt:VK055_2044
ko:K03335	kpt:VK055_2047
ko:K04567	kpt:VK055_2049
ko:K03305	kpt:VK055_2050
ko:K01356	kpt:VK055_3042
ko:K00901	kpt:VK055_3043
ko:K00631	kpt:VK055_3044
ko:K03179	kpt:VK055_3045
ko:K03181	kpt:VK055_3046
ko:K05775	kpt:VK055_3047
ko:K02024	kpt:VK055_3048
ko:K10111	kpt:VK055_3049
ko:K10108	kpt:VK055_3051
ko:K10109	kpt:VK055_3052
ko:K10110	kpt:VK055_3053
ko:K13256	kpt:VK055_3054
ko:K09022	kpt:VK055_3058
ko:K01810	kpt:VK055_3061
ko:K00928	kpt:VK055_3062
ko:K03453	kpt:VK055_3063
ko:K06182	kpt:VK055_3064
ko:K00068	kpt:VK055_3067
ko:K02812	kpt:VK055_3068
ko:K02813	kpt:VK055_3069
ko:K02814	kpt:VK055_3070
ko:K02815	kpt:VK055_3071
ko:K00014	kpt:VK055_3073
ko:K03324	kpt:VK055_3074
ko:K00548	kpt:VK055_3075
ko:K13641	kpt:VK055_3076
ko:K00906	kpt:VK055_3077
ko:K01637	kpt:VK055_3078
ko:K01638	kpt:VK055_3079
ko:K00651	kpt:VK055_3080
ko:K03827	kpt:VK055_3081
ko:K00602	kpt:VK055_3086
ko:K01945	kpt:VK055_3088
ko:K07709	kpt:VK055_3089
ko:K07803	kpt:VK055_3090
ko:K05787	kpt:VK055_3092
ko:K09891	kpt:VK055_3093
ko:K05982	kpt:VK055_3094
ko:K01599	kpt:VK055_3095
ko:K15342	kpt:VK055_0385
ko:K06152	kpt:VK055_0390
ko:K06151	kpt:VK055_0391
ko:K02193	kpt:VK055_0393
ko:K02194	kpt:VK055_0394
ko:K02195	kpt:VK055_0395
ko:K02196	kpt:VK055_0396
ko:K02197	kpt:VK055_0397
ko:K02198	kpt:VK055_0398
ko:K02199	kpt:VK055_0399
ko:K02200	kpt:VK055_0400
ko:K03366	kpt:VK055_0406
ko:K01652	kpt:VK055_0407
ko:K01575	kpt:VK055_0408
ko:K00019	kpt:VK055_0410
ko:K00074	kpt:VK055_0412
ko:K00626	kpt:VK055_0413
ko:K01029	kpt:VK055_0414
ko:K01028	kpt:VK055_0415
ko:K17737	kpt:VK055_0416
ko:K02050	kpt:VK055_0422
ko:K02049	kpt:VK055_0423
ko:K02051	kpt:VK055_0424
ko:K01470	kpt:VK055_0425
ko:K01485	kpt:VK055_0427
ko:K02051	kpt:VK055_0431
ko:K03787	kpt:VK055_0434
ko:K03478	kpt:VK055_1222
ko:K01222	kpt:VK055_1223
ko:K03490	kpt:VK055_1224
ko:K02759	kpt:VK055_1225
ko:K02761	kpt:VK055_1226
ko:K02760	kpt:VK055_1228
ko:K04064	kpt:VK055_1229
ko:K01916	kpt:VK055_1230
ko:K05984	kpt:VK055_1231
ko:K05526	kpt:VK055_1233
ko:K01484	kpt:VK055_1234
ko:K06447	kpt:VK055_1235
ko:K00673	kpt:VK055_1236
ko:K00840	kpt:VK055_1237
ko:K01142	kpt:VK055_1238
ko:K05777	kpt:VK055_1242
ko:K05778	kpt:VK055_1243
ko:K05779	kpt:VK055_1244
ko:K08320	kpt:VK055_1247
ko:K00262	kpt:VK055_1249
ko:K01008	kpt:VK055_1252
ko:K09474	kpt:VK055_1253
ko:K04773	kpt:VK055_1255
ko:K01424	kpt:VK055_1256
ko:K08281	kpt:VK055_1257
ko:K08281	kpt:VK055_1258
ko:K01183	kpt:VK055_1259
ko:K09916	kpt:VK055_1261
ko:K07305	kpt:VK055_1262
ko:K00134	kpt:VK055_1263
ko:K01792	kpt:VK055_1264
ko:K07180	kpt:VK055_1267
ko:K09786	kpt:VK055_1268
ko:K00432	kpt:VK055_1270
ko:K03757	kpt:VK055_2052
ko:K03765	kpt:VK055_2053
ko:K02517	kpt:VK055_2055
ko:K01647	kpt:VK055_2057
ko:K07127	kpt:VK055_2060
ko:K01491	kpt:VK055_2063
ko:K14761	kpt:VK055_2064
ko:K01883	kpt:VK055_2065
ko:K03768	kpt:VK055_2066
ko:K03269	kpt:VK055_2067
ko:K01588	kpt:VK055_2069
ko:K01589	kpt:VK055_2070
ko:K06917	kpt:VK055_2071
ko:K02004	kpt:VK055_2073
ko:K02003	kpt:VK055_2075
ko:K10804	kpt:VK055_2076
ko:K05838	kpt:VK055_2078
ko:K02069	kpt:VK055_2079
ko:K02068	kpt:VK055_2080
ko:K07340	kpt:VK055_2083
ko:K17686	kpt:VK055_2084
ko:K09973	kpt:VK055_2085
ko:K11751	kpt:VK055_2087
ko:K08223	kpt:VK055_2088
ko:K03455	kpt:VK055_2090
ko:K00892	kpt:VK055_2091
ko:K01772	kpt:VK055_2092
ko:K00939	kpt:VK055_2093
ko:K04079	kpt:VK055_2094
ko:K06187	kpt:VK055_2095
ko:K09747	kpt:VK055_2096
ko:K02343	kpt:VK055_2097
ko:K00759	kpt:VK055_2098
ko:K09790	kpt:VK055_2099
ko:K04067	kpt:VK055_2100
ko:K05802	kpt:VK055_2103
ko:K03577	kpt:VK055_2104
ko:K03426	kpt:VK055_3096
ko:K07740	kpt:VK055_3097
ko:K03147	kpt:VK055_3098
ko:K00788	kpt:VK055_3099
ko:K03148	kpt:VK055_3100
ko:K03154	kpt:VK055_3101
ko:K03149	kpt:VK055_3102
ko:K03150	kpt:VK055_3103
ko:K02760	kpt:VK055_3106
ko:K02759	kpt:VK055_3107
ko:K07792	kpt:VK055_3108
ko:K03046	kpt:VK055_3109
ko:K03043	kpt:VK055_3110
ko:K02935	kpt:VK055_3111
ko:K02864	kpt:VK055_3112
ko:K02863	kpt:VK055_3113
ko:K02867	kpt:VK055_3114
ko:K02601	kpt:VK055_3115
ko:K03073	kpt:VK055_3116
ko:K02358	kpt:VK055_3117
ko:K00867	kpt:VK055_3122
ko:K03524	kpt:VK055_3123
ko:K00075	kpt:VK055_3124
ko:K00230	kpt:VK055_3131
ko:K03498	kpt:VK055_3132
ko:K01825	kpt:VK055_3135
ko:K05368	kpt:VK055_3137
ko:K03182	kpt:VK055_3138
ko:K03424	kpt:VK055_3140
ko:K03118	kpt:VK055_3142
ko:K03117	kpt:VK055_3143
ko:K03116	kpt:VK055_3144
ko:K03688	kpt:VK055_3145
ko:K03690	kpt:VK055_3146
ko:K03183	kpt:VK055_3147
ko:K01805	kpt:VK055_0444
ko:K00852	kpt:VK055_0446
ko:K02034	kpt:VK055_0454
ko:K02033	kpt:VK055_0455
ko:K02035	kpt:VK055_0456
ko:K01759	kpt:VK055_0458
ko:K01673	kpt:VK055_0461
ko:K06966	kpt:VK055_0474
ko:K03327	kpt:VK055_0476
ko:K00793	kpt:VK055_0477
ko:K00574	kpt:VK055_0478
ko:K03604	kpt:VK055_0480
ko:K04564	kpt:VK055_0482
ko:K13631	kpt:VK055_0484
ko:K07390	kpt:VK055_0485
ko:K03683	kpt:VK055_0486
ko:K03449	kpt:VK055_1285
ko:K09712	kpt:VK055_1288
ko:K13069	kpt:VK055_1290
ko:K11250	kpt:VK055_1294
ko:K12974	kpt:VK055_1295
ko:K01424	kpt:VK055_1297
ko:K03182	kpt:VK055_1301
ko:K00426	kpt:VK055_1307
ko:K00425	kpt:VK055_1308
ko:K07217	kpt:VK055_1309
ko:K00031	kpt:VK055_1318
ko:K06181	kpt:VK055_1319
ko:K12152	kpt:VK055_1320
ko:K00566	kpt:VK055_1321
ko:K07153	kpt:VK055_1322
ko:K01756	kpt:VK055_1323
ko:K03585	kpt:VK055_2105
ko:K18138	kpt:VK055_2106
ko:K00661	kpt:VK055_2110
ko:K00375	kpt:VK055_2111
ko:K02919	kpt:VK055_2113
ko:K02909	kpt:VK055_2115
ko:K02024	kpt:VK055_2117
ko:K02778	kpt:VK055_2118
ko:K12308	kpt:VK055_2119
ko:K01224	kpt:VK055_2120
ko:K15772	kpt:VK055_2121
ko:K15771	kpt:VK055_2122
ko:K15770	kpt:VK055_2123
ko:K10111	kpt:VK055_2125
ko:K07443	kpt:VK055_2135
ko:K09914	kpt:VK055_2136
ko:K10805	kpt:VK055_2137
ko:K03320	kpt:VK055_2138
ko:K04752	kpt:VK055_2139
ko:K05800	kpt:VK055_2142
ko:K01738	kpt:VK055_2143
ko:K11938	kpt:VK055_2144
ko:K06920	kpt:VK055_2146
ko:K12500	kpt:VK055_2147
ko:K02237	kpt:VK055_2148
ko:K02237	kpt:VK055_2149
ko:K03770	kpt:VK055_2150
ko:K03530	kpt:VK055_2151
ko:K01338	kpt:VK055_2152
ko:K03544	kpt:VK055_2153
ko:K01358	kpt:VK055_2154
ko:K03545	kpt:VK055_2155
ko:K09760	kpt:VK055_3148
ko:K00757	kpt:VK055_3149
ko:K01061	kpt:VK055_3150
ko:K00549	kpt:VK055_3151
ko:K01048	kpt:VK055_3154
ko:K05834	kpt:VK055_3155
ko:K05835	kpt:VK055_3157
ko:K03654	kpt:VK055_3158
ko:K01058	kpt:VK055_3159
ko:K05786	kpt:VK055_3161
ko:K03284	kpt:VK055_3162
ko:K03657	kpt:VK055_3163
ko:K03733	kpt:VK055_3165
ko:K09921	kpt:VK055_3166
ko:K01778	kpt:VK055_3167
ko:K06202	kpt:VK055_3169
ko:K05851	kpt:VK055_3170
ko:K01749	kpt:VK055_3171
ko:K01719	kpt:VK055_3172
ko:K02496	kpt:VK055_3173
ko:K02498	kpt:VK055_3174
ko:K02852	kpt:VK055_3180
ko:K02853	kpt:VK055_3181
ko:K12582	kpt:VK055_3182
ko:K16693	kpt:VK055_3183
ko:K02805	kpt:VK055_3184
ko:K16704	kpt:VK055_3185
ko:K00973	kpt:VK055_3186
ko:K02472	kpt:VK055_3188
ko:K01791	kpt:VK055_3189
ko:K05790	kpt:VK055_3190
ko:K02851	kpt:VK055_3191
ko:K03628	kpt:VK055_3192
ko:K03671	kpt:VK055_3193
ko:K03732	kpt:VK055_3194
ko:K01524	kpt:VK055_3195
ko:K07150	kpt:VK055_3198
ko:K01759	kpt:VK055_0487
ko:K10680	kpt:VK055_0488
ko:K16137	kpt:VK055_0489
ko:K06938	kpt:VK055_0490
ko:K06075	kpt:VK055_0496
ko:K06077	kpt:VK055_0498
ko:K09001	kpt:VK055_0499
ko:K00275	kpt:VK055_0501
ko:K01866	kpt:VK055_0502
ko:K00868	kpt:VK055_0503
ko:K00799	kpt:VK055_0504
ko:K03305	kpt:VK055_0505
ko:K10773	kpt:VK055_0508
ko:K03613	kpt:VK055_0509
ko:K03612	kpt:VK055_0510
ko:K03614	kpt:VK055_0511
ko:K03615	kpt:VK055_0512
ko:K03616	kpt:VK055_0513
ko:K03617	kpt:VK055_0514
ko:K01223	kpt:VK055_0517
ko:K01488	kpt:VK055_0519
ko:K12262	kpt:VK055_0524
ko:K00121	kpt:VK055_0526
ko:K05358	kpt:VK055_0527
ko:K00448	kpt:VK055_0529
ko:K00449	kpt:VK055_0530
ko:K03929	kpt:VK055_0532
ko:K00055	kpt:VK055_0533
ko:K03817	kpt:VK055_0536
ko:K03304	kpt:VK055_0537
ko:K16868	kpt:VK055_0538
ko:K07660	kpt:VK055_1326
ko:K07637	kpt:VK055_1327
ko:K01258	kpt:VK055_1329
ko:K11072	kpt:VK055_1330
ko:K11071	kpt:VK055_1331
ko:K11070	kpt:VK055_1332
ko:K11069	kpt:VK055_1333
ko:K00615	kpt:VK055_1336
ko:K00616	kpt:VK055_1337
ko:K01808	kpt:VK055_1338
ko:K02781	kpt:VK055_1339
ko:K02526	kpt:VK055_1340
ko:K01803	kpt:VK055_1343
ko:K12410	kpt:VK055_1346
ko:K00884	kpt:VK055_1347
ko:K09808	kpt:VK055_1348
ko:K09810	kpt:VK055_1349
ko:K09808	kpt:VK055_1350
ko:K03723	kpt:VK055_1352
ko:K12151	kpt:VK055_1354
ko:K02014	kpt:VK055_1357
ko:K03885	kpt:VK055_1359
ko:K07000	kpt:VK055_1360
ko:K01207	kpt:VK055_1361
ko:K07251	kpt:VK055_1362
ko:K07337	kpt:VK055_1363
ko:K02503	kpt:VK055_1365
ko:K02778	kpt:VK055_1366
ko:K02779	kpt:VK055_1366
ko:K03424	kpt:VK055_1367
ko:K02341	kpt:VK055_1368
ko:K00943	kpt:VK055_1369
ko:K07082	kpt:VK055_1370
ko:K02619	kpt:VK055_1371
ko:K09458	kpt:VK055_1372
ko:K02078	kpt:VK055_1373
ko:K00059	kpt:VK055_1374
ko:K00645	kpt:VK055_1375
ko:K00648	kpt:VK055_1376
ko:K05527	kpt:VK055_2157
ko:K07286	kpt:VK055_2158
ko:K08218	kpt:VK055_2159
ko:K02297	kpt:VK055_2160
ko:K02298	kpt:VK055_2161
ko:K02299	kpt:VK055_2162
ko:K02300	kpt:VK055_2163
ko:K02624	kpt:VK055_2166
ko:K00014	kpt:VK055_2167
ko:K08195	kpt:VK055_2172
ko:K09767	kpt:VK055_2175
ko:K00077	kpt:VK055_2176
ko:K03152	kpt:VK055_2177
ko:K03151	kpt:VK055_2179
ko:K03602	kpt:VK055_2180
ko:K00795	kpt:VK055_2181
ko:K01662	kpt:VK055_2182
ko:K01095	kpt:VK055_2184
ko:K00946	kpt:VK055_2185
ko:K03625	kpt:VK055_2186
ko:K00794	kpt:VK055_2187
ko:K11752	kpt:VK055_2188
ko:K07738	kpt:VK055_2189
ko:K05517	kpt:VK055_2191
ko:K06996	kpt:VK055_2193
ko:K03074	kpt:VK055_2194
ko:K03072	kpt:VK055_2195
ko:K03210	kpt:VK055_2196
ko:K00773	kpt:VK055_2197
ko:K07568	kpt:VK055_2198
ko:K08682	kpt:VK055_2200
ko:K03386	kpt:VK055_2201
ko:K02821	kpt:VK055_2202
ko:K02822	kpt:VK055_2203
ko:K03475	kpt:VK055_2204
ko:K01624	kpt:VK055_2206
ko:K03656	kpt:VK055_3199
ko:K03769	kpt:VK055_3200
ko:K03769	kpt:VK055_3201
ko:K00053	kpt:VK055_3202
ko:K02521	kpt:VK055_3204
ko:K01754	kpt:VK055_3203
ko:K01687	kpt:VK055_3205
ko:K00826	kpt:VK055_3206
ko:K11258	kpt:VK055_3207
ko:K01652	kpt:VK055_3208
ko:K07391	kpt:VK055_3210
ko:K09897	kpt:VK055_3211
ko:K01776	kpt:VK055_3220
ko:K16092	kpt:VK055_3221
ko:K00322	kpt:VK055_3226
ko:K04761	kpt:VK055_3225
ko:K01755	kpt:VK055_3227
ko:K00930	kpt:VK055_3228
ko:K00145	kpt:VK055_3229
ko:K01438	kpt:VK055_3230
ko:K01595	kpt:VK055_3231
ko:K08314	kpt:VK055_3234
ko:K00005	kpt:VK055_3235
ko:K00297	kpt:VK055_3237
ko:K01607	kpt:VK055_3239
ko:K12525	kpt:VK055_3241
ko:K01739	kpt:VK055_3243
ko:K03764	kpt:VK055_3244
ko:K02909	kpt:VK055_3245
ko:K04066	kpt:VK055_3246
ko:K05499	kpt:VK055_3248
ko:K03591	kpt:VK055_3249
ko:K01419	kpt:VK055_3250
ko:K07506	kpt:VK055_0543
ko:K05782	kpt:VK055_0542
ko:K08303	kpt:VK055_0546
ko:K00426	kpt:VK055_0550
ko:K00425	kpt:VK055_0551
ko:K02055	kpt:VK055_0553
ko:K02052	kpt:VK055_0554
ko:K02054	kpt:VK055_0555
ko:K02053	kpt:VK055_0556
ko:K00137	kpt:VK055_0557
ko:K09936	kpt:VK055_0565
ko:K03823	kpt:VK055_0566
ko:K01250	kpt:VK055_0569
ko:K02014	kpt:VK055_0573
ko:K11738	kpt:VK055_0576
ko:K02030	kpt:VK055_0582
ko:K02029	kpt:VK055_0584
ko:K02028	kpt:VK055_0585
ko:K02030	kpt:VK055_0586
ko:K11208	kpt:VK055_0587
ko:K01821	kpt:VK055_0588
ko:K07726	kpt:VK055_0589
ko:K16077	kpt:VK055_0591
ko:K03621	kpt:VK055_1377
ko:K02911	kpt:VK055_1378
ko:K07040	kpt:VK055_1379
ko:K06179	kpt:VK055_1381
ko:K08300	kpt:VK055_1382
ko:K03980	kpt:VK055_1385
ko:K03810	kpt:VK055_1386
ko:K09915	kpt:VK055_1387
ko:K03790	kpt:VK055_1388
ko:K08162	kpt:VK055_1389
ko:K01465	kpt:VK055_1392
ko:K12149	kpt:VK055_1393
ko:K12148	kpt:VK055_1394
ko:K02846	kpt:VK055_1395
ko:K07146	kpt:VK055_1396
ko:K02517	kpt:VK055_1399
ko:K08161	kpt:VK055_1400
ko:K12147	kpt:VK055_1402
ko:K03669	kpt:VK055_1403
ko:K03670	kpt:VK055_1404
ko:K11941	kpt:VK055_1405
ko:K04477	kpt:VK055_1410
ko:K12972	kpt:VK055_1411
ko:K06911	kpt:VK055_1414
ko:K07126	kpt:VK055_1419
ko:K03673	kpt:VK055_1426
ko:K16301	kpt:VK055_1428
ko:K07224	kpt:VK055_1429
ko:K07243	kpt:VK055_1430
ko:K09932	kpt:VK055_2208
ko:K01187	kpt:VK055_2210
ko:K11736	kpt:VK055_2212
ko:K03311	kpt:VK055_2213
ko:K07636	kpt:VK055_2215
ko:K07657	kpt:VK055_2216
ko:K03547	kpt:VK055_2217
ko:K00847	kpt:VK055_2219
ko:K03554	kpt:VK055_2220
ko:K09913	kpt:VK055_2221
ko:K14591	kpt:VK055_2222
ko:K00891	kpt:VK055_2224
ko:K09945	kpt:VK055_2226
ko:K09768	kpt:VK055_2225
ko:K00286	kpt:VK055_2227
ko:K01077	kpt:VK055_2229
ko:K08161	kpt:VK055_2231
ko:K01921	kpt:VK055_2233
ko:K17938	kpt:VK055_2237
ko:K01698	kpt:VK055_2240
ko:K03119	kpt:VK055_2242
ko:K15552	kpt:VK055_2243
ko:K10831	kpt:VK055_2244
ko:K15551	kpt:VK055_2245
ko:K00547	kpt:VK055_2246
ko:K16235	kpt:VK055_2247
ko:K03735	kpt:VK055_2249
ko:K03736	kpt:VK055_2250
ko:K01999	kpt:VK055_2251
ko:K01997	kpt:VK055_2252
ko:K01998	kpt:VK055_2253
ko:K01995	kpt:VK055_2254
ko:K01996	kpt:VK055_2255
ko:K02030	kpt:VK055_2258
ko:K02505	kpt:VK055_2463
ko:K00364	kpt:VK055_2464
ko:K00859	kpt:VK055_2465
ko:K09862	kpt:VK055_2467
ko:K03574	kpt:VK055_2468
ko:K03070	kpt:VK055_2469
ko:K13301	kpt:VK055_2470
ko:K02535	kpt:VK055_2471
ko:K03531	kpt:VK055_2472
ko:K03590	kpt:VK055_2473
ko:K03589	kpt:VK055_2474
ko:K01921	kpt:VK055_2475
ko:K01924	kpt:VK055_2476
ko:K02563	kpt:VK055_2477
ko:K03588	kpt:VK055_2479
ko:K01925	kpt:VK055_2480
ko:K01000	kpt:VK055_2481
ko:K01929	kpt:VK055_2482
ko:K01928	kpt:VK055_2483
ko:K03587	kpt:VK055_2484
ko:K03586	kpt:VK055_2485
ko:K03438	kpt:VK055_2486
ko:K03925	kpt:VK055_2487
ko:K03435	kpt:VK055_2488
ko:K01653	kpt:VK055_2489
ko:K01652	kpt:VK055_2490
ko:K05798	kpt:VK055_2491
ko:K01649	kpt:VK055_2493
ko:K00052	kpt:VK055_2494
ko:K01703	kpt:VK055_2495
ko:K01704	kpt:VK055_2496
ko:K00014	kpt:VK055_2498
ko:K03785	kpt:VK055_2500
ko:K08194	kpt:VK055_2502
ko:K03291	kpt:VK055_2503
ko:K11925	kpt:VK055_2505
ko:K02064	kpt:VK055_2506
ko:K02063	kpt:VK055_2507
ko:K02062	kpt:VK055_2509
ko:K02099	kpt:VK055_2510
ko:K00853	kpt:VK055_2512
ko:K03667	kpt:VK055_3251
ko:K02548	kpt:VK055_3252
ko:K02553	kpt:VK055_3253
ko:K00850	kpt:VK055_3254
ko:K13283	kpt:VK055_3255
ko:K06006	kpt:VK055_3256
ko:K07640	kpt:VK055_3258
ko:K04564	kpt:VK055_3260
ko:K02856	kpt:VK055_3261
ko:K02854	kpt:VK055_3262
ko:K02855	kpt:VK055_3263
ko:K00848	kpt:VK055_3264
ko:K01813	kpt:VK055_3265
ko:K01629	kpt:VK055_3266
ko:K10559	kpt:VK055_3267
ko:K10562	kpt:VK055_3268
ko:K10560	kpt:VK055_3269
ko:K10561	kpt:VK055_3270
ko:K03534	kpt:VK055_3272
ko:K02532	kpt:VK055_3273
ko:K07407	kpt:VK055_3274
ko:K02529	kpt:VK055_3275
ko:K02379	kpt:VK055_3280
ko:K00123	kpt:VK055_3281
ko:K00123	kpt:VK055_3282
ko:K00124	kpt:VK055_3283
ko:K00127	kpt:VK055_3284
ko:K02380	kpt:VK055_3285
ko:K07560	kpt:VK055_3290
ko:K07058	kpt:VK055_3291
ko:K06207	kpt:VK055_3293
ko:K01915	kpt:VK055_3295
ko:K07708	kpt:VK055_3296
ko:K07712	kpt:VK055_3297
ko:K09894	kpt:VK055_3299
ko:K03978	kpt:VK055_3300
ko:K02855	kpt:VK055_0594
ko:K02010	kpt:VK055_0596
ko:K02012	kpt:VK055_0597
ko:K02011	kpt:VK055_0598
ko:K00675	kpt:VK055_0599
ko:K00374	kpt:VK055_0600
ko:K00373	kpt:VK055_0601
ko:K00371	kpt:VK055_0602
ko:K00370	kpt:VK055_0603
ko:K02575	kpt:VK055_0604
ko:K08167	kpt:VK055_0607
ko:K02624	kpt:VK055_0606
ko:K03464	kpt:VK055_0609
ko:K03381	kpt:VK055_0610
ko:K05549	kpt:VK055_0611
ko:K05550	kpt:VK055_0612
ko:K05784	kpt:VK055_0613
ko:K05783	kpt:VK055_0615
ko:K08349	kpt:VK055_0618
ko:K08350	kpt:VK055_0619
ko:K02031	kpt:VK055_0627
ko:K02032	kpt:VK055_0627
ko:K02034	kpt:VK055_0628
ko:K02033	kpt:VK055_0629
ko:K02035	kpt:VK055_0630
ko:K13953	kpt:VK055_0631
ko:K01507	kpt:VK055_0632
ko:K00027	kpt:VK055_0636
ko:K02972	kpt:VK055_0638
ko:K03317	kpt:VK055_1431
ko:K11928	kpt:VK055_1434
ko:K13821	kpt:VK055_1436
ko:K09018	kpt:VK055_1439
ko:K09020	kpt:VK055_1440
ko:K09021	kpt:VK055_1441
ko:K09023	kpt:VK055_1442
ko:K09019	kpt:VK055_1443
ko:K09024	kpt:VK055_1444
ko:K09016	kpt:VK055_1445
ko:K03809	kpt:VK055_1448
ko:K01085	kpt:VK055_1450
ko:K07124	kpt:VK055_1452
ko:K14052	kpt:VK055_1455
ko:K09470	kpt:VK055_1456
ko:K09473	kpt:VK055_1457
ko:K14056	kpt:VK055_1458
ko:K09471	kpt:VK055_1461
ko:K16135	kpt:VK055_1460
ko:K07246	kpt:VK055_1462
ko:K03451	kpt:VK055_1463
ko:K00135	kpt:VK055_1465
ko:K08483	kpt:VK055_1467
ko:K11189	kpt:VK055_1467
ko:K11201	kpt:VK055_1467
ko:K11203	kpt:VK055_1468
ko:K11202	kpt:VK055_1469
ko:K00656	kpt:VK055_1470
ko:K04069	kpt:VK055_1471
ko:K11202	kpt:VK055_1472
ko:K02010	kpt:VK055_1477
ko:K02011	kpt:VK055_1478
ko:K02012	kpt:VK055_1479
ko:K04749	kpt:VK055_1482
ko:K02028	kpt:VK055_2259
ko:K02029	kpt:VK055_2260
ko:K02029	kpt:VK055_2261
ko:K02041	kpt:VK055_2268
ko:K02044	kpt:VK055_2269
ko:K02042	kpt:VK055_2270
ko:K11741	kpt:VK055_2916
ko:K06218	kpt:VK055_2820
ko:K18850	kpt:VK055_1328
ko:K18889	kpt:VK055_2141
ko:K18895	kpt:VK055_5102
ko:K21645	kpt:VK055_0170
ko:K18900	kpt:VK055_4555
ko:K14228	kpt:VK055_2766
ko:K01980	kpt:VK055_4588
ko:K01980	kpt:VK055_3083
ko:K01980	kpt:VK055_3216
ko:K18920	kpt:VK055_3548
ko:K01980	kpt:VK055_2348
ko:K01980	kpt:VK055_3796
ko:K14228	kpt:VK055_2605
ko:K14228	kpt:VK055_2607
ko:K14228	kpt:VK055_2606
ko:K14228	kpt:VK055_3176
ko:K14232	kpt:VK055_4895
ko:K14219	kpt:VK055_4784
ko:K18850	kpt:VK055_2700
ko:K20861	kpt:VK055_1651
ko:K18831	kpt:VK055_2010
ko:K01977	kpt:VK055_2351
ko:K01977	kpt:VK055_3311
