ko:K01006	lmoy:LMOSLCC2479_1931
ko:K19689	lmoy:LMOSLCC2479_1775
ko:K19689	lmoy:LMOSLCC2479_1666
ko:K01258	lmoy:LMOSLCC2479_1436
ko:K00547	lmoy:LMOSLCC2479_1741
ko:K00297	lmoy:LMOSLCC2479_1741
ko:K02538	lmoy:LMOSLCC2479_2203
ko:K00285	lmoy:LMOSLCC2479_1973
ko:K21636	lmoy:LMOSLCC2479_0279
ko:K19975	lmoy:LMOSLCC2479_1911
ko:K19976	lmoy:LMOSLCC2479_1912
ko:K19973	lmoy:LMOSLCC2479_1913
ko:K20074	lmoy:LMOSLCC2479_1885
ko:K12132	lmoy:LMOSLCC2479_1884
ko:K20265	lmoy:LMOSLCC2479_2423
ko:K20265	lmoy:LMOSLCC2479_0037
ko:K20265	lmoy:LMOSLCC2479_0451
ko:K20201	lmoy:LMOSLCC2479_2603
ko:K00525	lmoy:LMOSLCC2479_2220
ko:K18889	lmoy:LMOSLCC2479_1716
ko:K20534	lmoy:LMOSLCC2479_0945
ko:K20534	lmoy:LMOSLCC2479_2613
ko:K18890	lmoy:LMOSLCC2479_1715
ko:K22103	lmoy:LMOSLCC2479_2172
ko:K20885	lmoy:LMOSLCC2479_0873
ko:K01208	lmoy:LMOSLCC2479_2191
ko:K21030	lmoy:LMOSLCC2479_1100
ko:K21029	lmoy:LMOSLCC2479_1062
ko:K08968	lmoy:LMOSLCC2479_1658
ko:K21064	lmoy:LMOSLCC2479_2327
ko:K00821	lmoy:LMOSLCC2479_1651
ko:K00435	lmoy:LMOSLCC2479_2178
ko:K04068	lmoy:LMOSLCC2479_0280
ko:K13730	lmoy:LMOSLCC2479_0435
ko:K13730	lmoy:LMOSLCC2479_0436
ko:K07313	lmoy:LMOSLCC2479_0663
ko:K06223	lmoy:LMOSLCC2479_1115
ko:K17733	lmoy:LMOSLCC2479_1292
ko:K02316	lmoy:LMOSLCC2479_1516
ko:K06919	lmoy:LMOSLCC2479_1264
ko:K03553	lmoy:LMOSLCC2479_1458
ko:K06217	lmoy:LMOSLCC2479_1528
ko:K01493	lmoy:LMOSLCC2479_1544
ko:K01520	lmoy:LMOSLCC2479_1755
ko:K00287	lmoy:LMOSLCC2479_1937
ko:K00560	lmoy:LMOSLCC2479_1938
ko:K03546	lmoy:LMOSLCC2479_1709
ko:K00857	lmoy:LMOSLCC2479_2607
ko:K02314	lmoy:LMOSLCC2479_0054
ko:K21298	lmoy:LMOSLCC2479_1792
ko:K02335	lmoy:LMOSLCC2479_1627
ko:K01297	lmoy:LMOSLCC2479_1702
ko:K13731	lmoy:LMOSLCC2479_2621
ko:K21285	lmoy:LMOSLCC2479_1102
ko:K00526	lmoy:LMOSLCC2479_2219
ko:K21252	lmoy:LMOSLCC2479_1766
ko:K22044	lmoy:LMOSLCC2479_1026
ko:K21481	lmoy:LMOSLCC2479_2278
ko:K21465	lmoy:LMOSLCC2479_1499
ko:K21467	lmoy:LMOSLCC2479_0444
ko:K21471	lmoy:LMOSLCC2479_2566
ko:K21471	lmoy:LMOSLCC2479_2567
ko:K18704	lmoy:LMOSLCC2479_1099
ko:K21567	lmoy:LMOSLCC2479_2452
ko:K21567	lmoy:LMOSLCC2479_2024
ko:K21600	lmoy:LMOSLCC2479_1918
ko:K21560	lmoy:LMOSLCC2479_0200
ko:K18704	lmoy:LMOSLCC2479_1090
ko:K00680	lmoy:LMOSLCC2479_2410
ko:K21993	lmoy:LMOSLCC2479_0924
ko:K22043	lmoy:LMOSLCC2479_2555
ko:K00936	lmoy:LMOSLCC2479_1170
ko:K21960	lmoy:LMOSLCC2479_2412
ko:K03547	lmoy:LMOSLCC2479_2287
ko:K03595	lmoy:LMOSLCC2479_1523
ko:K01537	lmoy:LMOSLCC2479_0849
ko:K22251	lmoy:LMOSLCC2479_0344
ko:K22278	lmoy:LMOSLCC2479_0416
ko:K17758	lmoy:LMOSLCC2479_1685
ko:K02257	lmoy:LMOSLCC2479_2120
ko:K05592	lmoy:LMOSLCC2479_1303
ko:K13566	lmoy:LMOSLCC2479_0282
ko:K22441	lmoy:LMOSLCC2479_0824
