ko:K16697	bsl:A7A1_1167
ko:K19302	bsl:A7A1_1062
ko:K19411	bsl:A7A1_0122
ko:K00525	bsl:A7A1_1297
ko:K19432	bsl:A7A1_2108
ko:K19419	bsl:A7A1_2650
ko:K19423	bsl:A7A1_2652
ko:K19425	bsl:A7A1_2649
ko:K03574	bsl:A7A1_2171
ko:K19428	bsl:A7A1_2644
ko:K19431	bsl:A7A1_2641
ko:K15665	bsl:A7A1_1220
ko:K18567	bsl:A7A1_1384
ko:K19550	bsl:A7A1_0187
ko:K02483	bsl:A7A1_2692
ko:K13613	bsl:A7A1_3363
ko:K13613	bsl:A7A1_3364
ko:K13613	bsl:A7A1_3365
ko:K13612	bsl:A7A1_3366
ko:K13612	bsl:A7A1_3367
ko:K02032	bsl:A7A1_0954
ko:K06881	bsl:A7A1_0755
ko:K11625	bsl:A7A1_1345
ko:K00887	bsl:A7A1_3219
ko:K21755	bsl:A7A1_2132
ko:K06440	bsl:A7A1_0336
ko:K19552	bsl:A7A1_0189
ko:K19549	bsl:A7A1_0188
ko:K19548	bsl:A7A1_0191
ko:K19547	bsl:A7A1_0192
ko:K08164	bsl:A7A1_3292
ko:K19707	bsl:A7A1_2629
ko:K19701	bsl:A7A1_2084
ko:K01258	bsl:A7A1_3652
ko:K00547	bsl:A7A1_0917
ko:K00297	bsl:A7A1_0917
ko:K07119	bsl:A7A1_1788
ko:K19802	bsl:A7A1_1442
ko:K19955	bsl:A7A1_2249
ko:K19955	bsl:A7A1_2248
ko:K05770	bsl:A7A1_2141
ko:K20074	bsl:A7A1_3509
ko:K18907	bsl:A7A1_0904
ko:K12132	bsl:A7A1_3508
ko:K20742	bsl:A7A1_1443
ko:K20201	bsl:A7A1_1018
ko:K20116	bsl:A7A1_1535
ko:K20117	bsl:A7A1_1535
ko:K20118	bsl:A7A1_1535
ko:K02763	bsl:A7A1_3247
ko:K02764	bsl:A7A1_3247
ko:K02765	bsl:A7A1_3247
ko:K21613	bsl:A7A1_1995
ko:K11196	bsl:A7A1_0346
ko:K01612	bsl:A7A1_2130
ko:K20418	bsl:A7A1_2008
ko:K20534	bsl:A7A1_1432
ko:K18889	bsl:A7A1_3757
ko:K08884	bsl:A7A1_0878
ko:K08884	bsl:A7A1_3278
ko:K18890	bsl:A7A1_3756
ko:K20534	bsl:A7A1_0295
ko:K15655	bsl:A7A1_2208
ko:K21759	bsl:A7A1_2129
ko:K20628	bsl:A7A1_2449
ko:K22103	bsl:A7A1_1088
ko:K01179	bsl:A7A1_0701
ko:K07258	bsl:A7A1_3008
ko:K22106	bsl:A7A1_0358
ko:K01271	bsl:A7A1_1532
ko:K01208	bsl:A7A1_2682
ko:K21029	bsl:A7A1_2361
ko:K20895	bsl:A7A1_0490
ko:K03148	bsl:A7A1_0987
ko:K21030	bsl:A7A1_1143
ko:K21064	bsl:A7A1_1132
ko:K21023	bsl:A7A1_1486
ko:K08968	bsl:A7A1_1709
ko:K00821	bsl:A7A1_0939
ko:K21064	bsl:A7A1_3074
ko:K00435	bsl:A7A1_0186
ko:K00526	bsl:A7A1_1298
ko:K00560	bsl:A7A1_3312
ko:K01520	bsl:A7A1_3314
ko:K06217	bsl:A7A1_3216
ko:K02316	bsl:A7A1_3228
ko:K01174	bsl:A7A1_3318
ko:K06909	bsl:A7A1_0267
ko:K03553	bsl:A7A1_3393
ko:K07474	bsl:A7A1_0266
ko:K03546	bsl:A7A1_0314
ko:K01493	bsl:A7A1_0871
ko:K00560	bsl:A7A1_2868
ko:K00287	bsl:A7A1_2867
ko:K02314	bsl:A7A1_1241
ko:K00857	bsl:A7A1_2736
ko:K21285	bsl:A7A1_1144
ko:K00980	bsl:A7A1_1146
ko:K03328	bsl:A7A1_1830
ko:K03293	bsl:A7A1_3275
ko:K03293	bsl:A7A1_2181
ko:K02483	bsl:A7A1_0826
ko:K02335	bsl:A7A1_0772
ko:K21416	bsl:A7A1_0611
ko:K02483	bsl:A7A1_3103
ko:K21417	bsl:A7A1_0610
ko:K06607	bsl:A7A1_1964
ko:K02483	bsl:A7A1_0133
ko:K21405	bsl:A7A1_0607
ko:K03293	bsl:A7A1_2620
ko:K21464	bsl:A7A1_0170
ko:K21465	bsl:A7A1_3541
ko:K21467	bsl:A7A1_1641
ko:K21468	bsl:A7A1_0373
ko:K21567	bsl:A7A1_1871
ko:K21487	bsl:A7A1_2771
ko:K21487	bsl:A7A1_0844
ko:K21601	bsl:A7A1_3082
ko:K21600	bsl:A7A1_2570
ko:K21567	bsl:A7A1_2323
ko:K21488	bsl:A7A1_2770
ko:K21488	bsl:A7A1_0843
ko:K21743	bsl:A7A1_1053
ko:K21745	bsl:A7A1_0341
ko:K21592	bsl:A7A1_1141
ko:K11923	bsl:A7A1_3771
ko:K21701	bsl:A7A1_1563
ko:K21802	bsl:A7A1_1778
ko:K21902	bsl:A7A1_1782
ko:K21935	bsl:A7A1_2841
ko:K19302	bsl:A7A1_2836
ko:K21959	bsl:A7A1_2424
ko:K18244	bsl:A7A1_3627
ko:K00680	bsl:A7A1_0741
ko:K00549	bsl:A7A1_2034
ko:K21959	bsl:A7A1_2510
ko:K06299	bsl:A7A1_2291
ko:K22043	bsl:A7A1_2782
ko:K21960	bsl:A7A1_0740
ko:K21993	bsl:A7A1_0362
ko:K01463	bsl:A7A1_2936
ko:K22135	bsl:A7A1_2817
ko:K00754	bsl:A7A1_2935
ko:K22136	bsl:A7A1_0514
ko:K03595	bsl:A7A1_3221
ko:K14274	bsl:A7A1_2537
ko:K22132	bsl:A7A1_0396
ko:K22109	bsl:A7A1_2217
ko:K01932	bsl:A7A1_1127
ko:K22116	bsl:A7A1_1128
ko:K22230	bsl:A7A1_2228
ko:K22187	bsl:A7A1_1953
ko:K03547	bsl:A7A1_3737
ko:K22278	bsl:A7A1_0041
ko:K03077	bsl:A7A1_3169
ko:K22301	bsl:A7A1_2593
ko:K22299	bsl:A7A1_2586
ko:K02257	bsl:A7A1_0039
ko:K02257	bsl:A7A1_0538
ko:K22299	bsl:A7A1_2585
ko:K22301	bsl:A7A1_2603
ko:K03574	bsl:A7A1_1622
ko:K09988	bsl:A7A1_1635
ko:K13566	bsl:A7A1_1501
ko:K15664	bsl:A7A1_1222
ko:K15664	bsl:A7A1_1221
ko:K18672	bsl:A7A1_2814
ko:K22441	bsl:A7A1_2327
