ko:K09796	ahh:RY45_18710
ko:K07638	ahh:RY45_01825
ko:K02946	ahh:RY45_01835
ko:K02906	ahh:RY45_01840
ko:K02926	ahh:RY45_01845
ko:K02892	ahh:RY45_01850
ko:K02886	ahh:RY45_01855
ko:K02965	ahh:RY45_01860
ko:K02890	ahh:RY45_01865
ko:K02982	ahh:RY45_01870
ko:K02878	ahh:RY45_01875
ko:K02904	ahh:RY45_01880
ko:K02961	ahh:RY45_01885
ko:K02874	ahh:RY45_01890
ko:K02895	ahh:RY45_01895
ko:K02931	ahh:RY45_01900
ko:K02954	ahh:RY45_01905
ko:K02994	ahh:RY45_01910
ko:K02933	ahh:RY45_01915
ko:K02881	ahh:RY45_01920
ko:K02988	ahh:RY45_01925
ko:K02876	ahh:RY45_01930
ko:K03076	ahh:RY45_01935
ko:K02952	ahh:RY45_01940
ko:K02948	ahh:RY45_01945
ko:K02986	ahh:RY45_01950
ko:K03040	ahh:RY45_01955
ko:K02879	ahh:RY45_01960
ko:K11747	ahh:RY45_02005
ko:K11748	ahh:RY45_02010
ko:K01354	ahh:RY45_02035
ko:K03837	ahh:RY45_06410
ko:K00784	ahh:RY45_06415
ko:K06889	ahh:RY45_06425
ko:K06889	ahh:RY45_06430
ko:K16263	ahh:RY45_06440
ko:K03790	ahh:RY45_06445
ko:K04075	ahh:RY45_06465
ko:K07001	ahh:RY45_06480
ko:K01176	ahh:RY45_06505
ko:K02030	ahh:RY45_06530
ko:K06203	ahh:RY45_06555
ko:K03528	ahh:RY45_06565
ko:K01972	ahh:RY45_06570
ko:K02030	ahh:RY45_06605
ko:K06075	ahh:RY45_06620
ko:K00027	ahh:RY45_06630
ko:K00138	ahh:RY45_06655
ko:K00252	ahh:RY45_06665
ko:K07657	ahh:RY45_06680
ko:K07636	ahh:RY45_06685
ko:K02040	ahh:RY45_06690
ko:K06193	ahh:RY45_11040
ko:K06996	ahh:RY45_11055
ko:K07320	ahh:RY45_11085
ko:K01736	ahh:RY45_11090
ko:K11927	ahh:RY45_11100
ko:K03834	ahh:RY45_11115
ko:K03435	ahh:RY45_11120
ko:K02768	ahh:RY45_11125
ko:K11183	ahh:RY45_11125
ko:K00882	ahh:RY45_11130
ko:K02769	ahh:RY45_11135
ko:K02770	ahh:RY45_11135
ko:K06859	ahh:RY45_11140
ko:K02529	ahh:RY45_11145
ko:K02793	ahh:RY45_11155
ko:K02794	ahh:RY45_11160
ko:K02795	ahh:RY45_11165
ko:K06938	ahh:RY45_11180
ko:K08304	ahh:RY45_11185
ko:K11107	ahh:RY45_11190
ko:K00568	ahh:RY45_11210
ko:K02469	ahh:RY45_11215
ko:K01868	ahh:RY45_11230
ko:K02520	ahh:RY45_11235
ko:K02916	ahh:RY45_11240
ko:K02887	ahh:RY45_11245
ko:K01889	ahh:RY45_11250
ko:K01890	ahh:RY45_11255
ko:K04764	ahh:RY45_11260
ko:K12410	ahh:RY45_11280
ko:K02529	ahh:RY45_11295
ko:K00852	ahh:RY45_11300
ko:K10439	ahh:RY45_11305
ko:K10440	ahh:RY45_11310
ko:K10441	ahh:RY45_11315
ko:K02553	ahh:RY45_15605
ko:K07773	ahh:RY45_15615
ko:K16013	ahh:RY45_15630
ko:K16012	ahh:RY45_15635
ko:K06080	ahh:RY45_15640
ko:K05281	ahh:RY45_15650
ko:K16872	ahh:RY45_15660
ko:K09989	ahh:RY45_15665
ko:K01738	ahh:RY45_15675
ko:K02784	ahh:RY45_15680
ko:K08483	ahh:RY45_15685
ko:K02777	ahh:RY45_15690
ko:K12262	ahh:RY45_15705
ko:K03547	ahh:RY45_15725
ko:K03826	ahh:RY45_15730
ko:K03554	ahh:RY45_15735
ko:K00681	ahh:RY45_15740
ko:K03455	ahh:RY45_15745
ko:K05994	ahh:RY45_15750
ko:K00873	ahh:RY45_15760
ko:K05802	ahh:RY45_15765
ko:K07404	ahh:RY45_15775
ko:K02824	ahh:RY45_15780
ko:K00027	ahh:RY45_15795
ko:K00127	ahh:RY45_15805
ko:K00124	ahh:RY45_15810
ko:K00123	ahh:RY45_15815
ko:K02379	ahh:RY45_15845
ko:K05772	ahh:RY45_15865
ko:K05773	ahh:RY45_15870
ko:K06857	ahh:RY45_15875
ko:K02407	ahh:RY45_20205
ko:K02406	ahh:RY45_20210
ko:K02397	ahh:RY45_20230
ko:K02396	ahh:RY45_20235
ko:K02395	ahh:RY45_20240
ko:K02394	ahh:RY45_20245
ko:K02393	ahh:RY45_20250
ko:K02392	ahh:RY45_20255
ko:K02391	ahh:RY45_20260
ko:K02390	ahh:RY45_20265
ko:K02389	ahh:RY45_20270
ko:K02388	ahh:RY45_20275
ko:K02387	ahh:RY45_20280
ko:K02386	ahh:RY45_20285
ko:K02398	ahh:RY45_20290
ko:K02399	ahh:RY45_20295
ko:K02412	ahh:RY45_20305
ko:K02411	ahh:RY45_20310
ko:K02410	ahh:RY45_20315
ko:K02409	ahh:RY45_20320
ko:K02408	ahh:RY45_20325
ko:K02400	ahh:RY45_20335
ko:K02401	ahh:RY45_20340
ko:K02421	ahh:RY45_20345
ko:K02420	ahh:RY45_20350
ko:K02419	ahh:RY45_20355
ko:K02417	ahh:RY45_20360
ko:K02416	ahh:RY45_20365
ko:K07056	ahh:RY45_20370
ko:K07121	ahh:RY45_20375
ko:K07460	ahh:RY45_20380
ko:K12961	ahh:RY45_20385
ko:K03600	ahh:RY45_20395
ko:K03599	ahh:RY45_20400
ko:K00413	ahh:RY45_20405
ko:K00412	ahh:RY45_20410
ko:K00411	ahh:RY45_20415
ko:K02996	ahh:RY45_20420
ko:K02871	ahh:RY45_20425
ko:K06916	ahh:RY45_20430
ko:K09908	ahh:RY45_20435
ko:K04691	ahh:RY45_20445
ko:K01465	ahh:RY45_20475
ko:K22468	ahh:RY45_09145
ko:K07334	ahh:RY45_02900
ko:K07448	ahh:RY45_07620
ko:K07451	ahh:RY45_08900
ko:K03973	ahh:RY45_10105
ko:K19265	ahh:RY45_21415
ko:K14218	ahh:RY45_01280
ko:K14218	ahh:RY45_22035
ko:K14218	ahh:RY45_04840
ko:K01992	ahh:RY45_02755
ko:K01992	ahh:RY45_18020
ko:K00020	ahh:RY45_12460
ko:K07497	ahh:RY45_07115
ko:K07497	ahh:RY45_16835
ko:K01582	ahh:RY45_06390
ko:K19337	ahh:RY45_07155
ko:K03722	ahh:RY45_08765
ko:K03722	ahh:RY45_11845
ko:K19302	ahh:RY45_20895
ko:K08604	ahh:RY45_04760
ko:K00638	ahh:RY45_00180
ko:K00638	ahh:RY45_02930
ko:K00638	ahh:RY45_18725
ko:K19334	ahh:RY45_18420
ko:K19270	ahh:RY45_16675
ko:K02031	ahh:RY45_15975
ko:K19302	ahh:RY45_04925
ko:K19213	ahh:RY45_22105
ko:K14225	ahh:RY45_14555
ko:K14225	ahh:RY45_17785
ko:K14225	ahh:RY45_17780
ko:K14225	ahh:RY45_17770
ko:K14225	ahh:RY45_17790
ko:K14225	ahh:RY45_15950
ko:K14225	ahh:RY45_17775
ko:K19270	ahh:RY45_12240
ko:K08646	ahh:RY45_14270
ko:K19304	ahh:RY45_19280
ko:K19416	ahh:RY45_14045
ko:K02475	ahh:RY45_10605
ko:K02031	ahh:RY45_17650
ko:K14225	ahh:RY45_15620
ko:K14225	ahh:RY45_21090
ko:K01096	ahh:RY45_14095
ko:K02495	ahh:RY45_01645
ko:K02030	ahh:RY45_20685
ko:K19659	ahh:RY45_10770
ko:K03566	ahh:RY45_20920
ko:K01980	ahh:RY45_00660
ko:K01980	ahh:RY45_20605
ko:K01980	ahh:RY45_01285
ko:K01980	ahh:RY45_01980
ko:K01980	ahh:RY45_04845
ko:K01980	ahh:RY45_01030
ko:K01980	ahh:RY45_22030
ko:K01980	ahh:RY45_04270
ko:K01980	ahh:RY45_20975
ko:K01980	ahh:RY45_18060
ko:K15634	ahh:RY45_11065
ko:K00525	ahh:RY45_04860
ko:K10024	ahh:RY45_09220
ko:K02650	ahh:RY45_20030
ko:K15852	ahh:RY45_22080
ko:K00992	ahh:RY45_05235
ko:K19694	ahh:RY45_15955
ko:K01985	ahh:RY45_01300
ko:K01985	ahh:RY45_20600
ko:K01985	ahh:RY45_04275
ko:K01985	ahh:RY45_01290
ko:K01985	ahh:RY45_20970
ko:K01985	ahh:RY45_01985
ko:K01985	ahh:RY45_22025
ko:K01985	ahh:RY45_00665
ko:K01985	ahh:RY45_01035
ko:K01985	ahh:RY45_04850
ko:K01985	ahh:RY45_18055
ko:K14231	ahh:RY45_17860
ko:K14231	ahh:RY45_19915
ko:K14231	ahh:RY45_19905
ko:K14219	ahh:RY45_00115
ko:K14219	ahh:RY45_19185
ko:K14219	ahh:RY45_19205
ko:K14219	ahh:RY45_19195
ko:K14219	ahh:RY45_19190
ko:K14219	ahh:RY45_19200
ko:K14219	ahh:RY45_09960
ko:K14219	ahh:RY45_05815
ko:K14226	ahh:RY45_00120
ko:K14226	ahh:RY45_09955
ko:K14224	ahh:RY45_00655
ko:K14224	ahh:RY45_20980
ko:K14224	ahh:RY45_20610
ko:K14224	ahh:RY45_18065
ko:K14224	ahh:RY45_04265
ko:K14224	ahh:RY45_01025
ko:K14224	ahh:RY45_01975
ko:K14228	ahh:RY45_00125
ko:K14228	ahh:RY45_19690
ko:K14228	ahh:RY45_19680
ko:K14228	ahh:RY45_19695
ko:K14228	ahh:RY45_19675
ko:K14228	ahh:RY45_19685
ko:K14228	ahh:RY45_17055
ko:K14228	ahh:RY45_16325
ko:K14228	ahh:RY45_14545
ko:K14232	ahh:RY45_00130
ko:K14232	ahh:RY45_09965
ko:K14232	ahh:RY45_21540
ko:K01977	ahh:RY45_00650
ko:K01977	ahh:RY45_04260
ko:K01977	ahh:RY45_22045
ko:K01977	ahh:RY45_20615
ko:K01977	ahh:RY45_04830
ko:K01977	ahh:RY45_18070
ko:K01977	ahh:RY45_20985
ko:K01977	ahh:RY45_01270
ko:K01977	ahh:RY45_01020
ko:K01977	ahh:RY45_01970
ko:K01978	ahh:RY45_22265
ko:K14232	ahh:RY45_08605
ko:K14232	ahh:RY45_13510
ko:K14221	ahh:RY45_01990
ko:K14221	ahh:RY45_22020
ko:K14221	ahh:RY45_04280
ko:K14221	ahh:RY45_20965
ko:K13060	ahh:RY45_03220
ko:K07666	ahh:RY45_16615
ko:K10913	ahh:RY45_18240
ko:K00799	ahh:RY45_06500
ko:K06132	ahh:RY45_02110
ko:K15777	ahh:RY45_15515
ko:K07119	ahh:RY45_18540
ko:K00995	ahh:RY45_14560
ko:K07147	ahh:RY45_21170
ko:K19804	ahh:RY45_09855
ko:K19803	ahh:RY45_18105
ko:K07497	ahh:RY45_02865
ko:K07497	ahh:RY45_12430
ko:K12137	ahh:RY45_12985
ko:K14230	ahh:RY45_16290
ko:K14230	ahh:RY45_16310
ko:K14230	ahh:RY45_16320
ko:K07662	ahh:RY45_01230
ko:K07274	ahh:RY45_09155
ko:K21636	ahh:RY45_06580
ko:K08723	ahh:RY45_10940
ko:K14234	ahh:RY45_07120
ko:K07686	ahh:RY45_08710
ko:K14233	ahh:RY45_09720
ko:K14233	ahh:RY45_09920
ko:K14233	ahh:RY45_13175
ko:K14234	ahh:RY45_19910
ko:K00507	ahh:RY45_02115
ko:K00525	ahh:RY45_11200
ko:K14227	ahh:RY45_01275
ko:K14227	ahh:RY45_04835
ko:K14227	ahh:RY45_22040
ko:K14236	ahh:RY45_05615
ko:K14236	ahh:RY45_05625
ko:K14236	ahh:RY45_21095
ko:K14236	ahh:RY45_05620
ko:K14236	ahh:RY45_08445
ko:K14236	ahh:RY45_08450
ko:K14220	ahh:RY45_13185
ko:K14220	ahh:RY45_17865
ko:K14220	ahh:RY45_19900
ko:K14220	ahh:RY45_10635
ko:K14233	ahh:RY45_19210
ko:K14233	ahh:RY45_05950
ko:K14233	ahh:RY45_14040
ko:K14233	ahh:RY45_07030
ko:K14229	ahh:RY45_18600
ko:K14229	ahh:RY45_18620
ko:K14229	ahh:RY45_18610
ko:K14237	ahh:RY45_18615
ko:K14237	ahh:RY45_18595
ko:K14237	ahh:RY45_18605
ko:K14237	ahh:RY45_12265
ko:K14237	ahh:RY45_12280
ko:K14218	ahh:RY45_17720
ko:K14218	ahh:RY45_17730
ko:K14218	ahh:RY45_17735
ko:K14218	ahh:RY45_17725
ko:K14218	ahh:RY45_17740
ko:K14223	ahh:RY45_16300
ko:K14223	ahh:RY45_16315
ko:K14223	ahh:RY45_16295
ko:K14223	ahh:RY45_16265
ko:K14223	ahh:RY45_16305
ko:K14222	ahh:RY45_14550
ko:K14222	ahh:RY45_15945
ko:K14225	ahh:RY45_15625
ko:K20534	ahh:RY45_06520
ko:K14220	ahh:RY45_13190
ko:K19591	ahh:RY45_21915
ko:K07183	ahh:RY45_17580
ko:K00632	ahh:RY45_00985
ko:K01654	ahh:RY45_21700
ko:K01214	ahh:RY45_18560
ko:K01046	ahh:RY45_03010
ko:K02081	ahh:RY45_04565
ko:K20755	ahh:RY45_14125
ko:K01214	ahh:RY45_10905
ko:K14237	ahh:RY45_12275
ko:K14237	ahh:RY45_12285
ko:K14237	ahh:RY45_12270
ko:K14228	ahh:RY45_19135
ko:K02790	ahh:RY45_07535
ko:K02791	ahh:RY45_07535
ko:K02030	ahh:RY45_08675
ko:K14234	ahh:RY45_00670
ko:K14234	ahh:RY45_01295
ko:K11751	ahh:RY45_05545
ko:K01200	ahh:RY45_03585
ko:K21053	ahh:RY45_13755
ko:K21021	ahh:RY45_10140
ko:K00821	ahh:RY45_16405
ko:K21028	ahh:RY45_17890
ko:K08968	ahh:RY45_11400
ko:K20968	ahh:RY45_13915
ko:K00632	ahh:RY45_12065
ko:K21218	ahh:RY45_13700
ko:K02335	ahh:RY45_01260
ko:K00560	ahh:RY45_03830
ko:K02315	ahh:RY45_18010
ko:K02316	ahh:RY45_04665
ko:K06905	ahh:RY45_00355
ko:K06906	ahh:RY45_00360
ko:K06908	ahh:RY45_00380
ko:K06907	ahh:RY45_00385
ko:K06903	ahh:RY45_00410
ko:K00857	ahh:RY45_09905
ko:K18640	ahh:RY45_14630
ko:K03553	ahh:RY45_19235
ko:K01520	ahh:RY45_01090
ko:K02314	ahh:RY45_05560
ko:K04068	ahh:RY45_06585
ko:K03546	ahh:RY45_15715
ko:K06866	ahh:RY45_16215
ko:K06223	ahh:RY45_16435
ko:K06217	ahh:RY45_16715
ko:K14059	ahh:RY45_07625
ko:K10906	ahh:RY45_07715
ko:K02314	ahh:RY45_07775
ko:K00287	ahh:RY45_17400
ko:K01271	ahh:RY45_01000
ko:K05799	ahh:RY45_20010
ko:K02483	ahh:RY45_20725
ko:K02031	ahh:RY45_13065
ko:K02032	ahh:RY45_13060
ko:K01139	ahh:RY45_00190
ko:K02482	ahh:RY45_15855
ko:K11527	ahh:RY45_02395
ko:K04772	ahh:RY45_20440
ko:K02483	ahh:RY45_21150
ko:K21217	ahh:RY45_03750
ko:K00526	ahh:RY45_11195
ko:K03892	ahh:RY45_09410
ko:K21405	ahh:RY45_06660
ko:K21420	ahh:RY45_09995
ko:K21470	ahh:RY45_06535
ko:K02483	ahh:RY45_04295
ko:K13695	ahh:RY45_08225
ko:K01420	ahh:RY45_11350
ko:K21498	ahh:RY45_02895
ko:K21741	ahh:RY45_17825
ko:K21712	ahh:RY45_03490
ko:K00344	ahh:RY45_04045
ko:K21936	ahh:RY45_12760
ko:K13638	ahh:RY45_04710
ko:K21965	ahh:RY45_00295
ko:K21966	ahh:RY45_00290
ko:K21968	ahh:RY45_00280
ko:K16137	ahh:RY45_08370
ko:K22015	ahh:RY45_12960
ko:K22015	ahh:RY45_12965
ko:K21964	ahh:RY45_00300
ko:K21967	ahh:RY45_00285
ko:K22051	ahh:RY45_16530
ko:K22132	ahh:RY45_22015
ko:K09022	ahh:RY45_21030
ko:K03595	ahh:RY45_04505
ko:K22105	ahh:RY45_02120
ko:K10948	ahh:RY45_08230
ko:K22042	ahh:RY45_03850
ko:K22292	ahh:RY45_11205
ko:K22302	ahh:RY45_07755
ko:K01505	ahh:RY45_02205
ko:K22302	ahh:RY45_18945
ko:K11206	ahh:RY45_02330
ko:K22424	ahh:RY45_21640
ko:K22491	ahh:RY45_05870
ko:K00424	ahh:RY45_08990
ko:K22452	ahh:RY45_16185
ko:K00424	ahh:RY45_18665
ko:K01007	ahh:RY45_14145
