ko:K01139	kpb:FH42_16340
ko:K07277	kpb:FH42_18590
ko:K01092	kpb:FH42_18600
ko:K13631	kpb:FH42_18650
ko:K13639	kpb:FH42_18655
ko:K00799	kpb:FH42_18660
ko:K06901	kpb:FH42_18665
ko:K03316	kpb:FH42_18670
ko:K06518	kpb:FH42_18680
ko:K07347	kpb:FH42_18700
ko:K14393	kpb:FH42_18715
ko:K01895	kpb:FH42_18730
ko:K11102	kpb:FH42_18735
ko:K07126	kpb:FH42_18740
ko:K10439	kpb:FH42_18775
ko:K10440	kpb:FH42_18780
ko:K10441	kpb:FH42_18785
ko:K06167	kpb:FH42_18800
ko:K05774	kpb:FH42_18805
ko:K06162	kpb:FH42_18810
ko:K05780	kpb:FH42_18815
ko:K05781	kpb:FH42_18820
ko:K06163	kpb:FH42_18825
ko:K06164	kpb:FH42_18830
ko:K06165	kpb:FH42_18835
ko:K06166	kpb:FH42_18840
ko:K02043	kpb:FH42_18845
ko:K04750	kpb:FH42_18850
ko:K06193	kpb:FH42_18855
ko:K02034	kpb:FH42_23925
ko:K02033	kpb:FH42_23930
ko:K02035	kpb:FH42_23935
ko:K02167	kpb:FH42_23955
ko:K02168	kpb:FH42_23960
ko:K16053	kpb:FH42_23970
ko:K03566	kpb:FH42_23975
ko:K17203	kpb:FH42_23995
ko:K17204	kpb:FH42_24000
ko:K17202	kpb:FH42_24010
ko:K00864	kpb:FH42_24015
ko:K00615	kpb:FH42_24025
ko:K00615	kpb:FH42_24030
ko:K02362	kpb:FH42_24035
ko:K07214	kpb:FH42_24045
ko:K02364	kpb:FH42_24055
ko:K02013	kpb:FH42_24060
ko:K02015	kpb:FH42_24065
ko:K02015	kpb:FH42_24070
ko:K08225	kpb:FH42_24075
ko:K02016	kpb:FH42_24080
ko:K02361	kpb:FH42_24085
ko:K02363	kpb:FH42_24090
ko:K01252	kpb:FH42_24095
ko:K00216	kpb:FH42_24100
ko:K06200	kpb:FH42_24110
ko:K08317	kpb:FH42_24135
ko:K02056	kpb:FH42_24145
ko:K02057	kpb:FH42_24150
ko:K02058	kpb:FH42_24155
ko:K00899	kpb:FH42_24165
ko:K08963	kpb:FH42_24170
ko:K01093	kpb:FH42_24175
ko:K07783	kpb:FH42_24180
ko:K01092	kpb:FH42_24185
ko:K01485	kpb:FH42_24195
ko:K08170	kpb:FH42_02455
ko:K03974	kpb:FH42_02460
ko:K03969	kpb:FH42_02465
ko:K03970	kpb:FH42_02470
ko:K03971	kpb:FH42_02480
ko:K06918	kpb:FH42_02485
ko:K08990	kpb:FH42_02490
ko:K13636	kpb:FH42_02495
ko:K01222	kpb:FH42_02500
ko:K03721	kpb:FH42_02505
ko:K07120	kpb:FH42_02510
ko:K11065	kpb:FH42_02515
ko:K14054	kpb:FH42_02525
ko:K15580	kpb:FH42_02530
ko:K06889	kpb:FH42_02550
ko:K04757	kpb:FH42_02565
ko:K06885	kpb:FH42_02580
ko:K05520	kpb:FH42_02585
ko:K06039	kpb:FH42_07245
ko:K07232	kpb:FH42_07255
ko:K07300	kpb:FH42_07265
ko:K01627	kpb:FH42_07270
ko:K02493	kpb:FH42_07285
ko:K02835	kpb:FH42_07290
ko:K02492	kpb:FH42_07295
ko:K02494	kpb:FH42_07300
ko:K00919	kpb:FH42_07305
ko:K00948	kpb:FH42_07310
ko:K03321	kpb:FH42_07315
ko:K01056	kpb:FH42_07330
ko:K06942	kpb:FH42_07335
ko:K17213	kpb:FH42_07345
ko:K11911	kpb:FH42_07350
ko:K11905	kpb:FH42_07355
ko:K11906	kpb:FH42_07360
ko:K11895	kpb:FH42_07365
ko:K11896	kpb:FH42_07370
ko:K11891	kpb:FH42_07375
ko:K11892	kpb:FH42_07445
ko:K11893	kpb:FH42_07450
ko:K09912	kpb:FH42_07460
ko:K06177	kpb:FH42_07465
ko:K03288	kpb:FH42_07485
ko:K01610	kpb:FH42_07500
ko:K01996	kpb:FH42_07510
ko:K01995	kpb:FH42_07515
ko:K01998	kpb:FH42_07520
ko:K01997	kpb:FH42_07525
ko:K01999	kpb:FH42_07530
ko:K04091	kpb:FH42_11765
ko:K01146	kpb:FH42_11775
ko:K00048	kpb:FH42_11780
ko:K01628	kpb:FH42_11785
ko:K02429	kpb:FH42_11790
ko:K01818	kpb:FH42_11795
ko:K00879	kpb:FH42_11800
ko:K02431	kpb:FH42_11805
ko:K02430	kpb:FH42_11810
ko:K06968	kpb:FH42_11815
ko:K03566	kpb:FH42_11825
ko:K01766	kpb:FH42_11835
ko:K02426	kpb:FH42_11840
ko:K08304	kpb:FH42_11850
ko:K00768	kpb:FH42_11870
ko:K02231	kpb:FH42_11875
ko:K02232	kpb:FH42_11880
ko:K02006	kpb:FH42_11885
ko:K02008	kpb:FH42_11890
ko:K02009	kpb:FH42_11895
ko:K02007	kpb:FH42_11900
ko:K03394	kpb:FH42_11905
ko:K02190	kpb:FH42_11910
ko:K05895	kpb:FH42_11915
ko:K02189	kpb:FH42_11925
ko:K05936	kpb:FH42_11930
ko:K02191	kpb:FH42_11935
ko:K03399	kpb:FH42_11940
ko:K02188	kpb:FH42_11945
ko:K06042	kpb:FH42_11950
ko:K02227	kpb:FH42_11955
ko:K02224	kpb:FH42_11960
ko:K13919	kpb:FH42_11990
ko:K13920	kpb:FH42_11995
ko:K01972	kpb:FH42_16325
ko:K00942	kpb:FH42_16330
ko:K03060	kpb:FH42_16335
ko:K00556	kpb:FH42_16345
ko:K03655	kpb:FH42_16350
ko:K02446	kpb:FH42_16355
ko:K00528	kpb:FH42_16360
ko:K01803	kpb:FH42_16375
ko:K01521	kpb:FH42_16385
ko:K02048	kpb:FH42_16390
ko:K09892	kpb:FH42_16395
ko:K02440	kpb:FH42_16400
ko:K00864	kpb:FH42_16405
ko:K03312	kpb:FH42_16410
ko:K16345	kpb:FH42_16415
ko:K01222	kpb:FH42_16430
ko:K01811	kpb:FH42_16440
ko:K03292	kpb:FH42_16445
ko:K13979	kpb:FH42_16505
ko:K02073	kpb:FH42_16530
ko:K09958	kpb:FH42_16545
ko:K07006	kpb:FH42_16550
ko:K07552	kpb:FH42_16595
ko:K07106	kpb:FH42_16600
ko:K11191	kpb:FH42_16605
ko:K11192	kpb:FH42_16605
ko:K03774	kpb:FH42_20920
ko:K03527	kpb:FH42_20925
ko:K12700	kpb:FH42_20930
ko:K07702	kpb:FH42_20950
ko:K07700	kpb:FH42_20955
ko:K01572	kpb:FH42_20960
ko:K01571	kpb:FH42_20965
ko:K01573	kpb:FH42_20970
ko:K01910	kpb:FH42_20980
ko:K01646	kpb:FH42_20985
ko:K01644	kpb:FH42_20990
ko:K01643	kpb:FH42_20995
ko:K05966	kpb:FH42_21000
ko:K00215	kpb:FH42_21005
ko:K01956	kpb:FH42_21015
ko:K01955	kpb:FH42_21020
ko:K11746	kpb:FH42_21030
ko:K01525	kpb:FH42_21045
ko:K06195	kpb:FH42_21050
ko:K02528	kpb:FH42_21055
ko:K00097	kpb:FH42_21060
ko:K03771	kpb:FH42_21065
ko:K04744	kpb:FH42_21070
ko:K05801	kpb:FH42_21075
ko:K07702	kpb:FH42_21080
ko:K07700	kpb:FH42_21085
ko:K05964	kpb:FH42_21100
ko:K06177	kpb:FH42_21105
ko:K03580	kpb:FH42_21110
ko:K02336	kpb:FH42_21115
ko:K01804	kpb:FH42_21125
ko:K00853	kpb:FH42_21130
ko:K02099	kpb:FH42_21135
ko:K02062	kpb:FH42_21145
ko:K02063	kpb:FH42_21150
ko:K02064	kpb:FH42_21155
ko:K11925	kpb:FH42_21160
ko:K03291	kpb:FH42_21170
ko:K08194	kpb:FH42_21175
ko:K03785	kpb:FH42_21185
ko:K00014	kpb:FH42_21195
ko:K11901	kpb:FH42_02895
ko:K11900	kpb:FH42_02900
ko:K11893	kpb:FH42_02905
ko:K11892	kpb:FH42_02910
ko:K11903	kpb:FH42_02920
ko:K11907	kpb:FH42_02925
ko:K11904	kpb:FH42_02930
ko:K11891	kpb:FH42_02980
ko:K11910	kpb:FH42_02985
ko:K11910	kpb:FH42_02990
ko:K11896	kpb:FH42_02995
ko:K11895	kpb:FH42_03000
ko:K11906	kpb:FH42_03005
ko:K08969	kpb:FH42_03075
ko:K02073	kpb:FH42_03080
ko:K02071	kpb:FH42_03085
ko:K02072	kpb:FH42_03090
ko:K00656	kpb:FH42_07535
ko:K00932	kpb:FH42_07540
ko:K03838	kpb:FH42_07545
ko:K01754	kpb:FH42_07550
ko:K07592	kpb:FH42_07555
ko:K07395	kpb:FH42_07575
ko:K01194	kpb:FH42_07595
ko:K02014	kpb:FH42_07600
ko:K08308	kpb:FH42_07605
ko:K01297	kpb:FH42_07610
ko:K11105	kpb:FH42_07615
ko:K01775	kpb:FH42_07620
ko:K00285	kpb:FH42_07625
ko:K03603	kpb:FH42_07635
ko:K03314	kpb:FH42_07645
ko:K03611	kpb:FH42_07650
ko:K09160	kpb:FH42_07660
ko:K09902	kpb:FH42_07670
ko:K03610	kpb:FH42_07675
ko:K03609	kpb:FH42_07680
ko:K03608	kpb:FH42_07685
ko:K03684	kpb:FH42_07690
ko:K01897	kpb:FH42_07695
ko:K07285	kpb:FH42_07700
ko:K09917	kpb:FH42_07720
ko:K01665	kpb:FH42_07725
ko:K01752	kpb:FH42_07735
ko:K02793	kpb:FH42_07750
ko:K02794	kpb:FH42_07750
ko:K02795	kpb:FH42_07755
ko:K00563	kpb:FH42_07775
ko:K03587	kpb:FH42_07780
ko:K03704	kpb:FH42_07785
ko:K08169	kpb:FH42_07805
ko:K03799	kpb:FH42_07810
ko:K03797	kpb:FH42_07815
ko:K13923	kpb:FH42_12020
ko:K13922	kpb:FH42_12040
ko:K13921	kpb:FH42_12045
ko:K04031	kpb:FH42_12060
ko:K04029	kpb:FH42_12065
ko:K16651	kpb:FH42_12075
ko:K04720	kpb:FH42_12080
ko:K01448	kpb:FH42_12085
ko:K14682	kpb:FH42_12090
ko:K03581	kpb:FH42_12100
ko:K03582	kpb:FH42_12105
ko:K01407	kpb:FH42_12110
ko:K03583	kpb:FH42_12115
ko:K02681	kpb:FH42_12120
ko:K02680	kpb:FH42_12130
ko:K02679	kpb:FH42_12135
ko:K13292	kpb:FH42_12145
ko:K08484	kpb:FH42_12150
ko:K08311	kpb:FH42_12155
ko:K03573	kpb:FH42_12160
ko:K08227	kpb:FH42_12180
ko:K05939	kpb:FH42_12185
ko:K02529	kpb:FH42_12195
ko:K13637	kpb:FH42_12205
ko:K05350	kpb:FH42_12210
ko:K02761	kpb:FH42_12215
ko:K01586	kpb:FH42_12225
ko:K10193	kpb:FH42_12245
ko:K10194	kpb:FH42_12250
ko:K10195	kpb:FH42_12255
ko:K10192	kpb:FH42_12260
ko:K01193	kpb:FH42_12270
ko:K02532	kpb:FH42_12275
ko:K02100	kpb:FH42_12285
ko:K16514	kpb:FH42_16625
ko:K10218	kpb:FH42_16630
ko:K16515	kpb:FH42_16635
ko:K16516	kpb:FH42_16640
ko:K02760	kpb:FH42_16660
ko:K02761	kpb:FH42_16665
ko:K02759	kpb:FH42_16670
ko:K02024	kpb:FH42_16675
ko:K11082	kpb:FH42_16680
ko:K11083	kpb:FH42_16685
ko:K11084	kpb:FH42_16690
ko:K11081	kpb:FH42_16695
ko:K03430	kpb:FH42_16705
ko:K05306	kpb:FH42_16710
ko:K07726	kpb:FH42_16725
ko:K07784	kpb:FH42_16735
ko:K07783	kpb:FH42_16740
ko:K07675	kpb:FH42_16745
ko:K01653	kpb:FH42_16755
ko:K01652	kpb:FH42_16760
ko:K08154	kpb:FH42_16780
ko:K13636	kpb:FH42_16785
ko:K13629	kpb:FH42_16790
ko:K01753	kpb:FH42_16795
ko:K06871	kpb:FH42_16800
ko:K00389	kpb:FH42_16810
ko:K01232	kpb:FH42_16815
ko:K02749	kpb:FH42_16820
ko:K02750	kpb:FH42_16820
ko:K03482	kpb:FH42_16825
ko:K07085	kpb:FH42_16830
ko:K04081	kpb:FH42_16840
ko:K04080	kpb:FH42_16845
ko:K08194	kpb:FH42_16860
ko:K01684	kpb:FH42_16865
ko:K01631	kpb:FH42_16870
ko:K00883	kpb:FH42_16875
ko:K01704	kpb:FH42_21205
ko:K01703	kpb:FH42_21210
ko:K00052	kpb:FH42_21215
ko:K01649	kpb:FH42_21220
ko:K05798	kpb:FH42_21225
ko:K01652	kpb:FH42_21230
ko:K01653	kpb:FH42_21235
ko:K03435	kpb:FH42_21240
ko:K03925	kpb:FH42_21245
ko:K03438	kpb:FH42_21250
ko:K03586	kpb:FH42_21255
ko:K03587	kpb:FH42_21260
ko:K01928	kpb:FH42_21265
ko:K01929	kpb:FH42_21270
ko:K01000	kpb:FH42_21275
ko:K01925	kpb:FH42_21280
ko:K03588	kpb:FH42_21285
ko:K02563	kpb:FH42_21290
ko:K01924	kpb:FH42_21295
ko:K01921	kpb:FH42_21300
ko:K03589	kpb:FH42_21305
ko:K03590	kpb:FH42_21310
ko:K03531	kpb:FH42_21315
ko:K02535	kpb:FH42_21320
ko:K13301	kpb:FH42_21325
ko:K03070	kpb:FH42_21330
ko:K03574	kpb:FH42_21335
ko:K09862	kpb:FH42_21340
ko:K00859	kpb:FH42_21350
ko:K00364	kpb:FH42_21355
ko:K02505	kpb:FH42_21360
ko:K02504	kpb:FH42_21365
ko:K02682	kpb:FH42_21370
ko:K00767	kpb:FH42_21375
ko:K03806	kpb:FH42_21380
ko:K03807	kpb:FH42_21385
ko:K11734	kpb:FH42_21400
ko:K00163	kpb:FH42_21410
ko:K00627	kpb:FH42_21415
ko:K00382	kpb:FH42_21420
ko:K01682	kpb:FH42_21440
ko:K09910	kpb:FH42_21445
ko:K01611	kpb:FH42_21450
ko:K00797	kpb:FH42_21455
ko:K00656	kpb:FH42_00555
ko:K06212	kpb:FH42_00560
ko:K09136	kpb:FH42_00565
ko:K00831	kpb:FH42_00575
ko:K00800	kpb:FH42_00580
ko:K00945	kpb:FH42_00585
ko:K02945	kpb:FH42_00590
ko:K05788	kpb:FH42_00595
ko:K02238	kpb:FH42_00600
ko:K11085	kpb:FH42_00605
ko:K00912	kpb:FH42_00610
ko:K09927	kpb:FH42_00615
ko:K09791	kpb:FH42_00620
ko:K00979	kpb:FH42_00625
ko:K06219	kpb:FH42_00640
ko:K03633	kpb:FH42_00645
ko:K03804	kpb:FH42_00650
ko:K03632	kpb:FH42_00655
ko:K02030	kpb:FH42_05215
ko:K04063	kpb:FH42_05225
ko:K05343	kpb:FH42_05260
ko:K02972	kpb:FH42_05305
ko:K00027	kpb:FH42_05310
ko:K01507	kpb:FH42_05335
ko:K13953	kpb:FH42_05340
ko:K02035	kpb:FH42_05345
ko:K02033	kpb:FH42_05350
ko:K02034	kpb:FH42_05355
ko:K02031	kpb:FH42_05360
ko:K02032	kpb:FH42_05360
ko:K08350	kpb:FH42_05395
ko:K08349	kpb:FH42_05400
ko:K05783	kpb:FH42_05420
ko:K05784	kpb:FH42_05425
ko:K05550	kpb:FH42_05430
ko:K05549	kpb:FH42_05435
ko:K03381	kpb:FH42_05440
ko:K03464	kpb:FH42_05445
ko:K02624	kpb:FH42_05455
ko:K08167	kpb:FH42_05460
ko:K02575	kpb:FH42_05470
ko:K00370	kpb:FH42_05475
ko:K00371	kpb:FH42_05480
ko:K00373	kpb:FH42_05485
ko:K11921	kpb:FH42_09775
ko:K03449	kpb:FH42_09785
ko:K14261	kpb:FH42_09790
ko:K02478	kpb:FH42_09795
ko:K02477	kpb:FH42_09800
ko:K00845	kpb:FH42_09805
ko:K03322	kpb:FH42_09830
ko:K11535	kpb:FH42_09835
ko:K01885	kpb:FH42_09865
ko:K14347	kpb:FH42_09895
ko:K09954	kpb:FH42_09900
ko:K01972	kpb:FH42_09905
ko:K03528	kpb:FH42_09910
ko:K06203	kpb:FH42_09915
ko:K01738	kpb:FH42_09920
ko:K02784	kpb:FH42_09930
ko:K08483	kpb:FH42_09935
ko:K00868	kpb:FH42_09950
ko:K12339	kpb:FH42_09965
ko:K02045	kpb:FH42_09970
ko:K02047	kpb:FH42_09975
ko:K02046	kpb:FH42_09980
ko:K02048	kpb:FH42_09985
ko:K07223	kpb:FH42_09990
ko:K01448	kpb:FH42_10010
ko:K00228	kpb:FH42_10015
ko:K04033	kpb:FH42_10020
ko:K04025	kpb:FH42_10025
ko:K04026	kpb:FH42_10030
ko:K03736	kpb:FH42_10035
ko:K03735	kpb:FH42_10040
ko:K04019	kpb:FH42_10045
ko:K04023	kpb:FH42_10050
ko:K04022	kpb:FH42_10055
ko:K07122	kpb:FH42_14375
ko:K07323	kpb:FH42_14380
ko:K02067	kpb:FH42_14385
ko:K02066	kpb:FH42_14390
ko:K02065	kpb:FH42_14395
ko:K07301	kpb:FH42_14400
ko:K06041	kpb:FH42_14405
ko:K03270	kpb:FH42_14410
ko:K11719	kpb:FH42_14415
ko:K09774	kpb:FH42_14420
ko:K06861	kpb:FH42_14425
ko:K03092	kpb:FH42_14430
ko:K05808	kpb:FH42_14435
ko:K02806	kpb:FH42_14440
ko:K06958	kpb:FH42_14445
ko:K08485	kpb:FH42_14450
ko:K03814	kpb:FH42_14455
ko:K07648	kpb:FH42_14465
ko:K01686	kpb:FH42_14470
ko:K08322	kpb:FH42_14475
ko:K07139	kpb:FH42_14485
ko:K00265	kpb:FH42_14490
ko:K00266	kpb:FH42_14495
ko:K01788	kpb:FH42_14500
ko:K03600	kpb:FH42_14505
ko:K03599	kpb:FH42_14510
ko:K02996	kpb:FH42_14515
ko:K02871	kpb:FH42_14520
ko:K06916	kpb:FH42_14525
ko:K09908	kpb:FH42_14530
ko:K04691	kpb:FH42_14540
ko:K00024	kpb:FH42_14545
ko:K03402	kpb:FH42_14550
ko:K03623	kpb:FH42_14565
ko:K03468	kpb:FH42_14570
ko:K15548	kpb:FH42_14575
ko:K03568	kpb:FH42_14590
ko:K08301	kpb:FH42_14600
ko:K03571	kpb:FH42_14610
ko:K03570	kpb:FH42_14615
ko:K03569	kpb:FH42_14620
ko:K18765	kpb:FH42_14625
ko:K17247	kpb:FH42_14635
ko:K03786	kpb:FH42_14640
ko:K02160	kpb:FH42_14645
ko:K03762	kpb:FH42_18865
ko:K07406	kpb:FH42_18875
ko:K11104	kpb:FH42_18880
ko:K05516	kpb:FH42_18910
ko:K11937	kpb:FH42_18925
ko:K11936	kpb:FH42_18930
ko:K11931	kpb:FH42_18935
ko:K11935	kpb:FH42_18940
ko:K04084	kpb:FH42_18995
ko:K03926	kpb:FH42_19000
ko:K07791	kpb:FH42_19005
ko:K01744	kpb:FH42_19010
ko:K07113	kpb:FH42_19015
ko:K16263	kpb:FH42_19020
ko:K04078	kpb:FH42_19025
ko:K04077	kpb:FH42_19030
ko:K07347	kpb:FH42_19050
ko:K07345	kpb:FH42_19060
ko:K13409	kpb:FH42_19075
ko:K13408	kpb:FH42_19080
ko:K02356	kpb:FH42_19095
ko:K16347	kpb:FH42_19100
ko:K16348	kpb:FH42_19105
ko:K03098	kpb:FH42_19115
ko:K00247	kpb:FH42_19120
ko:K00246	kpb:FH42_19125
ko:K00245	kpb:FH42_19130
ko:K00832	kpb:FH42_03095
ko:K11734	kpb:FH42_03110
ko:K16074	kpb:FH42_03135
ko:K05591	kpb:FH42_03140
ko:K14058	kpb:FH42_03145
ko:K14061	kpb:FH42_03150
ko:K14062	kpb:FH42_03165
ko:K03737	kpb:FH42_03170
ko:K03778	kpb:FH42_03185
ko:K09978	kpb:FH42_03205
ko:K14063	kpb:FH42_03210
ko:K00077	kpb:FH42_03220
ko:K00276	kpb:FH42_03230
ko:K02618	kpb:FH42_03235
ko:K02609	kpb:FH42_03240
ko:K02610	kpb:FH42_03245
ko:K02611	kpb:FH42_03250
ko:K02612	kpb:FH42_03255
ko:K02613	kpb:FH42_03260
ko:K01692	kpb:FH42_03265
ko:K15866	kpb:FH42_03270
ko:K00074	kpb:FH42_03275
ko:K02614	kpb:FH42_03280
ko:K01912	kpb:FH42_03290
ko:K02616	kpb:FH42_03295
ko:K02617	kpb:FH42_03300
ko:K01118	kpb:FH42_03310
ko:K03578	kpb:FH42_03315
ko:K06075	kpb:FH42_03340
ko:K00261	kpb:FH42_03355
ko:K00840	kpb:FH42_03365
ko:K00673	kpb:FH42_03370
ko:K06447	kpb:FH42_03375
ko:K01484	kpb:FH42_03380
ko:K05526	kpb:FH42_03385
ko:K03607	kpb:FH42_07820
ko:K03808	kpb:FH42_07830
ko:K11392	kpb:FH42_07840
ko:K09824	kpb:FH42_07860
ko:K07245	kpb:FH42_07875
ko:K07156	kpb:FH42_07880
ko:K10857	kpb:FH42_07890
ko:K01354	kpb:FH42_07895
ko:K09918	kpb:FH42_07905
ko:K08289	kpb:FH42_07910
ko:K01625	kpb:FH42_07915
ko:K01690	kpb:FH42_07920
ko:K00036	kpb:FH42_07925
ko:K00873	kpb:FH42_07935
ko:K02560	kpb:FH42_07940
ko:K09815	kpb:FH42_07950
ko:K09817	kpb:FH42_07955
ko:K09816	kpb:FH42_07960
ko:K03551	kpb:FH42_07965
ko:K03550	kpb:FH42_07970
ko:K01159	kpb:FH42_07975
ko:K08310	kpb:FH42_07985
ko:K01876	kpb:FH42_07990
ko:K07136	kpb:FH42_08005
ko:K15256	kpb:FH42_08010
ko:K15257	kpb:FH42_08015
ko:K06201	kpb:FH42_08020
ko:K09907	kpb:FH42_08025
ko:K01887	kpb:FH42_08030
ko:K15532	kpb:FH42_08035
ko:K16210	kpb:FH42_08040
ko:K14064	kpb:FH42_08045
ko:K00697	kpb:FH42_08050
ko:K01087	kpb:FH42_08055
ko:K10538	kpb:FH42_08060
ko:K10539	kpb:FH42_08065
ko:K10537	kpb:FH42_08070
ko:K02255	kpb:FH42_08075
ko:K16210	kpb:FH42_08080
ko:K00065	kpb:FH42_12290
ko:K01730	kpb:FH42_12295
ko:K00626	kpb:FH42_12310
ko:K07347	kpb:FH42_12360
ko:K07345	kpb:FH42_12370
ko:K07357	kpb:FH42_12400
ko:K07358	kpb:FH42_12405
ko:K07345	kpb:FH42_12415
ko:K07351	kpb:FH42_12420
ko:K07346	kpb:FH42_12425
ko:K07347	kpb:FH42_12430
ko:K07348	kpb:FH42_12435
ko:K07349	kpb:FH42_12440
ko:K07350	kpb:FH42_12445
ko:K06975	kpb:FH42_12455
ko:K15549	kpb:FH42_12470
ko:K15547	kpb:FH42_12475
ko:K15550	kpb:FH42_12480
ko:K03305	kpb:FH42_12490
ko:K00537	kpb:FH42_12495
ko:K03893	kpb:FH42_12500
ko:K09702	kpb:FH42_12515
ko:K01607	kpb:FH42_12540
ko:K08169	kpb:FH42_12550
ko:K12943	kpb:FH42_12560
ko:K01823	kpb:FH42_12565
ko:K04567	kpb:FH42_12570
ko:K02836	kpb:FH42_12575
ko:K07462	kpb:FH42_12580
ko:K03981	kpb:FH42_12585
ko:K02470	kpb:FH42_16900
ko:K03629	kpb:FH42_16905
ko:K02338	kpb:FH42_16910
ko:K02313	kpb:FH42_16915
ko:K02914	kpb:FH42_16920
ko:K08998	kpb:FH42_16930
ko:K03217	kpb:FH42_16935
ko:K03650	kpb:FH42_16940
ko:K08163	kpb:FH42_16950
ko:K06901	kpb:FH42_16970
ko:K07214	kpb:FH42_16985
ko:K10124	kpb:FH42_16990
ko:K02039	kpb:FH42_16995
ko:K02036	kpb:FH42_17000
ko:K02038	kpb:FH42_17005
ko:K02037	kpb:FH42_17010
ko:K02040	kpb:FH42_17015
ko:K00820	kpb:FH42_17020
ko:K04042	kpb:FH42_17025
ko:K02114	kpb:FH42_17030
ko:K02112	kpb:FH42_17035
ko:K02115	kpb:FH42_17040
ko:K02111	kpb:FH42_17045
ko:K02113	kpb:FH42_17050
ko:K02109	kpb:FH42_17055
ko:K02110	kpb:FH42_17060
ko:K02108	kpb:FH42_17065
ko:K02116	kpb:FH42_17070
ko:K03501	kpb:FH42_17075
ko:K03495	kpb:FH42_17080
ko:K06205	kpb:FH42_17085
ko:K03718	kpb:FH42_17090
ko:K01914	kpb:FH42_17095
ko:K03924	kpb:FH42_17105
ko:K03549	kpb:FH42_17110
ko:K06726	kpb:FH42_17115
ko:K10441	kpb:FH42_17120
ko:K10440	kpb:FH42_17125
ko:K10439	kpb:FH42_17130
ko:K00852	kpb:FH42_17135
ko:K02529	kpb:FH42_17140
ko:K14588	kpb:FH42_21490
ko:K00117	kpb:FH42_21495
ko:K00760	kpb:FH42_21500
ko:K01673	kpb:FH42_21505
ko:K01990	kpb:FH42_21510
ko:K01992	kpb:FH42_21515
ko:K01579	kpb:FH42_21530
ko:K01918	kpb:FH42_21535
ko:K00606	kpb:FH42_21540
ko:K00950	kpb:FH42_21545
ko:K00970	kpb:FH42_21550
ko:K01894	kpb:FH42_21555
ko:K06204	kpb:FH42_21560
ko:K06206	kpb:FH42_21565
ko:K01975	kpb:FH42_21570
ko:K03579	kpb:FH42_21575
ko:K02463	kpb:FH42_21585
ko:K02462	kpb:FH42_21590
ko:K02461	kpb:FH42_21595
ko:K02460	kpb:FH42_21600
ko:K02459	kpb:FH42_21605
ko:K02458	kpb:FH42_21610
ko:K02457	kpb:FH42_21615
ko:K11741	kpb:FH42_19110
ko:K06218	kpb:FH42_19590
ko:K18850	kpb:FH42_01480
ko:K14221	kpb:FH42_17670
ko:K14221	kpb:FH42_21945
ko:K14221	kpb:FH42_22005
ko:K14219	kpb:FH42_11130
ko:K14219	kpb:FH42_11145
ko:K14219	kpb:FH42_11135
ko:K14219	kpb:FH42_11140
ko:K18889	kpb:FH42_22990
ko:K03630	kpb:FH42_19930
ko:K21645	kpb:FH42_07505
ko:K14228	kpb:FH42_19845
ko:K01980	kpb:FH42_17165
ko:K01980	kpb:FH42_10670
ko:K01980	kpb:FH42_17660
ko:K01980	kpb:FH42_21935
ko:K18900	kpb:FH42_10830
ko:K18920	kpb:FH42_15940
ko:K18921	kpb:FH42_26225
ko:K14228	kpb:FH42_20650
ko:K14228	kpb:FH42_20655
ko:K14228	kpb:FH42_20660
ko:K14228	kpb:FH42_17855
ko:K14232	kpb:FH42_09250
ko:K14219	kpb:FH42_09760
ko:K18850	kpb:FH42_20165
ko:K18780	kpb:FH42_25895
ko:K20861	kpb:FH42_25435
ko:K01985	kpb:FH42_10665
ko:K01985	kpb:FH42_21940
ko:K01985	kpb:FH42_14710
ko:K01985	kpb:FH42_20185
ko:K01985	kpb:FH42_18110
ko:K01985	kpb:FH42_17665
ko:K01985	kpb:FH42_18325
ko:K01985	kpb:FH42_17170
ko:K01985	kpb:FH42_14700
ko:K20866	kpb:FH42_17245
ko:K20881	kpb:FH42_15175
ko:K20862	kpb:FH42_17920
ko:K18800	kpb:FH42_12680
ko:K18657	kpb:FH42_00755
ko:K18918	kpb:FH42_19585
ko:K18778	kpb:FH42_21345
ko:K18890	kpb:FH42_22995
ko:K18767	kpb:FH42_25820
ko:K18824	kpb:FH42_26495
ko:K14237	kpb:FH42_06145
ko:K18831	kpb:FH42_26185
ko:K18954	kpb:FH42_20610
ko:K14230	kpb:FH42_24495
ko:K14230	kpb:FH42_24515
ko:K07480	kpb:FH42_03920
ko:K14234	kpb:FH42_18130
ko:K09691	kpb:FH42_08575
ko:K14234	kpb:FH42_14705
ko:K14234	kpb:FH42_18145
ko:K01977	kpb:FH42_10680
ko:K01977	kpb:FH42_17155
ko:K01977	kpb:FH42_18090
ko:K01977	kpb:FH42_17645
ko:K01977	kpb:FH42_21920
ko:K01977	kpb:FH42_14720
ko:K01977	kpb:FH42_18310
ko:K01977	kpb:FH42_20170
ko:K18698	kpb:FH42_25780
ko:K14224	kpb:FH42_10675
ko:K14224	kpb:FH42_18315
ko:K14224	kpb:FH42_17160
ko:K14224	kpb:FH42_20175
ko:K14218	kpb:FH42_17655
ko:K14218	kpb:FH42_18100
ko:K14218	kpb:FH42_21930
ko:K14234	kpb:FH42_22295
