ko:K19744	paeb:NCGM1900_1111
ko:K03638	paeb:NCGM1900_1057
ko:K03750	paeb:NCGM1900_1058
ko:K18991	paeb:NCGM1900_0576
ko:K06714	paeb:NCGM1900_1388
ko:K01482	paeb:NCGM1900_1389
ko:K03758	paeb:NCGM1900_1390
ko:K14058	paeb:NCGM1900_1392
ko:K02742	paeb:NCGM1900_1395
ko:K03566	paeb:NCGM1900_1400
ko:K11103	paeb:NCGM1900_1401
ko:K07660	paeb:NCGM1900_1405
ko:K18974	paeb:NCGM1900_1409
ko:K18975	paeb:NCGM1900_1410
ko:K18782	paeb:NCGM1900_1412
ko:K07660	paeb:NCGM1900_1414
ko:K02571	paeb:NCGM1900_1416
ko:K02572	paeb:NCGM1900_1417
ko:K02570	paeb:NCGM1900_1418
ko:K02567	paeb:NCGM1900_1419
ko:K02568	paeb:NCGM1900_1420
ko:K02569	paeb:NCGM1900_1421
ko:K19246	paeb:NCGM1900_1424
ko:K02362	paeb:NCGM1900_1428
ko:K01439	paeb:NCGM1900_1431
ko:K00563	paeb:NCGM1900_1432
ko:K03704	paeb:NCGM1900_1434
ko:K07639	paeb:NCGM1900_1435
ko:K07661	paeb:NCGM1900_1436
ko:K07044	paeb:NCGM1900_1897
ko:K00066	paeb:NCGM1900_2744
ko:K09861	paeb:NCGM1900_2745
ko:K02010	paeb:NCGM1900_2746
ko:K00611	paeb:NCGM1900_2747
ko:K12685	paeb:NCGM1900_2749
ko:K07390	paeb:NCGM1900_2751
ko:K03594	paeb:NCGM1900_2753
ko:K02192	paeb:NCGM1900_2754
ko:K03386	paeb:NCGM1900_2755
ko:K03683	paeb:NCGM1900_2756
ko:K01465	paeb:NCGM1900_2757
ko:K01940	paeb:NCGM1900_2759
ko:K01759	paeb:NCGM1900_2760
ko:K07213	paeb:NCGM1900_2764
ko:K01756	paeb:NCGM1900_2767
ko:K01756	paeb:NCGM1900_2769
ko:K10773	paeb:NCGM1900_2772
ko:K03613	paeb:NCGM1900_2773
ko:K03612	paeb:NCGM1900_2774
ko:K03614	paeb:NCGM1900_2775
ko:K03615	paeb:NCGM1900_2776
ko:K03616	paeb:NCGM1900_2777
ko:K03617	paeb:NCGM1900_2778
ko:K11904	paeb:NCGM1900_2781
ko:K01874	paeb:NCGM1900_2786
ko:K03593	paeb:NCGM1900_2787
ko:K01494	paeb:NCGM1900_2788
ko:K18100	paeb:NCGM1900_2789
ko:K18101	paeb:NCGM1900_2790
ko:K01713	paeb:NCGM1900_2793
ko:K07733	paeb:NCGM1900_3585
ko:K03088	paeb:NCGM1900_3595
ko:K06445	paeb:NCGM1900_3599
ko:K01990	paeb:NCGM1900_3602
ko:K01992	paeb:NCGM1900_3603
ko:K07644	paeb:NCGM1900_3604
ko:K07665	paeb:NCGM1900_3605
ko:K06879	paeb:NCGM1900_3608
ko:K07107	paeb:NCGM1900_3613
ko:K04754	paeb:NCGM1900_3614
ko:K00616	paeb:NCGM1900_3618
ko:K05539	paeb:NCGM1900_3619
ko:K01295	paeb:NCGM1900_3629
ko:K07727	paeb:NCGM1900_3631
ko:K01725	paeb:NCGM1900_4431
ko:K03088	paeb:NCGM1900_4433
ko:K08998	paeb:NCGM1900_4439
ko:K06177	paeb:NCGM1900_4442
ko:K07862	paeb:NCGM1900_4443
ko:K14052	paeb:NCGM1900_4446
ko:K01915	paeb:NCGM1900_4447
ko:K01652	paeb:NCGM1900_4450
ko:K15256	paeb:NCGM1900_4451
ko:K05800	paeb:NCGM1900_4458
ko:K14347	paeb:NCGM1900_4460
ko:K00383	paeb:NCGM1900_4461
ko:K00963	paeb:NCGM1900_4463
ko:K00012	paeb:NCGM1900_4464
ko:K18129	paeb:NCGM1900_4466
ko:K18094	paeb:NCGM1900_4467
ko:K18095	paeb:NCGM1900_4468
ko:K00253	paeb:NCGM1900_4472
ko:K01969	paeb:NCGM1900_4473
ko:K13766	paeb:NCGM1900_4474
ko:K01968	paeb:NCGM1900_4475
ko:K01640	paeb:NCGM1900_4476
ko:K00451	paeb:NCGM1900_4478
ko:K01555	paeb:NCGM1900_4479
ko:K08195	paeb:NCGM1900_4481
ko:K01354	paeb:NCGM1900_5269
ko:K03100	paeb:NCGM1900_5270
ko:K16087	paeb:NCGM1900_5271
ko:K07165	paeb:NCGM1900_5272
ko:K03088	paeb:NCGM1900_5273
ko:K09160	paeb:NCGM1900_5274
ko:K09902	paeb:NCGM1900_5278
ko:K03684	paeb:NCGM1900_5279
ko:K01011	paeb:NCGM1900_5282
ko:K06076	paeb:NCGM1900_5286
ko:K00432	paeb:NCGM1900_5287
ko:K08167	paeb:NCGM1900_5292
ko:K02233	paeb:NCGM1900_5293
ko:K02226	paeb:NCGM1900_5294
ko:K00768	paeb:NCGM1900_5295
ko:K02231	paeb:NCGM1900_5296
ko:K02232	paeb:NCGM1900_5297
ko:K02225	paeb:NCGM1900_5298
ko:K02227	paeb:NCGM1900_5299
ko:K04719	paeb:NCGM1900_5300
ko:K02224	paeb:NCGM1900_5301
ko:K19221	paeb:NCGM1900_5302
ko:K16092	paeb:NCGM1900_5303
ko:K13069	paeb:NCGM1900_6102
ko:K09927	paeb:NCGM1900_6104
ko:K08364	paeb:NCGM1900_6110
ko:K08363	paeb:NCGM1900_6111
ko:K07075	paeb:NCGM1900_6119
ko:K01993	paeb:NCGM1900_6124
ko:K07391	paeb:NCGM1900_6131
ko:K02168	paeb:NCGM1900_6132
ko:K03327	paeb:NCGM1900_6135
ko:K03656	paeb:NCGM1900_6136
ko:K00156	paeb:NCGM1900_6137
ko:K03816	paeb:NCGM1900_6138
ko:K01775	paeb:NCGM1900_6142
ko:K00285	paeb:NCGM1900_6144
ko:K09978	paeb:NCGM1900_6145
ko:K03719	paeb:NCGM1900_6148
ko:K08303	paeb:NCGM1900_1059
ko:K01113	paeb:NCGM1900_1062
ko:K07004	paeb:NCGM1900_1063
ko:K03885	paeb:NCGM1900_2373
ko:K06916	paeb:NCGM1900_2374
ko:K03695	paeb:NCGM1900_2380
ko:K05810	paeb:NCGM1900_2381
ko:K06180	paeb:NCGM1900_2382
ko:K05807	paeb:NCGM1900_2383
ko:K06950	paeb:NCGM1900_2384
ko:K02668	paeb:NCGM1900_2385
ko:K02667	paeb:NCGM1900_2386
ko:K03153	paeb:NCGM1900_2387
ko:K02671	paeb:NCGM1900_2389
ko:K02672	paeb:NCGM1900_2390
ko:K02673	paeb:NCGM1900_2391
ko:K02674	paeb:NCGM1900_2392
ko:K02655	paeb:NCGM1900_2394
ko:K03527	paeb:NCGM1900_2395
ko:K03774	paeb:NCGM1900_2396
ko:K03101	paeb:NCGM1900_2397
ko:K01870	paeb:NCGM1900_2398
ko:K11753	paeb:NCGM1900_2399
ko:K03980	paeb:NCGM1900_2400
ko:K02968	paeb:NCGM1900_2401
ko:K05805	paeb:NCGM1900_2402
ko:K00931	paeb:NCGM1900_2403
ko:K03979	paeb:NCGM1900_2404
ko:K02899	paeb:NCGM1900_2405
ko:K02888	paeb:NCGM1900_2406
ko:K02523	paeb:NCGM1900_2407
ko:K03773	paeb:NCGM1900_2410
ko:K14414	paeb:NCGM1900_2419
ko:K14415	paeb:NCGM1900_2423
ko:K07074	paeb:NCGM1900_2424
ko:K09916	paeb:NCGM1900_3217
ko:K01256	paeb:NCGM1900_3219
ko:K07003	paeb:NCGM1900_3224
ko:K07114	paeb:NCGM1900_3230
ko:K07114	paeb:NCGM1900_3231
ko:K03924	paeb:NCGM1900_3234
ko:K15371	paeb:NCGM1900_3236
ko:K00254	paeb:NCGM1900_3251
ko:K12297	paeb:NCGM1900_3253
ko:K07259	paeb:NCGM1900_3254
ko:K09923	paeb:NCGM1900_3255
ko:K07690	paeb:NCGM1900_3256
ko:K01129	paeb:NCGM1900_3258
ko:K03320	paeb:NCGM1900_3263
ko:K07006	paeb:NCGM1900_3266
ko:K00799	paeb:NCGM1900_3267
ko:K03088	paeb:NCGM1900_4062
ko:K02014	paeb:NCGM1900_4064
ko:K07326	paeb:NCGM1900_4067
ko:K15125	paeb:NCGM1900_4068
ko:K15125	paeb:NCGM1900_4069
ko:K07214	paeb:NCGM1900_4076
ko:K02437	paeb:NCGM1900_4081
ko:K00281	paeb:NCGM1900_4082
ko:K00600	paeb:NCGM1900_4084
ko:K01752	paeb:NCGM1900_4085
ko:K00605	paeb:NCGM1900_4086
ko:K04087	paeb:NCGM1900_4090
ko:K03088	paeb:NCGM1900_4103
ko:K06911	paeb:NCGM1900_4112
ko:K01194	paeb:NCGM1900_4114
ko:K11914	paeb:NCGM1900_4904
ko:K11907	paeb:NCGM1900_4905
ko:K11895	paeb:NCGM1900_4906
ko:K11896	paeb:NCGM1900_4907
ko:K11905	paeb:NCGM1900_4908
ko:K11900	paeb:NCGM1900_4909
ko:K11901	paeb:NCGM1900_4910
ko:K11910	paeb:NCGM1900_4911
ko:K11903	paeb:NCGM1900_4912
ko:K11904	paeb:NCGM1900_4913
ko:K00799	paeb:NCGM1900_4917
ko:K05782	paeb:NCGM1900_4921
ko:K03453	paeb:NCGM1900_4922
ko:K03406	paeb:NCGM1900_4927
ko:K06917	paeb:NCGM1900_4931
ko:K01008	paeb:NCGM1900_4932
ko:K07001	paeb:NCGM1900_4934
ko:K01425	paeb:NCGM1900_4936
ko:K07667	paeb:NCGM1900_4937
ko:K07646	paeb:NCGM1900_4938
ko:K01548	paeb:NCGM1900_4939
ko:K01547	paeb:NCGM1900_4940
ko:K01546	paeb:NCGM1900_4941
ko:K01545	paeb:NCGM1900_4942
ko:K06446	paeb:NCGM1900_4943
ko:K00074	paeb:NCGM1900_4946
ko:K03449	paeb:NCGM1900_4948
ko:K02527	paeb:NCGM1900_5740
ko:K03297	paeb:NCGM1900_5742
ko:K03272	paeb:NCGM1900_5748
ko:K11085	paeb:NCGM1900_5749
ko:K12988	paeb:NCGM1900_5752
ko:K00612	paeb:NCGM1900_5757
ko:K02848	paeb:NCGM1900_5761
ko:K02844	paeb:NCGM1900_5762
ko:K02841	paeb:NCGM1900_5763
ko:K02843	paeb:NCGM1900_5764
ko:K00826	paeb:NCGM1900_5765
ko:K00982	paeb:NCGM1900_5766
ko:K00163	paeb:NCGM1900_5767
ko:K00627	paeb:NCGM1900_5769
ko:K07304	paeb:NCGM1900_5772
ko:K07115	paeb:NCGM1900_5773
ko:K11105	paeb:NCGM1900_5776
ko:K05802	paeb:NCGM1900_5777
ko:K07090	paeb:NCGM1900_5779
ko:K01740	paeb:NCGM1900_5780
ko:K03496	paeb:NCGM1900_5783
ko:K08224	paeb:NCGM1900_5785
ko:K00274	paeb:NCGM1900_0429
ko:K03585	paeb:NCGM1900_0433
ko:K18138	paeb:NCGM1900_0434
ko:K18139	paeb:NCGM1900_0435
ko:K11927	paeb:NCGM1900_0436
ko:K00297	paeb:NCGM1900_0438
ko:K01251	paeb:NCGM1900_0440
ko:K02014	paeb:NCGM1900_0443
ko:K01485	paeb:NCGM1900_0446
ko:K10974	paeb:NCGM1900_0447
ko:K17723	paeb:NCGM1900_0449
ko:K01464	paeb:NCGM1900_0451
ko:K03457	paeb:NCGM1900_0453
ko:K06016	paeb:NCGM1900_0454
ko:K00252	paeb:NCGM1900_0456
ko:K03306	paeb:NCGM1900_0459
ko:K07403	paeb:NCGM1900_0460
ko:K02030	paeb:NCGM1900_0462
ko:K05591	paeb:NCGM1900_0464
ko:K03704	paeb:NCGM1900_0465
ko:K03696	paeb:NCGM1900_0469
ko:K07663	paeb:NCGM1900_0473
ko:K07641	paeb:NCGM1900_0474
ko:K06143	paeb:NCGM1900_0475
ko:K18235	paeb:NCGM1900_0479
ko:K12658	paeb:NCGM1900_1307
ko:K02030	paeb:NCGM1900_1316
ko:K02029	paeb:NCGM1900_1318
ko:K02029	paeb:NCGM1900_1319
ko:K02028	paeb:NCGM1900_1320
ko:K03406	paeb:NCGM1900_1325
ko:K12538	paeb:NCGM1900_1330
ko:K07184	paeb:NCGM1900_0802
ko:K00004	paeb:NCGM1900_0803
ko:K00627	paeb:NCGM1900_0804
ko:K03366	paeb:NCGM1900_0808
ko:K12340	paeb:NCGM1900_0813
ko:K13409	paeb:NCGM1900_0814
ko:K13408	paeb:NCGM1900_0815
ko:K01866	paeb:NCGM1900_0820
ko:K07552	paeb:NCGM1900_0822
ko:K00404	paeb:NCGM1900_0826
ko:K00381	paeb:NCGM1900_0830
ko:K02510	paeb:NCGM1900_0832
ko:K02509	paeb:NCGM1900_0833
ko:K01826	paeb:NCGM1900_0835
ko:K00455	paeb:NCGM1900_0836
ko:K00151	paeb:NCGM1900_0837
ko:K05921	paeb:NCGM1900_0838
ko:K05921	paeb:NCGM1900_0839
ko:K02508	paeb:NCGM1900_0840
ko:K06966	paeb:NCGM1900_0845
ko:K00657	paeb:NCGM1900_0846
ko:K08159	paeb:NCGM1900_0847
ko:K17850	paeb:NCGM1900_0852
ko:K07287	paeb:NCGM1900_1657
ko:K01714	paeb:NCGM1900_1658
ko:K03567	paeb:NCGM1900_1659
ko:K03564	paeb:NCGM1900_1660
ko:K03548	paeb:NCGM1900_1661
ko:K03517	paeb:NCGM1900_1664
ko:K01658	paeb:NCGM1900_1666
ko:K01657	paeb:NCGM1900_1667
ko:K00567	paeb:NCGM1900_1673
ko:K07347	paeb:NCGM1900_1674
ko:K15549	paeb:NCGM1900_1685
ko:K15547	paeb:NCGM1900_1686
ko:K03543	paeb:NCGM1900_1691
ko:K06911	paeb:NCGM1900_1693
ko:K03781	paeb:NCGM1900_1695
ko:K07481	paeb:NCGM1900_1696
ko:K01426	paeb:NCGM1900_2170
ko:K07490	paeb:NCGM1900_2185
ko:K04759	paeb:NCGM1900_2186
ko:K04758	paeb:NCGM1900_2187
ko:K05596	paeb:NCGM1900_2192
ko:K09964	paeb:NCGM1900_2193
ko:K06895	paeb:NCGM1900_2194
ko:K04564	paeb:NCGM1900_2195
ko:K03744	paeb:NCGM1900_2198
ko:K07231	paeb:NCGM1900_2199
ko:K07338	paeb:NCGM1900_2201
ko:K09947	paeb:NCGM1900_2202
ko:K03585	paeb:NCGM1900_2203
ko:K18138	paeb:NCGM1900_2204
ko:K00763	paeb:NCGM1900_2205
ko:K06199	paeb:NCGM1900_2212
ko:K04077	paeb:NCGM1900_2214
ko:K04078	paeb:NCGM1900_2215
ko:K07113	paeb:NCGM1900_2216
ko:K07226	paeb:NCGM1900_2217
ko:K00059	paeb:NCGM1900_2218
ko:K09771	paeb:NCGM1900_3007
ko:K03724	paeb:NCGM1900_3010
ko:K16091	paeb:NCGM1900_3014
ko:K03704	paeb:NCGM1900_3016
ko:K11741	paeb:NCGM1900_3017
ko:K03453	paeb:NCGM1900_3018
ko:K03554	paeb:NCGM1900_3019
ko:K03773	paeb:NCGM1900_3022
ko:K03797	paeb:NCGM1900_3029
ko:K02052	paeb:NCGM1900_3032
ko:K02053	paeb:NCGM1900_3033
ko:K02054	paeb:NCGM1900_3034
ko:K02055	paeb:NCGM1900_3036
ko:K03817	paeb:NCGM1900_3038
ko:K01267	paeb:NCGM1900_3039
ko:K06177	paeb:NCGM1900_3040
ko:K03608	paeb:NCGM1900_3041
ko:K03609	paeb:NCGM1900_3042
ko:K12537	paeb:NCGM1900_1331
ko:K12536	paeb:NCGM1900_1332
ko:K07678	paeb:NCGM1900_1790
ko:K03778	paeb:NCGM1900_1791
ko:K03668	paeb:NCGM1900_1793
ko:K07014	paeb:NCGM1900_1794
ko:K02346	paeb:NCGM1900_1795
ko:K14205	paeb:NCGM1900_1799
ko:K12262	paeb:NCGM1900_1801
ko:K03549	paeb:NCGM1900_1802
ko:K14441	paeb:NCGM1900_1804
ko:K06213	paeb:NCGM1900_1807
ko:K03563	paeb:NCGM1900_1817
ko:K00928	paeb:NCGM1900_1818
ko:K01872	paeb:NCGM1900_1819
ko:K01620	paeb:NCGM1900_1820
ko:K05526	paeb:NCGM1900_1821
ko:K01484	paeb:NCGM1900_1823
ko:K06447	paeb:NCGM1900_1824
ko:K00673	paeb:NCGM1900_1825
ko:K00673	paeb:NCGM1900_1826
ko:K10025	paeb:NCGM1900_1830
ko:K06987	paeb:NCGM1900_1831
ko:K10023	paeb:NCGM1900_1832
ko:K10022	paeb:NCGM1900_1834
ko:K01895	paeb:NCGM1900_1835
ko:K11689	paeb:NCGM1900_1837
ko:K11688	paeb:NCGM1900_1838
ko:K18292	paeb:NCGM1900_1839
ko:K18289	paeb:NCGM1900_1840
ko:K01937	paeb:NCGM1900_2639
ko:K01627	paeb:NCGM1900_2640
ko:K01689	paeb:NCGM1900_2641
ko:K05589	paeb:NCGM1900_2642
ko:K00991	paeb:NCGM1900_2643
ko:K07112	paeb:NCGM1900_2645
ko:K00121	paeb:NCGM1900_2647
ko:K01070	paeb:NCGM1900_2648
ko:K01770	paeb:NCGM1900_2649
ko:K06176	paeb:NCGM1900_2650
ko:K03787	paeb:NCGM1900_2651
ko:K00573	paeb:NCGM1900_2652
ko:K06194	paeb:NCGM1900_2653
ko:K03087	paeb:NCGM1900_2654
ko:K05524	paeb:NCGM1900_2655
ko:K03555	paeb:NCGM1900_2656
ko:K03743	paeb:NCGM1900_2659
ko:K03565	paeb:NCGM1900_2661
ko:K06966	paeb:NCGM1900_2662
ko:K07576	paeb:NCGM1900_2663
ko:K09954	paeb:NCGM1900_2665
ko:K11069	paeb:NCGM1900_2667
ko:K11070	paeb:NCGM1900_2668
ko:K11071	paeb:NCGM1900_2669
ko:K11072	paeb:NCGM1900_2670
ko:K05812	paeb:NCGM1900_2671
ko:K00901	paeb:NCGM1900_2674
ko:K02909	paeb:NCGM1900_2676
ko:K02919	paeb:NCGM1900_2677
ko:K10778	paeb:NCGM1900_2681
ko:K00074	paeb:NCGM1900_2688
ko:K00626	paeb:NCGM1900_2689
ko:K03543	paeb:NCGM1900_3480
ko:K00569	paeb:NCGM1900_3484
ko:K03799	paeb:NCGM1900_3486
ko:K14260	paeb:NCGM1900_3489
ko:K07305	paeb:NCGM1900_3490
ko:K00432	paeb:NCGM1900_3491
ko:K06923	paeb:NCGM1900_3494
ko:K07223	paeb:NCGM1900_3502
ko:K00148	paeb:NCGM1900_3506
ko:K03702	paeb:NCGM1900_3509
ko:K00121	paeb:NCGM1900_3514
ko:K01070	paeb:NCGM1900_3517
ko:K03885	paeb:NCGM1900_3518
ko:K07478	paeb:NCGM1900_3519
ko:K03701	paeb:NCGM1900_3521
ko:K03630	paeb:NCGM1900_3531
ko:K07027	paeb:NCGM1900_4326
ko:K00700	paeb:NCGM1900_4327
ko:K05343	paeb:NCGM1900_4328
ko:K16147	paeb:NCGM1900_4329
ko:K10979	paeb:NCGM1900_4330
ko:K07507	paeb:NCGM1900_4332
ko:K03781	paeb:NCGM1900_4334
ko:K00688	paeb:NCGM1900_4338
ko:K01971	paeb:NCGM1900_4345
ko:K08995	paeb:NCGM1900_4350
ko:K07347	paeb:NCGM1900_4354
ko:K07346	paeb:NCGM1900_4355
ko:K07345	paeb:NCGM1900_4356
ko:K10778	paeb:NCGM1900_4369
ko:K07160	paeb:NCGM1900_4376
ko:K03406	paeb:NCGM1900_5163
ko:K12255	paeb:NCGM1900_5165
ko:K03307	paeb:NCGM1900_5168
ko:K01652	paeb:NCGM1900_5169
ko:K11073	paeb:NCGM1900_5176
ko:K06969	paeb:NCGM1900_5180
ko:K03825	paeb:NCGM1900_5197
ko:K00906	paeb:NCGM1900_5198
ko:K03473	paeb:NCGM1900_5199
ko:K09458	paeb:NCGM1900_5201
ko:K02014	paeb:NCGM1900_5206
ko:K03088	paeb:NCGM1900_5208
ko:K03327	paeb:NCGM1900_5210
ko:K11939	paeb:NCGM1900_5211
ko:K07659	paeb:NCGM1900_5996
ko:K06959	paeb:NCGM1900_5997
ko:K02614	paeb:NCGM1900_5998
ko:K01919	paeb:NCGM1900_5999
ko:K14682	paeb:NCGM1900_6000
ko:K05595	paeb:NCGM1900_6001
ko:K01438	paeb:NCGM1900_6002
ko:K03306	paeb:NCGM1900_6003
ko:K07220	paeb:NCGM1900_6004
ko:K02454	paeb:NCGM1900_6006
ko:K07340	paeb:NCGM1900_6007
ko:K00281	paeb:NCGM1900_6009
ko:K02437	paeb:NCGM1900_6010
ko:K00605	paeb:NCGM1900_6011
ko:K02011	paeb:NCGM1900_6012
ko:K02012	paeb:NCGM1900_6013
ko:K18800	paeb:NCGM1900_6017
ko:K03185	paeb:NCGM1900_6019
ko:K01262	paeb:NCGM1900_6020
ko:K09895	paeb:NCGM1900_6021
ko:K09892	paeb:NCGM1900_6022
ko:K09888	paeb:NCGM1900_6023
ko:K01934	paeb:NCGM1900_6024
ko:K13926	paeb:NCGM1900_6028
ko:K01993	paeb:NCGM1900_6029
ko:K02415	paeb:NCGM1900_6030
ko:K02445	paeb:NCGM1900_6032
ko:K00523	paeb:NCGM1900_6033
ko:K03182	paeb:NCGM1900_6034
ko:K03628	paeb:NCGM1900_6036
ko:K03671	paeb:NCGM1900_6038
ko:K01524	paeb:NCGM1900_6039
ko:K00937	paeb:NCGM1900_6040
ko:K01698	paeb:NCGM1900_6041
ko:K09768	paeb:NCGM1900_6045
ko:K07243	paeb:NCGM1900_6046
ko:K03610	paeb:NCGM1900_3043
ko:K02517	paeb:NCGM1900_3044
ko:K07001	paeb:NCGM1900_3045
ko:K06911	paeb:NCGM1900_3046
ko:K06911	paeb:NCGM1900_3051
ko:K04754	paeb:NCGM1900_3052
ko:K02002	paeb:NCGM1900_3056
ko:K14393	paeb:NCGM1900_3058
ko:K03406	paeb:NCGM1900_3858
ko:K07084	paeb:NCGM1900_3860
ko:K03406	paeb:NCGM1900_3861
ko:K00343	paeb:NCGM1900_3864
ko:K00342	paeb:NCGM1900_3865
ko:K00341	paeb:NCGM1900_3866
ko:K00340	paeb:NCGM1900_3867
ko:K00339	paeb:NCGM1900_3868
ko:K00338	paeb:NCGM1900_3869
ko:K00337	paeb:NCGM1900_3870
ko:K00336	paeb:NCGM1900_3871
ko:K00335	paeb:NCGM1900_3872
ko:K00334	paeb:NCGM1900_3873
ko:K13378	paeb:NCGM1900_3874
ko:K00331	paeb:NCGM1900_3875
ko:K00330	paeb:NCGM1900_3876
ko:K07093	paeb:NCGM1900_3878
ko:K01637	paeb:NCGM1900_3879
ko:K18850	paeb:NCGM1900_3883
ko:K01756	paeb:NCGM1900_3884
ko:K07153	paeb:NCGM1900_3886
ko:K00566	paeb:NCGM1900_3887
ko:K00031	paeb:NCGM1900_3889
ko:K00031	paeb:NCGM1900_3890
ko:K03704	paeb:NCGM1900_3891
ko:K06891	paeb:NCGM1900_3892
ko:K03694	paeb:NCGM1900_3893
ko:K02518	paeb:NCGM1900_3894
ko:K00684	paeb:NCGM1900_3896
ko:K00384	paeb:NCGM1900_3897
ko:K03466	paeb:NCGM1900_3899
ko:K03634	paeb:NCGM1900_3900
ko:K07478	paeb:NCGM1900_3901
ko:K01875	paeb:NCGM1900_3902
ko:K03770	paeb:NCGM1900_4693
ko:K03530	paeb:NCGM1900_4695
ko:K01338	paeb:NCGM1900_4696
ko:K03544	paeb:NCGM1900_4697
ko:K01358	paeb:NCGM1900_4698
ko:K03545	paeb:NCGM1900_4699
ko:K18073	paeb:NCGM1900_4701
ko:K18072	paeb:NCGM1900_4702
ko:K03833	paeb:NCGM1900_5543
ko:K01042	paeb:NCGM1900_5544
ko:K02380	paeb:NCGM1900_5545
ko:K00127	paeb:NCGM1900_5546
ko:K00124	paeb:NCGM1900_5547
ko:K00123	paeb:NCGM1900_5548
ko:K00219	paeb:NCGM1900_5551
ko:K09936	paeb:NCGM1900_5552
ko:K06940	paeb:NCGM1900_5554
ko:K03327	paeb:NCGM1900_5558
ko:K03324	paeb:NCGM1900_5560
ko:K01531	paeb:NCGM1900_5563
ko:K00675	paeb:NCGM1900_5565
ko:K08983	paeb:NCGM1900_5566
ko:K00382	paeb:NCGM1900_5567
ko:K07124	paeb:NCGM1900_5570
ko:K11068	paeb:NCGM1900_5571
ko:K02014	paeb:NCGM1900_5575
ko:K01585	paeb:NCGM1900_5577
ko:K03113	paeb:NCGM1900_5578
ko:K02072	paeb:NCGM1900_6363
ko:K02073	paeb:NCGM1900_6364
ko:K01915	paeb:NCGM1900_6367
ko:K10126	paeb:NCGM1900_6370
ko:K10125	paeb:NCGM1900_6371
ko:K18973	paeb:NCGM1900_6373
ko:K00868	paeb:NCGM1900_6375
ko:K03455	paeb:NCGM1900_6377
ko:K01915	paeb:NCGM1900_6381
ko:K01845	paeb:NCGM1900_6382
ko:K00059	paeb:NCGM1900_6383
ko:K03455	paeb:NCGM1900_6389
ko:K03761	paeb:NCGM1900_6390
ko:K03832	paeb:NCGM1900_6392
ko:K01448	paeb:NCGM1900_6398
ko:K09007	paeb:NCGM1900_6399
ko:K01465	paeb:NCGM1900_6401
ko:K07080	paeb:NCGM1900_6406
ko:K00574	paeb:NCGM1900_6407
ko:K03726	paeb:NCGM1900_6411
ko:K07483	paeb:NCGM1900_6412
ko:K00820	paeb:NCGM1900_6415
ko:K09983	paeb:NCGM1900_0055
ko:K07396	paeb:NCGM1900_0058
ko:K04063	paeb:NCGM1900_0059
ko:K01414	paeb:NCGM1900_0064
ko:K07070	paeb:NCGM1900_0065
ko:K02004	paeb:NCGM1900_0069
ko:K02003	paeb:NCGM1900_0070
ko:K11912	paeb:NCGM1900_0071
ko:K11890	paeb:NCGM1900_0073
ko:K11891	paeb:NCGM1900_0074
ko:K11892	paeb:NCGM1900_0075
ko:K11893	paeb:NCGM1900_0076
ko:K11906	paeb:NCGM1900_0077
ko:K11913	paeb:NCGM1900_0078
ko:K11902	paeb:NCGM1900_0079
ko:K11901	paeb:NCGM1900_0080
ko:K11900	paeb:NCGM1900_0081
ko:K11903	paeb:NCGM1900_0082
ko:K11898	paeb:NCGM1900_0083
ko:K11897	paeb:NCGM1900_0084
ko:K11896	paeb:NCGM1900_0085
ko:K11895	paeb:NCGM1900_0086
ko:K11907	paeb:NCGM1900_0087
ko:K11904	paeb:NCGM1900_0089
ko:K00647	paeb:NCGM1900_0092
ko:K01673	paeb:NCGM1900_0096
ko:K02275	paeb:NCGM1900_0098
ko:K02274	paeb:NCGM1900_0099
ko:K02258	paeb:NCGM1900_0100
ko:K02276	paeb:NCGM1900_0101
ko:K02259	paeb:NCGM1900_0104
ko:K07152	paeb:NCGM1900_0106
ko:K02348	paeb:NCGM1900_0107
ko:K14652	paeb:NCGM1900_0907
ko:K00794	paeb:NCGM1900_0908
ko:K03625	paeb:NCGM1900_0909
ko:K00946	paeb:NCGM1900_0910
ko:K01095	paeb:NCGM1900_0911
ko:K06985	paeb:NCGM1900_0913
ko:K01497	paeb:NCGM1900_0914
ko:K06858	paeb:NCGM1900_0916
ko:K01662	paeb:NCGM1900_0917
ko:K13789	paeb:NCGM1900_0918
ko:K03602	paeb:NCGM1900_0919
ko:K01992	paeb:NCGM1900_0923
ko:K01990	paeb:NCGM1900_0924
ko:K06188	paeb:NCGM1900_0927
ko:K01507	paeb:NCGM1900_0930
ko:K09933	paeb:NCGM1900_0931
ko:K03975	paeb:NCGM1900_0932
ko:K02030	paeb:NCGM1900_0935
ko:K03736	paeb:NCGM1900_0937
ko:K03735	paeb:NCGM1900_0938
ko:K00138	paeb:NCGM1900_0941
ko:K02558	paeb:NCGM1900_0943
ko:K03186	paeb:NCGM1900_0944
ko:K07157	paeb:NCGM1900_0951
ko:K03652	paeb:NCGM1900_0953
ko:K00147	paeb:NCGM1900_0956
ko:K00969	paeb:NCGM1900_0957
ko:K09710	paeb:NCGM1900_0958
ko:K00783	paeb:NCGM1900_0959
ko:K01867	paeb:NCGM1900_2269
ko:K07018	paeb:NCGM1900_2270
ko:K09908	paeb:NCGM1900_2271
ko:K00955	paeb:NCGM1900_2272
ko:K00957	paeb:NCGM1900_2273
ko:K08305	paeb:NCGM1900_2274
