ko:K19744	paei:N296_3988
ko:K01915	paei:N296_5709
ko:K01845	paei:N296_5710
ko:K00059	paei:N296_5711
ko:K03455	paei:N296_5716
ko:K03832	paei:N296_5718
ko:K06204	paei:N296_5723
ko:K01448	paei:N296_5724
ko:K02380	paei:N296_4976
ko:K00127	paei:N296_4977
ko:K00124	paei:N296_4978
ko:K00123	paei:N296_4979
ko:K00123	paei:N296_4980
ko:K00219	paei:N296_4982
ko:K09936	paei:N296_4983
ko:K06940	paei:N296_4985
ko:K03327	paei:N296_4990
ko:K03324	paei:N296_4991
ko:K01531	paei:N296_4994
ko:K00675	paei:N296_4996
ko:K08983	paei:N296_4997
ko:K00382	paei:N296_4998
ko:K03412	paei:N296_178
ko:K03411	paei:N296_179
ko:K00575	paei:N296_180
ko:K03406	paei:N296_181
ko:K03408	paei:N296_182
ko:K03407	paei:N296_183
ko:K03413	paei:N296_184
ko:K03406	paei:N296_185
ko:K00059	paei:N296_187
ko:K01130	paei:N296_188
ko:K15555	paei:N296_189
ko:K15554	paei:N296_190
ko:K15553	paei:N296_191
ko:K07088	paei:N296_193
ko:K02014	paei:N296_197
ko:K00324	paei:N296_200
ko:K00324	paei:N296_201
ko:K00325	paei:N296_202
ko:K03832	paei:N296_203
ko:K03561	paei:N296_204
ko:K03560	paei:N296_205
ko:K07002	paei:N296_207
ko:K01426	paei:N296_208
ko:K11069	paei:N296_209
ko:K11070	paei:N296_210
ko:K11071	paei:N296_211
ko:K11072	paei:N296_212
ko:K13929	paei:N296_214
ko:K13930	paei:N296_215
ko:K00563	paei:N296_1199
ko:K01439	paei:N296_1200
ko:K02362	paei:N296_1202
ko:K02569	paei:N296_1210
ko:K02568	paei:N296_1211
ko:K10439	paei:N296_2008
ko:K10441	paei:N296_2009
ko:K10440	paei:N296_2010
ko:K02529	paei:N296_2011
ko:K00852	paei:N296_2012
ko:K03811	paei:N296_2020
ko:K06153	paei:N296_2021
ko:K01118	paei:N296_2024
ko:K01826	paei:N296_2028
ko:K03311	paei:N296_2033
ko:K03760	paei:N296_2034
ko:K00138	paei:N296_2047
ko:K06135	paei:N296_2048
ko:K06136	paei:N296_2049
ko:K06137	paei:N296_2050
ko:K06138	paei:N296_2051
ko:K06139	paei:N296_2052
ko:K08276	paei:N296_2848
ko:K06995	paei:N296_2855
ko:K07223	paei:N296_2860
ko:K03574	paei:N296_2865
ko:K09471	paei:N296_2875
ko:K07727	paei:N296_2884
ko:K01295	paei:N296_2886
ko:K05539	paei:N296_2895
ko:K00616	paei:N296_2896
ko:K02768	paei:N296_3685
ko:K08483	paei:N296_3685
ko:K11183	paei:N296_3685
ko:K03435	paei:N296_3686
ko:K03424	paei:N296_3687
ko:K01908	paei:N296_3692
ko:K00140	paei:N296_3694
ko:K07552	paei:N296_3697
ko:K07213	paei:N296_3698
ko:K00864	paei:N296_3703
ko:K02440	paei:N296_3705
ko:K00864	paei:N296_3706
ko:K02444	paei:N296_3707
ko:K00111	paei:N296_3708
ko:K02442	paei:N296_3709
ko:K03576	paei:N296_3711
ko:K00626	paei:N296_3713
ko:K00074	paei:N296_3714
ko:K10778	paei:N296_3719
ko:K02919	paei:N296_3724
ko:K02909	paei:N296_3725
ko:K00901	paei:N296_3727
ko:K05812	paei:N296_3730
ko:K11072	paei:N296_3731
ko:K11071	paei:N296_3732
ko:K11070	paei:N296_3733
ko:K11069	paei:N296_3734
ko:K06199	paei:N296_4528
ko:K04077	paei:N296_4530
ko:K04078	paei:N296_4531
ko:K07113	paei:N296_4532
ko:K07226	paei:N296_4533
ko:K00059	paei:N296_4534
ko:K07443	paei:N296_4537
ko:K08218	paei:N296_4538
ko:K03442	paei:N296_4539
ko:K09767	paei:N296_4540
ko:K00077	paei:N296_4542
ko:K00798	paei:N296_4544
ko:K03574	paei:N296_4545
ko:K00620	paei:N296_4547
ko:K03070	paei:N296_4548
ko:K02535	paei:N296_4551
ko:K03531	paei:N296_4552
ko:K03590	paei:N296_4553
ko:K03589	paei:N296_4554
ko:K01921	paei:N296_4555
ko:K01924	paei:N296_4556
ko:K02563	paei:N296_4557
ko:K03588	paei:N296_4558
ko:K01925	paei:N296_4559
ko:K01000	paei:N296_4560
ko:K01929	paei:N296_4561
ko:K01928	paei:N296_4562
ko:K03587	paei:N296_4563
ko:K03586	paei:N296_4564
ko:K03438	paei:N296_4565
ko:K03925	paei:N296_4566
ko:K07056	paei:N296_4567
ko:K07121	paei:N296_4568
ko:K07460	paei:N296_4569
ko:K03271	paei:N296_4570
ko:K03600	paei:N296_4572
ko:K03599	paei:N296_4573
ko:K00413	paei:N296_4574
ko:K04093	paei:N296_5363
ko:K07107	paei:N296_5362
ko:K01610	paei:N296_5370
ko:K04083	paei:N296_5371
ko:K04762	paei:N296_5373
ko:K05844	paei:N296_5375
ko:K01297	paei:N296_5376
ko:K07638	paei:N296_5377
ko:K07659	paei:N296_5378
ko:K06959	paei:N296_5379
ko:K02614	paei:N296_5380
ko:K01919	paei:N296_5381
ko:K14682	paei:N296_5382
ko:K05595	paei:N296_5384
ko:K01438	paei:N296_5383
ko:K03306	paei:N296_5385
ko:K07220	paei:N296_5386
ko:K02454	paei:N296_5388
ko:K07340	paei:N296_5389
ko:K00281	paei:N296_5391
ko:K02437	paei:N296_5392
ko:K00605	paei:N296_5393
ko:K02011	paei:N296_5394
ko:K02012	paei:N296_5395
ko:K03185	paei:N296_5401
ko:K01262	paei:N296_5402
ko:K09895	paei:N296_5403
ko:K09888	paei:N296_5405
ko:K01934	paei:N296_5406
ko:K13926	paei:N296_5410
ko:K01993	paei:N296_5411
ko:K09007	paei:N296_5726
ko:K14230	paei:N296_589
ko:K14218	paei:N296_4419
ko:K14218	paei:N296_5552
ko:K14218	paei:N296_685
ko:K14218	paei:N296_4851
ko:K01980	paei:N296_686
ko:K01980	paei:N296_5551
ko:K01980	paei:N296_4850
ko:K01980	paei:N296_4418
ko:K14233	paei:N296_934
ko:K14233	paei:N296_2683
ko:K14233	paei:N296_2955
ko:K14226	paei:N296_1846
ko:K14226	paei:N296_1848
ko:K14228	paei:N296_1847
ko:K11894	paei:N296_1711
ko:K14228	paei:N296_3950
ko:K14228	paei:N296_4912
ko:K14222	paei:N296_2659
ko:K14232	paei:N296_3138
ko:K14232	paei:N296_4689
ko:K14234	paei:N296_4411
ko:K14223	paei:N296_4825
ko:K00681	paei:N296_169
ko:K00681	paei:N296_370
ko:K00681	paei:N296_1378
ko:K19296	paei:N296_3673
ko:K14219	paei:N296_270
ko:K14229	paei:N296_1011
ko:K14229	paei:N296_4688
ko:K14228	paei:N296_5108
ko:K14228	paei:N296_5109
ko:K14225	paei:N296_2662
ko:K14225	paei:N296_2919
ko:K14225	paei:N296_2920
ko:K14218	paei:N296_3244
ko:K14218	paei:N296_3246
ko:K04065	paei:N296_4903
ko:K14219	paei:N296_935
ko:K14219	paei:N296_936
ko:K14219	paei:N296_1845
ko:K14219	paei:N296_4732
ko:K14230	paei:N296_954
ko:K14230	paei:N296_4911
ko:K14230	paei:N296_4830
ko:K01977	paei:N296_683
ko:K01977	paei:N296_4421
ko:K01977	paei:N296_5554
ko:K01977	paei:N296_4853
ko:K02664	paei:N296_5215
ko:K14227	paei:N296_4420
ko:K14227	paei:N296_684
ko:K14227	paei:N296_4852
ko:K14227	paei:N296_5553
ko:K01985	paei:N296_687
ko:K01985	paei:N296_4849
ko:K01985	paei:N296_4417
ko:K01985	paei:N296_5550
ko:K14225	paei:N296_752
ko:K14221	paei:N296_1859
ko:K14221	paei:N296_3202
ko:K14221	paei:N296_3377
ko:K14221	paei:N296_3201
ko:K14232	paei:N296_2820
ko:K14237	paei:N296_2874
ko:K14237	paei:N296_3203
ko:K14237	paei:N296_3378
ko:K14224	paei:N296_2921
ko:K14224	paei:N296_3243
ko:K14224	paei:N296_3245
ko:K14220	paei:N296_3253
ko:K14220	paei:N296_4690
ko:K14235	paei:N296_4409
ko:K14225	paei:N296_4412
ko:K13053	paei:N296_3114
ko:K07794	paei:N296_778
ko:K02663	paei:N296_5216
ko:K18131	paei:N296_435
ko:K00249	paei:N296_1225
ko:K18691	paei:N296_3888
ko:K21645	paei:N296_5614
ko:K12994	paei:N296_5636
ko:K09691	paei:N296_5638
ko:K09690	paei:N296_5639
ko:K18893	paei:N296_3340
ko:K18800	paei:N296_5399
ko:K09691	paei:N296_1427
ko:K20862	paei:N296_5461
ko:K09892	paei:N296_5404
ko:K18954	paei:N296_255
ko:K07483	paei:N296_1013
ko:K18850	paei:N296_2710
ko:K18930	paei:N296_4937
ko:K01971	paei:N296_2205
ko:K17850	paei:N296_4241
ko:K04056	paei:N296_1743
ko:K04053	paei:N296_1769
ko:K04054	paei:N296_1771
ko:K01856	paei:N296_2580
ko:K05599	paei:N296_2583
ko:K03496	paei:N296_5201
ko:K03646	paei:N296_1005
ko:K04343	paei:N296_1916
ko:K08151	paei:N296_1171
ko:K13060	paei:N296_1473
ko:K03496	paei:N296_1503
ko:K11811	paei:N296_2353
ko:K03497	paei:N296_5749
ko:K03496	paei:N296_5750
ko:K12545	paei:N296_3528
ko:K18973	paei:N296_5701
ko:K07665	paei:N296_2909
ko:K10954	paei:N296_747
ko:K19055	paei:N296_1898
ko:K07497	paei:N296_1019
ko:K03976	paei:N296_3704
ko:K09472	paei:N296_4321
ko:K18000	paei:N296_1029
ko:K18001	paei:N296_1030
ko:K18002	paei:N296_1031
ko:K18003	paei:N296_1032
ko:K18304	paei:N296_1472
ko:K00042	paei:N296_1542
ko:K18073	paei:N296_1853
ko:K03892	paei:N296_2350
ko:K11917	paei:N296_2433
ko:K02661	paei:N296_423
ko:K01872	paei:N296_2171
ko:K00130	paei:N296_5558
ko:K07215	paei:N296_691
ko:K12987	paei:N296_726
ko:K14742	paei:N296_3809
ko:K03526	paei:N296_3928
ko:K03761	paei:N296_5717
ko:K08642	paei:N296_1930
ko:K01800	paei:N296_2070
ko:K10814	paei:N296_2266
ko:K16635	paei:N296_3967
ko:K18308	paei:N296_4340
ko:K12241	paei:N296_4356
ko:K12240	paei:N296_4357
ko:K08085	paei:N296_4700
ko:K02675	paei:N296_4705
ko:K00557	paei:N296_4883
ko:K05799	paei:N296_4934
ko:K06599	paei:N296_427
ko:K04059	paei:N296_1748
ko:K04060	paei:N296_1749
ko:K04049	paei:N296_1762
ko:K04051	paei:N296_1767
ko:K04052	paei:N296_1768
ko:K07483	paei:N296_1017
ko:K01800	paei:N296_2544
ko:K00335	paei:N296_2721
ko:K00336	paei:N296_2722
ko:K00433	paei:N296_2799
ko:K09472	paei:N296_225
ko:K00632	paei:N296_3119
ko:K18099	paei:N296_3600
ko:K18991	paei:N296_577
ko:K07497	paei:N296_1020
ko:K18305	paei:N296_4337
ko:K12238	paei:N296_4360
ko:K06600	paei:N296_428
ko:K18004	paei:N296_4322
ko:K19048	paei:N296_2812
ko:K18130	paei:N296_3844
ko:K18072	paei:N296_1852
ko:K12993	paei:N296_5637
ko:K19000	paei:N296_972
ko:K11020	paei:N296_1188
ko:K00249	paei:N296_2623
ko:K02030	paei:N296_5311
ko:K07326	paei:N296_2534
ko:K00148	paei:N296_5607
ko:K06992	paei:N296_1810
ko:K11383	paei:N296_5671
ko:K06893	paei:N296_1872
ko:K00020	paei:N296_3693
ko:K03458	paei:N296_1549
ko:K12988	paei:N296_5173
ko:K00108	paei:N296_5557
ko:K12979	paei:N296_968
ko:K07326	paei:N296_41
ko:K05913	paei:N296_4225
ko:K12239	paei:N296_4358
ko:K09017	paei:N296_447
ko:K00091	paei:N296_4784
ko:K12976	paei:N296_4816
ko:K01802	paei:N296_719
ko:K03293	paei:N296_816
ko:K00249	paei:N296_907
ko:K03668	paei:N296_957
ko:K06858	paei:N296_4174
ko:K06867	paei:N296_2569
ko:K00020	paei:N296_3431
ko:K06992	paei:N296_2015
ko:K01239	paei:N296_149
ko:K04050	paei:N296_1765
ko:K11918	paei:N296_2438
ko:K11919	paei:N296_2442
ko:K00344	paei:N296_2761
ko:K01046	paei:N296_2964
ko:K16291	paei:N296_2956
ko:K00632	paei:N296_3044
ko:K01505	paei:N296_3196
ko:K00632	paei:N296_3577
ko:K01802	paei:N296_3841
ko:K07749	paei:N296_3856
ko:K06893	paei:N296_3451
ko:K05799	paei:N296_126
ko:K09017	paei:N296_1546
ko:K00249	paei:N296_1577
ko:K09017	paei:N296_172
ko:K17940	paei:N296_2666
ko:K00108	paei:N296_3834
ko:K07346	paei:N296_4215
ko:K01271	paei:N296_4644
ko:K01710	paei:N296_5338
ko:K22468	paei:N296_2500
ko:K00525	paei:N296_1194
ko:K00525	paei:N296_5684
ko:K00249	paei:N296_5167
ko:K00248	paei:N296_5193
ko:K02030	paei:N296_5310
ko:K00344	paei:N296_5413
ko:K01139	paei:N296_5518
ko:K01406	paei:N296_1288
ko:K12979	paei:N296_4658
ko:K19168	paei:N296_787
ko:K00146	paei:N296_4203
ko:K06884	paei:N296_2215
ko:K07216	paei:N296_1719
ko:K19221	paei:N296_1312
ko:K12349	paei:N296_872
ko:K19246	paei:N296_1207
ko:K19344	paei:N296_529
ko:K01066	paei:N296_5568
ko:K19290	paei:N296_3664
ko:K01992	paei:N296_3520
ko:K01992	paei:N296_5409
ko:K04771	paei:N296_792
ko:K19293	paei:N296_3669
ko:K19294	paei:N296_3671
ko:K19295	paei:N296_3672
ko:K19302	paei:N296_4140
ko:K03722	paei:N296_1081
ko:K07497	paei:N296_3256
ko:K19342	paei:N296_3516
ko:K19345	paei:N296_528
ko:K19353	paei:N296_4663
ko:K00249	paei:N296_4580
ko:K09690	paei:N296_2759
ko:K01795	paei:N296_3668
ko:K19337	paei:N296_5625
ko:K19337	paei:N296_3295
ko:K06867	paei:N296_3404
ko:K19300	paei:N296_4251
ko:K19339	paei:N296_3511
ko:K19416	paei:N296_2684
ko:K19340	paei:N296_3514
ko:K19341	paei:N296_3515
ko:K06867	paei:N296_4764
ko:K19292	paei:N296_3666
ko:K19577	paei:N296_4497
ko:K18567	paei:N296_2157
ko:K18567	paei:N296_3420
ko:K11690	paei:N296_5346
ko:K21699	paei:N296_139
ko:K07486	paei:N296_2392
ko:K07486	paei:N296_2772
ko:K07486	paei:N296_3556
ko:K07486	paei:N296_4122
ko:K07486	paei:N296_455
ko:K07486	paei:N296_4963
ko:K19610	paei:N296_961
ko:K19609	paei:N296_962
ko:K19610	paei:N296_2768
ko:K19611	paei:N296_2770
ko:K06884	paei:N296_2262
ko:K07487	paei:N296_711
ko:K07487	paei:N296_1409
ko:K02483	paei:N296_4232
ko:K18148	paei:N296_5659
ko:K03446	paei:N296_1274
ko:K00799	paei:N296_4546
ko:K20261	paei:N296_1962
ko:K10024	paei:N296_917
ko:K20257	paei:N296_1033
ko:K19594	paei:N296_3645
ko:K19713	paei:N296_2552
ko:K18300	paei:N296_2566
ko:K07165	paei:N296_2115
ko:K19713	paei:N296_4721
ko:K00992	paei:N296_612
ko:K19711	paei:N296_768
ko:K19696	paei:N296_3110
ko:K07666	paei:N296_4941
ko:K08305	paei:N296_4121
ko:K01003	paei:N296_5042
ko:K20260	paei:N296_1959
ko:K20260	paei:N296_4343
ko:K19784	paei:N296_1242
ko:K00799	paei:N296_2913
ko:K07119	paei:N296_2270
ko:K07119	paei:N296_1694
ko:K06131	paei:N296_2225
ko:K06132	paei:N296_5490
ko:K00995	paei:N296_2663
ko:K07147	paei:N296_4855
ko:K13877	paei:N296_1292
ko:K15777	paei:N296_2941
ko:K17722	paei:N296_451
ko:K13775	paei:N296_2995
ko:K19803	paei:N296_5372
ko:K07497	paei:N296_263
ko:K20260	paei:N296_1960
ko:K21636	paei:N296_1982
ko:K09796	paei:N296_3910
ko:K09471	paei:N296_5489
ko:K20971	paei:N296_4104
ko:K11915	paei:N296_81
ko:K20265	paei:N296_4971
ko:K20276	paei:N296_1933
ko:K20277	paei:N296_3480
ko:K20260	paei:N296_4342
ko:K20261	paei:N296_4345
ko:K20262	paei:N296_4348
ko:K13061	paei:N296_3599
ko:K20262	paei:N296_1965
ko:K20320	paei:N296_4242
ko:K20259	paei:N296_2645
ko:K20444	paei:N296_1128
ko:K20455	paei:N296_821
ko:K20534	paei:N296_4987
ko:K20972	paei:N296_5026
ko:K07076	paei:N296_1447
ko:K01214	paei:N296_2230
ko:K11529	paei:N296_1541
ko:K20881	paei:N296_5354
ko:K01046	paei:N296_4981
ko:K20987	paei:N296_2306
ko:K21008	paei:N296_3168
ko:K21006	paei:N296_3170
ko:K21007	paei:N296_3169
ko:K21010	paei:N296_3166
ko:K21011	paei:N296_3165
ko:K16011	paei:N296_2304
ko:K16011	paei:N296_5640
ko:K20997	paei:N296_2303
ko:K20998	paei:N296_2307
ko:K20999	paei:N296_2308
ko:K21000	paei:N296_2309
ko:K21001	paei:N296_2310
ko:K21002	paei:N296_2311
ko:K21003	paei:N296_2312
ko:K21004	paei:N296_2313
ko:K21005	paei:N296_2314
ko:K20940	paei:N296_4349
ko:K00821	paei:N296_543
ko:K21135	paei:N296_1476
ko:K21137	paei:N296_163
ko:K21061	paei:N296_1307
ko:K21021	paei:N296_1159
ko:K21019	paei:N296_4474
ko:K01768	paei:N296_3330
ko:K20973	paei:N296_2926
ko:K20974	paei:N296_1656
ko:K20975	paei:N296_2038
ko:K00840	paei:N296_923
ko:K21062	paei:N296_1293
ko:K20976	paei:N296_3464
ko:K20977	paei:N296_3465
ko:K20978	paei:N296_3466
ko:K07689	paei:N296_2665
ko:K21053	paei:N296_154
ko:K21020	paei:N296_174
ko:K21103	paei:N296_4341
ko:K13877	paei:N296_2290
ko:K21022	paei:N296_1144
ko:K21023	paei:N296_1774
ko:K21024	paei:N296_4512
ko:K21029	paei:N296_4818
ko:K21025	paei:N296_5131
ko:K21009	paei:N296_3167
ko:K08968	paei:N296_2924
ko:K21136	paei:N296_162
ko:K13609	paei:N296_1291
ko:K20968	paei:N296_1760
ko:K21133	paei:N296_1477
ko:K21134	paei:N296_164
ko:K21012	paei:N296_3164
ko:K21218	paei:N296_3649
ko:K03546	paei:N296_4423
ko:K03676	paei:N296_5302
ko:K04068	paei:N296_2808
ko:K00560	paei:N296_351
ko:K00287	paei:N296_359
ko:K03553	paei:N296_3741
ko:K07336	paei:N296_4661
ko:K01520	paei:N296_5501
ko:K09935	paei:N296_4729
ko:K02316	paei:N296_592
ko:K06903	paei:N296_633
ko:K06907	paei:N296_637
ko:K06908	paei:N296_638
ko:K06906	paei:N296_641
ko:K06905	paei:N296_643
ko:K03791	paei:N296_644
ko:K06217	paei:N296_4111
ko:K02314	paei:N296_5101
ko:K00108	paei:N296_2190
ko:K02335	paei:N296_5680
ko:K03863	paei:N296_5076
ko:K05375	paei:N296_2484
ko:K20938	paei:N296_2400
ko:K20938	paei:N296_2422
ko:K02482	paei:N296_2648
ko:K16637	paei:N296_2263
ko:K21253	paei:N296_1170
ko:K00526	paei:N296_1193
ko:K03862	paei:N296_5074
ko:K21416	paei:N296_4282
ko:K21417	paei:N296_4283
ko:K21405	paei:N296_4279
ko:K21472	paei:N296_5738
ko:K21420	paei:N296_2698
ko:K11690	paei:N296_914
ko:K21405	paei:N296_4150
ko:K22044	paei:N296_5293
ko:K01451	paei:N296_3025
ko:K21607	paei:N296_3621
ko:K01420	paei:N296_1586
ko:K01451	paei:N296_4486
ko:K21711	paei:N296_5624
ko:K10914	paei:N296_281
ko:K21563	paei:N296_539
ko:K21498	paei:N296_4831
ko:K21700	paei:N296_137
ko:K21757	paei:N296_2581
ko:K21825	paei:N296_921
ko:K21829	paei:N296_3990
ko:K21826	paei:N296_5565
ko:K21831	paei:N296_5091
ko:K21833	paei:N296_5583
ko:K21834	paei:N296_5584
ko:K21830	paei:N296_5472
ko:K21832	paei:N296_5598
ko:K21990	paei:N296_2876
ko:K05802	paei:N296_1449
ko:K03741	paei:N296_2352
ko:K01816	paei:N296_1543
ko:K22131	paei:N296_562
ko:K22132	paei:N296_1203
ko:K22067	paei:N296_1834
ko:K03595	paei:N296_797
ko:K07183	paei:N296_1833
ko:K00304	paei:N296_5603
ko:K00302	paei:N296_5604
ko:K22112	paei:N296_3481
ko:K22209	paei:N296_4170
ko:K12242	paei:N296_4361
ko:K22292	paei:N296_3283
ko:K22250	paei:N296_5230
ko:K22296	paei:N296_1648
ko:K01337	paei:N296_4307
ko:K22345	paei:N296_876
ko:K22303	paei:N296_198
ko:K02257	paei:N296_119
ko:K02257	paei:N296_1361
ko:K11391	paei:N296_4770
ko:K13566	paei:N296_3922
ko:K11206	paei:N296_4621
ko:K22491	paei:N296_4814
ko:K22452	paei:N296_2976
ko:K22468	paei:N296_147
ko:K22549	paei:N296_1304
ko:K22550	paei:N296_1306
ko:K09123	paei:N296_1298
ko:K22548	paei:N296_1294
