ko:K07489	ypr:BZ20_2878
ko:K02423	ypr:BZ20_264
ko:K01247	ypr:BZ20_267
ko:K07341	ypr:BZ20_268
ko:K02408	ypr:BZ20_270
ko:K02409	ypr:BZ20_271
ko:K02410	ypr:BZ20_272
ko:K02411	ypr:BZ20_273
ko:K02412	ypr:BZ20_274
ko:K02413	ypr:BZ20_275
ko:K02414	ypr:BZ20_276
ko:K02415	ypr:BZ20_277
ko:K02416	ypr:BZ20_278
ko:K02417	ypr:BZ20_279
ko:K02418	ypr:BZ20_280
ko:K02419	ypr:BZ20_281
ko:K02420	ypr:BZ20_282
ko:K02421	ypr:BZ20_283
ko:K02057	ypr:BZ20_287
ko:K02056	ypr:BZ20_288
ko:K02058	ypr:BZ20_289
ko:K02057	ypr:BZ20_290
ko:K02397	ypr:BZ20_293
ko:K02396	ypr:BZ20_294
ko:K02395	ypr:BZ20_295
ko:K02394	ypr:BZ20_296
ko:K02393	ypr:BZ20_297
ko:K02392	ypr:BZ20_298
ko:K02391	ypr:BZ20_299
ko:K02390	ypr:BZ20_300
ko:K02389	ypr:BZ20_301
ko:K02388	ypr:BZ20_302
ko:K09911	ypr:BZ20_520
ko:K04770	ypr:BZ20_521
ko:K01716	ypr:BZ20_522
ko:K09458	ypr:BZ20_524
ko:K07491	ypr:BZ20_525
ko:K09857	ypr:BZ20_526
ko:K06192	ypr:BZ20_527
ko:K03808	ypr:BZ20_528
ko:K15738	ypr:BZ20_529
ko:K12297	ypr:BZ20_530
ko:K07140	ypr:BZ20_531
ko:K18657	ypr:BZ20_532
ko:K00254	ypr:BZ20_533
ko:K01256	ypr:BZ20_534
ko:K00763	ypr:BZ20_535
ko:K01893	ypr:BZ20_536
ko:K09476	ypr:BZ20_537
ko:K07491	ypr:BZ20_538
ko:K00813	ypr:BZ20_539
ko:K07491	ypr:BZ20_543
ko:K03632	ypr:BZ20_545
ko:K03804	ypr:BZ20_546
ko:K03633	ypr:BZ20_547
ko:K06219	ypr:BZ20_548
ko:K00979	ypr:BZ20_550
ko:K02851	ypr:BZ20_1957
ko:K03628	ypr:BZ20_1958
ko:K03671	ypr:BZ20_1959
ko:K03732	ypr:BZ20_1960
ko:K01524	ypr:BZ20_1961
ko:K03656	ypr:BZ20_1962
ko:K03769	ypr:BZ20_1963
ko:K07345	ypr:BZ20_1965
ko:K07346	ypr:BZ20_1966
ko:K07347	ypr:BZ20_1967
ko:K00053	ypr:BZ20_1972
ko:K02521	ypr:BZ20_1973
ko:K01754	ypr:BZ20_1978
ko:K01687	ypr:BZ20_1979
ko:K00826	ypr:BZ20_1980
ko:K11258	ypr:BZ20_1981
ko:K01652	ypr:BZ20_1982
ko:K07391	ypr:BZ20_1983
ko:K09897	ypr:BZ20_1984
ko:K02422	ypr:BZ20_2796
ko:K02414	ypr:BZ20_2798
ko:K02415	ypr:BZ20_2799
ko:K02405	ypr:BZ20_2800
ko:K02556	ypr:BZ20_2801
ko:K02557	ypr:BZ20_2802
ko:K06077	ypr:BZ20_2806
ko:K12678	ypr:BZ20_2812
ko:K12942	ypr:BZ20_2818
ko:K01258	ypr:BZ20_2819
ko:K02014	ypr:BZ20_2820
ko:K06147	ypr:BZ20_2827
ko:K06147	ypr:BZ20_2828
ko:K16321	ypr:BZ20_2832
ko:K11904	ypr:BZ20_2835
ko:K14445	ypr:BZ20_2843
ko:K02529	ypr:BZ20_2844
ko:K02014	ypr:BZ20_2847
ko:K03897	ypr:BZ20_2848
ko:K03895	ypr:BZ20_2849
ko:K03896	ypr:BZ20_2850
ko:K10440	ypr:BZ20_3673
ko:K02529	ypr:BZ20_3674
ko:K16135	ypr:BZ20_3675
ko:K07246	ypr:BZ20_3676
ko:K03451	ypr:BZ20_3677
ko:K15125	ypr:BZ20_3681
ko:K10111	ypr:BZ20_3688
ko:K01840	ypr:BZ20_3689
ko:K02027	ypr:BZ20_3691
ko:K02025	ypr:BZ20_3692
ko:K02026	ypr:BZ20_3693
ko:K16053	ypr:BZ20_3698
ko:K15342	ypr:BZ20_3699
ko:K10713	ypr:BZ20_3706
ko:K08368	ypr:BZ20_3707
ko:K11105	ypr:BZ20_3713
ko:K03670	ypr:BZ20_3715
ko:K03669	ypr:BZ20_3716
ko:K03305	ypr:BZ20_3718
ko:K02517	ypr:BZ20_3719
ko:K07146	ypr:BZ20_3721
ko:K11744	ypr:BZ20_3722
ko:K02846	ypr:BZ20_3724
ko:K12148	ypr:BZ20_3725
ko:K15583	ypr:BZ20_1
ko:K15582	ypr:BZ20_2
ko:K01424	ypr:BZ20_23
ko:K08281	ypr:BZ20_24
ko:K07305	ypr:BZ20_26
ko:K00134	ypr:BZ20_27
ko:K07180	ypr:BZ20_30
ko:K09786	ypr:BZ20_31
ko:K06911	ypr:BZ20_34
ko:K01142	ypr:BZ20_16
ko:K08320	ypr:BZ20_17
ko:K03169	ypr:BZ20_19
ko:K15581	ypr:BZ20_3
ko:K15580	ypr:BZ20_4
ko:K04072	ypr:BZ20_6
ko:K03746	ypr:BZ20_8
ko:K00012	ypr:BZ20_9
ko:K09858	ypr:BZ20_11
ko:K01433	ypr:BZ20_12
ko:K01008	ypr:BZ20_20
ko:K04773	ypr:BZ20_22
ko:K09916	ypr:BZ20_25
ko:K01792	ypr:BZ20_28
ko:K09791	ypr:BZ20_551
ko:K03704	ypr:BZ20_552
ko:K00912	ypr:BZ20_554
ko:K11085	ypr:BZ20_555
ko:K02238	ypr:BZ20_556
ko:K05788	ypr:BZ20_557
ko:K02945	ypr:BZ20_559
ko:K00945	ypr:BZ20_560
ko:K00800	ypr:BZ20_561
ko:K00831	ypr:BZ20_562
ko:K12342	ypr:BZ20_563
ko:K12342	ypr:BZ20_564
ko:K01424	ypr:BZ20_565
ko:K09136	ypr:BZ20_566
ko:K06212	ypr:BZ20_567
ko:K00656	ypr:BZ20_568
ko:K07491	ypr:BZ20_569
ko:K07270	ypr:BZ20_570
ko:K04069	ypr:BZ20_571
ko:K08219	ypr:BZ20_572
ko:K11107	ypr:BZ20_737
ko:K08276	ypr:BZ20_738
ko:K03834	ypr:BZ20_740
ko:K03781	ypr:BZ20_742
ko:K01584	ypr:BZ20_747
ko:K03759	ypr:BZ20_748
ko:K05846	ypr:BZ20_749
ko:K05847	ypr:BZ20_750
ko:K05846	ypr:BZ20_751
ko:K05845	ypr:BZ20_752
ko:K01011	ypr:BZ20_753
ko:K11963	ypr:BZ20_756
ko:K11962	ypr:BZ20_757
ko:K11961	ypr:BZ20_758
ko:K11960	ypr:BZ20_759
ko:K11959	ypr:BZ20_760
ko:K02042	ypr:BZ20_762
ko:K02042	ypr:BZ20_763
ko:K02044	ypr:BZ20_764
ko:K02041	ypr:BZ20_765
ko:K05873	ypr:BZ20_769
ko:K03777	ypr:BZ20_770
ko:K07262	ypr:BZ20_771
ko:K05541	ypr:BZ20_773
ko:K07491	ypr:BZ20_777
ko:K11927	ypr:BZ20_778
ko:K01993	ypr:BZ20_780
ko:K07709	ypr:BZ20_788
ko:K07491	ypr:BZ20_900
ko:K01886	ypr:BZ20_899
ko:K02802	ypr:BZ20_901
ko:K02803	ypr:BZ20_901
ko:K02804	ypr:BZ20_901
ko:K02564	ypr:BZ20_902
ko:K01443	ypr:BZ20_903
ko:K02565	ypr:BZ20_904
ko:K02566	ypr:BZ20_905
ko:K01953	ypr:BZ20_906
ko:K03184	ypr:BZ20_913
ko:K06168	ypr:BZ20_914
ko:K07042	ypr:BZ20_916
ko:K06189	ypr:BZ20_917
ko:K03820	ypr:BZ20_918
ko:K10001	ypr:BZ20_919
ko:K10003	ypr:BZ20_920
ko:K10002	ypr:BZ20_921
ko:K10004	ypr:BZ20_922
ko:K01869	ypr:BZ20_924
ko:K03643	ypr:BZ20_925
ko:K02340	ypr:BZ20_926
ko:K00969	ypr:BZ20_927
ko:K09710	ypr:BZ20_928
ko:K00783	ypr:BZ20_929
ko:K05515	ypr:BZ20_930
ko:K05837	ypr:BZ20_931
ko:K03642	ypr:BZ20_932
ko:K07258	ypr:BZ20_933
ko:K09158	ypr:BZ20_934
ko:K03801	ypr:BZ20_935
ko:K03644	ypr:BZ20_936
ko:K03425	ypr:BZ20_937
ko:K06199	ypr:BZ20_938
ko:K03704	ypr:BZ20_939
ko:K06147	ypr:BZ20_945
ko:K03337	ypr:BZ20_947
ko:K03335	ypr:BZ20_948
ko:K17209	ypr:BZ20_950
ko:K17210	ypr:BZ20_951
ko:K17208	ypr:BZ20_952
ko:K00010	ypr:BZ20_953
ko:K13005	ypr:BZ20_1041
ko:K12454	ypr:BZ20_1043
ko:K12452	ypr:BZ20_1045
ko:K01709	ypr:BZ20_1046
ko:K00978	ypr:BZ20_1047
ko:K00523	ypr:BZ20_1048
ko:K01772	ypr:BZ20_1049
ko:K00939	ypr:BZ20_1050
ko:K04079	ypr:BZ20_1051
ko:K06187	ypr:BZ20_1052
ko:K09747	ypr:BZ20_1053
ko:K02343	ypr:BZ20_1054
ko:K00759	ypr:BZ20_1055
ko:K09790	ypr:BZ20_1056
ko:K04067	ypr:BZ20_1057
ko:K05802	ypr:BZ20_1058
ko:K06039	ypr:BZ20_1059
ko:K03577	ypr:BZ20_1060
ko:K03585	ypr:BZ20_1061
ko:K18138	ypr:BZ20_1062
ko:K07491	ypr:BZ20_1063
ko:K02909	ypr:BZ20_1064
ko:K02919	ypr:BZ20_1065
ko:K05839	ypr:BZ20_1068
ko:K07443	ypr:BZ20_1069
ko:K09914	ypr:BZ20_1070
ko:K10805	ypr:BZ20_1071
ko:K03320	ypr:BZ20_1072
ko:K04752	ypr:BZ20_1073
ko:K18890	ypr:BZ20_1074
ko:K18889	ypr:BZ20_1075
ko:K05800	ypr:BZ20_1076
ko:K01738	ypr:BZ20_1077
ko:K11938	ypr:BZ20_1078
ko:K06920	ypr:BZ20_1080
ko:K12500	ypr:BZ20_1081
ko:K02237	ypr:BZ20_1082
ko:K03770	ypr:BZ20_1083
ko:K03530	ypr:BZ20_1084
ko:K01338	ypr:BZ20_1085
ko:K03544	ypr:BZ20_1086
ko:K06211	ypr:BZ20_1510
ko:K04485	ypr:BZ20_1511
ko:K01079	ypr:BZ20_1512
ko:K07186	ypr:BZ20_1513
ko:K03784	ypr:BZ20_1514
ko:K01839	ypr:BZ20_1515
ko:K00758	ypr:BZ20_1516
ko:K01619	ypr:BZ20_1517
ko:K03317	ypr:BZ20_1518
ko:K03424	ypr:BZ20_1519
ko:K04065	ypr:BZ20_1522
ko:K02837	ypr:BZ20_1523
ko:K03789	ypr:BZ20_1524
ko:K02344	ypr:BZ20_1525
ko:K00564	ypr:BZ20_1526
ko:K01051	ypr:BZ20_1532
ko:K02849	ypr:BZ20_1538
ko:K11216	ypr:BZ20_1539
ko:K11531	ypr:BZ20_1540
ko:K10558	ypr:BZ20_1541
ko:K10556	ypr:BZ20_1542
ko:K10557	ypr:BZ20_1543
ko:K10555	ypr:BZ20_1544
ko:K08321	ypr:BZ20_1545
ko:K11530	ypr:BZ20_1546
ko:K08483	ypr:BZ20_1548
ko:K11189	ypr:BZ20_1548
ko:K11201	ypr:BZ20_1548
ko:K11203	ypr:BZ20_1549
ko:K11202	ypr:BZ20_1550
ko:K11202	ypr:BZ20_1552
ko:K01154	ypr:BZ20_1558
ko:K01153	ypr:BZ20_1560
ko:K06946	ypr:BZ20_1559
ko:K06141	ypr:BZ20_2357
ko:K02014	ypr:BZ20_2358
ko:K01222	ypr:BZ20_2360
ko:K03767	ypr:BZ20_2361
ko:K15974	ypr:BZ20_1189
ko:K03543	ypr:BZ20_1190
ko:K03446	ypr:BZ20_1191
ko:K03214	ypr:BZ20_1192
ko:K03672	ypr:BZ20_1193
ko:K05812	ypr:BZ20_1194
ko:K00998	ypr:BZ20_1196
ko:K05811	ypr:BZ20_1197
ko:K03695	ypr:BZ20_1203
ko:K05810	ypr:BZ20_1204
ko:K06180	ypr:BZ20_1205
ko:K05807	ypr:BZ20_1206
ko:K05809	ypr:BZ20_1207
ko:K14170	ypr:BZ20_1208
ko:K14187	ypr:BZ20_1209
ko:K01626	ypr:BZ20_1210
ko:K02477	ypr:BZ20_1211
ko:K07792	ypr:BZ20_1212
ko:K07283	ypr:BZ20_1213
ko:K07491	ypr:BZ20_1214
ko:K02884	ypr:BZ20_1215
ko:K00554	ypr:BZ20_1216
ko:K02860	ypr:BZ20_1217
ko:K02959	ypr:BZ20_1218
ko:K03106	ypr:BZ20_1219
ko:K07491	ypr:BZ20_1222
ko:K07173	ypr:BZ20_1223
ko:K01919	ypr:BZ20_1224
ko:K03563	ypr:BZ20_1232
ko:K01872	ypr:BZ20_1233
ko:K03565	ypr:BZ20_1234
ko:K03743	ypr:BZ20_1236
ko:K00864	ypr:BZ20_1240
ko:K00615	ypr:BZ20_1241
ko:K00615	ypr:BZ20_1242
ko:K02057	ypr:BZ20_1987
ko:K02057	ypr:BZ20_1985
ko:K02056	ypr:BZ20_1988
ko:K02058	ypr:BZ20_1989
ko:K01776	ypr:BZ20_1996
ko:K16092	ypr:BZ20_1997
ko:K00322	ypr:BZ20_2002
ko:K04761	ypr:BZ20_2001
ko:K00382	ypr:BZ20_2004
ko:K03832	ypr:BZ20_2005
ko:K12537	ypr:BZ20_2006
ko:K12536	ypr:BZ20_2007
ko:K12545	ypr:BZ20_2008
ko:K16152	ypr:BZ20_2009
ko:K01755	ypr:BZ20_2010
ko:K00930	ypr:BZ20_2011
ko:K00145	ypr:BZ20_2012
ko:K01438	ypr:BZ20_2013
ko:K01595	ypr:BZ20_2014
ko:K00297	ypr:BZ20_2015
ko:K12525	ypr:BZ20_2016
ko:K01739	ypr:BZ20_2017
ko:K03764	ypr:BZ20_2018
ko:K02909	ypr:BZ20_2020
ko:K04066	ypr:BZ20_2021
ko:K05499	ypr:BZ20_2023
ko:K03591	ypr:BZ20_2024
ko:K01419	ypr:BZ20_2025
ko:K03667	ypr:BZ20_2026
ko:K02548	ypr:BZ20_2027
ko:K02553	ypr:BZ20_2028
ko:K13408	ypr:BZ20_2031
ko:K13409	ypr:BZ20_2032
ko:K09892	ypr:BZ20_2033
ko:K02440	ypr:BZ20_2034
ko:K00864	ypr:BZ20_2035
ko:K02446	ypr:BZ20_2036
ko:K00528	ypr:BZ20_2037
ko:K03894	ypr:BZ20_2851
ko:K07052	ypr:BZ20_2858
ko:K11901	ypr:BZ20_2863
ko:K11900	ypr:BZ20_2864
ko:K11893	ypr:BZ20_2865
ko:K11892	ypr:BZ20_2866
ko:K11903	ypr:BZ20_2868
ko:K11907	ypr:BZ20_2869
ko:K11904	ypr:BZ20_2870
ko:K07012	ypr:BZ20_3700
ko:K19130	ypr:BZ20_3704
ko:K19228	ypr:BZ20_3977
ko:K01406	ypr:BZ20_2278
ko:K19128	ypr:BZ20_3702
ko:K04772	ypr:BZ20_2605
ko:K04771	ypr:BZ20_1336
ko:K04055	ypr:BZ20_4195
ko:K01139	ypr:BZ20_2086
ko:K00336	ypr:BZ20_3627
ko:K00557	ypr:BZ20_1998
ko:K19270	ypr:BZ20_3616
ko:K19265	ypr:BZ20_3505
ko:K01992	ypr:BZ20_782
ko:K01992	ypr:BZ20_783
ko:K00020	ypr:BZ20_2532
ko:K07489	ypr:BZ20_2873
ko:K03722	ypr:BZ20_57
ko:K03722	ypr:BZ20_743
ko:K07497	ypr:BZ20_212
ko:K07497	ypr:BZ20_890
ko:K07497	ypr:BZ20_4148
ko:K07497	ypr:BZ20_4158
ko:K07497	ypr:BZ20_4164
ko:K07497	ypr:BZ20_4165
ko:K07497	ypr:BZ20_4175
ko:K07497	ypr:BZ20_4176
ko:K07497	ypr:BZ20_4190
ko:K07497	ypr:BZ20_4192
ko:K07497	ypr:BZ20_4194
ko:K07497	ypr:BZ20_1807
ko:K07497	ypr:BZ20_1808
ko:K07497	ypr:BZ20_1302
ko:K07497	ypr:BZ20_1303
ko:K01138	ypr:BZ20_3089
ko:K00839	ypr:BZ20_1177
ko:K11904	ypr:BZ20_473
ko:K19267	ypr:BZ20_3777
ko:K19337	ypr:BZ20_64
ko:K19334	ypr:BZ20_1581
ko:K02464	ypr:BZ20_3108
ko:K02485	ypr:BZ20_10
ko:K01175	ypr:BZ20_892
ko:K19092	ypr:BZ20_4155
ko:K19270	ypr:BZ20_3853
ko:K19302	ypr:BZ20_624
ko:K19304	ypr:BZ20_67
ko:K19333	ypr:BZ20_3840
ko:K00525	ypr:BZ20_3214
ko:K06867	ypr:BZ20_3273
ko:K06867	ypr:BZ20_2810
ko:K06867	ypr:BZ20_1265
ko:K02031	ypr:BZ20_1585
ko:K14236	ypr:BZ20_13
ko:K14236	ypr:BZ20_14
ko:K14236	ypr:BZ20_1842
ko:K19303	ypr:BZ20_3951
ko:K01096	ypr:BZ20_4105
ko:K01007	ypr:BZ20_3925
ko:K19577	ypr:BZ20_3116
ko:K06415	ypr:BZ20_37
ko:K14237	ypr:BZ20_3940
ko:K14237	ypr:BZ20_3941
ko:K14237	ypr:BZ20_3938
ko:K14237	ypr:BZ20_3498
ko:K14237	ypr:BZ20_3500
ko:K14237	ypr:BZ20_3499
ko:K14232	ypr:BZ20_687
ko:K14228	ypr:BZ20_1527
ko:K14228	ypr:BZ20_1529
ko:K14228	ypr:BZ20_1528
ko:K14228	ypr:BZ20_1942
ko:K14230	ypr:BZ20_2704
ko:K14233	ypr:BZ20_94
ko:K14233	ypr:BZ20_102
ko:K14233	ypr:BZ20_506
ko:K14233	ypr:BZ20_724
ko:K14219	ypr:BZ20_1228
ko:K14219	ypr:BZ20_1230
ko:K14219	ypr:BZ20_1229
ko:K02483	ypr:BZ20_3482
ko:K01185	ypr:BZ20_3309
ko:K14218	ypr:BZ20_3494
ko:K14218	ypr:BZ20_3496
ko:K14227	ypr:BZ20_1201
ko:K14227	ypr:BZ20_1851
ko:K14227	ypr:BZ20_2440
ko:K14228	ypr:BZ20_1630
ko:K14228	ypr:BZ20_1572
ko:K14228	ypr:BZ20_908
ko:K14233	ypr:BZ20_1231
ko:K14238	ypr:BZ20_2218
ko:K19632	ypr:BZ20_1044
ko:K14228	ypr:BZ20_233
ko:K14230	ypr:BZ20_907
ko:K14230	ypr:BZ20_911
ko:K14219	ypr:BZ20_1004
ko:K14219	ypr:BZ20_1944
ko:K14219	ypr:BZ20_3559
ko:K14218	ypr:BZ20_1200
ko:K14218	ypr:BZ20_2441
ko:K14218	ypr:BZ20_1850
ko:K02796	ypr:BZ20_343
ko:K00525	ypr:BZ20_735
ko:K14226	ypr:BZ20_1943
ko:K01985	ypr:BZ20_2446
ko:K01985	ypr:BZ20_2444
ko:K01985	ypr:BZ20_3197
ko:K01985	ypr:BZ20_1809
ko:K01985	ypr:BZ20_1198
ko:K01985	ypr:BZ20_2110
ko:K01985	ypr:BZ20_1992
ko:K01985	ypr:BZ20_1848
ko:K14225	ypr:BZ20_3033
ko:K01977	ypr:BZ20_2113
ko:K01977	ypr:BZ20_1995
ko:K01977	ypr:BZ20_1852
ko:K01977	ypr:BZ20_3194
ko:K01977	ypr:BZ20_1812
ko:K01977	ypr:BZ20_1202
ko:K01977	ypr:BZ20_2439
ko:K01980	ypr:BZ20_1199
ko:K01980	ypr:BZ20_1810
ko:K01980	ypr:BZ20_1849
ko:K01980	ypr:BZ20_3196
ko:K01980	ypr:BZ20_2111
ko:K01980	ypr:BZ20_1993
ko:K01980	ypr:BZ20_2442
ko:K05875	ypr:BZ20_2192
ko:K19775	ypr:BZ20_2637
ko:K19745	ypr:BZ20_2548
ko:K13060	ypr:BZ20_3710
ko:K19778	ypr:BZ20_3237
ko:K00799	ypr:BZ20_634
ko:K07147	ypr:BZ20_2547
ko:K15777	ypr:BZ20_2720
ko:K07662	ypr:BZ20_2052
ko:K19802	ypr:BZ20_3991
ko:K19803	ypr:BZ20_671
ko:K01138	ypr:BZ20_3438
ko:K19804	ypr:BZ20_4103
ko:K19810	ypr:BZ20_1704
ko:K11904	ypr:BZ20_2881
ko:K02031	ypr:BZ20_3225
ko:K02032	ypr:BZ20_1586
ko:K15540	ypr:BZ20_3540
ko:K07263	ypr:BZ20_2260
ko:K07274	ypr:BZ20_29
ko:K21636	ypr:BZ20_1587
ko:K14224	ypr:BZ20_1811
ko:K14224	ypr:BZ20_3195
ko:K14224	ypr:BZ20_2112
ko:K14224	ypr:BZ20_1994
ko:K14229	ypr:BZ20_3501
ko:K14229	ypr:BZ20_839
ko:K14229	ypr:BZ20_837
ko:K14229	ypr:BZ20_836
ko:K14229	ypr:BZ20_838
ko:K14229	ypr:BZ20_243
ko:K14222	ypr:BZ20_234
ko:K14223	ypr:BZ20_909
ko:K14223	ypr:BZ20_912
ko:K07686	ypr:BZ20_2241
ko:K20268	ypr:BZ20_3647
ko:K14221	ypr:BZ20_1991
ko:K14221	ypr:BZ20_3198
ko:K20264	ypr:BZ20_377
ko:K14221	ypr:BZ20_3207
ko:K14234	ypr:BZ20_1843
ko:K14234	ypr:BZ20_723
ko:K14225	ypr:BZ20_1841
ko:K20542	ypr:BZ20_2254
ko:K19591	ypr:BZ20_1019
ko:K22443	ypr:BZ20_3678
ko:K22132	ypr:BZ20_3144
ko:K14230	ypr:BZ20_1629
ko:K14230	ypr:BZ20_3142
ko:K14230	ypr:BZ20_3140
ko:K14230	ypr:BZ20_3141
ko:K14223	ypr:BZ20_910
ko:K14220	ypr:BZ20_203
ko:K14220	ypr:BZ20_378
ko:K14220	ypr:BZ20_367
ko:K14231	ypr:BZ20_1717
ko:K14231	ypr:BZ20_2962
ko:K14229	ypr:BZ20_835
ko:K02438	ypr:BZ20_2308
ko:K20885	ypr:BZ20_3694
ko:K14234	ypr:BZ20_2445
ko:K20862	ypr:BZ20_1929
ko:K14225	ypr:BZ20_1689
ko:K14225	ypr:BZ20_1691
ko:K14225	ypr:BZ20_1692
ko:K14225	ypr:BZ20_235
ko:K14219	ypr:BZ20_1227
ko:K14234	ypr:BZ20_1840
ko:K21021	ypr:BZ20_1506
ko:K22025	ypr:BZ20_4090
ko:K21086	ypr:BZ20_2263
ko:K21087	ypr:BZ20_1139
ko:K08968	ypr:BZ20_3827
ko:K00821	ypr:BZ20_2364
ko:K20968	ypr:BZ20_4207
ko:K00526	ypr:BZ20_736
ko:K00526	ypr:BZ20_3213
ko:K06903	ypr:BZ20_223
ko:K06907	ypr:BZ20_226
ko:K06908	ypr:BZ20_227
ko:K06906	ypr:BZ20_230
ko:K06905	ypr:BZ20_231
ko:K00558	ypr:BZ20_999
ko:K03546	ypr:BZ20_1131
ko:K00287	ypr:BZ20_1466
ko:K06223	ypr:BZ20_2348
ko:K06191	ypr:BZ20_3216
ko:K06217	ypr:BZ20_915
ko:K06866	ypr:BZ20_3270
ko:K04068	ypr:BZ20_1588
ko:K07474	ypr:BZ20_3311
ko:K17733	ypr:BZ20_2560
ko:K02314	ypr:BZ20_1737
ko:K06905	ypr:BZ20_2701
ko:K02316	ypr:BZ20_2706
ko:K03553	ypr:BZ20_1235
ko:K02335	ypr:BZ20_2103
ko:K03676	ypr:BZ20_2059
ko:K01520	ypr:BZ20_2077
ko:K06223	ypr:BZ20_3861
ko:K06919	ypr:BZ20_3040
ko:K00560	ypr:BZ20_3129
ko:K06217	ypr:BZ20_162
ko:K00857	ypr:BZ20_7
ko:K00050	ypr:BZ20_3641
ko:K00108	ypr:BZ20_797
ko:K13695	ypr:BZ20_3920
ko:K21405	ypr:BZ20_4055
ko:K21470	ypr:BZ20_542
ko:K01420	ypr:BZ20_4028
ko:K02015	ypr:BZ20_609
ko:K21698	ypr:BZ20_2566
ko:K21695	ypr:BZ20_2567
ko:K02334	ypr:BZ20_3300
ko:K21936	ypr:BZ20_1767
ko:K21948	ypr:BZ20_714
ko:K13638	ypr:BZ20_2424
ko:K22015	ypr:BZ20_1713
ko:K22051	ypr:BZ20_1696
ko:K22444	ypr:BZ20_3679
ko:K22130	ypr:BZ20_713
ko:K03595	ypr:BZ20_3286
ko:K22105	ypr:BZ20_2000
ko:K22131	ypr:BZ20_711
ko:K22110	ypr:BZ20_2256
ko:K22110	ypr:BZ20_3844
ko:K03079	ypr:BZ20_1260
ko:K03077	ypr:BZ20_1254
ko:K22278	ypr:BZ20_381
ko:K03077	ypr:BZ20_4098
ko:K02257	ypr:BZ20_1098
ko:K11391	ypr:BZ20_2647
ko:K13566	ypr:BZ20_1175
ko:K00424	ypr:BZ20_848
ko:K22601	ypr:BZ20_1184
