ko:K19744	paeo:M801_3854
ko:K07347	paeo:M801_2195
ko:K08995	paeo:M801_2199
ko:K00688	paeo:M801_2211
ko:K03781	paeo:M801_2215
ko:K07507	paeo:M801_2217
ko:K10979	paeo:M801_2219
ko:K16147	paeo:M801_2220
ko:K05343	paeo:M801_2221
ko:K00700	paeo:M801_2222
ko:K07027	paeo:M801_2223
ko:K06044	paeo:M801_2231
ko:K00219	paeo:M801_3063
ko:K02462	paeo:M801_3069
ko:K02461	paeo:M801_3070
ko:K02460	paeo:M801_3071
ko:K02459	paeo:M801_3072
ko:K02458	paeo:M801_3073
ko:K02457	paeo:M801_3074
ko:K02456	paeo:M801_3075
ko:K02455	paeo:M801_3076
ko:K02454	paeo:M801_3077
ko:K02452	paeo:M801_3078
ko:K02453	paeo:M801_3079
ko:K10764	paeo:M801_3081
ko:K00764	paeo:M801_3082
ko:K03558	paeo:M801_3083
ko:K03749	paeo:M801_3084
ko:K11754	paeo:M801_3085
ko:K01963	paeo:M801_3086
ko:K01817	paeo:M801_3087
ko:K06173	paeo:M801_3088
ko:K08086	paeo:M801_3089
ko:K00133	paeo:M801_3091
ko:K00052	paeo:M801_3092
ko:K01704	paeo:M801_3094
ko:K01703	paeo:M801_3095
ko:K04080	paeo:M801_3100
ko:K05541	paeo:M801_3103
ko:K07107	paeo:M801_3104
ko:K01625	paeo:M801_3105
ko:K01885	paeo:M801_3112
ko:K07506	paeo:M801_3893
ko:K03088	paeo:M801_3894
ko:K07165	paeo:M801_3895
ko:K16091	paeo:M801_3896
ko:K02837	paeo:M801_3898
ko:K07004	paeo:M801_3904
ko:K01113	paeo:M801_3905
ko:K08303	paeo:M801_3908
ko:K03750	paeo:M801_3909
ko:K03638	paeo:M801_3910
ko:K03635	paeo:M801_3911
ko:K03636	paeo:M801_3912
ko:K03637	paeo:M801_3913
ko:K07175	paeo:M801_3914
ko:K01990	paeo:M801_4032
ko:K01992	paeo:M801_4033
ko:K03602	paeo:M801_4037
ko:K13789	paeo:M801_4038
ko:K01662	paeo:M801_4039
ko:K01497	paeo:M801_4042
ko:K06985	paeo:M801_4043
ko:K01095	paeo:M801_4045
ko:K00946	paeo:M801_4046
ko:K03625	paeo:M801_4047
ko:K00794	paeo:M801_4048
ko:K14652	paeo:M801_4049
ko:K00793	paeo:M801_4050
ko:K00123	paeo:M801_4845
ko:K00219	paeo:M801_4847
ko:K09936	paeo:M801_4848
ko:K06940	paeo:M801_4850
ko:K03327	paeo:M801_4855
ko:K03324	paeo:M801_4856
ko:K01531	paeo:M801_4859
ko:K00675	paeo:M801_4861
ko:K08983	paeo:M801_4862
ko:K00382	paeo:M801_4863
ko:K07124	paeo:M801_4866
ko:K11068	paeo:M801_4867
ko:K02014	paeo:M801_4871
ko:K01585	paeo:M801_4873
ko:K03113	paeo:M801_4874
ko:K04084	paeo:M801_4880
ko:K03786	paeo:M801_4881
ko:K02160	paeo:M801_4882
ko:K01961	paeo:M801_4883
ko:K02687	paeo:M801_4885
ko:K05540	paeo:M801_4887
ko:K03557	paeo:M801_4888
ko:K00602	paeo:M801_4889
ko:K01945	paeo:M801_4890
ko:K05595	paeo:M801_4892
ko:K11959	paeo:M801_4893
ko:K11960	paeo:M801_4894
ko:K11961	paeo:M801_4895
ko:K11962	paeo:M801_4896
ko:K03685	paeo:M801_796
ko:K03584	paeo:M801_798
ko:K03474	paeo:M801_799
ko:K15257	paeo:M801_800
ko:K15256	paeo:M801_801
ko:K02030	paeo:M801_803
ko:K14475	paeo:M801_804
ko:K01338	paeo:M801_805
ko:K02014	paeo:M801_807
ko:K13821	paeo:M801_808
ko:K11928	paeo:M801_809
ko:K01118	paeo:M801_811
ko:K07090	paeo:M801_817
ko:K01720	paeo:M801_818
ko:K01659	paeo:M801_822
ko:K03417	paeo:M801_823
ko:K03322	paeo:M801_836
ko:K01560	paeo:M801_837
ko:K06991	paeo:M801_844
ko:K03406	paeo:M801_1652
ko:K00647	paeo:M801_1653
ko:K01716	paeo:M801_1654
ko:K02014	paeo:M801_1657
ko:K00057	paeo:M801_1658
ko:K08296	paeo:M801_1660
ko:K03449	paeo:M801_1670
ko:K00074	paeo:M801_1672
ko:K06446	paeo:M801_1675
ko:K01545	paeo:M801_1676
ko:K01546	paeo:M801_1677
ko:K01547	paeo:M801_1678
ko:K01548	paeo:M801_1679
ko:K07646	paeo:M801_1680
ko:K07667	paeo:M801_1681
ko:K01425	paeo:M801_1682
ko:K07001	paeo:M801_1684
ko:K01008	paeo:M801_1686
ko:K06917	paeo:M801_1688
ko:K03406	paeo:M801_1692
ko:K03453	paeo:M801_1695
ko:K05782	paeo:M801_1696
ko:K00799	paeo:M801_1700
ko:K11910	paeo:M801_1701
ko:K02014	paeo:M801_2535
ko:K11073	paeo:M801_2537
ko:K15553	paeo:M801_2539
ko:K15553	paeo:M801_2540
ko:K15553	paeo:M801_2541
ko:K04091	paeo:M801_2543
ko:K02051	paeo:M801_2544
ko:K04091	paeo:M801_2545
ko:K07235	paeo:M801_2551
ko:K07236	paeo:M801_2552
ko:K07237	paeo:M801_2553
ko:K11179	paeo:M801_2554
ko:K07393	paeo:M801_2556
ko:K02302	paeo:M801_2557
ko:K01875	paeo:M801_2558
ko:K07478	paeo:M801_2559
ko:K03634	paeo:M801_2560
ko:K03466	paeo:M801_2561
ko:K00384	paeo:M801_2562
ko:K00684	paeo:M801_2563
ko:K02518	paeo:M801_2565
ko:K03694	paeo:M801_2566
ko:K06891	paeo:M801_2567
ko:K03704	paeo:M801_2568
ko:K00031	paeo:M801_2569
ko:K00031	paeo:M801_2570
ko:K00566	paeo:M801_2572
ko:K07153	paeo:M801_2573
ko:K01756	paeo:M801_2575
ko:K01637	paeo:M801_2580
ko:K07093	paeo:M801_2581
ko:K00330	paeo:M801_2583
ko:K00376	paeo:M801_3377
ko:K07218	paeo:M801_3378
ko:K00528	paeo:M801_3382
ko:K01992	paeo:M801_3386
ko:K01993	paeo:M801_3387
ko:K12538	paeo:M801_3389
ko:K12537	paeo:M801_3391
ko:K12536	paeo:M801_3392
ko:K16152	paeo:M801_3394
ko:K07165	paeo:M801_3395
ko:K03088	paeo:M801_3396
ko:K09918	paeo:M801_3399
ko:K00627	paeo:M801_3402
ko:K00162	paeo:M801_3403
ko:K00161	paeo:M801_3404
ko:K00263	paeo:M801_3405
ko:K06995	paeo:M801_3412
ko:K01692	paeo:M801_3413
ko:K06518	paeo:M801_3419
ko:K06205	paeo:M801_3422
ko:K09932	paeo:M801_3423
ko:K13938	paeo:M801_3424
ko:K01495	paeo:M801_3425
ko:K07589	paeo:M801_3426
ko:K09948	paeo:M801_3427
ko:K01626	paeo:M801_4210
ko:K13063	paeo:M801_4212
ko:K06998	paeo:M801_4213
ko:K16088	paeo:M801_4219
ko:K06147	paeo:M801_4220
ko:K12243	paeo:M801_4225
ko:K04782	paeo:M801_4228
ko:K03701	paeo:M801_4232
ko:K03594	paeo:M801_4233
ko:K03781	paeo:M801_4234
ko:K02879	paeo:M801_4235
ko:K03040	paeo:M801_4236
ko:K02986	paeo:M801_4237
ko:K02948	paeo:M801_4238
ko:K02952	paeo:M801_4239
ko:K02919	paeo:M801_4240
ko:K03076	paeo:M801_4241
ko:K02876	paeo:M801_4242
ko:K02907	paeo:M801_4243
ko:K02988	paeo:M801_4244
ko:K02881	paeo:M801_4245
ko:K02933	paeo:M801_4246
ko:K02994	paeo:M801_4247
ko:K02954	paeo:M801_4248
ko:K02931	paeo:M801_4249
ko:K02895	paeo:M801_4250
ko:K02874	paeo:M801_4251
ko:K02961	paeo:M801_4252
ko:K02904	paeo:M801_4253
ko:K02878	paeo:M801_4254
ko:K02982	paeo:M801_4255
ko:K02890	paeo:M801_4256
ko:K02965	paeo:M801_4257
ko:K02886	paeo:M801_4258
ko:K02892	paeo:M801_4259
ko:K02926	paeo:M801_4260
ko:K02906	paeo:M801_4261
ko:K00163	paeo:M801_5053
ko:K00627	paeo:M801_5054
ko:K07304	paeo:M801_5056
ko:K07115	paeo:M801_5057
ko:K11105	paeo:M801_5059
ko:K05802	paeo:M801_5060
ko:K07090	paeo:M801_5062
ko:K01740	paeo:M801_5063
ko:K08224	paeo:M801_5068
ko:K01599	paeo:M801_5072
ko:K00266	paeo:M801_5073
ko:K00265	paeo:M801_5074
ko:K03112	paeo:M801_5075
ko:K01735	paeo:M801_5076
ko:K00891	paeo:M801_5077
ko:K02666	paeo:M801_5078
ko:K02665	paeo:M801_5079
ko:K02662	paeo:M801_5082
ko:K05366	paeo:M801_5083
ko:K00029	paeo:M801_5084
ko:K02909	paeo:M801_5087
ko:K04066	paeo:M801_5088
ko:K01887	paeo:M801_5089
ko:K01419	paeo:M801_5091
ko:K03667	paeo:M801_5092
ko:K03821	paeo:M801_5094
ko:K03821	paeo:M801_5096
ko:K03183	paeo:M801_5101
ko:K03690	paeo:M801_5102
ko:K03688	paeo:M801_5103
ko:K14230	paeo:M801_589
ko:K14218	paeo:M801_4285
ko:K14218	paeo:M801_685
ko:K14218	paeo:M801_4716
ko:K14218	paeo:M801_5417
ko:K01980	paeo:M801_686
ko:K01980	paeo:M801_4715
ko:K01980	paeo:M801_5416
ko:K01980	paeo:M801_4284
ko:K14233	paeo:M801_934
ko:K14233	paeo:M801_2549
ko:K14233	paeo:M801_2820
ko:K14226	paeo:M801_1845
ko:K14226	paeo:M801_1847
ko:K14228	paeo:M801_1846
ko:K14228	paeo:M801_3816
ko:K14228	paeo:M801_4777
ko:K14222	paeo:M801_2524
ko:K14232	paeo:M801_3003
ko:K14232	paeo:M801_4554
ko:K14234	paeo:M801_4277
ko:K14223	paeo:M801_4690
ko:K00681	paeo:M801_370
ko:K00681	paeo:M801_1377
ko:K00681	paeo:M801_169
ko:K19296	paeo:M801_3538
ko:K14219	paeo:M801_270
ko:K14229	paeo:M801_1011
ko:K14229	paeo:M801_4553
ko:K14228	paeo:M801_4973
ko:K14228	paeo:M801_4974
ko:K14218	paeo:M801_3109
ko:K14218	paeo:M801_3111
ko:K04065	paeo:M801_4768
ko:K11894	paeo:M801_1710
ko:K14219	paeo:M801_935
ko:K14219	paeo:M801_936
ko:K14219	paeo:M801_1844
ko:K14219	paeo:M801_4597
ko:K14230	paeo:M801_954
ko:K14230	paeo:M801_4776
ko:K14230	paeo:M801_4695
ko:K01977	paeo:M801_683
ko:K02664	paeo:M801_5080
ko:K01977	paeo:M801_4287
ko:K01977	paeo:M801_4718
ko:K01977	paeo:M801_5419
ko:K14227	paeo:M801_4286
ko:K14227	paeo:M801_5418
ko:K14227	paeo:M801_684
ko:K14227	paeo:M801_4717
ko:K01985	paeo:M801_687
ko:K01985	paeo:M801_5415
ko:K01985	paeo:M801_4283
ko:K01985	paeo:M801_4714
ko:K14225	paeo:M801_751
ko:K14221	paeo:M801_1858
ko:K14221	paeo:M801_3066
ko:K14221	paeo:M801_3067
ko:K14221	paeo:M801_3242
ko:K14232	paeo:M801_2685
ko:K14237	paeo:M801_2739
ko:K14237	paeo:M801_3068
ko:K14237	paeo:M801_3243
ko:K14224	paeo:M801_2786
ko:K14224	paeo:M801_3108
ko:K14224	paeo:M801_3110
ko:K14220	paeo:M801_3118
ko:K14220	paeo:M801_4555
ko:K14235	paeo:M801_4275
ko:K14225	paeo:M801_4278
ko:K13053	paeo:M801_2979
ko:K07794	paeo:M801_777
ko:K02663	paeo:M801_5081
ko:K18131	paeo:M801_435
ko:K00249	paeo:M801_1225
ko:K18691	paeo:M801_3754
ko:K21645	paeo:M801_5479
ko:K12994	paeo:M801_5501
ko:K09691	paeo:M801_5503
ko:K09690	paeo:M801_5504
ko:K18893	paeo:M801_3205
ko:K18800	paeo:M801_5264
ko:K09691	paeo:M801_1426
ko:K20862	paeo:M801_5326
ko:K09892	paeo:M801_5269
ko:K07497	paeo:M801_1012
ko:K18954	paeo:M801_255
ko:K07483	paeo:M801_1013
ko:K18850	paeo:M801_2576
ko:K18930	paeo:M801_4802
ko:K01971	paeo:M801_2204
ko:K04053	paeo:M801_1768
ko:K04054	paeo:M801_1770
ko:K03646	paeo:M801_1005
ko:K04343	paeo:M801_1915
ko:K08151	paeo:M801_1171
ko:K03497	paeo:M801_5614
ko:K03496	paeo:M801_5615
ko:K13060	paeo:M801_1472
ko:K03496	paeo:M801_1502
ko:K11811	paeo:M801_2352
ko:K01856	paeo:M801_2445
ko:K05599	paeo:M801_2448
ko:K17850	paeo:M801_4107
ko:K03496	paeo:M801_5066
ko:K04056	paeo:M801_1742
ko:K12545	paeo:M801_3393
ko:K18973	paeo:M801_5566
ko:K07665	paeo:M801_2774
ko:K19055	paeo:M801_1897
ko:K07497	paeo:M801_1019
ko:K03976	paeo:M801_3569
ko:K09472	paeo:M801_4187
ko:K18000	paeo:M801_1029
ko:K18001	paeo:M801_1030
ko:K18002	paeo:M801_1031
ko:K18003	paeo:M801_1032
ko:K18304	paeo:M801_1471
ko:K00042	paeo:M801_1541
ko:K18073	paeo:M801_1852
ko:K03892	paeo:M801_2349
ko:K02661	paeo:M801_423
ko:K01872	paeo:M801_2170
ko:K00130	paeo:M801_5423
ko:K07215	paeo:M801_691
ko:K12987	paeo:M801_725
ko:K14742	paeo:M801_3674
ko:K03526	paeo:M801_3794
ko:K03761	paeo:M801_5582
ko:K07497	paeo:M801_1020
ko:K08642	paeo:M801_1929
ko:K01800	paeo:M801_2069
ko:K10814	paeo:M801_2265
ko:K16635	paeo:M801_3833
ko:K18308	paeo:M801_4206
ko:K12241	paeo:M801_4222
ko:K12240	paeo:M801_4223
ko:K08085	paeo:M801_4565
ko:K02675	paeo:M801_4570
ko:K00557	paeo:M801_4748
ko:K05799	paeo:M801_4799
ko:K06599	paeo:M801_427
ko:K04059	paeo:M801_1747
ko:K04060	paeo:M801_1748
ko:K04049	paeo:M801_1761
ko:K04051	paeo:M801_1766
ko:K04052	paeo:M801_1767
ko:K07483	paeo:M801_1017
ko:K00335	paeo:M801_2587
ko:K00336	paeo:M801_2588
ko:K00433	paeo:M801_2665
ko:K00632	paeo:M801_2984
ko:K18099	paeo:M801_3465
ko:K18991	paeo:M801_577
ko:K09472	paeo:M801_225
ko:K18305	paeo:M801_4203
ko:K12238	paeo:M801_4226
ko:K06600	paeo:M801_428
ko:K18004	paeo:M801_4188
ko:K19048	paeo:M801_2677
ko:K18130	paeo:M801_3709
ko:K18072	paeo:M801_1851
ko:K12993	paeo:M801_5502
ko:K19000	paeo:M801_972
ko:K11020	paeo:M801_1188
ko:K00249	paeo:M801_2488
ko:K02030	paeo:M801_5176
ko:K00148	paeo:M801_5472
ko:K06992	paeo:M801_1809
ko:K11383	paeo:M801_5536
ko:K06893	paeo:M801_1871
ko:K00020	paeo:M801_3558
ko:K03458	paeo:M801_1548
ko:K12988	paeo:M801_5038
ko:K00108	paeo:M801_5422
ko:K12979	paeo:M801_968
ko:K07326	paeo:M801_41
ko:K05913	paeo:M801_4091
ko:K12239	paeo:M801_4224
ko:K09017	paeo:M801_447
ko:K00091	paeo:M801_4649
ko:K12976	paeo:M801_4681
ko:K01802	paeo:M801_718
ko:K03293	paeo:M801_816
ko:K00249	paeo:M801_907
ko:K03668	paeo:M801_957
ko:K06858	paeo:M801_4040
ko:K06867	paeo:M801_2434
ko:K00020	paeo:M801_3296
ko:K06992	paeo:M801_2014
ko:K01239	paeo:M801_149
ko:K04050	paeo:M801_1764
ko:K00344	paeo:M801_2627
ko:K01046	paeo:M801_2829
ko:K16291	paeo:M801_2821
ko:K00632	paeo:M801_2909
ko:K01505	paeo:M801_3061
ko:K00632	paeo:M801_3442
ko:K01802	paeo:M801_3706
ko:K07749	paeo:M801_3721
ko:K06893	paeo:M801_3316
ko:K05799	paeo:M801_126
ko:K09017	paeo:M801_1545
ko:K00249	paeo:M801_1576
ko:K09017	paeo:M801_172
ko:K17940	paeo:M801_2532
ko:K00108	paeo:M801_3699
ko:K07346	paeo:M801_4081
ko:K01271	paeo:M801_4509
ko:K01710	paeo:M801_5203
ko:K00525	paeo:M801_1194
ko:K00525	paeo:M801_5549
ko:K00249	paeo:M801_5032
ko:K00248	paeo:M801_5058
ko:K02030	paeo:M801_5175
ko:K00344	paeo:M801_5278
ko:K01139	paeo:M801_5383
ko:K01406	paeo:M801_1288
ko:K03446	paeo:M801_2802
ko:K12979	paeo:M801_4523
ko:K19168	paeo:M801_786
ko:K00146	paeo:M801_4069
ko:K06884	paeo:M801_2214
ko:K07216	paeo:M801_1718
ko:K19221	paeo:M801_1311
ko:K12349	paeo:M801_872
ko:K19246	paeo:M801_1207
ko:K19344	paeo:M801_529
ko:K01066	paeo:M801_5433
ko:K19290	paeo:M801_3529
ko:K01992	paeo:M801_3385
ko:K01992	paeo:M801_5274
ko:K04771	paeo:M801_792
ko:K19293	paeo:M801_3534
ko:K19294	paeo:M801_3536
ko:K19295	paeo:M801_3537
ko:K19302	paeo:M801_4006
ko:K03722	paeo:M801_1081
ko:K07497	paeo:M801_1998
ko:K07497	paeo:M801_3121
ko:K19342	paeo:M801_3381
ko:K19345	paeo:M801_528
ko:K19353	paeo:M801_4528
ko:K00249	paeo:M801_4445
ko:K09690	paeo:M801_2625
ko:K01795	paeo:M801_3533
ko:K19337	paeo:M801_5490
ko:K19337	paeo:M801_3160
ko:K06867	paeo:M801_3269
ko:K19300	paeo:M801_4117
ko:K19339	paeo:M801_3376
ko:K19416	paeo:M801_2550
ko:K19340	paeo:M801_3379
ko:K19341	paeo:M801_3380
ko:K06867	paeo:M801_4629
ko:K19292	paeo:M801_3531
ko:K19577	paeo:M801_4363
ko:K18567	paeo:M801_2156
ko:K18567	paeo:M801_3285
ko:K11690	paeo:M801_5211
ko:K21699	paeo:M801_139
ko:K07486	paeo:M801_2391
ko:K07486	paeo:M801_2638
ko:K07486	paeo:M801_3421
ko:K07486	paeo:M801_3988
ko:K07486	paeo:M801_455
ko:K07486	paeo:M801_4828
ko:K19610	paeo:M801_961
ko:K19609	paeo:M801_962
ko:K20260	paeo:M801_4209
ko:K19610	paeo:M801_2634
ko:K19611	paeo:M801_2636
ko:K06884	paeo:M801_2261
ko:K07487	paeo:M801_710
ko:K07487	paeo:M801_1408
ko:K02483	paeo:M801_4098
ko:K18148	paeo:M801_5524
ko:K03446	paeo:M801_1274
ko:K00799	paeo:M801_4411
ko:K20261	paeo:M801_1961
ko:K10024	paeo:M801_917
ko:K20257	paeo:M801_1033
ko:K19594	paeo:M801_3510
ko:K19713	paeo:M801_4586
ko:K18300	paeo:M801_2431
ko:K07165	paeo:M801_2114
ko:K00992	paeo:M801_612
ko:K19711	paeo:M801_767
ko:K19696	paeo:M801_2975
ko:K07666	paeo:M801_4806
ko:K08305	paeo:M801_3987
ko:K01003	paeo:M801_4907
ko:K20260	paeo:M801_1958
ko:K19784	paeo:M801_1242
ko:K00799	paeo:M801_2778
ko:K07119	paeo:M801_2269
ko:K07119	paeo:M801_1693
ko:K06131	paeo:M801_2224
ko:K06132	paeo:M801_5355
ko:K00995	paeo:M801_2529
ko:K07147	paeo:M801_4720
ko:K13877	paeo:M801_1292
ko:K15777	paeo:M801_2806
ko:K17722	paeo:M801_451
ko:K13775	paeo:M801_2860
ko:K19803	paeo:M801_5237
ko:K07497	paeo:M801_263
ko:K20260	paeo:M801_1959
ko:K21636	paeo:M801_1981
ko:K09796	paeo:M801_3776
ko:K09471	paeo:M801_5354
ko:K20971	paeo:M801_3970
ko:K11915	paeo:M801_81
ko:K20258	paeo:M801_2511
ko:K20276	paeo:M801_1932
ko:K20265	paeo:M801_4836
ko:K20277	paeo:M801_3345
ko:K20260	paeo:M801_4208
ko:K20261	paeo:M801_4211
ko:K20262	paeo:M801_4214
ko:K13061	paeo:M801_3464
ko:K20262	paeo:M801_1964
ko:K20320	paeo:M801_4108
ko:K20259	paeo:M801_2510
ko:K20455	paeo:M801_821
ko:K20534	paeo:M801_4852
ko:K20972	paeo:M801_4891
ko:K07076	paeo:M801_1446
ko:K01214	paeo:M801_2229
ko:K11529	paeo:M801_1540
ko:K20881	paeo:M801_5219
ko:K01046	paeo:M801_4846
ko:K20987	paeo:M801_2305
ko:K21008	paeo:M801_3033
ko:K21006	paeo:M801_3035
ko:K21007	paeo:M801_3034
ko:K21010	paeo:M801_3031
ko:K21011	paeo:M801_3030
ko:K16011	paeo:M801_2303
ko:K16011	paeo:M801_5505
ko:K20997	paeo:M801_2302
ko:K20998	paeo:M801_2306
ko:K20999	paeo:M801_2307
ko:K21000	paeo:M801_2308
ko:K21001	paeo:M801_2309
ko:K21002	paeo:M801_2310
ko:K21003	paeo:M801_2311
ko:K21004	paeo:M801_2312
ko:K21005	paeo:M801_2313
ko:K20940	paeo:M801_4215
ko:K00821	paeo:M801_543
ko:K21135	paeo:M801_1475
ko:K21137	paeo:M801_163
ko:K21061	paeo:M801_1306
ko:K21021	paeo:M801_1159
ko:K21019	paeo:M801_4340
ko:K01768	paeo:M801_3195
ko:K20973	paeo:M801_2791
ko:K20974	paeo:M801_1655
ko:K20975	paeo:M801_2037
ko:K00840	paeo:M801_923
ko:K21062	paeo:M801_1293
ko:K20976	paeo:M801_3329
ko:K20977	paeo:M801_3330
ko:K20978	paeo:M801_3331
ko:K07689	paeo:M801_2531
ko:K21053	paeo:M801_154
ko:K21020	paeo:M801_174
ko:K21103	paeo:M801_4207
ko:K13877	paeo:M801_2289
ko:K21022	paeo:M801_1144
ko:K21023	paeo:M801_1773
ko:K21024	paeo:M801_4376
ko:K21029	paeo:M801_4683
ko:K21025	paeo:M801_4996
ko:K21009	paeo:M801_3032
ko:K08968	paeo:M801_2789
ko:K21136	paeo:M801_162
ko:K13609	paeo:M801_1291
ko:K20968	paeo:M801_1759
ko:K21133	paeo:M801_1476
ko:K21134	paeo:M801_164
ko:K21012	paeo:M801_3029
ko:K21218	paeo:M801_3514
ko:K07336	paeo:M801_4526
ko:K01520	paeo:M801_5366
ko:K09935	paeo:M801_4594
ko:K00560	paeo:M801_351
ko:K00287	paeo:M801_359
ko:K06217	paeo:M801_3977
ko:K02316	paeo:M801_592
ko:K06903	paeo:M801_633
ko:K06907	paeo:M801_637
ko:K06908	paeo:M801_638
ko:K06906	paeo:M801_641
ko:K06905	paeo:M801_643
ko:K03791	paeo:M801_644
ko:K02314	paeo:M801_4966
ko:K03546	paeo:M801_4289
ko:K04068	paeo:M801_2674
ko:K03676	paeo:M801_5167
ko:K03553	paeo:M801_3606
ko:K00108	paeo:M801_2189
ko:K02335	paeo:M801_5545
ko:K03863	paeo:M801_4941
ko:K02482	paeo:M801_2513
ko:K16637	paeo:M801_2262
ko:K21253	paeo:M801_1170
ko:K00526	paeo:M801_1193
ko:K03862	paeo:M801_4939
ko:K07126	paeo:M801_5124
ko:K21416	paeo:M801_4148
ko:K21417	paeo:M801_4149
ko:K21405	paeo:M801_4145
ko:K21472	paeo:M801_5603
ko:K21420	paeo:M801_2564
ko:K11690	paeo:M801_914
ko:K21405	paeo:M801_4016
ko:K22044	paeo:M801_5158
ko:K01451	paeo:M801_2890
ko:K21607	paeo:M801_3486
ko:K01420	paeo:M801_1585
ko:K01451	paeo:M801_4352
ko:K21711	paeo:M801_5489
ko:K10914	paeo:M801_281
ko:K21563	paeo:M801_539
ko:K21498	paeo:M801_4696
ko:K21700	paeo:M801_137
ko:K21757	paeo:M801_2446
ko:K21825	paeo:M801_921
ko:K21829	paeo:M801_3856
ko:K21826	paeo:M801_5430
ko:K21831	paeo:M801_4956
ko:K21833	paeo:M801_5448
ko:K21834	paeo:M801_5449
ko:K21830	paeo:M801_5337
ko:K21832	paeo:M801_5463
ko:K21990	paeo:M801_2741
ko:K05802	paeo:M801_1448
ko:K03741	paeo:M801_2351
ko:K01816	paeo:M801_1542
ko:K22131	paeo:M801_562
ko:K22132	paeo:M801_1203
ko:K22067	paeo:M801_1833
ko:K03595	paeo:M801_797
ko:K07183	paeo:M801_1832
ko:K00304	paeo:M801_5468
ko:K00302	paeo:M801_5469
ko:K22112	paeo:M801_3346
ko:K22209	paeo:M801_4036
ko:K12242	paeo:M801_4227
ko:K22292	paeo:M801_3148
ko:K22250	paeo:M801_5095
ko:K22296	paeo:M801_1647
ko:K01337	paeo:M801_4173
ko:K22345	paeo:M801_876
ko:K22303	paeo:M801_198
ko:K02257	paeo:M801_119
ko:K02257	paeo:M801_1360
ko:K11391	paeo:M801_4635
ko:K13566	paeo:M801_3788
ko:K11206	paeo:M801_4486
ko:K22491	paeo:M801_4679
ko:K22452	paeo:M801_2841
ko:K22468	paeo:M801_147
ko:K09123	paeo:M801_1298
ko:K22548	paeo:M801_1294
