ko:K10563	ypp:YPDSF_3853
ko:K02025	ypp:YPDSF_3281
ko:K02852	ypp:YPDSF_3473
ko:K09800	ypp:YPDSF_3572
ko:K07497	ypp:YPDSF_3724
ko:K02030	ypp:YPDSF_3924
ko:K07128	ypp:YPDSF_4055
ko:K07493	ypp:YPDSF_4104
ko:K07493	ypp:YPDSF_4123
ko:K07493	ypp:YPDSF_3990
ko:K08599	ypp:YPDSF_4001
ko:K02057	ypp:YPDSF_0227
ko:K02027	ypp:YPDSF_0397
ko:K02025	ypp:YPDSF_0398
ko:K02397	ypp:YPDSF_0516
ko:K07305	ypp:YPDSF_0976
ko:K01545	ypp:YPDSF_1579
ko:K09802	ypp:YPDSF_1416
ko:K06929	ypp:YPDSF_1531
ko:K02403	ypp:YPDSF_1785
ko:K09954	ypp:YPDSF_2096
ko:K09946	ypp:YPDSF_2204
ko:K04755	ypp:YPDSF_2236
ko:K04488	ypp:YPDSF_2240
ko:K07479	ypp:YPDSF_0167
ko:K00852	ypp:YPDSF_0228
ko:K07473	ypp:YPDSF_0235
ko:K05540	ypp:YPDSF_0261
ko:K00135	ypp:YPDSF_0294
ko:K06958	ypp:YPDSF_0311
ko:K07301	ypp:YPDSF_0321
ko:K00007	ypp:YPDSF_0821
ko:K07688	ypp:YPDSF_1199
ko:K07345	ypp:YPDSF_1201
ko:K05372	ypp:YPDSF_1213
ko:K04785	ypp:YPDSF_1216
ko:K09803	ypp:YPDSF_1246
ko:K02529	ypp:YPDSF_1392
ko:K07493	ypp:YPDSF_1206
ko:K05373	ypp:YPDSF_1210
ko:K06147	ypp:YPDSF_1212
ko:K04783	ypp:YPDSF_1218
ko:K02026	ypp:YPDSF_1232
ko:K06887	ypp:YPDSF_1255
ko:K10010	ypp:YPDSF_1277
ko:K02390	ypp:YPDSF_1322
ko:K07289	ypp:YPDSF_1450
ko:K09458	ypp:YPDSF_1547
ko:K08717	ypp:YPDSF_1603
ko:K02034	ypp:YPDSF_1614
ko:K02033	ypp:YPDSF_1615
ko:K01407	ypp:YPDSF_1696
ko:K05877	ypp:YPDSF_1771
ko:K05876	ypp:YPDSF_1788
ko:K03406	ypp:YPDSF_1927
ko:K02012	ypp:YPDSF_2066
ko:K02011	ypp:YPDSF_2067
ko:K07307	ypp:YPDSF_2073
ko:K02016	ypp:YPDSF_2966
ko:K02015	ypp:YPDSF_2967
ko:K07306	ypp:YPDSF_3035
ko:K00615	ypp:YPDSF_3047
ko:K07792	ypp:YPDSF_3072
ko:K02035	ypp:YPDSF_3258
ko:K02483	ypp:YPDSF_2106
ko:K06871	ypp:YPDSF_2151
ko:K02012	ypp:YPDSF_2155
ko:K07715	ypp:YPDSF_2258
ko:K03704	ypp:YPDSF_2297
ko:K04093	ypp:YPDSF_2345
ko:K00854	ypp:YPDSF_2405
ko:K06168	ypp:YPDSF_2632
ko:K06887	ypp:YPDSF_2684
ko:K02004	ypp:YPDSF_2716
ko:K05802	ypp:YPDSF_2764
ko:K03770	ypp:YPDSF_2788
ko:K01187	ypp:YPDSF_2833
ko:K07486	ypp:YPDSF_4131
ko:K07497	ypp:YPDSF_4019
ko:K01682	ypp:YPDSF_2940
ko:K02031	ypp:YPDSF_1613
ko:K02035	ypp:YPDSF_1616
ko:K07493	ypp:YPDSF_1721
ko:K07346	ypp:YPDSF_1737
ko:K07347	ypp:YPDSF_1739
ko:K07347	ypp:YPDSF_1752
ko:K00031	ypp:YPDSF_1807
ko:K07493	ypp:YPDSF_1826
ko:K07493	ypp:YPDSF_1862
ko:K02026	ypp:YPDSF_1888
ko:K02025	ypp:YPDSF_1889
ko:K03451	ypp:YPDSF_1906
ko:K00008	ypp:YPDSF_1914
ko:K07493	ypp:YPDSF_2050
ko:K03307	ypp:YPDSF_2110
ko:K01138	ypp:YPDSF_2152
ko:K02011	ypp:YPDSF_2154
ko:K06957	ypp:YPDSF_2161
ko:K01489	ypp:YPDSF_1462
ko:K02843	ypp:YPDSF_3848
ko:K06175	ypp:YPDSF_1675
ko:K03718	ypp:YPDSF_3903
ko:K02805	ypp:YPDSF_3477
ko:K11892	ypp:YPDSF_2039
ko:K03336	ypp:YPDSF_2676
ko:K11530	ypp:YPDSF_3224
ko:K11900	ypp:YPDSF_1510
ko:K11531	ypp:YPDSF_3217
ko:K12061	ypp:YPDSF_4113
ko:K03426	ypp:YPDSF_3734
ko:K11896	ypp:YPDSF_0196
ko:K11896	ypp:YPDSF_2055
ko:K11747	ypp:YPDSF_0116
ko:K11903	ypp:YPDSF_0192
ko:K11749	ypp:YPDSF_1661
ko:K11755	ypp:YPDSF_1434
ko:K12974	ypp:YPDSF_0239
ko:K12975	ypp:YPDSF_3375
ko:K12962	ypp:YPDSF_0733
ko:K12963	ypp:YPDSF_0734
ko:K00906	ypp:YPDSF_0175
ko:K12370	ypp:YPDSF_3367
ko:K12500	ypp:YPDSF_2786
ko:K13301	ypp:YPDSF_3079
ko:K01093	ypp:YPDSF_1799
ko:K11898	ypp:YPDSF_2033
ko:K11743	ypp:YPDSF_1054
ko:K11738	ypp:YPDSF_1187
ko:K11753	ypp:YPDSF_3158
ko:K12297	ypp:YPDSF_2277
ko:K12288	ypp:YPDSF_0072
ko:K12059	ypp:YPDSF_4111
ko:K12060	ypp:YPDSF_4112
ko:K11937	ypp:YPDSF_1168
ko:K12056	ypp:YPDSF_4105
ko:K12057	ypp:YPDSF_4109
ko:K12058	ypp:YPDSF_4110
ko:K12453	ypp:YPDSF_2748
ko:K12452	ypp:YPDSF_2749
ko:K12064	ypp:YPDSF_4117
ko:K12067	ypp:YPDSF_4120
ko:K00823	ypp:YPDSF_2194
ko:K01479	ypp:YPDSF_1154
ko:K01491	ypp:YPDSF_2708
ko:K12372	ypp:YPDSF_3365
ko:K16345	ypp:YPDSF_3871
ko:K13053	ypp:YPDSF_1538
ko:K08967	ypp:YPDSF_2880
ko:K12068	ypp:YPDSF_4121
ko:K12291	ypp:YPDSF_0075
ko:K05368	ypp:YPDSF_3388
ko:K12525	ypp:YPDSF_3791
ko:K02485	ypp:YPDSF_0961
ko:K05603	ypp:YPDSF_1149
ko:K12961	ypp:YPDSF_0347
ko:K13292	ypp:YPDSF_1703
ko:K12984	ypp:YPDSF_3851
ko:K10804	ypp:YPDSF_2718
ko:K13014	ypp:YPDSF_0731
ko:K11897	ypp:YPDSF_2032
ko:K00135	ypp:YPDSF_2406
ko:K00010	ypp:YPDSF_2675
ko:K11744	ypp:YPDSF_1865
ko:K11938	ypp:YPDSF_2783
ko:K11896	ypp:YPDSF_1490
ko:K11936	ypp:YPDSF_1169
ko:K11910	ypp:YPDSF_1493
ko:K11893	ypp:YPDSF_0540
ko:K11907	ypp:YPDSF_1504
ko:K11907	ypp:YPDSF_2054
ko:K11909	ypp:YPDSF_0207
ko:K11935	ypp:YPDSF_1171
ko:K11752	ypp:YPDSF_2818
ko:K11931	ypp:YPDSF_1170
ko:K11891	ypp:YPDSF_0209
ko:K11905	ypp:YPDSF_0195
ko:K11906	ypp:YPDSF_0202
ko:K11926	ypp:YPDSF_2852
ko:K11901	ypp:YPDSF_2047
ko:K11901	ypp:YPDSF_0193
ko:K11910	ypp:YPDSF_0208
ko:K11891	ypp:YPDSF_1494
ko:K11751	ypp:YPDSF_2729
ko:K11754	ypp:YPDSF_1992
ko:K11903	ypp:YPDSF_2045
ko:K11907	ypp:YPDSF_0205
ko:K11904	ypp:YPDSF_0212
ko:K03472	ypp:YPDSF_0591
ko:K11895	ypp:YPDSF_2056
ko:K11907	ypp:YPDSF_3128
ko:K11893	ypp:YPDSF_1509
ko:K11907	ypp:YPDSF_0545
ko:K11903	ypp:YPDSF_0544
ko:K11717	ypp:YPDSF_0748
ko:K11719	ypp:YPDSF_0318
ko:K11934	ypp:YPDSF_1918
ko:K11893	ypp:YPDSF_2043
ko:K11894	ypp:YPDSF_0201
ko:K11895	ypp:YPDSF_0200
ko:K11895	ypp:YPDSF_1489
ko:K03524	ypp:YPDSF_3380
ko:K00029	ypp:YPDSF_2139
ko:K11893	ypp:YPDSF_0203
ko:K12072	ypp:YPDSF_4106
ko:K11900	ypp:YPDSF_0194
ko:K02302	ypp:YPDSF_0085
ko:K11748	ypp:YPDSF_0115
ko:K00024	ypp:YPDSF_3565
ko:K11906	ypp:YPDSF_1488
ko:K11905	ypp:YPDSF_1487
ko:K11933	ypp:YPDSF_2338
ko:K11750	ypp:YPDSF_2853
ko:K02406	ypp:YPDSF_0521
ko:K10009	ypp:YPDSF_1278
ko:K02026	ypp:YPDSF_3280
ko:K01089	ypp:YPDSF_1430
ko:K11940	ypp:YPDSF_1530
ko:K01950	ypp:YPDSF_2257
ko:K02426	ypp:YPDSF_1686
ko:K01243	ypp:YPDSF_2974
ko:K00020	ypp:YPDSF_0255
ko:K01894	ypp:YPDSF_2958
ko:K11720	ypp:YPDSF_3249
ko:K02237	ypp:YPDSF_2787
ko:K00602	ypp:YPDSF_3726
ko:K12251	ypp:YPDSF_0577
ko:K11534	ypp:YPDSF_2374
ko:K11892	ypp:YPDSF_0541
ko:K11900	ypp:YPDSF_0539
ko:K11901	ypp:YPDSF_0538
ko:K11900	ypp:YPDSF_3133
ko:K11903	ypp:YPDSF_3132
ko:K11897	ypp:YPDSF_3131
ko:K11896	ypp:YPDSF_3130
ko:K11895	ypp:YPDSF_3129
ko:K08961	ypp:YPDSF_0688
ko:K05685	ypp:YPDSF_2331
ko:K13637	ypp:YPDSF_2415
ko:K13038	ypp:YPDSF_3857
ko:K13256	ypp:YPDSF_0183
ko:K13288	ypp:YPDSF_3608
ko:K13255	ypp:YPDSF_1448
ko:K11925	ypp:YPDSF_3111
ko:K06879	ypp:YPDSF_1679
ko:K13283	ypp:YPDSF_3827
ko:K13378	ypp:YPDSF_1963
ko:K07246	ypp:YPDSF_1907
ko:K05939	ypp:YPDSF_1710
ko:K13788	ypp:YPDSF_1974
ko:K12410	ypp:YPDSF_1818
ko:K12368	ypp:YPDSF_3369
ko:K12371	ypp:YPDSF_3366
ko:K12339	ypp:YPDSF_2118
ko:K12512	ypp:YPDSF_0471
ko:K12513	ypp:YPDSF_0470
ko:K12515	ypp:YPDSF_0468
ko:K15548	ypp:YPDSF_0292
ko:K12573	ypp:YPDSF_3594
ko:K12511	ypp:YPDSF_0472
ko:K12510	ypp:YPDSF_0473
ko:K06221	ypp:YPDSF_2695
ko:K13735	ypp:YPDSF_3309
ko:K14055	ypp:YPDSF_0842
ko:K13888	ypp:YPDSF_2332
ko:K13628	ypp:YPDSF_2239
ko:K12582	ypp:YPDSF_3475
ko:K06415	ypp:YPDSF_0987
ko:K03272	ypp:YPDSF_0438
ko:K14059	ypp:YPDSF_1038
ko:K14054	ypp:YPDSF_0805
ko:K05685	ypp:YPDSF_2108
ko:K01782	ypp:YPDSF_2013
ko:K01825	ypp:YPDSF_3386
ko:K14058	ypp:YPDSF_0811
ko:K06211	ypp:YPDSF_3190
ko:K12536	ypp:YPDSF_3532
ko:K12537	ypp:YPDSF_3531
ko:K12545	ypp:YPDSF_3533
ko:K01534	ypp:YPDSF_3437
ko:K12369	ypp:YPDSF_3368
ko:K12524	ypp:YPDSF_3174
ko:K04072	ypp:YPDSF_0956
ko:K13895	ypp:YPDSF_2423
ko:K09880	ypp:YPDSF_2881
ko:K12373	ypp:YPDSF_2621
ko:K12514	ypp:YPDSF_0469
ko:K12973	ypp:YPDSF_1378
ko:K13000	ypp:YPDSF_2744
ko:K13001	ypp:YPDSF_2742
ko:K13002	ypp:YPDSF_2737
ko:K05921	ypp:YPDSF_1361
ko:K05921	ypp:YPDSF_1362
ko:K03297	ypp:YPDSF_0813
ko:K13745	ypp:YPDSF_1447
ko:K00121	ypp:YPDSF_1475
ko:K03782	ypp:YPDSF_3041
ko:K13638	ypp:YPDSF_0158
ko:K01792	ypp:YPDSF_0978
ko:K13641	ypp:YPDSF_0176
ko:K10778	ypp:YPDSF_3834
ko:K13643	ypp:YPDSF_2242
ko:K13634	ypp:YPDSF_0915
ko:K01070	ypp:YPDSF_1476
ko:K13694	ypp:YPDSF_2419
ko:K13821	ypp:YPDSF_1274
ko:K13695	ypp:YPDSF_0735
ko:K13894	ypp:YPDSF_2422
ko:K13896	ypp:YPDSF_2424
ko:K13888	ypp:YPDSF_2107
ko:K13893	ypp:YPDSF_2421
ko:K14233	ypp:YPDSF_R0027
ko:K14228	ypp:YPDSF_R0091
ko:K14219	ypp:YPDSF_R0061
ko:K14220	ypp:YPDSF_R0018
ko:K14220	ypp:YPDSF_R0025
ko:K14220	ypp:YPDSF_R0026
ko:K14238	ypp:YPDSF_R0102
ko:K01977	ypp:YPDSF_R0108
ko:K01977	ypp:YPDSF_R0033
ko:K01977	ypp:YPDSF_R0066
ko:K14232	ypp:YPDSF_R0073
ko:K14232	ypp:YPDSF_R0079
ko:K01977	ypp:YPDSF_R0001
ko:K01977	ypp:YPDSF_R0097
ko:K01977	ypp:YPDSF_R0088
ko:K01977	ypp:YPDSF_R0078
ko:K14221	ypp:YPDSF_R0029
ko:K14221	ypp:YPDSF_R0084
ko:K14229	ypp:YPDSF_R0040
ko:K14229	ypp:YPDSF_R0053
ko:K14229	ypp:YPDSF_R0052
ko:K14229	ypp:YPDSF_R0022
ko:K14233	ypp:YPDSF_R0067
ko:K14228	ypp:YPDSF_R0056
ko:K14228	ypp:YPDSF_R0071
ko:K09882	ypp:YPDSF_4092
ko:K13498	ypp:YPDSF_0928
ko:K08281	ypp:YPDSF_0974
ko:K13651	ypp:YPDSF_0633
ko:K13655	ypp:YPDSF_0634
ko:K13771	ypp:YPDSF_3595
ko:K00941	ypp:YPDSF_2209
ko:K14187	ypp:YPDSF_2918
ko:K08325	ypp:YPDSF_0462
ko:K13060	ypp:YPDSF_0534
ko:K02010	ypp:YPDSF_2153
ko:K14236	ypp:YPDSF_R0015
ko:K14236	ypp:YPDSF_R0100
ko:K14347	ypp:YPDSF_0873
ko:K14392	ypp:YPDSF_0263
ko:K14233	ypp:YPDSF_R0048
ko:K14260	ypp:YPDSF_1967
ko:K16371	ypp:YPDSF_0682
ko:K14228	ypp:YPDSF_R0080
ko:K14228	ypp:YPDSF_R0070
ko:K14232	ypp:YPDSF_R0046
ko:K14234	ypp:YPDSF_R0098
ko:K14224	ypp:YPDSF_R0032
ko:K14224	ypp:YPDSF_R0087
ko:K14224	ypp:YPDSF_R0065
ko:K14224	ypp:YPDSF_R0096
ko:K14224	ypp:YPDSF_R0107
ko:K14287	ypp:YPDSF_2883
ko:K14233	ypp:YPDSF_R0016
ko:K14233	ypp:YPDSF_R0017
ko:K14234	ypp:YPDSF_R0006
ko:K14228	ypp:YPDSF_R0019
ko:K14218	ypp:YPDSF_R0003
ko:K14218	ypp:YPDSF_R0076
ko:K14230	ypp:YPDSF_R0055
ko:K14230	ypp:YPDSF_R0059
ko:K11604	ypp:YPDSF_0713
ko:K11605	ypp:YPDSF_0711
ko:K14218	ypp:YPDSF_R0044
ko:K11737	ypp:YPDSF_1266
ko:K14219	ypp:YPDSF_R0082
ko:K14225	ypp:YPDSF_R0099
ko:K14393	ypp:YPDSF_3720
ko:K14155	ypp:YPDSF_2113
ko:K14237	ypp:YPDSF_R0041
ko:K14237	ypp:YPDSF_R0043
ko:K14237	ypp:YPDSF_R0042
ko:K14223	ypp:YPDSF_R0057
ko:K14223	ypp:YPDSF_R0058
ko:K15034	ypp:YPDSF_1645
ko:K08723	ypp:YPDSF_0847
ko:K01985	ypp:YPDSF_R0005
ko:K01985	ypp:YPDSF_R0105
ko:K01985	ypp:YPDSF_R0074
ko:K01985	ypp:YPDSF_R0094
ko:K01985	ypp:YPDSF_R0063
ko:K01985	ypp:YPDSF_R0085
ko:K01985	ypp:YPDSF_R0030
ko:K14235	ypp:YPDSF_R0083
ko:K14744	ypp:YPDSF_1028
ko:K14234	ypp:YPDSF_R0047
ko:K14234	ypp:YPDSF_R0101
ko:K14221	ypp:YPDSF_R0028
ko:K07308	ypp:YPDSF_2074
ko:K15396	ypp:YPDSF_2243
ko:K14231	ypp:YPDSF_R0010
ko:K14231	ypp:YPDSF_R0093
ko:K11606	ypp:YPDSF_0710
ko:K14227	ypp:YPDSF_R0002
ko:K14227	ypp:YPDSF_R0077
ko:K14225	ypp:YPDSF_R0012
ko:K14225	ypp:YPDSF_R0021
ko:K14225	ypp:YPDSF_R0092
ko:K01524	ypp:YPDSF_2187
ko:K15125	ypp:YPDSF_1902
ko:K15125	ypp:YPDSF_0386
ko:K11902	ypp:YPDSF_2058
ko:K15035	ypp:YPDSF_R0054
ko:K14226	ypp:YPDSF_R0081
ko:K10713	ypp:YPDSF_1875
ko:K01978	ypp:YPDSF_R0007
ko:K14237	ypp:YPDSF_R0013
ko:K14237	ypp:YPDSF_R0014
ko:K14230	ypp:YPDSF_R0008
ko:K14219	ypp:YPDSF_R0039
ko:K14223	ypp:YPDSF_R0060
ko:K10218	ypp:YPDSF_3821
ko:K14222	ypp:YPDSF_R0020
ko:K21029	ypp:YPDSF_1482
ko:K14170	ypp:YPDSF_2917
ko:K14230	ypp:YPDSF_R0035
ko:K14230	ypp:YPDSF_R0036
ko:K14230	ypp:YPDSF_R0037
ko:K14230	ypp:YPDSF_R0090
ko:K01980	ypp:YPDSF_R0031
ko:K01980	ypp:YPDSF_R0095
ko:K01980	ypp:YPDSF_R0064
ko:K14261	ypp:YPDSF_2082
ko:K01980	ypp:YPDSF_R0106
ko:K01980	ypp:YPDSF_R0075
ko:K01980	ypp:YPDSF_R0086
ko:K01980	ypp:YPDSF_R0004
ko:K11607	ypp:YPDSF_0712
ko:K14219	ypp:YPDSF_R0068
ko:K14219	ypp:YPDSF_R0069
ko:K14979	ypp:YPDSF_3716
ko:K02083	ypp:YPDSF_2885
ko:K14978	ypp:YPDSF_3715
ko:K14588	ypp:YPDSF_2946
ko:K14682	ypp:YPDSF_1693
ko:K12530	ypp:YPDSF_0886
ko:K14762	ypp:YPDSF_0028
ko:K01146	ypp:YPDSF_1681
ko:K16013	ypp:YPDSF_2322
ko:K13409	ypp:YPDSF_3808
ko:K13408	ypp:YPDSF_3807
ko:K11939	ypp:YPDSF_1919
ko:K15721	ypp:YPDSF_1219
ko:K10823	ypp:YPDSF_0950
ko:K06919	ypp:YPDSF_0635
ko:K14761	ypp:YPDSF_2709
ko:K14742	ypp:YPDSF_1050
ko:K16012	ypp:YPDSF_2323
ko:K12531	ypp:YPDSF_0882
ko:K15257	ypp:YPDSF_1073
ko:K15256	ypp:YPDSF_1072
ko:K15547	ypp:YPDSF_0403
ko:K15580	ypp:YPDSF_0954
ko:K15580	ypp:YPDSF_0806
ko:K03468	ypp:YPDSF_0293
ko:K15549	ypp:YPDSF_0404
ko:K15545	ypp:YPDSF_0865
ko:K15552	ypp:YPDSF_0109
ko:K15554	ypp:YPDSF_0233
ko:K15738	ypp:YPDSF_2276
ko:K15461	ypp:YPDSF_2004
ko:K01082	ypp:YPDSF_3578
ko:K15536	ypp:YPDSF_0301
ko:K15634	ypp:YPDSF_3179
ko:K15771	ypp:YPDSF_0658
ko:K15553	ypp:YPDSF_0231
ko:K15633	ypp:YPDSF_3841
ko:K15772	ypp:YPDSF_0659
ko:K15551	ypp:YPDSF_0107
ko:K10831	ypp:YPDSF_0108
ko:K02428	ypp:YPDSF_0570
ko:K15582	ypp:YPDSF_0952
ko:K04765	ypp:YPDSF_2981
ko:K03585	ypp:YPDSF_3293
ko:K15460	ypp:YPDSF_1562
ko:K15723	ypp:YPDSF_1678
ko:K15583	ypp:YPDSF_0951
ko:K15539	ypp:YPDSF_2225
ko:K15536	ypp:YPDSF_3040
ko:K15724	ypp:YPDSF_2970
ko:K15342	ypp:YPDSF_1882
ko:K01713	ypp:YPDSF_3017
ko:K18446	ypp:YPDSF_0436
ko:K18139	ypp:YPDSF_3291
ko:K18138	ypp:YPDSF_3292
ko:K15984	ypp:YPDSF_3338
ko:K15974	ypp:YPDSF_2902
ko:K15977	ypp:YPDSF_0354
ko:K19734	ypp:YPDSF_1872
ko:K19734	ypp:YPDSF_0533
ko:K16152	ypp:YPDSF_3534
ko:K16135	ypp:YPDSF_1908
ko:K14229	ypp:YPDSF_R0051
ko:K14229	ypp:YPDSF_R0050
ko:K16089	ypp:YPDSF_3020
ko:K16092	ypp:YPDSF_3522
ko:K16088	ypp:YPDSF_1439
ko:K07491	ypp:YPDSF_4068
ko:K07491	ypp:YPDSF_3584
ko:K07491	ypp:YPDSF_3100
ko:K07491	ypp:YPDSF_2939
ko:K07491	ypp:YPDSF_2789
ko:K07491	ypp:YPDSF_2580
ko:K07491	ypp:YPDSF_2431
ko:K07491	ypp:YPDSF_2271
ko:K07491	ypp:YPDSF_2214
ko:K07491	ypp:YPDSF_2176
ko:K07491	ypp:YPDSF_2165
ko:K07491	ypp:YPDSF_2093
ko:K07491	ypp:YPDSF_1845
ko:K07491	ypp:YPDSF_1677
ko:K07491	ypp:YPDSF_1548
ko:K07491	ypp:YPDSF_1540
ko:K07491	ypp:YPDSF_1455
ko:K07491	ypp:YPDSF_1388
ko:K07491	ypp:YPDSF_1008
ko:K07491	ypp:YPDSF_0916
ko:K07491	ypp:YPDSF_0600
ko:K07491	ypp:YPDSF_0370
ko:K07491	ypp:YPDSF_0330
ko:K07491	ypp:YPDSF_0249
ko:K07491	ypp:YPDSF_4065
ko:K07491	ypp:YPDSF_3810
ko:K07491	ypp:YPDSF_3471
ko:K07491	ypp:YPDSF_3427
ko:K07491	ypp:YPDSF_3333
ko:K07491	ypp:YPDSF_3098
ko:K07491	ypp:YPDSF_2922
ko:K07491	ypp:YPDSF_2916
ko:K07491	ypp:YPDSF_2873
ko:K07491	ypp:YPDSF_2822
ko:K07491	ypp:YPDSF_2813
ko:K07491	ypp:YPDSF_2597
ko:K07491	ypp:YPDSF_2524
ko:K07491	ypp:YPDSF_2387
ko:K07491	ypp:YPDSF_2326
ko:K07491	ypp:YPDSF_2289
ko:K07491	ypp:YPDSF_2261
ko:K07491	ypp:YPDSF_2104
ko:K07491	ypp:YPDSF_1838
ko:K07491	ypp:YPDSF_1330
ko:K07491	ypp:YPDSF_1090
ko:K07491	ypp:YPDSF_1009
ko:K07491	ypp:YPDSF_0833
ko:K07491	ypp:YPDSF_0800
ko:K07491	ypp:YPDSF_0789
ko:K07491	ypp:YPDSF_0753
ko:K07491	ypp:YPDSF_0590
ko:K11901	ypp:YPDSF_1511
ko:K11892	ypp:YPDSF_1508
ko:K07497	ypp:YPDSF_4020
ko:K07483	ypp:YPDSF_4028
ko:K16089	ypp:YPDSF_2383
ko:K16137	ypp:YPDSF_0768
ko:K07347	ypp:YPDSF_4097
ko:K02014	ypp:YPDSF_0524
ko:K03759	ypp:YPDSF_2495
ko:K16087	ypp:YPDSF_3687
ko:K16053	ypp:YPDSF_1883
ko:K16078	ypp:YPDSF_2249
ko:K07347	ypp:YPDSF_1203
ko:K16074	ypp:YPDSF_0807
ko:K02049	ypp:YPDSF_0856
ko:K11736	ypp:YPDSF_2834
ko:K15540	ypp:YPDSF_1740
ko:K09476	ypp:YPDSF_2284
ko:K11906	ypp:YPDSF_2044
ko:K12530	ypp:YPDSF_0885
ko:K16210	ypp:YPDSF_2468
ko:K00209	ypp:YPDSF_3930
ko:K11903	ypp:YPDSF_1505
ko:K20542	ypp:YPDSF_3364
ko:K12532	ypp:YPDSF_0883
ko:K12532	ypp:YPDSF_0884
ko:K16515	ypp:YPDSF_3820
ko:K16516	ypp:YPDSF_3819
ko:K03299	ypp:YPDSF_3345
ko:K16322	ypp:YPDSF_3332
ko:K11734	ypp:YPDSF_2933
ko:K11734	ypp:YPDSF_1379
ko:K16263	ypp:YPDSF_0439
ko:K16264	ypp:YPDSF_2567
ko:K11959	ypp:YPDSF_2508
ko:K11960	ypp:YPDSF_2507
ko:K16693	ypp:YPDSF_3476
ko:K02071	ypp:YPDSF_2378
ko:K16704	ypp:YPDSF_3478
ko:K08598	ypp:YPDSF_3945
ko:K19230	ypp:YPDSF_0784
ko:K11961	ypp:YPDSF_2506
ko:K11962	ypp:YPDSF_2505
ko:K11963	ypp:YPDSF_2504
ko:K16842	ypp:YPDSF_1628
ko:K16868	ypp:YPDSF_1173
ko:K18138	ypp:YPDSF_2768
ko:K19227	ypp:YPDSF_0787
ko:K18334	ypp:YPDSF_1408
ko:K02503	ypp:YPDSF_1836
ko:K17202	ypp:YPDSF_3042
ko:K17206	ypp:YPDSF_0653
ko:K17210	ypp:YPDSF_2672
ko:K17209	ypp:YPDSF_2671
ko:K17247	ypp:YPDSF_0268
ko:K15841	ypp:YPDSF_R0045
ko:K17713	ypp:YPDSF_2221
ko:K17203	ypp:YPDSF_3045
ko:K17204	ypp:YPDSF_3044
ko:K17205	ypp:YPDSF_0652
ko:K17207	ypp:YPDSF_0654
ko:K17208	ypp:YPDSF_2673
ko:K01990	ypp:YPDSF_2949
ko:K05601	ypp:YPDSF_2337
ko:K01992	ypp:YPDSF_2950
ko:K10112	ypp:YPDSF_0394
ko:K10111	ypp:YPDSF_1893
ko:K10112	ypp:YPDSF_3279
ko:K17686	ypp:YPDSF_2724
ko:K20866	ypp:YPDSF_3878
ko:K02495	ypp:YPDSF_3883
ko:K10111	ypp:YPDSF_0655
ko:K10111	ypp:YPDSF_1230
ko:K10111	ypp:YPDSF_1231
ko:K19229	ypp:YPDSF_0785
ko:K19789	ypp:YPDSF_2429
ko:K17758	ypp:YPDSF_3606
ko:K17759	ypp:YPDSF_3606
ko:K00254	ypp:YPDSF_2280
ko:K17733	ypp:YPDSF_0283
ko:K03585	ypp:YPDSF_2767
ko:K07347	ypp:YPDSF_2051
ko:K17948	ypp:YPDSF_1267
ko:K18288	ypp:YPDSF_1198
ko:K18290	ypp:YPDSF_1197
ko:K18292	ypp:YPDSF_1196
ko:K18335	ypp:YPDSF_1410
ko:K21908	ypp:YPDSF_0377
ko:K07483	ypp:YPDSF_3788
ko:K11904	ypp:YPDSF_1503
ko:K18324	ypp:YPDSF_2148
ko:K18326	ypp:YPDSF_2201
ko:K16234	ypp:YPDSF_3758
ko:K11904	ypp:YPDSF_0546
ko:K11904	ypp:YPDSF_2036
ko:K11893	ypp:YPDSF_3121
ko:K11904	ypp:YPDSF_0220
ko:K11891	ypp:YPDSF_3119
ko:K11892	ypp:YPDSF_3120
ko:K11906	ypp:YPDSF_3122
ko:K11904	ypp:YPDSF_3127
ko:K18475	ypp:YPDSF_2181
ko:K18475	ypp:YPDSF_2182
ko:K11901	ypp:YPDSF_3134
ko:K11902	ypp:YPDSF_3135
ko:K18515	ypp:YPDSF_R0034
ko:K18516	ypp:YPDSF_R0103
ko:K18527	ypp:YPDSF_R0104
ko:K18691	ypp:YPDSF_2265
ko:K18697	ypp:YPDSF_2267
ko:K18765	ypp:YPDSF_0271
ko:K11741	ypp:YPDSF_3618
ko:K10747	ypp:YPDSF_4101
ko:K18889	ypp:YPDSF_2780
ko:K09798	ypp:YPDSF_3844
ko:K20881	ypp:YPDSF_0068
ko:K18800	ypp:YPDSF_0606
ko:K18778	ypp:YPDSF_2924
ko:K18657	ypp:YPDSF_2279
ko:K18890	ypp:YPDSF_2779
ko:K18843	ypp:YPDSF_2080
ko:K18850	ypp:YPDSF_1816
ko:K03496	ypp:YPDSF_4008
ko:K07497	ypp:YPDSF_3947
ko:K07497	ypp:YPDSF_0047
ko:K07497	ypp:YPDSF_0197
ko:K03976	ypp:YPDSF_2726
ko:K07497	ypp:YPDSF_0522
ko:K07497	ypp:YPDSF_3300
ko:K07497	ypp:YPDSF_3541
ko:K07497	ypp:YPDSF_3789
ko:K03526	ypp:YPDSF_2224
ko:K18984	ypp:YPDSF_3712
ko:K07497	ypp:YPDSF_0006
ko:K19048	ypp:YPDSF_0217
ko:K18979	ypp:YPDSF_3607
ko:K18988	ypp:YPDSF_2469
