ko:K18925	bcef:BcrFT9_00768
ko:K02172	bcef:BcrFT9_00931
ko:K08168	bcef:BcrFT9_03550
ko:K00662	bcef:BcrFT9_02300
ko:K18220	bcef:BcrFT9_02379
ko:K08151	bcef:BcrFT9_01961
ko:K03502	bcef:BcrFT9_02438
ko:K18231	bcef:BcrFT9_02048
ko:K06595	bcef:BcrFT9_04354
ko:K11624	bcef:BcrFT9_00881
ko:K03741	bcef:BcrFT9_02473
ko:K07816	bcef:BcrFT9_03417
ko:K03429	bcef:BcrFT9_00470
ko:K16044	bcef:BcrFT9_02745
ko:K00001	bcef:BcrFT9_02038
ko:K05799	bcef:BcrFT9_01099
ko:K01090	bcef:BcrFT9_02394
ko:K00456	bcef:BcrFT9_02036
ko:K07451	bcef:BcrFT9_00345
ko:K00354	bcef:BcrFT9_01653
ko:K06378	bcef:BcrFT9_03184
ko:K01200	bcef:BcrFT9_03736
ko:K01046	bcef:BcrFT9_03871
ko:K00632	bcef:BcrFT9_03999
ko:K02777	bcef:BcrFT9_04270
ko:K01200	bcef:BcrFT9_02147
ko:K01239	bcef:BcrFT9_04110
ko:K03296	bcef:BcrFT9_00653
ko:K01271	bcef:BcrFT9_03002
ko:K01081	bcef:BcrFT9_03970
ko:K03328	bcef:BcrFT9_00058
ko:K00798	bcef:BcrFT9_01257
ko:K16901	bcef:BcrFT9_01682
ko:K00344	bcef:BcrFT9_02658
ko:K00571	bcef:BcrFT9_03677
ko:K01239	bcef:BcrFT9_02112
ko:K11615	bcef:BcrFT9_00547
ko:K00433	bcef:BcrFT9_03801
ko:K01447	bcef:BcrFT9_02823
ko:K01447	bcef:BcrFT9_01272
ko:K01271	bcef:BcrFT9_03658
ko:K03293	bcef:BcrFT9_00630
ko:K02032	bcef:BcrFT9_00821
ko:K00344	bcef:BcrFT9_01720
ko:K01073	bcef:BcrFT9_01662
ko:K02031	bcef:BcrFT9_00601
ko:K01117	bcef:BcrFT9_00616
ko:K06893	bcef:BcrFT9_00760
ko:K15640	bcef:BcrFT9_03053
ko:K00634	bcef:BcrFT9_03266
ko:K02031	bcef:BcrFT9_00229
ko:K02032	bcef:BcrFT9_00230
ko:K08651	bcef:BcrFT9_01888
ko:K01777	bcef:BcrFT9_02225
ko:K00102	bcef:BcrFT9_02680
ko:K19271	bcef:BcrFT9_01917
ko:K00663	bcef:BcrFT9_02328
ko:K07496	bcef:BcrFT9_00878
ko:K07496	bcef:BcrFT9_02643
ko:K00020	bcef:BcrFT9_03154
ko:K19294	bcef:BcrFT9_00802
ko:K01567	bcef:BcrFT9_00450
ko:K01992	bcef:BcrFT9_01473
ko:K03574	bcef:BcrFT9_01489
ko:K03722	bcef:BcrFT9_00172
ko:K03722	bcef:BcrFT9_01312
ko:K07497	bcef:BcrFT9_00897
ko:K11638	bcef:BcrFT9_00824
ko:K00638	bcef:BcrFT9_01982
ko:K02031	bcef:BcrFT9_00820
ko:K19405	bcef:BcrFT9_00087
ko:K01992	bcef:BcrFT9_04332
ko:K01990	bcef:BcrFT9_01150
ko:K19302	bcef:BcrFT9_02146
ko:K19302	bcef:BcrFT9_03786
ko:K19411	bcef:BcrFT9_00086
ko:K06419	bcef:BcrFT9_00784
ko:K06867	bcef:BcrFT9_00535
ko:K01436	bcef:BcrFT9_00642
ko:K07496	bcef:BcrFT9_02469
ko:K00986	bcef:BcrFT9_02565
ko:K18567	bcef:BcrFT9_04008
ko:K06881	bcef:BcrFT9_03651
ko:K02476	bcef:BcrFT9_00529
ko:K00887	bcef:BcrFT9_03382
ko:K07315	bcef:BcrFT9_00870
ko:K14222	bcef:BcrFT9_00510
ko:K19689	bcef:BcrFT9_03715
ko:K14236	bcef:BcrFT9_00162
ko:K14236	bcef:BcrFT9_00658
ko:K14236	bcef:BcrFT9_00505
ko:K19701	bcef:BcrFT9_04302
ko:K01258	bcef:BcrFT9_03249
ko:K14227	bcef:BcrFT9_00006
ko:K14227	bcef:BcrFT9_00668
ko:K14227	bcef:BcrFT9_00028
ko:K14227	bcef:BcrFT9_03883
ko:K19689	bcef:BcrFT9_02505
ko:K03417	bcef:BcrFT9_01863
ko:K01617	bcef:BcrFT9_01690
ko:K15777	bcef:BcrFT9_01530
ko:K00547	bcef:BcrFT9_03341
ko:K00297	bcef:BcrFT9_03341
ko:K19802	bcef:BcrFT9_02241
ko:K19955	bcef:BcrFT9_02859
ko:K13075	bcef:BcrFT9_02639
ko:K12132	bcef:BcrFT9_02988
ko:K20074	bcef:BcrFT9_02989
ko:K18907	bcef:BcrFT9_02109
ko:K12132	bcef:BcrFT9_02987
ko:K20201	bcef:BcrFT9_04269
ko:K20116	bcef:BcrFT9_03160
ko:K20117	bcef:BcrFT9_03160
ko:K20118	bcef:BcrFT9_03160
ko:K20391	bcef:BcrFT9_04295
ko:K20390	bcef:BcrFT9_04294
ko:K20480	bcef:BcrFT9_00563
ko:K20344	bcef:BcrFT9_00176
ko:K20345	bcef:BcrFT9_00177
ko:K20480	bcef:BcrFT9_00564
ko:K18889	bcef:BcrFT9_00779
ko:K08884	bcef:BcrFT9_01840
ko:K18889	bcef:BcrFT9_02827
ko:K18890	bcef:BcrFT9_00780
ko:K18890	bcef:BcrFT9_02826
ko:K00001	bcef:BcrFT9_01769
ko:K20742	bcef:BcrFT9_02240
ko:K11751	bcef:BcrFT9_02441
ko:K01208	bcef:BcrFT9_03125
ko:K20895	bcef:BcrFT9_00456
ko:K21029	bcef:BcrFT9_03753
ko:K21011	bcef:BcrFT9_04378
ko:K21012	bcef:BcrFT9_04379
ko:K21029	bcef:BcrFT9_02720
ko:K00821	bcef:BcrFT9_02362
ko:K00821	bcef:BcrFT9_03234
ko:K02316	bcef:BcrFT9_03374
ko:K00857	bcef:BcrFT9_04279
ko:K06217	bcef:BcrFT9_03385
ko:K01286	bcef:BcrFT9_01600
ko:K01493	bcef:BcrFT9_03405
ko:K01286	bcef:BcrFT9_04326
ko:K18640	bcef:BcrFT9_02158
ko:K02314	bcef:BcrFT9_00834
ko:K01286	bcef:BcrFT9_01677
ko:K02314	bcef:BcrFT9_04404
ko:K00560	bcef:BcrFT9_01782
ko:K00287	bcef:BcrFT9_01783
ko:K00558	bcef:BcrFT9_03558
ko:K01286	bcef:BcrFT9_01082
ko:K13730	bcef:BcrFT9_01128
ko:K03546	bcef:BcrFT9_01870
ko:K04068	bcef:BcrFT9_02750
ko:K00558	bcef:BcrFT9_00335
ko:K00558	bcef:BcrFT9_00349
ko:K01286	bcef:BcrFT9_02371
ko:K07313	bcef:BcrFT9_00540
ko:K07313	bcef:BcrFT9_00541
ko:K01286	bcef:BcrFT9_02005
ko:K01286	bcef:BcrFT9_01432
ko:K07258	bcef:BcrFT9_01248
ko:K00020	bcef:BcrFT9_01865
ko:K05375	bcef:BcrFT9_01881
ko:K02334	bcef:BcrFT9_00340
ko:K02335	bcef:BcrFT9_03634
ko:K01101	bcef:BcrFT9_03955
ko:K07741	bcef:BcrFT9_04061
ko:K21417	bcef:BcrFT9_02184
ko:K06415	bcef:BcrFT9_00709
ko:K21405	bcef:BcrFT9_02175
ko:K21464	bcef:BcrFT9_04317
ko:K21465	bcef:BcrFT9_02077
ko:K21465	bcef:BcrFT9_02407
ko:K21467	bcef:BcrFT9_01784
ko:K21471	bcef:BcrFT9_01214
ko:K21471	bcef:BcrFT9_01216
ko:K21467	bcef:BcrFT9_01985
ko:K21465	bcef:BcrFT9_01990
ko:K21465	bcef:BcrFT9_01991
ko:K06415	bcef:BcrFT9_00712
ko:K21468	bcef:BcrFT9_03444
ko:K22044	bcef:BcrFT9_04413
ko:K21471	bcef:BcrFT9_04154
ko:K21567	bcef:BcrFT9_00384
ko:K00863	bcef:BcrFT9_00845
ko:K00863	bcef:BcrFT9_00847
ko:K21600	bcef:BcrFT9_02870
ko:K21713	bcef:BcrFT9_02220
ko:K21828	bcef:BcrFT9_00402
ko:K21935	bcef:BcrFT9_01833
ko:K21902	bcef:BcrFT9_04315
ko:K21929	bcef:BcrFT9_01299
ko:K18244	bcef:BcrFT9_04288
ko:K21993	bcef:BcrFT9_02721
ko:K21903	bcef:BcrFT9_02874
ko:K21903	bcef:BcrFT9_00560
ko:K00754	bcef:BcrFT9_01305
ko:K01463	bcef:BcrFT9_01304
ko:K02116	bcef:BcrFT9_00842
ko:K01585	bcef:BcrFT9_03076
ko:K14274	bcef:BcrFT9_02043
ko:K03595	bcef:BcrFT9_03380
ko:K22112	bcef:BcrFT9_04376
ko:K03191	bcef:BcrFT9_02779
ko:K22106	bcef:BcrFT9_02320
ko:K00302	bcef:BcrFT9_02229
ko:K00302	bcef:BcrFT9_02230
ko:K03892	bcef:BcrFT9_02476
ko:K07456	bcef:BcrFT9_02660
ko:K03392	bcef:BcrFT9_01685
ko:K22278	bcef:BcrFT9_02762
ko:K01046	bcef:BcrFT9_02054
ko:K22278	bcef:BcrFT9_01608
ko:K05592	bcef:BcrFT9_04383
ko:K02257	bcef:BcrFT9_03059
ko:K03574	bcef:BcrFT9_02623
ko:K13566	bcef:BcrFT9_03148
ko:K18672	bcef:BcrFT9_03929
ko:K00590	bcef:BcrFT9_04389
ko:K00590	bcef:BcrFT9_04390
ko:K22441	bcef:BcrFT9_02518
ko:K22491	bcef:BcrFT9_01268
