ko:K07062	xci:XCAW_04684
ko:K21061	xci:XCAW_02229
ko:K21062	xci:XCAW_02226
ko:K21023	xci:XCAW_01891
ko:K13877	xci:XCAW_02225
ko:K00821	xci:XCAW_04122
ko:K21025	xci:XCAW_02063
ko:K08968	xci:XCAW_04319
ko:K12658	xci:XCAW_02230
ko:K00526	xci:XCAW_00228
ko:K02335	xci:XCAW_00189
ko:K03676	xci:XCAW_03536
ko:K00287	xci:XCAW_03735
ko:K00560	xci:XCAW_03737
ko:K13522	xci:XCAW_03908
ko:K01520	xci:XCAW_00366
ko:K00857	xci:XCAW_00392
ko:K03791	xci:XCAW_00877
ko:K03791	xci:XCAW_01154
ko:K00558	xci:XCAW_00991
ko:K01185	xci:XCAW_01104
ko:K06905	xci:XCAW_01134
ko:K06906	xci:XCAW_01135
ko:K06908	xci:XCAW_01139
ko:K06907	xci:XCAW_01140
ko:K06903	xci:XCAW_01141
ko:K00558	xci:XCAW_01636
ko:K00558	xci:XCAW_01653
ko:K06217	xci:XCAW_02135
ko:K06919	xci:XCAW_02411
ko:K03553	xci:XCAW_02328
ko:K00558	xci:XCAW_02455
ko:K07336	xci:XCAW_03220
ko:K02314	xci:XCAW_02866
ko:K03791	xci:XCAW_04509
ko:K06903	xci:XCAW_04520
ko:K06907	xci:XCAW_04521
ko:K06908	xci:XCAW_04522
ko:K06906	xci:XCAW_04526
ko:K06905	xci:XCAW_04527
ko:K02316	xci:XCAW_04637
ko:K20938	xci:XCAW_03724
ko:K02481	xci:XCAW_00623
ko:K07275	xci:XCAW_04047
ko:K02483	xci:XCAW_03852
ko:K03293	xci:XCAW_03263
ko:K21472	xci:XCAW_03206
ko:K21472	xci:XCAW_04060
ko:K21405	xci:XCAW_03927
ko:K01420	xci:XCAW_02576
ko:K21686	xci:XCAW_03037
ko:K21495	xci:XCAW_04683
ko:K21929	xci:XCAW_04407
ko:K03442	xci:XCAW_01784
ko:K22318	xci:XCAW_00633
ko:K22105	xci:XCAW_00340
ko:K13874	xci:XCAW_02304
ko:K03595	xci:XCAW_03022
ko:K08994	xci:XCAW_04127
ko:K22319	xci:XCAW_00635
ko:K01337	xci:XCAW_03271
ko:K17758	xci:XCAW_01276
ko:K02257	xci:XCAW_04640
ko:K22317	xci:XCAW_00631
ko:K22320	xci:XCAW_00636
ko:K13566	xci:XCAW_01986
ko:K22478	xci:XCAW_02013
ko:K22479	xci:XCAW_02012
ko:K00424	xci:XCAW_02003
ko:K22550	xci:XCAW_02228
ko:K22549	xci:XCAW_02227
