ko:K01006	lmoc:LMOSLCC5850_1930
ko:K00887	lmoc:LMOSLCC5850_1524
ko:K19689	lmoc:LMOSLCC5850_1774
ko:K19689	lmoc:LMOSLCC5850_1668
ko:K01258	lmoc:LMOSLCC5850_1435
ko:K00547	lmoc:LMOSLCC5850_1741
ko:K00297	lmoc:LMOSLCC5850_1741
ko:K00285	lmoc:LMOSLCC5850_1972
ko:K21636	lmoc:LMOSLCC5850_0271
ko:K19975	lmoc:LMOSLCC5850_1909
ko:K19976	lmoc:LMOSLCC5850_1910
ko:K19973	lmoc:LMOSLCC5850_1911
ko:K20074	lmoc:LMOSLCC5850_1883
ko:K12132	lmoc:LMOSLCC5850_1882
ko:K20265	lmoc:LMOSLCC5850_2367
ko:K20265	lmoc:LMOSLCC5850_0037
ko:K01658	lmoc:LMOSLCC5850_2762
ko:K20265	lmoc:LMOSLCC5850_0450
ko:K20201	lmoc:LMOSLCC5850_2544
ko:K00525	lmoc:LMOSLCC5850_2222
ko:K20534	lmoc:LMOSLCC5850_0935
ko:K18889	lmoc:LMOSLCC5850_1716
ko:K18890	lmoc:LMOSLCC5850_1715
ko:K20534	lmoc:LMOSLCC5850_2554
ko:K22103	lmoc:LMOSLCC5850_2172
ko:K20885	lmoc:LMOSLCC5850_0863
ko:K01208	lmoc:LMOSLCC5850_2191
ko:K21030	lmoc:LMOSLCC5850_1092
ko:K21029	lmoc:LMOSLCC5850_1055
ko:K08968	lmoc:LMOSLCC5850_1660
ko:K21064	lmoc:LMOSLCC5850_2330
ko:K00821	lmoc:LMOSLCC5850_1653
ko:K00435	lmoc:LMOSLCC5850_2178
ko:K04068	lmoc:LMOSLCC5850_0272
ko:K02314	lmoc:LMOSLCC5850_0054
ko:K03546	lmoc:LMOSLCC5850_1710
ko:K01520	lmoc:LMOSLCC5850_1754
ko:K03553	lmoc:LMOSLCC5850_1457
ko:K06217	lmoc:LMOSLCC5850_1527
ko:K07313	lmoc:LMOSLCC5850_0654
ko:K02316	lmoc:LMOSLCC5850_1515
ko:K01493	lmoc:LMOSLCC5850_1545
ko:K06919	lmoc:LMOSLCC5850_1262
ko:K09935	lmoc:LMOSLCC5850_0901
ko:K00287	lmoc:LMOSLCC5850_1936
ko:K00560	lmoc:LMOSLCC5850_1937
ko:K00857	lmoc:LMOSLCC5850_2548
ko:K21298	lmoc:LMOSLCC5850_1789
ko:K02335	lmoc:LMOSLCC5850_1629
ko:K21285	lmoc:LMOSLCC5850_1094
ko:K00526	lmoc:LMOSLCC5850_2221
ko:K21252	lmoc:LMOSLCC5850_1765
ko:K22044	lmoc:LMOSLCC5850_1019
ko:K21481	lmoc:LMOSLCC5850_2281
ko:K21465	lmoc:LMOSLCC5850_1498
ko:K21467	lmoc:LMOSLCC5850_0443
ko:K21471	lmoc:LMOSLCC5850_2507
ko:K21471	lmoc:LMOSLCC5850_2508
ko:K18704	lmoc:LMOSLCC5850_1091
ko:K21567	lmoc:LMOSLCC5850_2395
ko:K21567	lmoc:LMOSLCC5850_2022
ko:K21600	lmoc:LMOSLCC5850_1916
ko:K21560	lmoc:LMOSLCC5850_0194
ko:K18704	lmoc:LMOSLCC5850_1083
ko:K00680	lmoc:LMOSLCC5850_2354
ko:K21993	lmoc:LMOSLCC5850_0915
ko:K22043	lmoc:LMOSLCC5850_2496
ko:K00936	lmoc:LMOSLCC5850_1163
ko:K21960	lmoc:LMOSLCC5850_2356
ko:K03547	lmoc:LMOSLCC5850_2290
ko:K03595	lmoc:LMOSLCC5850_1522
ko:K01537	lmoc:LMOSLCC5850_0839
ko:K22251	lmoc:LMOSLCC5850_0346
ko:K22278	lmoc:LMOSLCC5850_0417
ko:K17758	lmoc:LMOSLCC5850_1687
ko:K02257	lmoc:LMOSLCC5850_2118
ko:K05592	lmoc:LMOSLCC5850_1301
ko:K13566	lmoc:LMOSLCC5850_0279
ko:K22441	lmoc:LMOSLCC5850_0816
