ko:K02495	vcx:VAA049_100
ko:K14228	vcx:VAA049_3052
ko:K14228	vcx:VAA049_2208
ko:K14228	vcx:VAA049_2525
ko:K14228	vcx:VAA049_689
ko:K14228	vcx:VAA049_692
ko:K14228	vcx:VAA049_696
ko:K14228	vcx:VAA049_698
ko:K14228	vcx:VAA049_704
ko:K14228	vcx:VAA049_394
ko:K14222	vcx:VAA049_2527
ko:K14222	vcx:VAA049_2201
ko:K14222	vcx:VAA049_2209
ko:K14223	vcx:VAA049_690
ko:K14223	vcx:VAA049_700
ko:K14223	vcx:VAA049_703
ko:K14223	vcx:VAA049_693
ko:K14235	vcx:VAA049_51
ko:K14218	vcx:VAA049_47
ko:K14237	vcx:VAA049_144
ko:K14237	vcx:VAA049_3540
ko:K14237	vcx:VAA049_3292
ko:K09788	vcx:VAA049_1459
ko:K20455	vcx:VAA049_1460
ko:K14227	vcx:VAA049_3299
ko:K14227	vcx:VAA049_3386
ko:K14227	vcx:VAA049_397
ko:K14227	vcx:VAA049_3535
ko:K14224	vcx:VAA049_138
ko:K14224	vcx:VAA049_2982
ko:K14224	vcx:VAA049_142
ko:K14224	vcx:VAA049_3294
ko:K14224	vcx:VAA049_3542
ko:K14229	vcx:VAA049_143
ko:K14229	vcx:VAA049_3293
ko:K14229	vcx:VAA049_3541
ko:K14237	vcx:VAA049_1208
ko:K14237	vcx:VAA049_1207
ko:K01980	vcx:VAA049_3533
ko:K14233	vcx:VAA049_3531
ko:K14233	vcx:VAA049_838
ko:K14233	vcx:VAA049_3147
ko:K14233	vcx:VAA049_3145
ko:K14219	vcx:VAA049_3522
ko:K14219	vcx:VAA049_3140
ko:K14219	vcx:VAA049_3144
ko:K14219	vcx:VAA049_3142
ko:K14219	vcx:VAA049_3146
ko:K14219	vcx:VAA049_3143
ko:K14219	vcx:VAA049_3141
ko:K14219	vcx:VAA049_934
ko:K14232	vcx:VAA049_3518
ko:K14232	vcx:VAA049_3520
ko:K14232	vcx:VAA049_657
ko:K14232	vcx:VAA049_839
ko:K14218	vcx:VAA049_3291
ko:K14218	vcx:VAA049_3534
ko:K14218	vcx:VAA049_398
ko:K14218	vcx:VAA049_3298
ko:K14218	vcx:VAA049_3385
ko:K14234	vcx:VAA049_3373
ko:K14236	vcx:VAA049_2829
ko:K14236	vcx:VAA049_2831
ko:K14236	vcx:VAA049_2830
ko:K14236	vcx:VAA049_3375
ko:K14236	vcx:VAA049_2832
ko:K14228	vcx:VAA049_694
ko:K14228	vcx:VAA049_705
ko:K14228	vcx:VAA049_701
ko:K20534	vcx:VAA049_3442
ko:K19591	vcx:VAA049_2772
ko:K00632	vcx:VAA049_3548
ko:K01214	vcx:VAA049_1972
ko:K01980	vcx:VAA049_139
ko:K01980	vcx:VAA049_399
ko:K01980	vcx:VAA049_2981
ko:K01980	vcx:VAA049_3290
ko:K01980	vcx:VAA049_3297
ko:K01980	vcx:VAA049_3384
ko:K01980	vcx:VAA049_3538
ko:K01200	vcx:VAA049_205
ko:K01980	vcx:VAA049_48
ko:K14225	vcx:VAA049_2389
ko:K14225	vcx:VAA049_3374
ko:K20947	vcx:VAA049_2821
ko:K20920	vcx:VAA049_2809
ko:K20963	vcx:VAA049_1215
ko:K20988	vcx:VAA049_2808
ko:K20922	vcx:VAA049_2818
ko:K16554	vcx:VAA049_2807
ko:K20954	vcx:VAA049_1214
ko:K20953	vcx:VAA049_2815
ko:K20955	vcx:VAA049_2634
ko:K20956	vcx:VAA049_1832
ko:K20957	vcx:VAA049_2685
ko:K20958	vcx:VAA049_595
ko:K20960	vcx:VAA049_2052
ko:K20959	vcx:VAA049_1424
ko:K20961	vcx:VAA049_442
ko:K20966	vcx:VAA049_2991
ko:K13246	vcx:VAA049_1151
ko:K20921	vcx:VAA049_2823
ko:K20978	vcx:VAA049_1920
ko:K20918	vcx:VAA049_2040
ko:K20945	vcx:VAA049_2826
ko:K20946	vcx:VAA049_2822
ko:K20948	vcx:VAA049_2817
ko:K20950	vcx:VAA049_2805
ko:K20951	vcx:VAA049_985
ko:K20952	vcx:VAA049_2813
ko:K21029	vcx:VAA049_2322
ko:K00821	vcx:VAA049_280
ko:K21217	vcx:VAA049_296
ko:K00971	vcx:VAA049_3461
ko:K20919	vcx:VAA049_3025
ko:K08968	vcx:VAA049_1298
ko:K00424	vcx:VAA049_1032
ko:K07181	vcx:VAA049_118
ko:K20964	vcx:VAA049_112
ko:K20965	vcx:VAA049_3037
ko:K00632	vcx:VAA049_2706
ko:K21218	vcx:VAA049_2742
ko:K01493	vcx:VAA049_2135
ko:K00560	vcx:VAA049_3017
ko:K06866	vcx:VAA049_528
ko:K03553	vcx:VAA049_3152
ko:K02316	vcx:VAA049_3176
ko:K10954	vcx:VAA049_2374
ko:K00287	vcx:VAA049_3235
ko:K06905	vcx:VAA049_1603
ko:K06906	vcx:VAA049_1605
ko:K06908	vcx:VAA049_1608
ko:K06907	vcx:VAA049_1609
ko:K06903	vcx:VAA049_1614
ko:K01185	vcx:VAA049_1627
ko:K03546	vcx:VAA049_2422
ko:K04068	vcx:VAA049_2430
ko:K02314	vcx:VAA049_3314
ko:K00857	vcx:VAA049_2573
ko:K06223	vcx:VAA049_272
ko:K06217	vcx:VAA049_2784
ko:K10747	vcx:VAA049_1257
ko:K02335	vcx:VAA049_94
ko:K11894	vcx:VAA049_1796
ko:K05799	vcx:VAA049_480
ko:K00525	vcx:VAA049_1537
ko:K02032	vcx:VAA049_3077
ko:K00526	vcx:VAA049_1538
ko:K01139	vcx:VAA049_196
ko:K21405	vcx:VAA049_1053
ko:K21420	vcx:VAA049_1074
ko:K11690	vcx:VAA049_949
ko:K21470	vcx:VAA049_1525
ko:K02483	vcx:VAA049_1166
ko:K00344	vcx:VAA049_3136
ko:K21606	vcx:VAA049_2664
ko:K01420	vcx:VAA049_1373
ko:K21606	vcx:VAA049_2250
ko:K21712	vcx:VAA049_2161
ko:K19285	vcx:VAA049_2977
ko:K21936	vcx:VAA049_2079
ko:K13638	vcx:VAA049_3419
ko:K06212	vcx:VAA049_2404
ko:K22014	vcx:VAA049_1624
ko:K22132	vcx:VAA049_571
ko:K03595	vcx:VAA049_435
ko:K22105	vcx:VAA049_130
ko:K03892	vcx:VAA049_2668
ko:K03079	vcx:VAA049_1680
ko:K22252	vcx:VAA049_3439
ko:K22302	vcx:VAA049_1638
ko:K11391	vcx:VAA049_583
ko:K00424	vcx:VAA049_2115
