ko:K01212	ppoy:RE92_08210
ko:K00564	ppoy:RE92_14775
ko:K03043	ppoy:RE92_14780
ko:K03046	ppoy:RE92_14785
ko:K07590	ppoy:RE92_14790
ko:K02950	ppoy:RE92_14795
ko:K02992	ppoy:RE92_14800
ko:K02355	ppoy:RE92_14805
ko:K02358	ppoy:RE92_14810
ko:K02946	ppoy:RE92_14815
ko:K02906	ppoy:RE92_14820
ko:K02926	ppoy:RE92_14825
ko:K02892	ppoy:RE92_14830
ko:K02886	ppoy:RE92_14835
ko:K02965	ppoy:RE92_14840
ko:K02890	ppoy:RE92_14845
ko:K02982	ppoy:RE92_14850
ko:K02878	ppoy:RE92_14855
ko:K02904	ppoy:RE92_14860
ko:K02961	ppoy:RE92_14865
ko:K02874	ppoy:RE92_14870
ko:K02895	ppoy:RE92_14875
ko:K02931	ppoy:RE92_14880
ko:K02954	ppoy:RE92_14885
ko:K02994	ppoy:RE92_14890
ko:K02933	ppoy:RE92_14895
ko:K02881	ppoy:RE92_14900
ko:K02988	ppoy:RE92_14905
ko:K02907	ppoy:RE92_14910
ko:K02876	ppoy:RE92_14915
ko:K03076	ppoy:RE92_14920
ko:K00939	ppoy:RE92_14925
ko:K01265	ppoy:RE92_14930
ko:K02518	ppoy:RE92_14940
ko:K02919	ppoy:RE92_14945
ko:K02952	ppoy:RE92_14950
ko:K02948	ppoy:RE92_14955
ko:K03040	ppoy:RE92_14960
ko:K02879	ppoy:RE92_14965
ko:K06173	ppoy:RE92_14970
ko:K02871	ppoy:RE92_14975
ko:K02996	ppoy:RE92_14980
ko:K00390	ppoy:RE92_14985
ko:K00958	ppoy:RE92_14990
ko:K01448	ppoy:RE92_14995
ko:K03593	ppoy:RE92_15000
ko:K06294	ppoy:RE92_15005
ko:K06384	ppoy:RE92_15015
ko:K02909	ppoy:RE92_01245
ko:K02913	ppoy:RE92_01250
ko:K08168	ppoy:RE92_01260
ko:K07114	ppoy:RE92_01285
ko:K17217	ppoy:RE92_01315
ko:K17216	ppoy:RE92_01320
ko:K18581	ppoy:RE92_01350
ko:K02034	ppoy:RE92_01380
ko:K02033	ppoy:RE92_01385
ko:K02035	ppoy:RE92_01390
ko:K16959	ppoy:RE92_01435
ko:K16958	ppoy:RE92_01440
ko:K16957	ppoy:RE92_01445
ko:K00299	ppoy:RE92_01455
ko:K01992	ppoy:RE92_01495
ko:K07729	ppoy:RE92_05735
ko:K04077	ppoy:RE92_05760
ko:K04078	ppoy:RE92_05765
ko:K03118	ppoy:RE92_05770
ko:K03116	ppoy:RE92_05775
ko:K03637	ppoy:RE92_05785
ko:K01934	ppoy:RE92_05790
ko:K06158	ppoy:RE92_05795
ko:K01409	ppoy:RE92_05800
ko:K03789	ppoy:RE92_05805
ko:K14742	ppoy:RE92_05810
ko:K06925	ppoy:RE92_05815
ko:K00626	ppoy:RE92_05825
ko:K01574	ppoy:RE92_05830
ko:K01034	ppoy:RE92_05835
ko:K01035	ppoy:RE92_05840
ko:K06425	ppoy:RE92_05845
ko:K10979	ppoy:RE92_05855
ko:K01953	ppoy:RE92_05885
ko:K01971	ppoy:RE92_05895
ko:K06131	ppoy:RE92_05905
ko:K00012	ppoy:RE92_05945
ko:K05946	ppoy:RE92_05950
ko:K01711	ppoy:RE92_05975
ko:K02377	ppoy:RE92_05980
ko:K03704	ppoy:RE92_10215
ko:K06113	ppoy:RE92_10220
ko:K00873	ppoy:RE92_10235
ko:K02809	ppoy:RE92_10245
ko:K02810	ppoy:RE92_10245
ko:K01193	ppoy:RE92_10250
ko:K03484	ppoy:RE92_10255
ko:K13953	ppoy:RE92_10275
ko:K01674	ppoy:RE92_10280
ko:K02026	ppoy:RE92_10295
ko:K02025	ppoy:RE92_10300
ko:K02027	ppoy:RE92_10305
ko:K02015	ppoy:RE92_10315
ko:K08987	ppoy:RE92_10325
ko:K11102	ppoy:RE92_10335
ko:K07717	ppoy:RE92_10340
ko:K07719	ppoy:RE92_10345
ko:K06896	ppoy:RE92_10370
ko:K00691	ppoy:RE92_10385
ko:K01838	ppoy:RE92_10390
ko:K06310	ppoy:RE92_10395
ko:K06312	ppoy:RE92_10400
ko:K06311	ppoy:RE92_10405
ko:K19267	ppoy:RE92_10440
ko:K00876	ppoy:RE92_10450
ko:K07720	ppoy:RE92_10455
ko:K07718	ppoy:RE92_10460
ko:K10188	ppoy:RE92_10465
ko:K10189	ppoy:RE92_10470
ko:K10190	ppoy:RE92_10475
ko:K01190	ppoy:RE92_10480
ko:K03088	ppoy:RE92_10490
ko:K01785	ppoy:RE92_16590
ko:K19302	ppoy:RE92_00870
ko:K19302	ppoy:RE92_04870
ko:K19302	ppoy:RE92_23985
ko:K18567	ppoy:RE92_13100
ko:K13614	ppoy:RE92_20840
ko:K13614	ppoy:RE92_20850
ko:K16960	ppoy:RE92_01430
ko:K06884	ppoy:RE92_18285
ko:K03483	ppoy:RE92_18400
ko:K06884	ppoy:RE92_12850
ko:K06881	ppoy:RE92_02175
ko:K15634	ppoy:RE92_22190
ko:K22109	ppoy:RE92_05650
ko:K19510	ppoy:RE92_09175
ko:K19577	ppoy:RE92_07280
ko:K06338	ppoy:RE92_16980
ko:K13613	ppoy:RE92_20845
ko:K16960	ppoy:RE92_12630
ko:K00887	ppoy:RE92_20250
ko:K02796	ppoy:RE92_09480
ko:K02476	ppoy:RE92_07665
ko:K06440	ppoy:RE92_12400
ko:K15856	ppoy:RE92_17075
ko:K08164	ppoy:RE92_19055
ko:K07315	ppoy:RE92_16005
ko:K19707	ppoy:RE92_19280
ko:K19689	ppoy:RE92_21145
ko:K14231	ppoy:RE92_09925
ko:K14231	ppoy:RE92_10910
ko:K14231	ppoy:RE92_16220
ko:K19689	ppoy:RE92_00435
ko:K19689	ppoy:RE92_23640
ko:K01258	ppoy:RE92_21765
ko:K19668	ppoy:RE92_06670
ko:K14230	ppoy:RE92_10930
ko:K14230	ppoy:RE92_09955
ko:K20483	ppoy:RE92_04400
ko:K20484	ppoy:RE92_14525
ko:K20483	ppoy:RE92_14520
ko:K01759	ppoy:RE92_13835
ko:K21755	ppoy:RE92_09805
ko:K15777	ppoy:RE92_21465
ko:K00547	ppoy:RE92_21240
ko:K00297	ppoy:RE92_21240
ko:K15777	ppoy:RE92_07575
ko:K02538	ppoy:RE92_12240
ko:K09681	ppoy:RE92_03295
ko:K19955	ppoy:RE92_17655
ko:K21636	ppoy:RE92_13435
ko:K13075	ppoy:RE92_23535
ko:K13075	ppoy:RE92_19835
ko:K03407	ppoy:RE92_09070
ko:K19955	ppoy:RE92_18340
ko:K18889	ppoy:RE92_01945
ko:K11751	ppoy:RE92_06280
ko:K00980	ppoy:RE92_14550
ko:K12132	ppoy:RE92_21300
ko:K20074	ppoy:RE92_21295
ko:K20107	ppoy:RE92_10375
ko:K20108	ppoy:RE92_10375
ko:K20116	ppoy:RE92_21070
ko:K20117	ppoy:RE92_21070
ko:K20118	ppoy:RE92_21070
ko:K01400	ppoy:RE92_17000
ko:K20074	ppoy:RE92_18495
ko:K20116	ppoy:RE92_18360
ko:K20117	ppoy:RE92_18360
ko:K20118	ppoy:RE92_18360
ko:K20201	ppoy:RE92_13935
ko:K19310	ppoy:RE92_12805
ko:K02793	ppoy:RE92_09490
ko:K02794	ppoy:RE92_09490
ko:K20491	ppoy:RE92_23830
ko:K20492	ppoy:RE92_23825
ko:K20461	ppoy:RE92_09450
ko:K20459	ppoy:RE92_09460
ko:K20460	ppoy:RE92_09455
ko:K20488	ppoy:RE92_23820
ko:K20461	ppoy:RE92_04425
ko:K20460	ppoy:RE92_04430
ko:K20459	ppoy:RE92_04435
ko:K00526	ppoy:RE92_09230
ko:K20484	ppoy:RE92_04410
ko:K20484	ppoy:RE92_04420
ko:K20485	ppoy:RE92_04395
ko:K20487	ppoy:RE92_23815
ko:K20490	ppoy:RE92_23835
ko:K20534	ppoy:RE92_10085
ko:K06309	ppoy:RE92_13545
ko:K18890	ppoy:RE92_01950
ko:K20534	ppoy:RE92_14370
ko:K06147	ppoy:RE92_22530
ko:K00797	ppoy:RE92_00785
ko:K21759	ppoy:RE92_09790
ko:K20628	ppoy:RE92_19900
ko:K01179	ppoy:RE92_11905
ko:K01212	ppoy:RE92_06775
ko:K22103	ppoy:RE92_24210
ko:K22103	ppoy:RE92_05530
ko:K07456	ppoy:RE92_23565
ko:K07183	ppoy:RE92_20980
ko:K01179	ppoy:RE92_18560
ko:K01179	ppoy:RE92_18740
ko:K01179	ppoy:RE92_00250
ko:K01208	ppoy:RE92_09475
ko:K01200	ppoy:RE92_18425
ko:K01978	ppoy:RE92_24385
ko:K01977	ppoy:RE92_11270
ko:K01977	ppoy:RE92_15025
ko:K01980	ppoy:RE92_14645
ko:K21029	ppoy:RE92_19230
ko:K01980	ppoy:RE92_09980
ko:K01980	ppoy:RE92_15050
ko:K01980	ppoy:RE92_08600
ko:K01980	ppoy:RE92_11265
ko:K01980	ppoy:RE92_16185
ko:K01980	ppoy:RE92_09840
ko:K01980	ppoy:RE92_17940
ko:K00525	ppoy:RE92_02990
ko:K14234	ppoy:RE92_09920
ko:K14234	ppoy:RE92_16225
ko:K14234	ppoy:RE92_09365
ko:K14234	ppoy:RE92_10920
ko:K21023	ppoy:RE92_09700
ko:K01980	ppoy:RE92_24555
ko:K01980	ppoy:RE92_07815
ko:K01980	ppoy:RE92_11640
ko:K08968	ppoy:RE92_08250
ko:K21064	ppoy:RE92_16650
ko:K00821	ppoy:RE92_14340
ko:K01977	ppoy:RE92_09415
ko:K21142	ppoy:RE92_19740
ko:K01977	ppoy:RE92_09845
ko:K14233	ppoy:RE92_11760
ko:K14229	ppoy:RE92_10900
ko:K14229	ppoy:RE92_15085
ko:K14229	ppoy:RE92_09350
ko:K14229	ppoy:RE92_09900
ko:K14229	ppoy:RE92_17980
ko:K14229	ppoy:RE92_05520
ko:K14229	ppoy:RE92_03790
ko:K14219	ppoy:RE92_10765
ko:K14219	ppoy:RE92_09335
ko:K14219	ppoy:RE92_15100
ko:K14219	ppoy:RE92_17990
ko:K14219	ppoy:RE92_09880
ko:K14219	ppoy:RE92_17525
ko:K14219	ppoy:RE92_17705
ko:K14224	ppoy:RE92_05525
ko:K14224	ppoy:RE92_16200
ko:K14224	ppoy:RE92_09945
ko:K14224	ppoy:RE92_17960
ko:K14224	ppoy:RE92_09385
ko:K14224	ppoy:RE92_15070
ko:K14226	ppoy:RE92_09910
ko:K14226	ppoy:RE92_16240
ko:K00526	ppoy:RE92_02995
ko:K00857	ppoy:RE92_21730
ko:K00560	ppoy:RE92_23210
ko:K00287	ppoy:RE92_23215
ko:K01286	ppoy:RE92_18870
ko:K09935	ppoy:RE92_23735
ko:K01493	ppoy:RE92_20010
ko:K03546	ppoy:RE92_20175
ko:K06217	ppoy:RE92_20235
ko:K02316	ppoy:RE92_20280
ko:K10747	ppoy:RE92_25010
ko:K01286	ppoy:RE92_15160
ko:K03553	ppoy:RE92_02040
ko:K01520	ppoy:RE92_02140
ko:K02314	ppoy:RE92_11850
ko:K06223	ppoy:RE92_08090
ko:K04068	ppoy:RE92_13430
ko:K07258	ppoy:RE92_21915
ko:K21298	ppoy:RE92_10150
ko:K14236	ppoy:RE92_09360
ko:K14236	ppoy:RE92_09915
ko:K14236	ppoy:RE92_10905
ko:K14236	ppoy:RE92_16230
ko:K14228	ppoy:RE92_09345
ko:K14228	ppoy:RE92_15090
ko:K14228	ppoy:RE92_16260
ko:K02335	ppoy:RE92_03830
ko:K02031	ppoy:RE92_12585
ko:K02031	ppoy:RE92_11805
ko:K10010	ppoy:RE92_07695
ko:K00435	ppoy:RE92_16820
ko:K14233	ppoy:RE92_11230
ko:K14233	ppoy:RE92_09950
ko:K14233	ppoy:RE92_10935
ko:K14233	ppoy:RE92_05540
ko:K14233	ppoy:RE92_09390
ko:K14233	ppoy:RE92_16195
ko:K14233	ppoy:RE92_17955
ko:K14227	ppoy:RE92_10950
ko:K14227	ppoy:RE92_15035
ko:K14227	ppoy:RE92_09970
ko:K14237	ppoy:RE92_20995
ko:K14221	ppoy:RE92_09370
ko:K14221	ppoy:RE92_16215
ko:K14221	ppoy:RE92_09930
ko:K14221	ppoy:RE92_17975
ko:K14221	ppoy:RE92_10915
ko:K14223	ppoy:RE92_09355
ko:K14223	ppoy:RE92_15080
ko:K14223	ppoy:RE92_16245
ko:K14223	ppoy:RE92_09905
ko:K14228	ppoy:RE92_09895
ko:K14228	ppoy:RE92_03585
ko:K14228	ppoy:RE92_03160
ko:K14228	ppoy:RE92_09330
ko:K14228	ppoy:RE92_17995
ko:K14228	ppoy:RE92_20785
ko:K14234	ppoy:RE92_09215
ko:K14234	ppoy:RE92_15065
ko:K14218	ppoy:RE92_03795
ko:K01980	ppoy:RE92_10940
ko:K14230	ppoy:RE92_20630
ko:K14237	ppoy:RE92_09380
ko:K14237	ppoy:RE92_09940
ko:K14237	ppoy:RE92_17965
ko:K14237	ppoy:RE92_15075
ko:K14237	ppoy:RE92_10925
ko:K14237	ppoy:RE92_16205
ko:K14232	ppoy:RE92_09325
ko:K14232	ppoy:RE92_15105
ko:K14232	ppoy:RE92_09875
ko:K14232	ppoy:RE92_18000
ko:K02031	ppoy:RE92_01375
ko:K14232	ppoy:RE92_04930
ko:K14228	ppoy:RE92_05485
ko:K14228	ppoy:RE92_05515
ko:K01980	ppoy:RE92_00365
ko:K01980	ppoy:RE92_01225
ko:K01977	ppoy:RE92_07820
ko:K01977	ppoy:RE92_08605
ko:K02031	ppoy:RE92_09755
ko:K02032	ppoy:RE92_09750
ko:K02032	ppoy:RE92_01370
ko:K14220	ppoy:RE92_05545
ko:K14220	ppoy:RE92_17950
ko:K14220	ppoy:RE92_15060
ko:K14220	ppoy:RE92_16190
ko:K14220	ppoy:RE92_09395
ko:K14220	ppoy:RE92_09960
ko:K14225	ppoy:RE92_09340
ko:K14225	ppoy:RE92_15095
ko:K14225	ppoy:RE92_17985
ko:K14225	ppoy:RE92_09890
ko:K14225	ppoy:RE92_16250
ko:K14222	ppoy:RE92_09885
ko:K14222	ppoy:RE92_16255
ko:K14235	ppoy:RE92_16235
ko:K01977	ppoy:RE92_11645
ko:K01977	ppoy:RE92_14630
ko:K01977	ppoy:RE92_17935
ko:K05592	ppoy:RE92_12145
ko:K01101	ppoy:RE92_23045
ko:K01448	ppoy:RE92_03145
ko:K07005	ppoy:RE92_08330
ko:K03293	ppoy:RE92_19015
ko:K03293	ppoy:RE92_07430
ko:K21464	ppoy:RE92_11100
ko:K21471	ppoy:RE92_14415
ko:K21479	ppoy:RE92_13565
ko:K21468	ppoy:RE92_18265
ko:K06415	ppoy:RE92_04455
ko:K02483	ppoy:RE92_10075
ko:K22044	ppoy:RE92_11750
ko:K21567	ppoy:RE92_05065
ko:K01420	ppoy:RE92_21470
ko:K21562	ppoy:RE92_12890
ko:K21701	ppoy:RE92_08670
ko:K21567	ppoy:RE92_16810
ko:K21600	ppoy:RE92_09610
ko:K01176	ppoy:RE92_00310
ko:K21701	ppoy:RE92_05590
ko:K21902	ppoy:RE92_08320
ko:K11923	ppoy:RE92_03285
ko:K21929	ppoy:RE92_12040
ko:K21959	ppoy:RE92_10515
ko:K21960	ppoy:RE92_03710
ko:K22015	ppoy:RE92_22465
ko:K21960	ppoy:RE92_12480
ko:K21903	ppoy:RE92_15750
ko:K21993	ppoy:RE92_13780
ko:K03741	ppoy:RE92_17445
ko:K22136	ppoy:RE92_20430
ko:K01463	ppoy:RE92_22250
ko:K00754	ppoy:RE92_22255
ko:K14274	ppoy:RE92_14320
ko:K03595	ppoy:RE92_20255
ko:K22132	ppoy:RE92_18130
ko:K22230	ppoy:RE92_07345
ko:K03077	ppoy:RE92_12080
ko:K22268	ppoy:RE92_12825
ko:K22278	ppoy:RE92_05705
ko:K22278	ppoy:RE92_23375
ko:K01585	ppoy:RE92_21025
ko:K22299	ppoy:RE92_06270
ko:K02257	ppoy:RE92_16615
ko:K07755	ppoy:RE92_17420
ko:K22441	ppoy:RE92_00145
