ko:K03465	bah:BAMEG_0822
ko:K07404	bah:BAMEG_1200
ko:K07052	bah:BAMEG_4839
ko:K01784	bah:BAMEG_0327
ko:K01421	bah:BAMEG_5503
ko:K08174	bah:BAMEG_1342
ko:K14235	bah:BAMEG_4052
ko:K14235	bah:BAMEG_3844
ko:K07052	bah:BAMEG_3215
ko:K02304	bah:BAMEG_3145
ko:K14223	bah:BAMEG_0178
ko:K14223	bah:BAMEG_0291
ko:K14223	bah:BAMEG_3859
ko:K14223	bah:BAMEG_4050
ko:K06314	bah:BAMEG_5678
ko:K02005	bah:BAMEG_5543
ko:K11033	bah:BAMEG_2705
ko:K01977	bah:BAMEG_0169
ko:K01977	bah:BAMEG_5183
ko:K01977	bah:BAMEG_3865
ko:K01977	bah:BAMEG_0031
ko:K01977	bah:BAMEG_0007
ko:K01977	bah:BAMEG_0341
ko:K01977	bah:BAMEG_0319
ko:K01977	bah:BAMEG_0297
ko:K01977	bah:BAMEG_0090
ko:K01977	bah:BAMEG_0332
ko:K01977	bah:BAMEG_4066
ko:K01117	bah:BAMEG_3908
ko:K01183	bah:BAMEG_0778
ko:K00666	bah:BAMEG_2662
ko:K01239	bah:BAMEG_5393
ko:K01200	bah:BAMEG_4983
ko:K01090	bah:BAMEG_1536
ko:K00960	bah:BAMEG_5539
ko:K07979	bah:BAMEG_1558
ko:K03574	bah:BAMEG_4044
ko:K08168	bah:BAMEG_3535
ko:K02475	bah:BAMEG_4026
ko:K11032	bah:BAMEG_2070
ko:K12960	bah:BAMEG_2726
ko:K00851	bah:BAMEG_2321
ko:K09124	bah:BAMEG_3637
ko:K07149	bah:BAMEG_0758
ko:K07979	bah:BAMEG_2462
ko:K00557	bah:BAMEG_0498
ko:K08713	bah:BAMEG_4070
ko:K01046	bah:BAMEG_5151
ko:K01759	bah:BAMEG_1594
ko:K00675	bah:BAMEG_2440
ko:K03205	bah:BAMEG_B0012
ko:K11614	bah:BAMEG_4010
ko:K14647	bah:BAMEG_4621
ko:K09190	bah:BAMEG_2960
ko:K01759	bah:BAMEG_2480
ko:K16013	bah:BAMEG_2646
ko:K16012	bah:BAMEG_2645
ko:K03297	bah:BAMEG_0387
ko:K03297	bah:BAMEG_1273
ko:K01992	bah:BAMEG_4072
ko:K01073	bah:BAMEG_2537
ko:K07496	bah:BAMEG_0890
ko:K15652	bah:BAMEG_2604
ko:K15600	bah:BAMEG_3833
ko:K15599	bah:BAMEG_3832
ko:K15598	bah:BAMEG_3831
ko:K00064	bah:BAMEG_1164
ko:K02480	bah:BAMEG_2332
ko:K07149	bah:BAMEG_5697
ko:K11749	bah:BAMEG_0674
ko:K00286	bah:BAMEG_1469
ko:K07717	bah:BAMEG_1457
ko:K00564	bah:BAMEG_0117
ko:K05592	bah:BAMEG_5751
ko:K03817	bah:BAMEG_4968
ko:K00571	bah:BAMEG_4921
ko:K08651	bah:BAMEG_2220
ko:K03611	bah:BAMEG_3800
ko:K11034	bah:BAMEG_2703
ko:K11034	bah:BAMEG_2704
ko:K03206	bah:BAMEG_2317
ko:K01101	bah:BAMEG_5249
ko:K00102	bah:BAMEG_1057
ko:K02031	bah:BAMEG_0260
ko:K02428	bah:BAMEG_4750
ko:K15580	bah:BAMEG_3397
ko:K15640	bah:BAMEG_4187
ko:K15580	bah:BAMEG_0990
ko:K02032	bah:BAMEG_4769
ko:K15519	bah:BAMEG_0021
ko:K01252	bah:BAMEG_2229
ko:K04748	bah:BAMEG_3963
ko:K15554	bah:BAMEG_1684
ko:K15633	bah:BAMEG_5418
ko:K15771	bah:BAMEG_4269
ko:K15772	bah:BAMEG_4268
ko:K15738	bah:BAMEG_2431
ko:K09022	bah:BAMEG_0057
ko:K15553	bah:BAMEG_1683
ko:K02032	bah:BAMEG_3649
ko:K06147	bah:BAMEG_2157
ko:K15582	bah:BAMEG_3395
ko:K15583	bah:BAMEG_3394
ko:K15581	bah:BAMEG_3396
ko:K10823	bah:BAMEG_3393
ko:K15580	bah:BAMEG_1748
ko:K15580	bah:BAMEG_0988
ko:K15580	bah:BAMEG_0222
ko:K02031	bah:BAMEG_4768
ko:K07130	bah:BAMEG_1843
ko:K02363	bah:BAMEG_2230
ko:K02034	bah:BAMEG_0219
ko:K01835	bah:BAMEG_5210
ko:K03839	bah:BAMEG_1036
ko:K03839	bah:BAMEG_3200
ko:K15976	bah:BAMEG_4607
ko:K15977	bah:BAMEG_5610
ko:K01118	bah:BAMEG_2355
ko:K15986	bah:BAMEG_1770
ko:K07260	bah:BAMEG_4785
ko:K15973	bah:BAMEG_3242
ko:K18926	bah:BAMEG_3534
ko:K15975	bah:BAMEG_3554
ko:K15975	bah:BAMEG_3555
ko:K10040	bah:BAMEG_3945
ko:K10010	bah:BAMEG_3702
ko:K16137	bah:BAMEG_3557
ko:K10716	bah:BAMEG_5688
ko:K02424	bah:BAMEG_3704
ko:K10009	bah:BAMEG_3703
ko:K18926	bah:BAMEG_3624
ko:K10716	bah:BAMEG_5186
ko:K16044	bah:BAMEG_0977
ko:K18682	bah:BAMEG_0717
ko:K16188	bah:BAMEG_5042
ko:K01992	bah:BAMEG_2797
ko:K01992	bah:BAMEG_5643
ko:K01992	bah:BAMEG_1134
ko:K07038	bah:BAMEG_4085
ko:K16216	bah:BAMEG_1030
ko:K16509	bah:BAMEG_3388
ko:K16509	bah:BAMEG_1173
ko:K16511	bah:BAMEG_3082
ko:K11733	bah:BAMEG_1530
ko:K01400	bah:BAMEG_3986
ko:K16511	bah:BAMEG_3386
ko:K16785	bah:BAMEG_1949
ko:K16323	bah:BAMEG_1613
ko:K16169	bah:BAMEG_3001
ko:K11735	bah:BAMEG_0779
ko:K03758	bah:BAMEG_3958
ko:K13993	bah:BAMEG_2334
ko:K16263	bah:BAMEG_1308
ko:K16263	bah:BAMEG_1398
ko:K15580	bah:BAMEG_0227
ko:K15580	bah:BAMEG_0991
ko:K15580	bah:BAMEG_2724
ko:K08645	bah:BAMEG_A0165
ko:K16264	bah:BAMEG_2832
ko:K03321	bah:BAMEG_3934
ko:K16654	bah:BAMEG_3330
ko:K16924	bah:BAMEG_1951
ko:K16786	bah:BAMEG_0155
ko:K16787	bah:BAMEG_0156
ko:K16785	bah:BAMEG_0157
ko:K05813	bah:BAMEG_4017
ko:K16789	bah:BAMEG_5101
ko:K02032	bah:BAMEG_0261
ko:K02034	bah:BAMEG_4766
ko:K02033	bah:BAMEG_0218
ko:K15580	bah:BAMEG_2761
ko:K20107	bah:BAMEG_0436
ko:K20108	bah:BAMEG_0436
ko:K02030	bah:BAMEG_4413
ko:K11636	bah:BAMEG_2588
ko:K11636	bah:BAMEG_5125
ko:K11636	bah:BAMEG_5124
ko:K11636	bah:BAMEG_1992
ko:K00355	bah:BAMEG_5248
ko:K00355	bah:BAMEG_1268
ko:K16786	bah:BAMEG_1950
ko:K16787	bah:BAMEG_1950
ko:K16881	bah:BAMEG_4528
ko:K11635	bah:BAMEG_5126
ko:K11635	bah:BAMEG_1993
ko:K02004	bah:BAMEG_4702
ko:K11991	bah:BAMEG_0024
ko:K10819	bah:BAMEG_4953
ko:K16899	bah:BAMEG_3440
ko:K16898	bah:BAMEG_3439
ko:K16869	bah:BAMEG_5680
ko:K07260	bah:BAMEG_2074
ko:K16786	bah:BAMEG_1261
ko:K16787	bah:BAMEG_1261
ko:K16785	bah:BAMEG_1260
ko:K15555	bah:BAMEG_1682
ko:K02003	bah:BAMEG_3760
ko:K16927	bah:BAMEG_1262
ko:K16937	bah:BAMEG_0198
ko:K16937	bah:BAMEG_4615
ko:K19955	bah:BAMEG_0783
ko:K17103	bah:BAMEG_3610
ko:K01990	bah:BAMEG_3217
ko:K01990	bah:BAMEG_5573
ko:K17217	bah:BAMEG_4637
ko:K17216	bah:BAMEG_4638
ko:K17103	bah:BAMEG_3159
ko:K17218	bah:BAMEG_2062
ko:K17462	bah:BAMEG_4640
ko:K02029	bah:BAMEG_4412
ko:K02028	bah:BAMEG_4411
ko:K01992	bah:BAMEG_5693
ko:K01990	bah:BAMEG_0979
ko:K01990	bah:BAMEG_1133
ko:K01990	bah:BAMEG_4339
ko:K01990	bah:BAMEG_5644
ko:K01990	bah:BAMEG_2798
ko:K01990	bah:BAMEG_4807
ko:K19309	bah:BAMEG_0338
ko:K05592	bah:BAMEG_2127
ko:K17472	bah:BAMEG_4663
ko:K17686	bah:BAMEG_0773
ko:K17836	bah:BAMEG_2095
ko:K17828	bah:BAMEG_0608
ko:K17837	bah:BAMEG_1128
ko:K18115	bah:BAMEG_1018
ko:K00020	bah:BAMEG_2247
ko:K02171	bah:BAMEG_3498
ko:K02479	bah:BAMEG_2331
ko:K18104	bah:BAMEG_2636
ko:K01759	bah:BAMEG_5502
ko:K08168	bah:BAMEG_4754
ko:K21379	bah:BAMEG_1053
ko:K18220	bah:BAMEG_1566
ko:K08221	bah:BAMEG_5663
ko:K00004	bah:BAMEG_3911
ko:K17910	bah:BAMEG_3197
ko:K01286	bah:BAMEG_1932
ko:K02172	bah:BAMEG_3497
ko:K00663	bah:BAMEG_1640
ko:K07145	bah:BAMEG_4814
ko:K07145	bah:BAMEG_1617
ko:K21472	bah:BAMEG_5263
ko:K06880	bah:BAMEG_2323
ko:K18118	bah:BAMEG_2730
ko:K21993	bah:BAMEG_0775
ko:K18231	bah:BAMEG_5462
ko:K18234	bah:BAMEG_1963
ko:K19449	bah:BAMEG_3304
ko:K06372	bah:BAMEG_3303
ko:K21113	bah:BAMEG_1960
ko:K19302	bah:BAMEG_2094
ko:K15580	bah:BAMEG_2549
ko:K22579	bah:BAMEG_1494
ko:K03742	bah:BAMEG_0714
ko:K00001	bah:BAMEG_2009
ko:K12555	bah:BAMEG_3119
ko:K18653	bah:BAMEG_1338
ko:K18652	bah:BAMEG_1341
ko:K12555	bah:BAMEG_3506
ko:K18640	bah:BAMEG_1855
ko:K06896	bah:BAMEG_0437
ko:K18654	bah:BAMEG_1340
ko:K18672	bah:BAMEG_0185
ko:K18707	bah:BAMEG_4572
ko:K18692	bah:BAMEG_4547
ko:K18929	bah:BAMEG_3281
ko:K18924	bah:BAMEG_4470
ko:K18925	bah:BAMEG_4471
ko:K03790	bah:BAMEG_1595
ko:K18928	bah:BAMEG_1348
ko:K18907	bah:BAMEG_1924
ko:K03790	bah:BAMEG_1532
ko:K03790	bah:BAMEG_1749
ko:K03790	bah:BAMEG_2178
ko:K07171	bah:BAMEG_0283
ko:K06147	bah:BAMEG_2156
ko:K03789	bah:BAMEG_3007
ko:K03790	bah:BAMEG_1893
ko:K18967	bah:BAMEG_5710
ko:K03790	bah:BAMEG_2718
ko:K18928	bah:BAMEG_3282
ko:K18929	bah:BAMEG_1349
ko:K02315	bah:BAMEG_4162
ko:K19055	bah:BAMEG_5261
ko:K03466	bah:BAMEG_0561
ko:K19005	bah:BAMEG_1657
ko:K01872	bah:BAMEG_0949
ko:K07029	bah:BAMEG_0382
ko:K03526	bah:BAMEG_4540
ko:K18979	bah:BAMEG_4040
ko:K03466	bah:BAMEG_2274
ko:K07816	bah:BAMEG_4609
ko:K14742	bah:BAMEG_0304
ko:K00986	bah:BAMEG_A0013
ko:K00354	bah:BAMEG_2552
ko:K02033	bah:BAMEG_2326
ko:K01090	bah:BAMEG_3373
ko:K00798	bah:BAMEG_3095
ko:K00001	bah:BAMEG_2374
ko:K02034	bah:BAMEG_2327
ko:K01897	bah:BAMEG_0945
ko:K01447	bah:BAMEG_0898
ko:K01447	bah:BAMEG_3078
ko:K21900	bah:BAMEG_5459
ko:K12132	bah:BAMEG_0631
ko:K07448	bah:BAMEG_2277
ko:K01897	bah:BAMEG_3684
ko:K07453	bah:BAMEG_0836
ko:K19271	bah:BAMEG_2189
ko:K19294	bah:BAMEG_3672
ko:K01990	bah:BAMEG_1559
ko:K01990	bah:BAMEG_5694
ko:K01567	bah:BAMEG_0495
ko:K01992	bah:BAMEG_2796
ko:K19302	bah:BAMEG_3295
ko:K01992	bah:BAMEG_3216
ko:K19405	bah:BAMEG_0096
ko:K01992	bah:BAMEG_5571
ko:K19411	bah:BAMEG_0095
ko:K19350	bah:BAMEG_2068
ko:K06344	bah:BAMEG_3356
ko:K03574	bah:BAMEG_5077
ko:K19302	bah:BAMEG_B0060
ko:K19302	bah:BAMEG_5046
ko:K18567	bah:BAMEG_5313
ko:K06881	bah:BAMEG_4884
ko:K00887	bah:BAMEG_4564
ko:K19689	bah:BAMEG_4965
ko:K19701	bah:BAMEG_5650
ko:K07315	bah:BAMEG_3577
ko:K01258	bah:BAMEG_4406
ko:K03417	bah:BAMEG_2250
ko:K20480	bah:BAMEG_3988
ko:K20481	bah:BAMEG_3987
ko:K21755	bah:BAMEG_1347
ko:K00547	bah:BAMEG_4513
ko:K00297	bah:BAMEG_4513
ko:K15777	bah:BAMEG_2733
ko:K19802	bah:BAMEG_1746
ko:K19955	bah:BAMEG_0784
ko:K21636	bah:BAMEG_0970
ko:K05770	bah:BAMEG_1432
ko:K19975	bah:BAMEG_1423
ko:K19976	bah:BAMEG_1422
ko:K19973	bah:BAMEG_1421
ko:K20074	bah:BAMEG_0630
ko:K20201	bah:BAMEG_5608
ko:K20116	bah:BAMEG_4310
ko:K20117	bah:BAMEG_4310
ko:K20118	bah:BAMEG_4310
ko:K20391	bah:BAMEG_5640
ko:K20390	bah:BAMEG_5638
ko:K20491	bah:BAMEG_0729
ko:K20492	bah:BAMEG_0730
ko:K20487	bah:BAMEG_0732
ko:K20488	bah:BAMEG_0731
ko:K20490	bah:BAMEG_0728
ko:K20534	bah:BAMEG_5730
ko:K18889	bah:BAMEG_3707
ko:K18889	bah:BAMEG_0894
ko:K18890	bah:BAMEG_0895
ko:K18890	bah:BAMEG_3706
ko:K20742	bah:BAMEG_1747
ko:K11751	bah:BAMEG_1448
ko:K01208	bah:BAMEG_4271
ko:K21029	bah:BAMEG_1008
ko:K20895	bah:BAMEG_4114
ko:K21029	bah:BAMEG_2457
ko:K21029	bah:BAMEG_5007
ko:K21064	bah:BAMEG_3411
ko:K08968	bah:BAMEG_4938
ko:K00821	bah:BAMEG_1579
ko:K00821	bah:BAMEG_4391
ko:K14220	bah:BAMEG_3842
ko:K00435	bah:BAMEG_5682
ko:K07258	bah:BAMEG_3104
ko:K21416	bah:BAMEG_1820
ko:K21417	bah:BAMEG_1821
ko:K21405	bah:BAMEG_1835
ko:K21481	bah:BAMEG_3507
ko:K21464	bah:BAMEG_5667
ko:K21465	bah:BAMEG_4534
ko:K21465	bah:BAMEG_1520
ko:K21467	bah:BAMEG_2356
ko:K21468	bah:BAMEG_4643
ko:K22044	bah:BAMEG_5778
ko:K21471	bah:BAMEG_5478
ko:K21471	bah:BAMEG_3143
ko:K21567	bah:BAMEG_0412
ko:K21567	bah:BAMEG_5218
ko:K21494	bah:BAMEG_2281
ko:K21600	bah:BAMEG_0771
ko:K21493	bah:BAMEG_2280
ko:K21713	bah:BAMEG_1769
ko:K21929	bah:BAMEG_3043
ko:K21935	bah:BAMEG_2296
ko:K21902	bah:BAMEG_5664
ko:K11923	bah:BAMEG_1204
ko:K18244	bah:BAMEG_5631
ko:K21993	bah:BAMEG_1007
ko:K21903	bah:BAMEG_3991
ko:K00754	bah:BAMEG_3037
ko:K01463	bah:BAMEG_3038
ko:K22135	bah:BAMEG_1105
ko:K22135	bah:BAMEG_0743
ko:K22136	bah:BAMEG_0569
ko:K01585	bah:BAMEG_4215
ko:K02116	bah:BAMEG_3609
ko:K22112	bah:BAMEG_5746
ko:K22132	bah:BAMEG_4666
ko:K22106	bah:BAMEG_1651
ko:K01932	bah:BAMEG_B0071
ko:K22116	bah:BAMEG_B0070
ko:K07456	bah:BAMEG_1083
ko:K22278	bah:BAMEG_2629
ko:K22278	bah:BAMEG_0955
ko:K02257	bah:BAMEG_4198
ko:K01551	bah:BAMEG_0376
ko:K13566	bah:BAMEG_4293
ko:K18672	bah:BAMEG_5212
ko:K22441	bah:BAMEG_1355
ko:K22491	bah:BAMEG_3083
