ko:K12979	kpnk:BN49_1127
ko:K00865	kpnk:BN49_0985
ko:K07678	kpnk:BN49_0986
ko:K03215	kpnk:BN49_0987
ko:K00951	kpnk:BN49_0988
ko:K04765	kpnk:BN49_0989
ko:K01937	kpnk:BN49_0990
ko:K01689	kpnk:BN49_0991
ko:K10026	kpnk:BN49_0993
ko:K01737	kpnk:BN49_0994
ko:K01185	kpnk:BN49_1490
ko:K09961	kpnk:BN49_1495
ko:K00883	kpnk:BN49_0009
ko:K01631	kpnk:BN49_0010
ko:K01684	kpnk:BN49_0011
ko:K08194	kpnk:BN49_0012
ko:K04080	kpnk:BN49_0015
ko:K04081	kpnk:BN49_0016
ko:K14623	kpnk:BN49_0017
ko:K14623	kpnk:BN49_0018
ko:K07085	kpnk:BN49_0019
ko:K03482	kpnk:BN49_0020
ko:K02749	kpnk:BN49_0021
ko:K02750	kpnk:BN49_0021
ko:K01232	kpnk:BN49_0022
ko:K00389	kpnk:BN49_0023
ko:K06871	kpnk:BN49_0025
ko:K01753	kpnk:BN49_0026
ko:K13629	kpnk:BN49_0027
ko:K13636	kpnk:BN49_0028
ko:K08154	kpnk:BN49_0029
ko:K01652	kpnk:BN49_0033
ko:K01653	kpnk:BN49_0034
ko:K07686	kpnk:BN49_0035
ko:K07675	kpnk:BN49_0036
ko:K07783	kpnk:BN49_0037
ko:K07784	kpnk:BN49_0038
ko:K07726	kpnk:BN49_0040
ko:K05306	kpnk:BN49_0043
ko:K03798	kpnk:BN49_0531
ko:K00796	kpnk:BN49_0532
ko:K03431	kpnk:BN49_0533
ko:K03075	kpnk:BN49_0534
ko:K01940	kpnk:BN49_0538
ko:K09748	kpnk:BN49_0539
ko:K02600	kpnk:BN49_0540
ko:K02519	kpnk:BN49_0541
ko:K02834	kpnk:BN49_0542
ko:K03177	kpnk:BN49_0543
ko:K02956	kpnk:BN49_0544
ko:K00962	kpnk:BN49_0545
ko:K05803	kpnk:BN49_0546
ko:K05592	kpnk:BN49_0547
ko:K03835	kpnk:BN49_0548
ko:K08303	kpnk:BN49_0551
ko:K03824	kpnk:BN49_0553
ko:K07461	kpnk:BN49_0554
ko:K09979	kpnk:BN49_0555
ko:K05520	kpnk:BN49_0556
ko:K07089	kpnk:BN49_0558
ko:K12961	kpnk:BN49_0560
ko:K07460	kpnk:BN49_0561
ko:K07121	kpnk:BN49_0562
ko:K01223	kpnk:BN49_1058
ko:K15836	kpnk:BN49_1059
ko:K04655	kpnk:BN49_1060
ko:K04654	kpnk:BN49_1061
ko:K04653	kpnk:BN49_1062
ko:K04652	kpnk:BN49_1063
ko:K04651	kpnk:BN49_1064
ko:K15833	kpnk:BN49_1065
ko:K15827	kpnk:BN49_1066
ko:K15828	kpnk:BN49_1067
ko:K15829	kpnk:BN49_1068
ko:K15830	kpnk:BN49_1069
ko:K15831	kpnk:BN49_1070
ko:K15832	kpnk:BN49_1071
ko:K15834	kpnk:BN49_1072
ko:K08315	kpnk:BN49_1073
ko:K19048	kpnk:BN49_1074
ko:K01223	kpnk:BN49_1075
ko:K02752	kpnk:BN49_1076
ko:K02753	kpnk:BN49_1076
ko:K02752	kpnk:BN49_1077
ko:K02753	kpnk:BN49_1077
ko:K03487	kpnk:BN49_1078
ko:K05796	kpnk:BN49_1079
ko:K04656	kpnk:BN49_1080
ko:K07241	kpnk:BN49_1081
ko:K12265	kpnk:BN49_1082
ko:K12264	kpnk:BN49_1083
ko:K12266	kpnk:BN49_1084
ko:K02467	kpnk:BN49_1085
ko:K02468	kpnk:BN49_1086
ko:K02466	kpnk:BN49_1087
ko:K00068	kpnk:BN49_1088
ko:K02781	kpnk:BN49_1089
ko:K02014	kpnk:BN49_1586
ko:K11732	kpnk:BN49_1587
ko:K16053	kpnk:BN49_1593
ko:K19509	kpnk:BN49_1600
ko:K02795	kpnk:BN49_1601
ko:K02794	kpnk:BN49_1602
ko:K02793	kpnk:BN49_1603
ko:K10679	kpnk:BN49_1604
ko:K18325	kpnk:BN49_1608
ko:K07483	kpnk:BN49_1613
ko:K07497	kpnk:BN49_1614
ko:K06048	kpnk:BN49_1616
ko:K02035	kpnk:BN49_1617
ko:K03590	kpnk:BN49_4242
ko:K03589	kpnk:BN49_4243
ko:K01649	kpnk:BN49_4260
ko:K00052	kpnk:BN49_4261
ko:K01703	kpnk:BN49_4262
ko:K01704	kpnk:BN49_4263
ko:K00014	kpnk:BN49_4265
ko:K03785	kpnk:BN49_4267
ko:K08194	kpnk:BN49_4269
ko:K03291	kpnk:BN49_4270
ko:K03291	kpnk:BN49_4271
ko:K11925	kpnk:BN49_4272
ko:K02064	kpnk:BN49_4273
ko:K02063	kpnk:BN49_4274
ko:K02062	kpnk:BN49_4275
ko:K03761	kpnk:BN49_4119
ko:K03273	kpnk:BN49_4124
ko:K02071	kpnk:BN49_4125
ko:K02072	kpnk:BN49_4126
ko:K02073	kpnk:BN49_4127
ko:K06080	kpnk:BN49_4128
ko:K01881	kpnk:BN49_4130
ko:K06079	kpnk:BN49_4132
ko:K15034	kpnk:BN49_4133
ko:K19000	kpnk:BN49_4135
ko:K04075	kpnk:BN49_4136
ko:K01845	kpnk:BN49_4168
ko:K02015	kpnk:BN49_4169
ko:K02016	kpnk:BN49_4170
ko:K02013	kpnk:BN49_4171
ko:K02014	kpnk:BN49_4172
ko:K05365	kpnk:BN49_4173
ko:K02465	kpnk:BN49_4174
ko:K02451	kpnk:BN49_4175
ko:K07483	kpnk:BN49_4176
ko:K07497	kpnk:BN49_4177
ko:K01200	kpnk:BN49_4178
ko:K02452	kpnk:BN49_4179
ko:K02453	kpnk:BN49_4180
ko:K02454	kpnk:BN49_4181
ko:K02455	kpnk:BN49_4182
ko:K02456	kpnk:BN49_4183
ko:K02457	kpnk:BN49_4184
ko:K02458	kpnk:BN49_4185
ko:K02016	kpnk:BN49_3257
ko:K02015	kpnk:BN49_3258
ko:K02013	kpnk:BN49_3259
ko:K00549	kpnk:BN49_3261
ko:K19222	kpnk:BN49_3265
ko:K09773	kpnk:BN49_3269
ko:K01626	kpnk:BN49_3270
ko:K08997	kpnk:BN49_3272
ko:K13695	kpnk:BN49_3273
ko:K06074	kpnk:BN49_3274
ko:K00432	kpnk:BN49_3275
ko:K02073	kpnk:BN49_3276
ko:K06073	kpnk:BN49_3277
ko:K00285	kpnk:BN49_3280
ko:K04764	kpnk:BN49_3282
ko:K01890	kpnk:BN49_3283
ko:K01889	kpnk:BN49_3284
ko:K02887	kpnk:BN49_3285
ko:K02916	kpnk:BN49_3286
ko:K02520	kpnk:BN49_3287
ko:K01868	kpnk:BN49_3288
ko:K01426	kpnk:BN49_3619
ko:K00645	kpnk:BN49_3623
ko:K00074	kpnk:BN49_3626
ko:K06133	kpnk:BN49_3630
ko:K07497	kpnk:BN49_3631
ko:K07497	kpnk:BN49_3632
ko:K07497	kpnk:BN49_3633
ko:K07483	kpnk:BN49_3634
ko:K07497	kpnk:BN49_3635
ko:K03316	kpnk:BN49_3637
ko:K16137	kpnk:BN49_3638
ko:K19745	kpnk:BN49_3639
ko:K19238	kpnk:BN49_3642
ko:K01241	kpnk:BN49_3643
ko:K07090	kpnk:BN49_3646
ko:K00077	kpnk:BN49_3647
ko:K19337	kpnk:BN49_3648
ko:K08296	kpnk:BN49_3939
ko:K01782	kpnk:BN49_3940
ko:K00632	kpnk:BN49_3941
ko:K06076	kpnk:BN49_3943
ko:K04754	kpnk:BN49_3944
ko:K21990	kpnk:BN49_3945
ko:K11921	kpnk:BN49_3948
ko:K03449	kpnk:BN49_3950
ko:K14261	kpnk:BN49_3951
ko:K02478	kpnk:BN49_3952
ko:K02477	kpnk:BN49_3953
ko:K00845	kpnk:BN49_3954
ko:K19265	kpnk:BN49_3957
ko:K03322	kpnk:BN49_3959
ko:K11535	kpnk:BN49_3960
ko:K01885	kpnk:BN49_3964
ko:K14347	kpnk:BN49_3966
ko:K09954	kpnk:BN49_3967
ko:K01972	kpnk:BN49_3968
ko:K00797	kpnk:BN49_4213
ko:K01611	kpnk:BN49_4214
ko:K09910	kpnk:BN49_4215
ko:K01682	kpnk:BN49_4216
ko:K00382	kpnk:BN49_4220
ko:K00627	kpnk:BN49_4221
ko:K00163	kpnk:BN49_4222
ko:K05799	kpnk:BN49_4223
ko:K11734	kpnk:BN49_4224
ko:K03292	kpnk:BN49_4225
ko:K03807	kpnk:BN49_4227
ko:K03806	kpnk:BN49_4228
ko:K01921	kpnk:BN49_4244
ko:K01924	kpnk:BN49_4245
ko:K02563	kpnk:BN49_4246
ko:K03588	kpnk:BN49_4247
ko:K01925	kpnk:BN49_4248
ko:K01000	kpnk:BN49_4249
ko:K01929	kpnk:BN49_4250
ko:K01928	kpnk:BN49_4251
ko:K03587	kpnk:BN49_4252
ko:K03586	kpnk:BN49_4253
ko:K03438	kpnk:BN49_4254
ko:K03925	kpnk:BN49_4255
ko:K03435	kpnk:BN49_4256
ko:K01653	kpnk:BN49_4257
ko:K01652	kpnk:BN49_4258
ko:K05798	kpnk:BN49_4259
ko:K04487	kpnk:BN49_4070
ko:K13643	kpnk:BN49_4071
ko:K15396	kpnk:BN49_4072
ko:K01092	kpnk:BN49_4073
ko:K05820	kpnk:BN49_4078
ko:K15977	kpnk:BN49_4084
ko:K00600	kpnk:BN49_4085
ko:K05916	kpnk:BN49_4086
ko:K08234	kpnk:BN49_4137
ko:K01582	kpnk:BN49_4138
ko:K01962	kpnk:BN49_4139
ko:K02337	kpnk:BN49_4140
ko:K03470	kpnk:BN49_4141
ko:K00748	kpnk:BN49_4142
ko:K00677	kpnk:BN49_4143
ko:K02372	kpnk:BN49_4144
ko:K02536	kpnk:BN49_4145
ko:K06142	kpnk:BN49_4146
ko:K07277	kpnk:BN49_4147
ko:K11749	kpnk:BN49_4148
ko:K00981	kpnk:BN49_4149
ko:K00806	kpnk:BN49_4150
ko:K00099	kpnk:BN49_4151
ko:K02838	kpnk:BN49_4152
ko:K02459	kpnk:BN49_4186
ko:K02460	kpnk:BN49_4187
ko:K02461	kpnk:BN49_4188
ko:K02462	kpnk:BN49_4189
ko:K02463	kpnk:BN49_4190
ko:K02464	kpnk:BN49_4191
ko:K03579	kpnk:BN49_4192
ko:K01975	kpnk:BN49_4193
ko:K06206	kpnk:BN49_4194
ko:K06204	kpnk:BN49_4195
ko:K01894	kpnk:BN49_4196
ko:K00970	kpnk:BN49_4197
ko:K00950	kpnk:BN49_4198
ko:K00606	kpnk:BN49_4199
ko:K01918	kpnk:BN49_4200
ko:K01579	kpnk:BN49_4201
ko:K01992	kpnk:BN49_4204
ko:K01990	kpnk:BN49_4205
ko:K01673	kpnk:BN49_4206
ko:K00760	kpnk:BN49_4207
ko:K00117	kpnk:BN49_4208
ko:K14588	kpnk:BN49_4209
ko:K00059	kpnk:BN49_3652
ko:K07483	kpnk:BN49_3655
ko:K07497	kpnk:BN49_3656
ko:K13632	kpnk:BN49_3657
ko:K07497	kpnk:BN49_3661
ko:K07497	kpnk:BN49_3662
ko:K03566	kpnk:BN49_3668
ko:K08172	kpnk:BN49_3674
ko:K07168	kpnk:BN49_3678
ko:K01251	kpnk:BN49_3679
ko:K00768	kpnk:BN49_3680
ko:K02233	kpnk:BN49_3681
ko:K09802	kpnk:BN49_3682
ko:K03528	kpnk:BN49_3969
ko:K06203	kpnk:BN49_3970
ko:K01738	kpnk:BN49_3971
ko:K02784	kpnk:BN49_3972
ko:K08483	kpnk:BN49_3973
ko:K02777	kpnk:BN49_3974
ko:K00868	kpnk:BN49_3976
ko:K12339	kpnk:BN49_3979
ko:K02045	kpnk:BN49_3980
ko:K02047	kpnk:BN49_3981
ko:K02046	kpnk:BN49_3982
ko:K02048	kpnk:BN49_3983
ko:K07223	kpnk:BN49_3985
ko:K01448	kpnk:BN49_3989
ko:K00228	kpnk:BN49_3990
ko:K04033	kpnk:BN49_3991
ko:K04025	kpnk:BN49_3992
ko:K04026	kpnk:BN49_3993
ko:K03736	kpnk:BN49_3994
ko:K03735	kpnk:BN49_3995
ko:K04019	kpnk:BN49_3996
ko:K04023	kpnk:BN49_3997
ko:K04022	kpnk:BN49_3998
ko:K04024	kpnk:BN49_3999
ko:K04021	kpnk:BN49_4000
ko:K04028	kpnk:BN49_4001
ko:K04027	kpnk:BN49_4002
ko:K04020	kpnk:BN49_4003
ko:K04488	kpnk:BN49_4069
ko:K04751	kpnk:BN49_4087
ko:K07715	kpnk:BN49_4088
ko:K07711	kpnk:BN49_4090
ko:K01952	kpnk:BN49_4091
ko:K18691	kpnk:BN49_4092
ko:K11991	kpnk:BN49_4093
ko:K18697	kpnk:BN49_4094
ko:K00997	kpnk:BN49_4097
ko:K03474	kpnk:BN49_4098
ko:K03584	kpnk:BN49_4099
ko:K03595	kpnk:BN49_4100
ko:K03685	kpnk:BN49_4101
ko:K03100	kpnk:BN49_4102
ko:K03596	kpnk:BN49_4103
ko:K03803	kpnk:BN49_4104
ko:K03598	kpnk:BN49_4105
ko:K03597	kpnk:BN49_4106
ko:K03088	kpnk:BN49_4107
ko:K00278	kpnk:BN49_4108
ko:K15460	kpnk:BN49_4109
ko:K05590	kpnk:BN49_4110
ko:K06866	kpnk:BN49_4111
ko:K03648	kpnk:BN49_4112
ko:K03214	kpnk:BN49_4113
ko:K03672	kpnk:BN49_4114
ko:K05812	kpnk:BN49_4115
ko:K00998	kpnk:BN49_4117
ko:K05811	kpnk:BN49_4118
ko:K09903	kpnk:BN49_4153
ko:K02357	kpnk:BN49_4154
ko:K02967	kpnk:BN49_4155
ko:K01265	kpnk:BN49_4156
ko:K00990	kpnk:BN49_4157
ko:K00674	kpnk:BN49_4158
ko:K02647	kpnk:BN49_4160
ko:K04771	kpnk:BN49_4161
ko:K01129	kpnk:BN49_4162
ko:K01243	kpnk:BN49_4163
ko:K06858	kpnk:BN49_4164
ko:K15724	kpnk:BN49_4166
ko:K03281	kpnk:BN49_4167
ko:K04032	kpnk:BN49_4004
ko:K04030	kpnk:BN49_4005
ko:K04029	kpnk:BN49_4006
ko:K04031	kpnk:BN49_4007
ko:K00029	kpnk:BN49_4008
ko:K00616	kpnk:BN49_4009
ko:K00615	kpnk:BN49_4010
ko:K12945	kpnk:BN49_4012
ko:K18324	kpnk:BN49_4014
ko:K01439	kpnk:BN49_4016
ko:K06999	kpnk:BN49_4018
ko:K06957	kpnk:BN49_4019
ko:K07054	kpnk:BN49_4020
ko:K01923	kpnk:BN49_4021
ko:K07287	kpnk:BN49_4022
ko:K01714	kpnk:BN49_4023
ko:K03567	kpnk:BN49_4024
ko:K03564	kpnk:BN49_4025
ko:K03548	kpnk:BN49_4026
ko:K00537	kpnk:BN49_4028
ko:K10763	kpnk:BN49_4030
ko:K02824	kpnk:BN49_4031
ko:K00761	kpnk:BN49_4032
ko:K01223	kpnk:BN49_4033
ko:K18673	kpnk:BN49_4034
ko:K01933	kpnk:BN49_4035
ko:K11175	kpnk:BN49_4036
ko:K07034	kpnk:BN49_4329
ko:K03831	kpnk:BN49_4331
ko:K00616	kpnk:BN49_4332
ko:K03310	kpnk:BN49_4333
ko:K09861	kpnk:BN49_4334
ko:K01733	kpnk:BN49_4336
ko:K00872	kpnk:BN49_4337
ko:K12524	kpnk:BN49_4338
ko:K02533	kpnk:BN49_4339
ko:K07773	kpnk:BN49_4340
ko:K06143	kpnk:BN49_4341
ko:K07641	kpnk:BN49_4342
ko:K07663	kpnk:BN49_4343
ko:K05805	kpnk:BN49_4344
ko:K05804	kpnk:BN49_4345
ko:K15634	kpnk:BN49_4346
ko:K01066	kpnk:BN49_4677
ko:K07560	kpnk:BN49_4679
ko:K07058	kpnk:BN49_4680
ko:K20866	kpnk:BN49_4681
ko:K06207	kpnk:BN49_4682
ko:K01915	kpnk:BN49_4684
ko:K07708	kpnk:BN49_4685
ko:K07712	kpnk:BN49_4686
ko:K02495	kpnk:BN49_4687
ko:K09894	kpnk:BN49_4688
ko:K03978	kpnk:BN49_4689
ko:K02335	kpnk:BN49_4690
ko:K03673	kpnk:BN49_4692
ko:K09896	kpnk:BN49_4694
ko:K03752	kpnk:BN49_4695
ko:K03753	kpnk:BN49_4696
ko:K18850	kpnk:BN49_4702
ko:K07644	kpnk:BN49_4705
ko:K07665	kpnk:BN49_4706
ko:K07796	kpnk:BN49_4707
ko:K07810	kpnk:BN49_4708
ko:K07798	kpnk:BN49_4709
ko:K07787	kpnk:BN49_4710
ko:K06165	kpnk:BN49_4933
ko:K06164	kpnk:BN49_4934
ko:K06163	kpnk:BN49_4935
ko:K05781	kpnk:BN49_4936
ko:K05780	kpnk:BN49_4937
ko:K06162	kpnk:BN49_4938
ko:K05774	kpnk:BN49_4939
ko:K06167	kpnk:BN49_4940
ko:K10441	kpnk:BN49_4943
ko:K10440	kpnk:BN49_4944
ko:K10439	kpnk:BN49_4945
ko:K22015	kpnk:BN49_4950
ko:K07126	kpnk:BN49_4952
ko:K11102	kpnk:BN49_4953
ko:K01895	kpnk:BN49_4954
ko:K14393	kpnk:BN49_4956
ko:K07347	kpnk:BN49_4959
ko:K06518	kpnk:BN49_4963
ko:K03316	kpnk:BN49_4965
ko:K09823	kpnk:BN49_4998
ko:K03327	kpnk:BN49_5000
ko:K01356	kpnk:BN49_5001
ko:K00901	kpnk:BN49_5002
ko:K00631	kpnk:BN49_5003
ko:K03179	kpnk:BN49_5004
ko:K03181	kpnk:BN49_5005
ko:K05775	kpnk:BN49_5006
ko:K02024	kpnk:BN49_5007
ko:K10111	kpnk:BN49_5008
ko:K10108	kpnk:BN49_5009
ko:K10109	kpnk:BN49_5010
ko:K10110	kpnk:BN49_5011
ko:K13256	kpnk:BN49_5012
ko:K09022	kpnk:BN49_5016
ko:K01810	kpnk:BN49_5019
ko:K00928	kpnk:BN49_5021
ko:K03453	kpnk:BN49_5022
ko:K06182	kpnk:BN49_5024
ko:K00068	kpnk:BN49_5026
ko:K02812	kpnk:BN49_5027
ko:K02813	kpnk:BN49_5028
ko:K02814	kpnk:BN49_5029
ko:K02815	kpnk:BN49_5030
ko:K19956	kpnk:BN49_5031
ko:K00014	kpnk:BN49_5032
ko:K03324	kpnk:BN49_5033
ko:K00548	kpnk:BN49_5034
ko:K13641	kpnk:BN49_5035
ko:K00906	kpnk:BN49_5036
ko:K01637	kpnk:BN49_5037
ko:K01638	kpnk:BN49_5038
ko:K00651	kpnk:BN49_5039
ko:K03827	kpnk:BN49_5040
ko:K02529	kpnk:BN49_5049
ko:K00852	kpnk:BN49_5050
ko:K10439	kpnk:BN49_5051
ko:K10440	kpnk:BN49_5052
ko:K10441	kpnk:BN49_5053
ko:K06726	kpnk:BN49_5054
ko:K03549	kpnk:BN49_5055
ko:K03924	kpnk:BN49_5056
ko:K03430	kpnk:BN49_0044
ko:K11081	kpnk:BN49_0046
ko:K11084	kpnk:BN49_0047
ko:K11083	kpnk:BN49_0048
ko:K11082	kpnk:BN49_0049
ko:K02024	kpnk:BN49_0050
ko:K02759	kpnk:BN49_0051
ko:K02761	kpnk:BN49_0052
ko:K02760	kpnk:BN49_0053
ko:K04099	kpnk:BN49_0056
ko:K16516	kpnk:BN49_0057
ko:K16515	kpnk:BN49_0058
ko:K10218	kpnk:BN49_0059
ko:K16514	kpnk:BN49_0060
ko:K11191	kpnk:BN49_0064
ko:K11192	kpnk:BN49_0064
ko:K07106	kpnk:BN49_0065
ko:K07552	kpnk:BN49_0066
ko:K18139	kpnk:BN49_0067
ko:K18138	kpnk:BN49_0068
ko:K03585	kpnk:BN49_0069
ko:K07006	kpnk:BN49_0074
ko:K09958	kpnk:BN49_0075
ko:K07056	kpnk:BN49_0563
ko:K01708	kpnk:BN49_0564
ko:K12299	kpnk:BN49_0565
ko:K01630	kpnk:BN49_0566
ko:K00865	kpnk:BN49_0568
ko:K06911	kpnk:BN49_0572
ko:K07393	kpnk:BN49_0575
ko:K15977	kpnk:BN49_0576
ko:K19775	kpnk:BN49_0583
ko:K08191	kpnk:BN49_0584
ko:K01812	kpnk:BN49_0585
ko:K01685	kpnk:BN49_0586
ko:K07862	kpnk:BN49_0589
ko:K07043	kpnk:BN49_0593
ko:K11391	kpnk:BN49_0596
ko:K02782	kpnk:BN49_1090
ko:K02783	kpnk:BN49_1090
ko:K02783	kpnk:BN49_1091
ko:K08305	kpnk:BN49_1092
ko:K02074	kpnk:BN49_1093
ko:K02075	kpnk:BN49_1094
ko:K02077	kpnk:BN49_1095
ko:K03743	kpnk:BN49_1096
ko:K03553	kpnk:BN49_1097
ko:K03565	kpnk:BN49_1098
ko:K01872	kpnk:BN49_1099
ko:K03563	kpnk:BN49_1100
ko:K01919	kpnk:BN49_1104
ko:K07173	kpnk:BN49_1105
ko:K01649	kpnk:BN49_1107
ko:K03446	kpnk:BN49_1108
ko:K03543	kpnk:BN49_1109
ko:K15974	kpnk:BN49_1110
ko:K02002	kpnk:BN49_1113
ko:K03720	kpnk:BN49_4348
ko:K08309	kpnk:BN49_4349
ko:K06211	kpnk:BN49_4351
ko:K04485	kpnk:BN49_4352
ko:K01079	kpnk:BN49_4353
ko:K07186	kpnk:BN49_4354
ko:K03800	kpnk:BN49_4355
ko:K03784	kpnk:BN49_4356
ko:K01839	kpnk:BN49_4357
ko:K00758	kpnk:BN49_4358
ko:K19508	kpnk:BN49_4389
ko:K19507	kpnk:BN49_4390
ko:K19506	kpnk:BN49_4391
ko:K19505	kpnk:BN49_4392
ko:K01631	kpnk:BN49_4396
ko:K00883	kpnk:BN49_4397
ko:K03307	kpnk:BN49_4398
ko:K06015	kpnk:BN49_4400
ko:K13609	kpnk:BN49_4402
ko:K05921	kpnk:BN49_4405
ko:K05921	kpnk:BN49_4406
ko:K00151	kpnk:BN49_4407
ko:K00455	kpnk:BN49_4408
ko:K01826	kpnk:BN49_4409
ko:K02509	kpnk:BN49_4410
ko:K02510	kpnk:BN49_4411
ko:K02511	kpnk:BN49_4412
ko:K02508	kpnk:BN49_4413
ko:K00483	kpnk:BN49_4414
ko:K00484	kpnk:BN49_4415
ko:K00602	kpnk:BN49_4452
ko:K01945	kpnk:BN49_4453
ko:K07713	kpnk:BN49_4454
ko:K07709	kpnk:BN49_4455
ko:K07803	kpnk:BN49_4456
ko:K09891	kpnk:BN49_4458
ko:K05982	kpnk:BN49_4459
ko:K01599	kpnk:BN49_4460
ko:K03426	kpnk:BN49_4461
ko:K07740	kpnk:BN49_4462
ko:K03147	kpnk:BN49_4464
ko:K00788	kpnk:BN49_4465
ko:K03148	kpnk:BN49_4466
ko:K03154	kpnk:BN49_4467
ko:K03149	kpnk:BN49_4468
ko:K03150	kpnk:BN49_4469
ko:K02760	kpnk:BN49_4471
ko:K02759	kpnk:BN49_4472
ko:K07792	kpnk:BN49_4473
ko:K03046	kpnk:BN49_4474
ko:K03043	kpnk:BN49_4475
ko:K02935	kpnk:BN49_4476
ko:K02864	kpnk:BN49_4477
ko:K02863	kpnk:BN49_4478
ko:K02867	kpnk:BN49_4479
ko:K02601	kpnk:BN49_4480
ko:K03073	kpnk:BN49_4481
ko:K02358	kpnk:BN49_4482
ko:K00867	kpnk:BN49_4484
ko:K03524	kpnk:BN49_4485
ko:K00075	kpnk:BN49_4486
ko:K00230	kpnk:BN49_4495
ko:K03498	kpnk:BN49_4496
ko:K01825	kpnk:BN49_4499
ko:K00632	kpnk:BN49_4500
ko:K05368	kpnk:BN49_4501
ko:K03182	kpnk:BN49_4502
ko:K05785	kpnk:BN49_4503
ko:K03424	kpnk:BN49_4504
ko:K03118	kpnk:BN49_4505
ko:K03117	kpnk:BN49_4506
ko:K03116	kpnk:BN49_4507
ko:K03688	kpnk:BN49_4508
ko:K03690	kpnk:BN49_4509
ko:K03183	kpnk:BN49_4510
ko:K09760	kpnk:BN49_4511
ko:K00757	kpnk:BN49_4512
ko:K01061	kpnk:BN49_4513
ko:K02030	kpnk:BN49_4514
ko:K01681	kpnk:BN49_4518
ko:K01681	kpnk:BN49_4520
ko:K00030	kpnk:BN49_4521
ko:K01682	kpnk:BN49_4522
ko:K01910	kpnk:BN49_4524
ko:K01646	kpnk:BN49_4525
ko:K01644	kpnk:BN49_4526
ko:K01643	kpnk:BN49_4527
ko:K05966	kpnk:BN49_4528
ko:K01572	kpnk:BN49_4529
ko:K06871	kpnk:BN49_4531
ko:K00389	kpnk:BN49_4533
ko:K02809	kpnk:BN49_4536
ko:K02810	kpnk:BN49_4536
ko:K00549	kpnk:BN49_4538
ko:K03576	kpnk:BN49_4539
ko:K01048	kpnk:BN49_4542
ko:K05834	kpnk:BN49_4543
ko:K05835	kpnk:BN49_4545
ko:K03654	kpnk:BN49_4546
ko:K01058	kpnk:BN49_4547
ko:K05786	kpnk:BN49_4549
ko:K03284	kpnk:BN49_4550
ko:K03657	kpnk:BN49_4551
ko:K20862	kpnk:BN49_4552
ko:K03733	kpnk:BN49_4553
ko:K09921	kpnk:BN49_4554
ko:K01778	kpnk:BN49_4555
ko:K06202	kpnk:BN49_4557
ko:K05851	kpnk:BN49_4558
ko:K01749	kpnk:BN49_4559
ko:K01719	kpnk:BN49_4560
ko:K02496	kpnk:BN49_4561
ko:K02498	kpnk:BN49_4562
ko:K03293	kpnk:BN49_4563
ko:K02852	kpnk:BN49_4564
ko:K02853	kpnk:BN49_4565
ko:K12582	kpnk:BN49_4566
ko:K16693	kpnk:BN49_4567
ko:K02805	kpnk:BN49_4568
ko:K16704	kpnk:BN49_4569
ko:K00973	kpnk:BN49_4570
ko:K01710	kpnk:BN49_4571
ko:K02472	kpnk:BN49_4572
ko:K01791	kpnk:BN49_4573
ko:K05790	kpnk:BN49_4574
ko:K02851	kpnk:BN49_4575
ko:K03628	kpnk:BN49_4576
ko:K03671	kpnk:BN49_4577
ko:K03732	kpnk:BN49_4578
ko:K01524	kpnk:BN49_4579
ko:K14333	kpnk:BN49_4581
ko:K07150	kpnk:BN49_4582
ko:K03656	kpnk:BN49_4583
ko:K03769	kpnk:BN49_4584
ko:K03769	kpnk:BN49_4585
ko:K00053	kpnk:BN49_4586
ko:K02521	kpnk:BN49_4587
ko:K01754	kpnk:BN49_4588
ko:K01687	kpnk:BN49_4589
ko:K00826	kpnk:BN49_4590
ko:K11258	kpnk:BN49_4591
ko:K01652	kpnk:BN49_4592
ko:K07391	kpnk:BN49_4593
ko:K09897	kpnk:BN49_4594
ko:K01776	kpnk:BN49_4600
ko:K16092	kpnk:BN49_4601
ko:K00557	kpnk:BN49_4602
ko:K22105	kpnk:BN49_4604
ko:K00322	kpnk:BN49_4605
ko:K04761	kpnk:BN49_4606
ko:K01755	kpnk:BN49_4607
ko:K00930	kpnk:BN49_4608
ko:K00145	kpnk:BN49_4609
ko:K01438	kpnk:BN49_4610
ko:K01595	kpnk:BN49_4611
ko:K08314	kpnk:BN49_4614
ko:K00005	kpnk:BN49_4615
ko:K00297	kpnk:BN49_4617
ko:K01607	kpnk:BN49_4619
ko:K12525	kpnk:BN49_4623
ko:K01739	kpnk:BN49_4624
ko:K03764	kpnk:BN49_4625
ko:K04066	kpnk:BN49_4626
ko:K05499	kpnk:BN49_4627
ko:K03591	kpnk:BN49_4628
ko:K01419	kpnk:BN49_4629
ko:K03667	kpnk:BN49_4630
ko:K02548	kpnk:BN49_4631
ko:K02553	kpnk:BN49_4632
ko:K00850	kpnk:BN49_4633
ko:K13283	kpnk:BN49_4634
ko:K06006	kpnk:BN49_4635
ko:K07662	kpnk:BN49_4636
ko:K07640	kpnk:BN49_4637
ko:K04564	kpnk:BN49_4639
ko:K02856	kpnk:BN49_4640
ko:K02854	kpnk:BN49_4641
ko:K02855	kpnk:BN49_4642
ko:K00848	kpnk:BN49_4643
ko:K01813	kpnk:BN49_4644
ko:K01629	kpnk:BN49_4645
ko:K10559	kpnk:BN49_4646
ko:K10562	kpnk:BN49_4647
ko:K10560	kpnk:BN49_4648
