ko:K13613	bamb:BAPNAU_2047
ko:K16137	bamb:BAPNAU_3240
ko:K03758	bamb:BAPNAU_3242
ko:K06427	bamb:BAPNAU_3243
ko:K07038	bamb:BAPNAU_3244
ko:K07219	bamb:BAPNAU_3246
ko:K02020	bamb:BAPNAU_3247
ko:K02018	bamb:BAPNAU_3248
ko:K01992	bamb:BAPNAU_3252
ko:K03316	bamb:BAPNAU_3256
ko:K00381	bamb:BAPNAU_3257
ko:K00380	bamb:BAPNAU_3258
ko:K03657	bamb:BAPNAU_3259
ko:K03611	bamb:BAPNAU_3262
ko:K01534	bamb:BAPNAU_3264
ko:K17686	bamb:BAPNAU_3265
ko:K07213	bamb:BAPNAU_3266
ko:K01118	bamb:BAPNAU_3269
ko:K16959	bamb:BAPNAU_3274
ko:K16958	bamb:BAPNAU_3275
ko:K14219	bamb:BAPNAU_t060
ko:K14219	bamb:BAPNAU_t061
ko:K14219	bamb:BAPNAU_t014
ko:K14219	bamb:BAPNAU_t020
ko:K14219	bamb:BAPNAU_t080
ko:K14219	bamb:BAPNAU_t039
ko:K14219	bamb:BAPNAU_t025
ko:K14234	bamb:BAPNAU_t009
ko:K14234	bamb:BAPNAU_t029
ko:K14234	bamb:BAPNAU_t050
ko:K14234	bamb:BAPNAU_t085
ko:K17733	bamb:BAPNAU_0247
ko:K01187	bamb:BAPNAU_3012
ko:K00537	bamb:BAPNAU_3171
ko:K08221	bamb:BAPNAU_0689
ko:K18104	bamb:BAPNAU_3396
ko:K00104	bamb:BAPNAU_0978
ko:K00632	bamb:BAPNAU_3173
ko:K00008	bamb:BAPNAU_0573
ko:K02809	bamb:BAPNAU_0173
ko:K02810	bamb:BAPNAU_0173
ko:K16697	bamb:BAPNAU_3471
ko:K16694	bamb:BAPNAU_3472
ko:K00004	bamb:BAPNAU_0584
ko:K07222	bamb:BAPNAU_0492
ko:K00130	bamb:BAPNAU_2990
ko:K01101	bamb:BAPNAU_3120
ko:K07045	bamb:BAPNAU_0828
ko:K07045	bamb:BAPNAU_0829
ko:K03892	bamb:BAPNAU_3781
ko:K03206	bamb:BAPNAU_2842
ko:K21471	bamb:BAPNAU_3391
ko:K07145	bamb:BAPNAU_0661
ko:K21469	bamb:BAPNAU_0172
ko:K21472	bamb:BAPNAU_3124
ko:K03719	bamb:BAPNAU_0389
ko:K21466	bamb:BAPNAU_2383
ko:K02809	bamb:BAPNAU_3725
ko:K02810	bamb:BAPNAU_3725
ko:K01838	bamb:BAPNAU_3367
ko:K00634	bamb:BAPNAU_1348
ko:K01046	bamb:BAPNAU_0241
ko:K18231	bamb:BAPNAU_0522
ko:K19302	bamb:BAPNAU_3569
ko:K15654	bamb:BAPNAU_0309
ko:K19546	bamb:BAPNAU_3689
ko:K11691	bamb:BAPNAU_0421
ko:K19449	bamb:BAPNAU_1289
ko:K19429	bamb:BAPNAU_3335
ko:K19430	bamb:BAPNAU_3334
ko:K06366	bamb:BAPNAU_3132
ko:K06366	bamb:BAPNAU_0403
ko:K06366	bamb:BAPNAU_0934
ko:K16960	bamb:BAPNAU_3273
ko:K13614	bamb:BAPNAU_2046
ko:K17716	bamb:BAPNAU_1779
ko:K00691	bamb:BAPNAU_3370
ko:K01868	bamb:BAPNAU_1887
ko:K05937	bamb:BAPNAU_2736
ko:K01897	bamb:BAPNAU_2751
ko:K00231	bamb:BAPNAU_2761
ko:K03686	bamb:BAPNAU_1206
ko:K02036	bamb:BAPNAU_1256
ko:K02036	bamb:BAPNAU_1257
ko:K00027	bamb:BAPNAU_2866
ko:K07406	bamb:BAPNAU_2890
ko:K07139	bamb:BAPNAU_2911
ko:K06399	bamb:BAPNAU_1326
ko:K06304	bamb:BAPNAU_1330
ko:K07192	bamb:BAPNAU_2985
ko:K07698	bamb:BAPNAU_2332
ko:K06284	bamb:BAPNAU_2334
ko:K16169	bamb:BAPNAU_1561
ko:K04751	bamb:BAPNAU_2385
ko:K09457	bamb:BAPNAU_2408
ko:K06019	bamb:BAPNAU_3964
ko:K01142	bamb:BAPNAU_3980
ko:K00027	bamb:BAPNAU_0856
ko:K03671	bamb:BAPNAU_1681
ko:K15973	bamb:BAPNAU_2448
ko:K03624	bamb:BAPNAU_3229
ko:K00384	bamb:BAPNAU_3233
ko:K03671	bamb:BAPNAU_3234
ko:K02437	bamb:BAPNAU_3238
ko:K19420	bamb:BAPNAU_3348
ko:K22579	bamb:BAPNAU_3423
ko:K00004	bamb:BAPNAU_0162
ko:K03742	bamb:BAPNAU_2074
ko:K13615	bamb:BAPNAU_2045
ko:K15468	bamb:BAPNAU_2044
ko:K16236	bamb:BAPNAU_3838
ko:K07705	bamb:BAPNAU_0957
ko:K00681	bamb:BAPNAU_1890
ko:K00681	bamb:BAPNAU_3523
ko:K08693	bamb:BAPNAU_0731
ko:K15640	bamb:BAPNAU_2745
ko:K06389	bamb:BAPNAU_2501
ko:K09388	bamb:BAPNAU_3666
ko:K06430	bamb:BAPNAU_1543
ko:K04749	bamb:BAPNAU_0448
ko:K06380	bamb:BAPNAU_1047
ko:K06384	bamb:BAPNAU_1421
ko:K09809	bamb:BAPNAU_3482
ko:K12555	bamb:BAPNAU_2765
ko:K15632	bamb:BAPNAU_0497
ko:K18770	bamb:BAPNAU_3036
ko:K18672	bamb:BAPNAU_0179
ko:K18707	bamb:BAPNAU_1209
ko:K18692	bamb:BAPNAU_1238
ko:K18929	bamb:BAPNAU_3326
ko:K01971	bamb:BAPNAU_2446
ko:K18928	bamb:BAPNAU_3327
ko:K18924	bamb:BAPNAU_2476
ko:K18925	bamb:BAPNAU_2475
ko:K18907	bamb:BAPNAU_3971
ko:K06147	bamb:BAPNAU_0772
ko:K09692	bamb:BAPNAU_3481
ko:K11814	bamb:BAPNAU_2034
ko:K11815	bamb:BAPNAU_2035
ko:K01612	bamb:BAPNAU_0322
ko:K07171	bamb:BAPNAU_0443
ko:K13611	bamb:BAPNAU_2049
ko:K10747	bamb:BAPNAU_1647
ko:K18967	bamb:BAPNAU_2863
ko:K03790	bamb:BAPNAU_1986
ko:K06147	bamb:BAPNAU_0771
ko:K03502	bamb:BAPNAU_1761
ko:K04565	bamb:BAPNAU_1830
ko:K08168	bamb:BAPNAU_1160
ko:K03111	bamb:BAPNAU_3550
ko:K05593	bamb:BAPNAU_0654
ko:K03502	bamb:BAPNAU_1569
ko:K01233	bamb:BAPNAU_3155
ko:K03111	bamb:BAPNAU_3985
ko:K03497	bamb:BAPNAU_3993
ko:K03496	bamb:BAPNAU_3994
ko:K03497	bamb:BAPNAU_3995
ko:K03169	bamb:BAPNAU_0390
ko:K06321	bamb:BAPNAU_1783
ko:K06320	bamb:BAPNAU_1781
ko:K06343	bamb:BAPNAU_2619
ko:K06340	bamb:BAPNAU_2616
ko:K02538	bamb:BAPNAU_1142
ko:K08191	bamb:BAPNAU_1941
ko:K06352	bamb:BAPNAU_2544
ko:K06378	bamb:BAPNAU_1428
ko:K16247	bamb:BAPNAU_0572
ko:K06372	bamb:BAPNAU_1290
ko:K16956	bamb:BAPNAU_3277
ko:K16593	bamb:BAPNAU_1920
ko:K06344	bamb:BAPNAU_2620
ko:K19005	bamb:BAPNAU_0675
ko:K06376	bamb:BAPNAU_2422
ko:K06437	bamb:BAPNAU_2356
ko:K09681	bamb:BAPNAU_1881
ko:K06369	bamb:BAPNAU_1773
ko:K06323	bamb:BAPNAU_1785
ko:K03526	bamb:BAPNAU_1245
ko:K06289	bamb:BAPNAU_3199
ko:K19005	bamb:BAPNAU_0720
ko:K18979	bamb:BAPNAU_0838
ko:K13052	bamb:BAPNAU_0062
ko:K11639	bamb:BAPNAU_0709
ko:K01174	bamb:BAPNAU_1563
ko:K01174	bamb:BAPNAU_1750
ko:K07816	bamb:BAPNAU_3764
ko:K14742	bamb:BAPNAU_0557
ko:K06368	bamb:BAPNAU_0248
ko:K03429	bamb:BAPNAU_1723
ko:K06361	bamb:BAPNAU_0342
ko:K06353	bamb:BAPNAU_0343
ko:K06367	bamb:BAPNAU_1570
ko:K11624	bamb:BAPNAU_0519
ko:K06595	bamb:BAPNAU_2741
ko:K06609	bamb:BAPNAU_0554
ko:K06415	bamb:BAPNAU_2836
ko:K19242	bamb:BAPNAU_2833
ko:K02483	bamb:BAPNAU_0340
ko:K19563	bamb:BAPNAU_1916
ko:K06293	bamb:BAPNAU_3491
ko:K13037	bamb:BAPNAU_3686
ko:K02032	bamb:BAPNAU_2481
ko:K06362	bamb:BAPNAU_3556
ko:K06360	bamb:BAPNAU_3585
ko:K02777	bamb:BAPNAU_1549
ko:K15662	bamb:BAPNAU_1927
ko:K05375	bamb:BAPNAU_3079
ko:K02031	bamb:BAPNAU_0825
ko:K07149	bamb:BAPNAU_0316
ko:K11633	bamb:BAPNAU_3853
ko:K00354	bamb:BAPNAU_1373
ko:K02253	bamb:BAPNAU_3056
ko:K13277	bamb:BAPNAU_3760
ko:K16699	bamb:BAPNAU_3466
ko:K19220	bamb:BAPNAU_1829
ko:K15663	bamb:BAPNAU_1928
ko:K00798	bamb:BAPNAU_3208
ko:K19223	bamb:BAPNAU_2839
ko:K19224	bamb:BAPNAU_2834
ko:K06345	bamb:BAPNAU_1070
ko:K11615	bamb:BAPNAU_3040
ko:K01897	bamb:BAPNAU_2743
ko:K01710	bamb:BAPNAU_3703
ko:K01447	bamb:BAPNAU_2502
ko:K11634	bamb:BAPNAU_3854
ko:K06288	bamb:BAPNAU_3198
ko:K01447	bamb:BAPNAU_2543
ko:K16921	bamb:BAPNAU_2907
ko:K06336	bamb:BAPNAU_1288
ko:K06291	bamb:BAPNAU_3489
ko:K11620	bamb:BAPNAU_3205
ko:K16706	bamb:BAPNAU_3468
ko:K01227	bamb:BAPNAU_3487
ko:K06364	bamb:BAPNAU_3651
ko:K15661	bamb:BAPNAU_1926
ko:K03339	bamb:BAPNAU_3860
ko:K07462	bamb:BAPNAU_1659
ko:K01785	bamb:BAPNAU_1895
ko:K19426	bamb:BAPNAU_3339
ko:K19433	bamb:BAPNAU_1286
ko:K19285	bamb:BAPNAU_3730
ko:K19286	bamb:BAPNAU_0352
ko:K19302	bamb:BAPNAU_1800
ko:K00020	bamb:BAPNAU_2387
ko:K19424	bamb:BAPNAU_3343
ko:K02100	bamb:BAPNAU_3316
ko:K01567	bamb:BAPNAU_0747
ko:K03722	bamb:BAPNAU_1532
ko:K03722	bamb:BAPNAU_1558
ko:K01992	bamb:BAPNAU_0426
ko:K01992	bamb:BAPNAU_2607
ko:K01992	bamb:BAPNAU_3253
ko:K15667	bamb:BAPNAU_1901
ko:K15666	bamb:BAPNAU_1900
ko:K00839	bamb:BAPNAU_3135
ko:K15665	bamb:BAPNAU_1898
ko:K19422	bamb:BAPNAU_3345
ko:K19421	bamb:BAPNAU_3346
ko:K04771	bamb:BAPNAU_3190
ko:K04771	bamb:BAPNAU_2491
ko:K15664	bamb:BAPNAU_1897
ko:K02031	bamb:BAPNAU_2659
ko:K01400	bamb:BAPNAU_2298
ko:K19405	bamb:BAPNAU_0084
ko:K00903	bamb:BAPNAU_3347
ko:K07149	bamb:BAPNAU_3353
ko:K19411	bamb:BAPNAU_0083
ko:K00525	bamb:BAPNAU_2026
ko:K00525	bamb:BAPNAU_1678
ko:K19432	bamb:BAPNAU_3743
ko:K19419	bamb:BAPNAU_3341
ko:K19423	bamb:BAPNAU_3344
ko:K19425	bamb:BAPNAU_3340
ko:K03574	bamb:BAPNAU_2927
ko:K19428	bamb:BAPNAU_3336
ko:K19431	bamb:BAPNAU_3333
ko:K19418	bamb:BAPNAU_3337
ko:K18567	bamb:BAPNAU_0543
ko:K19550	bamb:BAPNAU_3683
ko:K13612	bamb:BAPNAU_2048
ko:K02032	bamb:BAPNAU_2658
ko:K06881	bamb:BAPNAU_0919
ko:K19577	bamb:BAPNAU_0792
ko:K03483	bamb:BAPNAU_0381
ko:K06884	bamb:BAPNAU_0416
ko:K11625	bamb:BAPNAU_0520
ko:K16248	bamb:BAPNAU_0574
ko:K06440	bamb:BAPNAU_0514
ko:K13613	bamb:BAPNAU_1383
ko:K00887	bamb:BAPNAU_1221
ko:K03294	bamb:BAPNAU_1169
ko:K01906	bamb:BAPNAU_1915
ko:K21755	bamb:BAPNAU_0320
ko:K19552	bamb:BAPNAU_3685
ko:K19549	bamb:BAPNAU_3684
ko:K19548	bamb:BAPNAU_3687
ko:K19547	bamb:BAPNAU_3688
ko:K08164	bamb:BAPNAU_1889
ko:K01258	bamb:BAPNAU_1364
ko:K07119	bamb:BAPNAU_0693
ko:K19784	bamb:BAPNAU_3021
ko:K00547	bamb:BAPNAU_2694
ko:K00297	bamb:BAPNAU_2694
ko:K19802	bamb:BAPNAU_2483
ko:K19955	bamb:BAPNAU_3024
ko:K19955	bamb:BAPNAU_3023
ko:K05770	bamb:BAPNAU_2950
ko:K20074	bamb:BAPNAU_2193
ko:K12132	bamb:BAPNAU_2192
ko:K12132	bamb:BAPNAU_2191
ko:K20201	bamb:BAPNAU_3610
ko:K20116	bamb:BAPNAU_2393
ko:K20117	bamb:BAPNAU_2393
ko:K20118	bamb:BAPNAU_2393
ko:K21613	bamb:BAPNAU_0336
ko:K20492	bamb:BAPNAU_3293
ko:K20461	bamb:BAPNAU_3859
ko:K20459	bamb:BAPNAU_3857
ko:K20460	bamb:BAPNAU_3858
ko:K20487	bamb:BAPNAU_3291
ko:K20488	bamb:BAPNAU_3292
ko:K20490	bamb:BAPNAU_3295
ko:K20491	bamb:BAPNAU_3294
ko:K18889	bamb:BAPNAU_2808
ko:K08884	bamb:BAPNAU_0066
ko:K18890	bamb:BAPNAU_2807
ko:K20534	bamb:BAPNAU_2494
ko:K20534	bamb:BAPNAU_0800
ko:K15655	bamb:BAPNAU_0310
ko:K15655	bamb:BAPNAU_0311
ko:K21759	bamb:BAPNAU_0323
ko:K22103	bamb:BAPNAU_3549
ko:K01179	bamb:BAPNAU_1934
ko:K20742	bamb:BAPNAU_2482
ko:K07258	bamb:BAPNAU_1454
ko:K01271	bamb:BAPNAU_2398
ko:K02101	bamb:BAPNAU_0970
ko:K01208	bamb:BAPNAU_3375
ko:K22106	bamb:BAPNAU_1136
ko:K21029	bamb:BAPNAU_2354
ko:K20895	bamb:BAPNAU_2235
ko:K03148	bamb:BAPNAU_2624
ko:K21064	bamb:BAPNAU_3495
ko:K08968	bamb:BAPNAU_0893
ko:K00821	bamb:BAPNAU_2673
ko:K21064	bamb:BAPNAU_0369
ko:K00435	bamb:BAPNAU_3682
ko:K00526	bamb:BAPNAU_2025
ko:K00287	bamb:BAPNAU_1690
ko:K00560	bamb:BAPNAU_1732
ko:K00287	bamb:BAPNAU_1733
ko:K06909	bamb:BAPNAU_2530
ko:K07474	bamb:BAPNAU_2531
ko:K03546	bamb:BAPNAU_2715
ko:K01520	bamb:BAPNAU_1982
ko:K01493	bamb:BAPNAU_1191
ko:K06217	bamb:BAPNAU_1218
ko:K02316	bamb:BAPNAU_1231
ko:K03553	bamb:BAPNAU_2073
ko:K00857	bamb:BAPNAU_3623
ko:K17733	bamb:BAPNAU_2957
ko:K06904	bamb:BAPNAU_2972
ko:K02314	bamb:BAPNAU_3933
ko:K00526	bamb:BAPNAU_1679
ko:K00526	bamb:BAPNAU_1680
ko:K01520	bamb:BAPNAU_1684
ko:K00560	bamb:BAPNAU_1689
ko:K21285	bamb:BAPNAU_3486
ko:K05799	bamb:BAPNAU_3329
ko:K03328	bamb:BAPNAU_0057
ko:K03293	bamb:BAPNAU_0191
ko:K03293	bamb:BAPNAU_2918
ko:K00980	bamb:BAPNAU_3484
ko:K02483	bamb:BAPNAU_1166
ko:K02335	bamb:BAPNAU_0940
ko:K21416	bamb:BAPNAU_0761
ko:K02483	bamb:BAPNAU_3922
ko:K21417	bamb:BAPNAU_0762
ko:K13281	bamb:BAPNAU_3636
ko:K06607	bamb:BAPNAU_3871
ko:K03293	bamb:BAPNAU_3321
ko:K21405	bamb:BAPNAU_0765
ko:K21464	bamb:BAPNAU_3659
ko:K21481	bamb:BAPNAU_2766
ko:K21465	bamb:BAPNAU_1251
ko:K21467	bamb:BAPNAU_0379
ko:K21468	bamb:BAPNAU_1121
ko:K21567	bamb:BAPNAU_0291
ko:K21487	bamb:BAPNAU_1865
ko:K21601	bamb:BAPNAU_0362
ko:K21487	bamb:BAPNAU_1752
ko:K21488	bamb:BAPNAU_1769
ko:K21600	bamb:BAPNAU_3267
ko:K21567	bamb:BAPNAU_3096
ko:K21488	bamb:BAPNAU_1866
ko:K21489	bamb:BAPNAU_1564
ko:K21488	bamb:BAPNAU_1753
ko:K21745	bamb:BAPNAU_0501
ko:K11923	bamb:BAPNAU_2823
ko:K21701	bamb:BAPNAU_0169
ko:K21802	bamb:BAPNAU_0683
ko:K21902	bamb:BAPNAU_0688
ko:K21935	bamb:BAPNAU_1792
ko:K06299	bamb:BAPNAU_3065
ko:K21959	bamb:BAPNAU_1886
ko:K18244	bamb:BAPNAU_1342
ko:K00680	bamb:BAPNAU_3278
ko:K22043	bamb:BAPNAU_1859
ko:K21960	bamb:BAPNAU_3279
ko:K21993	bamb:BAPNAU_1132
ko:K01463	bamb:BAPNAU_1525
ko:K22135	bamb:BAPNAU_1824
ko:K00754	bamb:BAPNAU_1526
ko:K22136	bamb:BAPNAU_2255
ko:K03595	bamb:BAPNAU_1223
ko:K14274	bamb:BAPNAU_3213
ko:K22132	bamb:BAPNAU_1096
ko:K22109	bamb:BAPNAU_2991
ko:K01932	bamb:BAPNAU_3501
ko:K22116	bamb:BAPNAU_3500
ko:K22222	bamb:BAPNAU_1608
ko:K22230	bamb:BAPNAU_3001
ko:K03547	bamb:BAPNAU_2787
ko:K22278	bamb:BAPNAU_1177
ko:K03077	bamb:BAPNAU_0969
ko:K22301	bamb:BAPNAU_3300
ko:K22299	bamb:BAPNAU_3289
ko:K01486	bamb:BAPNAU_2329
ko:K02257	bamb:BAPNAU_0775
ko:K02257	bamb:BAPNAU_2279
ko:K22299	bamb:BAPNAU_3288
ko:K15654	bamb:BAPNAU_3430
ko:K22301	bamb:BAPNAU_3305
ko:K03574	bamb:BAPNAU_0397
ko:K09988	bamb:BAPNAU_0384
ko:K13566	bamb:BAPNAU_2428
ko:K18672	bamb:BAPNAU_1827
ko:K22441	bamb:BAPNAU_3354
ko:K22579	bamb:BAPNAU_2006
