ko:K03429	btb:BMB171_C0436
ko:K16188	btb:BMB171_C4392
ko:K15580	btb:BMB171_C3261
ko:K15580	btb:BMB171_C1658
ko:K03758	btb:BMB171_C0551
ko:K02031	btb:BMB171_C0790
ko:K07038	btb:BMB171_C0444
ko:K16216	btb:BMB171_C3222
ko:K16509	btb:BMB171_C1047
ko:K16511	btb:BMB171_C1323
ko:K11733	btb:BMB171_C2762
ko:K18682	btb:BMB171_C3447
ko:K01223	btb:BMB171_C3430
ko:K04759	btb:BMB171_C0624
ko:K16511	btb:BMB171_C1049
ko:K16785	btb:BMB171_C2380
ko:K16323	btb:BMB171_C2676
ko:K16169	btb:BMB171_C1406
ko:K11735	btb:BMB171_C3397
ko:K13993	btb:BMB171_C1991
ko:K16264	btb:BMB171_C1568
ko:K05340	btb:BMB171_C0182
ko:K03321	btb:BMB171_C0573
ko:K05340	btb:BMB171_C4354
ko:K16786	btb:BMB171_C0134
ko:K16787	btb:BMB171_C0135
ko:K16785	btb:BMB171_C0136
ko:K05813	btb:BMB171_C0490
ko:K10810	btb:BMB171_C0639
ko:K16789	btb:BMB171_C4444
ko:K06336	btb:BMB171_C1123
ko:K02032	btb:BMB171_C0207
ko:K02033	btb:BMB171_C0171
ko:K20107	btb:BMB171_C0356
ko:K20108	btb:BMB171_C0356
ko:K02030	btb:BMB171_C3814
ko:K02028	btb:BMB171_P0243
ko:K11636	btb:BMB171_C1781
ko:K11636	btb:BMB171_C4476
ko:K11636	btb:BMB171_C4477
ko:K11636	btb:BMB171_C4479
ko:K11636	btb:BMB171_C2306
ko:K11636	btb:BMB171_C2224
ko:K00355	btb:BMB171_C4569
ko:K16786	btb:BMB171_C2379
ko:K16787	btb:BMB171_C2379
ko:K16881	btb:BMB171_C3934
ko:K11635	btb:BMB171_C4478
ko:K11635	btb:BMB171_C2305
ko:K11635	btb:BMB171_C2225
ko:K11991	btb:BMB171_C0017
ko:K10819	btb:BMB171_C4308
ko:K00951	btb:BMB171_C4070
ko:K00355	btb:BMB171_C2985
ko:K16869	btb:BMB171_C4981
ko:K16898	btb:BMB171_C1004
ko:K16786	btb:BMB171_C2991
ko:K16787	btb:BMB171_C2991
ko:K16785	btb:BMB171_C2992
ko:K15555	btb:BMB171_C2619
ko:K02003	btb:BMB171_C0700
ko:K16924	btb:BMB171_C2378
ko:K16927	btb:BMB171_C2990
ko:K02809	btb:BMB171_C0661
ko:K02810	btb:BMB171_C0661
ko:K16899	btb:BMB171_C1003
ko:K16937	btb:BMB171_C0156
ko:K16937	btb:BMB171_C4012
ko:K02049	btb:BMB171_C0368
ko:K11070	btb:BMB171_C1132
ko:K17103	btb:BMB171_C0856
ko:K17103	btb:BMB171_C3181
ko:K01990	btb:BMB171_C1201
ko:K01992	btb:BMB171_C0742
ko:K07260	btb:BMB171_C4160
ko:K17217	btb:BMB171_C4033
ko:K00265	btb:BMB171_C0452
ko:K17216	btb:BMB171_C4034
ko:K17103	btb:BMB171_C1253
ko:K17218	btb:BMB171_C3185
ko:K06298	btb:BMB171_C4141
ko:K08986	btb:BMB171_C1821
ko:K17462	btb:BMB171_C4036
ko:K02029	btb:BMB171_C3813
ko:K02028	btb:BMB171_C3812
ko:K01992	btb:BMB171_C3335
ko:K01992	btb:BMB171_C1601
ko:K01992	btb:BMB171_C3117
ko:K01992	btb:BMB171_C4950
ko:K01990	btb:BMB171_C3118
ko:K01990	btb:BMB171_C3268
ko:K01990	btb:BMB171_C3742
ko:K01990	btb:BMB171_C4775
ko:K01990	btb:BMB171_C4951
ko:K10112	btb:BMB171_C3681
ko:K01992	btb:BMB171_C1202
ko:K19309	btb:BMB171_C0253
ko:K01990	btb:BMB171_C1600
ko:K01990	btb:BMB171_C2237
ko:K01990	btb:BMB171_C4181
ko:K05592	btb:BMB171_C2166
ko:K17472	btb:BMB171_C4062
ko:K17686	btb:BMB171_C3403
ko:K17686	btb:BMB171_P0222
ko:K17836	btb:BMB171_C2234
ko:K12574	btb:BMB171_C1458
ko:K11928	btb:BMB171_C1090
ko:K01658	btb:BMB171_C1093
ko:K17828	btb:BMB171_C3549
ko:K17837	btb:BMB171_C3122
ko:K18115	btb:BMB171_C3232
ko:K00661	btb:BMB171_C4301
ko:K01497	btb:BMB171_C3076
ko:K01791	btb:BMB171_C4792
ko:K12574	btb:BMB171_C3464
ko:K12574	btb:BMB171_C3640
ko:K17733	btb:BMB171_C2401
ko:K02171	btb:BMB171_C0949
ko:K18104	btb:BMB171_C1741
ko:K02479	btb:BMB171_C1994
ko:K01759	btb:BMB171_C4810
ko:K08168	btb:BMB171_C4143
ko:K02809	btb:BMB171_C0722
ko:K02810	btb:BMB171_C0722
ko:K21379	btb:BMB171_C1733
ko:K18220	btb:BMB171_C2735
ko:K08221	btb:BMB171_C4966
ko:K01286	btb:BMB171_C4615
ko:K00004	btb:BMB171_C0587
ko:K17910	btb:BMB171_C1220
ko:K07003	btb:BMB171_C0918
ko:K03892	btb:BMB171_P0202
ko:K02172	btb:BMB171_C0950
ko:K00663	btb:BMB171_C2653
ko:K07222	btb:BMB171_C3129
ko:K05396	btb:BMB171_C2902
ko:K07145	btb:BMB171_C4187
ko:K07145	btb:BMB171_C2672
ko:K21472	btb:BMB171_C4584
ko:K06880	btb:BMB171_C2893
ko:K06880	btb:BMB171_C2835
ko:K18118	btb:BMB171_C1654
ko:K21993	btb:BMB171_C3400
ko:K18231	btb:BMB171_C4764
ko:K18234	btb:BMB171_C2367
ko:K19302	btb:BMB171_C2385
ko:K11535	btb:BMB171_C1682
ko:K02116	btb:BMB171_C3044
ko:K01247	btb:BMB171_C3886
ko:K02003	btb:BMB171_C4462
ko:K02340	btb:BMB171_P0073
ko:K02338	btb:BMB171_P0084
ko:K02343	btb:BMB171_P0137
ko:K02341	btb:BMB171_P0141
ko:K03647	btb:BMB171_P0040
ko:K03630	btb:BMB171_P0123
ko:K03630	btb:BMB171_P0125
ko:K00128	btb:BMB171_P0163
ko:K01897	btb:BMB171_P0165
ko:K09458	btb:BMB171_P0167
ko:K03611	btb:BMB171_P0175
ko:K07052	btb:BMB171_P0276
ko:K02274	btb:BMB171_C3607
ko:K02274	btb:BMB171_C3608
ko:K11103	btb:BMB171_C3262
ko:K00123	btb:BMB171_C0513
ko:K03761	btb:BMB171_C0817
ko:K07533	btb:BMB171_C2566
ko:K09607	btb:BMB171_C2685
ko:K01387	btb:BMB171_C2705
ko:K19449	btb:BMB171_C1126
ko:K06372	btb:BMB171_C1127
ko:K21113	btb:BMB171_C2370
ko:K18346	btb:BMB171_C2686
ko:K22579	btb:BMB171_C2797
ko:K03742	btb:BMB171_C3449
ko:K06384	btb:BMB171_C3758
ko:K06380	btb:BMB171_C4118
ko:K01585	btb:BMB171_C3627
ko:K12555	btb:BMB171_C1288
ko:K12555	btb:BMB171_C0941
ko:K18640	btb:BMB171_C2456
ko:K06896	btb:BMB171_C0357
ko:K18672	btb:BMB171_C0149
ko:K18707	btb:BMB171_C3975
ko:K18692	btb:BMB171_C3951
ko:K18929	btb:BMB171_C1148
ko:K18928	btb:BMB171_C1147
ko:K18924	btb:BMB171_C3871
ko:K18925	btb:BMB171_C3872
ko:K03790	btb:BMB171_C2691
ko:K18907	btb:BMB171_C2404
ko:K03790	btb:BMB171_C2761
ko:K03790	btb:BMB171_C2551
ko:K03790	btb:BMB171_C2118
ko:K07171	btb:BMB171_C0228
ko:K06147	btb:BMB171_C2134
ko:K03790	btb:BMB171_C3305
ko:K03789	btb:BMB171_C1403
ko:K03169	btb:BMB171_C0359
ko:K05593	btb:BMB171_C1746
ko:K03169	btb:BMB171_C1696
ko:K18967	btb:BMB171_C5008
ko:K08151	btb:BMB171_C2162
ko:K03790	btb:BMB171_C1662
ko:K00662	btb:BMB171_C2626
ko:K03790	btb:BMB171_C2427
ko:K04565	btb:BMB171_C4522
ko:K03169	btb:BMB171_P0144
ko:K03111	btb:BMB171_C5073
ko:K03497	btb:BMB171_C5079
ko:K03496	btb:BMB171_C5080
ko:K03497	btb:BMB171_C5081
ko:K07029	btb:BMB171_C0298
ko:K19055	btb:BMB171_C4582
ko:K19005	btb:BMB171_C2639
ko:K01872	btb:BMB171_C3297
ko:K03526	btb:BMB171_C3945
ko:K18979	btb:BMB171_C0466
ko:K07816	btb:BMB171_C4006
ko:K14742	btb:BMB171_C0232
ko:K06595	btb:BMB171_P0194
ko:K07452	btb:BMB171_P0121
ko:K00354	btb:BMB171_C1807
ko:K02777	btb:BMB171_C4917
ko:K00001	btb:BMB171_C3171
ko:K02032	btb:BMB171_C0174
ko:K11615	btb:BMB171_C0499
ko:K03296	btb:BMB171_C0630
ko:K06308	btb:BMB171_C4374
ko:K01081	btb:BMB171_C4587
ko:K03328	btb:BMB171_C0050
ko:K00798	btb:BMB171_C1312
ko:K01710	btb:BMB171_C1074
ko:K01710	btb:BMB171_C4862
ko:K06307	btb:BMB171_C3249
ko:K01897	btb:BMB171_C3301
ko:K01447	btb:BMB171_C2353
ko:K01447	btb:BMB171_C0766
ko:K06345	btb:BMB171_C4086
ko:K01447	btb:BMB171_C1327
ko:K01239	btb:BMB171_C2407
ko:K06308	btb:BMB171_C2808
ko:K06308	btb:BMB171_P0029
ko:K19147	btb:BMB171_P0122
ko:K21900	btb:BMB171_C4762
ko:K12132	btb:BMB171_C3527
ko:K00456	btb:BMB171_C2289
ko:K01567	btb:BMB171_C0411
ko:K01992	btb:BMB171_C1602
ko:K00020	btb:BMB171_C2060
ko:K19302	btb:BMB171_C1134
ko:K00638	btb:BMB171_C2202
ko:K01992	btb:BMB171_C4993
ko:K19405	btb:BMB171_C0077
ko:K08217	btb:BMB171_C4685
ko:K01992	btb:BMB171_C4883
ko:K01990	btb:BMB171_C4994
ko:K01990	btb:BMB171_C3336
ko:K19411	btb:BMB171_C0076
ko:K19350	btb:BMB171_C3201
ko:K03574	btb:BMB171_C4426
ko:K03722	btb:BMB171_C1374
ko:K03722	btb:BMB171_C1399
ko:K19302	btb:BMB171_C4397
ko:K18567	btb:BMB171_C4623
ko:K06365	btb:BMB171_C1932
ko:K01243	btb:BMB171_C2572
ko:K06881	btb:BMB171_C4249
ko:K00887	btb:BMB171_C3967
ko:K19701	btb:BMB171_C4954
ko:K19689	btb:BMB171_C4319
ko:K07315	btb:BMB171_C0881
ko:K01258	btb:BMB171_C3808
ko:K03417	btb:BMB171_C2058
ko:K20480	btb:BMB171_C0522
ko:K20481	btb:BMB171_C0523
ko:K00547	btb:BMB171_C3923
ko:K00297	btb:BMB171_C3923
ko:K15777	btb:BMB171_C1651
ko:K19802	btb:BMB171_C2554
ko:K00863	btb:BMB171_C0859
ko:K00863	btb:BMB171_C0861
ko:K19955	btb:BMB171_C3393
ko:K21636	btb:BMB171_C3278
ko:K01091	btb:BMB171_C4412
ko:K20074	btb:BMB171_C3528
ko:K10680	btb:BMB171_C3317
ko:K01400	btb:BMB171_C0524
ko:K20201	btb:BMB171_C4916
ko:K02314	btb:BMB171_C5068
ko:K00857	btb:BMB171_C4927
ko:K01286	btb:BMB171_C4984
ko:K20116	btb:BMB171_C3713
ko:K20117	btb:BMB171_C3713
ko:K20118	btb:BMB171_C3713
ko:K20391	btb:BMB171_C3900
ko:K20391	btb:BMB171_C4946
ko:K20390	btb:BMB171_C4945
ko:K00526	btb:BMB171_C1197
ko:K20344	btb:BMB171_C5054
ko:K20345	btb:BMB171_C5053
ko:K18889	btb:BMB171_C0747
ko:K08884	btb:BMB171_C2035
ko:K18889	btb:BMB171_C3349
ko:K18890	btb:BMB171_C0748
ko:K18890	btb:BMB171_C3348
ko:K20534	btb:BMB171_C5027
ko:K15655	btb:BMB171_P0171
ko:K22103	btb:BMB171_C4411
ko:K20742	btb:BMB171_C2553
ko:K11751	btb:BMB171_C2836
ko:K01208	btb:BMB171_C3679
ko:K21029	btb:BMB171_C3242
ko:K20895	btb:BMB171_C0419
ko:K21029	btb:BMB171_C1910
ko:K00525	btb:BMB171_C1196
ko:K21029	btb:BMB171_C4361
ko:K08968	btb:BMB171_C4293
ko:K00821	btb:BMB171_C2703
ko:K00821	btb:BMB171_C3792
ko:K00435	btb:BMB171_C4983
ko:K00558	btb:BMB171_C2330
ko:K03546	btb:BMB171_C2067
ko:K01286	btb:BMB171_C2256
ko:K04068	btb:BMB171_C3277
ko:K01286	btb:BMB171_C2834
ko:K03553	btb:BMB171_C3448
ko:K02316	btb:BMB171_C3958
ko:K06217	btb:BMB171_C3970
ko:K01493	btb:BMB171_C3990
ko:K00558	btb:BMB171_C0821
ko:K02314	btb:BMB171_C0831
ko:K07313	btb:BMB171_C0491
ko:K01286	btb:BMB171_C1121
ko:K01286	btb:BMB171_C1557
ko:K00560	btb:BMB171_C1971
ko:K00287	btb:BMB171_C1972
ko:K01286	btb:BMB171_C1737
ko:K01286	btb:BMB171_C1839
ko:K07258	btb:BMB171_C1303
ko:K02335	btb:BMB171_C4230
ko:K05375	btb:BMB171_C2078
ko:K02031	btb:BMB171_C0173
ko:K21416	btb:BMB171_C2486
ko:K21417	btb:BMB171_C2485
ko:K21405	btb:BMB171_C2474
ko:K21481	btb:BMB171_C0940
ko:K21464	btb:BMB171_C4970
ko:K21465	btb:BMB171_C3940
ko:K21465	btb:BMB171_C2233
ko:K21465	btb:BMB171_C2771
ko:K21467	btb:BMB171_C1973
ko:K21467	btb:BMB171_C2229
ko:K21468	btb:BMB171_C4039
ko:K22044	btb:BMB171_C5077
ko:K21471	btb:BMB171_C4786
ko:K21471	btb:BMB171_C1267
ko:K21567	btb:BMB171_C0328
ko:K21497	btb:BMB171_C0804
ko:K21496	btb:BMB171_C0803
ko:K21600	btb:BMB171_P0223
ko:K21567	btb:BMB171_C4541
ko:K21600	btb:BMB171_C3405
ko:K21493	btb:BMB171_C2729
ko:K21613	btb:BMB171_C3334
ko:K21713	btb:BMB171_C2529
ko:K21828	btb:BMB171_C0352
ko:K21929	btb:BMB171_C1362
ko:K21902	btb:BMB171_C4967
ko:K21935	btb:BMB171_C2027
ko:K21960	btb:BMB171_C2283
ko:K18244	btb:BMB171_C4938
ko:K21993	btb:BMB171_C3243
ko:K21903	btb:BMB171_C0519
ko:K00754	btb:BMB171_C1368
ko:K01463	btb:BMB171_C1367
ko:K22135	btb:BMB171_C3140
ko:K22136	btb:BMB171_C3583
ko:K03595	btb:BMB171_C3965
ko:K14274	btb:BMB171_C2296
ko:K22112	btb:BMB171_C5043
ko:K22132	btb:BMB171_C4065
ko:K22106	btb:BMB171_C2643
ko:K00302	btb:BMB171_C2541
ko:K00302	btb:BMB171_C2542
ko:K03892	btb:BMB171_P0211
ko:K03547	btb:BMB171_C0893
ko:K07456	btb:BMB171_C3158
ko:K22278	btb:BMB171_C1747
ko:K22278	btb:BMB171_C3292
ko:K02257	btb:BMB171_C3610
ko:K13566	btb:BMB171_C3698
ko:K01551	btb:BMB171_C0292
ko:K18672	btb:BMB171_C4535
ko:K22491	btb:BMB171_C1322
