ko:K10563	vco:VC0395_A2602
ko:K15396	vco:VC0395_A0275
ko:K01980	vco:VC0395_A0245
ko:K01980	vco:VC0395_A2335
ko:K01980	vco:VC0395_A2711
ko:K01980	vco:VC0395_A2326
ko:K01980	vco:VC0395_A2546
ko:K01980	vco:VC0395_A2457
ko:K01980	vco:VC0395_A2804
ko:K01980	vco:VC0395_A2072
ko:K14230	vco:VC0395_A0171
ko:K14230	vco:VC0395_A2747
ko:K14230	vco:VC0395_A2749
ko:K14230	vco:VC0395_A2750
ko:K14230	vco:VC0395_A2751
ko:K14219	vco:VC0395_A0077
ko:K14219	vco:VC0395_A0082
ko:K14219	vco:VC0395_A0080
ko:K14219	vco:VC0395_A0083
ko:K14219	vco:VC0395_A0081
ko:K14219	vco:VC0395_A0079
ko:K14170	vco:VC0395_A0235
ko:K06957	vco:VC0395_0133
ko:K14742	vco:VC0395_A1574
ko:K14540	vco:VC0395_0461
ko:K14652	vco:VC0395_A1859
ko:K00638	vco:VC0395_0977
ko:K06204	vco:VC0395_A0669
ko:K06204	vco:VC0395_A0768
ko:K12995	vco:VC0395_A2637
ko:K14645	vco:VC0395_A2341
ko:K01146	vco:VC0395_A0420
ko:K16013	vco:VC0395_A0802
ko:K02483	vco:VC0395_A1244
ko:K11939	vco:VC0395_A0929
ko:K10823	vco:VC0395_A0613
ko:K10117	vco:VC0395_0208
ko:K07491	vco:VC0395_A2146
ko:K14761	vco:VC0395_0526
ko:K14682	vco:VC0395_A1901
ko:K16012	vco:VC0395_A0801
ko:K12543	vco:VC0395_A1228
ko:K15256	vco:VC0395_A0733
ko:K15257	vco:VC0395_A0732
ko:K08086	vco:VC0395_A0519
ko:K15580	vco:VC0395_A0609
ko:K15545	vco:VC0395_A1593
ko:K15724	vco:VC0395_A0156
ko:K01252	vco:VC0395_A0300
ko:K15738	vco:VC0395_A1093
ko:K15536	vco:VC0395_0345
ko:K15633	vco:VC0395_A2738
ko:K15736	vco:VC0395_1130
ko:K02428	vco:VC0395_A0008
ko:K15582	vco:VC0395_A0611
ko:K04765	vco:VC0395_A2028
ko:K15723	vco:VC0395_A0425
ko:K11741	vco:VC0395_A1005
ko:K15461	vco:VC0395_A1694
ko:K15460	vco:VC0395_A0192
ko:K15835	vco:VC0395_A2584
ko:K15581	vco:VC0395_A0610
ko:K15371	vco:VC0395_A1099
ko:K15539	vco:VC0395_A0287
ko:K18136	vco:VC0395_A2554
ko:K15342	vco:VC0395_A2676
ko:K01082	vco:VC0395_A2295
ko:K12542	vco:VC0395_0162
ko:K15977	vco:VC0395_0221
ko:K12541	vco:VC0395_0159
ko:K15984	vco:VC0395_A2441
ko:K03320	vco:VC0395_A0136
ko:K15986	vco:VC0395_A1292
ko:K19736	vco:VC0395_A1346
ko:K16089	vco:VC0395_A0028
ko:K16092	vco:VC0395_A2342
ko:K07483	vco:VC0395_A2360
ko:K07483	vco:VC0395_A1387
ko:K07483	vco:VC0395_0739
ko:K07483	vco:VC0395_0731
ko:K07497	vco:VC0395_A2359
ko:K07497	vco:VC0395_A1386
ko:K07497	vco:VC0395_0738
ko:K07497	vco:VC0395_0732
ko:K07467	vco:VC0395_A1069
ko:K07467	vco:VC0395_A1066
ko:K07481	vco:VC0395_0800
ko:K07491	vco:VC0395_A1777
ko:K07491	vco:VC0395_A0396
ko:K07491	vco:VC0395_1025
ko:K07491	vco:VC0395_0956
ko:K07132	vco:VC0395_A0786
ko:K10023	vco:VC0395_A1452
ko:K03321	vco:VC0395_A1617
ko:K16087	vco:VC0395_0566
ko:K16087	vco:VC0395_0996
ko:K16053	vco:VC0395_A2643
ko:K16087	vco:VC0395_0519
ko:K10024	vco:VC0395_A1453
ko:K10022	vco:VC0395_A1454
ko:K10025	vco:VC0395_A1455
ko:K16074	vco:VC0395_A1913
ko:K10716	vco:VC0395_1082
ko:K10948	vco:VC0395_1009
ko:K16345	vco:VC0395_A2284
ko:K16317	vco:VC0395_0182
ko:K00209	vco:VC0395_A1339
ko:K03299	vco:VC0395_0333
ko:K11069	vco:VC0395_A0234
ko:K01990	vco:VC0395_A1264
ko:K14445	vco:VC0395_A2740
ko:K16171	vco:VC0395_A0962
ko:K16263	vco:VC0395_0390
ko:K19226	vco:VC0395_A1285
ko:K19227	vco:VC0395_A1286
ko:K14228	vco:VC0395_A0170
ko:K02362	vco:VC0395_A0309
ko:K15583	vco:VC0395_0261
ko:K10823	vco:VC0395_0261
ko:K14223	vco:VC0395_A1766
ko:K14223	vco:VC0395_A1769
ko:K14223	vco:VC0395_A1775
ko:K14223	vco:VC0395_A1773
ko:K19229	vco:VC0395_A1288
ko:K19228	vco:VC0395_A1287
ko:K19230	vco:VC0395_A1289
ko:K16963	vco:VC0395_A2511
ko:K02030	vco:VC0395_A1135
ko:K02030	vco:VC0395_A2199
ko:K02030	vco:VC0395_0202
ko:K02503	vco:VC0395_A1487
ko:K11209	vco:VC0395_0528
ko:K17713	vco:VC0395_A0291
ko:K19092	vco:VC0395_0900
ko:K07639	vco:VC0395_A0937
ko:K07645	vco:VC0395_0140
ko:K02029	vco:VC0395_0201
ko:K02029	vco:VC0395_0203
ko:K01990	vco:VC0395_A0120
ko:K01992	vco:VC0395_A0121
ko:K01992	vco:VC0395_A1213
ko:K11069	vco:VC0395_0132
ko:K17686	vco:VC0395_A1807
ko:K01533	vco:VC0395_A1048
ko:K19789	vco:VC0395_A1242
ko:K02030	vco:VC0395_0527
ko:K19745	vco:VC0395_A2493
ko:K00254	vco:VC0395_A1098
ko:K00209	vco:VC0395_0725
ko:K17758	vco:VC0395_1084
ko:K17759	vco:VC0395_1084
ko:K18218	vco:VC0395_A0701
ko:K21379	vco:VC0395_A2632
ko:K18009	vco:VC0395_A1193
ko:K03585	vco:VC0395_A2553
ko:K18138	vco:VC0395_A2552
ko:K17948	vco:VC0395_A1372
ko:K07090	vco:VC0395_A0205
ko:K20949	vco:VC0395_A0462
ko:K20962	vco:VC0395_0726
ko:K21498	vco:VC0395_0929
ko:K07481	vco:VC0395_0947
ko:K07491	vco:VC0395_A1220
ko:K00138	vco:VC0395_A1414
ko:K20977	vco:VC0395_0157
ko:K18446	vco:VC0395_A2018
ko:K18454	vco:VC0395_A0899
ko:K18676	vco:VC0395_A0143
ko:K09796	vco:VC0395_0097
ko:K18675	vco:VC0395_A0141
ko:K18765	vco:VC0395_A2816
ko:K18691	vco:VC0395_A0392
ko:K02847	vco:VC0395_A2617
ko:K18800	vco:VC0395_A2051
ko:K18778	vco:VC0395_A2005
ko:K20862	vco:VC0395_A2390
ko:K18657	vco:VC0395_A1097
ko:K10747	vco:VC0395_A1148
ko:K18930	vco:VC0395_0253
ko:K18893	vco:VC0395_0242
ko:K03976	vco:VC0395_A1750
ko:K01872	vco:VC0395_A0293
ko:K03526	vco:VC0395_A0288
ko:K18990	vco:VC0395_A0157
ko:K18989	vco:VC0395_A0158
ko:K18979	vco:VC0395_A2753
ko:K19000	vco:VC0395_0290
ko:K19155	vco:VC0395_1061
ko:K00571	vco:VC0395_0821
ko:K19124	vco:VC0395_A2674
ko:K22468	vco:VC0395_A0262
ko:K19236	vco:VC0395_0079
ko:K19046	vco:VC0395_A2672
ko:K19125	vco:VC0395_A2675
ko:K19126	vco:VC0395_A2673
ko:K19221	vco:VC0395_A0558
ko:K01066	vco:VC0395_0755
ko:K01992	vco:VC0395_A1214
ko:K01992	vco:VC0395_A1265
ko:K08604	vco:VC0395_0371
ko:K19337	vco:VC0395_A0718
ko:K19302	vco:VC0395_A2063
ko:K22042	vco:VC0395_A0210
ko:K19334	vco:VC0395_A1161
ko:K19693	vco:VC0395_A1666
ko:K19694	vco:VC0395_A0150
ko:K01258	vco:VC0395_A0959
ko:K07666	vco:VC0395_0139
ko:K19804	vco:VC0395_A1502
ko:K19810	vco:VC0395_A2235
ko:K21636	vco:VC0395_0445
ko:K00640	vco:VC0395_A0443
ko:K08723	vco:VC0395_0550
ko:K20264	vco:VC0395_0622
ko:K20263	vco:VC0395_0623
ko:K09788	vco:VC0395_A0955
ko:K20455	vco:VC0395_A0954
ko:K19591	vco:VC0395_A0495
ko:K01214	vco:VC0395_0212
ko:K20922	vco:VC0395_A0450
ko:K20947	vco:VC0395_A0447
ko:K20920	vco:VC0395_A0459
ko:K20963	vco:VC0395_A1194
ko:K20988	vco:VC0395_A0460
ko:K16554	vco:VC0395_A0461
ko:K20954	vco:VC0395_A1195
ko:K20953	vco:VC0395_A0453
ko:K20955	vco:VC0395_A0622
ko:K20956	vco:VC0395_0065
ko:K20957	vco:VC0395_A0585
ko:K20958	vco:VC0395_A1874
ko:K20960	vco:VC0395_0300
ko:K20959	vco:VC0395_A0991
ko:K20961	vco:VC0395_A2031
ko:K20966	vco:VC0395_A0233
ko:K20921	vco:VC0395_A0444
ko:K20978	vco:VC0395_0156
ko:K20918	vco:VC0395_0287
ko:K20945	vco:VC0395_A0440
ko:K20946	vco:VC0395_A0446
ko:K20948	vco:VC0395_A0451
ko:K20950	vco:VC0395_A0463
ko:K20951	vco:VC0395_A1478
ko:K20952	vco:VC0395_A0455
ko:K21029	vco:VC0395_0560
ko:K21217	vco:VC0395_A2179
ko:K00971	vco:VC0395_A2621
ko:K20919	vco:VC0395_A0196
ko:K08968	vco:VC0395_A1106
ko:K07181	vco:VC0395_A2383
ko:K02495	vco:VC0395_A2402
ko:K20964	vco:VC0395_A2389
ko:K20965	vco:VC0395_A0184
ko:K21218	vco:VC0395_A0529
ko:K21405	vco:VC0395_A1413
ko:K21420	vco:VC0395_A1337
ko:K21470	vco:VC0395_A0887
ko:K07334	vco:VC0395_0930
ko:K21606	vco:VC0395_A0592
ko:K21606	vco:VC0395_0638
ko:K21712	vco:VC0395_0423
ko:K19285	vco:VC0395_A0249
ko:K21936	vco:VC0395_0328
ko:K06212	vco:VC0395_0474
ko:K22132	vco:VC0395_A1898
ko:K22105	vco:VC0395_A2369
ko:K11391	vco:VC0395_A1886
