ko:K07497	setu:STU288_14015
ko:K03819	setu:STU288_06955
ko:K16692	setu:STU288_06965
ko:K01991	setu:STU288_06975
ko:K07289	setu:STU288_06985
ko:K01494	setu:STU288_06990
ko:K00876	setu:STU288_06995
ko:K01247	setu:STU288_07010
ko:K04046	setu:STU288_07015
ko:K07799	setu:STU288_07020
ko:K07788	setu:STU288_07025
ko:K07789	setu:STU288_07030
ko:K07642	setu:STU288_07040
ko:K07664	setu:STU288_07045
ko:K08303	setu:STU288_07065
ko:K11890	setu:STU288_13315
ko:K11891	setu:STU288_13320
ko:K11892	setu:STU288_13335
ko:K11893	setu:STU288_13340
ko:K11906	setu:STU288_13345
ko:K11903	setu:STU288_13350
ko:K11903	setu:STU288_13370
ko:K11900	setu:STU288_13375
ko:K11901	setu:STU288_13380
ko:K11907	setu:STU288_13385
ko:K11898	setu:STU288_13395
ko:K11897	setu:STU288_13400
ko:K11896	setu:STU288_13405
ko:K11895	setu:STU288_13410
ko:K11902	setu:STU288_13415
ko:K08307	setu:STU288_13445
ko:K06222	setu:STU288_13470
ko:K03695	setu:STU288_13475
ko:K05810	setu:STU288_13480
ko:K06180	setu:STU288_13485
ko:K05807	setu:STU288_13490
ko:K05809	setu:STU288_13495
ko:K14170	setu:STU288_13500
ko:K07387	setu:STU288_15570
ko:K00789	setu:STU288_15640
ko:K08137	setu:STU288_15645
ko:K02742	setu:STU288_15650
ko:K01150	setu:STU288_15655
ko:K09761	setu:STU288_15660
ko:K01920	setu:STU288_15665
ko:K07735	setu:STU288_15670
ko:K07447	setu:STU288_15675
ko:K02669	setu:STU288_15685
ko:K06997	setu:STU288_15690
ko:K02221	setu:STU288_15695
ko:K09131	setu:STU288_15700
ko:K09923	setu:STU288_15730
ko:K03439	setu:STU288_15735
ko:K03575	setu:STU288_15740
ko:K08306	setu:STU288_15750
ko:K01581	setu:STU288_15760
ko:K07150	setu:STU288_15770
ko:K06871	setu:STU288_15805
ko:K06133	setu:STU288_18100
ko:K07722	setu:STU288_18105
ko:K13926	setu:STU288_18115
ko:K01993	setu:STU288_18120
ko:K07007	setu:STU288_18125
ko:K16322	setu:STU288_18130
ko:K06144	setu:STU288_18135
ko:K03305	setu:STU288_18145
ko:K15984	setu:STU288_18150
ko:K01414	setu:STU288_18155
ko:K07115	setu:STU288_18165
ko:K03710	setu:STU288_18195
ko:K01194	setu:STU288_18200
ko:K07058	setu:STU288_18225
ko:K07290	setu:STU288_18235
ko:K00874	setu:STU288_18245
ko:K11103	setu:STU288_18255
ko:K00694	setu:STU288_18280
ko:K12370	setu:STU288_18335
ko:K12369	setu:STU288_18340
ko:K12368	setu:STU288_18345
ko:K02470	setu:STU288_19390
ko:K03629	setu:STU288_19395
ko:K02338	setu:STU288_19400
ko:K02313	setu:STU288_19405
ko:K02914	setu:STU288_19415
ko:K03536	setu:STU288_19420
ko:K08998	setu:STU288_19425
ko:K03217	setu:STU288_19430
ko:K03650	setu:STU288_19435
ko:K08163	setu:STU288_19465
ko:K06901	setu:STU288_19485
ko:K02039	setu:STU288_19495
ko:K02036	setu:STU288_19500
ko:K02038	setu:STU288_19505
ko:K02037	setu:STU288_19510
ko:K02040	setu:STU288_19515
ko:K02769	setu:STU288_19520
ko:K02770	setu:STU288_19520
ko:K00014	setu:STU288_19525
ko:K00820	setu:STU288_19535
ko:K04042	setu:STU288_19540
ko:K06890	setu:STU288_19545
ko:K02114	setu:STU288_19550
ko:K02112	setu:STU288_19555
ko:K02115	setu:STU288_19560
ko:K02111	setu:STU288_19565
ko:K02113	setu:STU288_19570
ko:K02109	setu:STU288_19575
ko:K02110	setu:STU288_19580
ko:K02108	setu:STU288_19585
ko:K03501	setu:STU288_19595
ko:K03495	setu:STU288_19600
ko:K06205	setu:STU288_19605
ko:K01914	setu:STU288_19615
ko:K03924	setu:STU288_19625
ko:K03549	setu:STU288_19630
ko:K06726	setu:STU288_19635
ko:K10441	setu:STU288_19640
ko:K02529	setu:STU288_19660
ko:K09897	setu:STU288_19680
ko:K07391	setu:STU288_19685
ko:K01652	setu:STU288_19695
ko:K11258	setu:STU288_19700
ko:K00826	setu:STU288_19705
ko:K01687	setu:STU288_19710
ko:K01754	setu:STU288_19715
ko:K02521	setu:STU288_19730
ko:K00053	setu:STU288_19735
ko:K03656	setu:STU288_19750
ko:K01524	setu:STU288_19755
ko:K03732	setu:STU288_19760
ko:K03671	setu:STU288_19765
ko:K03628	setu:STU288_19770
ko:K05790	setu:STU288_19780
ko:K02472	setu:STU288_19790
ko:K16704	setu:STU288_19805
ko:K02805	setu:STU288_19810
ko:K16693	setu:STU288_19815
ko:K12582	setu:STU288_19820
ko:K02853	setu:STU288_19825
ko:K02498	setu:STU288_19840
ko:K02496	setu:STU288_19845
ko:K01749	setu:STU288_19855
ko:K05851	setu:STU288_19860
ko:K06202	setu:STU288_19875
ko:K01778	setu:STU288_19895
ko:K09921	setu:STU288_19900
ko:K03733	setu:STU288_19905
ko:K03657	setu:STU288_19915
ko:K03284	setu:STU288_19920
ko:K05786	setu:STU288_19935
ko:K01058	setu:STU288_19945
ko:K03654	setu:STU288_19950
ko:K05835	setu:STU288_19955
ko:K05834	setu:STU288_19960
ko:K03576	setu:STU288_19980
ko:K00549	setu:STU288_19985
ko:K06871	setu:STU288_19995
ko:K01061	setu:STU288_20000
ko:K00757	setu:STU288_20005
ko:K09760	setu:STU288_20010
ko:K03183	setu:STU288_20015
ko:K03690	setu:STU288_20020
ko:K03688	setu:STU288_20025
ko:K03604	setu:STU288_03460
ko:K01420	setu:STU288_04670
ko:K09477	setu:STU288_11285
ko:K03559	setu:STU288_15990
ko:K00040	setu:STU288_03860
ko:K00040	setu:STU288_15880
ko:K03779	setu:STU288_16995
ko:K00151	setu:STU288_01840
ko:K00265	setu:STU288_16860
ko:K00821	setu:STU288_17540
ko:K00951	setu:STU288_14960
ko:K01980	setu:STU288_r23262
ko:K01980	setu:STU288_r23267
ko:K01980	setu:STU288_r23266
ko:K01980	setu:STU288_r23272
ko:K01980	setu:STU288_r23268
ko:K01980	setu:STU288_r23270
ko:K01980	setu:STU288_r23264
ko:K01985	setu:STU288_r23246
ko:K01985	setu:STU288_r23242
ko:K01985	setu:STU288_r23234
ko:K01985	setu:STU288_r23240
ko:K01985	setu:STU288_r23244
ko:K01985	setu:STU288_r23238
ko:K01985	setu:STU288_r23232
ko:K01985	setu:STU288_r23236
ko:K14223	setu:STU288_t23138
ko:K14223	setu:STU288_t23140
ko:K14228	setu:STU288_t23224
ko:K14218	setu:STU288_t23064
ko:K14218	setu:STU288_t23204
ko:K14218	setu:STU288_t23200
ko:K14219	setu:STU288_t23072
ko:K08477	setu:STU288_08355
ko:K08087	setu:STU288_11610
ko:K07274	setu:STU288_02750
ko:K03417	setu:STU288_12550
ko:K06075	setu:STU288_03535
ko:K07245	setu:STU288_05765
ko:K08302	setu:STU288_16470
ko:K01775	setu:STU288_21330
ko:K03788	setu:STU288_21340
ko:K00832	setu:STU288_21335
ko:K03701	setu:STU288_21360
ko:K13005	setu:STU288_06820
ko:K01840	setu:STU288_06800
ko:K01840	setu:STU288_06905
ko:K00971	setu:STU288_06910
ko:K02809	setu:STU288_09205
ko:K02810	setu:STU288_09205
ko:K12455	setu:STU288_06830
ko:K01069	setu:STU288_13440
ko:K00042	setu:STU288_11770
ko:K07250	setu:STU288_14130
ko:K01659	setu:STU288_12545
ko:K00956	setu:STU288_14830
ko:K01739	setu:STU288_20655
ko:K00632	setu:STU288_08330
ko:K01096	setu:STU288_04925
ko:K01139	setu:STU288_18910
ko:K01485	setu:STU288_16880
ko:K00557	setu:STU288_20795
ko:K02533	setu:STU288_23055
ko:K15460	setu:STU288_01325
ko:K03767	setu:STU288_17560
ko:K03772	setu:STU288_17465
ko:K13053	setu:STU288_01700
ko:K15367	setu:STU288_03305
ko:K07459	setu:STU288_09895
ko:K04065	setu:STU288_22865
ko:K06218	setu:STU288_04070
ko:K17467	setu:STU288_19045
ko:K00371	setu:STU288_04240
ko:K00374	setu:STU288_04250
ko:K00373	setu:STU288_04245
ko:K02028	setu:STU288_04520
ko:K02503	setu:STU288_02355
ko:K11645	setu:STU288_07085
ko:K04028	setu:STU288_08690
ko:K17247	setu:STU288_17115
ko:K03292	setu:STU288_20215
ko:K19697	setu:STU288_06675
ko:K03292	setu:STU288_18950
ko:K03293	setu:STU288_19835
ko:K02484	setu:STU288_01805
ko:K03605	setu:STU288_05310
ko:K14742	setu:STU288_05465
ko:K01271	setu:STU288_20085
ko:K04771	setu:STU288_01055
ko:K04772	setu:STU288_16950
ko:K03566	setu:STU288_15085
ko:K05799	setu:STU288_00765
ko:K09017	setu:STU288_01935
ko:K03719	setu:STU288_09805
ko:K03973	setu:STU288_04815
ko:K05540	setu:STU288_17145
ko:K10014	setu:STU288_08155
ko:K02031	setu:STU288_02615
ko:K11747	setu:STU288_17485
ko:K08970	setu:STU288_15285
ko:K12062	setu:STU288_1p00440
ko:K12064	setu:STU288_1p00470
ko:K13450	setu:STU288_1p00900
ko:K12228	setu:STU288_1p00945
ko:K07684	setu:STU288_05200
ko:K05875	setu:STU288_06005
ko:K13740	setu:STU288_14545
ko:K15347	setu:STU288_02455
ko:K15351	setu:STU288_03345
ko:K15352	setu:STU288_14065
ko:K15353	setu:STU288_07585
ko:K15354	setu:STU288_01605
ko:K13739	setu:STU288_14885
ko:K10673	setu:STU288_2p00040
ko:K13923	setu:STU288_06625
ko:K03668	setu:STU288_04590
ko:K15366	setu:STU288_1p00905
ko:K00370	setu:STU288_04235
ko:K07307	setu:STU288_09000
ko:K08279	setu:STU288_00345
ko:K00879	setu:STU288_15060
ko:K11745	setu:STU288_00430
ko:K07713	setu:STU288_20975
ko:K10038	setu:STU288_10275
ko:K03445	setu:STU288_19080
ko:K08194	setu:STU288_19345
ko:K07645	setu:STU288_16095
ko:K09953	setu:STU288_02965
ko:K01582	setu:STU288_09155
ko:K12678	setu:STU288_18985
ko:K01897	setu:STU288_05455
ko:K18139	setu:STU288_12640
ko:K10439	setu:STU288_19650
ko:K06218	setu:STU288_22315
ko:K15349	setu:STU288_04500
ko:K01801	setu:STU288_07265
ko:K00146	setu:STU288_15840
ko:K03278	setu:STU288_18785
ko:K08351	setu:STU288_18410
ko:K01664	setu:STU288_17545
ko:K02226	setu:STU288_11155
ko:K00073	setu:STU288_11730
ko:K17713	setu:STU288_08955
ko:K08316	setu:STU288_18045
ko:K08598	setu:STU288_14480
ko:K01582	setu:STU288_01180
ko:K01977	setu:STU288_r23248
ko:K01977	setu:STU288_r23252
ko:K01977	setu:STU288_r23250
ko:K01977	setu:STU288_r23260
ko:K01977	setu:STU288_r23254
ko:K01977	setu:STU288_r23256
ko:K01977	setu:STU288_r23258
ko:K14237	setu:STU288_t23106
ko:K14237	setu:STU288_t23108
ko:K14237	setu:STU288_t23110
ko:K14237	setu:STU288_t23124
ko:K14233	setu:STU288_t23068
ko:K14233	setu:STU288_t23116
ko:K14233	setu:STU288_t23066
ko:K14236	setu:STU288_t23078
ko:K14236	setu:STU288_t23080
ko:K14236	setu:STU288_t23208
ko:K14237	setu:STU288_t23076
ko:K14228	setu:STU288_t23082
ko:K14222	setu:STU288_t23084
ko:K14233	setu:STU288_t23088
ko:K14224	setu:STU288_t23152
ko:K14224	setu:STU288_t23184
ko:K14224	setu:STU288_t23214
ko:K14224	setu:STU288_t23178
ko:K14233	setu:STU288_t23160
ko:K14225	setu:STU288_t23166
ko:K14232	setu:STU288_t23180
ko:K14238	setu:STU288_t23182
ko:K14235	setu:STU288_t23188
ko:K14226	setu:STU288_t23192
ko:K17468	setu:STU288_19040
ko:K17463	setu:STU288_19035
ko:K14228	setu:STU288_t23194
ko:K14228	setu:STU288_t23230
ko:K14228	setu:STU288_t23226
ko:K14228	setu:STU288_t23228
ko:K14234	setu:STU288_t23206
ko:K14220	setu:STU288_t23090
ko:K14220	setu:STU288_t23092
ko:K14220	setu:STU288_t23096
ko:K14220	setu:STU288_t23094
ko:K14219	setu:STU288_t23100
ko:K14218	setu:STU288_t23102
ko:K14218	setu:STU288_t23104
ko:K14229	setu:STU288_t23112
ko:K14229	setu:STU288_t23122
ko:K14229	setu:STU288_t23126
ko:K14229	setu:STU288_t23118
ko:K14229	setu:STU288_t23120
ko:K14219	setu:STU288_t23114
ko:K14228	setu:STU288_t23130
ko:K14219	setu:STU288_t23144
ko:K14221	setu:STU288_t23148
ko:K14221	setu:STU288_t23150
ko:K14221	setu:STU288_t23186
ko:K17465	setu:STU288_19055
ko:K17464	setu:STU288_19060
ko:K17466	setu:STU288_19050
ko:K01990	setu:STU288_00870
ko:K17473	setu:STU288_19065
ko:K01992	setu:STU288_00875
ko:K01250	setu:STU288_11065
ko:K11070	setu:STU288_02450
ko:K00813	setu:STU288_09615
ko:K05601	setu:STU288_09905
ko:K17686	setu:STU288_11880
ko:K19789	setu:STU288_07500
ko:K00483	setu:STU288_01825
ko:K03292	setu:STU288_20220
ko:K17837	setu:STU288_18880
ko:K00971	setu:STU288_06805
ko:K01497	setu:STU288_04930
ko:K17722	setu:STU288_07315
ko:K17723	setu:STU288_07320
ko:K13638	setu:STU288_17260
ko:K00042	setu:STU288_16445
ko:K02477	setu:STU288_07175
ko:K00661	setu:STU288_12020
ko:K01187	setu:STU288_12375
ko:K06518	setu:STU288_21445
ko:K00632	setu:STU288_20075
ko:K01130	setu:STU288_15800
ko:K14059	setu:STU288_09575
ko:K08485	setu:STU288_16830
ko:K01791	setu:STU288_19785
ko:K06518	setu:STU288_07290
ko:K02483	setu:STU288_01810
ko:K17758	setu:STU288_21860
ko:K17759	setu:STU288_21860
ko:K11928	setu:STU288_01950
ko:K00344	setu:STU288_21320
ko:K13695	setu:STU288_03035
ko:K18140	setu:STU288_17170
ko:K03585	setu:STU288_12000
ko:K07484	setu:STU288_09460
ko:K18015	setu:STU288_07810
ko:K03292	setu:STU288_20475
ko:K17938	setu:STU288_12510
ko:K00996	setu:STU288_06795
ko:K18325	setu:STU288_11470
ko:K07483	setu:STU288_14010
ko:K18895	setu:STU288_14045
ko:K01066	setu:STU288_11925
ko:K03605	setu:STU288_03995
ko:K04343	setu:STU288_2p00045
ko:K00249	setu:STU288_10115
ko:K04103	setu:STU288_08415
ko:K18148	setu:STU288_13150
ko:K18141	setu:STU288_17175
ko:K00001	setu:STU288_20365
ko:K12979	setu:STU288_21520
ko:K17948	setu:STU288_01980
ko:K02794	setu:STU288_11495
ko:K02783	setu:STU288_13915
ko:K05396	setu:STU288_06155
ko:K01007	setu:STU288_03070
ko:K21469	setu:STU288_08755
ko:K07782	setu:STU288_06140
ko:K03605	setu:STU288_15930
ko:K00523	setu:STU288_06850
ko:K18290	setu:STU288_15785
ko:K18292	setu:STU288_15790
ko:K08156	setu:STU288_12415
ko:K21430	setu:STU288_10095
ko:K22486	setu:STU288_14535
ko:K19597	setu:STU288_12625
ko:K07005	setu:STU288_10910
ko:K07804	setu:STU288_1p00280
ko:K09767	setu:STU288_06435
ko:K07757	setu:STU288_10210
ko:K01521	setu:STU288_20500
ko:K21905	setu:STU288_1p00290
ko:K07307	setu:STU288_03800
ko:K11906	setu:STU288_13365
ko:K19164	setu:STU288_1p00835
ko:K18288	setu:STU288_15780
ko:K01185	setu:STU288_13740
ko:K18320	setu:STU288_1p00700
ko:K18320	setu:STU288_1p00910
ko:K05875	setu:STU288_16290
ko:K18324	setu:STU288_08770
ko:K18326	setu:STU288_07035
ko:K04333	setu:STU288_02040
ko:K11904	setu:STU288_13300
ko:K18479	setu:STU288_20235
ko:K18478	setu:STU288_20250
ko:K18446	setu:STU288_16225
ko:K18475	setu:STU288_06180
ko:K00681	setu:STU288_17945
ko:K18590	setu:STU288_1p00755
ko:K00335	setu:STU288_08005
ko:K07794	setu:STU288_14105
ko:K18698	setu:STU288_1p00920
ko:K18691	setu:STU288_09190
ko:K18640	setu:STU288_1p00145
ko:K03791	setu:STU288_05745
ko:K18697	setu:STU288_09200
ko:K18142	setu:STU288_17180
ko:K18765	setu:STU288_17100
ko:K01185	setu:STU288_09435
ko:K08138	setu:STU288_22165
ko:K18850	setu:STU288_02480
ko:K18889	setu:STU288_12075
ko:K18862	setu:STU288_12320
ko:K18862	setu:STU288_18310
ko:K08217	setu:STU288_1p00705
ko:K21645	setu:STU288_22625
ko:K18920	setu:STU288_1p00935
ko:K11741	setu:STU288_21785
ko:K09691	setu:STU288_10785
ko:K20861	setu:STU288_10065
ko:K18829	setu:STU288_1p00355
ko:K20866	setu:STU288_20260
ko:K20881	setu:STU288_17680
ko:K08968	setu:STU288_05600
ko:K20862	setu:STU288_19910
ko:K07319	setu:STU288_17155
ko:K18800	setu:STU288_15465
ko:K18778	setu:STU288_00705
ko:K18829	setu:STU288_15340
ko:K18831	setu:STU288_20280
ko:K18657	setu:STU288_01640
ko:K18890	setu:STU288_12070
ko:K07448	setu:STU288_22705
ko:K03297	setu:STU288_1p00735
ko:K18824	setu:STU288_2p00035
ko:K10906	setu:STU288_01380
ko:K03553	setu:STU288_14300
ko:K18918	setu:STU288_22310
ko:K03646	setu:STU288_10665
ko:K04565	setu:STU288_01560
ko:K04565	setu:STU288_03515
ko:K03497	setu:STU288_1p00055
ko:K10748	setu:STU288_03660
ko:K08722	setu:STU288_08040
ko:K05839	setu:STU288_12015
ko:K03746	setu:STU288_05130
ko:K07480	setu:STU288_08920
ko:K07790	setu:STU288_05695
ko:K11685	setu:STU288_14170
ko:K03503	setu:STU288_1p00130
ko:K03502	setu:STU288_1p00135
ko:K03496	setu:STU288_1p00155
ko:K07724	setu:STU288_13910
ko:K12056	setu:STU288_1p00380
ko:K12072	setu:STU288_1p00385
ko:K12057	setu:STU288_1p00400
ko:K12058	setu:STU288_1p00410
ko:K12059	setu:STU288_1p00420
ko:K12060	setu:STU288_1p00430
ko:K12061	setu:STU288_1p00435
ko:K12063	setu:STU288_1p00445
ko:K12065	setu:STU288_1p00485
ko:K12066	setu:STU288_1p00490
ko:K12067	setu:STU288_1p00495
ko:K12068	setu:STU288_1p00500
ko:K03169	setu:STU288_02815
ko:K03674	setu:STU288_10040
ko:K07473	setu:STU288_17785
ko:K03497	setu:STU288_1p00565
ko:K02345	setu:STU288_1p00585
ko:K03503	setu:STU288_1p00640
ko:K03502	setu:STU288_1p00645
ko:K03497	setu:STU288_1p00650
ko:K03502	setu:STU288_06375
ko:K03503	setu:STU288_06380
ko:K12218	setu:STU288_1p00940
ko:K12217	setu:STU288_1p00950
ko:K07724	setu:STU288_16740
ko:K05785	setu:STU288_20050
ko:K03761	setu:STU288_01265
ko:K07483	setu:STU288_18975
ko:K07483	setu:STU288_11600
ko:K07497	setu:STU288_13995
ko:K03976	setu:STU288_11895
ko:K01699	setu:STU288_06590
ko:K19055	setu:STU288_02730
ko:K07484	setu:STU288_1p00985
ko:K07484	setu:STU288_1p00255
ko:K03526	setu:STU288_08970
ko:K18979	setu:STU288_21855
ko:K18988	setu:STU288_12515
ko:K18997	setu:STU288_01890
ko:K19048	setu:STU288_13260
ko:K19048	setu:STU288_22685
ko:K19048	setu:STU288_13245
ko:K19046	setu:STU288_14870
ko:K19000	setu:STU288_01195
ko:K19227	setu:STU288_04840
ko:K19229	setu:STU288_04850
ko:K07746	setu:STU288_14955
ko:K11748	setu:STU288_17490
ko:K19157	setu:STU288_17780
ko:K19222	setu:STU288_03150
ko:K19165	setu:STU288_17985
ko:K19166	setu:STU288_20285
ko:K19226	setu:STU288_04835
ko:K19123	setu:STU288_14875
ko:K19236	setu:STU288_02410
ko:K07448	setu:STU288_22515
ko:K19163	setu:STU288_1p00840
ko:K16291	setu:STU288_06465
ko:K19124	setu:STU288_14865
ko:K01710	setu:STU288_19795
ko:K01710	setu:STU288_06870
ko:K02777	setu:STU288_08535
ko:K19238	setu:STU288_07895
ko:K07319	setu:STU288_1p00620
ko:K19148	setu:STU288_19185
ko:K19125	setu:STU288_14860
ko:K19228	setu:STU288_04845
ko:K19126	setu:STU288_14855
ko:K19234	setu:STU288_03195
ko:K19235	setu:STU288_10225
ko:K19162	setu:STU288_12010
ko:K19168	setu:STU288_15410
ko:K09951	setu:STU288_14845
ko:K00336	setu:STU288_08000
ko:K19270	setu:STU288_08050
ko:K19265	setu:STU288_08420
ko:K01992	setu:STU288_10330
ko:K01992	setu:STU288_10335
ko:K01992	setu:STU288_18110
ko:K01066	setu:STU288_20290
ko:K03722	setu:STU288_10305
ko:K03722	setu:STU288_05470
ko:K19416	setu:STU288_01770
ko:K07496	setu:STU288_09370
ko:K07497	setu:STU288_13990
ko:K07497	setu:STU288_08895
ko:K07497	setu:STU288_13235
ko:K07497	setu:STU288_13240
ko:K19335	setu:STU288_04745
ko:K19353	setu:STU288_20745
ko:K19267	setu:STU288_22080
ko:K19337	setu:STU288_05835
ko:K19304	setu:STU288_05855
ko:K19505	setu:STU288_22745
ko:K19334	setu:STU288_22410
ko:K19302	setu:STU288_10075
ko:K19270	setu:STU288_02935
ko:K19354	setu:STU288_18730
ko:K19336	setu:STU288_04750
ko:K19333	setu:STU288_05575
ko:K21637	setu:STU288_15845
ko:K01785	setu:STU288_20230
ko:K19303	setu:STU288_03475
ko:K19510	setu:STU288_22775
ko:K19507	setu:STU288_22755
ko:K00984	setu:STU288_02640
ko:K00984	setu:STU288_1p00740
ko:K19509	setu:STU288_11505
ko:K19611	setu:STU288_11450
ko:K11209	setu:STU288_08130
ko:K02796	setu:STU288_05520
ko:K19506	setu:STU288_22750
ko:K19508	setu:STU288_22760
ko:K19509	setu:STU288_22765
ko:K02257	setu:STU288_12185
ko:K18148	setu:STU288_13145
ko:K19557	setu:STU288_1p00895
ko:K00525	setu:STU288_14210
ko:K19592	setu:STU288_12620
ko:K19594	setu:STU288_12635
ko:K00525	setu:STU288_07760
ko:K19709	setu:STU288_03110
ko:K19688	setu:STU288_10140
ko:K19745	setu:STU288_17105
ko:K19778	setu:STU288_04150
ko:K01712	setu:STU288_10460
ko:K01712	setu:STU288_10465
ko:K01571	setu:STU288_10580
ko:K01571	setu:STU288_10585
ko:K19776	setu:STU288_19365
ko:K00799	setu:STU288_10090
ko:K06131	setu:STU288_10350
ko:K00799	setu:STU288_08125
ko:K01571	setu:STU288_16970
ko:K01571	setu:STU288_16975
ko:K06132	setu:STU288_02070
ko:K15777	setu:STU288_16150
ko:K07147	setu:STU288_17110
ko:K12372	setu:STU288_18325
ko:K12371	setu:STU288_18330
ko:K02818	setu:STU288_22335
ko:K02819	setu:STU288_22335
ko:K02818	setu:STU288_22340
ko:K02819	setu:STU288_22340
ko:K07119	setu:STU288_04295
ko:K19784	setu:STU288_19480
ko:K19802	setu:STU288_04780
ko:K19803	setu:STU288_07450
ko:K21636	setu:STU288_22325
ko:K19804	setu:STU288_04915
ko:K19810	setu:STU288_21760
ko:K07453	setu:STU288_00805
ko:K07497	setu:STU288_12775
ko:K07497	setu:STU288_09855
ko:K07126	setu:STU288_12190
ko:K07126	setu:STU288_12195
ko:K01185	setu:STU288_01475
ko:K07493	setu:STU288_05680
ko:K07011	setu:STU288_10800
ko:K09709	setu:STU288_10120
ko:K21638	setu:STU288_01880
ko:K20023	setu:STU288_18680
ko:K20265	setu:STU288_08180
ko:K07686	setu:STU288_19150
ko:K20276	setu:STU288_13605
ko:K20117	setu:STU288_13955
ko:K20118	setu:STU288_13955
ko:K19591	setu:STU288_11875
ko:K01612	setu:STU288_14765
ko:K01236	setu:STU288_04140
ko:K20542	setu:STU288_18270
ko:K20534	setu:STU288_21110
ko:K20543	setu:STU288_18265
ko:K20534	setu:STU288_11585
ko:K20534	setu:STU288_12785
ko:K20541	setu:STU288_18275
ko:K21394	setu:STU288_18545
ko:K22132	setu:STU288_15110
ko:K20609	setu:STU288_04405
ko:K01214	setu:STU288_04130
ko:K02438	setu:STU288_17875
ko:K01023	setu:STU288_16165
ko:K01023	setu:STU288_16170
ko:K21029	setu:STU288_10180
ko:K21023	setu:STU288_17165
ko:K21084	setu:STU288_07005
ko:K21021	setu:STU288_13525
ko:K03077	setu:STU288_00500
ko:K21085	setu:STU288_06320
ko:K21086	setu:STU288_18240
ko:K21087	setu:STU288_05355
ko:K21089	setu:STU288_07185
ko:K21090	setu:STU288_05500
ko:K06866	setu:STU288_01305
ko:K14059	setu:STU288_04625
ko:K00287	setu:STU288_00435
ko:K00857	setu:STU288_05125
ko:K06197	setu:STU288_05215
ko:K06217	setu:STU288_01960
ko:K07313	setu:STU288_05630
ko:K16711	setu:STU288_06880
ko:K00558	setu:STU288_06345
ko:K06904	setu:STU288_07555
ko:K00526	setu:STU288_14215
ko:K02335	setu:STU288_20135
ko:K14744	setu:STU288_09430
ko:K06217	setu:STU288_11025
ko:K02316	setu:STU288_16265
ko:K03546	setu:STU288_12410
ko:K14744	setu:STU288_12885
ko:K02314	setu:STU288_12955
ko:K06903	setu:STU288_21095
ko:K06905	setu:STU288_21125
ko:K06908	setu:STU288_21155
ko:K06907	setu:STU288_21160
ko:K02314	setu:STU288_21325
ko:K06223	setu:STU288_17620
ko:K06905	setu:STU288_13630
ko:K06906	setu:STU288_13635
ko:K06908	setu:STU288_13655
ko:K06907	setu:STU288_13660
ko:K06903	setu:STU288_13700
ko:K06223	setu:STU288_13810
ko:K06919	setu:STU288_13890
ko:K06191	setu:STU288_14200
ko:K04068	setu:STU288_22320
ko:K03676	setu:STU288_18705
ko:K01520	setu:STU288_18850
ko:K02315	setu:STU288_22790
ko:K00560	setu:STU288_15170
ko:K03292	setu:STU288_00755
ko:K05934	setu:STU288_06525
ko:K21393	setu:STU288_18550
ko:K21395	setu:STU288_18555
ko:K21470	setu:STU288_09630
ko:K21602	setu:STU288_18525
ko:K21645	setu:STU288_10605
ko:K21739	setu:STU288_11555
ko:K21740	setu:STU288_11550
ko:K21741	setu:STU288_11545
ko:K21746	setu:STU288_11560
ko:K21698	setu:STU288_17060
ko:K21695	setu:STU288_17055
ko:K21759	setu:STU288_14770
ko:K21948	setu:STU288_14740
ko:K21990	setu:STU288_08350
ko:K22041	setu:STU288_02400
ko:K22024	setu:STU288_00825
ko:K22044	setu:STU288_10280
ko:K22025	setu:STU288_14725
ko:K22051	setu:STU288_21830
ko:K08319	setu:STU288_14745
ko:K22131	setu:STU288_14730
ko:K01816	setu:STU288_11775
ko:K14274	setu:STU288_13505
ko:K22130	setu:STU288_14735
ko:K03595	setu:STU288_09255
ko:K22129	setu:STU288_00820
ko:K22105	setu:STU288_20785
ko:K22104	setu:STU288_16910
ko:K22110	setu:STU288_20405
ko:K22110	setu:STU288_01985
ko:K22110	setu:STU288_20210
ko:K22270	setu:STU288_07260
ko:K03079	setu:STU288_18570
ko:K08994	setu:STU288_03955
ko:K03078	setu:STU288_18565
ko:K03077	setu:STU288_18575
ko:K15634	setu:STU288_22985
ko:K22397	setu:STU288_17850
ko:K22293	setu:STU288_03870
ko:K13566	setu:STU288_13180
ko:K11206	setu:STU288_11220
ko:K22488	setu:STU288_14525
ko:K22489	setu:STU288_14755
ko:K07319	setu:STU288_1p00110
ko:K22501	setu:STU288_05335
ko:K00424	setu:STU288_10695
ko:K22487	setu:STU288_14515
ko:K22505	setu:STU288_14510
ko:K22512	setu:STU288_14630
ko:K22506	setu:STU288_14625
ko:K22504	setu:STU288_14645
ko:K22508	setu:STU288_14600
ko:K22509	setu:STU288_14595
ko:K22510	setu:STU288_14590
ko:K22511	setu:STU288_14640
ko:K22513	setu:STU288_14620
ko:K22514	setu:STU288_14615
