ko:K02495	ena:ECNA114_3967
ko:K06204	ena:ECNA114_0134
ko:K06206	ena:ECNA114_0135
ko:K01975	ena:ECNA114_0136
ko:K03579	ena:ECNA114_0137
ko:K05365	ena:ECNA114_0138
ko:K07347	ena:ECNA114_0139
ko:K02013	ena:ECNA114_0142
ko:K02016	ena:ECNA114_0143
ko:K02015	ena:ECNA114_0144
ko:K07306	ena:ECNA114_0928
ko:K08219	ena:ECNA114_0933
ko:K04069	ena:ECNA114_0934
ko:K00656	ena:ECNA114_0935
ko:K09136	ena:ECNA114_0937
ko:K00831	ena:ECNA114_0939
ko:K00800	ena:ECNA114_0940
ko:K07038	ena:ECNA114_1774
ko:K06956	ena:ECNA114_1775
ko:K15722	ena:ECNA114_1776
ko:K03781	ena:ECNA114_1777
ko:K03490	ena:ECNA114_1780
ko:K02759	ena:ECNA114_1781
ko:K02761	ena:ECNA114_1782
ko:K02760	ena:ECNA114_1783
ko:K04064	ena:ECNA114_1784
ko:K05984	ena:ECNA114_1786
ko:K09975	ena:ECNA114_1787
ko:K05526	ena:ECNA114_1789
ko:K01484	ena:ECNA114_1790
ko:K06447	ena:ECNA114_1791
ko:K00673	ena:ECNA114_1792
ko:K00840	ena:ECNA114_1793
ko:K01142	ena:ECNA114_1795
ko:K05777	ena:ECNA114_1800
ko:K05778	ena:ECNA114_1801
ko:K05779	ena:ECNA114_1802
ko:K08320	ena:ECNA114_1805
ko:K00262	ena:ECNA114_1807
ko:K01008	ena:ECNA114_1809
ko:K04773	ena:ECNA114_1811
ko:K08281	ena:ECNA114_1814
ko:K08369	ena:ECNA114_1815
ko:K01951	ena:ECNA114_2582
ko:K03601	ena:ECNA114_2584
ko:K13735	ena:ECNA114_2587
ko:K16052	ena:ECNA114_1521
ko:K14228	ena:ECNA114_t69
ko:K14237	ena:ECNA114_t12
ko:K14237	ena:ECNA114_t34
ko:K14237	ena:ECNA114_t35
ko:K14237	ena:ECNA114_t33
ko:K14237	ena:ECNA114_t73
ko:K14229	ena:ECNA114_t13
ko:K14229	ena:ECNA114_t36
ko:K14229	ena:ECNA114_t14
ko:K14229	ena:ECNA114_t15
ko:K14228	ena:ECNA114_t22
ko:K14227	ena:ECNA114_t01
ko:K14227	ena:ECNA114_t75
ko:K14227	ena:ECNA114_t49
ko:K14227	ena:ECNA114_t55
ko:K00104	ena:ECNA114_3055
ko:K14238	ena:ECNA114_t57
ko:K14234	ena:ECNA114_t53
ko:K03767	ena:ECNA114_3465
ko:K03111	ena:ECNA114_4231
ko:K14225	ena:ECNA114_t51
ko:K14237	ena:ECNA114_t20
ko:K14237	ena:ECNA114_t21
ko:K14230	ena:ECNA114_t80
ko:K14225	ena:ECNA114_t24
ko:K14225	ena:ECNA114_t67
ko:K14225	ena:ECNA114_t68
ko:K16087	ena:ECNA114_3618
ko:K14233	ena:ECNA114_t16
ko:K14230	ena:ECNA114_t08
ko:K14230	ena:ECNA114_t11
ko:K16087	ena:ECNA114_2067
ko:K14223	ena:ECNA114_t06
ko:K14223	ena:ECNA114_t07
ko:K14234	ena:ECNA114_t05
ko:K14221	ena:ECNA114_t03
ko:K14221	ena:ECNA114_t59
ko:K14221	ena:ECNA114_t04
ko:K01985	ena:ECNA114_5sr8
ko:K01985	ena:ECNA114_5sr6
ko:K01985	ena:ECNA114_5sr3
ko:K01985	ena:ECNA114_5sr5
ko:K01985	ena:ECNA114_5sr2
ko:K01985	ena:ECNA114_5sr7
ko:K01985	ena:ECNA114_5sr1
ko:K01985	ena:ECNA114_5sr4
ko:K14218	ena:ECNA114_t02
ko:K14218	ena:ECNA114_t76
ko:K14218	ena:ECNA114_t48
ko:K14218	ena:ECNA114_t54
ko:K07279	ena:ECNA114_2325
ko:K12516	ena:ECNA114_1551
ko:K04065	ena:ECNA114_4616
ko:K10110	ena:ECNA114_4189
ko:K16053	ena:ECNA114_0508
ko:K14223	ena:ECNA114_t09
ko:K14228	ena:ECNA114_t63
ko:K14228	ena:ECNA114_t70
ko:K14228	ena:ECNA114_t71
ko:K07666	ena:ECNA114_3110
ko:K14219	ena:ECNA114_t19
ko:K14232	ena:ECNA114_t64
ko:K14219	ena:ECNA114_t79
ko:K16077	ena:ECNA114_2810
ko:K14222	ena:ECNA114_t23
ko:K14233	ena:ECNA114_t25
ko:K14224	ena:ECNA114_t37
ko:K14224	ena:ECNA114_t58
ko:K14224	ena:ECNA114_t65
ko:K14224	ena:ECNA114_t77
ko:K14224	ena:ECNA114_t72
ko:K07347	ena:ECNA114_2199
ko:K10013	ena:ECNA114_2400
ko:K16066	ena:ECNA114_1620
ko:K16074	ena:ECNA114_1533
ko:K14235	ena:ECNA114_t60
ko:K15524	ena:ECNA114_0667
ko:K03560	ena:ECNA114_0675
ko:K01785	ena:ECNA114_0686
ko:K01784	ena:ECNA114_0689
ko:K02017	ena:ECNA114_0696
ko:K07404	ena:ECNA114_0698
ko:K06910	ena:ECNA114_0705
ko:K00652	ena:ECNA114_0708
ko:K06889	ena:ECNA114_1518
ko:K00567	ena:ECNA114_1525
ko:K14061	ena:ECNA114_1538
ko:K14062	ena:ECNA114_1539
ko:K02549	ena:ECNA114_2355
ko:K08680	ena:ECNA114_2357
ko:K02552	ena:ECNA114_2359
ko:K02348	ena:ECNA114_2361
ko:K00784	ena:ECNA114_2362
ko:K07114	ena:ECNA114_2363
ko:K02858	ena:ECNA114_3140
ko:K09806	ena:ECNA114_3141
ko:K00974	ena:ECNA114_3149
ko:K01409	ena:ECNA114_3156
ko:K03649	ena:ECNA114_3161
ko:K09251	ena:ECNA114_3166
ko:K00219	ena:ECNA114_3174
ko:K02852	ena:ECNA114_3933
ko:K01719	ena:ECNA114_3940
ko:K14063	ena:ECNA114_1548
ko:K00956	ena:ECNA114_2790
ko:K11929	ena:ECNA114_0261
ko:K01250	ena:ECNA114_0590
ko:K03635	ena:ECNA114_0717
ko:K07027	ena:ECNA114_0720
ko:K07757	ena:ECNA114_0764
ko:K02014	ena:ECNA114_1587
ko:K00598	ena:ECNA114_1602
ko:K05595	ena:ECNA114_1612
ko:K00647	ena:ECNA114_2414
ko:K07393	ena:ECNA114_3195
ko:K02745	ena:ECNA114_3215
ko:K02744	ena:ECNA114_3218
ko:K12961	ena:ECNA114_3228
ko:K00127	ena:ECNA114_3992
ko:K00124	ena:ECNA114_3993
ko:K01629	ena:ECNA114_4000
ko:K01813	ena:ECNA114_4001
ko:K02855	ena:ECNA114_4004
ko:K07640	ena:ECNA114_4011
ko:K10762	ena:ECNA114_4821
ko:K00568	ena:ECNA114_2324
ko:K07346	ena:ECNA114_4561
ko:K07346	ena:ECNA114_1596
ko:K01243	ena:ECNA114_0150
ko:K00674	ena:ECNA114_0155
ko:K02238	ena:ECNA114_0999
ko:K11085	ena:ECNA114_1000
ko:K09476	ena:ECNA114_1015
ko:K07305	ena:ECNA114_1824
ko:K02793	ena:ECNA114_1862
ko:K02794	ena:ECNA114_1862
ko:K02795	ena:ECNA114_1863
ko:K03803	ena:ECNA114_2643
ko:K07019	ena:ECNA114_3456
ko:K09898	ena:ECNA114_3457
ko:K10914	ena:ECNA114_3460
ko:K07048	ena:ECNA114_3475
ko:K03316	ena:ECNA114_4238
ko:K04018	ena:ECNA114_42511
ko:K07126	ena:ECNA114_4254
ko:K02033	ena:ECNA114_4258
ko:K07258	ena:ECNA114_0781
ko:K05844	ena:ECNA114_0794
ko:K09998	ena:ECNA114_0803
ko:K10000	ena:ECNA114_0806
ko:K00657	ena:ECNA114_1629
ko:K07312	ena:ECNA114_1636
ko:K01679	ena:ECNA114_1658
ko:K00076	ena:ECNA114_1666
ko:K01782	ena:ECNA114_2432
ko:K13636	ena:ECNA114_2446
ko:K01577	ena:ECNA114_2455
ko:K00845	ena:ECNA114_2470
ko:K01885	ena:ECNA114_2478
ko:K03177	ena:ECNA114_3247
ko:K02427	ena:ECNA114_3258
ko:K02067	ena:ECNA114_3272
ko:K02806	ena:ECNA114_3283
ko:K13283	ena:ECNA114_4054
ko:K02446	ena:ECNA114_4064
ko:K07771	ena:ECNA114_4295
ko:K07675	ena:ECNA114_3822
ko:K03469	ena:ECNA114_0199
ko:K02342	ena:ECNA114_0200
ko:K06445	ena:ECNA114_0203
ko:K07491	ena:ECNA114_0208
ko:K03286	ena:ECNA114_1035
ko:K07343	ena:ECNA114_1038
ko:K09909	ena:ECNA114_1043
ko:K11179	ena:ECNA114_1049
ko:K06282	ena:ECNA114_1052
ko:K06281	ena:ECNA114_1053
ko:K07772	ena:ECNA114_1067
ko:K11392	ena:ECNA114_1881
ko:K09476	ena:ECNA114_1912
ko:K09815	ena:ECNA114_1919
ko:K00135	ena:ECNA114_2692
ko:K03647	ena:ECNA114_2706
ko:K01176	ena:ECNA114_3504
ko:K01974	ena:ECNA114_3528
ko:K02441	ena:ECNA114_3531
ko:K04750	ena:ECNA114_4289
ko:K07792	ena:ECNA114_4304
ko:K03757	ena:ECNA114_4318
ko:K08299	ena:ECNA114_0023
ko:K03855	ena:ECNA114_0032
ko:K01525	ena:ECNA114_0039
ko:K04477	ena:ECNA114_0826
ko:K16012	ena:ECNA114_0836
ko:K16013	ena:ECNA114_0837
ko:K01488	ena:ECNA114_1670
ko:K03617	ena:ECNA114_1675
ko:K03616	ena:ECNA114_1676
ko:K03615	ena:ECNA114_1677
ko:K03614	ena:ECNA114_1678
ko:K03612	ena:ECNA114_1679
ko:K03613	ena:ECNA114_1680
ko:K00799	ena:ECNA114_1683
ko:K01759	ena:ECNA114_1699
ko:K02784	ena:ECNA114_2492
ko:K08483	ena:ECNA114_2493
ko:K01788	ena:ECNA114_3296
ko:K01639	ena:ECNA114_3298
ko:K10440	ena:ECNA114_3330
ko:K10439	ena:ECNA114_3332
ko:K08314	ena:ECNA114_4087
ko:K15773	ena:ECNA114_1601
ko:K02485	ena:ECNA114_1405
ko:K01834	ena:ECNA114_0685
ko:K02414	ena:ECNA114_0248
ko:K03830	ena:ECNA114_0254
ko:K00769	ena:ECNA114_0258
ko:K06889	ena:ECNA114_0282
ko:K08161	ena:ECNA114_1110
ko:K03810	ena:ECNA114_1126
ko:K06201	ena:ECNA114_1938
ko:K00575	ena:ECNA114_1947
ko:K03743	ena:ECNA114_2731
ko:K08305	ena:ECNA114_2733
ko:K02783	ena:ECNA114_2734
ko:K02782	ena:ECNA114_2735
ko:K02783	ena:ECNA114_2735
ko:K00068	ena:ECNA114_2737
ko:K02466	ena:ECNA114_2738
ko:K04652	ena:ECNA114_2761
ko:K04655	ena:ECNA114_2764
ko:K03299	ena:ECNA114_2776
ko:K03087	ena:ECNA114_2779
ko:K00700	ena:ECNA114_3542
ko:K00851	ena:ECNA114_3548
ko:K03825	ena:ECNA114_3552
ko:K05816	ena:ECNA114_3556
ko:K05815	ena:ECNA114_3557
ko:K05814	ena:ECNA114_3558
ko:K04085	ena:ECNA114_3579
ko:K03299	ena:ECNA114_4327
ko:K06971	ena:ECNA114_4334
ko:K02775	ena:ECNA114_4335
ko:K00247	ena:ECNA114_4371
ko:K00245	ena:ECNA114_4373
ko:K01838	ena:ECNA114_1507
ko:K05712	ena:ECNA114_0330
ko:K05713	ena:ECNA114_0331
ko:K04073	ena:ECNA114_0334
ko:K00121	ena:ECNA114_0339
ko:K06179	ena:ECNA114_1142
ko:K00059	ena:ECNA114_1150
ko:K02619	ena:ECNA114_1153
ko:K11069	ena:ECNA114_1181
ko:K11071	ena:ECNA114_1183
ko:K11072	ena:ECNA114_1184
ko:K01258	ena:ECNA114_1185
ko:K07660	ena:ECNA114_1188
ko:K02414	ena:ECNA114_2022
ko:K00380	ena:ECNA114_2795
ko:K04765	ena:ECNA114_2818
ko:K02775	ena:ECNA114_3594
ko:K11189	ena:ECNA114_3596
ko:K06149	ena:ECNA114_3605
ko:K00383	ena:ECNA114_3610
ko:K07227	ena:ECNA114_3623
ko:K00244	ena:ECNA114_4374
ko:K06889	ena:ECNA114_4406
ko:K03476	ena:ECNA114_4408
ko:K03475	ena:ECNA114_44091
ko:K02822	ena:ECNA114_4410
ko:K02821	ena:ECNA114_4411
ko:K01659	ena:ECNA114_0320
ko:K01270	ena:ECNA114_0257
ko:K06177	ena:ECNA114_0046
ko:K00853	ena:ECNA114_0051
ko:K00033	ena:ECNA114_0877
ko:K07491	ena:ECNA114_0893
ko:K07258	ena:ECNA114_0899
ko:K06078	ena:ECNA114_1724
ko:K08997	ena:ECNA114_1754
ko:K07283	ena:ECNA114_1768
ko:K00616	ena:ECNA114_2530
ko:K01439	ena:ECNA114_2556
ko:K07054	ena:ECNA114_2560
ko:K03548	ena:ECNA114_2566
ko:K02824	ena:ECNA114_2570
ko:K03747	ena:ECNA114_3359
ko:K03499	ena:ECNA114_3364
ko:K07793	ena:ECNA114_4137
ko:K03498	ena:ECNA114_4158
ko:K00230	ena:ECNA114_4159
ko:K13641	ena:ECNA114_4166
ko:K00548	ena:ECNA114_4168
ko:K01077	ena:ECNA114_0359
ko:K07657	ena:ECNA114_0376
ko:K06147	ena:ECNA114_2042
ko:K06147	ena:ECNA114_2043
ko:K07048	ena:ECNA114_2076
ko:K08350	ena:ECNA114_3649
ko:K13953	ena:ECNA114_3652
ko:K00027	ena:ECNA114_3653
ko:K04063	ena:ECNA114_3658
ko:K01580	ena:ECNA114_3664
ko:K01119	ena:ECNA114_4436
ko:K01082	ena:ECNA114_4437
ko:K07304	ena:ECNA114_4441
ko:K01507	ena:ECNA114_4448
ko:K02056	ena:ECNA114_4450
ko:K01226	ena:ECNA114_4462
ko:K09022	ena:ECNA114_4466
ko:K01185	ena:ECNA114_1247
ko:K07232	ena:ECNA114_1384
ko:K04067	ena:ECNA114_0446
ko:K00939	ena:ECNA114_0453
ko:K02100	ena:ECNA114_2901
ko:K00626	ena:ECNA114_2904
ko:K12943	ena:ECNA114_2906
ko:K01823	ena:ECNA114_2930
ko:K00854	ena:ECNA114_3716
ko:K03796	ena:ECNA114_3722
ko:K01176	ena:ECNA114_3723
ko:K03475	ena:ECNA114_4498
ko:K00852	ena:ECNA114_4517
ko:K03455	ena:ECNA114_0457
ko:K11751	ena:ECNA114_0459
ko:K02004	ena:ECNA114_0478
ko:K01466	ena:ECNA114_0489
ko:K07665	ena:ECNA114_0502
ko:K11607	ena:ECNA114_1303
ko:K11604	ena:ECNA114_1304
ko:K11105	ena:ECNA114_1329
ko:K01297	ena:ECNA114_1330
ko:K02014	ena:ECNA114_1334
ko:K03606	ena:ECNA114_2145
ko:K01104	ena:ECNA114_2159
ko:K02436	ena:ECNA114_2181
ko:K04763	ena:ECNA114_2936
ko:K01262	ena:ECNA114_2951
ko:K01934	ena:ECNA114_2954
ko:K00058	ena:ECNA114_2955
ko:K03442	ena:ECNA114_2964
ko:K06934	ena:ECNA114_2968
ko:K02173	ena:ECNA114_2973
ko:K02799	ena:ECNA114_2977
ko:K02800	ena:ECNA114_2977
ko:K02798	ena:ECNA114_2978
ko:K02798	ena:ECNA114_3748
ko:K02799	ena:ECNA114_3748
ko:K02800	ena:ECNA114_3748
ko:K00101	ena:ECNA114_3758
ko:K00639	ena:ECNA114_3771
ko:K02843	ena:ECNA114_3773
ko:K10563	ena:ECNA114_3780
ko:K13637	ena:ECNA114_4570
ko:K15583	ena:ECNA114_1417
ko:K05714	ena:ECNA114_0332
ko:K00073	ena:ECNA114_0494
ko:K12944	ena:ECNA114_2344
ko:K03386	ena:ECNA114_0548
ko:K05966	ena:ECNA114_0555
ko:K06039	ena:ECNA114_1385
ko:K00374	ena:ECNA114_1394
ko:K00508	ena:ECNA114_1401
ko:K00094	ena:ECNA114_2182
ko:K02775	ena:ECNA114_21831
ko:K03593	ena:ECNA114_2201
ko:K01480	ena:ECNA114_2983
ko:K01585	ena:ECNA114_2985
ko:K02428	ena:ECNA114_3002
ko:K01424	ena:ECNA114_3008
ko:K03289	ena:ECNA114_3016
ko:K07784	ena:ECNA114_3820
ko:K00389	ena:ECNA114_3830
ko:K00564	ena:ECNA114_4611
ko:K01619	ena:ECNA114_4623
ko:K00758	ena:ECNA114_4624
ko:K00970	ena:ECNA114_0132
ko:K07307	ena:ECNA114_0929
ko:K07308	ena:ECNA114_0930
ko:K06212	ena:ECNA114_0936
ko:K03478	ena:ECNA114_1778
ko:K01222	ena:ECNA114_1779
ko:K01916	ena:ECNA114_1785
ko:K01424	ena:ECNA114_1813
ko:K00088	ena:ECNA114_2583
ko:K01011	ena:ECNA114_2599
ko:K13628	ena:ECNA114_2607
ko:K04488	ena:ECNA114_2608
ko:K01092	ena:ECNA114_2612
ko:K06889	ena:ECNA114_2613
ko:K02056	ena:ECNA114_2620
ko:K02450	ena:ECNA114_3397
ko:K02454	ena:ECNA114_3400
ko:K07709	ena:ECNA114_3419
ko:K00068	ena:ECNA114_4176
ko:K00016	ena:ECNA114_4223
ko:K01160	ena:ECNA114_1214
ko:K08172	ena:ECNA114_2055
ko:K08225	ena:ECNA114_0534
ko:K03972	ena:ECNA114_1497
ko:K16346	ena:ECNA114_2923
ko:K02035	ena:ECNA114_3107
ko:K02035	ena:ECNA114_4259
ko:K02031	ena:ECNA114_4256
ko:K03326	ena:ECNA114_0563
ko:K07258	ena:ECNA114_0571
ko:K07126	ena:ECNA114_0586
ko:K02566	ena:ECNA114_0604
ko:K02564	ena:ECNA114_0607
ko:K15582	ena:ECNA114_1416
ko:K03768	ena:ECNA114_1433
ko:K01489	ena:ECNA114_2233
ko:K03748	ena:ECNA114_2234
ko:K10541	ena:ECNA114_2239
ko:K10540	ena:ECNA114_2241
ko:K00882	ena:ECNA114_2259
ko:K06183	ena:ECNA114_2277
ko:K02454	ena:ECNA114_3044
ko:K00666	ena:ECNA114_3058
ko:K00652	ena:ECNA114_3061
ko:K11209	ena:ECNA114_3072
ko:K06281	ena:ECNA114_3077
ko:K06282	ena:ECNA114_3080
ko:K03307	ena:ECNA114_3832
ko:K07214	ena:ECNA114_3868
ko:K02755	ena:ECNA114_3871
ko:K02756	ena:ECNA114_3871
ko:K02757	ena:ECNA114_3871
ko:K03488	ena:ECNA114_3872
ko:K03784	ena:ECNA114_4626
ko:K07186	ena:ECNA114_46281
ko:K00616	ena:ECNA114_4652
ko:K07034	ena:ECNA114_4654
ko:K11139	ena:ECNA114_1320
ko:K10551	ena:ECNA114_4270
ko:K03711	ena:ECNA114_0622
ko:K01835	ena:ECNA114_0627
ko:K03756	ena:ECNA114_0628
ko:K05522	ena:ECNA114_0645
ko:K07120	ena:ECNA114_0646
ko:K00046	ena:ECNA114_0650
ko:K00241	ena:ECNA114_0657
ko:K04774	ena:ECNA114_1461
ko:K08992	ena:ECNA114_1470
ko:K02025	ena:ECNA114_1501
ko:K04844	ena:ECNA114_1506
ko:K02200	ena:ECNA114_2286
ko:K02193	ena:ECNA114_2293
ko:K02569	ena:ECNA114_2294
ko:K02574	ena:ECNA114_2296
ko:K00626	ena:ECNA114_2317
ko:K01760	ena:ECNA114_3089
ko:K02014	ena:ECNA114_3120
ko:K01515	ena:ECNA114_3125
ko:K02116	ena:ECNA114_3888
ko:K03718	ena:ECNA114_3892
ko:K10440	ena:ECNA114_3899
ko:K00852	ena:ECNA114_3901
ko:K03769	ena:ECNA114_3915
ko:K02851	ena:ECNA114_3922
ko:K08194	ena:ECNA114_3841
ko:K02464	ena:ECNA114_3409
ko:K03535	ena:ECNA114_2825
ko:K07645	ena:ECNA114_3111
ko:K07165	ena:ECNA114_2543
ko:K01069	ena:ECNA114_0197
ko:K01980	ena:ECNA114_23sr2
ko:K01980	ena:ECNA114_23sr7
ko:K01980	ena:ECNA114_23sr6
ko:K01980	ena:ECNA114_23sr5
ko:K01980	ena:ECNA114_23sr3
ko:K01980	ena:ECNA114_23sr4
ko:K01980	ena:ECNA114_23sr1
ko:K01048	ena:ECNA114_4117
ko:K00537	ena:ECNA114_3613
ko:K06858	ena:ECNA114_0149
ko:K11747	ena:ECNA114_3453
ko:K08351	ena:ECNA114_3702
ko:K01545	ena:ECNA114_0636
ko:K16321	ena:ECNA114_4566
ko:K16324	ena:ECNA114_2255
ko:K16322	ena:ECNA114_3070
ko:K02052	ena:ECNA114_1577
ko:K02055	ena:ECNA114_1576
ko:K06221	ena:ECNA114_0286
ko:K01840	ena:ECNA114_2146
ko:K08348	ena:ECNA114_36471
ko:K01271	ena:ECNA114_4156
ko:K01739	ena:ECNA114_4078
ko:K01139	ena:ECNA114_3794
ko:K06221	ena:ECNA114_3093
ko:K07684	ena:ECNA114_1387
ko:K07782	ena:ECNA114_2007
ko:K13053	ena:ECNA114_1037
ko:K03668	ena:ECNA114_1543
ko:K05874	ena:ECNA114_4597
ko:K10831	ena:ECNA114_0343
ko:K03079	ena:ECNA114_4413
ko:K08154	ena:ECNA114_3827
ko:K13479	ena:ECNA114_2908
ko:K15540	ena:ECNA114_0129
ko:K08279	ena:ECNA114_0022
ko:K07250	ena:ECNA114_2693
ko:K02769	ena:ECNA114_3805
ko:K11748	ena:ECNA114_3454
ko:K11645	ena:ECNA114_2188
ko:K13244	ena:ECNA114_0306
ko:K09020	ena:ECNA114_1082
ko:K02533	ena:ECNA114_4645
ko:K03077	ena:ECNA114_4414
ko:K07812	ena:ECNA114_1936
ko:K04784	ena:ECNA114_2045
ko:K16370	ena:ECNA114_1769
ko:K16322	ena:ECNA114_3603
ko:K07713	ena:ECNA114_3418
ko:K02099	ena:ECNA114_0053
ko:K01630	ena:ECNA114_3207
ko:K16371	ena:ECNA114_2186
ko:K14587	ena:ECNA114_4332
ko:K08970	ena:ECNA114_2197
ko:K04753	ena:ECNA114_3104
ko:K16329	ena:ECNA114_2256
ko:K18842	ena:ECNA114_4446
ko:K13381	ena:ECNA114_3413
ko:K05799	ena:ECNA114_0105
ko:K04015	ena:ECNA114_4249
ko:K16326	ena:ECNA114_2254
ko:K16328	ena:ECNA114_2257
ko:K04014	ena:ECNA114_4248
ko:K03566	ena:ECNA114_2848
ko:K07749	ena:ECNA114_2456
ko:K02062	ena:ECNA114_0060
ko:K10823	ena:ECNA114_1418
ko:K16263	ena:ECNA114_4359
ko:K04027	ena:ECNA114_2523
ko:K07714	ena:ECNA114_2313
ko:K00087	ena:ECNA114_2907
ko:K00879	ena:ECNA114_2843
ko:K02554	ena:ECNA114_0333
ko:K01035	ena:ECNA114_2315
ko:K16291	ena:ECNA114_2061
ko:K03445	ena:ECNA114_3814
ko:K16264	ena:ECNA114_0682
ko:K16328	ena:ECNA114_2251
ko:K05340	ena:ECNA114_4324
ko:K10544	ena:ECNA114_3720
ko:K11391	ena:ECNA114_3177
ko:K01487	ena:ECNA114_2924
ko:K12518	ena:ECNA114_4661
ko:K12517	ena:ECNA114_4659
ko:K03772	ena:ECNA114_3449
ko:K03574	ena:ECNA114_0092
ko:K02058	ena:ECNA114_4449
ko:K09810	ena:ECNA114_1175
ko:K00090	ena:ECNA114_3704
ko:K07459	ena:ECNA114_0818
ko:K07214	ena:ECNA114_0527
ko:K01708	ena:ECNA114_3210
ko:K00932	ena:ECNA114_4344
ko:K03896	ena:ECNA114_4700
ko:K14219	ena:ECNA114_t74
ko:K16703	ena:ECNA114_2142
ko:K16704	ena:ECNA114_3928
ko:K12522	ena:ECNA114_4667
ko:K12521	ena:ECNA114_4666
ko:K12520	ena:ECNA114_4665
ko:K12523	ena:ECNA114_4664
ko:K12519	ena:ECNA114_4662
ko:K03776	ena:ECNA114_3164
ko:K08234	ena:ECNA114_0177
ko:K16692	ena:ECNA114_2158
ko:K16711	ena:ECNA114_2141
ko:K16710	ena:ECNA114_2143
ko:K00065	ena:ECNA114_2902
ko:K02768	ena:ECNA114_3806
ko:K03605	ena:ECNA114_1055
ko:K16695	ena:ECNA114_2144
ko:K14742	ena:ECNA114_1853
ko:K02778	ena:ECNA114_1158
ko:K02779	ena:ECNA114_1158
ko:K01190	ena:ECNA114_0327
ko:K00042	ena:ECNA114_0487
ko:K02484	ena:ECNA114_1914
ko:K05812	ena:ECNA114_2656
ko:K07274	ena:ECNA114_1828
ko:K19234	ena:ECNA114_1725
ko:K19230	ena:ECNA114_1486
ko:K10550	ena:ECNA114_4269
ko:K06867	ena:ECNA114_0309
ko:K10109	ena:ECNA114_4190
ko:K10108	ena:ECNA114_4191
ko:K07662	ena:ECNA114_4012
ko:K07273	ena:ECNA114_2193
ko:K00042	ena:ECNA114_3206
ko:K00632	ena:ECNA114_2433
ko:K01002	ena:ECNA114_4601
ko:K01096	ena:ECNA114_1469
ko:K00821	ena:ECNA114_3462
ko:K01664	ena:ECNA114_3463
ko:K04772	ena:ECNA114_3306
ko:K02081	ena:ECNA114_3213
ko:K05499	ena:ECNA114_4073
ko:K09017	ena:ECNA114_1084
ko:K03719	ena:ECNA114_0840
ko:K03973	ena:ECNA114_1495
ko:K05540	ena:ECNA114_3341
ko:K14761	ena:ECNA114_1436
ko:K04771	ena:ECNA114_0152
ko:K02849	ena:ECNA114_3777
ko:K15460	ena:ECNA114_2648
ko:K00557	ena:ECNA114_4107
ko:K00537	ena:ECNA114_2568
ko:K04783	ena:ECNA114_2049
ko:K04028	ena:ECNA114_2522
ko:K07091	ena:ECNA114_3063
ko:K16787	ena:ECNA114_2972
ko:K16786	ena:ECNA114_2971
ko:K16785	ena:ECNA114_2970
ko:K04781	ena:ECNA114_2040
ko:K01420	ena:ECNA114_1524
ko:K03779	ena:ECNA114_3153
ko:K07358	ena:ECNA114_4558
ko:K01467	ena:ECNA114_4370
ko:K16923	ena:ECNA114_2969
ko:K09477	ena:ECNA114_0554
ko:K16137	ena:ECNA114_4704
ko:K08302	ena:ECNA114_3333
ko:K03559	ena:ECNA114_3087
ko:K00040	ena:ECNA114_4568
ko:K08302	ena:ECNA114_3221
ko:K00265	ena:ECNA114_3292
ko:K00951	ena:ECNA114_2819
ko:K03604	ena:ECNA114_1706
ko:K01485	ena:ECNA114_0324
ko:K00108	ena:ECNA114_0302
ko:K16868	ena:ECNA114_1568
ko:K06970	ena:ECNA114_0740
ko:K00633	ena:ECNA114_0325
ko:K03417	ena:ECNA114_0319
ko:K06075	ena:ECNA114_1690
ko:K07245	ena:ECNA114_1887
ko:K08302	ena:ECNA114_2187
ko:K17195	ena:ECNA114_4268
ko:K00371	ena:ECNA114_3643
ko:K00374	ena:ECNA114_3641
ko:K00373	ena:ECNA114_3642
ko:K17202	ena:ECNA114_0519
ko:K19353	ena:ECNA114_4095
ko:K03526	ena:ECNA114_2593
ko:K17247	ena:ECNA114_1918
ko:K00884	ena:ECNA114_1177
ko:K03292	ena:ECNA114_3809
ko:K11209	ena:ECNA114_2393
ko:K00370	ena:ECNA114_3644
ko:K04091	ena:ECNA114_1021
ko:K10038	ena:ECNA114_0742
ko:K01582	ena:ECNA114_4317
ko:K01582	ena:ECNA114_0176
ko:K01897	ena:ECNA114_1851
ko:K10439	ena:ECNA114_3900
ko:K04017	ena:ECNA114_4251
ko:K08313	ena:ECNA114_0767
ko:K17713	ena:ECNA114_2590
ko:K08316	ena:ECNA114_3574
ko:K15555	ena:ECNA114_1019
ko:K17203	ena:ECNA114_0516
ko:K17204	ena:ECNA114_0517
ko:K01990	ena:ECNA114_0119
ko:K10112	ena:ECNA114_1508
ko:K01992	ena:ECNA114_0120
ko:K11070	ena:ECNA114_1182
ko:K00813	ena:ECNA114_1014
ko:K05601	ena:ECNA114_0815
ko:K17686	ena:ECNA114_0465
ko:K19789	ena:ECNA114_2278
ko:K03293	ena:ECNA114_3934
ko:K02770	ena:ECNA114_3804
ko:K06518	ena:ECNA114_2231
ko:K02477	ena:ECNA114_2214
ko:K02809	ena:ECNA114_2811
ko:K02810	ena:ECNA114_2811
ko:K01138	ena:ECNA114_3831
ko:K01497	ena:ECNA114_1468
ko:K01130	ena:ECNA114_3936
ko:K06518	ena:ECNA114_4241
ko:K17722	ena:ECNA114_2236
ko:K17723	ena:ECNA114_2237
