ko:K02495	sfn:SFy_5623
ko:K02226	sfn:SFy_0875
ko:K07285	sfn:SFy_2036
ko:K01897	sfn:SFy_2037
ko:K03684	sfn:SFy_2038
ko:K13069	sfn:SFy_2046
ko:K09712	sfn:SFy_2047
ko:K03449	sfn:SFy_2049
ko:K03449	sfn:SFy_2050
ko:K01792	sfn:SFy_2061
ko:K00134	sfn:SFy_2063
ko:K09916	sfn:SFy_2067
ko:K08369	sfn:SFy_2071
ko:K18471	sfn:SFy_2076
ko:K08369	sfn:SFy_2079
ko:K08281	sfn:SFy_2080
ko:K01424	sfn:SFy_2081
ko:K04773	sfn:SFy_2083
ko:K01008	sfn:SFy_2085
ko:K00262	sfn:SFy_2089
ko:K08320	sfn:SFy_2095
ko:K05779	sfn:SFy_2101
ko:K05778	sfn:SFy_2102
ko:K05778	sfn:SFy_2104
ko:K05777	sfn:SFy_2105
ko:K02197	sfn:SFy_3238
ko:K02196	sfn:SFy_3239
ko:K02195	sfn:SFy_3242
ko:K02194	sfn:SFy_3243
ko:K02193	sfn:SFy_3244
ko:K02569	sfn:SFy_3245
ko:K02568	sfn:SFy_3247
ko:K02574	sfn:SFy_3248
ko:K02573	sfn:SFy_3249
ko:K02567	sfn:SFy_3252
ko:K02570	sfn:SFy_3253
ko:K02572	sfn:SFy_3254
ko:K08276	sfn:SFy_3255
ko:K00116	sfn:SFy_3256
ko:K00116	sfn:SFy_3257
ko:K06159	sfn:SFy_3260
ko:K03919	sfn:SFy_3262
ko:K10778	sfn:SFy_3264
ko:K03734	sfn:SFy_3265
ko:K09475	sfn:SFy_3266
ko:K07676	sfn:SFy_3268
ko:K07687	sfn:SFy_3269
ko:K07677	sfn:SFy_3271
ko:K06894	sfn:SFy_3275
ko:K06894	sfn:SFy_3277
ko:K06894	sfn:SFy_3280
ko:K09934	sfn:SFy_3281
ko:K02469	sfn:SFy_3285
ko:K00568	sfn:SFy_3286
ko:K07279	sfn:SFy_3287
ko:K07279	sfn:SFy_3289
ko:K11107	sfn:SFy_3297
ko:K01126	sfn:SFy_3300
ko:K02445	sfn:SFy_3301
ko:K00111	sfn:SFy_3303
ko:K00112	sfn:SFy_3304
ko:K00113	sfn:SFy_3308
ko:K12660	sfn:SFy_3311
ko:K12944	sfn:SFy_3314
ko:K06911	sfn:SFy_4495
ko:K01752	sfn:SFy_4502
ko:K09022	sfn:SFy_4503
ko:K00656	sfn:SFy_4505
ko:K00932	sfn:SFy_4506
ko:K03838	sfn:SFy_4508
ko:K01754	sfn:SFy_4509
ko:K07592	sfn:SFy_4510
ko:K07591	sfn:SFy_4511
ko:K00865	sfn:SFy_4513
ko:K01630	sfn:SFy_4516
ko:K01630	sfn:SFy_4517
ko:K12299	sfn:SFy_4520
ko:K01708	sfn:SFy_4523
ko:K16371	sfn:SFy_4525
ko:K02745	sfn:SFy_4526
ko:K02746	sfn:SFy_4527
ko:K02747	sfn:SFy_4528
ko:K02744	sfn:SFy_4529
ko:K02079	sfn:SFy_4530
ko:K10984	sfn:SFy_4534
ko:K10985	sfn:SFy_4535
ko:K10986	sfn:SFy_4536
ko:K02080	sfn:SFy_4537
ko:K07347	sfn:SFy_4548
ko:K07056	sfn:SFy_4550
ko:K07121	sfn:SFy_4551
ko:K07460	sfn:SFy_4553
ko:K12961	sfn:SFy_4554
ko:K07089	sfn:SFy_4557
ko:K05520	sfn:SFy_4559
ko:K09979	sfn:SFy_4560
ko:K07461	sfn:SFy_4562
ko:K03824	sfn:SFy_4564
ko:K08303	sfn:SFy_4567
ko:K03835	sfn:SFy_4570
ko:K05592	sfn:SFy_4574
ko:K05803	sfn:SFy_4576
ko:K00962	sfn:SFy_4579
ko:K02956	sfn:SFy_4580
ko:K03177	sfn:SFy_4582
ko:K01755	sfn:SFy_5777
ko:K04761	sfn:SFy_5786
ko:K00322	sfn:SFy_5787
ko:K16092	sfn:SFy_5793
ko:K01776	sfn:SFy_5794
ko:K00075	sfn:SFy_5798
ko:K03524	sfn:SFy_5799
ko:K00867	sfn:SFy_5801
ko:K02358	sfn:SFy_5802
ko:K03073	sfn:SFy_5804
ko:K02601	sfn:SFy_5805
ko:K02867	sfn:SFy_5806
ko:K02863	sfn:SFy_5807
ko:K02864	sfn:SFy_5809
ko:K02935	sfn:SFy_5810
ko:K03043	sfn:SFy_5813
ko:K03046	sfn:SFy_5816
ko:K03150	sfn:SFy_5818
ko:K03149	sfn:SFy_5819
ko:K03154	sfn:SFy_5820
ko:K12524	sfn:SFy_0001
ko:K00872	sfn:SFy_0002
ko:K01733	sfn:SFy_0004
ko:K09861	sfn:SFy_0007
ko:K03310	sfn:SFy_0008
ko:K03310	sfn:SFy_0009
ko:K00616	sfn:SFy_0010
ko:K03831	sfn:SFy_0011
ko:K07034	sfn:SFy_0012
ko:K04043	sfn:SFy_0018
ko:K03686	sfn:SFy_0019
ko:K03313	sfn:SFy_0022
ko:K03717	sfn:SFy_0023
ko:K02968	sfn:SFy_0027
ko:K11753	sfn:SFy_0028
ko:K01870	sfn:SFy_0030
ko:K03101	sfn:SFy_0031
ko:K03774	sfn:SFy_0032
ko:K03527	sfn:SFy_0033
ko:K12700	sfn:SFy_0034
ko:K00215	sfn:SFy_0035
ko:K01956	sfn:SFy_0036
ko:K01955	sfn:SFy_0039
ko:K08277	sfn:SFy_0040
ko:K08279	sfn:SFy_0041
ko:K08299	sfn:SFy_0042
ko:K02182	sfn:SFy_0043
ko:K08298	sfn:SFy_0044
ko:K08297	sfn:SFy_0045
ko:K05245	sfn:SFy_0047
ko:K03521	sfn:SFy_0048
ko:K03522	sfn:SFy_0049
ko:K00313	sfn:SFy_0053
ko:K03855	sfn:SFy_0054
ko:K08368	sfn:SFy_0056
ko:K11746	sfn:SFy_0057
ko:K01525	sfn:SFy_0061
ko:K06195	sfn:SFy_0062
ko:K02528	sfn:SFy_0063
ko:K00097	sfn:SFy_0064
ko:K03771	sfn:SFy_0065
ko:K04744	sfn:SFy_0066
ko:K05801	sfn:SFy_0067
ko:K06177	sfn:SFy_0068
ko:K03580	sfn:SFy_0069
ko:K02336	sfn:SFy_0070
ko:K01804	sfn:SFy_0072
ko:K00853	sfn:SFy_0075
ko:K09476	sfn:SFy_1267
ko:K01893	sfn:SFy_1268
ko:K00763	sfn:SFy_1269
ko:K01256	sfn:SFy_1271
ko:K15555	sfn:SFy_1273
ko:K15554	sfn:SFy_1274
ko:K15554	sfn:SFy_1279
ko:K04091	sfn:SFy_1281
ko:K15553	sfn:SFy_1283
ko:K00299	sfn:SFy_1284
ko:K07347	sfn:SFy_1292
ko:K00254	sfn:SFy_1299
ko:K07140	sfn:SFy_1301
ko:K12297	sfn:SFy_1302
ko:K15738	sfn:SFy_1303
ko:K03808	sfn:SFy_1304
ko:K06192	sfn:SFy_1305
ko:K09857	sfn:SFy_1306
ko:K01716	sfn:SFy_1307
ko:K04770	sfn:SFy_1308
ko:K09911	sfn:SFy_1309
ko:K03286	sfn:SFy_1310
ko:K07343	sfn:SFy_1312
ko:K03658	sfn:SFy_1318
ko:K01734	sfn:SFy_1319
ko:K09909	sfn:SFy_1320
ko:K06929	sfn:SFy_1322
ko:K11940	sfn:SFy_1323
ko:K06969	sfn:SFy_1324
ko:K01512	sfn:SFy_1325
ko:K11179	sfn:SFy_1326
ko:K06282	sfn:SFy_1330
ko:K06281	sfn:SFy_1333
ko:K03620	sfn:SFy_1335
ko:K03605	sfn:SFy_1336
ko:K03619	sfn:SFy_1337
ko:K03618	sfn:SFy_1338
ko:K00425	sfn:SFy_1339
ko:K00426	sfn:SFy_1340
ko:K01093	sfn:SFy_1341
ko:K16692	sfn:SFy_1343
ko:K08641	sfn:SFy_2492
ko:K02034	sfn:SFy_2493
ko:K04063	sfn:SFy_2496
ko:K00027	sfn:SFy_2500
ko:K13953	sfn:SFy_2502
ko:K08350	sfn:SFy_2504
ko:K08349	sfn:SFy_2505
ko:K16076	sfn:SFy_2514
ko:K02575	sfn:SFy_2520
ko:K00370	sfn:SFy_2521
ko:K00370	sfn:SFy_2522
ko:K03823	sfn:SFy_2532
ko:K09936	sfn:SFy_2533
ko:K00137	sfn:SFy_2539
ko:K02053	sfn:SFy_2540
ko:K02054	sfn:SFy_2542
ko:K07491	sfn:SFy_2546
ko:K16868	sfn:SFy_2551
ko:K03304	sfn:SFy_2552
ko:K03817	sfn:SFy_2554
ko:K09794	sfn:SFy_2555
ko:K05876	sfn:SFy_2562
ko:K12262	sfn:SFy_2568
ko:K00134	sfn:SFy_2569
ko:K02058	sfn:SFy_3685
ko:K00600	sfn:SFy_3690
ko:K05916	sfn:SFy_3692
ko:K04751	sfn:SFy_3693
ko:K07715	sfn:SFy_3694
ko:K07711	sfn:SFy_3696
ko:K01952	sfn:SFy_3699
ko:K11991	sfn:SFy_3701
ko:K00997	sfn:SFy_3729
ko:K03474	sfn:SFy_3731
ko:K03584	sfn:SFy_3732
ko:K03685	sfn:SFy_3735
ko:K03100	sfn:SFy_3736
ko:K03596	sfn:SFy_3737
ko:K03803	sfn:SFy_3739
ko:K03598	sfn:SFy_3741
ko:K03597	sfn:SFy_3742
ko:K03088	sfn:SFy_3743
ko:K00278	sfn:SFy_3744
ko:K00278	sfn:SFy_3745
ko:K15460	sfn:SFy_3746
ko:K05590	sfn:SFy_3748
ko:K11249	sfn:SFy_3750
ko:K03648	sfn:SFy_3752
ko:K03214	sfn:SFy_3755
ko:K03672	sfn:SFy_3756
ko:K05812	sfn:SFy_3757
ko:K00998	sfn:SFy_3759
ko:K05811	sfn:SFy_3760
ko:K15585	sfn:SFy_4968
ko:K15586	sfn:SFy_4969
ko:K15587	sfn:SFy_4971
ko:K10824	sfn:SFy_4972
ko:K07722	sfn:SFy_4973
ko:K13926	sfn:SFy_4977
ko:K01993	sfn:SFy_4978
ko:K09970	sfn:SFy_4998
ko:K09969	sfn:SFy_4999
ko:K07007	sfn:SFy_5005
ko:K16322	sfn:SFy_5006
ko:K06144	sfn:SFy_5007
ko:K06149	sfn:SFy_5008
ko:K03305	sfn:SFy_5009
ko:K03305	sfn:SFy_5010
ko:K15984	sfn:SFy_5011
ko:K01414	sfn:SFy_5014
ko:K07115	sfn:SFy_5015
ko:K00383	sfn:SFy_5018
ko:K03893	sfn:SFy_5025
ko:K00537	sfn:SFy_5026
ko:K07089	sfn:SFy_5032
ko:K07285	sfn:SFy_5034
ko:K07507	sfn:SFy_5037
ko:K07507	sfn:SFy_5038
ko:K01194	sfn:SFy_5048
ko:K01153	sfn:SFy_6263
ko:K00427	sfn:SFy_6267
ko:K00484	sfn:SFy_6274
ko:K00483	sfn:SFy_6275
ko:K00483	sfn:SFy_6277
ko:K02508	sfn:SFy_6281
ko:K02511	sfn:SFy_6282
ko:K02510	sfn:SFy_6283
ko:K02509	sfn:SFy_6285
ko:K01826	sfn:SFy_6286
ko:K00455	sfn:SFy_6289
ko:K00151	sfn:SFy_6290
ko:K05921	sfn:SFy_6292
ko:K01002	sfn:SFy_6302
ko:K02317	sfn:SFy_6307
ko:K13255	sfn:SFy_6317
ko:K00564	sfn:SFy_6319
ko:K02344	sfn:SFy_6320
ko:K03789	sfn:SFy_6321
ko:K08723	sfn:SFy_6322
ko:K02837	sfn:SFy_6324
ko:K04065	sfn:SFy_6325
ko:K03424	sfn:SFy_6329
ko:K01619	sfn:SFy_6335
ko:K00758	sfn:SFy_6337
ko:K01839	sfn:SFy_6340
ko:K03784	sfn:SFy_6341
ko:K02362	sfn:SFy_0640
ko:K07214	sfn:SFy_0644
ko:K02364	sfn:SFy_0646
ko:K02013	sfn:SFy_0653
ko:K02015	sfn:SFy_0654
ko:K02015	sfn:SFy_0655
ko:K08225	sfn:SFy_0656
ko:K02016	sfn:SFy_0658
ko:K02361	sfn:SFy_0659
ko:K02361	sfn:SFy_0660
ko:K02363	sfn:SFy_0662
ko:K01252	sfn:SFy_0663
ko:K00216	sfn:SFy_0665
ko:K06200	sfn:SFy_0667
ko:K08317	sfn:SFy_0669
ko:K14287	sfn:SFy_0670
ko:K03805	sfn:SFy_0680
ko:K03386	sfn:SFy_0681
ko:K03387	sfn:SFy_0684
ko:K11932	sfn:SFy_0686
ko:K06140	sfn:SFy_0691
ko:K01169	sfn:SFy_0692
ko:K09477	sfn:SFy_0693
ko:K09477	sfn:SFy_0694
ko:K05966	sfn:SFy_0695
ko:K05964	sfn:SFy_0698
ko:K01643	sfn:SFy_0700
ko:K01644	sfn:SFy_0702
ko:K01646	sfn:SFy_0703
ko:K01910	sfn:SFy_0705
ko:K02017	sfn:SFy_0710
ko:K00823	sfn:SFy_1876
ko:K03974	sfn:SFy_1878
ko:K03969	sfn:SFy_1879
ko:K03970	sfn:SFy_1880
ko:K03971	sfn:SFy_1882
ko:K03972	sfn:SFy_1883
ko:K02027	sfn:SFy_1890
ko:K02027	sfn:SFy_1891
ko:K02025	sfn:SFy_1892
ko:K02026	sfn:SFy_1893
ko:K04844	sfn:SFy_1902
ko:K01838	sfn:SFy_1903
ko:K10112	sfn:SFy_1904
ko:K14053	sfn:SFy_1906
ko:K14053	sfn:SFy_1907
ko:K06918	sfn:SFy_1909
ko:K08990	sfn:SFy_1910
ko:K03721	sfn:SFy_1911
ko:K11065	sfn:SFy_1912
ko:K14054	sfn:SFy_1914
ko:K06889	sfn:SFy_1917
ko:K06889	sfn:SFy_1919
ko:K06889	sfn:SFy_1920
ko:K10762	sfn:SFy_1930
ko:K11606	sfn:SFy_1957
ko:K03593	sfn:SFy_3076
ko:K01874	sfn:SFy_3078
ko:K02477	sfn:SFy_3108
ko:K02478	sfn:SFy_3109
ko:K05846	sfn:SFy_3134
ko:K05847	sfn:SFy_3137
ko:K05846	sfn:SFy_3140
ko:K05845	sfn:SFy_3141
ko:K05349	sfn:SFy_3143
ko:K03777	sfn:SFy_3145
ko:K07262	sfn:SFy_3146
ko:K05541	sfn:SFy_3155
ko:K16322	sfn:SFy_4329
ko:K01460	sfn:SFy_4331
ko:K11209	sfn:SFy_4333
ko:K04653	sfn:SFy_4334
ko:K04651	sfn:SFy_4336
ko:K03605	sfn:SFy_4338
ko:K06281	sfn:SFy_4340
ko:K06282	sfn:SFy_4344
ko:K01061	sfn:SFy_4347
ko:K03559	sfn:SFy_4351
ko:K03561	sfn:SFy_4352
ko:K01760	sfn:SFy_4353
ko:K08325	sfn:SFy_4359
ko:K06221	sfn:SFy_4361
ko:K00655	sfn:SFy_4370
ko:K02621	sfn:SFy_4373
ko:K07471	sfn:SFy_4374
ko:K07666	sfn:SFy_4376
ko:K07645	sfn:SFy_4377
ko:K03923	sfn:SFy_4379
ko:K02622	sfn:SFy_4382
ko:K07000	sfn:SFy_4383
ko:K03651	sfn:SFy_4384
ko:K09920	sfn:SFy_4385
ko:K01515	sfn:SFy_4387
ko:K12340	sfn:SFy_4388
ko:K07238	sfn:SFy_4395
ko:K02858	sfn:SFy_4397
ko:K09806	sfn:SFy_4398
ko:K03272	sfn:SFy_4413
ko:K00982	sfn:SFy_4414
ko:K03978	sfn:SFy_5620
ko:K09894	sfn:SFy_5621
ko:K07712	sfn:SFy_5624
ko:K07708	sfn:SFy_5625
ko:K01915	sfn:SFy_5627
ko:K06207	sfn:SFy_5630
ko:K03292	sfn:SFy_5641
ko:K03292	sfn:SFy_5642
ko:K03292	sfn:SFy_5643
ko:K15922	sfn:SFy_5645
ko:K18479	sfn:SFy_5647
ko:K01671	sfn:SFy_5648
ko:K08318	sfn:SFy_5649
ko:K18478	sfn:SFy_5650
ko:K07058	sfn:SFy_5653
ko:K07560	sfn:SFy_5654
ko:K02380	sfn:SFy_5669
ko:K00127	sfn:SFy_5670
ko:K00124	sfn:SFy_5671
ko:K00123	sfn:SFy_5673
ko:K00123	sfn:SFy_5674
ko:K02379	sfn:SFy_5675
ko:K18531	sfn:SFy_5679
ko:K18530	sfn:SFy_5680
ko:K11202	sfn:SFy_5681
ko:K11203	sfn:SFy_5681
ko:K11201	sfn:SFy_5682
ko:K03534	sfn:SFy_5683
ko:K01629	sfn:SFy_5685
ko:K01813	sfn:SFy_5688
ko:K00848	sfn:SFy_5689
ko:K02855	sfn:SFy_5692
ko:K02854	sfn:SFy_5694
ko:K02856	sfn:SFy_5695
ko:K02856	sfn:SFy_5696
ko:K04564	sfn:SFy_5697
ko:K03148	sfn:SFy_5821
ko:K00788	sfn:SFy_5822
ko:K03147	sfn:SFy_5824
ko:K07740	sfn:SFy_5826
ko:K03426	sfn:SFy_5827
ko:K01599	sfn:SFy_5828
ko:K05982	sfn:SFy_5830
ko:K09891	sfn:SFy_5832
ko:K05787	sfn:SFy_5833
ko:K07803	sfn:SFy_5837
ko:K07709	sfn:SFy_5838
ko:K01945	sfn:SFy_5841
ko:K00602	sfn:SFy_5843
ko:K00651	sfn:SFy_5848
ko:K01638	sfn:SFy_5849
ko:K01638	sfn:SFy_5851
ko:K01637	sfn:SFy_5852
ko:K00906	sfn:SFy_5854
ko:K00906	sfn:SFy_5856
ko:K13053	sfn:SFy_1311
ko:K18691	sfn:SFy_3700
ko:K18697	sfn:SFy_3703
ko:K18702	sfn:SFy_3460
ko:K18765	sfn:SFy_4695
ko:K11741	sfn:SFy_6180
ko:K21039	sfn:SFy_0708
ko:K18850	sfn:SFy_1621
ko:K18837	sfn:SFy_4280
ko:K18889	sfn:SFy_0496
ko:K18838	sfn:SFy_1471
ko:K14227	sfn:SFy_tRNA1
ko:K14227	sfn:SFy_tRNA71
ko:K14218	sfn:SFy_tRNA2
ko:K14218	sfn:SFy_tRNA72
ko:K03630	sfn:SFy_1467
ko:K18862	sfn:SFy_1762
ko:K13654	sfn:SFy_2526
ko:K21645	sfn:SFy_6019
ko:K18898	sfn:SFy_5044
ko:K18899	sfn:SFy_5125
ko:K18899	sfn:SFy_5126
ko:K18898	sfn:SFy_5127
ko:K18920	sfn:SFy_5115
ko:K18842	sfn:SFy_4881
ko:K20861	sfn:SFy_1080
ko:K18862	sfn:SFy_5084
ko:K18862	sfn:SFy_5086
ko:K18862	sfn:SFy_5091
ko:K18841	sfn:SFy_4882
ko:K20866	sfn:SFy_5652
ko:K20881	sfn:SFy_4857
ko:K20862	sfn:SFy_5549
ko:K18800	sfn:SFy_4118
ko:K18657	sfn:SFy_1300
ko:K18918	sfn:SFy_2223
ko:K18862	sfn:SFy_5088
ko:K18778	sfn:SFy_0125
ko:K18890	sfn:SFy_0497
ko:K18790	sfn:SFy_1442
ko:K18831	sfn:SFy_4460
ko:K18838	sfn:SFy_4279
ko:K07480	sfn:SFy_1437
ko:K03630	sfn:SFy_4276
ko:K03553	sfn:SFy_3869
ko:K01977	sfn:SFy_rRNA17
ko:K01977	sfn:SFy_rRNA22
ko:K01977	sfn:SFy_rRNA20
ko:K01977	sfn:SFy_rRNA19
ko:K01977	sfn:SFy_rRNA18
ko:K01977	sfn:SFy_rRNA21
ko:K01977	sfn:SFy_rRNA16
ko:K18929	sfn:SFy_0350
ko:K07480	sfn:SFy_0024
ko:K07480	sfn:SFy_1288
ko:K07480	sfn:SFy_1289
ko:K07480	sfn:SFy_2497
ko:K07480	sfn:SFy_2511
ko:K07480	sfn:SFy_2519
ko:K07480	sfn:SFy_4996
ko:K07480	sfn:SFy_5003
ko:K07480	sfn:SFy_5021
ko:K07480	sfn:SFy_5030
ko:K07480	sfn:SFy_5045
ko:K07480	sfn:SFy_6266
ko:K07480	sfn:SFy_6312
ko:K07480	sfn:SFy_6313
ko:K07480	sfn:SFy_0100
ko:K07480	sfn:SFy_1371
ko:K07480	sfn:SFy_2594
ko:K07480	sfn:SFy_2605
ko:K07480	sfn:SFy_3805
ko:K11685	sfn:SFy_3831
ko:K07480	sfn:SFy_5075
ko:K07480	sfn:SFy_5119
ko:K07480	sfn:SFy_0174
ko:K07480	sfn:SFy_1430
ko:K08151	sfn:SFy_1455
ko:K07480	sfn:SFy_1461
ko:K07480	sfn:SFy_3910
ko:K07480	sfn:SFy_5130
ko:K07480	sfn:SFy_5161
ko:K07480	sfn:SFy_5166
ko:K07480	sfn:SFy_5178
ko:K07480	sfn:SFy_5186
ko:K07480	sfn:SFy_2723
ko:K07480	sfn:SFy_2777
ko:K07480	sfn:SFy_3968
ko:K07480	sfn:SFy_3973
ko:K07480	sfn:SFy_5212
ko:K07480	sfn:SFy_5233
ko:K07480	sfn:SFy_0335
ko:K07480	sfn:SFy_0344
ko:K07480	sfn:SFy_0356
ko:K07480	sfn:SFy_5287
ko:K03894	sfn:SFy_5294
ko:K03896	sfn:SFy_5295
ko:K03895	sfn:SFy_5296
ko:K07480	sfn:SFy_5309
ko:K07480	sfn:SFy_5310
ko:K07480	sfn:SFy_5333
ko:K07480	sfn:SFy_5351
ko:K07480	sfn:SFy_0394
ko:K07480	sfn:SFy_0460
ko:K07480	sfn:SFy_1669
ko:K03503	sfn:SFy_1699
ko:K03502	sfn:SFy_1700
ko:K07480	sfn:SFy_2881
ko:K07480	sfn:SFy_2898
ko:K12684	sfn:SFy_5421
ko:K05839	sfn:SFy_0512
ko:K07480	sfn:SFy_1731
ko:K03746	sfn:SFy_1782
ko:K07480	sfn:SFy_1789
ko:K07480	sfn:SFy_2962
ko:K07480	sfn:SFy_4159
ko:K07480	sfn:SFy_4170
ko:K07480	sfn:SFy_4198
ko:K12684	sfn:SFy_4230
ko:K12684	sfn:SFy_4239
ko:K07480	sfn:SFy_5469
ko:K07480	sfn:SFy_5489
ko:K07480	sfn:SFy_5490
ko:K07480	sfn:SFy_0569
ko:K07480	sfn:SFy_0588
ko:K07796	sfn:SFy_0603
ko:K07810	sfn:SFy_0605
ko:K07480	sfn:SFy_3010
ko:K07480	sfn:SFy_3040
ko:K07480	sfn:SFy_3069
ko:K07480	sfn:SFy_4257
ko:K07480	sfn:SFy_4290
ko:K07480	sfn:SFy_4293
ko:K07480	sfn:SFy_4294
ko:K07480	sfn:SFy_5541
ko:K05785	sfn:SFy_5588
ko:K07480	sfn:SFy_0649
ko:K07480	sfn:SFy_0706
ko:K07480	sfn:SFy_1887
ko:K07480	sfn:SFy_1940
ko:K07480	sfn:SFy_3073
ko:K07480	sfn:SFy_3087
ko:K07480	sfn:SFy_3098
ko:K07480	sfn:SFy_3104
ko:K07480	sfn:SFy_3125
ko:K07480	sfn:SFy_4404
ko:K07480	sfn:SFy_4411
ko:K07480	sfn:SFy_5638
ko:K07480	sfn:SFy_5657
ko:K07480	sfn:SFy_5676
ko:K03646	sfn:SFy_0737
ko:K07480	sfn:SFy_1964
ko:K07480	sfn:SFy_1988
ko:K07480	sfn:SFy_2016
ko:K07480	sfn:SFy_3201
ko:K07480	sfn:SFy_4480
ko:K07480	sfn:SFy_2443
ko:K07480	sfn:SFy_2469
ko:K07480	sfn:SFy_2479
ko:K07480	sfn:SFy_2484
ko:K07480	sfn:SFy_6188
ko:K07480	sfn:SFy_6222
ko:K07480	sfn:SFy_6228
ko:K07480	sfn:SFy_0798
ko:K03169	sfn:SFy_2086
ko:K07480	sfn:SFy_4533
ko:K07480	sfn:SFy_4538
ko:K08323	sfn:SFy_5780
ko:K07480	sfn:SFy_5784
ko:K07480	sfn:SFy_2139
ko:K07480	sfn:SFy_2149
ko:K07480	sfn:SFy_2164
ko:K07480	sfn:SFy_3342
ko:K08722	sfn:SFy_3366
ko:K07724	sfn:SFy_4612
ko:K07480	sfn:SFy_5912
ko:K07480	sfn:SFy_2199
ko:K07480	sfn:SFy_2208
ko:K07480	sfn:SFy_3429
ko:K07480	sfn:SFy_4656
ko:K07480	sfn:SFy_4659
ko:K07480	sfn:SFy_4709
ko:K07480	sfn:SFy_4716
ko:K07480	sfn:SFy_5957
ko:K03674	sfn:SFy_1086
ko:K07480	sfn:SFy_6022
ko:K07480	sfn:SFy_6037
ko:K07480	sfn:SFy_6051
ko:K07480	sfn:SFy_6060
ko:K07480	sfn:SFy_6082
ko:K07480	sfn:SFy_1127
ko:K10748	sfn:SFy_2335
ko:K07480	sfn:SFy_2348
ko:K04565	sfn:SFy_2396
ko:K07480	sfn:SFy_3554
ko:K07480	sfn:SFy_6146
ko:K07480	sfn:SFy_6152
ko:K07480	sfn:SFy_6174
ko:K03668	sfn:SFy_2595
ko:K03668	sfn:SFy_2606
ko:K00335	sfn:SFy_3357
ko:K01185	sfn:SFy_0942
ko:K14228	sfn:SFy_tRNA58
ko:K14223	sfn:SFy_tRNA10
ko:K14223	sfn:SFy_tRNA11
ko:K14223	sfn:SFy_tRNA13
ko:K14223	sfn:SFy_tRNA14
ko:K14225	sfn:SFy_tRNA18
ko:K14225	sfn:SFy_tRNA22
ko:K14225	sfn:SFy_tRNA47
ko:K14225	sfn:SFy_tRNA79
ko:K14225	sfn:SFy_tRNA86
ko:K14225	sfn:SFy_tRNA64
ko:K14233	sfn:SFy_tRNA90
ko:K14233	sfn:SFy_tRNA92
ko:K14233	sfn:SFy_tRNA91
ko:K14233	sfn:SFy_tRNA76
ko:K14233	sfn:SFy_tRNA65
ko:K14236	sfn:SFy_tRNA89
ko:K14236	sfn:SFy_tRNA46
ko:K14222	sfn:SFy_tRNA81
ko:K14225	sfn:SFy_tRNA80
ko:K14225	sfn:SFy_tRNA51
ko:K14225	sfn:SFy_tRNA50
ko:K14225	sfn:SFy_tRNA53
ko:K14225	sfn:SFy_tRNA52
ko:K14220	sfn:SFy_tRNA24
ko:K14220	sfn:SFy_tRNA26
ko:K14220	sfn:SFy_tRNA25
ko:K14220	sfn:SFy_tRNA75
ko:K14232	sfn:SFy_tRNA27
ko:K14232	sfn:SFy_tRNA59
ko:K14218	sfn:SFy_tRNA73
ko:K14218	sfn:SFy_tRNA74
ko:K03976	sfn:SFy_0540
ko:K01985	sfn:SFy_rRNA11
ko:K01985	sfn:SFy_rRNA12
ko:K01985	sfn:SFy_rRNA14
ko:K01985	sfn:SFy_rRNA15
ko:K01985	sfn:SFy_rRNA9
ko:K01985	sfn:SFy_rRNA8
ko:K01985	sfn:SFy_rRNA10
ko:K01985	sfn:SFy_rRNA13
ko:K07497	sfn:SFy_4075
ko:K07497	sfn:SFy_0672
ko:K07497	sfn:SFy_0923
ko:K07497	sfn:SFy_0930
ko:K07497	sfn:SFy_1167
ko:K07497	sfn:SFy_1518
ko:K07497	sfn:SFy_2297
ko:K07497	sfn:SFy_2576
ko:K07497	sfn:SFy_2637
ko:K07497	sfn:SFy_2753
ko:K07497	sfn:SFy_2923
ko:K07497	sfn:SFy_3278
ko:K07497	sfn:SFy_3445
ko:K07497	sfn:SFy_6063
ko:K19055	sfn:SFy_2055
ko:K07483	sfn:SFy_0901
ko:K07483	sfn:SFy_0927
ko:K07483	sfn:SFy_0944
ko:K07483	sfn:SFy_1071
ko:K07483	sfn:SFy_1195
ko:K07483	sfn:SFy_1200
ko:K07483	sfn:SFy_1217
ko:K07483	sfn:SFy_1426
ko:K07483	sfn:SFy_1495
ko:K07483	sfn:SFy_1527
ko:K07483	sfn:SFy_1801
ko:K07483	sfn:SFy_1923
ko:K07483	sfn:SFy_1947
ko:K07483	sfn:SFy_1971
ko:K07483	sfn:SFy_1990
ko:K07483	sfn:SFy_2057
ko:K07483	sfn:SFy_2225
ko:K07483	sfn:SFy_2565
ko:K07483	sfn:SFy_2584
ko:K07483	sfn:SFy_2643
ko:K07483	sfn:SFy_2907
ko:K07483	sfn:SFy_2926
ko:K07483	sfn:SFy_2944
ko:K07483	sfn:SFy_3724
ko:K07483	sfn:SFy_3924
ko:K07483	sfn:SFy_4643
ko:K07483	sfn:SFy_5343
ko:K07483	sfn:SFy_6257
ko:K03526	sfn:SFy_3642
ko:K14742	sfn:SFy_2035
ko:K00344	sfn:SFy_5968
ko:K14219	sfn:SFy_tRNA28
ko:K07483	sfn:SFy_5117
ko:K07497	sfn:SFy_0635
ko:K07497	sfn:SFy_5116
ko:K05396	sfn:SFy_2806
