ko:K19504	senl:IY59_22800
ko:K08303	senl:IY59_07685
ko:K08641	senl:IY59_07710
ko:K00137	senl:IY59_07720
ko:K09936	senl:IY59_07755
ko:K03823	senl:IY59_07760
ko:K13654	senl:IY59_07770
ko:K02014	senl:IY59_07775
ko:K11738	senl:IY59_07790
ko:K00675	senl:IY59_07800
ko:K00374	senl:IY59_07810
ko:K00373	senl:IY59_07815
ko:K00371	senl:IY59_07820
ko:K00370	senl:IY59_07825
ko:K02575	senl:IY59_07830
ko:K08167	senl:IY59_07840
ko:K16076	senl:IY59_07850
ko:K08349	senl:IY59_07870
ko:K08350	senl:IY59_07875
ko:K13953	senl:IY59_07880
ko:K00027	senl:IY59_07885
ko:K02972	senl:IY59_07890
ko:K04063	senl:IY59_07900
ko:K03186	senl:IY59_12160
ko:K01586	senl:IY59_12180
ko:K06714	senl:IY59_12185
ko:K00764	senl:IY59_12190
ko:K03558	senl:IY59_12195
ko:K03749	senl:IY59_12205
ko:K11754	senl:IY59_12210
ko:K01963	senl:IY59_12215
ko:K03975	senl:IY59_12220
ko:K06173	senl:IY59_12225
ko:K03473	senl:IY59_12235
ko:K07052	senl:IY59_12270
ko:K00647	senl:IY59_12275
ko:K15461	senl:IY59_12280
ko:K09906	senl:IY59_12290
ko:K07090	senl:IY59_12295
ko:K07261	senl:IY59_12300
ko:K01736	senl:IY59_12305
ko:K07320	senl:IY59_12310
ko:K08296	senl:IY59_12320
ko:K01782	senl:IY59_12325
ko:K06076	senl:IY59_12340
ko:K04754	senl:IY59_12345
ko:K08477	senl:IY59_12380
ko:K08476	senl:IY59_12385
ko:K08475	senl:IY59_12390
ko:K08478	senl:IY59_12395
ko:K11382	senl:IY59_12400
ko:K12974	senl:IY59_12415
ko:K14261	senl:IY59_12420
ko:K00845	senl:IY59_12425
ko:K00790	senl:IY59_16600
ko:K07122	senl:IY59_16610
ko:K07323	senl:IY59_16615
ko:K02067	senl:IY59_16620
ko:K02066	senl:IY59_16625
ko:K02065	senl:IY59_16630
ko:K07301	senl:IY59_16635
ko:K06041	senl:IY59_16640
ko:K03270	senl:IY59_16645
ko:K11719	senl:IY59_16650
ko:K09774	senl:IY59_16655
ko:K06861	senl:IY59_16660
ko:K03092	senl:IY59_16665
ko:K05808	senl:IY59_16670
ko:K02806	senl:IY59_16675
ko:K06958	senl:IY59_16680
ko:K08485	senl:IY59_16685
ko:K03814	senl:IY59_16695
ko:K07648	senl:IY59_16705
ko:K07139	senl:IY59_16710
ko:K00265	senl:IY59_16730
ko:K00266	senl:IY59_16735
ko:K10974	senl:IY59_16745
ko:K01485	senl:IY59_16750
ko:K00885	senl:IY59_16760
ko:K01788	senl:IY59_16765
ko:K03290	senl:IY59_16770
ko:K01639	senl:IY59_16775
ko:K03600	senl:IY59_16785
ko:K03599	senl:IY59_16790
ko:K02996	senl:IY59_16800
ko:K02871	senl:IY59_16805
ko:K06916	senl:IY59_16810
ko:K09908	senl:IY59_16815
ko:K04772	senl:IY59_16820
ko:K04691	senl:IY59_16825
ko:K01572	senl:IY59_16835
ko:K01571	senl:IY59_16840
ko:K01573	senl:IY59_16845
ko:K03780	senl:IY59_16850
ko:K03779	senl:IY59_16855
ko:K00928	senl:IY59_21140
ko:K01810	senl:IY59_21145
ko:K13256	senl:IY59_21170
ko:K10110	senl:IY59_21175
ko:K10109	senl:IY59_21180
ko:K10108	senl:IY59_21185
ko:K10111	senl:IY59_21190
ko:K02024	senl:IY59_21195
ko:K05775	senl:IY59_21200
ko:K03181	senl:IY59_21205
ko:K03179	senl:IY59_21210
ko:K00631	senl:IY59_21215
ko:K00901	senl:IY59_21220
ko:K01356	senl:IY59_21225
ko:K03327	senl:IY59_21230
ko:K09823	senl:IY59_21245
ko:K05539	senl:IY59_21255
ko:K01775	senl:IY59_21275
ko:K00832	senl:IY59_21280
ko:K03788	senl:IY59_21285
ko:K03701	senl:IY59_21310
ko:K03111	senl:IY59_21325
ko:K13631	senl:IY59_21370
ko:K13639	senl:IY59_21375
ko:K00799	senl:IY59_21380
ko:K06901	senl:IY59_21385
ko:K06144	senl:IY59_18045
ko:K06149	senl:IY59_18050
ko:K03305	senl:IY59_18055
ko:K15984	senl:IY59_18060
ko:K01414	senl:IY59_18065
ko:K07115	senl:IY59_18075
ko:K00383	senl:IY59_18080
ko:K01424	senl:IY59_18085
ko:K07792	senl:IY59_18090
ko:K03710	senl:IY59_18105
ko:K01194	senl:IY59_18110
ko:K07058	senl:IY59_18135
ko:K07290	senl:IY59_18145
ko:K00874	senl:IY59_18155
ko:K11103	senl:IY59_18165
ko:K00694	senl:IY59_18190
ko:K18862	senl:IY59_18220
ko:K12372	senl:IY59_18235
ko:K12371	senl:IY59_18240
ko:K12370	senl:IY59_18245
ko:K12369	senl:IY59_18250
ko:K12368	senl:IY59_18255
ko:K13637	senl:IY59_22595
ko:K01867	senl:IY59_22600
ko:K06887	senl:IY59_22610
ko:K01779	senl:IY59_22615
ko:K01305	senl:IY59_22625
ko:K00135	senl:IY59_22665
ko:K01153	senl:IY59_22690
ko:K01154	senl:IY59_22695
ko:K03427	senl:IY59_22700
ko:K07448	senl:IY59_22705
ko:K07448	senl:IY59_22710
ko:K03427	senl:IY59_22725
ko:K09803	senl:IY59_22745
ko:K01002	senl:IY59_22810
ko:K02317	senl:IY59_22825
ko:K13255	senl:IY59_22855
ko:K01066	senl:IY59_20235
ko:K07038	senl:IY59_02705
ko:K14761	senl:IY59_02710
ko:K01491	senl:IY59_02715
ko:K07345	senl:IY59_02720
ko:K07351	senl:IY59_02725
ko:K07346	senl:IY59_02730
ko:K07347	senl:IY59_02735
ko:K07350	senl:IY59_02740
ko:K07348	senl:IY59_02745
ko:K07688	senl:IY59_02750
ko:K08088	senl:IY59_02755
ko:K08087	senl:IY59_02765
ko:K07644	senl:IY59_02805
ko:K11732	senl:IY59_02840
ko:K16053	senl:IY59_02845
ko:K12686	senl:IY59_02850
ko:K10679	senl:IY59_02855
ko:K18325	senl:IY59_02870
ko:K06048	senl:IY59_02880
ko:K02362	senl:IY59_02885
ko:K07214	senl:IY59_02895
ko:K02364	senl:IY59_02905
ko:K02013	senl:IY59_02915
ko:K02015	senl:IY59_02920
ko:K02015	senl:IY59_02925
ko:K08225	senl:IY59_02930
ko:K02016	senl:IY59_02935
ko:K02361	senl:IY59_02940
ko:K02363	senl:IY59_02945
ko:K01252	senl:IY59_02950
ko:K00216	senl:IY59_02955
ko:K06200	senl:IY59_02965
ko:K08317	senl:IY59_02975
ko:K14287	senl:IY59_02980
ko:K18919	senl:IY59_07350
ko:K03297	senl:IY59_07405
ko:K14061	senl:IY59_07410
ko:K03737	senl:IY59_07420
ko:K03668	senl:IY59_07435
ko:K03778	senl:IY59_07440
ko:K09978	senl:IY59_07455
ko:K01118	senl:IY59_07465
ko:K03578	senl:IY59_07470
ko:K12262	senl:IY59_07480
ko:K02029	senl:IY59_07505
ko:K02028	senl:IY59_07510
ko:K02029	senl:IY59_07515
ko:K02030	senl:IY59_07520
ko:K15349	senl:IY59_07530
ko:K00121	senl:IY59_07550
ko:K05876	senl:IY59_07555
ko:K03929	senl:IY59_07570
ko:K00098	senl:IY59_07590
ko:K00046	senl:IY59_07600
ko:K08323	senl:IY59_07605
ko:K14587	senl:IY59_07620
ko:K01911	senl:IY59_11885
ko:K02549	senl:IY59_11890
ko:K01661	senl:IY59_11895
ko:K08680	senl:IY59_11900
ko:K02551	senl:IY59_11905
ko:K02552	senl:IY59_11910
ko:K05594	senl:IY59_11915
ko:K02348	senl:IY59_11920
ko:K00784	senl:IY59_11925
ko:K03415	senl:IY59_11930
ko:K07114	senl:IY59_11935
ko:K03855	senl:IY59_00405
ko:K08368	senl:IY59_00410
ko:K11746	senl:IY59_00445
ko:K01525	senl:IY59_00460
ko:K06195	senl:IY59_00465
ko:K02528	senl:IY59_00470
ko:K00097	senl:IY59_00475
ko:K03771	senl:IY59_00480
ko:K04744	senl:IY59_00485
ko:K05801	senl:IY59_00490
ko:K06177	senl:IY59_00495
ko:K03580	senl:IY59_00500
ko:K02336	senl:IY59_00505
ko:K01804	senl:IY59_00525
ko:K00853	senl:IY59_00530
ko:K02099	senl:IY59_00535
ko:K02062	senl:IY59_00545
ko:K02063	senl:IY59_00550
ko:K02064	senl:IY59_00555
ko:K11925	senl:IY59_00560
ko:K01704	senl:IY59_00575
ko:K01703	senl:IY59_00580
ko:K00052	senl:IY59_00585
ko:K01649	senl:IY59_00590
ko:K05806	senl:IY59_00595
ko:K05798	senl:IY59_00600
ko:K01652	senl:IY59_00605
ko:K01653	senl:IY59_00610
ko:K03435	senl:IY59_00615
ko:K03925	senl:IY59_00620
ko:K03438	senl:IY59_00625
ko:K03586	senl:IY59_00630
ko:K03587	senl:IY59_00635
ko:K01928	senl:IY59_00640
ko:K01929	senl:IY59_00645
ko:K01000	senl:IY59_00650
ko:K01925	senl:IY59_00655
ko:K03588	senl:IY59_00660
ko:K02563	senl:IY59_00665
ko:K01924	senl:IY59_00670
ko:K01512	senl:IY59_04975
ko:K11179	senl:IY59_04980
ko:K13085	senl:IY59_05020
ko:K02484	senl:IY59_05040
ko:K07127	senl:IY59_05050
ko:K00484	senl:IY59_05055
ko:K00483	senl:IY59_05060
ko:K05921	senl:IY59_05070
ko:K00151	senl:IY59_05075
ko:K00455	senl:IY59_05080
ko:K01826	senl:IY59_05085
ko:K02509	senl:IY59_05090
ko:K02510	senl:IY59_05095
ko:K02511	senl:IY59_05100
ko:K02508	senl:IY59_05105
ko:K18997	senl:IY59_05120
ko:K05516	senl:IY59_05125
ko:K08344	senl:IY59_05135
ko:K03809	senl:IY59_05160
ko:K13821	senl:IY59_05180
ko:K11928	senl:IY59_05185
ko:K03307	senl:IY59_05205
ko:K01788	senl:IY59_05210
ko:K17948	senl:IY59_05215
ko:K12152	senl:IY59_09655
ko:K00566	senl:IY59_09660
ko:K07153	senl:IY59_09665
ko:K01756	senl:IY59_09670
ko:K07660	senl:IY59_09675
ko:K07637	senl:IY59_09680
ko:K18850	senl:IY59_09685
ko:K01258	senl:IY59_09695
ko:K11072	senl:IY59_09700
ko:K11071	senl:IY59_09705
ko:K15347	senl:IY59_09710
ko:K11070	senl:IY59_09715
ko:K11069	senl:IY59_09720
ko:K12410	senl:IY59_09725
ko:K00884	senl:IY59_09730
ko:K09808	senl:IY59_09735
ko:K09810	senl:IY59_09740
ko:K09808	senl:IY59_09745
ko:K03723	senl:IY59_09750
ko:K19236	senl:IY59_09755
ko:K12151	senl:IY59_09760
ko:K03885	senl:IY59_09775
ko:K07000	senl:IY59_09780
ko:K01207	senl:IY59_09785
ko:K07251	senl:IY59_09790
ko:K07337	senl:IY59_09795
ko:K02503	senl:IY59_09805
ko:K16088	senl:IY59_09810
ko:K02778	senl:IY59_09815
ko:K02779	senl:IY59_09815
ko:K03424	senl:IY59_09820
ko:K02341	senl:IY59_09825
ko:K00943	senl:IY59_09830
ko:K07082	senl:IY59_09835
ko:K02619	senl:IY59_09840
ko:K09458	senl:IY59_09845
ko:K02078	senl:IY59_09850
ko:K00059	senl:IY59_09855
ko:K00645	senl:IY59_09860
ko:K00648	senl:IY59_09865
ko:K03621	senl:IY59_09870
ko:K02911	senl:IY59_09875
ko:K07040	senl:IY59_09880
ko:K06179	senl:IY59_09900
ko:K08300	senl:IY59_09910
ko:K03563	senl:IY59_14145
ko:K01872	senl:IY59_14150
ko:K03565	senl:IY59_14155
ko:K03743	senl:IY59_14165
ko:K08305	senl:IY59_14170
ko:K02783	senl:IY59_14175
ko:K02782	senl:IY59_14180
ko:K02783	senl:IY59_14180
ko:K02781	senl:IY59_14185
ko:K01977	senl:IY59_01295
ko:K01977	senl:IY59_17080
ko:K01977	senl:IY59_20020
ko:K01977	senl:IY59_20785
ko:K01977	senl:IY59_21010
ko:K14218	senl:IY59_01305
ko:K14218	senl:IY59_20795
ko:K14218	senl:IY59_20030
ko:K14218	senl:IY59_12465
ko:K14218	senl:IY59_12470
ko:K01980	senl:IY59_01310
ko:K01980	senl:IY59_17070
ko:K01980	senl:IY59_21020
ko:K01980	senl:IY59_20800
ko:K01980	senl:IY59_20035
ko:K01980	senl:IY59_13440
ko:K01980	senl:IY59_19565
ko:K01985	senl:IY59_01315
ko:K01985	senl:IY59_13435
ko:K01985	senl:IY59_20040
ko:K01985	senl:IY59_19570
ko:K01985	senl:IY59_17065
ko:K01985	senl:IY59_21025
ko:K01985	senl:IY59_20805
ko:K01985	senl:IY59_17055
ko:K14221	senl:IY59_01320
ko:K14221	senl:IY59_19575
ko:K14221	senl:IY59_01375
ko:K14234	senl:IY59_01590
ko:K14234	senl:IY59_20830
ko:K14234	senl:IY59_20845
ko:K14219	senl:IY59_02770
ko:K14219	senl:IY59_09485
ko:K14219	senl:IY59_09580
ko:K14219	senl:IY59_12355
ko:K01992	senl:IY59_04000
ko:K01992	senl:IY59_04005
ko:K01992	senl:IY59_18020
ko:K14223	senl:IY59_03350
ko:K14223	senl:IY59_03355
ko:K14230	senl:IY59_03345
ko:K14230	senl:IY59_03365
ko:K14236	senl:IY59_06740
ko:K14236	senl:IY59_06745
ko:K14236	senl:IY59_20835
ko:K14220	senl:IY59_10205
ko:K14220	senl:IY59_10435
ko:K14220	senl:IY59_10225
ko:K14220	senl:IY59_10445
ko:K14232	senl:IY59_11545
ko:K14224	senl:IY59_13445
ko:K14224	senl:IY59_17075
ko:K14224	senl:IY59_19560
ko:K14224	senl:IY59_21015
ko:K14235	senl:IY59_19580
ko:K14226	senl:IY59_19755
ko:K08348	senl:IY59_07865
ko:K03722	senl:IY59_06415
ko:K14230	senl:IY59_16155
ko:K14228	senl:IY59_16520
ko:K14228	senl:IY59_22435
ko:K14229	senl:IY59_03675
ko:K14229	senl:IY59_12505
ko:K14229	senl:IY59_03700
ko:K14229	senl:IY59_03685
ko:K14229	senl:IY59_03695
ko:K14229	senl:IY59_03690
ko:K14237	senl:IY59_03680
ko:K14237	senl:IY59_12490
ko:K14237	senl:IY59_12495
ko:K14237	senl:IY59_12500
ko:K14237	senl:IY59_08600
ko:K14237	senl:IY59_08605
ko:K14232	senl:IY59_18285
ko:K14238	senl:IY59_18875
ko:K19416	senl:IY59_04985
ko:K07801	senl:IY59_06165
ko:K11645	senl:IY59_11090
ko:K07497	senl:IY59_10175
ko:K07497	senl:IY59_10185
ko:K07497	senl:IY59_01450
ko:K07497	senl:IY59_01595
ko:K07497	senl:IY59_02775
ko:K07497	senl:IY59_12965
ko:K07497	senl:IY59_22530
ko:K07497	senl:IY59_22540
ko:K07497	senl:IY59_13850
ko:K07497	senl:IY59_13860
ko:K11745	senl:IY59_00450
ko:K19335	senl:IY59_07175
ko:K03722	senl:IY59_04030
ko:K01582	senl:IY59_01220
ko:K14219	senl:IY59_14125
ko:K14219	senl:IY59_14130
ko:K14219	senl:IY59_14135
ko:K14232	senl:IY59_19765
ko:K19353	senl:IY59_20720
ko:K19337	senl:IY59_05880
ko:K01977	senl:IY59_13450
ko:K01977	senl:IY59_19555
ko:K14234	senl:IY59_17060
ko:K14219	senl:IY59_19750
ko:K19304	senl:IY59_05865
ko:K19505	senl:IY59_22775
ko:K19334	senl:IY59_22330
ko:K19302	senl:IY59_04275
ko:K14230	senl:IY59_14990
ko:K14230	senl:IY59_16505
ko:K14230	senl:IY59_14995
ko:K14228	senl:IY59_19760
ko:K14228	senl:IY59_22870
ko:K14228	senl:IY59_22880
ko:K14228	senl:IY59_22875
ko:K14233	senl:IY59_04505
ko:K14233	senl:IY59_10170
ko:K14233	senl:IY59_04990
ko:K14233	senl:IY59_10195
ko:K14233	senl:IY59_14140
ko:K14225	senl:IY59_05595
ko:K14225	senl:IY59_21835
ko:K14225	senl:IY59_21840
ko:K14225	senl:IY59_21845
ko:K14225	senl:IY59_20840
ko:K14222	senl:IY59_05600
ko:K15354	senl:IY59_04815
ko:K01175	senl:IY59_03450
ko:K14227	senl:IY59_01300
ko:K14227	senl:IY59_20790
ko:K14227	senl:IY59_20025
ko:K19354	senl:IY59_18660
ko:K14225	senl:IY59_15240
ko:K19336	senl:IY59_07170
ko:K19333	senl:IY59_06305
ko:K21637	senl:IY59_15725
ko:K14223	senl:IY59_03335
ko:K14223	senl:IY59_03340
ko:K14228	senl:IY59_03360
ko:K14228	senl:IY59_05605
ko:K14231	senl:IY59_15650
ko:K14231	senl:IY59_21675
ko:K18868	senl:IY59_23110
ko:K01978	senl:IY59_23115
ko:K07713	senl:IY59_20995
ko:K02483	senl:IY59_05045
ko:K03293	senl:IY59_19745
ko:K07274	senl:IY59_09355
ko:K06884	senl:IY59_06890
ko:K06884	senl:IY59_08140
ko:K00632	senl:IY59_12330
ko:K06884	senl:IY59_05165
ko:K02031	senl:IY59_09505
ko:K01785	senl:IY59_20175
ko:K01096	senl:IY59_06985
ko:K19303	senl:IY59_08555
ko:K19510	senl:IY59_22805
ko:K19507	senl:IY59_22785
ko:K00042	senl:IY59_02605
ko:K19611	senl:IY59_02890
ko:K11209	senl:IY59_12120
ko:K19506	senl:IY59_22780
ko:K02257	senl:IY59_02200
ko:K19508	senl:IY59_22790
ko:K19509	senl:IY59_22795
ko:K18148	senl:IY59_01545
ko:K05799	senl:IY59_00790
ko:K02796	senl:IY59_06360
ko:K19592	senl:IY59_01750
ko:K19594	senl:IY59_01735
ko:K00525	senl:IY59_11740
ko:K19709	senl:IY59_08930
ko:K19688	senl:IY59_04205
ko:K05875	senl:IY59_05720
ko:K05875	senl:IY59_16170
ko:K19745	senl:IY59_16970
ko:K19778	senl:IY59_07905
ko:K19776	senl:IY59_19265
ko:K00799	senl:IY59_04260
ko:K06131	senl:IY59_03985
ko:K00799	senl:IY59_12115
ko:K06132	senl:IY59_10095
ko:K07119	senl:IY59_07765
ko:K15777	senl:IY59_16025
ko:K07147	senl:IY59_16975
ko:K19784	senl:IY59_19350
ko:K19802	senl:IY59_07140
ko:K06148	senl:IY59_21355
ko:K19803	senl:IY59_11460
ko:K19804	senl:IY59_06995
ko:K07805	senl:IY59_09605
ko:K01582	senl:IY59_13215
ko:K19810	senl:IY59_21740
ko:K07662	senl:IY59_20395
ko:K07126	senl:IY59_02195
ko:K07126	senl:IY59_02190
ko:K01185	senl:IY59_06040
ko:K02485	senl:IY59_06770
ko:K03445	senl:IY59_19005
ko:K00042	senl:IY59_16325
ko:K01139	senl:IY59_18835
ko:K00146	senl:IY59_15715
ko:K01271	senl:IY59_20000
ko:K09017	senl:IY59_05170
ko:K03973	senl:IY59_07105
ko:K02032	senl:IY59_09500
ko:K00249	senl:IY59_04230
ko:K00344	senl:IY59_21265
ko:K00996	senl:IY59_10795
ko:K21638	senl:IY59_05115
ko:K21636	senl:IY59_22245
ko:K20023	senl:IY59_18610
ko:K20265	senl:IY59_12175
ko:K07686	senl:IY59_19045
ko:K20276	senl:IY59_13590
ko:K19591	senl:IY59_02500
ko:K01612	senl:IY59_14630
ko:K07448	senl:IY59_22715
ko:K01236	senl:IY59_07915
ko:K20542	senl:IY59_18180
ko:K20534	senl:IY59_02790
ko:K20543	senl:IY59_18175
ko:K20534	senl:IY59_12365
ko:K20541	senl:IY59_18185
ko:K21394	senl:IY59_18480
ko:K22132	senl:IY59_14980
ko:K20609	senl:IY59_07645
ko:K01214	senl:IY59_07925
ko:K02438	senl:IY59_17775
ko:K21029	senl:IY59_04165
ko:K21021	senl:IY59_13510
ko:K21023	senl:IY59_17030
ko:K21084	senl:IY59_11005
ko:K04333	senl:IY59_10125
ko:K21085	senl:IY59_05385
ko:K21086	senl:IY59_18150
ko:K21087	senl:IY59_06535
ko:K21089	senl:IY59_11190
ko:K08968	senl:IY59_06280
ko:K00821	senl:IY59_17440
ko:K21090	senl:IY59_06385
ko:K00525	senl:IY59_14055
ko:K00526	senl:IY59_14060
ko:K00287	senl:IY59_00455
ko:K06217	senl:IY59_05195
ko:K03553	senl:IY59_14160
ko:K03676	senl:IY59_18635
ko:K01520	senl:IY59_18780
ko:K00558	senl:IY59_05360
ko:K14744	senl:IY59_06045
ko:K03791	senl:IY59_06115
ko:K00560	senl:IY59_15050
ko:K07313	senl:IY59_06250
ko:K16711	senl:IY59_10885
ko:K03546	senl:IY59_01970
ko:K06197	senl:IY59_06680
ko:K00857	senl:IY59_06785
ko:K10906	senl:IY59_07290
ko:K02316	senl:IY59_16140
ko:K14059	senl:IY59_07395
ko:K02314	senl:IY59_21270
ko:K06217	senl:IY59_03315
ko:K06223	senl:IY59_17515
ko:K11089	senl:IY59_17695
ko:K04068	senl:IY59_22240
ko:K06866	senl:IY59_13385
ko:K06905	senl:IY59_13615
ko:K06906	senl:IY59_13620
ko:K06908	senl:IY59_13640
ko:K06907	senl:IY59_13645
ko:K06903	senl:IY59_13680
ko:K01185	senl:IY59_13710
ko:K06223	senl:IY59_13785
ko:K02315	senl:IY59_22820
ko:K14059	senl:IY59_04785
ko:K06191	senl:IY59_14045
ko:K03292	senl:IY59_00780
ko:K05934	senl:IY59_10515
ko:K00526	senl:IY59_11745
ko:K02335	senl:IY59_20080
ko:K13695	senl:IY59_09005
ko:K21393	senl:IY59_18485
ko:K21430	senl:IY59_04255
ko:K21395	senl:IY59_18490
ko:K21449	senl:IY59_18580
ko:K21470	senl:IY59_04735
ko:K01420	senl:IY59_07250
ko:K21602	senl:IY59_18460
ko:K21645	senl:IY59_03745
ko:K21739	senl:IY59_02820
ko:K21740	senl:IY59_02825
ko:K21741	senl:IY59_02830
ko:K21746	senl:IY59_02815
ko:K21698	senl:IY59_16920
ko:K21695	senl:IY59_16915
ko:K21759	senl:IY59_14635
ko:K21948	senl:IY59_14605
ko:K13638	senl:IY59_17160
ko:K21990	senl:IY59_12350
ko:K22041	senl:IY59_09765
ko:K22015	senl:IY59_21485
ko:K22015	senl:IY59_21480
ko:K22024	senl:IY59_00860
ko:K22044	senl:IY59_04060
ko:K22025	senl:IY59_14590
ko:K22051	senl:IY59_21810
ko:K08319	senl:IY59_14610
ko:K22131	senl:IY59_14595
ko:K01816	senl:IY59_02600
ko:K14274	senl:IY59_13490
ko:K22130	senl:IY59_14600
ko:K22129	senl:IY59_00855
ko:K03595	senl:IY59_13320
ko:K22105	senl:IY59_20760
ko:K22104	senl:IY59_16780
ko:K22110	senl:IY59_20355
ko:K22110	senl:IY59_05220
ko:K22110	senl:IY59_20155
ko:K22270	senl:IY59_11265
ko:K03079	senl:IY59_18505
ko:K08994	senl:IY59_08065
ko:K03078	senl:IY59_18500
ko:K03077	senl:IY59_18510
ko:K03077	senl:IY59_00520
ko:K15634	senl:IY59_23010
ko:K22397	senl:IY59_17750
ko:K22293	senl:IY59_08155
ko:K13566	senl:IY59_01515
ko:K11206	senl:IY59_03120
ko:K22488	senl:IY59_14390
ko:K22486	senl:IY59_14400
ko:K22489	senl:IY59_14620
ko:K22501	senl:IY59_06555
ko:K00424	senl:IY59_03630
ko:K22487	senl:IY59_14380
ko:K22505	senl:IY59_14375
ko:K22512	senl:IY59_14495
ko:K22504	senl:IY59_14510
ko:K22506	senl:IY59_14490
ko:K22507	senl:IY59_14470
ko:K22508	senl:IY59_14465
ko:K22509	senl:IY59_14460
ko:K22510	senl:IY59_14455
ko:K22511	senl:IY59_14505
ko:K22513	senl:IY59_14485
ko:K22514	senl:IY59_14480
