ko:K02495	senb:BN855_40700
ko:K02466	senb:BN855_28730
ko:K03406	senb:BN855_36520
ko:K04085	senb:BN855_36530
ko:K06149	senb:BN855_36680
ko:K00383	senb:BN855_36750
ko:K01424	senb:BN855_36760
ko:K07792	senb:BN855_36770
ko:K06889	senb:BN855_44530
ko:K03476	senb:BN855_44550
ko:K03475	senb:BN855_44560
ko:K02822	senb:BN855_44570
ko:K02821	senb:BN855_44580
ko:K03079	senb:BN855_44600
ko:K03077	senb:BN855_44610
ko:K07757	senb:BN855_8200
ko:K07258	senb:BN855_8440
ko:K00027	senb:BN855_16120
ko:K13953	senb:BN855_16130
ko:K08350	senb:BN855_16140
ko:K04067	senb:BN855_4800
ko:K00939	senb:BN855_4870
ko:K03455	senb:BN855_4920
ko:K02035	senb:BN855_12840
ko:K02033	senb:BN855_12850
ko:K16076	senb:BN855_16180
ko:K08167	senb:BN855_16200
ko:K00374	senb:BN855_16270
ko:K02014	senb:BN855_16340
ko:K02775	senb:BN855_16600
ko:K03475	senb:BN855_24250
ko:K02822	senb:BN855_24260
ko:K02821	senb:BN855_24270
ko:K01760	senb:BN855_32380
ko:K06221	senb:BN855_32430
ko:K07666	senb:BN855_32560
ko:K01515	senb:BN855_32650
ko:K02858	senb:BN855_32750
ko:K09806	senb:BN855_32760
ko:K00974	senb:BN855_32840
ko:K01048	senb:BN855_40320
ko:K03498	senb:BN855_40570
ko:K00230	senb:BN855_40580
ko:K02414	senb:BN855_20590
ko:K07126	senb:BN855_20920
ko:K04652	senb:BN855_28950
ko:K04655	senb:BN855_28980
ko:K11604	senb:BN855_29010
ko:K11607	senb:BN855_29020
ko:K13284	senb:BN855_29220
ko:K13287	senb:BN855_29230
ko:K13286	senb:BN855_29240
ko:K13285	senb:BN855_29250
ko:K00090	senb:BN855_37280
ko:K01119	senb:BN855_44750
ko:K01082	senb:BN855_44760
ko:K07304	senb:BN855_44800
ko:K01507	senb:BN855_44870
ko:K00010	senb:BN855_45000
ko:K00010	senb:BN855_45080
ko:K04093	senb:BN855_12980
ko:K05844	senb:BN855_8560
ko:K03475	senb:BN855_8650
ko:K02822	senb:BN855_8660
ko:K09998	senb:BN855_8690
ko:K10000	senb:BN855_8720
ko:K16012	senb:BN855_8980
ko:K16013	senb:BN855_8990
ko:K06971	senb:BN855_16610
ko:K03929	senb:BN855_16690
ko:K00121	senb:BN855_16730
ko:K02030	senb:BN855_16800
ko:K02028	senb:BN855_16820
ko:K14061	senb:BN855_17000
ko:K07308	senb:BN855_9070
ko:K06212	senb:BN855_9140
ko:K02238	senb:BN855_9250
ko:K11085	senb:BN855_9260
ko:K00813	senb:BN855_9400
ko:K09476	senb:BN855_9410
ko:K03972	senb:BN855_17380
ko:K01885	senb:BN855_25020
ko:K02784	senb:BN855_25160
ko:K08483	senb:BN855_25170
ko:K16370	senb:BN855_33350
ko:K11189	senb:BN855_33370
ko:K02775	senb:BN855_33410
ko:K00094	senb:BN855_33420
ko:K02436	senb:BN855_33430
ko:K19789	senb:BN855_23160
ko:K02004	senb:BN855_5080
ko:K01466	senb:BN855_5220
ko:K00073	senb:BN855_5270
ko:K02381	senb:BN855_5280
ko:K03768	senb:BN855_5350
ko:K14761	senb:BN855_5400
ko:K07346	senb:BN855_5440
ko:K07305	senb:BN855_13250
ko:K01424	senb:BN855_13280
ko:K01916	senb:BN855_13460
ko:K01222	senb:BN855_13530
ko:K03478	senb:BN855_13540
ko:K02009	senb:BN855_21070
ko:K02190	senb:BN855_21100
ko:K03399	senb:BN855_21160
ko:K13923	senb:BN855_21320
ko:K13921	senb:BN855_21370
ko:K07258	senb:BN855_21470
ko:K08353	senb:BN855_21490
ko:K08352	senb:BN855_21500
ko:K03087	senb:BN855_29670
ko:K00854	senb:BN855_37460
ko:K03796	senb:BN855_37490
ko:K01176	senb:BN855_37510
ko:K02798	senb:BN855_37770
ko:K02799	senb:BN855_37770
ko:K02800	senb:BN855_37770
ko:K01226	senb:BN855_45290
ko:K09022	senb:BN855_45340
ko:K01478	senb:BN855_45430
ko:K00046	senb:BN855_45600
ko:K00851	senb:BN855_45620
ko:K00483	senb:BN855_10540
ko:K01096	senb:BN855_17620
ko:K01659	senb:BN855_3610
ko:K03292	senb:BN855_40840
ko:K02226	senb:BN855_6370
ko:K17837	senb:BN855_38320
ko:K01840	senb:BN855_21690
ko:K00971	senb:BN855_21700
ko:K00042	senb:BN855_5190
ko:K01497	senb:BN855_17630
ko:K01840	senb:BN855_21930
ko:K17722	senb:BN855_22750
ko:K01485	senb:BN855_34120
ko:K17723	senb:BN855_22760
ko:K05799	senb:BN855_1610
ko:K13638	senb:BN855_34890
ko:K00042	senb:BN855_33280
ko:K03566	senb:BN855_30440
ko:K05540	senb:BN855_34620
ko:K08194	senb:BN855_39150
ko:K01069	senb:BN855_2710
ko:K01139	senb:BN855_38370
ko:K06518	senb:BN855_43450
ko:K08173	senb:BN855_15470
ko:K02477	senb:BN855_22490
ko:K00661	senb:BN855_4690
ko:K01187	senb:BN855_3980
ko:K03772	senb:BN855_35320
ko:K00146	senb:BN855_32020
ko:K04771	senb:BN855_2250
ko:K04772	senb:BN855_34250
ko:K03292	senb:BN855_38440
ko:K03292	senb:BN855_40830
ko:K00632	senb:BN855_40530
ko:K17758	senb:BN855_44280
ko:K17759	senb:BN855_44280
ko:K11747	senb:BN855_35360
ko:K01130	senb:BN855_31940
ko:K00971	senb:BN855_21940
ko:K14059	senb:BN855_9510
ko:K08485	senb:BN855_34020
ko:K01739	senb:BN855_41780
ko:K07459	senb:BN855_8840
ko:K07684	senb:BN855_18200
ko:K14742	senb:BN855_18780
ko:K00884	senb:BN855_11820
ko:K03767	senb:BN855_35510
ko:K01271	senb:BN855_40550
ko:K06518	senb:BN855_22700
ko:K02483	senb:BN855_10500
ko:K02809	senb:BN855_26600
ko:K02810	senb:BN855_26600
ko:K11928	senb:BN855_10820
ko:K00344	senb:BN855_43140
ko:K13695	senb:BN855_13780
ko:K18140	senb:BN855_34670
ko:K03585	senb:BN855_4730
ko:K03973	senb:BN855_17400
ko:K10038	senb:BN855_7980
ko:K08351	senb:BN855_37260
ko:K11645	senb:BN855_22310
ko:K18015	senb:BN855_23680
ko:K02193	senb:BN855_23350
ko:K07645	senb:BN855_32570
ko:K16136	senb:BN855_15020
ko:K03605	senb:BN855_32220
ko:K12979	senb:BN855_43610
ko:K03292	senb:BN855_41400
ko:K17938	senb:BN855_3690
ko:K18325	senb:BN855_5730
ko:K03719	senb:BN855_9010
ko:K03445	senb:BN855_38680
ko:K01801	senb:BN855_22650
ko:K18895	senb:BN855_28070
ko:K01582	senb:BN855_26490
ko:K01066	senb:BN855_4900
ko:K03668	senb:BN855_16950
ko:K13053	senb:BN855_10260
ko:K10014	senb:BN855_24380
ko:K02032	senb:BN855_12880
ko:K04103	senb:BN855_24940
ko:K18148	senb:BN855_3050
ko:K18141	senb:BN855_34690
ko:K00001	senb:BN855_41150
ko:K06148	senb:BN855_43350
ko:K11745	senb:BN855_900
ko:K01582	senb:BN855_2500
ko:K00956	senb:BN855_29780
ko:K09017	senb:BN855_10780
ko:K00249	senb:BN855_8370
ko:K00996	senb:BN855_21680
ko:K00557	senb:BN855_42060
ko:K15347	senb:BN855_11870
ko:K13739	senb:BN855_29950
ko:K00879	senb:BN855_30390
ko:K01980	senb:23S_rRNA
ko:K05396	senb:BN855_20380
ko:K01007	senb:BN855_13860
ko:K21469	senb:BN855_25630
ko:K17948	senb:BN855_10880
ko:K07782	senb:BN855_20350
ko:K03605	senb:BN855_15770
ko:K00523	senb:BN855_21820
ko:K18290	senb:BN855_31910
ko:K18292	senb:BN855_31920
ko:K14229	senb:BN855_t044
ko:K14237	senb:BN855_t013
ko:K08156	senb:BN855_3890
ko:K10678	senb:BN855_8550
ko:K07713	senb:BN855_42400
ko:K21430	senb:BN855_8420
ko:K19597	senb:BN855_3450
ko:K07005	senb:BN855_6860
ko:K19164	senb:BN855_p140
ko:K01175	senb:BN855_6830
ko:K05875	senb:BN855_32950
ko:K05875	senb:BN855_20060
ko:K09709	senb:BN855_8360
ko:K18324	senb:BN855_25660
ko:K18326	senb:BN855_22190
ko:K05874	senb:BN855_46050
ko:K14219	senb:BN855_t063
ko:K14226	senb:BN855_t064
ko:K10538	senb:BN855_20170
ko:K02035	senb:BN855_12830
ko:K06078	senb:BN855_14140
ko:K07804	senb:BN855_p300
ko:K01571	senb:BN855_7390
ko:K02197	senb:BN855_23310
ko:K03521	senb:BN855_8340
ko:K01521	senb:BN855_41450
ko:K00984	senb:BN855_12930
ko:K04753	senb:BN855_32510
ko:K18479	senb:BN855_40870
ko:K18478	senb:BN855_40910
ko:K18446	senb:BN855_32820
ko:K18475	senb:BN855_20420
ko:K00681	senb:BN855_36260
ko:K00335	senb:BN855_24060
ko:K07794	senb:BN855_28220
ko:K08087	senb:BN855_5520
ko:K18691	senb:BN855_26570
ko:K14237	senb:BN855_t023
ko:K03791	senb:BN855_19510
ko:K18697	senb:BN855_26590
ko:K18142	senb:BN855_34700
ko:K18765	senb:BN855_34530
ko:K08138	senb:BN855_44920
ko:K06218	senb:BN855_45250
ko:K18837	senb:BN855_2780
ko:K18850	senb:BN855_12550
ko:K18889	senb:BN855_4580
ko:K18862	senb:BN855_37050
ko:K18862	senb:BN855_4080
ko:K21645	senb:BN855_45830
ko:K11741	senb:BN855_44130
ko:K20861	senb:BN855_8480
ko:K18829	senb:BN855_30990
ko:K20866	senb:BN855_40930
ko:K20881	senb:BN855_35740
ko:K20862	senb:BN855_40210
ko:K07319	senb:BN855_34640
ko:K18800	senb:BN855_31230
ko:K18778	senb:BN855_1470
ko:K18831	senb:BN855_40970
ko:K14220	senb:BN855_t035
ko:K14220	senb:BN855_t036
ko:K14237	senb:BN855_t025
ko:K14236	senb:BN855_t068
ko:K18657	senb:BN855_10140
ko:K18890	senb:BN855_4590
ko:K18838	senb:BN855_2810
ko:K13450	senb:BN855_p50
ko:K03553	senb:BN855_28650
ko:K18918	senb:BN855_45240
ko:K11685	senb:BN855_28360
ko:K05839	senb:BN855_4700
ko:K03502	senb:BN855_20830
ko:K03503	senb:BN855_20840
ko:K03169	senb:BN855_13320
ko:K04565	senb:BN855_14770
ko:K10748	senb:BN855_15070
ko:K12057	senb:BN855_p400
ko:K12061	senb:BN855_p430
ko:K12062	senb:BN855_p440
ko:K12067	senb:BN855_p470
ko:K12068	senb:BN855_p480
ko:K03502	senb:BN855_23220
ko:K08722	senb:BN855_24140
ko:K05785	senb:BN855_40490
ko:K03674	senb:BN855_8530
ko:K04565	senb:BN855_9960
ko:K03746	senb:BN855_18050
ko:K07724	senb:BN855_33840
ko:K07790	senb:BN855_19380
ko:K02345	senb:BN855_27200
ko:K07497	senb:BN855_45650
ko:K03761	senb:BN855_27520
ko:K03976	senb:BN855_4950
ko:K01699	senb:BN855_21250
ko:K19055	senb:BN855_13150
ko:K04028	senb:BN855_25500
ko:K03526	senb:BN855_26090
ko:K15367	senb:BN855_14360
ko:K18979	senb:BN855_44270
ko:K18988	senb:BN855_3680
ko:K18997	senb:BN855_10670
ko:K19048	senb:BN855_45970
ko:K19046	senb:BN855_29920
ko:K01185	senb:BN855_9760
ko:K19000	senb:BN855_2530
ko:K07805	senb:BN855_12710
ko:K08970	senb:BN855_30890
ko:K19227	senb:BN855_17450
ko:K11748	senb:BN855_35370
ko:K19222	senb:BN855_14030
ko:K02777	senb:BN855_25180
ko:K19165	senb:BN855_36340
ko:K19166	senb:BN855_40980
ko:K19226	senb:BN855_17440
ko:K19235	senb:BN855_8120
ko:K19236	senb:BN855_11760
ko:K19163	senb:BN855_p130
ko:K13740	senb:BN855_29180
ko:K01154	senb:BN855_45980
ko:K15366	senb:BN855_p40
ko:K15352	senb:BN855_28130
ko:K15351	senb:BN855_14440
ko:K16291	senb:BN855_21000
ko:K19124	senb:BN855_29910
ko:K19238	senb:BN855_23850
ko:K01710	senb:BN855_21860
ko:K01710	senb:BN855_40000
ko:K22044	senb:BN855_7970
ko:K15349	senb:BN855_16780
ko:K19125	senb:BN855_29900
ko:K19228	senb:BN855_17460
ko:K15353	senb:BN855_23230
ko:K19126	senb:BN855_29890
ko:K19234	senb:BN855_14120
ko:K19162	senb:BN855_4710
ko:K19168	senb:BN855_31100
ko:K09951	senb:BN855_29870
ko:K00336	senb:BN855_24050
ko:K19270	senb:BN855_24160
ko:K19265	senb:BN855_24950
ko:K01992	senb:BN855_36600
ko:K01992	senb:BN855_7850
ko:K01992	senb:BN855_7860
ko:K01066	senb:BN855_40990
ko:K19416	senb:BN855_10400
ko:K03722	senb:BN855_18790
ko:K03722	senb:BN855_7910
ko:K07497	senb:BN855_38450
ko:K07497	senb:BN855_25940
ko:K07497	senb:BN855_2870
ko:K19335	senb:BN855_17250
ko:K19353	senb:BN855_41960
ko:K19267	senb:BN855_44730
ko:K19337	senb:BN855_19710
ko:K19304	senb:BN855_19740
ko:K19505	senb:BN855_46070
ko:K19334	senb:BN855_45450
ko:K19302	senb:BN855_8460
ko:K19270	senb:BN855_13590
ko:K19354	senb:BN855_38020
ko:K19336	senb:BN855_17260
ko:K19333	senb:BN855_18990
ko:K21637	senb:BN855_32040
ko:K01785	senb:BN855_40860
ko:K06884	senb:BN855_17810
ko:K06884	senb:BN855_15530
ko:K06884	senb:BN855_10770
ko:K19303	senb:BN855_14690
ko:K19510	senb:BN855_46130
ko:K19507	senb:BN855_46090
ko:K14225	senb:BN855_t072
ko:K14225	senb:BN855_t073
ko:K14225	senb:BN855_t074
ko:K14220	senb:BN855_t033
ko:K19611	senb:BN855_5770
ko:K11209	senb:BN855_24330
ko:K19506	senb:BN855_46080
ko:K02257	senb:BN855_4360
ko:K19508	senb:BN855_46100
ko:K19509	senb:BN855_46110
ko:K00525	senb:BN855_23580
ko:K02796	senb:BN855_18890
ko:K19557	senb:BN855_p70
ko:K19592	senb:BN855_3460
ko:K19594	senb:BN855_3420
ko:K19709	senb:BN855_13950
ko:K19688	senb:BN855_8320
ko:K14230	senb:BN855_t007
ko:K14230	senb:BN855_t011
ko:K14228	senb:BN855_t010
ko:K14229	senb:BN855_t015
ko:K14229	senb:BN855_t016
ko:K14237	senb:BN855_t024
ko:K14237	senb:BN855_t026
ko:K14237	senb:BN855_t041
ko:K14237	senb:BN855_t043
ko:K14233	senb:BN855_t017
ko:K14233	senb:BN855_t018
ko:K14233	senb:BN855_t019
ko:K14233	senb:BN855_t032
ko:K14233	senb:BN855_t050
ko:K14222	senb:BN855_t030
ko:K14225	senb:BN855_t031
ko:K14225	senb:BN855_t053
ko:K14225	senb:BN855_t069
ko:K19745	senb:BN855_34540
ko:K19778	senb:BN855_16070
ko:K14234	senb:BN855_t003
ko:K14234	senb:BN855_t067
ko:K14234	senb:BN855_t070
ko:K14219	senb:BN855_t004
ko:K14219	senb:BN855_t020
ko:K14219	senb:BN855_t022
ko:K14219	senb:BN855_t045
ko:K14219	senb:BN855_t046
ko:K14219	senb:BN855_t047
ko:K14219	senb:BN855_t048
ko:K14219	senb:BN855_t049
ko:K14223	senb:BN855_t005
ko:K14223	senb:BN855_t006
ko:K14223	senb:BN855_t008
ko:K14223	senb:BN855_t009
ko:K19776	senb:BN855_39190
ko:K00799	senb:BN855_8430
ko:K07119	senb:BN855_16360
ko:K06131	senb:BN855_7820
ko:K00799	senb:BN855_24320
ko:K06132	senb:BN855_11060
ko:K15777	senb:BN855_32690
ko:K07147	senb:BN855_34550
ko:K19784	senb:BN855_39360
ko:K03293	senb:BN855_40080
ko:K07662	senb:BN855_41340
ko:K19802	senb:BN855_17330
ko:K07494	senb:BN855_p10
ko:K01023	senb:BN855_32720
ko:K19803	senb:BN855_23060
ko:K19804	senb:BN855_17600
ko:K19810	senb:BN855_44080
ko:K07126	senb:BN855_4340
ko:K02485	senb:BN855_18070
ko:K21636	senb:BN855_45270
ko:K02200	senb:BN855_23280
ko:K15034	senb:BN855_2560
ko:K19048	senb:BN855_2860
ko:K07126	senb:BN855_4350
ko:K07757	senb:BN855_8160
ko:K01572	senb:BN855_34280
ko:K02358	senb:BN855_35240
ko:K12516	senb:BN855_35570
ko:K16136	senb:BN855_15010
ko:K07307	senb:BN855_15365
ko:K04096	senb:BN855_34820
ko:K07497	senb:BN855_37380
ko:K06073	senb:BN855_13750
ko:K08348	senb:BN855_16160
ko:K03533	senb:BN855_39090
ko:K14587	senb:BN855_16630
ko:K07483	senb:BN855_3170
ko:K02406	senb:BN855_20430
ko:K18139	senb:BN855_3410
ko:K11751	senb:BN855_4940
ko:K02406	senb:BN855_28040
ko:K01572	senb:BN855_7395
ko:K07307	senb:BN855_9065
ko:K03310	senb:BN855_9490
ko:K19123	senb:BN855_29930
ko:K02193	senb:BN855_39076
ko:K08278	senb:BN855_05
ko:K01571	senb:BN855_568
ko:K05806	senb:BN855_1195
ko:K20023	senb:BN855_37920
ko:K14221	senb:BN855_t001
ko:K14221	senb:BN855_t002
ko:K14230	senb:BN855_t055
ko:K14230	senb:BN855_t056
ko:K14230	senb:BN855_t051
ko:K14230	senb:BN855_t052
ko:K20265	senb:BN855_24450
ko:K07686	senb:BN855_38820
ko:K20276	senb:BN855_27840
ko:K19591	senb:BN855_4990
ko:K01612	senb:BN855_29650
ko:K14219	senb:BN855_t038
ko:K14237	senb:BN855_t042
ko:K14232	senb:BN855_t037
ko:K14232	senb:BN855_t058
ko:K14232	senb:BN855_t066
ko:K14218	senb:BN855_t039
ko:K14218	senb:BN855_t040
ko:K14231	senb:BN855_t054
ko:K14231	senb:BN855_t071
ko:K14228	senb:BN855_t029
ko:K14229	senb:BN855_t012
ko:K14228	senb:BN855_t057
ko:K14229	senb:BN855_t014
ko:K01236	senb:BN855_16050
ko:K20542	senb:BN855_36960
ko:K20534	senb:BN855_42680
ko:K20543	senb:BN855_36950
ko:K14220	senb:BN855_t034
ko:K20534	senb:BN855_5540
ko:K20541	senb:BN855_36970
ko:K21394	senb:BN855_37590
ko:K22132	senb:BN855_30490
ko:K20609	senb:BN855_16580
ko:K01214	senb:BN855_16030
ko:K02438	senb:BN855_36100
ko:K04333	senb:BN855_11000
ko:K21029	senb:BN855_8230
ko:K21021	senb:BN855_27660
ko:K21023	senb:BN855_34660
ko:K21084	senb:BN855_22130
ko:K03077	senb:BN855_1040
ko:K21085	senb:BN855_20710
ko:K21086	senb:BN855_36890
ko:K21087	senb:BN855_18550
ko:K21089	senb:BN855_22510
ko:K08968	senb:BN855_19040
ko:K21090	senb:BN855_18850
ko:K00525	senb:BN855_28460
ko:K00526	senb:BN855_28470
ko:K02335	senb:BN855_40660
ko:K02315	senb:BN855_46160
ko:K01185	senb:BN855_p30
ko:K00857	senb:BN855_18040
ko:K06197	senb:BN855_18240
ko:K00558	senb:BN855_20760
ko:K06903	senb:BN855_42650
ko:K03546	senb:BN855_3900
ko:K06903	senb:BN855_26810
ko:K06905	senb:BN855_26840
ko:K06908	senb:BN855_26890
ko:K06907	senb:BN855_26900
ko:K06191	senb:BN855_28440
ko:K00560	senb:BN855_30620
ko:K06217	senb:BN855_6620
ko:K14744	senb:BN855_9770
ko:K03791	senb:BN855_27060
ko:K10906	senb:BN855_27310
ko:K06866	senb:BN855_27440
ko:K10906	senb:BN855_11930
ko:K10906	senb:BN855_11920
ko:K01160	senb:BN855_12100
ko:K02316	senb:BN855_32900
ko:K06223	senb:BN855_35620
ko:K01520	senb:BN855_38260
ko:K07451	senb:BN855_12240
ko:K14059	senb:BN855_17030
ko:K03676	senb:BN855_37970
ko:K16711	senb:BN855_21880
ko:K06905	senb:BN855_42720
ko:K06908	senb:BN855_42780
ko:K06907	senb:BN855_42790
ko:K02314	senb:BN855_43150
ko:K07313	senb:BN855_19110
ko:K04068	senb:BN855_45260
ko:K06919	senb:BN855_28020
ko:K06217	senb:BN855_10840
ko:K06904	senb:BN855_12290
ko:K03292	senb:BN855_1580
ko:K05934	senb:BN855_21120
ko:K21393	senb:BN855_37600
ko:K21395	senb:BN855_37610
ko:K21449	senb:BN855_37836
ko:K21470	senb:BN855_9370
ko:K21602	senb:BN855_37550
ko:K21645	senb:BN855_7360
ko:K21739	senb:BN855_5610
ko:K21740	senb:BN855_5620
ko:K21741	senb:BN855_5630
ko:K21746	senb:BN855_5600
ko:K00713	senb:BN855_19300
ko:K15354	senb:BN855_10050
ko:K07493	senb:BN855_43950
ko:K21698	senb:BN855_34450
ko:K21695	senb:BN855_34430
ko:K21759	senb:BN855_29660
ko:K21948	senb:BN855_29600
ko:K21990	senb:BN855_24790
ko:K22041	senb:BN855_11740
ko:K22015	senb:BN855_43600
ko:K22024	senb:BN855_1750
ko:K22025	senb:BN855_29570
ko:K22051	senb:BN855_44220
ko:K08319	senb:BN855_29610
ko:K22131	senb:BN855_29580
ko:K01816	senb:BN855_5180
ko:K14274	senb:BN855_27610
ko:K22130	senb:BN855_29590
ko:K03595	senb:BN855_26700
ko:K22129	senb:BN855_1740
ko:K22105	senb:BN855_42040
ko:K22104	senb:BN855_34180
ko:K22110	senb:BN855_41250
ko:K22110	senb:BN855_10890
ko:K22110	senb:BN855_40810
ko:K22270	senb:BN855_22640
ko:K03079	senb:BN855_37640
ko:K08994	senb:BN855_15690
ko:K03078	senb:BN855_37630
ko:K03077	senb:BN855_37650
ko:K22300	senb:BN855_11970
ko:K15634	senb:BN855_46580
ko:K22397	senb:BN855_36050
ko:K22293	senb:BN855_15500
ko:K22302	senb:BN855_11980
ko:K13566	senb:BN855_2990
ko:K11206	senb:BN855_6240
ko:K22488	senb:BN855_29140
ko:K22486	senb:BN855_29160
ko:K22489	senb:BN855_29630
ko:K00424	senb:BN855_7190
ko:K22487	senb:BN855_29120
ko:K22505	senb:BN855_29110
ko:K22512	senb:BN855_29350
ko:K22504	senb:BN855_29380
ko:K22506	senb:BN855_29340
ko:K22507	senb:BN855_29300
ko:K22508	senb:BN855_29290
ko:K22509	senb:BN855_29280
ko:K22510	senb:BN855_29270
ko:K22511	senb:BN855_29370
ko:K22513	senb:BN855_29330
ko:K22514	senb:BN855_29320
