ko:K18923	vcr:VC395_A0438
ko:K02032	vcr:VC395_A1122
ko:K07483	vcr:VC395_1904
ko:K07483	vcr:VC395_A0516
ko:K07483	vcr:VC395_A0524
ko:K07483	vcr:VC395_A0816
ko:K02809	vcr:VC395_A0659
ko:K02810	vcr:VC395_A0659
ko:K03973	vcr:VC395_1794
ko:K07483	vcr:VC395_0019
ko:K01007	vcr:VC395_A1011
ko:K07814	vcr:VC395_1467
ko:K18009	vcr:VC395_1707
ko:K03719	vcr:VC395_A1090
ko:K03585	vcr:VC395_0208
ko:K18138	vcr:VC395_0207
ko:K07645	vcr:VC395_A1125
ko:K03772	vcr:VC395_0397
ko:K17948	vcr:VC395_1888
ko:K18234	vcr:VC395_A0463
ko:K07090	vcr:VC395_0690
ko:K01175	vcr:VC395_2212
ko:K02476	vcr:VC395_1721
ko:K20949	vcr:VC395_0953
ko:K20962	vcr:VC395_A0530
ko:K21498	vcr:VC395_A0342
ko:K07481	vcr:VC395_A0319
ko:K07481	vcr:VC395_A0686
ko:K14236	vcr:VC395_tRNATYR3
ko:K14236	vcr:VC395_tRNATYR4
ko:K14236	vcr:VC395_tRNATYR5
ko:K14236	vcr:VC395_tRNATYR2
ko:K00138	vcr:VC395_1934
ko:K20977	vcr:VC395_A1107
ko:K11904	vcr:VC395_A0116
ko:K18446	vcr:VC395_2555
ko:K11904	vcr:VC395_A0015
ko:K18454	vcr:VC395_1399
ko:K11904	vcr:VC395_1535
ko:K00681	vcr:VC395_0226
ko:K00681	vcr:VC395_A0767
ko:K07794	vcr:VC395_1452
ko:K18676	vcr:VC395_0631
ko:K09796	vcr:VC395_A0033
ko:K18675	vcr:VC395_0629
ko:K18765	vcr:VC395_0442
ko:K18691	vcr:VC395_0882
ko:K02847	vcr:VC395_0269
ko:K06218	vcr:VC395_A0468
ko:K09690	vcr:VC395_0278
ko:K18800	vcr:VC395_2589
ko:K18778	vcr:VC395_2543
ko:K20862	vcr:VC395_0051
ko:K18893	vcr:VC395_0231
ko:K18657	vcr:VC395_1610
ko:K10747	vcr:VC395_1659
ko:K18930	vcr:VC395_A1009
ko:K18893	vcr:VC395_A1020
ko:K03169	vcr:VC395_2158
ko:K03496	vcr:VC395_2176
ko:K09797	vcr:VC395_A0160
ko:K03497	vcr:VC395_A1134
ko:K07467	vcr:VC395_1577
ko:K07467	vcr:VC395_1580
ko:K18923	vcr:VC395_A0467
ko:K04565	vcr:VC395_1699
ko:K05785	vcr:VC395_1005
ko:K07467	vcr:VC395_A0753
ko:K03646	vcr:VC395_1952
ko:K07724	vcr:VC395_1146
ko:K03746	vcr:VC395_1197
ko:K03674	vcr:VC395_1213
ko:K08722	vcr:VC395_2093
ko:K03496	vcr:VC395_0182
ko:K03497	vcr:VC395_0183
ko:K02650	vcr:VC395_2538
ko:K03976	vcr:VC395_2286
ko:K01872	vcr:VC395_0781
ko:K03526	vcr:VC395_0776
ko:K02663	vcr:VC395_2746
ko:K18990	vcr:VC395_0645
ko:K10954	vcr:VC395_A0748
ko:K18989	vcr:VC395_0646
ko:K18979	vcr:VC395_0385
ko:K02664	vcr:VC395_2745
ko:K19000	vcr:VC395_A0973
ko:K02777	vcr:VC395_0979
ko:K02482	vcr:VC395_1640
ko:K19155	vcr:VC395_A0207
ko:K00571	vcr:VC395_A0440
ko:K22468	vcr:VC395_0745
ko:K14681	vcr:VC395_2754
ko:K19236	vcr:VC395_A0052
ko:K19046	vcr:VC395_0323
ko:K19125	vcr:VC395_0326
ko:K19126	vcr:VC395_0324
ko:K19124	vcr:VC395_0325
ko:K19221	vcr:VC395_1054
ko:K00020	vcr:VC395_A0007
ko:K01066	vcr:VC395_A0499
ko:K01992	vcr:VC395_1725
ko:K01992	vcr:VC395_1778
ko:K03722	vcr:VC395_2105
ko:K03722	vcr:VC395_1970
ko:K10917	vcr:VC395_2760
ko:K08604	vcr:VC395_A0889
ko:K19337	vcr:VC395_1215
ko:K19302	vcr:VC395_2602
ko:K22042	vcr:VC395_0695
ko:K19334	vcr:VC395_1672
ko:K06867	vcr:VC395_1700
ko:K02475	vcr:VC395_1720
ko:K02031	vcr:VC395_0634
ko:K10938	vcr:VC395_0857
ko:K10024	vcr:VC395_1977
ko:K19693	vcr:VC395_2195
ko:K19694	vcr:VC395_0639
ko:K01258	vcr:VC395_1462
ko:K07666	vcr:VC395_A1126
ko:K07274	vcr:VC395_1437
ko:K19804	vcr:VC395_2027
ko:K19810	vcr:VC395_2774
ko:K21636	vcr:VC395_A0812
ko:K08723	vcr:VC395_A0707
ko:K20263	vcr:VC395_A0629
ko:K20264	vcr:VC395_A0630
ko:K09788	vcr:VC395_1458
ko:K20455	vcr:VC395_1457
ko:K19591	vcr:VC395_0989
ko:K01214	vcr:VC395_A1052
ko:K20922	vcr:VC395_0941
ko:K20947	vcr:VC395_0938
ko:K20920	vcr:VC395_0950
ko:K20963	vcr:VC395_1708
ko:K20988	vcr:VC395_0951
ko:K16554	vcr:VC395_0952
ko:K20954	vcr:VC395_1709
ko:K20953	vcr:VC395_0944
ko:K20955	vcr:VC395_1119
ko:K20956	vcr:VC395_A0067
ko:K20957	vcr:VC395_1081
ko:K20958	vcr:VC395_2401
ko:K20960	vcr:VC395_A0964
ko:K20959	vcr:VC395_1495
ko:K20961	vcr:VC395_2569
ko:K20966	vcr:VC395_0720
ko:K20921	vcr:VC395_0936
ko:K20978	vcr:VC395_A1108
ko:K20918	vcr:VC395_A0977
ko:K20945	vcr:VC395_0932
ko:K20948	vcr:VC395_0942
ko:K20950	vcr:VC395_0954
ko:K20951	vcr:VC395_2003
ko:K20952	vcr:VC395_0946
ko:K21029	vcr:VC395_A0697
ko:K00821	vcr:VC395_2731
ko:K21217	vcr:VC395_2714
ko:K00971	vcr:VC395_0273
ko:K20919	vcr:VC395_0682
ko:K08968	vcr:VC395_1618
ko:K00424	vcr:VC395_1957
ko:K07181	vcr:VC395_0043
ko:K02495	vcr:VC395_0064
ko:K20964	vcr:VC395_0050
ko:K20965	vcr:VC395_0670
ko:K21218	vcr:VC395_1023
ko:K02314	vcr:VC395_0414
ko:K00287	vcr:VC395_0484
ko:K02316	vcr:VC395_0535
ko:K00558	vcr:VC395_A0237
ko:K00560	vcr:VC395_0692
ko:K06866	vcr:VC395_2476
ko:K06217	vcr:VC395_0976
ko:K06223	vcr:VC395_2739
ko:K03546	vcr:VC395_A0803
ko:K04068	vcr:VC395_A0811
ko:K01493	vcr:VC395_A0864
ko:K00857	vcr:VC395_1233
ko:K02335	vcr:VC395_0072
ko:K00525	vcr:VC395_1375
ko:K02032	vcr:VC395_0633
ko:K02483	vcr:VC395_1755
ko:K21405	vcr:VC395_1932
ko:K21420	vcr:VC395_1852
ko:K11690	vcr:VC395_2042
ko:K21470	vcr:VC395_1387
ko:K00344	vcr:VC395_0569
ko:K07334	vcr:VC395_A0341
ko:K21606	vcr:VC395_A0612
ko:K21712	vcr:VC395_A0835
ko:K19285	vcr:VC395_0732
ko:K21936	vcr:VC395_A0934
ko:K06212	vcr:VC395_A0784
ko:K22132	vcr:VC395_2427
ko:K03595	vcr:VC395_2575
ko:K22105	vcr:VC395_0028
ko:K03079	vcr:VC395_A0278
ko:K11391	vcr:VC395_2413
