ko:K18919	seep:I137_07860
ko:K03746	seep:I137_07065
ko:K03674	seep:I137_09540
ko:K03646	seep:I137_10120
ko:K07790	seep:I137_07615
ko:K03746	seep:I137_04100
ko:K04565	seep:I137_05805
ko:K10748	seep:I137_05950
ko:K04565	seep:I137_07730
ko:K08722	seep:I137_02565
ko:K05839	seep:I137_11350
ko:K07724	seep:I137_15810
ko:K05785	seep:I137_16540
ko:K07473	seep:I137_19415
ko:K07497	seep:I137_13170
ko:K03976	seep:I137_11240
ko:K07483	seep:I137_12045
ko:K19055	seep:I137_04985
ko:K01699	seep:I137_03885
ko:K03526	seep:I137_01620
ko:K15367	seep:I137_05590
ko:K18984	seep:I137_05585
ko:K07497	seep:I137_21435
ko:K18979	seep:I137_20810
ko:K18997	seep:I137_08850
ko:K18988	seep:I137_11815
ko:K19046	seep:I137_14005
ko:K01185	seep:I137_12170
ko:K19000	seep:I137_01150
ko:K07497	seep:I137_13180
ko:K19227	seep:I137_06780
ko:K11748	seep:I137_19720
ko:K19222	seep:I137_05445
ko:K19165	seep:I137_19230
ko:K19166	seep:I137_17485
ko:K19226	seep:I137_06775
ko:K19123	seep:I137_14010
ko:K19236	seep:I137_04665
ko:K03445	seep:I137_18170
ko:K19163	seep:I137_21365
ko:K13740	seep:I137_13700
ko:K15352	seep:I137_13210
ko:K15351	seep:I137_05630
ko:K16291	seep:I137_04005
ko:K19238	seep:I137_02700
ko:K19124	seep:I137_14000
ko:K01710	seep:I137_03590
ko:K01710	seep:I137_16800
ko:K19148	seep:I137_18100
ko:K02777	seep:I137_02025
ko:K00336	seep:I137_02605
ko:K22044	seep:I137_09765
ko:K15349	seep:I137_06530
ko:K19125	seep:I137_13995
ko:K19228	seep:I137_06785
ko:K19126	seep:I137_13990
ko:K19234	seep:I137_05490
ko:K19162	seep:I137_11345
ko:K19168	seep:I137_14540
ko:K19164	seep:I137_21360
ko:K09951	seep:I137_13985
ko:K19270	seep:I137_02555
ko:K07497	seep:I137_04245
ko:K07497	seep:I137_04255
ko:K01992	seep:I137_09815
ko:K01992	seep:I137_09820
ko:K01992	seep:I137_19110
ko:K01066	seep:I137_17480
ko:K03722	seep:I137_07400
ko:K19416	seep:I137_08965
ko:K07497	seep:I137_01680
ko:K07497	seep:I137_21445
ko:K07497	seep:I137_10970
ko:K07497	seep:I137_12050
ko:K07497	seep:I137_12515
ko:K07497	seep:I137_12520
ko:K19267	seep:I137_21040
ko:K19337	seep:I137_08035
ko:K19304	seep:I137_08050
ko:K19505	seep:I137_21610
ko:K19334	seep:I137_21260
ko:K19302	seep:I137_09575
ko:K19270	seep:I137_05235
ko:K19354	seep:I137_18505
ko:K19333	seep:I137_07505
ko:K21637	seep:I137_14980
ko:K07713	seep:I137_16295
ko:K02485	seep:I137_07075
ko:K06884	seep:I137_06960
ko:K06884	seep:I137_06160
ko:K06884	seep:I137_08805
ko:K19303	seep:I137_05770
ko:K19510	seep:I137_21640
ko:K19507	seep:I137_21620
ko:K19611	seep:I137_10855
ko:K19506	seep:I137_21615
ko:K02257	seep:I137_11510
ko:K19508	seep:I137_21625
ko:K19509	seep:I137_21630
ko:K02796	seep:I137_07450
ko:K19594	seep:I137_11925
ko:K00525	seep:I137_02830
ko:K19709	seep:I137_05410
ko:K19688	seep:I137_09635
ko:K19778	seep:I137_06360
ko:K19780	seep:I137_07945
ko:K19776	seep:I137_17955
ko:K00799	seep:I137_09590
ko:K00799	seep:I137_02480
ko:K06132	seep:I137_04335
ko:K15777	seep:I137_15270
ko:K07147	seep:I137_16175
ko:K19784	seep:I137_17885
ko:K03293	seep:I137_16760
ko:K07662	seep:I137_17315
ko:K19802	seep:I137_06720
ko:K19804	seep:I137_06855
ko:K01023	seep:I137_15285
ko:K19810	seep:I137_20695
ko:K07126	seep:I137_11515
ko:K01185	seep:I137_07815
ko:K21636	seep:I137_21190
ko:K07454	seep:I137_21450
ko:K20023	seep:I137_18555
ko:K07686	seep:I137_18135
ko:K19591	seep:I137_11220
ko:K20276	seep:I137_12925
ko:K01612	seep:I137_13910
ko:K20542	seep:I137_18960
ko:K20534	seep:I137_12060
ko:K20534	seep:I137_10950
ko:K20534	seep:I137_02235
ko:K20541	seep:I137_18955
ko:K21394	seep:I137_18685
ko:K22132	seep:I137_14245
ko:K20609	seep:I137_06420
ko:K01214	seep:I137_06345
ko:K21029	seep:I137_09675
ko:K21021	seep:I137_12835
ko:K21023	seep:I137_16230
ko:K21084	seep:I137_03465
ko:K21085	seep:I137_08515
ko:K08968	seep:I137_07530
ko:K21090	seep:I137_07430
ko:K00525	seep:I137_13350
ko:K00526	seep:I137_13355
ko:K06866	seep:I137_01280
ko:K16711	seep:I137_03580
ko:K06197	seep:I137_07160
ko:K00857	seep:I137_07060
ko:K07313	seep:I137_07555
ko:K10906	seep:I137_07935
ko:K07455	seep:I137_07940
ko:K00558	seep:I137_08540
ko:K14744	seep:I137_12165
ko:K02314	seep:I137_12240
ko:K06905	seep:I137_12950
ko:K06906	seep:I137_12955
ko:K06908	seep:I137_12970
ko:K06907	seep:I137_12975
ko:K06903	seep:I137_13000
ko:K06223	seep:I137_13105
ko:K06191	seep:I137_13340
ko:K00560	seep:I137_14310
ko:K02316	seep:I137_15375
ko:K01520	seep:I137_18385
ko:K03676	seep:I137_18530
ko:K06223	seep:I137_19580
ko:K06217	seep:I137_08780
ko:K06217	seep:I137_10435
ko:K04068	seep:I137_21185
ko:K02315	seep:I137_21655
ko:K02314	seep:I137_20280
ko:K03292	seep:I137_00715
ko:K05934	seep:I137_03945
ko:K02335	seep:I137_17640
ko:K21393	seep:I137_18680
ko:K21395	seep:I137_18675
ko:K21470	seep:I137_09150
ko:K21602	seep:I137_18705
ko:K21645	seep:I137_10055
ko:K21739	seep:I137_10920
ko:K21740	seep:I137_10915
ko:K21741	seep:I137_10910
ko:K21746	seep:I137_10925
ko:K21698	seep:I137_16130
ko:K21695	seep:I137_16125
ko:K21759	seep:I137_13915
ko:K21948	seep:I137_13885
ko:K21990	seep:I137_02250
ko:K22041	seep:I137_04655
ko:K22015	seep:I137_20480
ko:K22015	seep:I137_20475
ko:K08319	seep:I137_13890
ko:K01816	seep:I137_11125
ko:K03595	seep:I137_01345
ko:K14274	seep:I137_12815
ko:K22130	seep:I137_13880
ko:K22105	seep:I137_16970
ko:K22104	seep:I137_15990
ko:K22110	seep:I137_08755
ko:K22110	seep:I137_17360
ko:K22110	seep:I137_17555
ko:K22270	seep:I137_03245
ko:K03079	seep:I137_18660
ko:K03078	seep:I137_18665
ko:K03077	seep:I137_18655
ko:K03077	seep:I137_00470
ko:K22397	seep:I137_19355
ko:K22293	seep:I137_06145
ko:K13566	seep:I137_12460
ko:K11206	seep:I137_10635
ko:K22488	seep:I137_13680
ko:K22486	seep:I137_13690
ko:K22489	seep:I137_13900
ko:K22501	seep:I137_07275
ko:K00424	seep:I137_10145
ko:K22487	seep:I137_13670
ko:K22505	seep:I137_13665
ko:K22512	seep:I137_13785
ko:K22504	seep:I137_13800
ko:K22506	seep:I137_13780
ko:K22507	seep:I137_13760
ko:K22508	seep:I137_13755
ko:K22509	seep:I137_13750
ko:K22510	seep:I137_13745
ko:K22511	seep:I137_13795
ko:K22513	seep:I137_13775
ko:K22514	seep:I137_13770
