ko:K07489	ypj:CH55_3572
ko:K02549	ypj:CH55_86
ko:K01911	ypj:CH55_87
ko:K02795	ypj:CH55_921
ko:K02014	ypj:CH55_925
ko:K00563	ypj:CH55_929
ko:K03704	ypj:CH55_931
ko:K12973	ypj:CH55_933
ko:K11734	ypj:CH55_934
ko:K06147	ypj:CH55_943
ko:K07178	ypj:CH55_944
ko:K09933	ypj:CH55_946
ko:K02529	ypj:CH55_951
ko:K02532	ypj:CH55_953
ko:K07407	ypj:CH55_954
ko:K09912	ypj:CH55_963
ko:K01940	ypj:CH55_968
ko:K00101	ypj:CH55_969
ko:K18334	ypj:CH55_971
ko:K18335	ypj:CH55_973
ko:K03072	ypj:CH55_1766
ko:K03210	ypj:CH55_1767
ko:K00773	ypj:CH55_1768
ko:K07568	ypj:CH55_1769
ko:K08682	ypj:CH55_1770
ko:K03386	ypj:CH55_1771
ko:K00681	ypj:CH55_1772
ko:K00681	ypj:CH55_1773
ko:K01187	ypj:CH55_1775
ko:K11736	ypj:CH55_1776
ko:K03311	ypj:CH55_1777
ko:K02040	ypj:CH55_1778
ko:K07636	ypj:CH55_1779
ko:K07657	ypj:CH55_1780
ko:K03547	ypj:CH55_1781
ko:K00847	ypj:CH55_1783
ko:K03554	ypj:CH55_1786
ko:K09913	ypj:CH55_1787
ko:K00891	ypj:CH55_1788
ko:K07491	ypj:CH55_1793
ko:K00147	ypj:CH55_1794
ko:K00931	ypj:CH55_1795
ko:K11926	ypj:CH55_1796
ko:K11750	ypj:CH55_1797
ko:K00769	ypj:CH55_1798
ko:K07491	ypj:CH55_1801
ko:K01270	ypj:CH55_1803
ko:K02346	ypj:CH55_1804
ko:K05952	ypj:CH55_1806
ko:K03734	ypj:CH55_1807
ko:K00351	ypj:CH55_1808
ko:K00350	ypj:CH55_1809
ko:K00349	ypj:CH55_1810
ko:K00348	ypj:CH55_1811
ko:K00347	ypj:CH55_1812
ko:K00346	ypj:CH55_1813
ko:K03271	ypj:CH55_1816
ko:K07483	ypj:CH55_2611
ko:K00111	ypj:CH55_2615
ko:K00688	ypj:CH55_2616
ko:K00703	ypj:CH55_2617
ko:K00703	ypj:CH55_2618
ko:K00975	ypj:CH55_2619
ko:K00700	ypj:CH55_2621
ko:K02478	ypj:CH55_2622
ko:K13735	ypj:CH55_2623
ko:K00133	ypj:CH55_2628
ko:K00851	ypj:CH55_2633
ko:K06155	ypj:CH55_2634
ko:K06145	ypj:CH55_2635
ko:K06911	ypj:CH55_2636
ko:K01624	ypj:CH55_2640
ko:K09988	ypj:CH55_2641
ko:K10439	ypj:CH55_2642
ko:K10440	ypj:CH55_2643
ko:K10441	ypj:CH55_2644
ko:K07007	ypj:CH55_2646
ko:K16322	ypj:CH55_2647
ko:K07491	ypj:CH55_2648
ko:K06144	ypj:CH55_2649
ko:K06149	ypj:CH55_2650
ko:K00262	ypj:CH55_2651
ko:K15984	ypj:CH55_2653
ko:K01414	ypj:CH55_2654
ko:K07115	ypj:CH55_2655
ko:K00383	ypj:CH55_2656
ko:K02647	ypj:CH55_2657
ko:K03299	ypj:CH55_2658
ko:K00865	ypj:CH55_2659
ko:K07058	ypj:CH55_2664
ko:K00297	ypj:CH55_3473
ko:K07227	ypj:CH55_3475
ko:K16087	ypj:CH55_3477
ko:K07225	ypj:CH55_3478
ko:K02016	ypj:CH55_3479
ko:K02015	ypj:CH55_3480
ko:K02013	ypj:CH55_3481
ko:K01760	ypj:CH55_3482
ko:K07112	ypj:CH55_3486
ko:K03229	ypj:CH55_3487
ko:K03228	ypj:CH55_3488
ko:K03227	ypj:CH55_3489
ko:K03226	ypj:CH55_3490
ko:K03225	ypj:CH55_3491
ko:K03224	ypj:CH55_3494
ko:K03230	ypj:CH55_3495
ko:K03230	ypj:CH55_3496
ko:K03222	ypj:CH55_3499
ko:K03221	ypj:CH55_3502
ko:K18984	ypj:CH55_3504
ko:K03220	ypj:CH55_3505
ko:K03219	ypj:CH55_3506
ko:K14978	ypj:CH55_3507
ko:K14979	ypj:CH55_3508
ko:K11102	ypj:CH55_3509
ko:K01895	ypj:CH55_3510
ko:K14393	ypj:CH55_3512
ko:K07483	ypj:CH55_4342
ko:K07483	ypj:CH55_4345
ko:K07483	ypj:CH55_4355
ko:K08598	ypj:CH55_4359
ko:K03223	ypj:CH55_4366
ko:K04054	ypj:CH55_4367
ko:K03222	ypj:CH55_4368
ko:K04053	ypj:CH55_4369
ko:K04052	ypj:CH55_4370
ko:K04051	ypj:CH55_4371
ko:K03221	ypj:CH55_4372
ko:K04050	ypj:CH55_4373
ko:K03220	ypj:CH55_4374
ko:K19128	ypj:CH55_143
ko:K19129	ypj:CH55_144
ko:K19130	ypj:CH55_145
ko:K10713	ypj:CH55_148
ko:K08368	ypj:CH55_149
ko:K07146	ypj:CH55_156
ko:K11744	ypj:CH55_157
ko:K02846	ypj:CH55_159
ko:K12148	ypj:CH55_160
ko:K12149	ypj:CH55_162
ko:K01465	ypj:CH55_163
ko:K08300	ypj:CH55_166
ko:K06179	ypj:CH55_167
ko:K07040	ypj:CH55_169
ko:K02911	ypj:CH55_170
ko:K03621	ypj:CH55_171
ko:K00648	ypj:CH55_172
ko:K00645	ypj:CH55_173
ko:K00059	ypj:CH55_174
ko:K02078	ypj:CH55_175
ko:K09458	ypj:CH55_176
ko:K07491	ypj:CH55_177
ko:K07491	ypj:CH55_178
ko:K02619	ypj:CH55_179
ko:K07082	ypj:CH55_180
ko:K00943	ypj:CH55_181
ko:K02341	ypj:CH55_182
ko:K03424	ypj:CH55_183
ko:K02778	ypj:CH55_184
ko:K02779	ypj:CH55_184
ko:K07491	ypj:CH55_185
ko:K00014	ypj:CH55_186
ko:K00014	ypj:CH55_187
ko:K02503	ypj:CH55_188
ko:K07337	ypj:CH55_190
ko:K07251	ypj:CH55_191
ko:K01207	ypj:CH55_192
ko:K07000	ypj:CH55_193
ko:K03885	ypj:CH55_194
ko:K10542	ypj:CH55_1029
ko:K10540	ypj:CH55_1030
ko:K07148	ypj:CH55_1031
ko:K01495	ypj:CH55_1032
ko:K00121	ypj:CH55_1035
ko:K01070	ypj:CH55_1036
ko:K02004	ypj:CH55_1038
ko:K02005	ypj:CH55_1039
ko:K02003	ypj:CH55_1040
ko:K06871	ypj:CH55_1041
ko:K03750	ypj:CH55_1042
ko:K11911	ypj:CH55_1049
ko:K11905	ypj:CH55_1050
ko:K11906	ypj:CH55_1051
ko:K11895	ypj:CH55_1052
ko:K11896	ypj:CH55_1053
ko:K11910	ypj:CH55_1056
ko:K11891	ypj:CH55_1057
ko:K11891	ypj:CH55_1058
ko:K11907	ypj:CH55_1067
ko:K11903	ypj:CH55_1068
ko:K11892	ypj:CH55_1070
ko:K11893	ypj:CH55_1071
ko:K11900	ypj:CH55_1072
ko:K11900	ypj:CH55_1073
ko:K11901	ypj:CH55_1074
ko:K00645	ypj:CH55_1076
ko:K02860	ypj:CH55_1870
ko:K02959	ypj:CH55_1871
ko:K03106	ypj:CH55_1872
ko:K07491	ypj:CH55_1875
ko:K07173	ypj:CH55_1876
ko:K01919	ypj:CH55_1877
ko:K03563	ypj:CH55_1884
ko:K01872	ypj:CH55_1885
ko:K03565	ypj:CH55_1886
ko:K03743	ypj:CH55_1888
ko:K00864	ypj:CH55_1892
ko:K00615	ypj:CH55_1893
ko:K00615	ypj:CH55_1894
ko:K17203	ypj:CH55_1895
ko:K17204	ypj:CH55_1896
ko:K17202	ypj:CH55_1898
ko:K03782	ypj:CH55_1899
ko:K15536	ypj:CH55_1900
ko:K12262	ypj:CH55_1901
ko:K07308	ypj:CH55_1903
ko:K07307	ypj:CH55_1904
ko:K07306	ypj:CH55_1905
ko:K02430	ypj:CH55_1907
ko:K02058	ypj:CH55_1908
ko:K07491	ypj:CH55_1909
ko:K02056	ypj:CH55_1910
ko:K02057	ypj:CH55_1911
ko:K02057	ypj:CH55_1912
ko:K00880	ypj:CH55_1914
ko:K01676	ypj:CH55_1915
ko:K01265	ypj:CH55_1917
ko:K16089	ypj:CH55_1919
ko:K00428	ypj:CH55_1921
ko:K01713	ypj:CH55_1922
ko:K00854	ypj:CH55_2718
ko:K07483	ypj:CH55_2725
ko:K08160	ypj:CH55_2727
ko:K03833	ypj:CH55_2733
ko:K03833	ypj:CH55_2734
ko:K01042	ypj:CH55_2735
ko:K02380	ypj:CH55_2736
ko:K00127	ypj:CH55_2737
ko:K00124	ypj:CH55_2738
ko:K00123	ypj:CH55_2739
ko:K00123	ypj:CH55_2740
ko:K02379	ypj:CH55_2741
ko:K04564	ypj:CH55_2742
ko:K14762	ypj:CH55_2747
ko:K02562	ypj:CH55_2749
ko:K00009	ypj:CH55_2750
ko:K02798	ypj:CH55_2751
ko:K02799	ypj:CH55_2751
ko:K02800	ypj:CH55_2751
ko:K01879	ypj:CH55_2753
ko:K01878	ypj:CH55_2754
ko:K01246	ypj:CH55_2756
ko:K03826	ypj:CH55_2757
ko:K00090	ypj:CH55_2760
ko:K01176	ypj:CH55_2761
ko:K00835	ypj:CH55_2763
ko:K07085	ypj:CH55_2764
ko:K04081	ypj:CH55_2765
ko:K04080	ypj:CH55_2766
ko:K01754	ypj:CH55_2770
ko:K07480	ypj:CH55_3577
ko:K01581	ypj:CH55_3581
ko:K10439	ypj:CH55_3582
ko:K10441	ypj:CH55_3583
ko:K10440	ypj:CH55_3584
ko:K02014	ypj:CH55_3585
ko:K02016	ypj:CH55_3586
ko:K08306	ypj:CH55_3587
ko:K03575	ypj:CH55_3589
ko:K03439	ypj:CH55_3590
ko:K09923	ypj:CH55_3591
ko:K01425	ypj:CH55_3592
ko:K02428	ypj:CH55_3597
ko:K09131	ypj:CH55_3598
ko:K02221	ypj:CH55_3599
ko:K00286	ypj:CH55_3600
ko:K06997	ypj:CH55_3601
ko:K02669	ypj:CH55_3602
ko:K10536	ypj:CH55_3603
ko:K12251	ypj:CH55_3604
ko:K07447	ypj:CH55_3605
ko:K07735	ypj:CH55_3606
ko:K01920	ypj:CH55_3607
ko:K09761	ypj:CH55_3608
ko:K01150	ypj:CH55_3609
ko:K02742	ypj:CH55_3610
ko:K00789	ypj:CH55_3611
ko:K01585	ypj:CH55_3613
ko:K07387	ypj:CH55_3615
ko:K00615	ypj:CH55_3616
ko:K07491	ypj:CH55_3617
ko:K03472	ypj:CH55_3618
ko:K00927	ypj:CH55_3619
ko:K01624	ypj:CH55_3620
ko:K03442	ypj:CH55_3621
ko:K06895	ypj:CH55_3622
ko:K09807	ypj:CH55_3623
ko:K05596	ypj:CH55_3624
ko:K01807	ypj:CH55_3625
ko:K00058	ypj:CH55_3626
ko:K01934	ypj:CH55_3627
ko:K09888	ypj:CH55_3628
ko:K09895	ypj:CH55_3629
ko:K01262	ypj:CH55_3630
ko:K01120	ypj:CH55_1473
ko:K04772	ypj:CH55_2478
ko:K04771	ypj:CH55_1962
ko:K04055	ypj:CH55_4365
ko:K01139	ypj:CH55_2998
ko:K19270	ypj:CH55_50
ko:K07497	ypj:CH55_3074
ko:K07497	ypj:CH55_1530
ko:K07497	ypj:CH55_2421
ko:K07497	ypj:CH55_3304
ko:K07497	ypj:CH55_781
ko:K07497	ypj:CH55_3305
ko:K07497	ypj:CH55_3325
ko:K07497	ypj:CH55_4317
ko:K07497	ypj:CH55_4327
ko:K07497	ypj:CH55_4331
ko:K07497	ypj:CH55_4332
ko:K19265	ypj:CH55_4099
ko:K01992	ypj:CH55_3942
ko:K01992	ypj:CH55_3943
ko:K00839	ypj:CH55_1823
ko:K07497	ypj:CH55_797
ko:K07489	ypj:CH55_3576
ko:K03722	ypj:CH55_664
ko:K07497	ypj:CH55_2612
ko:K07497	ypj:CH55_4347
ko:K07497	ypj:CH55_4360
ko:K07497	ypj:CH55_4362
ko:K07497	ypj:CH55_4364
ko:K07497	ypj:CH55_3542
ko:K07497	ypj:CH55_2726
ko:K07497	ypj:CH55_2774
ko:K07497	ypj:CH55_2860
ko:K07497	ypj:CH55_2076
ko:K01138	ypj:CH55_3712
ko:K03722	ypj:CH55_1343
ko:K19267	ypj:CH55_220
ko:K19337	ypj:CH55_671
ko:K19304	ypj:CH55_674
ko:K19334	ypj:CH55_2029
ko:K12341	ypj:CH55_4341
ko:K02464	ypj:CH55_3735
ko:K02485	ypj:CH55_563
ko:K01175	ypj:CH55_1532
ko:K19092	ypj:CH55_4324
ko:K19270	ypj:CH55_520
ko:K19302	ypj:CH55_1221
ko:K19333	ypj:CH55_534
ko:K00525	ypj:CH55_1520
ko:K02031	ypj:CH55_2034
ko:K02031	ypj:CH55_1509
ko:K06867	ypj:CH55_1460
ko:K06867	ypj:CH55_3319
ko:K06867	ypj:CH55_1918
ko:K19303	ypj:CH55_457
ko:K01096	ypj:CH55_314
ko:K19577	ypj:CH55_3744
ko:K06415	ypj:CH55_591
ko:K07486	ypj:CH55_4240
ko:K14237	ypj:CH55_466
ko:K14237	ypj:CH55_467
ko:K14237	ypj:CH55_4093
ko:K14237	ypj:CH55_4094
ko:K14232	ypj:CH55_1287
ko:K14232	ypj:CH55_2687
ko:K14232	ypj:CH55_3161
ko:K14228	ypj:CH55_2384
ko:K14228	ypj:CH55_3160
ko:K14230	ypj:CH55_2171
ko:K14233	ypj:CH55_702
ko:K14233	ypj:CH55_710
ko:K14233	ypj:CH55_1094
ko:K14233	ypj:CH55_1324
ko:K14219	ypj:CH55_1881
ko:K14219	ypj:CH55_1882
ko:K14219	ypj:CH55_1880
ko:K14218	ypj:CH55_4088
ko:K14218	ypj:CH55_4090
ko:K02483	ypj:CH55_4071
ko:K14227	ypj:CH55_1847
ko:K07489	ypj:CH55_3560
ko:K14228	ypj:CH55_3334
ko:K14228	ypj:CH55_2020
ko:K14228	ypj:CH55_1549
ko:K14233	ypj:CH55_1883
ko:K14238	ypj:CH55_2712
ko:K14228	ypj:CH55_805
ko:K14230	ypj:CH55_1548
ko:K14230	ypj:CH55_1552
ko:K14219	ypj:CH55_1645
ko:K14219	ypj:CH55_3157
ko:K14219	ypj:CH55_4160
ko:K14218	ypj:CH55_1846
ko:K02796	ypj:CH55_922
ko:K08566	ypj:CH55_4381
ko:K00525	ypj:CH55_1335
ko:K01980	ypj:CH55_3100
ko:K01980	ypj:CH55_3828
ko:K01980	ypj:CH55_3302
ko:K01980	ypj:CH55_3259
ko:K01980	ypj:CH55_2826
ko:K01980	ypj:CH55_2447
ko:K01980	ypj:CH55_1845
ko:K14226	ypj:CH55_3158
ko:K01985	ypj:CH55_2830
ko:K01985	ypj:CH55_3829
ko:K01985	ypj:CH55_3303
ko:K01985	ypj:CH55_3101
ko:K01985	ypj:CH55_3260
ko:K01985	ypj:CH55_2446
ko:K01985	ypj:CH55_2828
ko:K01985	ypj:CH55_1844
ko:K14225	ypj:CH55_3653
ko:K01977	ypj:CH55_2824
ko:K01977	ypj:CH55_3826
ko:K01977	ypj:CH55_3300
ko:K01977	ypj:CH55_3257
ko:K01977	ypj:CH55_3098
ko:K01977	ypj:CH55_2449
ko:K01977	ypj:CH55_1848
ko:K05875	ypj:CH55_2743
ko:K19775	ypj:CH55_2314
ko:K19745	ypj:CH55_2538
ko:K07493	ypj:CH55_161
ko:K07493	ypj:CH55_1622
ko:K07493	ypj:CH55_165
ko:K07493	ypj:CH55_287
ko:K07493	ypj:CH55_3135
ko:K07493	ypj:CH55_42
ko:K07493	ypj:CH55_4239
ko:K07493	ypj:CH55_565
ko:K07493	ypj:CH55_599
ko:K07493	ypj:CH55_631
ko:K07493	ypj:CH55_952
ko:K07493	ypj:CH55_976
ko:K19778	ypj:CH55_1497
ko:K13060	ypj:CH55_152
ko:K11009	ypj:CH55_4242
ko:K00799	ypj:CH55_1232
ko:K07147	ypj:CH55_2539
ko:K15777	ypj:CH55_2154
ko:K07662	ypj:CH55_3034
ko:K19802	ypj:CH55_418
ko:K19803	ypj:CH55_1269
ko:K05874	ypj:CH55_251
ko:K01138	ypj:CH55_4021
ko:K19804	ypj:CH55_316
ko:K19810	ypj:CH55_3411
ko:K15540	ypj:CH55_4134
ko:K07263	ypj:CH55_2671
ko:K05874	ypj:CH55_3740
ko:K07274	ypj:CH55_583
ko:K21636	ypj:CH55_2036
ko:K14224	ypj:CH55_2448
ko:K14224	ypj:CH55_2825
ko:K14224	ypj:CH55_3099
ko:K14224	ypj:CH55_3827
ko:K14224	ypj:CH55_3301
ko:K14224	ypj:CH55_3258
ko:K14229	ypj:CH55_3885
ko:K14229	ypj:CH55_3886
ko:K14229	ypj:CH55_4095
ko:K14229	ypj:CH55_815
ko:K14222	ypj:CH55_806
ko:K14223	ypj:CH55_1550
ko:K14223	ypj:CH55_1553
ko:K07686	ypj:CH55_2690
ko:K20268	ypj:CH55_80
ko:K14221	ypj:CH55_3102
ko:K14221	ypj:CH55_3830
ko:K20264	ypj:CH55_961
ko:K14221	ypj:CH55_3839
ko:K14234	ypj:CH55_1323
ko:K14234	ypj:CH55_3268
ko:K14225	ypj:CH55_3270
ko:K00526	ypj:CH55_1521
ko:K19591	ypj:CH55_1662
ko:K22132	ypj:CH55_3774
ko:K14223	ypj:CH55_1551
ko:K14225	ypj:CH55_3397
ko:K14225	ypj:CH55_3399
ko:K14225	ypj:CH55_807
ko:K14236	ypj:CH55_3269
ko:K14236	ypj:CH55_568
ko:K14231	ypj:CH55_3424
ko:K14231	ypj:CH55_3580
ko:K14229	ypj:CH55_3887
ko:K02438	ypj:CH55_2620
ko:K20885	ypj:CH55_135
ko:K14230	ypj:CH55_3333
ko:K14230	ypj:CH55_3772
ko:K14230	ypj:CH55_3771
ko:K14234	ypj:CH55_2829
ko:K14234	ypj:CH55_3271
ko:K20862	ypj:CH55_3173
ko:K21021	ypj:CH55_2360
ko:K20968	ypj:CH55_4282
ko:K22025	ypj:CH55_328
ko:K21086	ypj:CH55_2668
ko:K21087	ypj:CH55_1792
ko:K08968	ypj:CH55_546
ko:K00821	ypj:CH55_2913
ko:K20968	ypj:CH55_4283
ko:K00526	ypj:CH55_1336
ko:K02335	ypj:CH55_2439
ko:K00857	ypj:CH55_560
ko:K14744	ypj:CH55_637
ko:K01185	ypj:CH55_638
ko:K06223	ypj:CH55_646
ko:K06866	ypj:CH55_1463
ko:K00287	ypj:CH55_2321
ko:K14059	ypj:CH55_651
ko:K06191	ypj:CH55_1518
ko:K06217	ypj:CH55_1556
ko:K06903	ypj:CH55_791
ko:K06907	ypj:CH55_795
ko:K17733	ypj:CH55_2524
ko:K10747	ypj:CH55_4262
ko:K09882	ypj:CH55_4276
ko:K02314	ypj:CH55_3444
ko:K03546	ypj:CH55_1782
ko:K03553	ypj:CH55_1887
ko:K06919	ypj:CH55_3660
ko:K04068	ypj:CH55_2037
ko:K06223	ypj:CH55_2897
ko:K00560	ypj:CH55_3759
ko:K02316	ypj:CH55_2169
ko:K01520	ypj:CH55_3008
ko:K03676	ypj:CH55_3027
ko:K00050	ypj:CH55_74
ko:K00108	ypj:CH55_3926
ko:K07493	ypj:CH55_2445
ko:K13695	ypj:CH55_491
ko:K21470	ypj:CH55_1134
ko:K01420	ypj:CH55_380
ko:K21698	ypj:CH55_2518
ko:K21695	ypj:CH55_2517
ko:K21936	ypj:CH55_3474
ko:K21948	ypj:CH55_1314
ko:K13638	ypj:CH55_2975
ko:K22015	ypj:CH55_3420
ko:K22051	ypj:CH55_3403
ko:K22130	ypj:CH55_1313
ko:K22443	ypj:CH55_116
ko:K03595	ypj:CH55_1447
ko:K22105	ypj:CH55_3093
ko:K22131	ypj:CH55_1311
ko:K22110	ypj:CH55_2675
ko:K22110	ypj:CH55_530
ko:K03079	ypj:CH55_1913
ko:K22444	ypj:CH55_118
ko:K03077	ypj:CH55_321
ko:K03077	ypj:CH55_1906
ko:K22278	ypj:CH55_965
ko:K02257	ypj:CH55_1746
ko:K11391	ypj:CH55_2223
ko:K00590	ypj:CH55_2420
ko:K07319	ypj:CH55_4253
ko:K22443	ypj:CH55_117
ko:K00424	ypj:CH55_3876
ko:K22601	ypj:CH55_1830
ko:K01007	ypj:CH55_484
ko:K01007	ypj:CH55_485
