ko:K00127	sbm:Shew185_0102
ko:K14222	sbm:Shew185_R0060
ko:K14222	sbm:Shew185_R0068
ko:K15396	sbm:Shew185_2389
ko:K14219	sbm:Shew185_R0039
ko:K06133	sbm:Shew185_1421
ko:K07491	sbm:Shew185_0718
ko:K14230	sbm:Shew185_R0073
ko:K14230	sbm:Shew185_R0074
ko:K14230	sbm:Shew185_R0075
ko:K14230	sbm:Shew185_R0076
ko:K14230	sbm:Shew185_R0077
ko:K14230	sbm:Shew185_R0112
ko:K01980	sbm:Shew185_R0034
ko:K01980	sbm:Shew185_R0028
ko:K01980	sbm:Shew185_R0136
ko:K01980	sbm:Shew185_R0079
ko:K01980	sbm:Shew185_R0002
ko:K01980	sbm:Shew185_R0139
ko:K01980	sbm:Shew185_R0016
ko:K01980	sbm:Shew185_R0128
ko:K01980	sbm:Shew185_R0009
ko:K01980	sbm:Shew185_R0022
ko:K14219	sbm:Shew185_R0104
ko:K14219	sbm:Shew185_R0106
ko:K14219	sbm:Shew185_R0107
ko:K14219	sbm:Shew185_R0108
ko:K14219	sbm:Shew185_R0109
ko:K14219	sbm:Shew185_R0110
ko:K00799	sbm:Shew185_4254
ko:K06147	sbm:Shew185_3702
ko:K07011	sbm:Shew185_2894
ko:K14742	sbm:Shew185_1886
ko:K14940	sbm:Shew185_1834
ko:K14540	sbm:Shew185_1882
ko:K14652	sbm:Shew185_3156
ko:K14645	sbm:Shew185_3194
ko:K06183	sbm:Shew185_3461
ko:K01146	sbm:Shew185_1357
ko:K16013	sbm:Shew185_0873
ko:K06177	sbm:Shew185_0433
ko:K15269	sbm:Shew185_4124
ko:K15012	sbm:Shew185_0438
ko:K15034	sbm:Shew185_3853
ko:K03500	sbm:Shew185_2041
ko:K02358	sbm:Shew185_0194
ko:K14761	sbm:Shew185_1635
ko:K16012	sbm:Shew185_0874
ko:K12543	sbm:Shew185_3985
ko:K15256	sbm:Shew185_2309
ko:K15257	sbm:Shew185_2310
ko:K08086	sbm:Shew185_2760
ko:K01082	sbm:Shew185_1469
ko:K15738	sbm:Shew185_2608
ko:K15633	sbm:Shew185_0043
ko:K15773	sbm:Shew185_0365
ko:K02428	sbm:Shew185_3045
ko:K04765	sbm:Shew185_3138
ko:K15723	sbm:Shew185_1426
ko:K11741	sbm:Shew185_2843
ko:K21429	sbm:Shew185_3916
ko:K15461	sbm:Shew185_2764
ko:K15460	sbm:Shew185_3526
ko:K15724	sbm:Shew185_1208
ko:K01082	sbm:Shew185_0168
ko:K15342	sbm:Shew185_3241
ko:K08679	sbm:Shew185_4329
ko:K12542	sbm:Shew185_3984
ko:K15977	sbm:Shew185_3012
ko:K15986	sbm:Shew185_0428
ko:K12541	sbm:Shew185_3983
ko:K10716	sbm:Shew185_2520
ko:K15984	sbm:Shew185_4241
ko:K03320	sbm:Shew185_3707
ko:K19736	sbm:Shew185_0297
ko:K03781	sbm:Shew185_1572
ko:K02014	sbm:Shew185_1401
ko:K02014	sbm:Shew185_2038
ko:K16089	sbm:Shew185_4120
ko:K16090	sbm:Shew185_0720
ko:K16091	sbm:Shew185_3439
ko:K16089	sbm:Shew185_2412
ko:K16088	sbm:Shew185_2733
ko:K15726	sbm:Shew185_3847
ko:K16137	sbm:Shew185_0264
ko:K15726	sbm:Shew185_4301
ko:K07491	sbm:Shew185_2359
ko:K02014	sbm:Shew185_0291
ko:K16087	sbm:Shew185_1021
ko:K16087	sbm:Shew185_1381
ko:K10716	sbm:Shew185_0885
ko:K16053	sbm:Shew185_0117
ko:K16074	sbm:Shew185_3715
ko:K01801	sbm:Shew185_1483
ko:K02017	sbm:Shew185_0283
ko:K08344	sbm:Shew185_4225
ko:K16293	sbm:Shew185_0532
ko:K16211	sbm:Shew185_2336
ko:K02014	sbm:Shew185_1136
ko:K16317	sbm:Shew185_2532
ko:K00209	sbm:Shew185_1599
ko:K03299	sbm:Shew185_1571
ko:K01990	sbm:Shew185_1514
ko:K16322	sbm:Shew185_3484
ko:K16294	sbm:Shew185_0533
ko:K05349	sbm:Shew185_1185
ko:K16171	sbm:Shew185_1482
ko:K04015	sbm:Shew185_3872
ko:K04014	sbm:Shew185_3873
ko:K04018	sbm:Shew185_3874
ko:K08364	sbm:Shew185_3072
ko:K16263	sbm:Shew185_4149
ko:K13283	sbm:Shew185_0256
ko:K03321	sbm:Shew185_1706
ko:K01166	sbm:Shew185_4174
ko:K00254	sbm:Shew185_2432
ko:K02030	sbm:Shew185_4230
ko:K16786	sbm:Shew185_4309
ko:K16787	sbm:Shew185_4309
ko:K16785	sbm:Shew185_4308
ko:K16872	sbm:Shew185_2683
ko:K02030	sbm:Shew185_3638
ko:K02030	sbm:Shew185_3185
ko:K02030	sbm:Shew185_4125
ko:K15035	sbm:Shew185_R0037
ko:K02030	sbm:Shew185_3398
ko:K02030	sbm:Shew185_1275
ko:K02030	sbm:Shew185_0461
ko:K02503	sbm:Shew185_1790
ko:K02030	sbm:Shew185_0951
ko:K17247	sbm:Shew185_2056
ko:K11209	sbm:Shew185_1377
ko:K17103	sbm:Shew185_1090
ko:K17713	sbm:Shew185_3002
ko:K02029	sbm:Shew185_0950
ko:K17363	sbm:Shew185_4193
ko:K01990	sbm:Shew185_3589
ko:K01992	sbm:Shew185_0507
ko:K01992	sbm:Shew185_3588
ko:K17686	sbm:Shew185_1499
ko:K05601	sbm:Shew185_1260
ko:K19789	sbm:Shew185_1747
ko:K19745	sbm:Shew185_0252
ko:K17758	sbm:Shew185_3772
ko:K17759	sbm:Shew185_3772
ko:K18138	sbm:Shew185_2587
ko:K03585	sbm:Shew185_2588
ko:K00042	sbm:Shew185_1721
ko:K21430	sbm:Shew185_2857
ko:K18234	sbm:Shew185_1563
ko:K18298	sbm:Shew185_3181
ko:K18299	sbm:Shew185_3180
ko:K03742	sbm:Shew185_4098
ko:K07666	sbm:Shew185_1920
ko:K01791	sbm:Shew185_2978
ko:K00138	sbm:Shew185_0248
ko:K02226	sbm:Shew185_0974
ko:K18454	sbm:Shew185_1402
ko:K18676	sbm:Shew185_1144
ko:K18691	sbm:Shew185_2995
ko:K18765	sbm:Shew185_0479
ko:K18927	sbm:Shew185_3149
ko:K20881	sbm:Shew185_0160
ko:K18800	sbm:Shew185_3678
ko:K18778	sbm:Shew185_3946
ko:K20862	sbm:Shew185_3970
ko:K18918	sbm:Shew185_4396
ko:K18657	sbm:Shew185_2431
ko:K13040	sbm:Shew185_0452
ko:K13041	sbm:Shew185_0451
ko:K18850	sbm:Shew185_2474
ko:K18850	sbm:Shew185_2343
ko:K18929	sbm:Shew185_1337
ko:K10747	sbm:Shew185_1838
ko:K18930	sbm:Shew185_1339
ko:K03976	sbm:Shew185_3413
ko:K03892	sbm:Shew185_3834
ko:K03526	sbm:Shew185_3005
ko:K18979	sbm:Shew185_3639
ko:K19000	sbm:Shew185_4029
ko:K07452	sbm:Shew185_1980
ko:K19147	sbm:Shew185_1981
ko:K19129	sbm:Shew185_3237
ko:K19127	sbm:Shew185_3239
ko:K01154	sbm:Shew185_1978
ko:K19226	sbm:Shew185_1604
ko:K19228	sbm:Shew185_1602
ko:K07012	sbm:Shew185_3240
ko:K19229	sbm:Shew185_1601
ko:K19130	sbm:Shew185_3236
ko:K19227	sbm:Shew185_1603
ko:K19230	sbm:Shew185_1600
ko:K19128	sbm:Shew185_3238
ko:K19235	sbm:Shew185_0909
ko:K19168	sbm:Shew185_1237
ko:K19221	sbm:Shew185_0981
ko:K01066	sbm:Shew185_3657
ko:K01992	sbm:Shew185_0508
ko:K01992	sbm:Shew185_1515
ko:K08604	sbm:Shew185_0439
ko:K00638	sbm:Shew185_4229
ko:K19337	sbm:Shew185_2129
ko:K19270	sbm:Shew185_3926
ko:K19302	sbm:Shew185_0423
ko:K19304	sbm:Shew185_1641
ko:K19342	sbm:Shew185_3871
ko:K19340	sbm:Shew185_3869
ko:K19341	sbm:Shew185_3868
ko:K02495	sbm:Shew185_4351
ko:K02030	sbm:Shew185_1011
ko:K19577	sbm:Shew185_3857
ko:K19713	sbm:Shew185_0544
ko:K00992	sbm:Shew185_1051
ko:K19715	sbm:Shew185_2361
ko:K19714	sbm:Shew185_2362
ko:K00799	sbm:Shew185_0005
ko:K19804	sbm:Shew185_2276
ko:K21636	sbm:Shew185_1650
ko:K08723	sbm:Shew185_0362
ko:K09796	sbm:Shew185_0778
ko:K20455	sbm:Shew185_4023
ko:K09788	sbm:Shew185_4024
ko:K22320	sbm:Shew185_1549
ko:K01214	sbm:Shew185_1322
ko:K22332	sbm:Shew185_0813
ko:K21105	sbm:Shew185_1156
ko:K21217	sbm:Shew185_0706
ko:K20962	sbm:Shew185_0672
ko:K08968	sbm:Shew185_2442
ko:K21218	sbm:Shew185_1736
ko:K02483	sbm:Shew185_1071
ko:K01139	sbm:Shew185_0351
ko:K21405	sbm:Shew185_0249
ko:K21420	sbm:Shew185_2463
ko:K21472	sbm:Shew185_0293
ko:K21470	sbm:Shew185_1924
ko:K21703	sbm:Shew185_0896
ko:K21575	sbm:Shew185_2036
ko:K21606	sbm:Shew185_2484
ko:K21712	sbm:Shew185_3466
ko:K22051	sbm:Shew185_3778
ko:K22105	sbm:Shew185_0175
ko:K22132	sbm:Shew185_0791
ko:K22042	sbm:Shew185_1117
ko:K22292	sbm:Shew185_2289
ko:K22319	sbm:Shew185_1548
ko:K02257	sbm:Shew185_4188
ko:K02257	sbm:Shew185_4222
ko:K22318	sbm:Shew185_1547
ko:K22302	sbm:Shew185_0741
ko:K11391	sbm:Shew185_3444
ko:K22452	sbm:Shew185_2049
ko:K00424	sbm:Shew185_2991
