ko:K09806	ecg:E2348C_3341
ko:K06159	ecg:E2348C_2356
ko:K11938	ecg:E2348C_0381
ko:K01092	ecg:E2348C_2816
ko:K08279	ecg:E2348C_0036
ko:K02237	ecg:E2348C_0377
ko:K08299	ecg:E2348C_0037
ko:K08277	ecg:E2348C_0035
ko:K00108	ecg:E2348C_0273
ko:K06077	ecg:E2348C_1728
ko:K04565	ecg:E2348C_1733
ko:K06938	ecg:E2348C_1735
ko:K10680	ecg:E2348C_1737
ko:K03683	ecg:E2348C_1739
ko:K07390	ecg:E2348C_1740
ko:K04564	ecg:E2348C_1742
ko:K00574	ecg:E2348C_1748
ko:K00793	ecg:E2348C_1749
ko:K03327	ecg:E2348C_1750
ko:K08354	ecg:E2348C_1755
ko:K06074	ecg:E2348C_1794
ko:K00432	ecg:E2348C_1795
ko:K06073	ecg:E2348C_1796
ko:K06903	ecg:E2348C_1824
ko:K06906	ecg:E2348C_1832
ko:K06908	ecg:E2348C_1836
ko:K06907	ecg:E2348C_1837
ko:K04764	ecg:E2348C_1841
ko:K01889	ecg:E2348C_1843
ko:K02887	ecg:E2348C_1845
ko:K02916	ecg:E2348C_1846
ko:K02520	ecg:E2348C_1847
ko:K01868	ecg:E2348C_1848
ko:K07283	ecg:E2348C_1851
ko:K03781	ecg:E2348C_1860
ko:K03478	ecg:E2348C_1861
ko:K01222	ecg:E2348C_1862
ko:K05845	ecg:E2348C_2278
ko:K03668	ecg:E2348C_1541
ko:K08324	ecg:E2348C_1646
ko:K08173	ecg:E2348C_1663
ko:K02759	ecg:E2348C_1864
ko:K02761	ecg:E2348C_1865
ko:K02760	ecg:E2348C_1866
ko:K04064	ecg:E2348C_1867
ko:K09975	ecg:E2348C_1870
ko:K05526	ecg:E2348C_1872
ko:K01484	ecg:E2348C_1873
ko:K06447	ecg:E2348C_1874
ko:K00673	ecg:E2348C_1875
ko:K00840	ecg:E2348C_1876
ko:K01142	ecg:E2348C_1877
ko:K05777	ecg:E2348C_1882
ko:K01736	ecg:E2348C_2469
ko:K07320	ecg:E2348C_2470
ko:K08296	ecg:E2348C_2479
ko:K06076	ecg:E2348C_2483
ko:K04754	ecg:E2348C_2484
ko:K09960	ecg:E2348C_2510
ko:K00873	ecg:E2348C_1761
ko:K06078	ecg:E2348C_1762
ko:K02426	ecg:E2348C_1764
ko:K09015	ecg:E2348C_1766
ko:K09013	ecg:E2348C_1767
ko:K09014	ecg:E2348C_1768
ko:K05997	ecg:E2348C_1769
ko:K04023	ecg:E2348C_2686
ko:K04022	ecg:E2348C_2687
ko:K04024	ecg:E2348C_2688
ko:K04032	ecg:E2348C_2693
ko:K04029	ecg:E2348C_2695
ko:K04031	ecg:E2348C_2696
ko:K00616	ecg:E2348C_2698
ko:K00615	ecg:E2348C_2699
ko:K07674	ecg:E2348C_2703
ko:K01439	ecg:E2348C_2708
ko:K06999	ecg:E2348C_2710
ko:K08483	ecg:E2348C_2576
ko:K11189	ecg:E2348C_2576
ko:K11201	ecg:E2348C_2576
ko:K11203	ecg:E2348C_2579
ko:K00845	ecg:E2348C_2581
ko:K03322	ecg:E2348C_2584
ko:K01885	ecg:E2348C_2589
ko:K11537	ecg:E2348C_2591
ko:K03815	ecg:E2348C_2592
ko:K09954	ecg:E2348C_2596
ko:K01972	ecg:E2348C_2597
ko:K03528	ecg:E2348C_2598
ko:K06203	ecg:E2348C_2599
ko:K01738	ecg:E2348C_2600
ko:K01952	ecg:E2348C_2834
ko:K00997	ecg:E2348C_2840
ko:K03474	ecg:E2348C_2841
ko:K03584	ecg:E2348C_2842
ko:K03595	ecg:E2348C_2843
ko:K03685	ecg:E2348C_2844
ko:K03100	ecg:E2348C_2845
ko:K03596	ecg:E2348C_2846
ko:K03803	ecg:E2348C_2847
ko:K03598	ecg:E2348C_2848
ko:K03597	ecg:E2348C_2849
ko:K03088	ecg:E2348C_2850
ko:K00088	ecg:E2348C_2783
ko:K03601	ecg:E2348C_2784
ko:K07054	ecg:E2348C_2712
ko:K01923	ecg:E2348C_2713
ko:K07287	ecg:E2348C_2714
ko:K01714	ecg:E2348C_2715
ko:K03567	ecg:E2348C_2716
ko:K03564	ecg:E2348C_2717
ko:K03548	ecg:E2348C_2718
ko:K10763	ecg:E2348C_2721
ko:K00761	ecg:E2348C_2723
ko:K02784	ecg:E2348C_2601
ko:K08483	ecg:E2348C_2602
ko:K02777	ecg:E2348C_2603
ko:K00868	ecg:E2348C_2604
ko:K02045	ecg:E2348C_2607
ko:K02047	ecg:E2348C_2608
ko:K02046	ecg:E2348C_2609
ko:K02048	ecg:E2348C_2610
ko:K07106	ecg:E2348C_2613
ko:K11191	ecg:E2348C_2614
ko:K11192	ecg:E2348C_2614
ko:K07223	ecg:E2348C_2615
ko:K01448	ecg:E2348C_2619
ko:K00278	ecg:E2348C_2851
ko:K05590	ecg:E2348C_2853
ko:K00602	ecg:E2348C_4313
ko:K00974	ecg:E2348C_3349
ko:K03931	ecg:E2348C_3373
ko:K03757	ecg:E2348C_4459
ko:K08368	ecg:E2348C_0046
ko:K07214	ecg:E2348C_0486
ko:K00076	ecg:E2348C_1704
ko:K02504	ecg:E2348C_0110
ko:K02505	ecg:E2348C_0109
ko:K11738	ecg:E2348C_1593
ko:K11534	ecg:E2348C_0791
ko:K10550	ecg:E2348C_4415
ko:K05778	ecg:E2348C_1883
ko:K00537	ecg:E2348C_2720
ko:K00537	ecg:E2348C_3739
ko:K00065	ecg:E2348C_3113
ko:K01150	ecg:E2348C_3198
ko:K02972	ecg:E2348C_1614
ko:K00881	ecg:E2348C_4413
ko:K08349	ecg:E2348C_1609
ko:K05834	ecg:E2348C_4125
ko:K01488	ecg:E2348C_1708
ko:K01631	ecg:E2348C_4004
ko:K01524	ecg:E2348C_4079
ko:K08194	ecg:E2348C_4001
ko:K09979	ecg:E2348C_3435
ko:K04691	ecg:E2348C_3506
ko:K05540	ecg:E2348C_3530
ko:K07397	ecg:E2348C_3606
ko:K07350	ecg:E2348C_4627
ko:K01193	ecg:E2348C_2556
ko:K04063	ecg:E2348C_1616
ko:K00371	ecg:E2348C_1604
ko:K00373	ecg:E2348C_1603
ko:K00675	ecg:E2348C_1600
ko:K00374	ecg:E2348C_1602
ko:K00104	ecg:E2348C_3259
ko:K10986	ecg:E2348C_3426
ko:K02506	ecg:E2348C_3585
ko:K12784	ecg:E2348C_3941
ko:K12785	ecg:E2348C_3970
ko:K12786	ecg:E2348C_3930
ko:K02769	ecg:E2348C_3925
ko:K02768	ecg:E2348C_3926
ko:K00956	ecg:E2348C_3021
ko:K12788	ecg:E2348C_3944
ko:K12790	ecg:E2348C_3939
ko:K10124	ecg:E2348C_4030
ko:K01664	ecg:E2348C_3610
ko:K07172	ecg:E2348C_3050
ko:K13890	ecg:E2348C_0782
ko:K00124	ecg:E2348C_4196
ko:K11201	ecg:E2348C_4204
ko:K04017	ecg:E2348C_4398
ko:K13892	ecg:E2348C_0780
ko:K10985	ecg:E2348C_3425
ko:K02057	ecg:E2348C_2823
ko:K07733	ecg:E2348C_2777
ko:K05685	ecg:E2348C_0876
ko:K02799	ecg:E2348C_3184
ko:K02800	ecg:E2348C_3184
ko:K02798	ecg:E2348C_3185
ko:K13889	ecg:E2348C_0781
ko:K13637	ecg:E2348C_4630
ko:K12943	ecg:E2348C_3117
ko:K01424	ecg:E2348C_3210
ko:K03321	ecg:E2348C_1329
ko:K13256	ecg:E2348C_4346
ko:K13038	ecg:E2348C_3887
ko:K12945	ecg:E2348C_2701
ko:K01355	ecg:E2348C_0466
ko:K13255	ecg:E2348C_4666
ko:K02116	ecg:E2348C_4049
ko:K06879	ecg:E2348C_3061
ko:K09477	ecg:E2348C_0513
ko:K13378	ecg:E2348C_2426
ko:K00297	ecg:E2348C_4250
ko:K03973	ecg:E2348C_1498
ko:K13243	ecg:E2348C_1617
ko:K13244	ecg:E2348C_0277
ko:K02423	ecg:E2348C_2044
ko:K12972	ecg:E2348C_1123
ko:K13926	ecg:E2348C_3726
ko:K03316	ecg:E2348C_4655
ko:K01916	ecg:E2348C_1868
ko:K01699	ecg:E2348C_2132
ko:K00007	ecg:E2348C_2230
ko:K13788	ecg:E2348C_2437
ko:K13480	ecg:E2348C_3120
ko:K07404	ecg:E2348C_0644
ko:K05939	ecg:E2348C_3106
ko:K10549	ecg:E2348C_4417
ko:K08177	ecg:E2348C_3799
ko:K05349	ecg:E2348C_2279
ko:K00694	ecg:E2348C_3775
ko:K01051	ecg:E2348C_0649
ko:K01838	ecg:E2348C_1510
ko:K02315	ecg:E2348C_4660
ko:K12368	ecg:E2348C_3792
ko:K12339	ecg:E2348C_2606
ko:K12371	ecg:E2348C_3789
ko:K07684	ecg:E2348C_1345
ko:K02485	ecg:E2348C_1362
ko:K00951	ecg:E2348C_3051
ko:K16371	ecg:E2348C_3416
ko:K08318	ecg:E2348C_4180
ko:K11202	ecg:E2348C_4203
ko:K11203	ecg:E2348C_4203
ko:K01193	ecg:E2348C_3042
ko:K09612	ecg:E2348C_3023
ko:K08325	ecg:E2348C_3297
ko:K07232	ecg:E2348C_1342
ko:K05874	ecg:E2348C_4651
ko:K00557	ecg:E2348C_4281
ko:K01104	ecg:E2348C_2203
ko:K12529	ecg:E2348C_3133
ko:K04085	ecg:E2348C_3711
ko:K15548	ecg:E2348C_3512
ko:K01708	ecg:E2348C_3414
ko:K03468	ecg:E2348C_3511
ko:K00219	ecg:E2348C_3374
ko:K13283	ecg:E2348C_4219
ko:K12573	ecg:E2348C_4502
ko:K03817	ecg:E2348C_1570
ko:K02770	ecg:E2348C_3924
ko:K07666	ecg:E2348C_3315
ko:K04753	ecg:E2348C_3309
ko:K00058	ecg:E2348C_3081
ko:K01515	ecg:E2348C_3329
ko:K06221	ecg:E2348C_0260
ko:K14062	ecg:E2348C_1538
ko:K14064	ecg:E2348C_2016
ko:K14061	ecg:E2348C_1537
ko:K13888	ecg:E2348C_0875
ko:K14055	ecg:E2348C_1526
ko:K13650	ecg:E2348C_0758
ko:K13919	ecg:E2348C_2133
ko:K01846	ecg:E2348C_0612
ko:K13735	ecg:E2348C_0261
ko:K12810	ecg:E2348_P1_003
ko:K12369	ecg:E2348C_3791
ko:K12582	ecg:E2348C_4094
ko:K03272	ecg:E2348C_3345
ko:K14054	ecg:E2348C_1519
ko:K07279	ecg:E2348C_2377
ko:K14065	ecg:E2348C_4227
ko:K13921	ecg:E2348C_2144
ko:K13922	ecg:E2348C_2143
ko:K01782	ecg:E2348C_2480
ko:K01825	ecg:E2348C_4158
ko:K14058	ecg:E2348C_1536
ko:K14053	ecg:E2348C_1512
ko:K14051	ecg:E2348C_1478
ko:K06211	ecg:E2348C_4688
ko:K13628	ecg:E2348C_2811
ko:K07496	ecg:E2348C_0725
ko:K07483	ecg:E2348C_1102
ko:K07483	ecg:E2348C_1564
ko:K07749	ecg:E2348C_2567
ko:K12507	ecg:E2348C_1786
ko:K07245	ecg:E2348C_1965
ko:K08172	ecg:E2348C_2088
ko:K04030	ecg:E2348C_2694
ko:K11106	ecg:E2348C_3356
ko:K02068	ecg:E2348C_0429
ko:K02815	ecg:E2348C_4331
ko:K08137	ecg:E2348C_3196
ko:K02062	ecg:E2348C_0072
ko:K03490	ecg:E2348C_1863
ko:K02100	ecg:E2348C_3111
ko:K07357	ecg:E2348C_4619
ko:K07358	ecg:E2348C_4620
ko:K07346	ecg:E2348C_4623
ko:K06956	ecg:E2348C_1858
ko:K12700	ecg:E2348C_0030
ko:K02069	ecg:E2348C_0430
ko:K02004	ecg:E2348C_0435
ko:K04774	ecg:E2348C_1462
ko:K12524	ecg:E2348C_0002
ko:K03767	ecg:E2348C_3613
ko:K05789	ecg:E2348C_2168
ko:K00138	ecg:E2348C_3837
ko:K06156	ecg:E2348C_3681
ko:K07348	ecg:E2348C_4625
ko:K07349	ecg:E2348C_4626
ko:K07677	ecg:E2348C_2363
ko:K09934	ecg:E2348C_2373
ko:K16693	ecg:E2348C_4093
ko:K07038	ecg:E2348C_0460
ko:K07310	ecg:E2348C_1672
ko:K07038	ecg:E2348C_1857
ko:K07812	ecg:E2348C_1997
ko:K08992	ecg:E2348C_1471
ko:K08326	ecg:E2348C_2578
ko:K00971	ecg:E2348C_2177
ko:K01297	ecg:E2348C_1311
ko:K00965	ecg:E2348C_0635
ko:K03791	ecg:E2348C_2734
ko:K01087	ecg:E2348C_2018
ko:K01176	ecg:E2348C_2045
ko:K00854	ecg:E2348C_2229
ko:K03079	ecg:E2348C_4520
ko:K00632	ecg:E2348C_2481
ko:K00632	ecg:E2348C_4157
ko:K06075	ecg:E2348C_1729
ko:K13069	ecg:E2348C_1921
ko:K02477	ecg:E2348C_2271
ko:K04027	ecg:E2348C_2691
ko:K04072	ecg:E2348C_1367
ko:K00281	ecg:E2348C_3155
ko:K03077	ecg:E2348C_4521
ko:K06895	ecg:E2348C_3170
ko:K01058	ecg:E2348C_4121
ko:K12809	ecg:E2348C_2916
ko:K09961	ecg:E2348C_2512
ko:K08092	ecg:E2348C_3827
ko:K12787	ecg:E2348C_3942
ko:K01582	ecg:E2348C_0191
ko:K07126	ecg:E2348C_4401
ko:K08970	ecg:E2348C_2251
ko:K09994	ecg:E2348C_4422
ko:K02850	ecg:E2348C_3873
ko:K07314	ecg:E2348C_3000
ko:K01147	ecg:E2348C_1480
ko:K02255	ecg:E2348C_2023
ko:K01582	ecg:E2348C_4458
ko:K03446	ecg:E2348C_2950
ko:K03838	ecg:E2348C_3406
ko:K07274	ecg:E2348C_1909
ko:K02847	ecg:E2348C_3870
ko:K08305	ecg:E2348C_2964
ko:K12957	ecg:E2348C_4588
ko:K12973	ecg:E2348C_0523
ko:K12986	ecg:E2348C_3877
ko:K01791	ecg:E2348C_4087
ko:K06518	ecg:E2348C_2287
ko:K07821	ecg:E2348C_1998
ko:K02814	ecg:E2348C_4332
ko:K02813	ecg:E2348C_4333
ko:K02812	ecg:E2348C_4334
ko:K06006	ecg:E2348C_4218
ko:K12660	ecg:E2348C_2389
ko:K12661	ecg:E2348C_2391
ko:K04751	ecg:E2348C_2830
ko:K00879	ecg:E2348C_3070
ko:K01104	ecg:E2348C_0967
ko:K03970	ecg:E2348C_1497
ko:K03280	ecg:E2348C_3871
ko:K03111	ecg:E2348C_0662
ko:K03111	ecg:E2348C_2547
ko:K06867	ecg:E2348C_3230
ko:K14744	ecg:E2348C_1251
ko:K02083	ecg:E2348C_0449
ko:K02027	ecg:E2348C_1502
ko:K07471	ecg:E2348C_3313
ko:K07483	ecg:E2348C_3236
ko:K13631	ecg:E2348C_4386
ko:K13634	ecg:E2348C_1465
ko:K06867	ecg:E2348C_0280
ko:K03782	ecg:E2348C_4251
ko:K13638	ecg:E2348C_3555
ko:K01130	ecg:E2348C_4099
ko:K01813	ecg:E2348C_4208
ko:K01792	ecg:E2348C_1907
ko:K13641	ecg:E2348C_4320
ko:K10778	ecg:E2348C_2358
ko:K10939	ecg:E2348C_3253
ko:K13479	ecg:E2348C_3119
ko:K13643	ecg:E2348C_2814
ko:K01070	ecg:E2348C_2300
ko:K13694	ecg:E2348C_2322
ko:K13821	ecg:E2348C_1065
ko:K01185	ecg:E2348C_1250
ko:K07248	ecg:E2348C_1553
ko:K13938	ecg:E2348C_1691
ko:K13953	ecg:E2348C_1612
ko:K13954	ecg:E2348C_3839
ko:K02484	ecg:E2348C_2079
ko:K02550	ecg:E2348C_3254
ko:K01467	ecg:E2348C_4478
ko:K02058	ecg:E2348C_4554
ko:K02056	ecg:E2348C_4555
ko:K11535	ecg:E2348C_2585
ko:K13918	ecg:E2348C_3055
ko:K02057	ecg:E2348C_4557
ko:K02057	ecg:E2348C_4556
ko:K07186	ecg:E2348C_4685
ko:K07480	ecg:E2348_P1_098
ko:K13695	ecg:E2348C_1793
ko:K11477	ecg:E2348C_3256
ko:K02081	ecg:E2348C_3415
ko:K10984	ecg:E2348C_3424
ko:K02080	ecg:E2348C_3427
ko:K13896	ecg:E2348C_2327
ko:K13497	ecg:E2348C_1453
ko:K13639	ecg:E2348C_4387
ko:K13893	ecg:E2348C_2324
ko:K02058	ecg:E2348C_2825
ko:K13891	ecg:E2348C_0783
ko:K13894	ecg:E2348C_2325
ko:K04750	ecg:E2348C_4435
ko:K00121	ecg:E2348C_0303
ko:K13620	ecg:E2348C_2198
ko:K03293	ecg:E2348C_4097
ko:K02477	ecg:E2348C_2574
ko:K05847	ecg:E2348C_2276
ko:K01070	ecg:E2348C_0302
ko:K07714	ecg:E2348C_2365
ko:K13498	ecg:E2348C_1452
ko:K08281	ecg:E2348C_1895
ko:K13635	ecg:E2348C_2121
ko:K13630	ecg:E2348C_1652
ko:K13632	ecg:E2348C_1651
ko:K11720	ecg:E2348C_3266
ko:K07483	ecg:E2348C_1085
ko:K13684	ecg:E2348C_2199
ko:K13683	ecg:E2348C_2197
ko:K13574	ecg:E2348C_0753
ko:K07786	ecg:E2348C_2560
ko:K07797	ecg:E2348C_2561
ko:K07483	ecg:E2348C_2974
ko:K13771	ecg:E2348C_4501
ko:K03772	ecg:E2348C_3596
ko:K03292	ecg:E2348C_3929
ko:K03605	ecg:E2348C_0960
ko:K00941	ecg:E2348C_2248
ko:K07250	ecg:E2348C_2925
ko:K14187	ecg:E2348C_2874
ko:K07713	ecg:E2348C_4311
ko:K01990	ecg:E2348C_0746
ko:K14347	ecg:E2348C_2595
ko:K14392	ecg:E2348C_3528
ko:K14260	ecg:E2348C_2430
ko:K01711	ecg:E2348C_2180
ko:K07484	ecg:E2348C_3237
ko:K19162	ecg:E2348C_0396
ko:K21901	ecg:E2348C_3741
ko:K07771	ecg:E2348C_4441
ko:K07791	ecg:E2348C_4464
ko:K21907	ecg:E2348C_3754
ko:K05499	ecg:E2348C_4238
ko:K09935	ecg:E2348C_3361
ko:K07347	ecg:E2348C_0155
ko:K14348	ecg:E2348C_3853
ko:K21908	ecg:E2348C_3753
ko:K14393	ecg:E2348C_4390
ko:K14155	ecg:E2348C_1707
ko:K01934	ecg:E2348C_3163
ko:K14287	ecg:E2348C_0503
ko:K15034	ecg:E2348C_0197
ko:K14623	ecg:E2348C_0995
ko:K14415	ecg:E2348C_3665
ko:K07474	ecg:E2348C_2514
ko:K03604	ecg:E2348C_1745
ko:K06858	ecg:E2348C_0165
ko:K14414	ecg:E2348C_3666
ko:K14744	ecg:E2348C_1415
ko:K07483	ecg:E2348C_1106
ko:K15396	ecg:E2348C_2815
ko:K14441	ecg:E2348C_0786
ko:K00674	ecg:E2348C_0171
ko:K14623	ecg:E2348C_3909
ko:K03307	ecg:E2348C_3993
ko:K07474	ecg:E2348C_2759
ko:K07273	ecg:E2348C_2247
ko:K14170	ecg:E2348C_2873
ko:K13735	ecg:E2348C_2787
ko:K14261	ecg:E2348C_2572
ko:K00094	ecg:E2348C_2236
ko:K14155	ecg:E2348C_3083
ko:K14744	ecg:E2348C_0691
ko:K14744	ecg:E2348C_1016
ko:K01175	ecg:E2348C_0578
ko:K07497	ecg:E2348C_2631
ko:K06221	ecg:E2348C_3298
ko:K07497	ecg:E2348C_1246
ko:K07497	ecg:E2348C_1409
ko:K07726	ecg:E2348C_3648
ko:K07484	ecg:E2348C_1103
ko:K07729	ecg:E2348C_0997
ko:K00813	ecg:E2348C_0921
ko:K06919	ecg:E2348C_3908
ko:K00508	ecg:E2348C_1358
ko:K14977	ecg:E2348C_0448
ko:K08316	ecg:E2348C_3705
ko:K21906	ecg:E2348C_3757
ko:K01035	ecg:E2348C_2367
ko:K07497	ecg:E2348C_0688
ko:K14682	ecg:E2348C_3087
ko:K10906	ecg:E2348C_2775
ko:K01138	ecg:E2348C_1625
ko:K01185	ecg:E2348C_0824
ko:K16013	ecg:E2348C_0883
ko:K01146	ecg:E2348C_3065
ko:K14591	ecg:E2348C_0326
ko:K14588	ecg:E2348C_0126
ko:K03526	ecg:E2348C_2798
ko:K02377	ecg:E2348C_2194
ko:K01066	ecg:E2348C_0411
ko:K03535	ecg:E2348C_3056
ko:K07483	ecg:E2348_P1_019
ko:K02538	ecg:E2348C_3927
ko:K01138	ecg:E2348C_3992
ko:K14742	ecg:E2348C_1930
ko:K00090	ecg:E2348C_3805
ko:K14761	ecg:E2348C_0461
ko:K03566	ecg:E2348C_3075
ko:K07484	ecg:E2348C_3238
ko:K01185	ecg:E2348C_1015
ko:K05517	ecg:E2348C_4245
ko:K16012	ecg:E2348C_0882
ko:K15256	ecg:E2348C_1995
ko:K15257	ecg:E2348C_1996
ko:K15582	ecg:E2348C_1371
ko:K15584	ecg:E2348C_3717
ko:K15587	ecg:E2348C_3720
ko:K15580	ecg:E2348C_1523
ko:K15586	ecg:E2348C_3719
ko:K10824	ecg:E2348C_3721
ko:K15547	ecg:E2348C_4409
ko:K15580	ecg:E2348C_1369
ko:K15549	ecg:E2348C_4410
ko:K15550	ecg:E2348C_4408
ko:K15545	ecg:E2348C_1678
ko:K15552	ecg:E2348C_0307
ko:K16301	ecg:E2348C_1069
ko:K15738	ecg:E2348C_0935
ko:K15554	ecg:E2348C_0927
ko:K15461	ecg:E2348C_2464
ko:K15553	ecg:E2348C_0929
ko:K02428	ecg:E2348C_3207
ko:K15633	ecg:E2348C_3861
ko:K15773	ecg:E2348C_1639
ko:K15551	ecg:E2348C_0305
ko:K10831	ecg:E2348C_0306
ko:K15724	ecg:E2348C_0163
ko:K15735	ecg:E2348C_2927
ko:K04765	ecg:E2348C_3048
ko:K15722	ecg:E2348C_1859
ko:K15736	ecg:E2348C_2923
ko:K15737	ecg:E2348C_2922
ko:K00254	ecg:E2348C_0931
ko:K18138	ecg:E2348C_1485
ko:K03585	ecg:E2348C_1484
ko:K18140	ecg:E2348C_3534
ko:K15723	ecg:E2348C_3060
ko:K15833	ecg:E2348C_2990
ko:K15827	ecg:E2348C_2989
ko:K15585	ecg:E2348C_3718
ko:K15583	ecg:E2348C_1372
ko:K15828	ecg:E2348C_2988
ko:K15539	ecg:E2348C_2799
ko:K16347	ecg:E2348C_4474
ko:K16348	ecg:E2348C_4475
ko:K15836	ecg:E2348C_2996
ko:K15536	ecg:E2348C_4562
ko:K01082	ecg:E2348C_4545
ko:K15832	ecg:E2348C_2984
ko:K15834	ecg:E2348C_2983
ko:K15830	ecg:E2348C_2986
ko:K15831	ecg:E2348C_2985
ko:K03276	ecg:E2348C_3874
ko:K15268	ecg:E2348C_1653
ko:K15829	ecg:E2348C_2987
ko:K15460	ecg:E2348C_2852
ko:K15977	ecg:E2348C_2820
ko:K03712	ecg:E2348C_1650
ko:K18139	ecg:E2348C_1486
ko:K15984	ecg:E2348C_3734
ko:K15974	ecg:E2348C_2948
ko:K15977	ecg:E2348C_3394
ko:K18968	ecg:E2348C_0321
ko:K16041	ecg:E2348C_1442
ko:K16042	ecg:E2348C_0718
ko:K16042	ecg:E2348C_1444
ko:K16092	ecg:E2348C_4282
ko:K16138	ecg:E2348C_1703
ko:K16089	ecg:E2348C_2301
ko:K16088	ecg:E2348C_1194
ko:K02503	ecg:E2348C_1195
ko:K16090	ecg:E2348C_0757
ko:K16136	ecg:E2348C_1705
ko:K16137	ecg:E2348C_1736
ko:K07491	ecg:E2348C_3781
ko:K07491	ecg:E2348C_2979
ko:K07491	ecg:E2348C_2954
ko:K07491	ecg:E2348C_1709
ko:K07491	ecg:E2348C_1479
ko:K07491	ecg:E2348C_1448
ko:K07491	ecg:E2348C_1248
ko:K07347	ecg:E2348C_0142
ko:K16052	ecg:E2348C_1524
ko:K16087	ecg:E2348C_3743
ko:K16053	ecg:E2348C_0477
ko:K07347	ecg:E2348C_2255
ko:K16077	ecg:E2348C_3040
ko:K10013	ecg:E2348C_2450
ko:K16066	ecg:E2348C_1659
ko:K16074	ecg:E2348C_1534
ko:K16346	ecg:E2348C_3135
ko:K16322	ecg:E2348C_3274
ko:K16324	ecg:E2348C_2310
ko:K01624	ecg:E2348C_3923
ko:K11645	ecg:E2348C_2242
ko:K16370	ecg:E2348C_1852
ko:K16322	ecg:E2348C_3730
ko:K16371	ecg:E2348C_2240
ko:K16329	ecg:E2348C_2311
ko:K10673	ecg:E2348_P2_02
ko:K16325	ecg:E2348C_2307
ko:K16139	ecg:E2348C_1701
ko:K04015	ecg:E2348C_4396
ko:K16326	ecg:E2348C_2309
ko:K16328	ecg:E2348C_2312
ko:K04014	ecg:E2348C_4395
ko:K16263	ecg:E2348C_4467
ko:K16291	ecg:E2348C_2123
ko:K16264	ecg:E2348C_0629
ko:K16328	ecg:E2348C_2306
ko:K16703	ecg:E2348C_2186
ko:K16704	ecg:E2348C_4091
ko:K16692	ecg:E2348C_2202
ko:K16711	ecg:E2348C_2185
ko:K16710	ecg:E2348C_2187
ko:K16695	ecg:E2348C_2188
ko:K00370	ecg:E2348C_1605
ko:K19234	ecg:E2348C_1763
ko:K19230	ecg:E2348C_1489
ko:K16692	ecg:E2348C_0966
ko:K18831	ecg:E2348C_2981
ko:K18831	ecg:E2348C_3375
ko:K18828	ecg:E2348_P1_044
ko:K01160	ecg:E2348C_1009
ko:K07091	ecg:E2348C_3267
ko:K19235	ecg:E2348C_0771
ko:K16786	ecg:E2348C_3178
ko:K16785	ecg:E2348C_3177
ko:K16923	ecg:E2348C_3176
ko:K16868	ecg:E2348C_1573
ko:K01990	ecg:E2348C_0130
ko:K17195	ecg:E2348C_4414
ko:K19227	ecg:E2348C_1492
ko:K17247	ecg:E2348C_2083
ko:K13923	ecg:E2348C_2139
ko:K11209	ecg:E2348C_2442
ko:K03585	ecg:E2348C_0398
ko:K17713	ecg:E2348C_2795
ko:K01992	ecg:E2348C_0131
ko:K01992	ecg:E2348C_0744
ko:K01992	ecg:E2348C_0745
ko:K01992	ecg:E2348C_3725
ko:K05601	ecg:E2348C_0870
ko:K17680	ecg:E2348C_0676
ko:K17686	ecg:E2348C_0419
ko:K19789	ecg:E2348C_2331
ko:K14234	ecg:E2348C_tRNA_43
ko:K14220	ecg:E2348C_tRNA_44
ko:K17722	ecg:E2348C_2292
ko:K17723	ecg:E2348C_2293
ko:K18865	ecg:E2348C_ncR_32
ko:K03722	ecg:E2348C_1931
ko:K01160	ecg:E2348C_2521
ko:K01160	ecg:E2348C_1406
ko:K17758	ecg:E2348C_4490
ko:K17759	ecg:E2348C_4490
ko:K21367	ecg:E2348C_2171
ko:K17938	ecg:E2348C_0313
ko:K14219	ecg:E2348C_tRNA_42
ko:K14219	ecg:E2348C_tRNA_52
ko:K14219	ecg:E2348C_tRNA_53
ko:K14219	ecg:E2348C_tRNA_55
ko:K14219	ecg:E2348C_tRNA_54
ko:K14219	ecg:E2348C_tRNA_72
ko:K14223	ecg:E2348C_tRNA_07
ko:K14223	ecg:E2348C_tRNA_09
ko:K14223	ecg:E2348C_tRNA_10
ko:K14230	ecg:E2348C_tRNA_08
ko:K14230	ecg:E2348C_tRNA_12
ko:K14230	ecg:E2348C_tRNA_24
ko:K14230	ecg:E2348C_tRNA_28
ko:K14230	ecg:E2348C_tRNA_57
ko:K14230	ecg:E2348C_tRNA_63
ko:K14230	ecg:E2348C_tRNA_58
ko:K14230	ecg:E2348C_tRNA_59
ko:K14228	ecg:E2348C_tRNA_11
ko:K14228	ecg:E2348C_tRNA_33
ko:K14228	ecg:E2348C_tRNA_64
ko:K14228	ecg:E2348C_tRNA_90
ko:K14228	ecg:E2348C_tRNA_92
ko:K14228	ecg:E2348C_tRNA_91
ko:K14228	ecg:E2348C_tRNA_74
ko:K14228	ecg:E2348C_tRNA_89
ko:K04343	ecg:E2348_P2_03
ko:K18148	ecg:E2348C_0228
ko:K18141	ecg:E2348C_3535
ko:K22597	ecg:E2348C_1501
ko:K18142	ecg:E2348C_3536
ko:K17948	ecg:E2348C_4617
ko:K21430	ecg:E2348C_0788
ko:K03605	ecg:E2348C_3280
ko:K21695	ecg:E2348C_3513
