ko:K01658	ypx:YPD8_1328
ko:K01092	ypx:YPD8_2411
ko:K01760	ypx:YPD8_0591
ko:K00548	ypx:YPD8_3274
ko:K13641	ypx:YPD8_3276
ko:K02745	ypx:YPD8_0832
ko:K02454	ypx:YPD8_0850
ko:K08305	ypx:YPD8_1712
ko:K09815	ypx:YPD8_1729
ko:K06201	ypx:YPD8_1742
ko:K08305	ypx:YPD8_2585
ko:K02010	ypx:YPD8_2588
ko:K07307	ypx:YPD8_2592
ko:K07308	ypx:YPD8_2593
ko:K00845	ypx:YPD8_2603
ko:K01885	ypx:YPD8_2609
ko:K08483	ypx:YPD8_2617
ko:K03307	ypx:YPD8_2625
ko:K07114	ypx:YPD8_2628
ko:K02056	ypx:YPD8_3443
ko:K00700	ypx:YPD8_3472
ko:K00851	ypx:YPD8_3479
ko:K15770	ypx:YPD8_0808
ko:K02744	ypx:YPD8_0829
ko:K11085	ypx:YPD8_0908
ko:K02238	ypx:YPD8_0909
ko:K01424	ypx:YPD8_0916
ko:K03810	ypx:YPD8_1748
ko:K04477	ypx:YPD8_1753
ko:K06889	ypx:YPD8_1782
ko:K07665	ypx:YPD8_1783
ko:K01607	ypx:YPD8_1785
ko:K07126	ypx:YPD8_1795
ko:K01788	ypx:YPD8_2643
ko:K01639	ypx:YPD8_2644
ko:K02569	ypx:YPD8_2655
ko:K02010	ypx:YPD8_2665
ko:K01439	ypx:YPD8_2670
ko:K07054	ypx:YPD8_2674
ko:K03548	ypx:YPD8_2682
ko:K10439	ypx:YPD8_3487
ko:K10440	ypx:YPD8_3488
ko:K06149	ypx:YPD8_3495
ko:K00383	ypx:YPD8_3501
ko:K03613	ypx:YPD8_1358
ko:K03612	ypx:YPD8_1359
ko:K03614	ypx:YPD8_1360
ko:K03615	ypx:YPD8_1362
ko:K03616	ypx:YPD8_1363
ko:K03617	ypx:YPD8_1364
ko:K00853	ypx:YPD8_1371
ko:K01679	ypx:YPD8_1382
ko:K02050	ypx:YPD8_1393
ko:K01077	ypx:YPD8_1404
ko:K00567	ypx:YPD8_1405
ko:K00010	ypx:YPD8_2255
ko:K00010	ypx:YPD8_2256
ko:K06147	ypx:YPD8_2266
ko:K07258	ypx:YPD8_2273
ko:K02566	ypx:YPD8_2295
ko:K02564	ypx:YPD8_2298
ko:K00484	ypx:YPD8_1986
ko:K04065	ypx:YPD8_0372
ko:K10108	ypx:YPD8_3264
ko:K10109	ypx:YPD8_3265
ko:K10110	ypx:YPD8_3266
ko:K03111	ypx:YPD8_0286
ko:K16053	ypx:YPD8_2227
ko:K14219	ypx:YPD8_t39
ko:K14232	ypx:YPD8_t64
ko:K14232	ypx:YPD8_t72
ko:K14236	ypx:YPD8_t24
ko:K14236	ypx:YPD8_t60
ko:K14233	ypx:YPD8_t25
ko:K14233	ypx:YPD8_t26
ko:K16078	ypx:YPD8_2405
ko:K07347	ypx:YPD8_1860
ko:K16074	ypx:YPD8_1438
ko:K04753	ypx:YPD8_0584
ko:K06887	ypx:YPD8_2439
ko:K06887	ypx:YPD8_2497
ko:K00956	ypx:YPD8_2948
ko:K07346	ypx:YPD8_2031
ko:K07346	ypx:YPD8_2045
ko:K07346	ypx:YPD8_3422
ko:K11736	ypx:YPD8_2799
ko:K00568	ypx:YPD8_1067
ko:K02485	ypx:YPD8_1638
ko:K01834	ypx:YPD8_1141
ko:K07675	ypx:YPD8_3532
ko:K07675	ypx:YPD8_3535
ko:K01270	ypx:YPD8_2819
ko:K01271	ypx:YPD8_3315
ko:K04055	ypx:YPD8_pCD0048
ko:K13000	ypx:YPD8_2717
ko:K03668	ypx:YPD8_1430
ko:K15583	ypx:YPD8_1627
ko:K02031	ypx:YPD8_2326
ko:K02031	ypx:YPD8_3034
ko:K11906	ypx:YPD8_2565
ko:K08566	ypx:YPD8_pPCP0007
ko:K13002	ypx:YPD8_2710
ko:K08961	ypx:YPD8_0842
ko:K02464	ypx:YPD8_0857
ko:K06221	ypx:YPD8_0587
ko:K06221	ypx:YPD8_2488
ko:K01139	ypx:YPD8_0038
ko:K01069	ypx:YPD8_1247
ko:K03892	ypx:YPD8_2929
ko:K16210	ypx:YPD8_1057
ko:K00209	ypx:YPD8_3618
ko:K02051	ypx:YPD8_1392
ko:K16321	ypx:YPD8_0669
ko:K02054	ypx:YPD8_2459
ko:K02055	ypx:YPD8_2458
ko:K01840	ypx:YPD8_2218
ko:K01840	ypx:YPD8_2709
ko:K01739	ypx:YPD8_0101
ko:K20542	ypx:YPD8_3523
ko:K12341	ypx:YPD8_pCD0059
ko:K11009	ypx:YPD8_pMT0067
ko:K13001	ypx:YPD8_2715
ko:K08599	ypx:YPD8_pCD0011
ko:K08599	ypx:YPD8_pCD0013
ko:K04057	ypx:YPD8_pCD0031
ko:K07771	ypx:YPD8_3083
ko:K12532	ypx:YPD8_1368
ko:K13053	ypx:YPD8_1262
ko:K12532	ypx:YPD8_1367
ko:K16515	ypx:YPD8_0079
ko:K16516	ypx:YPD8_0080
ko:K05874	ypx:YPD8_2062
ko:K10831	ypx:YPD8_0166
ko:K04053	ypx:YPD8_pCD0044
ko:K15540	ypx:YPD8_2034
ko:K06858	ypx:YPD8_2966
ko:K11748	ypx:YPD8_0174
ko:K11747	ypx:YPD8_0175
ko:K04049	ypx:YPD8_pCD0038
ko:K01048	ypx:YPD8_3377
ko:K04784	ypx:YPD8_1870
ko:K03299	ypx:YPD8_3504
ko:K02099	ypx:YPD8_1375
ko:K02054	ypx:YPD8_1759
ko:K16322	ypx:YPD8_3492
ko:K11734	ypx:YPD8_3005
ko:K11734	ypx:YPD8_2008
ko:K05799	ypx:YPD8_3004
ko:K16234	ypx:YPD8_3539
ko:K03566	ypx:YPD8_1196
ko:K02062	ypx:YPD8_0458
ko:K10823	ypx:YPD8_1626
ko:K16263	ypx:YPD8_0569
ko:K16264	ypx:YPD8_1145
ko:K10544	ypx:YPD8_3555
ko:K11959	ypx:YPD8_1092
ko:K00537	ypx:YPD8_2684
ko:K11960	ypx:YPD8_1091
ko:K12342	ypx:YPD8_0915
ko:K16693	ypx:YPD8_3404
ko:K02071	ypx:YPD8_0977
ko:K14742	ypx:YPD8_1718
ko:K00090	ypx:YPD8_3596
ko:K03574	ypx:YPD8_0497
ko:K03896	ypx:YPD8_0702
ko:K16704	ypx:YPD8_3406
ko:K08598	ypx:YPD8_pCD0052
ko:K11894	ypx:YPD8_3252
ko:K00065	ypx:YPD8_2018
ko:K00065	ypx:YPD8_0827
ko:K01190	ypx:YPD8_2079
ko:K02484	ypx:YPD8_2620
ko:K05812	ypx:YPD8_2858
ko:K00483	ypx:YPD8_1987
ko:K19230	ypx:YPD8_1459
ko:K11961	ypx:YPD8_1090
ko:K10111	ypx:YPD8_3263
ko:K07662	ypx:YPD8_0070
ko:K11962	ypx:YPD8_1089
ko:K11963	ypx:YPD8_1088
ko:K12453	ypx:YPD8_2720
ko:K01096	ypx:YPD8_1344
ko:K01664	ypx:YPD8_0156
ko:K04772	ypx:YPD8_3135
ko:K05499	ypx:YPD8_0097
ko:K03719	ypx:YPD8_0927
ko:K03973	ypx:YPD8_1451
ko:K05540	ypx:YPD8_3198
ko:K02055	ypx:YPD8_1761
ko:K02778	ypx:YPD8_2122
ko:K02779	ypx:YPD8_2122
ko:K02849	ypx:YPD8_0362
ko:K15460	ypx:YPD8_2369
ko:K00557	ypx:YPD8_3447
ko:K02030	ypx:YPD8_2845
ko:K01593	ypx:YPD8_1086
ko:K04056	ypx:YPD8_pCD0030
ko:K09810	ypx:YPD8_2105
ko:K04781	ypx:YPD8_1864
ko:K08313	ypx:YPD8_1351
ko:K08302	ypx:YPD8_0822
ko:K03559	ypx:YPD8_0593
ko:K00151	ypx:YPD8_1993
ko:K01420	ypx:YPD8_1406
ko:K00951	ypx:YPD8_2961
ko:K01485	ypx:YPD8_0149
ko:K00108	ypx:YPD8_1113
ko:K16868	ypx:YPD8_1832
ko:K18138	ypx:YPD8_2737
ko:K04059	ypx:YPD8_pCD0026
ko:K04051	ypx:YPD8_pCD0042
ko:K04052	ypx:YPD8_pCD0043
ko:K04060	ypx:YPD8_pCD0025
ko:K19227	ypx:YPD8_1456
ko:K03772	ypx:YPD8_0177
ko:K16842	ypx:YPD8_2311
ko:K03808	ypx:YPD8_2041
ko:K00523	ypx:YPD8_2724
ko:K04783	ypx:YPD8_1875
ko:K11753	ypx:YPD8_0413
ko:K00008	ypx:YPD8_2199
ko:K18334	ypx:YPD8_1550
ko:K17209	ypx:YPD8_2259
ko:K06075	ypx:YPD8_1470
ko:K02503	ypx:YPD8_2119
ko:K17202	ypx:YPD8_2905
ko:K02058	ypx:YPD8_3215
ko:K17206	ypx:YPD8_0805
ko:K17210	ypx:YPD8_2258
ko:K17247	ypx:YPD8_3192
ko:K03457	ypx:YPD8_1252
ko:K04091	ypx:YPD8_3222
ko:K02052	ypx:YPD8_2455
ko:K00265	ypx:YPD8_3126
ko:K01897	ypx:YPD8_1716
ko:K12678	ypx:YPD8_0690
ko:K10038	ypx:YPD8_2187
ko:K00040	ypx:YPD8_1012
ko:K01897	ypx:YPD8_0471
ko:K17713	ypx:YPD8_2432
ko:K08316	ypx:YPD8_3363
ko:K17203	ypx:YPD8_2902
ko:K17204	ypx:YPD8_2903
ko:K17205	ypx:YPD8_0804
ko:K15555	ypx:YPD8_3220
ko:K02028	ypx:YPD8_2842
ko:K17207	ypx:YPD8_0806
ko:K17208	ypx:YPD8_2257
ko:K12342	ypx:YPD8_0914
ko:K01990	ypx:YPD8_2989
ko:K11537	ypx:YPD8_1106
ko:K05601	ypx:YPD8_0940
ko:K01992	ypx:YPD8_2988
ko:K07245	ypx:YPD8_1973
ko:K00813	ypx:YPD8_0895
ko:K10112	ypx:YPD8_0533
ko:K10111	ypx:YPD8_2217
ko:K10112	ypx:YPD8_3051
ko:K07497	ypx:YPD8_pCD0056
ko:K07497	ypx:YPD8_pCD0007
ko:K17686	ypx:YPD8_2700
ko:K02027	ypx:YPD8_1884
ko:K02027	ypx:YPD8_3054
ko:K20866	ypx:YPD8_0027
ko:K02495	ypx:YPD8_0022
ko:K10111	ypx:YPD8_0807
ko:K10111	ypx:YPD8_1881
ko:K19229	ypx:YPD8_1458
ko:K19789	ypx:YPD8_1025
ko:K01138	ypx:YPD8_2664
ko:K04771	ypx:YPD8_2963
ko:K02778	ypx:YPD8_0814
ko:K06518	ypx:YPD8_1601
ko:K00839	ypx:YPD8_2841
ko:K01187	ypx:YPD8_2795
ko:K07459	ypx:YPD8_0938
ko:K01791	ypx:YPD8_3410
ko:K07274	ypx:YPD8_1654
ko:K02026	ypx:YPD8_1882
ko:K02026	ypx:YPD8_3052
ko:K02026	ypx:YPD8_2222
ko:K02026	ypx:YPD8_0538
ko:K02058	ypx:YPD8_2915
ko:K02477	ypx:YPD8_2875
ko:K02027	ypx:YPD8_0536
ko:K00632	ypx:YPD8_3317
ko:K01731	ypx:YPD8_2019
ko:K02027	ypx:YPD8_2220
ko:K05603	ypx:YPD8_1810
ko:K17758	ypx:YPD8_0321
ko:K17759	ypx:YPD8_0321
ko:K00344	ypx:YPD8_0280
ko:K00884	ypx:YPD8_2103
ko:K00254	ypx:YPD8_0890
ko:K02058	ypx:YPD8_3444
ko:K01497	ypx:YPD8_1343
ko:K00632	ypx:YPD8_2538
ko:K01120	ypx:YPD8_2356
ko:K11928	ypx:YPD8_1908
ko:K01187	ypx:YPD8_2798
ko:K01187	ypx:YPD8_0818
ko:K17733	ypx:YPD8_3176
ko:K02032	ypx:YPD8_3035
ko:K01138	ypx:YPD8_0824
ko:K07483	ypx:YPD8_pCD0008
ko:K07483	ypx:YPD8_pCD0057
ko:K07486	ypx:YPD8_pMT0064
ko:K06867	ypx:YPD8_0692
ko:K06867	ypx:YPD8_2924
ko:K03585	ypx:YPD8_2736
ko:K03719	ypx:YPD8_2082
ko:K01185	ypx:YPD8_1703
ko:K01175	ypx:YPD8_2307
ko:K05396	ypx:YPD8_1917
ko:K07483	ypx:YPD8_0105
ko:K07483	ypx:YPD8_3609
ko:K02032	ypx:YPD8_2327
ko:K05874	ypx:YPD8_0860
ko:K05875	ypx:YPD8_3582
ko:K02483	ypx:YPD8_2621
ko:K06867	ypx:YPD8_2367
ko:K02058	ypx:YPD8_1947
ko:K02058	ypx:YPD8_1598
ko:K02058	ypx:YPD8_1002
ko:K02081	ypx:YPD8_0836
ko:K17948	ypx:YPD8_1903
ko:K06217	ypx:YPD8_1825
ko:K18290	ypx:YPD8_1854
ko:K18292	ypx:YPD8_1853
ko:K18335	ypx:YPD8_1552
ko:K21908	ypx:YPD8_0520
ko:K07483	ypx:YPD8_3567
ko:K13038	ypx:YPD8_0047
ko:K10545	ypx:YPD8_3556
ko:K02016	ypx:YPD8_0986
ko:K06147	ypx:YPD8_1867
ko:K03703	ypx:YPD8_1897
ko:K13821	ypx:YPD8_1909
ko:K03151	ypx:YPD8_2772
ko:K08682	ypx:YPD8_2791
ko:K07085	ypx:YPD8_3601
ko:K03556	ypx:YPD8_0112
ko:K06959	ypx:YPD8_0121
ko:K05366	ypx:YPD8_0132
ko:K15552	ypx:YPD8_0167
ko:K13821	ypx:YPD8_1910
ko:K13821	ypx:YPD8_1912
ko:K01247	ypx:YPD8_1927
ko:K02414	ypx:YPD8_1936
ko:K07491	ypx:YPD8_1105
ko:K11904	ypx:YPD8_1294
ko:K00833	ypx:YPD8_1127
ko:K07491	ypx:YPD8_1966
ko:K03214	ypx:YPD8_2856
ko:K00864	ypx:YPD8_2899
ko:K07491	ypx:YPD8_pMT0034
ko:K00239	ypx:YPD8_1163
ko:K03782	ypx:YPD8_2906
ko:K03572	ypx:YPD8_0325
ko:K04075	ypx:YPD8_1230
ko:K01756	ypx:YPD8_2094
ko:K07491	ypx:YPD8_2121
ko:K05365	ypx:YPD8_2975
ko:K00970	ypx:YPD8_2982
ko:K14588	ypx:YPD8_2992
ko:K02342	ypx:YPD8_1251
ko:K03457	ypx:YPD8_1253
ko:K11892	ypx:YPD8_1289
ko:K11907	ypx:YPD8_1292
ko:K11907	ypx:YPD8_1293
ko:K01690	ypx:YPD8_2174
ko:K07491	ypx:YPD8_3015
ko:K11753	ypx:YPD8_0412
ko:K06178	ypx:YPD8_1332
ko:K04774	ypx:YPD8_1336
ko:K01681	ypx:YPD8_1342
ko:K10439	ypx:YPD8_2201
ko:K03798	ypx:YPD8_3078
ko:K01928	ypx:YPD8_0481
ko:K01679	ypx:YPD8_1381
ko:K17202	ypx:YPD8_1391
ko:K17209	ypx:YPD8_2260
ko:K03086	ypx:YPD8_0558
ko:K02035	ypx:YPD8_2323
ko:K07491	ypx:YPD8_0606
ko:K08997	ypx:YPD8_1505
ko:K01952	ypx:YPD8_2392
ko:K11891	ypx:YPD8_3244
ko:K13641	ypx:YPD8_3275
ko:K00602	ypx:YPD8_3282
ko:K02390	ypx:YPD8_0632
ko:K16088	ypx:YPD8_1580
ko:K05816	ypx:YPD8_3341
ko:K07347	ypx:YPD8_3423
ko:K15770	ypx:YPD8_0809
ko:K02024	ypx:YPD8_0815
ko:K02082	ypx:YPD8_0834
ko:K07491	ypx:YPD8_0839
ko:K07491	ypx:YPD8_2610
ko:K00700	ypx:YPD8_3473
ko:K09476	ypx:YPD8_0894
ko:K07491	ypx:YPD8_2676
ko:K07491	ypx:YPD8_2686
ko:K00383	ypx:YPD8_3502
ko:K07058	ypx:YPD8_3511
ko:K18288	ypx:YPD8_1855
ko:K18324	ypx:YPD8_2660
ko:K18326	ypx:YPD8_2451
ko:K03293	ypx:YPD8_3400
ko:K11904	ypx:YPD8_0718
ko:K11904	ypx:YPD8_2558
ko:K11904	ypx:YPD8_3234
ko:K11904	ypx:YPD8_3240
ko:K11891	ypx:YPD8_0453
ko:K11892	ypx:YPD8_0452
ko:K11893	ypx:YPD8_0452
ko:K11906	ypx:YPD8_0451
ko:K11904	ypx:YPD8_0445
ko:K18475	ypx:YPD8_2469
ko:K18475	ypx:YPD8_2468
ko:K11901	ypx:YPD8_0438
ko:K11902	ypx:YPD8_0437
ko:K11904	ypx:YPD8_0664
ko:K11904	ypx:YPD8_0665
ko:K00681	ypx:YPD8_2793
ko:K00335	ypx:YPD8_2155
ko:K18691	ypx:YPD8_2390
ko:K18697	ypx:YPD8_2388
ko:K18765	ypx:YPD8_3189
ko:K11741	ypx:YPD8_0310
ko:K18850	ypx:YPD8_2100
ko:K18889	ypx:YPD8_2746
ko:K09798	ypx:YPD8_0059
ko:K20881	ypx:YPD8_0128
ko:K18800	ypx:YPD8_0768
ko:K18778	ypx:YPD8_3014
ko:K18657	ypx:YPD8_0889
ko:K18890	ypx:YPD8_2745
ko:K18843	ypx:YPD8_2599
ko:K03553	ypx:YPD8_2893
ko:K03497	ypx:YPD8_pCD0005
ko:K04054	ypx:YPD8_pCD0046
ko:K07128	ypx:YPD8_pMT0025
ko:K07128	ypx:YPD8_pMT0026
ko:K07128	ypx:YPD8_pMT0027
ko:K05791	ypx:YPD8_0262
ko:K05792	ypx:YPD8_0263
ko:K03646	ypx:YPD8_1151
ko:K03646	ypx:YPD8_1152
ko:K03497	ypx:YPD8_pMT0074
ko:K03497	ypx:YPD8_pMT0080
ko:K04565	ypx:YPD8_2957
ko:K07480	ypx:YPD8_1297
ko:K08722	ypx:YPD8_2148
ko:K10748	ypx:YPD8_1383
ko:K05785	ypx:YPD8_3320
ko:K03895	ypx:YPD8_0701
ko:K03894	ypx:YPD8_0703
ko:K03894	ypx:YPD8_0704
ko:K03746	ypx:YPD8_1636
ko:K03169	ypx:YPD8_1645
ko:K07493	ypx:YPD8_1316
ko:K07493	ypx:YPD8_1535
ko:K07493	ypx:YPD8_1556
ko:K07493	ypx:YPD8_1621
ko:K07493	ypx:YPD8_1641
ko:K07493	ypx:YPD8_1670
ko:K07493	ypx:YPD8_1796
ko:K07493	ypx:YPD8_2016
ko:K07493	ypx:YPD8_2110
ko:K07493	ypx:YPD8_2139
ko:K07493	ypx:YPD8_2246
ko:K07493	ypx:YPD8_2248
ko:K07493	ypx:YPD8_2441
ko:K07493	ypx:YPD8_2493
ko:K07493	ypx:YPD8_2502
ko:K07493	ypx:YPD8_2571
ko:K07493	ypx:YPD8_pCD0012
ko:K07493	ypx:YPD8_pMT0063
ko:K07497	ypx:YPD8_pCD0001
ko:K03496	ypx:YPD8_pCD0006
ko:K07483	ypx:YPD8_3070
ko:K07483	ypx:YPD8_3255
ko:K07483	ypx:YPD8_0656
ko:K07483	ypx:YPD8_0697
ko:K07483	ypx:YPD8_3464
ko:K07497	ypx:YPD8_pCD0065
ko:K03976	ypx:YPD8_2702
ko:K03526	ypx:YPD8_2429
ko:K07497	ypx:YPD8_0104
ko:K18979	ypx:YPD8_0320
ko:K18988	ypx:YPD8_1058
ko:K07452	ypx:YPD8_0338
ko:K19129	ypx:YPD8_2233
ko:K19221	ypx:YPD8_1334
ko:K19162	ypx:YPD8_2739
ko:K19222	ypx:YPD8_1499
ko:K19236	ypx:YPD8_1492
ko:K19147	ypx:YPD8_0339
ko:K19127	ypx:YPD8_2231
ko:K19226	ypx:YPD8_1455
ko:K01710	ypx:YPD8_3408
ko:K02777	ypx:YPD8_2618
ko:K07012	ypx:YPD8_2229
ko:K19130	ypx:YPD8_2234
ko:K19228	ypx:YPD8_1457
ko:K01406	ypx:YPD8_3497
ko:K19128	ypx:YPD8_2232
ko:K19168	ypx:YPD8_0778
ko:K00336	ypx:YPD8_2156
ko:K19270	ypx:YPD8_2146
ko:K19265	ypx:YPD8_2606
ko:K07497	ypx:YPD8_1894
ko:K03722	ypx:YPD8_1075
ko:K03722	ypx:YPD8_1719
ko:K01138	ypx:YPD8_0837
ko:K07497	ypx:YPD8_pCD0051
ko:K07497	ypx:YPD8_1775
ko:K19267	ypx:YPD8_2086
ko:K19298	ypx:YPD8_0295
ko:K19337	ypx:YPD8_1725
ko:K19334	ypx:YPD8_3029
ko:K19270	ypx:YPD8_1534
ko:K19302	ypx:YPD8_0971
ko:K19304	ypx:YPD8_1728
ko:K19333	ypx:YPD8_2028
ko:K00525	ypx:YPD8_2316
ko:K19303	ypx:YPD8_1479
ko:K01007	ypx:YPD8_1502
ko:K19577	ypx:YPD8_0864
ko:K06415	ypx:YPD8_1662
ko:K02796	ypx:YPD8_2000
ko:K00525	ypx:YPD8_1068
ko:K19775	ypx:YPD8_0507
ko:K19745	ypx:YPD8_3190
ko:K19778	ypx:YPD8_2337
ko:K07147	ypx:YPD8_3191
ko:K00799	ypx:YPD8_0981
ko:K15777	ypx:YPD8_0571
ko:K19802	ypx:YPD8_1441
ko:K19803	ypx:YPD8_1015
ko:K19804	ypx:YPD8_1346
ko:K19810	ypx:YPD8_0308
ko:K15540	ypx:YPD8_2573
ko:K07263	ypx:YPD8_3517
ko:K21636	ypx:YPD8_3036
ko:K07686	ypx:YPD8_3536
ko:K20268	ypx:YPD8_2175
ko:K20264	ypx:YPD8_1542
ko:K19591	ypx:YPD8_2699
ko:K22443	ypx:YPD8_2208
ko:K22132	ypx:YPD8_1193
ko:K02438	ypx:YPD8_3471
ko:K20885	ypx:YPD8_2223
ko:K20862	ypx:YPD8_3389
ko:K21021	ypx:YPD8_0389
ko:K22025	ypx:YPD8_1356
ko:K21086	ypx:YPD8_3515
ko:K21087	ypx:YPD8_2811
ko:K08968	ypx:YPD8_2039
ko:K00821	ypx:YPD8_0157
ko:K20968	ypx:YPD8_pCD0037
ko:K00526	ypx:YPD8_2315
ko:K02335	ypx:YPD8_0018
ko:K00287	ypx:YPD8_0425
ko:K02316	ypx:YPD8_0559
ko:K00560	ypx:YPD8_0877
ko:K06919	ypx:YPD8_0791
ko:K00857	ypx:YPD8_1635
ko:K14744	ypx:YPD8_1702
ko:K06223	ypx:YPD8_1706
ko:K14059	ypx:YPD8_1709
ko:K06217	ypx:YPD8_2291
ko:K06866	ypx:YPD8_2365
ko:K03546	ypx:YPD8_2805
ko:K04068	ypx:YPD8_3037
ko:K02335	ypx:YPD8_0017
ko:K01520	ypx:YPD8_0046
ko:K06223	ypx:YPD8_0141
ko:K02314	ypx:YPD8_0281
ko:K09882	ypx:YPD8_pMT0055
ko:K00050	ypx:YPD8_2170
ko:K09983	ypx:YPD8_pCD0040
ko:K13695	ypx:YPD8_1508
ko:K21470	ypx:YPD8_0898
ko:K21698	ypx:YPD8_3170
ko:K21936	ypx:YPD8_0254
ko:K21948	ypx:YPD8_1051
ko:K13638	ypx:YPD8_0208
ko:K22015	ypx:YPD8_0300
ko:K22051	ypx:YPD8_0316
ko:K22130	ypx:YPD8_1050
ko:K03595	ypx:YPD8_2379
ko:K22105	ypx:YPD8_3449
ko:K22131	ypx:YPD8_1048
ko:K22110	ypx:YPD8_3521
ko:K22110	ypx:YPD8_2024
ko:K03079	ypx:YPD8_2920
ko:K22444	ypx:YPD8_2209
ko:K03077	ypx:YPD8_1350
ko:K03077	ypx:YPD8_2913
ko:K22278	ypx:YPD8_1545
ko:K02257	ypx:YPD8_2767
ko:K11391	ypx:YPD8_0518
ko:K00590	ypx:YPD8_0340
ko:K07319	ypx:YPD8_pMT0076
ko:K22601	ypx:YPD8_2847
