ko:K15864	psz:PSTAB_3504
ko:K17836	psz:PSTAB_0823
ko:K00344	psz:PSTAB_0032
ko:K00632	psz:PSTAB_2403
ko:K01658	psz:PSTAB_0640
ko:K07263	psz:PSTAB_3949
ko:K07263	psz:PSTAB_3950
ko:K11928	psz:PSTAB_1156
ko:K11928	psz:PSTAB_1153
ko:K17752	psz:PSTAB_0338
ko:K17762	psz:PSTAB_0339
ko:K17763	psz:PSTAB_0340
ko:K03566	psz:PSTAB_0118
ko:K03566	psz:PSTAB_1544
ko:K05540	psz:PSTAB_3324
ko:K00632	psz:PSTAB_1621
ko:K17758	psz:PSTAB_3637
ko:K17759	psz:PSTAB_3637
ko:K00135	psz:PSTAB_0635
ko:K00018	psz:PSTAB_1019
ko:K17836	psz:PSTAB_0822
ko:K00661	psz:PSTAB_3450
ko:K00135	psz:PSTAB_0149
ko:K07577	psz:PSTAB_2642
ko:K01497	psz:PSTAB_0730
ko:K01267	psz:PSTAB_1351
ko:K17760	psz:PSTAB_2905
ko:K17838	psz:PSTAB_2684
ko:K01187	psz:PSTAB_0527
ko:K01187	psz:PSTAB_3449
ko:K18139	psz:PSTAB_3899
ko:K00249	psz:PSTAB_2082
ko:K02614	psz:PSTAB_0306
ko:K07003	psz:PSTAB_2310
ko:K01800	psz:PSTAB_0764
ko:K01007	psz:PSTAB_1939
ko:K05396	psz:PSTAB_2229
ko:K00249	psz:PSTAB_1604
ko:K07506	psz:PSTAB_2149
ko:K18138	psz:PSTAB_3190
ko:K00004	psz:PSTAB_2900
ko:K11745	psz:PSTAB_2238
ko:K09017	psz:PSTAB_2888
ko:K03585	psz:PSTAB_3189
ko:K21430	psz:PSTAB_1385
ko:K00557	psz:PSTAB_0813
ko:K00520	psz:PSTAB_1235
ko:K18118	psz:PSTAB_2819
ko:K11894	psz:PSTAB_0114
ko:K00523	psz:PSTAB_0582
ko:K18292	psz:PSTAB_1608
ko:K18291	psz:PSTAB_1603
ko:K12262	psz:PSTAB_3903
ko:K18297	psz:PSTAB_2053
ko:K18298	psz:PSTAB_2054
ko:K18299	psz:PSTAB_2055
ko:K18300	psz:PSTAB_2056
ko:K18302	psz:PSTAB_2723
ko:K11688	psz:PSTAB_1609
ko:K11688	psz:PSTAB_1614
ko:K03406	psz:PSTAB_4093
ko:K03630	psz:PSTAB_2488
ko:K04084	psz:PSTAB_2510
ko:K01897	psz:PSTAB_0158
ko:K00405	psz:PSTAB_1740
ko:K00127	psz:PSTAB_2045
ko:K00123	psz:PSTAB_2047
ko:K00123	psz:PSTAB_2048
ko:K07080	psz:PSTAB_2092
ko:K10010	psz:PSTAB_2235
ko:K07233	psz:PSTAB_2701
ko:K11688	psz:PSTAB_2060
ko:K00627	psz:PSTAB_2903
ko:K00067	psz:PSTAB_2921
ko:K09972	psz:PSTAB_3051
ko:K03427	psz:PSTAB_0008
ko:K07126	psz:PSTAB_3430
ko:K00943	psz:PSTAB_2773
ko:K11688	psz:PSTAB_3528
ko:K03776	psz:PSTAB_4006
ko:K07092	psz:PSTAB_0221
ko:K08085	psz:PSTAB_0875
ko:K18289	psz:PSTAB_1607
ko:K18301	psz:PSTAB_2724
ko:K18303	psz:PSTAB_2722
ko:K00138	psz:PSTAB_1965
ko:K00984	psz:PSTAB_2058
ko:K18456	psz:PSTAB_3125
ko:K18480	psz:PSTAB_0097
ko:K00681	psz:PSTAB_2893
ko:K00681	psz:PSTAB_3964
ko:K18691	psz:PSTAB_3122
ko:K07483	psz:PSTAB_1587
ko:K07483	psz:PSTAB_3272
ko:K07483	psz:PSTAB_0104
ko:K07483	psz:PSTAB_0496
ko:K21645	psz:PSTAB_0261
ko:K18800	psz:PSTAB_4032
ko:K18893	psz:PSTAB_4125
ko:K18829	psz:PSTAB_2250
ko:K20862	psz:PSTAB_0544
ko:K19302	psz:PSTAB_3742
ko:K07316	psz:PSTAB_1206
ko:K09892	psz:PSTAB_4037
ko:K07448	psz:PSTAB_0283
ko:K18954	psz:PSTAB_2007
ko:K18850	psz:PSTAB_2192
ko:K18930	psz:PSTAB_3385
ko:K01971	psz:PSTAB_2018
ko:K03497	psz:PSTAB_4202
ko:K03496	psz:PSTAB_4203
ko:K05785	psz:PSTAB_1652
ko:K03496	psz:PSTAB_0446
ko:K07473	psz:PSTAB_1178
ko:K03111	psz:PSTAB_1183
ko:K03169	psz:PSTAB_1184
ko:K11811	psz:PSTAB_1988
ko:K08363	psz:PSTAB_1237
ko:K18954	psz:PSTAB_1397
ko:K03496	psz:PSTAB_2544
ko:K04565	psz:PSTAB_2556
ko:K03502	psz:PSTAB_2791
ko:K03503	psz:PSTAB_2792
ko:K09797	psz:PSTAB_2949
ko:K03169	psz:PSTAB_2955
ko:K03646	psz:PSTAB_2826
ko:K07497	psz:PSTAB_1588
ko:K03976	psz:PSTAB_2873
ko:K07481	psz:PSTAB_2795
ko:K07481	psz:PSTAB_3791
ko:K07481	psz:PSTAB_3270
ko:K07481	psz:PSTAB_3432
ko:K07481	psz:PSTAB_4128
ko:K07481	psz:PSTAB_0116
ko:K03526	psz:PSTAB_3077
ko:K07481	psz:PSTAB_0143
ko:K07481	psz:PSTAB_3862
ko:K02663	psz:PSTAB_0591
ko:K18981	psz:PSTAB_3845
ko:K02664	psz:PSTAB_0592
ko:K06858	psz:PSTAB_0732
ko:K07452	psz:PSTAB_3396
ko:K00433	psz:PSTAB_0233
ko:K02030	psz:PSTAB_0256
ko:K02030	psz:PSTAB_0483
ko:K03668	psz:PSTAB_3031
ko:K00986	psz:PSTAB_1717
ko:K19057	psz:PSTAB_1234
ko:K19059	psz:PSTAB_1233
ko:K19147	psz:PSTAB_3395
ko:K16291	psz:PSTAB_1921
ko:K01505	psz:PSTAB_1713
ko:K01710	psz:PSTAB_0093
ko:K09017	psz:PSTAB_3148
ko:K11615	psz:PSTAB_0390
ko:K02030	psz:PSTAB_4051
ko:K00344	psz:PSTAB_4043
ko:K19168	psz:PSTAB_1129
ko:K07448	psz:PSTAB_1545
ko:K19221	psz:PSTAB_1284
ko:K19344	psz:PSTAB_3502
ko:K19416	psz:PSTAB_1886
ko:K03722	psz:PSTAB_1427
ko:K01992	psz:PSTAB_0094
ko:K04771	psz:PSTAB_1135
ko:K07497	psz:PSTAB_3273
ko:K07497	psz:PSTAB_0103
ko:K07497	psz:PSTAB_0497
ko:K19342	psz:PSTAB_3518
ko:K05568	psz:PSTAB_0415
ko:K19345	psz:PSTAB_3501
ko:K00020	psz:PSTAB_3015
ko:K00800	psz:PSTAB_2219
ko:K19337	psz:PSTAB_0248
ko:K19337	psz:PSTAB_3470
ko:K06867	psz:PSTAB_2872
ko:K19339	psz:PSTAB_3523
ko:K06867	psz:PSTAB_3539
ko:K19340	psz:PSTAB_3520
ko:K19341	psz:PSTAB_3519
ko:K06884	psz:PSTAB_3169
ko:K19591	psz:PSTAB_3584
ko:K19577	psz:PSTAB_2961
ko:K00799	psz:PSTAB_3212
ko:K19713	psz:PSTAB_2868
ko:K00992	psz:PSTAB_0626
ko:K12960	psz:PSTAB_2202
ko:K19696	psz:PSTAB_1632
ko:K07666	psz:PSTAB_0799
ko:K07645	psz:PSTAB_0798
ko:K01003	psz:PSTAB_3695
ko:K06132	psz:PSTAB_0516
ko:K06131	psz:PSTAB_2038
ko:K00995	psz:PSTAB_1981
ko:K07147	psz:PSTAB_3299
ko:K07119	psz:PSTAB_2577
ko:K08992	psz:PSTAB_1402
ko:K19803	psz:PSTAB_0322
ko:K00986	psz:PSTAB_0495
ko:K21636	psz:PSTAB_3481
ko:K14596	psz:PSTAB_3826
ko:K01457	psz:PSTAB_1903
ko:K20971	psz:PSTAB_3708
ko:K20074	psz:PSTAB_2994
ko:K11915	psz:PSTAB_0110
ko:K00525	psz:PSTAB_0162
ko:K09788	psz:PSTAB_1937
ko:K20455	psz:PSTAB_1936
ko:K20543	psz:PSTAB_0308
ko:K20541	psz:PSTAB_0309
ko:K20972	psz:PSTAB_3328
ko:K01214	psz:PSTAB_2030
ko:K11529	psz:PSTAB_3163
ko:K07100	psz:PSTAB_0403
ko:K20881	psz:PSTAB_0349
ko:K01200	psz:PSTAB_3005
ko:K02487	psz:PSTAB_2473
ko:K20966	psz:PSTAB_0401
ko:K20997	psz:PSTAB_2391
ko:K21019	psz:PSTAB_1052
ko:K01768	psz:PSTAB_2360
ko:K20975	psz:PSTAB_1878
ko:K20976	psz:PSTAB_2566
ko:K20977	psz:PSTAB_2567
ko:K20978	psz:PSTAB_2568
ko:K07689	psz:PSTAB_1979
ko:K21053	psz:PSTAB_3578
ko:K21020	psz:PSTAB_0829
ko:K22253	psz:PSTAB_3460
ko:K00840	psz:PSTAB_1559
ko:K21024	psz:PSTAB_3180
ko:K21029	psz:PSTAB_3229
ko:K21025	psz:PSTAB_3758
ko:K21218	psz:PSTAB_1109
ko:K03676	psz:PSTAB_4045
ko:K03546	psz:PSTAB_0738
ko:K00560	psz:PSTAB_0445
ko:K01520	psz:PSTAB_0507
ko:K02316	psz:PSTAB_0608
ko:K03553	psz:PSTAB_1412
ko:K14059	psz:PSTAB_2802
ko:K14059	psz:PSTAB_2809
ko:K02314	psz:PSTAB_3619
ko:K06217	psz:PSTAB_3715
ko:K07336	psz:PSTAB_0897
ko:K00287	psz:PSTAB_3977
ko:K00525	psz:PSTAB_1548
ko:K02335	psz:PSTAB_0168
ko:K02030	psz:PSTAB_2585
ko:K07133	psz:PSTAB_2806
ko:K09983	psz:PSTAB_4127
ko:K00526	psz:PSTAB_1547
ko:K21417	psz:PSTAB_2901
ko:K21416	psz:PSTAB_2899
ko:K21393	psz:PSTAB_2086
ko:K21395	psz:PSTAB_2085
ko:K21420	psz:PSTAB_2180
ko:K11690	psz:PSTAB_0085
ko:K21405	psz:PSTAB_2896
ko:K21470	psz:PSTAB_0297
ko:K01420	psz:PSTAB_1727
ko:K21563	psz:PSTAB_3482
ko:K21711	psz:PSTAB_0249
ko:K21563	psz:PSTAB_0782
ko:K21563	psz:PSTAB_3492
ko:K01816	psz:PSTAB_3014
ko:K22132	psz:PSTAB_2674
ko:K22067	psz:PSTAB_2298
ko:K01816	psz:PSTAB_3161
ko:K03595	psz:PSTAB_1140
ko:K07183	psz:PSTAB_2299
ko:K22292	psz:PSTAB_2204
ko:K02257	psz:PSTAB_4156
ko:K11391	psz:PSTAB_0826
ko:K03469	psz:PSTAB_2137
ko:K11206	psz:PSTAB_0924
ko:K13566	psz:PSTAB_3070
ko:K01551	psz:PSTAB_0406
ko:K22491	psz:PSTAB_1874
ko:K22491	psz:PSTAB_1861
ko:K22452	psz:PSTAB_1805
