ko:K16238	kpi:D364_01565
ko:K02016	kpi:D364_11010
ko:K02015	kpi:D364_11015
ko:K02013	kpi:D364_11020
ko:K00549	kpi:D364_11030
ko:K09773	kpi:D364_11075
ko:K01626	kpi:D364_11080
ko:K08997	kpi:D364_11090
ko:K06074	kpi:D364_11100
ko:K00432	kpi:D364_11105
ko:K02073	kpi:D364_11110
ko:K06073	kpi:D364_11115
ko:K00285	kpi:D364_11130
ko:K00554	kpi:D364_15040
ko:K02860	kpi:D364_15045
ko:K02959	kpi:D364_15050
ko:K03106	kpi:D364_15055
ko:K03687	kpi:D364_15070
ko:K00858	kpi:D364_15075
ko:K03631	kpi:D364_15080
ko:K06186	kpi:D364_15085
ko:K09801	kpi:D364_15090
ko:K03664	kpi:D364_15100
ko:K05804	kpi:D364_15125
ko:K12255	kpi:D364_15150
ko:K02030	kpi:D364_15165
ko:K12972	kpi:D364_15185
ko:K01713	kpi:D364_15200
ko:K07345	kpi:D364_15210
ko:K07347	kpi:D364_15220
ko:K07347	kpi:D364_15235
ko:K07345	kpi:D364_15245
ko:K01118	kpi:D364_15265
ko:K00375	kpi:D364_15310
ko:K03647	kpi:D364_15325
ko:K00891	kpi:D364_19245
ko:K02507	kpi:D364_19250
ko:K12290	kpi:D364_19255
ko:K12289	kpi:D364_19260
ko:K12288	kpi:D364_19265
ko:K05366	kpi:D364_19270
ko:K08312	kpi:D364_19275
ko:K04762	kpi:D364_19290
ko:K04083	kpi:D364_19295
ko:K01610	kpi:D364_19300
ko:K07638	kpi:D364_19305
ko:K07659	kpi:D364_19310
ko:K04760	kpi:D364_19315
ko:K06959	kpi:D364_19320
ko:K04758	kpi:D364_19330
ko:K04759	kpi:D364_19335
ko:K07490	kpi:D364_19340
ko:K02170	kpi:D364_19350
ko:K06155	kpi:D364_19365
ko:K00705	kpi:D364_19370
ko:K00688	kpi:D364_19375
ko:K03556	kpi:D364_19380
ko:K02444	kpi:D364_19385
ko:K02441	kpi:D364_19390
ko:K02439	kpi:D364_19395
ko:K00111	kpi:D364_19400
ko:K00688	kpi:D364_19415
ko:K07400	kpi:D364_19360
ko:K08475	kpi:D364_08820
ko:K08478	kpi:D364_08825
ko:K11382	kpi:D364_08830
ko:K08476	kpi:D364_08815
ko:K03707	kpi:D364_08845
ko:K06971	kpi:D364_08850
ko:K00852	kpi:D364_08855
ko:K10439	kpi:D364_08860
ko:K02529	kpi:D364_08865
ko:K02056	kpi:D364_08870
ko:K02057	kpi:D364_08875
ko:K07048	kpi:D364_08880
ko:K07168	kpi:D364_12555
ko:K01251	kpi:D364_12560
ko:K00768	kpi:D364_12565
ko:K02233	kpi:D364_12570
ko:K09802	kpi:D364_12575
ko:K07470	kpi:D364_12585
ko:K07258	kpi:D364_12590
ko:K01141	kpi:D364_12595
ko:K02355	kpi:D364_12610
ko:K00765	kpi:D364_12640
ko:K00013	kpi:D364_12645
ko:K00817	kpi:D364_12650
ko:K01089	kpi:D364_12655
ko:K02501	kpi:D364_12660
ko:K01814	kpi:D364_12665
ko:K02500	kpi:D364_12670
ko:K11755	kpi:D364_12675
ko:K01854	kpi:D364_12695
ko:K08679	kpi:D364_12720
ko:K00012	kpi:D364_12730
ko:K00033	kpi:D364_12745
ko:K03606	kpi:D364_12750
ko:K16695	kpi:D364_12765
ko:K01991	kpi:D364_12805
ko:K07347	kpi:D364_16710
ko:K07348	kpi:D364_16715
ko:K07349	kpi:D364_16720
ko:K07350	kpi:D364_16725
ko:K06975	kpi:D364_16735
ko:K15549	kpi:D364_16750
ko:K15547	kpi:D364_16755
ko:K15550	kpi:D364_16760
ko:K03305	kpi:D364_16770
ko:K03893	kpi:D364_16780
ko:K09702	kpi:D364_16795
ko:K01607	kpi:D364_16820
ko:K06199	kpi:D364_16840
ko:K06199	kpi:D364_16845
ko:K07797	kpi:D364_16860
ko:K07786	kpi:D364_16865
ko:K03320	kpi:D364_16880
ko:K01430	kpi:D364_16885
ko:K01429	kpi:D364_16890
ko:K01428	kpi:D364_16895
ko:K03187	kpi:D364_16900
ko:K03188	kpi:D364_16905
ko:K03189	kpi:D364_16910
ko:K03190	kpi:D364_16915
ko:K08717	kpi:D364_16920
ko:K02035	kpi:D364_16925
ko:K02033	kpi:D364_16930
ko:K02034	kpi:D364_16935
ko:K04081	kpi:D364_20910
ko:K04080	kpi:D364_20915
ko:K01684	kpi:D364_20935
ko:K01631	kpi:D364_20940
ko:K00883	kpi:D364_20945
ko:K02470	kpi:D364_20970
ko:K03629	kpi:D364_20975
ko:K02338	kpi:D364_20980
ko:K02313	kpi:D364_20985
ko:K02914	kpi:D364_20990
ko:K08998	kpi:D364_21000
ko:K03217	kpi:D364_21005
ko:K03650	kpi:D364_21015
ko:K08163	kpi:D364_21025
ko:K06901	kpi:D364_21045
ko:K07214	kpi:D364_21060
ko:K10124	kpi:D364_21065
ko:K01894	kpi:D364_00680
ko:K06204	kpi:D364_00685
ko:K06206	kpi:D364_00690
ko:K01975	kpi:D364_00695
ko:K03579	kpi:D364_00700
ko:K02463	kpi:D364_00710
ko:K02462	kpi:D364_00715
ko:K02461	kpi:D364_00720
ko:K02460	kpi:D364_00725
ko:K02459	kpi:D364_00730
ko:K09914	kpi:D364_02130
ko:K07443	kpi:D364_02135
ko:K10111	kpi:D364_02180
ko:K15770	kpi:D364_02185
ko:K02458	kpi:D364_00735
ko:K02457	kpi:D364_00740
ko:K02456	kpi:D364_00745
ko:K02455	kpi:D364_00750
ko:K02454	kpi:D364_00755
ko:K02453	kpi:D364_00760
ko:K02452	kpi:D364_00765
ko:K02451	kpi:D364_00775
ko:K02465	kpi:D364_00780
ko:K05365	kpi:D364_00785
ko:K02014	kpi:D364_00790
ko:K02013	kpi:D364_00795
ko:K02016	kpi:D364_00800
ko:K02015	kpi:D364_00805
ko:K02775	kpi:D364_01280
ko:K00058	kpi:D364_01285
ko:K00880	kpi:D364_01295
ko:K02443	kpi:D364_01300
ko:K00382	kpi:D364_01315
ko:K00627	kpi:D364_01320
ko:K03556	kpi:D364_01335
ko:K00147	kpi:D364_01415
ko:K00931	kpi:D364_01420
ko:K11929	kpi:D364_01425
ko:K02042	kpi:D364_01450
ko:K02042	kpi:D364_01455
ko:K02044	kpi:D364_01460
ko:K02041	kpi:D364_01465
ko:K09932	kpi:D364_01770
ko:K01624	kpi:D364_01780
ko:K03475	kpi:D364_01790
ko:K02822	kpi:D364_01795
ko:K02821	kpi:D364_01800
ko:K03386	kpi:D364_01810
ko:K08682	kpi:D364_01815
ko:K07568	kpi:D364_01820
ko:K00773	kpi:D364_01825
ko:K03210	kpi:D364_01830
ko:K03072	kpi:D364_01835
ko:K03074	kpi:D364_01840
ko:K06996	kpi:D364_01845
ko:K05517	kpi:D364_01855
ko:K07738	kpi:D364_01865
ko:K11752	kpi:D364_01870
ko:K00794	kpi:D364_01875
ko:K03625	kpi:D364_01880
ko:K00946	kpi:D364_01885
ko:K01095	kpi:D364_01890
ko:K01662	kpi:D364_01900
ko:K00795	kpi:D364_01905
ko:K03602	kpi:D364_01910
ko:K03151	kpi:D364_01915
ko:K03152	kpi:D364_01925
ko:K00077	kpi:D364_01930
ko:K09767	kpi:D364_01935
ko:K03544	kpi:D364_02045
ko:K01338	kpi:D364_02050
ko:K03530	kpi:D364_02055
ko:K03770	kpi:D364_02060
ko:K02237	kpi:D364_02065
ko:K12500	kpi:D364_02070
ko:K06920	kpi:D364_02075
ko:K11938	kpi:D364_02085
ko:K01738	kpi:D364_02090
ko:K05800	kpi:D364_02095
ko:K04752	kpi:D364_02115
ko:K03320	kpi:D364_02120
ko:K10805	kpi:D364_02125
ko:K15771	kpi:D364_02190
ko:K02030	kpi:D364_09720
ko:K02028	kpi:D364_09725
ko:K02029	kpi:D364_09730
ko:K08276	kpi:D364_13390
ko:K00116	kpi:D364_13395
ko:K03321	kpi:D364_13400
ko:K06213	kpi:D364_13405
ko:K06159	kpi:D364_13410
ko:K03919	kpi:D364_13415
ko:K10778	kpi:D364_13420
ko:K03734	kpi:D364_13425
ko:K09475	kpi:D364_13430
ko:K07676	kpi:D364_13435
ko:K07687	kpi:D364_13440
ko:K07677	kpi:D364_13445
ko:K02469	kpi:D364_13450
ko:K00568	kpi:D364_13455
ko:K11107	kpi:D364_13470
ko:K01126	kpi:D364_13480
ko:K02445	kpi:D364_13485
ko:K00111	kpi:D364_13490
ko:K00112	kpi:D364_13495
ko:K00113	kpi:D364_13500
ko:K12660	kpi:D364_13505
ko:K12661	kpi:D364_13515
ko:K12944	kpi:D364_13540
ko:K01911	kpi:D364_13545
ko:K02549	kpi:D364_13550
ko:K01661	kpi:D364_13555
ko:K08680	kpi:D364_13560
ko:K02551	kpi:D364_13565
ko:K02552	kpi:D364_13570
ko:K02348	kpi:D364_13575
ko:K00784	kpi:D364_13580
ko:K00343	kpi:D364_13585
ko:K00342	kpi:D364_13590
ko:K00341	kpi:D364_13595
ko:K00340	kpi:D364_13600
ko:K00339	kpi:D364_13605
ko:K00338	kpi:D364_13610
ko:K00337	kpi:D364_13615
ko:K00334	kpi:D364_13630
ko:K01460	kpi:D364_17595
ko:K11209	kpi:D364_17605
ko:K01061	kpi:D364_17615
ko:K03561	kpi:D364_17645
ko:K01760	kpi:D364_17655
ko:K08325	kpi:D364_17670
ko:K06221	kpi:D364_17675
ko:K00655	kpi:D364_17695
ko:K02621	kpi:D364_17700
ko:K13652	kpi:D364_17705
ko:K07666	kpi:D364_17715
ko:K03923	kpi:D364_17725
ko:K02622	kpi:D364_17735
ko:K07000	kpi:D364_17740
ko:K03651	kpi:D364_17745
ko:K09920	kpi:D364_17750
ko:K01515	kpi:D364_17755
ko:K12340	kpi:D364_17760
ko:K07238	kpi:D364_17780
ko:K02858	kpi:D364_17785
ko:K09806	kpi:D364_17790
ko:K03272	kpi:D364_17800
ko:K00982	kpi:D364_17805
ko:K07184	kpi:D364_17815
ko:K00974	kpi:D364_17820
ko:K06153	kpi:D364_17825
ko:K01633	kpi:D364_17830
ko:K08591	kpi:D364_17835
ko:K01652	kpi:D364_21740
ko:K11258	kpi:D364_21745
ko:K00700	kpi:D364_19435
ko:K00133	kpi:D364_19440
ko:K06156	kpi:D364_19445
ko:K00851	kpi:D364_19450
ko:K06145	kpi:D364_19455
ko:K06911	kpi:D364_19460
ko:K03825	kpi:D364_19475
ko:K01126	kpi:D364_19490
ko:K05816	kpi:D364_19495
ko:K05815	kpi:D364_19500
ko:K05814	kpi:D364_19505
ko:K05813	kpi:D364_19510
ko:K01119	kpi:D364_23425
ko:K01082	kpi:D364_23430
ko:K07109	kpi:D364_23435
ko:K12308	kpi:D364_23450
ko:K02532	kpi:D364_23455
ko:K07304	kpi:D364_23465
ko:K00703	kpi:D364_19420
ko:K07278	kpi:D364_23470
ko:K09800	kpi:D364_23475
ko:K01507	kpi:D364_23500
ko:K02056	kpi:D364_23510
ko:K02057	kpi:D364_23515
ko:K02057	kpi:D364_23520
ko:K03841	kpi:D364_23525
ko:K02558	kpi:D364_23530
ko:K00975	kpi:D364_19425
ko:K09889	kpi:D364_23545
ko:K03592	kpi:D364_23550
ko:K15536	kpi:D364_23555
ko:K01465	kpi:D364_23585
ko:K01042	kpi:D364_23590
ko:K02760	kpi:D364_23635
ko:K01222	kpi:D364_23640
ko:K02761	kpi:D364_23645
ko:K01226	kpi:D364_23650
ko:K02818	kpi:D364_23655
ko:K02819	kpi:D364_23655
ko:K03485	kpi:D364_23660
ko:K01531	kpi:D364_23665
ko:K09022	kpi:D364_23670
ko:K00610	kpi:D364_23675
ko:K00609	kpi:D364_23680
ko:K02039	kpi:D364_21070
ko:K02036	kpi:D364_21075
ko:K02038	kpi:D364_21080
ko:K02037	kpi:D364_21085
ko:K02040	kpi:D364_21090
ko:K00820	kpi:D364_21095
ko:K04042	kpi:D364_21100
ko:K02114	kpi:D364_21110
ko:K02112	kpi:D364_21115
ko:K02115	kpi:D364_21120
ko:K02111	kpi:D364_21125
ko:K02113	kpi:D364_21130
ko:K02109	kpi:D364_21135
ko:K02110	kpi:D364_21140
ko:K02108	kpi:D364_21145
ko:K02116	kpi:D364_21150
ko:K03501	kpi:D364_21155
ko:K03495	kpi:D364_21160
ko:K06205	kpi:D364_21165
ko:K03718	kpi:D364_21170
ko:K01914	kpi:D364_21175
ko:K01439	kpi:D364_08890
ko:K17195	kpi:D364_08940
ko:K03475	kpi:D364_08945
ko:K02822	kpi:D364_08950
ko:K02821	kpi:D364_08955
ko:K08178	kpi:D364_08995
ko:K02371	kpi:D364_09020
ko:K02083	kpi:D364_09025
ko:K02028	kpi:D364_09035
ko:K02029	kpi:D364_09040
ko:K02029	kpi:D364_09045
ko:K02030	kpi:D364_09050
ko:K00133	kpi:D364_09085
ko:K03543	kpi:D364_09095
ko:K09458	kpi:D364_09105
ko:K01951	kpi:D364_09130
ko:K07090	kpi:D364_09165
ko:K16842	kpi:D364_09170
ko:K00963	kpi:D364_12820
ko:K07289	kpi:D364_12830
ko:K01494	kpi:D364_12835
ko:K00876	kpi:D364_12840
ko:K01247	kpi:D364_12845
ko:K04046	kpi:D364_12850
ko:K07660	kpi:D364_12860
ko:K07799	kpi:D364_12880
ko:K07788	kpi:D364_12885
ko:K07789	kpi:D364_12890
ko:K07642	kpi:D364_12900
ko:K07664	kpi:D364_12905
ko:K08303	kpi:D364_12910
ko:K02034	kpi:D364_12925
ko:K02033	kpi:D364_12930
ko:K02035	kpi:D364_12935
ko:K00854	kpi:D364_12955
ko:K00007	kpi:D364_12960
ko:K00483	kpi:D364_24355
ko:K14227	kpi:D364_01045
ko:K14227	kpi:D364_21695
ko:K14227	kpi:D364_22140
ko:K14218	kpi:D364_01050
ko:K14218	kpi:D364_21700
ko:K19611	kpi:D364_22650
ko:K19789	kpi:D364_13335
ko:K03292	kpi:D364_24045
ko:K02058	kpi:D364_24215
ko:K01069	kpi:D364_01105
ko:K05799	kpi:D364_00545
ko:K03292	kpi:D364_20535
ko:K01139	kpi:D364_20430
ko:K01130	kpi:D364_02735
ko:K14218	kpi:D364_13990
ko:K14218	kpi:D364_13995
ko:K14223	kpi:D364_03605
ko:K14223	kpi:D364_03610
ko:K14223	kpi:D364_03620
ko:K14223	kpi:D364_03625
ko:K14228	kpi:D364_24615
ko:K14228	kpi:D364_24625
ko:K14228	kpi:D364_24620
ko:K14228	kpi:D364_21900
ko:K14218	kpi:D364_22145
ko:K14235	kpi:D364_21720
ko:K01985	kpi:D364_01060
ko:K01985	kpi:D364_21710
ko:K01985	kpi:D364_18820
ko:K01985	kpi:D364_24180
ko:K01985	kpi:D364_14945
ko:K01985	kpi:D364_22370
ko:K01985	kpi:D364_22155
ko:K01985	kpi:D364_21250
ko:K01985	kpi:D364_18810
ko:K02778	kpi:D364_02210
ko:K14221	kpi:D364_01065
ko:K14221	kpi:D364_01125
ko:K14221	kpi:D364_21715
ko:K04772	kpi:D364_18645
ko:K00537	kpi:D364_14350
ko:K00108	kpi:D364_03065
ko:K03767	kpi:D364_19185
ko:K03892	kpi:D364_16785
ko:K01791	kpi:D364_21835
ko:K01840	kpi:D364_12735
ko:K00839	kpi:D364_09030
ko:K08485	kpi:D364_18560
ko:K02614	kpi:D364_07235
ko:K06518	kpi:D364_22755
ko:K03566	kpi:D364_12510
ko:K07459	kpi:D364_04775
ko:K07684	kpi:D364_11340
ko:K14742	kpi:D364_11810
ko:K01487	kpi:D364_09190
ko:K00042	kpi:D364_18230
ko:K19745	kpi:D364_12420
ko:K13638	kpi:D364_18895
ko:K13695	kpi:D364_11095
ko:K14222	kpi:D364_12245
ko:K14228	kpi:D364_18400
ko:K14238	kpi:D364_20540
ko:K14225	kpi:D364_22185
ko:K00537	kpi:D364_16775
ko:K02809	kpi:D364_02645
ko:K02810	kpi:D364_02645
ko:K14234	kpi:D364_18815
ko:K14234	kpi:D364_22190
ko:K14219	kpi:D364_13900
ko:K14219	kpi:D364_15415
ko:K14219	kpi:D364_15420
ko:K02768	kpi:D364_08935
ko:K02477	kpi:D364_13055
ko:K01497	kpi:D364_06620
ko:K00632	kpi:D364_22105
ko:K08194	kpi:D364_00305
ko:K01187	kpi:D364_01750
ko:K08194	kpi:D364_10910
ko:K08194	kpi:D364_20930
ko:K03566	kpi:D364_03095
ko:K03566	kpi:D364_06560
ko:K00146	kpi:D364_02790
ko:K01980	kpi:D364_14950
ko:K01980	kpi:D364_21245
ko:K01980	kpi:D364_22150
ko:K01980	kpi:D364_22365
ko:K05540	kpi:D364_18780
ko:K06518	kpi:D364_13150
ko:K01739	kpi:D364_21570
ko:K02615	kpi:D364_07240
ko:K17758	kpi:D364_23215
ko:K17759	kpi:D364_23215
ko:K00344	kpi:D364_22600
ko:K11747	kpi:D364_19120
ko:K00146	kpi:D364_07170
ko:K04771	kpi:D364_00845
ko:K00971	kpi:D364_12740
ko:K00632	kpi:D364_13875
ko:K00529	kpi:D364_17330
ko:K03772	kpi:D364_19100
ko:K01980	kpi:D364_24175
ko:K00884	kpi:D364_05790
ko:K14229	kpi:D364_03915
ko:K14229	kpi:D364_03935
ko:K14229	kpi:D364_03945
ko:K14229	kpi:D364_03940
ko:K14229	kpi:D364_03925
ko:K14229	kpi:D364_14030
ko:K14237	kpi:D364_03920
ko:K14237	kpi:D364_14015
ko:K14237	kpi:D364_03930
ko:K14237	kpi:D364_14025
ko:K14237	kpi:D364_14020
ko:K14237	kpi:D364_10315
ko:K14233	kpi:D364_05455
ko:K14233	kpi:D364_05485
ko:K14233	kpi:D364_05245
ko:K14233	kpi:D364_15425
ko:K14233	kpi:D364_12365
ko:K14236	kpi:D364_11295
ko:K14236	kpi:D364_22180
ko:K14225	kpi:D364_17070
ko:K14225	kpi:D364_12250
ko:K14225	kpi:D364_23205
ko:K14232	kpi:D364_13380
ko:K14232	kpi:D364_19950
ko:K14232	kpi:D364_21905
ko:K14231	kpi:D364_17500
ko:K14231	kpi:D364_23020
ko:K01977	kpi:D364_01040
ko:K01977	kpi:D364_21690
ko:K01977	kpi:D364_14960
ko:K01977	kpi:D364_24165
ko:K01977	kpi:D364_18830
ko:K01977	kpi:D364_22355
ko:K01977	kpi:D364_22135
ko:K01977	kpi:D364_21235
ko:K04757	kpi:D364_06845
ko:K01485	kpi:D364_19195
ko:K14230	kpi:D364_17910
ko:K01980	kpi:D364_01055
ko:K01980	kpi:D364_21705
ko:K14219	kpi:D364_02490
ko:K02226	kpi:D364_03515
ko:K03566	kpi:D364_16110
ko:K01190	kpi:D364_08195
ko:K02058	kpi:D364_23505
ko:K02477	kpi:D364_13945
ko:K01183	kpi:D364_06230
ko:K11928	kpi:D364_05415
ko:K14230	kpi:D364_03615
ko:K14230	kpi:D364_03635
ko:K00661	kpi:D364_02250
ko:K01187	kpi:D364_04475
ko:K14226	kpi:D364_21895
ko:K01980	kpi:D364_18825
ko:K14219	kpi:D364_21890
ko:K14237	kpi:D364_10305
ko:K14237	kpi:D364_10310
ko:K14220	kpi:D364_12375
ko:K14220	kpi:D364_12455
ko:K14220	kpi:D364_12445
ko:K14220	kpi:D364_12405
ko:K14234	kpi:D364_01410
ko:K14234	kpi:D364_22175
ko:K14230	kpi:D364_16140
ko:K14230	kpi:D364_18375
ko:K14230	kpi:D364_16150
ko:K14230	kpi:D364_16145
ko:K14228	kpi:D364_03630
ko:K14228	kpi:D364_12240
ko:K14224	kpi:D364_14955
ko:K14228	kpi:D364_23870
ko:K14224	kpi:D364_24170
ko:K14224	kpi:D364_21240
ko:K14224	kpi:D364_22360
ko:K17737	kpi:D364_10535
ko:K02032	kpi:D364_03035
ko:K02769	kpi:D364_08930
ko:K00557	kpi:D364_21675
ko:K02032	kpi:D364_16945
ko:K02031	kpi:D364_16940
ko:K18140	kpi:D364_18790
ko:K03585	kpi:D364_02270
ko:K02794	kpi:D364_02885
ko:K05714	kpi:D364_10865
ko:K02031	kpi:D364_09520
ko:K02032	kpi:D364_09520
ko:K02031	kpi:D364_03040
ko:K11645	kpi:D364_12990
ko:K01758	kpi:D364_17560
ko:K07645	kpi:D364_17720
ko:K07483	kpi:D364_12605
ko:K08351	kpi:D364_03370
ko:K17938	kpi:D364_01625
ko:K02032	kpi:D364_10415
ko:K18325	kpi:D364_02915
ko:K05396	kpi:D364_12290
ko:K03719	kpi:D364_04830
ko:K02464	kpi:D364_00705
ko:K00956	kpi:D364_15870
ko:K07483	kpi:D364_23975
ko:K02058	kpi:D364_03275
ko:K07483	kpi:D364_17175
ko:K03719	kpi:D364_11300
ko:K00130	kpi:D364_03070
ko:K03366	kpi:D364_10585
ko:K02770	kpi:D364_08925
ko:K01485	kpi:D364_03315
ko:K01485	kpi:D364_10485
ko:K03668	kpi:D364_07135
ko:K06122	kpi:D364_17960
ko:K00086	kpi:D364_17980
ko:K03973	kpi:D364_06755
ko:K15373	kpi:D364_02995
ko:K07506	kpi:D364_09950
ko:K13053	kpi:D364_05140
ko:K17214	kpi:D364_02625
ko:K10014	kpi:D364_13750
ko:K10038	kpi:D364_04395
ko:K03445	kpi:D364_20780
ko:K02031	kpi:D364_10410
ko:K03446	kpi:D364_09100
ko:K04103	kpi:D364_13960
ko:K11745	kpi:D364_00165
ko:K01582	kpi:D364_00960
ko:K01582	kpi:D364_02570
ko:K18143	kpi:D364_10615
ko:K18144	kpi:D364_10610
ko:K09017	kpi:D364_05400
ko:K00879	kpi:D364_16085
ko:K21430	kpi:D364_04560
ko:K06120	kpi:D364_17970
ko:K06121	kpi:D364_17965
ko:K01007	kpi:D364_11070
ko:K08351	kpi:D364_19985
ko:K07782	kpi:D364_12275
ko:K09472	kpi:D364_05295
ko:K18325	kpi:D364_22655
ko:K08156	kpi:D364_09535
ko:K00059	kpi:D364_01290
ko:K21908	kpi:D364_17940
ko:K22550	kpi:D364_24415
ko:K07106	kpi:D364_07875
ko:K07307	kpi:D364_08020
ko:K03673	kpi:D364_05450
ko:K12942	kpi:D364_07525
ko:K04753	kpi:D364_17690
ko:K19586	kpi:D364_15130
ko:K13631	kpi:D364_10240
ko:K00101	kpi:D364_10980
ko:K02099	kpi:D364_23445
ko:K07679	kpi:D364_16850
ko:K07690	kpi:D364_16855
ko:K07126	kpi:D364_16955
ko:K07347	kpi:D364_16960
ko:K07690	kpi:D364_16965
ko:K07679	kpi:D364_16970
ko:K07679	kpi:D364_16975
ko:K07679	kpi:D364_16980
ko:K07690	kpi:D364_16990
ko:K07347	kpi:D364_17520
ko:K07713	kpi:D364_22335
ko:K01175	kpi:D364_03705
ko:K18324	kpi:D364_14280
ko:K18326	kpi:D364_12895
ko:K00138	kpi:D364_15250
ko:K03293	kpi:D364_21885
ko:K02483	kpi:D364_09270
ko:K19587	kpi:D364_15140
ko:K00433	kpi:D364_12500
ko:K04333	kpi:D364_17420
ko:K11904	kpi:D364_06910
ko:K18446	kpi:D364_17810
ko:K16235	kpi:D364_01575
ko:K11904	kpi:D364_11540
ko:K00681	kpi:D364_19480
ko:K00335	kpi:D364_13625
ko:K19504	kpi:D364_24525
ko:K18640	kpi:D364_22960
ko:K18673	kpi:D364_14380
ko:K18697	kpi:D364_14815
ko:K18691	kpi:D364_14805
ko:K18765	kpi:D364_18735
ko:K18699	kpi:D364_08175
ko:K11741	kpi:D364_23140
ko:K06218	kpi:D364_23615
ko:K18842	kpi:D364_12465
ko:K18850	kpi:D364_05885
ko:K18889	kpi:D364_02100
ko:K21645	kpi:D364_11615
ko:K18900	kpi:D364_15110
ko:K18920	kpi:D364_20045
ko:K18850	kpi:D364_24160
ko:K18841	kpi:D364_12460
ko:K20861	kpi:D364_04595
ko:K18831	kpi:D364_02765
ko:K20866	kpi:D364_21330
ko:K20881	kpi:D364_19285
ko:K20862	kpi:D364_21965
ko:K18800	kpi:D364_17205
ko:K18778	kpi:D364_00480
ko:K18918	kpi:D364_23610
ko:K18657	kpi:D364_05080
ko:K18890	kpi:D364_02105
ko:K18954	kpi:D364_24575
ko:K03646	kpi:D364_03895
ko:K03674	kpi:D364_04620
ko:K03503	kpi:D364_06140
ko:K03502	kpi:D364_06145
ko:K03169	kpi:D364_06265
ko:K15773	kpi:D364_08535
ko:K10748	kpi:D364_07450
ko:K03497	kpi:D364_07555
ko:K09691	kpi:D364_12710
ko:K05839	kpi:D364_02255
ko:K01856	kpi:D364_09615
ko:K08722	kpi:D364_13660
ko:K05785	kpi:D364_22090
ko:K04565	kpi:D364_10195
ko:K07724	kpi:D364_18470
ko:K11685	kpi:D364_15290
ko:K03746	kpi:D364_11265
ko:K07810	kpi:D364_24130
ko:K07796	kpi:D364_24135
ko:K07724	kpi:D364_12470
ko:K15269	kpi:D364_16665
ko:K04099	kpi:D364_20710
ko:K03646	kpi:D364_08895
ko:K07497	kpi:D364_24005
ko:K18146	kpi:D364_10600
ko:K01699	kpi:D364_16270
ko:K04028	kpi:D364_14215
ko:K00336	kpi:D364_13620
ko:K02485	kpi:D364_11275
ko:K08348	kpi:D364_09570
ko:K03761	kpi:D364_14940
ko:K08970	kpi:D364_02165
ko:K03976	kpi:D364_02370
ko:K19055	kpi:D364_06125
ko:K06884	kpi:D364_05975
ko:K08172	kpi:D364_12535
ko:K03526	kpi:D364_14615
ko:K07483	kpi:D364_04120
ko:K18979	kpi:D364_23210
ko:K18991	kpi:D364_20595
ko:K18988	kpi:D364_01615
ko:K18997	kpi:D364_22970
ko:K19048	kpi:D364_15565
ko:K19000	kpi:D364_00975
ko:K02777	kpi:D364_14085
ko:K11748	kpi:D364_19125
ko:K19221	kpi:D364_06570
ko:K19222	kpi:D364_11055
ko:K19165	kpi:D364_19520
ko:K19166	kpi:D364_02760
ko:K19226	kpi:D364_06710
ko:K19236	kpi:D364_05765
ko:K07448	kpi:D364_23955
ko:K16291	kpi:D364_12390
ko:K22444	kpi:D364_05260
ko:K01710	kpi:D364_21845
ko:K19238	kpi:D364_12435
ko:K19148	kpi:D364_20835
ko:K19229	kpi:D364_06695
ko:K19228	kpi:D364_06700
ko:K19234	kpi:D364_10940
ko:K12979	kpi:D364_15280
ko:K19235	kpi:D364_04460
ko:K19168	kpi:D364_17115
ko:K19270	kpi:D364_13670
ko:K00020	kpi:D364_08645
ko:K19265	kpi:D364_13965
ko:K03722	kpi:D364_04350
ko:K01066	kpi:D364_21350
ko:K01992	kpi:D364_04295
ko:K01992	kpi:D364_04300
ko:K01992	kpi:D364_20370
ko:K01992	kpi:D364_24195
ko:K03722	kpi:D364_11815
ko:K19416	kpi:D364_05235
ko:K07497	kpi:D364_04115
ko:K19335	kpi:D364_06975
ko:K07497	kpi:D364_23980
ko:K07497	kpi:D364_24010
ko:K07497	kpi:D364_12600
ko:K07497	kpi:D364_17000
ko:K07497	kpi:D364_17180
ko:K19267	kpi:D364_23415
ko:K19337	kpi:D364_12040
ko:K19338	kpi:D364_12400
ko:K19304	kpi:D364_12055
ko:K19505	kpi:D364_24500
ko:K19334	kpi:D364_23690
ko:K19302	kpi:D364_04585
ko:K19270	kpi:D364_06430
ko:K19336	kpi:D364_06970
ko:K19333	kpi:D364_11910
ko:K01785	kpi:D364_14740
ko:K19303	kpi:D364_10235
ko:K19510	kpi:D364_24530
ko:K19577	kpi:D364_10250
ko:K19507	kpi:D364_24510
ko:K19509	kpi:D364_02875
ko:K06884	kpi:D364_09445
ko:K19611	kpi:D364_03160
ko:K11209	kpi:D364_13715
ko:K02796	kpi:D364_11865
ko:K19506	kpi:D364_24505
ko:K19508	kpi:D364_24515
ko:K19509	kpi:D364_24520
ko:K19585	kpi:D364_15135
ko:K19697	kpi:D364_16355
ko:K19688	kpi:D364_04555
ko:K19776	kpi:D364_20950
ko:K19775	kpi:D364_18150
ko:K19777	kpi:D364_16950
ko:K19778	kpi:D364_16875
ko:K19778	kpi:D364_17920
ko:K19778	kpi:D364_17945
ko:K19784	kpi:D364_21040
ko:K00799	kpi:D364_04565
