ko:K07497	setc:CFSAN001921_03240
ko:K00847	setc:CFSAN001921_20090
ko:K01521	setc:CFSAN001921_20100
ko:K02048	setc:CFSAN001921_20105
ko:K00850	setc:CFSAN001921_20110
ko:K06006	setc:CFSAN001921_20120
ko:K04564	setc:CFSAN001921_20145
ko:K03981	setc:CFSAN001921_24190
ko:K02509	setc:CFSAN001921_11650
ko:K00455	setc:CFSAN001921_11660
ko:K05921	setc:CFSAN001921_11670
ko:K07127	setc:CFSAN001921_11690
ko:K03453	setc:CFSAN001921_19450
ko:K06182	setc:CFSAN001921_19460
ko:K09912	setc:CFSAN001921_19465
ko:K05995	setc:CFSAN001921_19470
ko:K03324	setc:CFSAN001921_19475
ko:K02484	setc:CFSAN001921_11700
ko:K12678	setc:CFSAN001921_21660
ko:K01897	setc:CFSAN001921_07995
ko:K18139	setc:CFSAN001921_15290
ko:K00040	setc:CFSAN001921_09585
ko:K08316	setc:CFSAN001921_22590
ko:K08598	setc:CFSAN001921_02750
ko:K06891	setc:CFSAN001921_12475
ko:K03704	setc:CFSAN001921_12480
ko:K05685	setc:CFSAN001921_12485
ko:K13888	setc:CFSAN001921_12490
ko:K09824	setc:CFSAN001921_12495
ko:K11933	setc:CFSAN001921_12515
ko:K00156	setc:CFSAN001921_12520
ko:K01620	setc:CFSAN001921_12525
ko:K11066	setc:CFSAN001921_12540
ko:K09997	setc:CFSAN001921_12560
ko:K09999	setc:CFSAN001921_12565
ko:K09996	setc:CFSAN001921_12575
ko:K03212	setc:CFSAN001921_12595
ko:K11074	setc:CFSAN001921_12605
ko:K11075	setc:CFSAN001921_12610
ko:K11076	setc:CFSAN001921_12615
ko:K11073	setc:CFSAN001921_12620
ko:K07085	setc:CFSAN001921_12655
ko:K08160	setc:CFSAN001921_12675
ko:K11534	setc:CFSAN001921_12685
ko:K00311	setc:CFSAN001921_12710
ko:K02013	setc:CFSAN001921_16450
ko:K05365	setc:CFSAN001921_16460
ko:K03579	setc:CFSAN001921_16465
ko:K01975	setc:CFSAN001921_16470
ko:K06206	setc:CFSAN001921_16475
ko:K06204	setc:CFSAN001921_16480
ko:K01894	setc:CFSAN001921_16485
ko:K00950	setc:CFSAN001921_16495
ko:K00606	setc:CFSAN001921_16500
ko:K01918	setc:CFSAN001921_16505
ko:K01579	setc:CFSAN001921_16510
ko:K07347	setc:CFSAN001921_16535
ko:K01673	setc:CFSAN001921_16555
ko:K00760	setc:CFSAN001921_16560
ko:K00117	setc:CFSAN001921_16565
ko:K14588	setc:CFSAN001921_16570
ko:K00797	setc:CFSAN001921_16580
ko:K01611	setc:CFSAN001921_16585
ko:K02526	setc:CFSAN001921_16605
ko:K09910	setc:CFSAN001921_16610
ko:K01682	setc:CFSAN001921_16620
ko:K00382	setc:CFSAN001921_16645
ko:K00627	setc:CFSAN001921_16650
ko:K00163	setc:CFSAN001921_16655
ko:K11734	setc:CFSAN001921_16665
ko:K03807	setc:CFSAN001921_16680
ko:K03806	setc:CFSAN001921_16685
ko:K09894	setc:CFSAN001921_20420
ko:K03978	setc:CFSAN001921_20430
ko:K03673	setc:CFSAN001921_20445
ko:K09896	setc:CFSAN001921_20455
ko:K03752	setc:CFSAN001921_20460
ko:K03753	setc:CFSAN001921_20465
ko:K01825	setc:CFSAN001921_20515
ko:K05368	setc:CFSAN001921_20530
ko:K03182	setc:CFSAN001921_20535
ko:K03424	setc:CFSAN001921_20545
ko:K03118	setc:CFSAN001921_20550
ko:K03117	setc:CFSAN001921_20555
ko:K03116	setc:CFSAN001921_20560
ko:K03688	setc:CFSAN001921_20565
ko:K03690	setc:CFSAN001921_20570
ko:K03183	setc:CFSAN001921_20575
ko:K09760	setc:CFSAN001921_20580
ko:K00757	setc:CFSAN001921_20585
ko:K01061	setc:CFSAN001921_20590
ko:K06871	setc:CFSAN001921_20595
ko:K00549	setc:CFSAN001921_20605
ko:K03576	setc:CFSAN001921_20610
ko:K05834	setc:CFSAN001921_20635
ko:K05835	setc:CFSAN001921_20640
ko:K03654	setc:CFSAN001921_20645
ko:K01058	setc:CFSAN001921_20650
ko:K05786	setc:CFSAN001921_20660
ko:K04784	setc:CFSAN001921_24640
ko:K05372	setc:CFSAN001921_24645
ko:K05373	setc:CFSAN001921_24660
ko:K17468	setc:CFSAN001921_21605
ko:K17463	setc:CFSAN001921_21610
ko:K17465	setc:CFSAN001921_21590
ko:K17464	setc:CFSAN001921_21585
ko:K17466	setc:CFSAN001921_21595
ko:K03632	setc:CFSAN001921_12235
ko:K03804	setc:CFSAN001921_12240
ko:K03633	setc:CFSAN001921_12245
ko:K06219	setc:CFSAN001921_12250
ko:K00979	setc:CFSAN001921_12265
ko:K09791	setc:CFSAN001921_12270
ko:K09927	setc:CFSAN001921_12275
ko:K00912	setc:CFSAN001921_12280
ko:K05788	setc:CFSAN001921_12295
ko:K02945	setc:CFSAN001921_12300
ko:K00945	setc:CFSAN001921_12305
ko:K07387	setc:CFSAN001921_12310
ko:K00800	setc:CFSAN001921_12315
ko:K00831	setc:CFSAN001921_12320
ko:K09136	setc:CFSAN001921_12330
ko:K00656	setc:CFSAN001921_12340
ko:K04069	setc:CFSAN001921_12355
ko:K08219	setc:CFSAN001921_12365
ko:K07306	setc:CFSAN001921_12380
ko:K01875	setc:CFSAN001921_12385
ko:K07478	setc:CFSAN001921_12390
ko:K03634	setc:CFSAN001921_12395
ko:K03466	setc:CFSAN001921_12400
ko:K00384	setc:CFSAN001921_12410
ko:K00684	setc:CFSAN001921_12425
ko:K02518	setc:CFSAN001921_12430
ko:K06911	setc:CFSAN001921_12440
ko:K03694	setc:CFSAN001921_12470
ko:K04075	setc:CFSAN001921_16220
ko:K01962	setc:CFSAN001921_16245
ko:K02337	setc:CFSAN001921_16250
ko:K03470	setc:CFSAN001921_16255
ko:K00748	setc:CFSAN001921_16260
ko:K00677	setc:CFSAN001921_16265
ko:K02372	setc:CFSAN001921_16270
ko:K02536	setc:CFSAN001921_16275
ko:K06142	setc:CFSAN001921_16280
ko:K07277	setc:CFSAN001921_16285
ko:K11749	setc:CFSAN001921_16290
ko:K00981	setc:CFSAN001921_16295
ko:K00806	setc:CFSAN001921_16300
ko:K00099	setc:CFSAN001921_16305
ko:K02838	setc:CFSAN001921_16310
ko:K09903	setc:CFSAN001921_16315
ko:K02357	setc:CFSAN001921_16320
ko:K02967	setc:CFSAN001921_16325
ko:K01265	setc:CFSAN001921_16330
ko:K00990	setc:CFSAN001921_16335
ko:K02647	setc:CFSAN001921_16355
ko:K01129	setc:CFSAN001921_16365
ko:K15724	setc:CFSAN001921_16385
ko:K03281	setc:CFSAN001921_16390
ko:K01845	setc:CFSAN001921_16395
ko:K02015	setc:CFSAN001921_16440
ko:K02016	setc:CFSAN001921_16445
ko:K02856	setc:CFSAN001921_20175
ko:K02854	setc:CFSAN001921_20180
ko:K00848	setc:CFSAN001921_20190
ko:K03534	setc:CFSAN001921_20210
ko:K02379	setc:CFSAN001921_20240
ko:K00123	setc:CFSAN001921_20250
ko:K02380	setc:CFSAN001921_20265
ko:K07560	setc:CFSAN001921_20300
ko:K07058	setc:CFSAN001921_20305
ko:K08318	setc:CFSAN001921_20325
ko:K01671	setc:CFSAN001921_20330
ko:K15922	setc:CFSAN001921_20345
ko:K06207	setc:CFSAN001921_20395
ko:K01915	setc:CFSAN001921_20400
ko:K07708	setc:CFSAN001921_20405
ko:K07712	setc:CFSAN001921_20410
ko:K13244	setc:CFSAN001921_24510
ko:K01761	setc:CFSAN001921_24600
ko:K15721	setc:CFSAN001921_24615
ko:K04783	setc:CFSAN001921_24620
ko:K05374	setc:CFSAN001921_24625
ko:K04785	setc:CFSAN001921_24630
ko:K04786	setc:CFSAN001921_24635
ko:K04065	setc:CFSAN001921_17620
ko:K04095	setc:CFSAN001921_17935
ko:K01990	setc:CFSAN001921_16550
ko:K01977	setc:CFSAN001921_19545
ko:K14219	setc:CFSAN001921_14265
ko:K14223	setc:CFSAN001921_13660
ko:K14223	setc:CFSAN001921_13665
ko:K14219	setc:CFSAN001921_10940
ko:K01980	setc:CFSAN001921_00005
ko:K01977	setc:CFSAN001921_20970
ko:K14234	setc:CFSAN001921_19705
ko:K14236	setc:CFSAN001921_19715
ko:K17473	setc:CFSAN001921_21580
ko:K14236	setc:CFSAN001921_08300
ko:K14236	setc:CFSAN001921_08295
ko:K01985	setc:CFSAN001921_00010
ko:K01985	setc:CFSAN001921_20955
ko:K01985	setc:CFSAN001921_19740
ko:K01985	setc:CFSAN001921_16135
ko:K01985	setc:CFSAN001921_03740
ko:K01985	setc:CFSAN001921_20470
ko:K01985	setc:CFSAN001921_19530
ko:K01985	setc:CFSAN001921_00020
ko:K01980	setc:CFSAN001921_19745
ko:K01980	setc:CFSAN001921_20475
ko:K01980	setc:CFSAN001921_03735
ko:K01977	setc:CFSAN001921_16155
ko:K14228	setc:CFSAN001921_17660
ko:K14228	setc:CFSAN001921_20765
ko:K14228	setc:CFSAN001921_17655
ko:K14228	setc:CFSAN001921_17650
ko:K14219	setc:CFSAN001921_20775
ko:K14235	setc:CFSAN001921_20945
ko:K14221	setc:CFSAN001921_16075
ko:K14221	setc:CFSAN001921_16130
ko:K14221	setc:CFSAN001921_20950
ko:K01980	setc:CFSAN001921_20960
ko:K01992	setc:CFSAN001921_16545
ko:K14238	setc:CFSAN001921_21690
ko:K14232	setc:CFSAN001921_22275
ko:K14228	setc:CFSAN001921_17995
ko:K14230	setc:CFSAN001921_13635
ko:K14230	setc:CFSAN001921_13655
ko:K14233	setc:CFSAN001921_11510
ko:K14233	setc:CFSAN001921_12450
ko:K14233	setc:CFSAN001921_11740
ko:K14219	setc:CFSAN001921_10850
ko:K14237	setc:CFSAN001921_10030
ko:K14237	setc:CFSAN001921_10025
ko:K14228	setc:CFSAN001921_07355
ko:K14222	setc:CFSAN001921_07350
ko:K14233	setc:CFSAN001921_06795
ko:K14219	setc:CFSAN001921_04815
ko:K01977	setc:CFSAN001921_03725
ko:K14230	setc:CFSAN001921_00940
ko:K14228	setc:CFSAN001921_00550
ko:K14234	setc:CFSAN001921_00015
ko:K14230	setc:CFSAN001921_00565
ko:K14230	setc:CFSAN001921_02125
ko:K14230	setc:CFSAN001921_02120
ko:K14231	setc:CFSAN001921_01445
ko:K14231	setc:CFSAN001921_18810
ko:K14225	setc:CFSAN001921_01855
ko:K14225	setc:CFSAN001921_07345
ko:K14225	setc:CFSAN001921_18655
ko:K14225	setc:CFSAN001921_18650
ko:K14225	setc:CFSAN001921_18645
ko:K14225	setc:CFSAN001921_19710
ko:K14233	setc:CFSAN001921_02950
ko:K14219	setc:CFSAN001921_02955
ko:K14219	setc:CFSAN001921_02970
ko:K14219	setc:CFSAN001921_02965
ko:K14219	setc:CFSAN001921_02960
ko:K14224	setc:CFSAN001921_03730
ko:K14224	setc:CFSAN001921_19540
ko:K14224	setc:CFSAN001921_20965
ko:K14224	setc:CFSAN001921_23455
ko:K14229	setc:CFSAN001921_04680
ko:K14229	setc:CFSAN001921_13250
ko:K14229	setc:CFSAN001921_13255
ko:K14229	setc:CFSAN001921_13270
ko:K14229	setc:CFSAN001921_13260
ko:K14237	setc:CFSAN001921_04685
ko:K14237	setc:CFSAN001921_13265
ko:K14237	setc:CFSAN001921_04690
ko:K14237	setc:CFSAN001921_04695
ko:K14218	setc:CFSAN001921_04715
ko:K14218	setc:CFSAN001921_04720
ko:K14232	setc:CFSAN001921_05640
ko:K14232	setc:CFSAN001921_20760
ko:K14220	setc:CFSAN001921_06715
ko:K14220	setc:CFSAN001921_06725
ko:K14220	setc:CFSAN001921_06775
ko:K14220	setc:CFSAN001921_06785
ko:K14228	setc:CFSAN001921_13640
ko:K14223	setc:CFSAN001921_13645
ko:K14223	setc:CFSAN001921_13650
ko:K14234	setc:CFSAN001921_15785
ko:K01980	setc:CFSAN001921_16140
ko:K01980	setc:CFSAN001921_19535
ko:K14227	setc:CFSAN001921_16150
ko:K14227	setc:CFSAN001921_19755
ko:K14227	setc:CFSAN001921_20485
ko:K14234	setc:CFSAN001921_19720
ko:K01977	setc:CFSAN001921_19760
ko:K01977	setc:CFSAN001921_20490
ko:K01977	setc:CFSAN001921_23450
ko:K14226	setc:CFSAN001921_20770
ko:K01250	setc:CFSAN001921_13725
ko:K11070	setc:CFSAN001921_11060
ko:K02014	setc:CFSAN001921_15225
ko:K01156	setc:CFSAN001921_15250
ko:K07316	setc:CFSAN001921_15255
ko:K08178	setc:CFSAN001921_15260
ko:K07213	setc:CFSAN001921_15265
ko:K01561	setc:CFSAN001921_15375
ko:K02506	setc:CFSAN001921_23235
ko:K03499	setc:CFSAN001921_23390
ko:K03747	setc:CFSAN001921_23415
ko:K11085	setc:CFSAN001921_12285
ko:K02238	setc:CFSAN001921_12290
ko:K06212	setc:CFSAN001921_12335
ko:K07308	setc:CFSAN001921_12370
ko:K07307	setc:CFSAN001921_12375
ko:K16013	setc:CFSAN001921_12415
ko:K16012	setc:CFSAN001921_12420
ko:K07491	setc:CFSAN001921_12465
ko:K08234	setc:CFSAN001921_16225
ko:K07491	setc:CFSAN001921_16240
ko:K00674	setc:CFSAN001921_16340
ko:K01243	setc:CFSAN001921_16370
ko:K06858	setc:CFSAN001921_16375
ko:K02855	setc:CFSAN001921_20185
ko:K01813	setc:CFSAN001921_20195
ko:K01629	setc:CFSAN001921_20200
ko:K00124	setc:CFSAN001921_20255
ko:K00127	setc:CFSAN001921_20260
ko:K00813	setc:CFSAN001921_12215
ko:K10000	setc:CFSAN001921_12555
ko:K09998	setc:CFSAN001921_12570
ko:K02822	setc:CFSAN001921_12585
ko:K03475	setc:CFSAN001921_12590
ko:K05844	setc:CFSAN001921_12630
ko:K07258	setc:CFSAN001921_12690
ko:K02014	setc:CFSAN001921_16455
ko:K00970	setc:CFSAN001921_16490
ko:K00230	setc:CFSAN001921_20495
ko:K03498	setc:CFSAN001921_20500
ko:K01048	setc:CFSAN001921_20630
ko:K06147	setc:CFSAN001921_24650
ko:K06147	setc:CFSAN001921_24655
ko:K14218	setc:CFSAN001921_16145
ko:K14218	setc:CFSAN001921_20480
ko:K14218	setc:CFSAN001921_19750
ko:K01545	setc:CFSAN001921_13490
ko:K03756	setc:CFSAN001921_13530
ko:K01835	setc:CFSAN001921_13540
ko:K03711	setc:CFSAN001921_13565
ko:K02564	setc:CFSAN001921_13610
ko:K02566	setc:CFSAN001921_13625
ko:K02533	setc:CFSAN001921_17430
ko:K07186	setc:CFSAN001921_17540
ko:K03784	setc:CFSAN001921_17575
ko:K00758	setc:CFSAN001921_17585
ko:K01619	setc:CFSAN001921_17590
ko:K00564	setc:CFSAN001921_17645
ko:K13636	setc:CFSAN001921_21435
ko:K00852	setc:CFSAN001921_21475
ko:K07784	setc:CFSAN001921_21505
ko:K02775	setc:CFSAN001921_21535
ko:K11189	setc:CFSAN001921_21550
ko:K05601	setc:CFSAN001921_12510
ko:K07757	setc:CFSAN001921_12795
ko:K06970	setc:CFSAN001921_12890
ko:K07027	setc:CFSAN001921_12960
ko:K03574	setc:CFSAN001921_16735
ko:K02099	setc:CFSAN001921_16905
ko:K00853	setc:CFSAN001921_16910
ko:K01719	setc:CFSAN001921_20745
ko:K02852	setc:CFSAN001921_20785
ko:K02851	setc:CFSAN001921_20840
ko:K03769	setc:CFSAN001921_20875
ko:K07126	setc:CFSAN001921_13760
ko:K04720	setc:CFSAN001921_13810
ko:K07258	setc:CFSAN001921_13850
ko:K03326	setc:CFSAN001921_13900
ko:K05966	setc:CFSAN001921_13940
ko:K01002	setc:CFSAN001921_17720
ko:K00135	setc:CFSAN001921_17825
ko:K06887	setc:CFSAN001921_17880
ko:K13637	setc:CFSAN001921_17890
ko:K10563	setc:CFSAN001921_21815
ko:K02849	setc:CFSAN001921_21830
ko:K03278	setc:CFSAN001921_21855
ko:K03279	setc:CFSAN001921_21860
ko:K12981	setc:CFSAN001921_21870
ko:K03280	setc:CFSAN001921_21875
ko:K02843	setc:CFSAN001921_21890
ko:K00639	setc:CFSAN001921_21900
ko:K03635	setc:CFSAN001921_13000
ko:K00652	setc:CFSAN001921_13050
ko:K06910	setc:CFSAN001921_13065
ko:K01479	setc:CFSAN001921_13085
ko:K07404	setc:CFSAN001921_13100
ko:K02017	setc:CFSAN001921_13110
ko:K01784	setc:CFSAN001921_13145
ko:K01785	setc:CFSAN001921_13160
ko:K01834	setc:CFSAN001921_13165
ko:K01572	setc:CFSAN001921_13185
ko:K01571	setc:CFSAN001921_13190
ko:K06177	setc:CFSAN001921_16945
ko:K01525	setc:CFSAN001921_16980
ko:K03855	setc:CFSAN001921_17025
ko:K08299	setc:CFSAN001921_17070
ko:K08279	setc:CFSAN001921_17075
ko:K05966	setc:CFSAN001921_17105
ko:K01571	setc:CFSAN001921_17145
ko:K01572	setc:CFSAN001921_17150
ko:K00852	setc:CFSAN001921_20990
ko:K10439	setc:CFSAN001921_20995
ko:K10440	setc:CFSAN001921_21000
ko:K03718	setc:CFSAN001921_21035
ko:K02116	setc:CFSAN001921_21055
ko:K03560	setc:CFSAN001921_13295
ko:K00241	setc:CFSAN001921_13375
ko:K07120	setc:CFSAN001921_13385
ko:K05522	setc:CFSAN001921_13390
ko:K01854	setc:CFSAN001921_13430
ko:K07034	setc:CFSAN001921_17390
ko:K00616	setc:CFSAN001921_17400
ko:K07772	setc:CFSAN001921_21305
ko:K02193	setc:CFSAN001921_21330
ko:K02200	setc:CFSAN001921_21365
ko:K00389	setc:CFSAN001921_21410
ko:K01572	setc:CFSAN001921_00235
ko:K01639	setc:CFSAN001921_00295
ko:K01788	setc:CFSAN001921_00305
ko:K03757	setc:CFSAN001921_03980
ko:K00385	setc:CFSAN001921_04020
ko:K16951	setc:CFSAN001921_04025
ko:K16950	setc:CFSAN001921_04030
ko:K06889	setc:CFSAN001921_04035
ko:K01092	setc:CFSAN001921_04040
ko:K04488	setc:CFSAN001921_04060
ko:K13628	setc:CFSAN001921_04065
ko:K01011	setc:CFSAN001921_04105
ko:K07307	setc:CFSAN001921_04125
ko:K07308	setc:CFSAN001921_04130
ko:K13741	setc:CFSAN001921_07810
ko:K11392	setc:CFSAN001921_07840
ko:K02795	setc:CFSAN001921_07935
ko:K02793	setc:CFSAN001921_07940
ko:K02794	setc:CFSAN001921_07940
ko:K02619	setc:CFSAN001921_11185
ko:K00059	setc:CFSAN001921_11200
ko:K06179	setc:CFSAN001921_11245
ko:K03810	setc:CFSAN001921_11330
ko:K08161	setc:CFSAN001921_11405
ko:K04477	setc:CFSAN001921_11495
ko:K01788	setc:CFSAN001921_11535
ko:K03307	setc:CFSAN001921_11540
ko:K08344	setc:CFSAN001921_11610
ko:K02510	setc:CFSAN001921_11645
ko:K11105	setc:CFSAN001921_08080
ko:K01297	setc:CFSAN001921_08085
ko:K06281	setc:CFSAN001921_08150
ko:K06282	setc:CFSAN001921_08155
ko:K06039	setc:CFSAN001921_08240
ko:K00374	setc:CFSAN001921_08280
ko:K07126	setc:CFSAN001921_08290
ko:K15582	setc:CFSAN001921_08360
ko:K15583	setc:CFSAN001921_08365
ko:K10823	setc:CFSAN001921_08370
ko:K04774	setc:CFSAN001921_08500
ko:K08992	setc:CFSAN001921_08545
ko:K03972	setc:CFSAN001921_08660
ko:K00567	setc:CFSAN001921_08795
ko:K14061	setc:CFSAN001921_08840
ko:K02028	setc:CFSAN001921_08930
ko:K02030	setc:CFSAN001921_08940
ko:K00121	setc:CFSAN001921_08965
ko:K03929	setc:CFSAN001921_08985
ko:K14587	setc:CFSAN001921_09015
ko:K06971	setc:CFSAN001921_09025
ko:K02775	setc:CFSAN001921_09030
ko:K02014	setc:CFSAN001921_09165
ko:K00374	setc:CFSAN001921_09200
ko:K08167	setc:CFSAN001921_09230
ko:K16076	setc:CFSAN001921_09240
ko:K08350	setc:CFSAN001921_09265
ko:K13953	setc:CFSAN001921_09270
ko:K00027	setc:CFSAN001921_09275
ko:K04063	setc:CFSAN001921_09290
ko:K06282	setc:CFSAN001921_09430
ko:K06281	setc:CFSAN001921_09435
ko:K05595	setc:CFSAN001921_09515
ko:K00657	setc:CFSAN001921_09620
ko:K07312	setc:CFSAN001921_09650
ko:K14062	setc:CFSAN001921_09775
ko:K01679	setc:CFSAN001921_09795
ko:K01488	setc:CFSAN001921_09820
ko:K03617	setc:CFSAN001921_09845
ko:K03616	setc:CFSAN001921_09850
ko:K03615	setc:CFSAN001921_09855
ko:K03614	setc:CFSAN001921_09860
ko:K03612	setc:CFSAN001921_09865
ko:K03613	setc:CFSAN001921_09870
ko:K00799	setc:CFSAN001921_09885
ko:K01759	setc:CFSAN001921_09965
ko:K03227	setc:CFSAN001921_10045
ko:K15350	setc:CFSAN001921_10125
ko:K15346	setc:CFSAN001921_10140
ko:K15345	setc:CFSAN001921_10145
ko:K15368	setc:CFSAN001921_10150
ko:K15344	setc:CFSAN001921_10155
ko:K14978	setc:CFSAN001921_10185
ko:K14979	setc:CFSAN001921_10190
ko:K13041	setc:CFSAN001921_10215
ko:K13040	setc:CFSAN001921_10220
ko:K08359	setc:CFSAN001921_10225
ko:K08357	setc:CFSAN001921_10230
ko:K01259	setc:CFSAN001921_10245
ko:K06078	setc:CFSAN001921_10260
ko:K08997	setc:CFSAN001921_10435
ko:K09953	setc:CFSAN001921_10515
ko:K07283	setc:CFSAN001921_10520
ko:K16370	setc:CFSAN001921_10525
ko:K03478	setc:CFSAN001921_10570
ko:K01222	setc:CFSAN001921_10575
ko:K01916	setc:CFSAN001921_10605
ko:K01424	setc:CFSAN001921_10685
ko:K07305	setc:CFSAN001921_10700
ko:K04093	setc:CFSAN001921_10815
ko:K02033	setc:CFSAN001921_10880
ko:K02035	setc:CFSAN001921_10885
ko:K07491	setc:CFSAN001921_10975
ko:K07660	setc:CFSAN001921_11015
ko:K01258	setc:CFSAN001921_11035
ko:K03386	setc:CFSAN001921_13995
ko:K08225	setc:CFSAN001921_14070
ko:K07214	setc:CFSAN001921_14105
ko:K02793	setc:CFSAN001921_14150
ko:K02795	setc:CFSAN001921_14160
ko:K00851	setc:CFSAN001921_18005
ko:K00046	setc:CFSAN001921_18015
ko:K01478	setc:CFSAN001921_18090
ko:K09022	setc:CFSAN001921_18130
ko:K01226	setc:CFSAN001921_18150
ko:K03535	setc:CFSAN001921_21955
ko:K00101	setc:CFSAN001921_21975
ko:K02798	setc:CFSAN001921_22020
ko:K02799	setc:CFSAN001921_22020
ko:K02800	setc:CFSAN001921_22020
ko:K01176	setc:CFSAN001921_22125
ko:K03796	setc:CFSAN001921_22135
ko:K00854	setc:CFSAN001921_22150
ko:K11072	setc:CFSAN001921_11040
ko:K11071	setc:CFSAN001921_11045
ko:K11069	setc:CFSAN001921_11065
ko:K02778	setc:CFSAN001921_11160
ko:K02779	setc:CFSAN001921_11160
ko:K02806	setc:CFSAN001921_00390
ko:K02067	setc:CFSAN001921_00445
ko:K02427	setc:CFSAN001921_00525
ko:K03177	setc:CFSAN001921_00590
ko:K00088	setc:CFSAN001921_04220
ko:K02824	setc:CFSAN001921_04280
ko:K03548	setc:CFSAN001921_04300
ko:K07054	setc:CFSAN001921_04335
ko:K01439	setc:CFSAN001921_04350
ko:K00616	setc:CFSAN001921_04405
ko:K12961	setc:CFSAN001921_00680
ko:K02436	setc:CFSAN001921_00700
ko:K00094	setc:CFSAN001921_00705
ko:K02775	setc:CFSAN001921_00710
ko:K11189	setc:CFSAN001921_00730
ko:K16370	setc:CFSAN001921_00740
ko:K01708	setc:CFSAN001921_00760
ko:K01630	setc:CFSAN001921_00765
ko:K00932	setc:CFSAN001921_00795
ko:K07393	setc:CFSAN001921_00840
ko:K08483	setc:CFSAN001921_04605
ko:K07346	setc:CFSAN001921_14305
ko:K14761	setc:CFSAN001921_14325
ko:K03768	setc:CFSAN001921_14350
ko:K02381	setc:CFSAN001921_14385
ko:K00073	setc:CFSAN001921_14390
ko:K01466	setc:CFSAN001921_14415
ko:K00010	setc:CFSAN001921_18250
ko:K00010	setc:CFSAN001921_18280
ko:K01507	setc:CFSAN001921_18340
ko:K07304	setc:CFSAN001921_18370
ko:K01082	setc:CFSAN001921_18390
ko:K01119	setc:CFSAN001921_18395
ko:K07491	setc:CFSAN001921_18410
ko:K03830	setc:CFSAN001921_22180
ko:K00090	setc:CFSAN001921_22215
ko:K02784	setc:CFSAN001921_04610
ko:K00219	setc:CFSAN001921_00910
ko:K09251	setc:CFSAN001921_00915
ko:K03776	setc:CFSAN001921_00920
ko:K03649	setc:CFSAN001921_00945
ko:K01409	setc:CFSAN001921_00965
ko:K00974	setc:CFSAN001921_00990
ko:K09806	setc:CFSAN001921_01030
ko:K02858	setc:CFSAN001921_01035
ko:K01515	setc:CFSAN001921_01085
ko:K01885	setc:CFSAN001921_04700
ko:K00845	setc:CFSAN001921_04760
ko:K08478	setc:CFSAN001921_04795
ko:K08475	setc:CFSAN001921_04800
ko:K08476	setc:CFSAN001921_04805
ko:K08477	setc:CFSAN001921_04810
ko:K01782	setc:CFSAN001921_04845
ko:K00647	setc:CFSAN001921_04895
ko:K07052	setc:CFSAN001921_04900
ko:K07666	setc:CFSAN001921_01125
ko:K06221	setc:CFSAN001921_01190
ko:K01760	setc:CFSAN001921_01210
ko:K03406	setc:CFSAN001921_01255
ko:K06282	setc:CFSAN001921_01265
ko:K06281	setc:CFSAN001921_01280
ko:K11209	setc:CFSAN001921_01315
ko:K02821	setc:CFSAN001921_05075
ko:K02822	setc:CFSAN001921_05080
ko:K03475	setc:CFSAN001921_05085
ko:K01826	setc:CFSAN001921_11655
ko:K00484	setc:CFSAN001921_11685
ko:K00548	setc:CFSAN001921_19480
ko:K13641	setc:CFSAN001921_19490
ko:K07709	setc:CFSAN001921_19565
ko:K03148	setc:CFSAN001921_19620
ko:K09471	setc:CFSAN001921_01385
ko:K03289	setc:CFSAN001921_01465
ko:K01424	setc:CFSAN001921_01500
ko:K02428	setc:CFSAN001921_01515
ko:K01585	setc:CFSAN001921_01595
ko:K07114	setc:CFSAN001921_05220
ko:K00784	setc:CFSAN001921_05230
ko:K02348	setc:CFSAN001921_05235
ko:K02552	setc:CFSAN001921_05245
ko:K08680	setc:CFSAN001921_05255
ko:K02549	setc:CFSAN001921_05265
ko:K12944	setc:CFSAN001921_05320
ko:K00568	setc:CFSAN001921_05415
ko:K01480	setc:CFSAN001921_01640
ko:K16787	setc:CFSAN001921_01655
ko:K16786	setc:CFSAN001921_01660
ko:K16923	setc:CFSAN001921_01670
ko:K06934	setc:CFSAN001921_01675
ko:K03442	setc:CFSAN001921_01695
ko:K00058	setc:CFSAN001921_01725
ko:K01934	setc:CFSAN001921_01730
ko:K01262	setc:CFSAN001921_01745
ko:K04763	setc:CFSAN001921_01820
ko:K01823	setc:CFSAN001921_01845
ko:K12943	setc:CFSAN001921_01850
ko:K02574	setc:CFSAN001921_05505
ko:K02569	setc:CFSAN001921_05515
ko:K02193	setc:CFSAN001921_05520
ko:K02200	setc:CFSAN001921_05555
ko:K06183	setc:CFSAN001921_05675
ko:K02004	setc:CFSAN001921_14490
ko:K11751	setc:CFSAN001921_14560
ko:K03455	setc:CFSAN001921_14575
ko:K00939	setc:CFSAN001921_14595
ko:K04067	setc:CFSAN001921_14630
ko:K03077	setc:CFSAN001921_18475
ko:K03079	setc:CFSAN001921_18480
ko:K02821	setc:CFSAN001921_18490
ko:K02822	setc:CFSAN001921_18495
ko:K03475	setc:CFSAN001921_18500
ko:K03476	setc:CFSAN001921_18505
ko:K06889	setc:CFSAN001921_18515
ko:K07792	setc:CFSAN001921_22455
ko:K01424	setc:CFSAN001921_22460
ko:K00383	setc:CFSAN001921_22465
ko:K06149	setc:CFSAN001921_22495
ko:K04085	setc:CFSAN001921_22560
ko:K03406	setc:CFSAN001921_22565
ko:K00626	setc:CFSAN001921_01970
