ko:K19744	paeg:AI22_28105
ko:K02002	paeg:AI22_03760
ko:K03321	paeg:AI22_03765
ko:K00014	paeg:AI22_03785
ko:K00228	paeg:AI22_03790
ko:K07566	paeg:AI22_03800
ko:K04096	paeg:AI22_03805
ko:K01462	paeg:AI22_03815
ko:K00604	paeg:AI22_03820
ko:K03500	paeg:AI22_03825
ko:K03499	paeg:AI22_03830
ko:K09125	paeg:AI22_03845
ko:K02517	paeg:AI22_03855
ko:K01246	paeg:AI22_03860
ko:K01878	paeg:AI22_03865
ko:K01879	paeg:AI22_03870
ko:K03273	paeg:AI22_03880
ko:K00655	paeg:AI22_03885
ko:K02470	paeg:AI22_03890
ko:K03629	paeg:AI22_03895
ko:K02338	paeg:AI22_03900
ko:K02313	paeg:AI22_03905
ko:K03536	paeg:AI22_03910
ko:K03217	paeg:AI22_03915
ko:K03650	paeg:AI22_03920
ko:K03495	paeg:AI22_03930
ko:K03501	paeg:AI22_03935
ko:K02116	paeg:AI22_03950
ko:K02108	paeg:AI22_03955
ko:K02110	paeg:AI22_03960
ko:K02109	paeg:AI22_03965
ko:K02113	paeg:AI22_03970
ko:K02111	paeg:AI22_03975
ko:K02115	paeg:AI22_03980
ko:K02112	paeg:AI22_03985
ko:K02114	paeg:AI22_03990
ko:K04042	paeg:AI22_03995
ko:K01895	paeg:AI22_08265
ko:K01810	paeg:AI22_08270
ko:K01579	paeg:AI22_08275
ko:K01918	paeg:AI22_08280
ko:K00606	paeg:AI22_08285
ko:K00950	paeg:AI22_08290
ko:K00970	paeg:AI22_08295
ko:K01894	paeg:AI22_08315
ko:K06204	paeg:AI22_08320
ko:K06206	paeg:AI22_08330
ko:K06901	paeg:AI22_08340
ko:K07054	paeg:AI22_08350
ko:K14261	paeg:AI22_08360
ko:K16087	paeg:AI22_08385
ko:K07225	paeg:AI22_08390
ko:K02016	paeg:AI22_08395
ko:K02015	paeg:AI22_08400
ko:K02013	paeg:AI22_08405
ko:K07028	paeg:AI22_08430
ko:K05365	paeg:AI22_08435
ko:K01652	paeg:AI22_08455
ko:K01653	paeg:AI22_08460
ko:K00053	paeg:AI22_08465
ko:K17103	paeg:AI22_08470
ko:K17247	paeg:AI22_08480
ko:K03808	paeg:AI22_08510
ko:K03808	paeg:AI22_08515
ko:K02011	paeg:AI22_08525
ko:K02012	paeg:AI22_08530
ko:K12055	paeg:AI22_12905
ko:K07347	paeg:AI22_12940
ko:K00567	paeg:AI22_12945
ko:K01657	paeg:AI22_12975
ko:K01658	paeg:AI22_12980
ko:K03517	paeg:AI22_12990
ko:K03548	paeg:AI22_13005
ko:K03564	paeg:AI22_13010
ko:K03567	paeg:AI22_13015
ko:K01714	paeg:AI22_13020
ko:K07287	paeg:AI22_13025
ko:K01923	paeg:AI22_13035
ko:K07068	paeg:AI22_13055
ko:K08196	paeg:AI22_13075
ko:K00459	paeg:AI22_13105
ko:K02452	paeg:AI22_17380
ko:K02453	paeg:AI22_17385
ko:K16074	paeg:AI22_17410
ko:K12543	paeg:AI22_17420
ko:K12541	paeg:AI22_17425
ko:K12542	paeg:AI22_17430
ko:K07023	paeg:AI22_17435
ko:K07303	paeg:AI22_17445
ko:K07302	paeg:AI22_17450
ko:K00330	paeg:AI22_17460
ko:K02336	paeg:AI22_17475
ko:K00799	paeg:AI22_17500
ko:K01434	paeg:AI22_17515
ko:K07782	paeg:AI22_17540
ko:K01626	paeg:AI22_17555
ko:K13063	paeg:AI22_17565
ko:K06998	paeg:AI22_17570
ko:K02014	paeg:AI22_17605
ko:K03088	paeg:AI22_17615
ko:K09684	paeg:AI22_17630
ko:K06995	paeg:AI22_17640
ko:K04764	paeg:AI22_21985
ko:K01890	paeg:AI22_21990
ko:K01889	paeg:AI22_21995
ko:K02887	paeg:AI22_22000
ko:K02916	paeg:AI22_22005
ko:K02520	paeg:AI22_22010
ko:K01868	paeg:AI22_22015
ko:K01265	paeg:AI22_22050
ko:K01150	paeg:AI22_22060
ko:K07058	paeg:AI22_22080
ko:K08276	paeg:AI22_22115
ko:K06995	paeg:AI22_22150
ko:K07223	paeg:AI22_22175
ko:K03574	paeg:AI22_22195
ko:K16081	paeg:AI22_26205
ko:K07806	paeg:AI22_26245
ko:K10012	paeg:AI22_26250
ko:K10011	paeg:AI22_26255
ko:K13014	paeg:AI22_26260
ko:K07264	paeg:AI22_26265
ko:K12962	paeg:AI22_26270
ko:K12963	paeg:AI22_26275
ko:K00012	paeg:AI22_26280
ko:K02769	paeg:AI22_26285
ko:K02770	paeg:AI22_26285
ko:K00882	paeg:AI22_26290
ko:K02768	paeg:AI22_26295
ko:K08483	paeg:AI22_26295
ko:K11183	paeg:AI22_26295
ko:K03435	paeg:AI22_26300
ko:K03424	paeg:AI22_26305
ko:K01908	paeg:AI22_26330
ko:K00140	paeg:AI22_26340
ko:K07552	paeg:AI22_26355
ko:K07213	paeg:AI22_26365
ko:K00864	paeg:AI22_26390
ko:K02440	paeg:AI22_26400
ko:K00864	paeg:AI22_26405
ko:K02444	paeg:AI22_26410
ko:K00111	paeg:AI22_26415
ko:K02442	paeg:AI22_26420
ko:K03576	paeg:AI22_26430
ko:K00626	paeg:AI22_26440
ko:K00074	paeg:AI22_26445
ko:K00820	paeg:AI22_04010
ko:K00574	paeg:AI22_04060
ko:K07080	paeg:AI22_04065
ko:K01465	paeg:AI22_04085
ko:K09007	paeg:AI22_04095
ko:K01448	paeg:AI22_04100
ko:K06204	paeg:AI22_04110
ko:K03832	paeg:AI22_04135
ko:K03455	paeg:AI22_04145
ko:K00059	paeg:AI22_04170
ko:K01845	paeg:AI22_04175
ko:K01915	paeg:AI22_04180
ko:K03455	paeg:AI22_04200
ko:K00868	paeg:AI22_04215
ko:K10125	paeg:AI22_04235
ko:K10126	paeg:AI22_04240
ko:K01915	paeg:AI22_04255
ko:K02073	paeg:AI22_04270
ko:K02072	paeg:AI22_04275
ko:K02071	paeg:AI22_04280
ko:K09816	paeg:AI22_04290
ko:K03789	paeg:AI22_08575
ko:K01673	paeg:AI22_08585
ko:K02014	paeg:AI22_08590
ko:K06942	paeg:AI22_08720
ko:K01056	paeg:AI22_08725
ko:K02897	paeg:AI22_08730
ko:K00948	paeg:AI22_08735
ko:K00919	paeg:AI22_08745
ko:K02494	paeg:AI22_08750
ko:K02492	paeg:AI22_08760
ko:K02835	paeg:AI22_08765
ko:K02493	paeg:AI22_08770
ko:K01776	paeg:AI22_08780
ko:K01669	paeg:AI22_08790
ko:K06955	paeg:AI22_08805
ko:K07071	paeg:AI22_08810
ko:K01772	paeg:AI22_08815
ko:K00128	paeg:AI22_13125
ko:K09760	paeg:AI22_13145
ko:K07116	paeg:AI22_13150
ko:K09858	paeg:AI22_13185
ko:K08993	paeg:AI22_13200
ko:K00275	paeg:AI22_13235
ko:K02647	paeg:AI22_13240
ko:K03299	paeg:AI22_13245
ko:K00865	paeg:AI22_13250
ko:K06077	paeg:AI22_13260
ko:K05559	paeg:AI22_13265
ko:K05560	paeg:AI22_13270
ko:K05561	paeg:AI22_13275
ko:K05562	paeg:AI22_13280
ko:K05563	paeg:AI22_13285
ko:K05564	paeg:AI22_13290
ko:K01738	paeg:AI22_13300
ko:K08985	paeg:AI22_13315
ko:K04079	paeg:AI22_13335
ko:K01996	paeg:AI22_13345
ko:K01995	paeg:AI22_13350
ko:K01998	paeg:AI22_13355
ko:K01997	paeg:AI22_13360
ko:K01999	paeg:AI22_13365
ko:K02387	paeg:AI22_13380
ko:K02388	paeg:AI22_13385
ko:K02389	paeg:AI22_13390
ko:K02230	paeg:AI22_17675
ko:K09136	paeg:AI22_17690
ko:K00549	paeg:AI22_17695
ko:K03790	paeg:AI22_17700
ko:K03406	paeg:AI22_17710
ko:K13483	paeg:AI22_17715
ko:K11178	paeg:AI22_17720
ko:K11177	paeg:AI22_17725
ko:K10439	paeg:AI22_17800
ko:K10441	paeg:AI22_17805
ko:K10440	paeg:AI22_17810
ko:K02529	paeg:AI22_17815
ko:K00852	paeg:AI22_17820
ko:K03811	paeg:AI22_17860
ko:K06153	paeg:AI22_17865
ko:K01118	paeg:AI22_17880
ko:K01826	paeg:AI22_17905
ko:K03311	paeg:AI22_17930
ko:K03760	paeg:AI22_17935
ko:K09471	paeg:AI22_22250
ko:K07727	paeg:AI22_22300
ko:K01295	paeg:AI22_22310
ko:K05539	paeg:AI22_22375
ko:K00616	paeg:AI22_22380
ko:K04754	paeg:AI22_22400
ko:K07107	paeg:AI22_22405
ko:K06879	paeg:AI22_22430
ko:K07644	paeg:AI22_22450
ko:K01992	paeg:AI22_22455
ko:K01990	paeg:AI22_22460
ko:K06445	paeg:AI22_22475
ko:K03088	paeg:AI22_22495
ko:K10778	paeg:AI22_26475
ko:K02919	paeg:AI22_26495
ko:K02909	paeg:AI22_26500
ko:K00901	paeg:AI22_26510
ko:K05812	paeg:AI22_26525
ko:K11072	paeg:AI22_26530
ko:K11071	paeg:AI22_26535
ko:K11070	paeg:AI22_26540
ko:K11069	paeg:AI22_26545
ko:K09954	paeg:AI22_26555
ko:K07576	paeg:AI22_26565
ko:K06966	paeg:AI22_26570
ko:K03565	paeg:AI22_26575
ko:K03743	paeg:AI22_26585
ko:K03555	paeg:AI22_26595
ko:K05524	paeg:AI22_26600
ko:K03087	paeg:AI22_26605
ko:K06194	paeg:AI22_26610
ko:K00573	paeg:AI22_26615
ko:K03787	paeg:AI22_26620
ko:K06176	paeg:AI22_26625
ko:K01770	paeg:AI22_26630
ko:K01070	paeg:AI22_26635
ko:K00121	paeg:AI22_26640
ko:K07112	paeg:AI22_26650
ko:K00991	paeg:AI22_26660
ko:K05589	paeg:AI22_26665
ko:K01689	paeg:AI22_26670
ko:K01627	paeg:AI22_26675
ko:K01937	paeg:AI22_26680
ko:K04075	paeg:AI22_26685
ko:K01962	paeg:AI22_26690
ko:K02337	paeg:AI22_26695
ko:K03310	paeg:AI22_26700
ko:K03470	paeg:AI22_26705
ko:K00748	paeg:AI22_26710
ko:K00677	paeg:AI22_26715
ko:K02372	paeg:AI22_26720
ko:K02536	paeg:AI22_26725
ko:K03769	paeg:AI22_28130
ko:K00374	paeg:AI22_28135
ko:K00373	paeg:AI22_28140
ko:K00371	paeg:AI22_28145
ko:K00370	paeg:AI22_28150
ko:K02575	paeg:AI22_28155
ko:K02575	paeg:AI22_28160
ko:K07673	paeg:AI22_28165
ko:K07684	paeg:AI22_28170
ko:K03316	paeg:AI22_28215
ko:K05846	paeg:AI22_28220
ko:K05845	paeg:AI22_28225
ko:K05846	paeg:AI22_28230
ko:K05847	paeg:AI22_28235
ko:K00090	paeg:AI22_28265
ko:K07506	paeg:AI22_28275
ko:K03088	paeg:AI22_28280
ko:K16091	paeg:AI22_28290
ko:K02837	paeg:AI22_28300
ko:K07004	paeg:AI22_28330
ko:K01113	paeg:AI22_28335
ko:K08303	paeg:AI22_28350
ko:K03750	paeg:AI22_28355
ko:K03638	paeg:AI22_28360
ko:K03635	paeg:AI22_28365
ko:K03636	paeg:AI22_28370
ko:K03637	paeg:AI22_28375
ko:K07175	paeg:AI22_28380
ko:K17686	paeg:AI22_28385
ko:K03556	paeg:AI22_28390
ko:K05786	paeg:AI22_01450
ko:K01638	paeg:AI22_01465
ko:K01055	paeg:AI22_01475
ko:K09817	paeg:AI22_04295
ko:K09823	paeg:AI22_04300
ko:K09815	paeg:AI22_04305
ko:K02204	paeg:AI22_04320
ko:K03978	paeg:AI22_04335
ko:K03673	paeg:AI22_04350
ko:K13590	paeg:AI22_04360
ko:K11066	paeg:AI22_04370
ko:K11384	paeg:AI22_04380
ko:K11102	paeg:AI22_04395
ko:K03324	paeg:AI22_04430
ko:K02839	paeg:AI22_04445
ko:K03300	paeg:AI22_04455
ko:K07088	paeg:AI22_04465
ko:K01711	paeg:AI22_04530
ko:K12995	paeg:AI22_04560
ko:K18118	paeg:AI22_04570
ko:K08978	paeg:AI22_04575
ko:K03657	paeg:AI22_04580
ko:K07347	paeg:AI22_08830
ko:K07346	paeg:AI22_08835
ko:K02824	paeg:AI22_08855
ko:K00761	paeg:AI22_08860
ko:K00760	paeg:AI22_08865
ko:K04750	paeg:AI22_08885
ko:K00116	paeg:AI22_08890
ko:K07286	paeg:AI22_08895
ko:K07507	paeg:AI22_08925
ko:K03406	paeg:AI22_08935
ko:K11733	paeg:AI22_08960
ko:K00564	paeg:AI22_08965
ko:K00018	paeg:AI22_08970
ko:K07402	paeg:AI22_09010
ko:K07141	paeg:AI22_09015
ko:K00528	paeg:AI22_09030
ko:K03282	paeg:AI22_09035
ko:K03781	paeg:AI22_09045
ko:K09794	paeg:AI22_09055
ko:K04485	paeg:AI22_09065
ko:K06200	paeg:AI22_09080
ko:K00600	paeg:AI22_09100
ko:K02390	paeg:AI22_13395
ko:K02391	paeg:AI22_13400
ko:K02392	paeg:AI22_13405
ko:K02393	paeg:AI22_13410
ko:K02394	paeg:AI22_13415
ko:K02395	paeg:AI22_13420
ko:K02396	paeg:AI22_13425
ko:K02397	paeg:AI22_13430
ko:K00648	paeg:AI22_13445
ko:K00979	paeg:AI22_13485
ko:K01666	paeg:AI22_13500
ko:K02406	paeg:AI22_13510
ko:K06603	paeg:AI22_13515
ko:K02407	paeg:AI22_13520
ko:K02422	paeg:AI22_13525
ko:K02422	paeg:AI22_13530
ko:K10941	paeg:AI22_13540
ko:K10942	paeg:AI22_13545
ko:K10943	paeg:AI22_13550
ko:K02408	paeg:AI22_13555
ko:K02409	paeg:AI22_13560
ko:K02410	paeg:AI22_13565
ko:K02411	paeg:AI22_13570
ko:K02412	paeg:AI22_13575
ko:K02413	paeg:AI22_13580
ko:K06182	paeg:AI22_13605
ko:K06147	paeg:AI22_13630
ko:K00243	paeg:AI22_13645
ko:K01462	paeg:AI22_13675
ko:K06135	paeg:AI22_18005
ko:K06136	paeg:AI22_18010
ko:K06137	paeg:AI22_18015
ko:K06138	paeg:AI22_18020
ko:K06139	paeg:AI22_18025
ko:K09957	paeg:AI22_18050
ko:K03769	paeg:AI22_18060
ko:K01907	paeg:AI22_18065
ko:K17737	paeg:AI22_18070
ko:K01028	paeg:AI22_18075
ko:K01029	paeg:AI22_18080
ko:K00626	paeg:AI22_18085
ko:K02106	paeg:AI22_18090
ko:K00019	paeg:AI22_18095
ko:K08195	paeg:AI22_18110
ko:K01555	paeg:AI22_18120
ko:K00451	paeg:AI22_18125
ko:K01640	paeg:AI22_18135
ko:K01968	paeg:AI22_18140
ko:K13766	paeg:AI22_18145
ko:K01969	paeg:AI22_18150
ko:K00253	paeg:AI22_18155
ko:K18095	paeg:AI22_18175
ko:K18094	paeg:AI22_18180
ko:K18129	paeg:AI22_18185
ko:K00012	paeg:AI22_18195
ko:K00963	paeg:AI22_18200
ko:K00383	paeg:AI22_18210
ko:K14347	paeg:AI22_18215
ko:K05800	paeg:AI22_18225
ko:K06923	paeg:AI22_22570
ko:K00432	paeg:AI22_22585
ko:K07305	paeg:AI22_22590
ko:K14260	paeg:AI22_22595
ko:K03799	paeg:AI22_22605
ko:K00569	paeg:AI22_22615
ko:K03543	paeg:AI22_22635
ko:K05592	paeg:AI22_22655
ko:K01626	paeg:AI22_22670
ko:K09927	paeg:AI22_22675
ko:K07090	paeg:AI22_22690
ko:K02356	paeg:AI22_22710
ko:K10804	paeg:AI22_22740
ko:K02003	paeg:AI22_22745
ko:K18304	paeg:AI22_14705
ko:K14219	paeg:AI22_12035
ko:K14219	paeg:AI22_12040
ko:K18291	paeg:AI22_11890
ko:K18296	paeg:AI22_09120
ko:K18295	paeg:AI22_09115
ko:K18294	paeg:AI22_09110
ko:K18298	paeg:AI22_20740
ko:K18299	paeg:AI22_20745
ko:K18300	paeg:AI22_20750
ko:K18099	paeg:AI22_25970
ko:K18305	paeg:AI22_00115
ko:K18306	paeg:AI22_00120
ko:K18307	paeg:AI22_00125
ko:K18308	paeg:AI22_00130
ko:K14224	paeg:AI22_22550
ko:K14224	paeg:AI22_24170
ko:K14224	paeg:AI22_24180
ko:K14218	paeg:AI22_24175
ko:K14218	paeg:AI22_24185
ko:K14218	paeg:AI22_00525
ko:K14218	paeg:AI22_10780
ko:K14218	paeg:AI22_04975
ko:K14218	paeg:AI22_08495
ko:K14220	paeg:AI22_09420
ko:K14220	paeg:AI22_24220
ko:K14219	paeg:AI22_25385
ko:K14219	paeg:AI22_25405
ko:K14219	paeg:AI22_09210
ko:K14219	paeg:AI22_02585
ko:K01978	paeg:AI22_10045
ko:K14225	paeg:AI22_21215
ko:K14225	paeg:AI22_22545
ko:K14225	paeg:AI22_22540
ko:K02487	paeg:AI22_12755
ko:K06148	paeg:AI22_11795
ko:K07092	paeg:AI22_07940
ko:K02650	paeg:AI22_09515
ko:K15125	paeg:AI22_03695
ko:K06899	paeg:AI22_12845
ko:K14228	paeg:AI22_21140
ko:K14228	paeg:AI22_27665
ko:K14228	paeg:AI22_07200
ko:K14228	paeg:AI22_07205
ko:K14222	paeg:AI22_21200
ko:K14225	paeg:AI22_00490
ko:K14233	paeg:AI22_21320
ko:K14233	paeg:AI22_22720
ko:K14232	paeg:AI22_21975
ko:K14232	paeg:AI22_23640
ko:K14237	paeg:AI22_22245
ko:K14237	paeg:AI22_23970
ko:K14237	paeg:AI22_24835
ko:K11688	paeg:AI22_09025
ko:K12368	paeg:AI22_09665
ko:K07483	paeg:AI22_12670
ko:K07165	paeg:AI22_15200
ko:K07165	paeg:AI22_20185
ko:K07165	paeg:AI22_07420
ko:K07165	paeg:AI22_25620
ko:K07165	paeg:AI22_17610
ko:K03773	paeg:AI22_05570
ko:K18292	paeg:AI22_11915
ko:K18301	paeg:AI22_26885
ko:K18303	paeg:AI22_26875
ko:K14219	paeg:AI22_16980
ko:K14235	paeg:AI22_00475
ko:K14234	paeg:AI22_00485
ko:K14234	paeg:AI22_09525
ko:K14234	paeg:AI22_06060
ko:K18346	paeg:AI22_11240
ko:K00138	paeg:AI22_28895
ko:K14236	paeg:AI22_00495
ko:K14227	paeg:AI22_00530
ko:K14227	paeg:AI22_08490
ko:K14227	paeg:AI22_10775
ko:K14227	paeg:AI22_04970
ko:K14229	paeg:AI22_09430
ko:K14229	paeg:AI22_12415
ko:K14223	paeg:AI22_08740
ko:K14230	paeg:AI22_08665
ko:K14230	paeg:AI22_08195
ko:K14230	paeg:AI22_12130
ko:K14230	paeg:AI22_00995
ko:K14238	paeg:AI22_07900
ko:K14231	paeg:AI22_06120
ko:K14225	paeg:AI22_11130
ko:K14233	paeg:AI22_12030
ko:K14233	paeg:AI22_13040
ko:K14226	paeg:AI22_16985
ko:K14226	paeg:AI22_16995
ko:K14228	paeg:AI22_16990
ko:K01980	paeg:AI22_00520
ko:K01980	paeg:AI22_10785
ko:K01980	paeg:AI22_08500
ko:K01980	paeg:AI22_04980
ko:K01977	paeg:AI22_00535
ko:K01977	paeg:AI22_08485
ko:K01977	paeg:AI22_04965
ko:K01977	paeg:AI22_10770
ko:K11073	paeg:AI22_02425
ko:K08721	paeg:AI22_09125
ko:K07459	paeg:AI22_19345
ko:K12538	paeg:AI22_25595
ko:K12538	paeg:AI22_14290
ko:K22589	paeg:AI22_21725
ko:K10814	paeg:AI22_19020
ko:K10816	paeg:AI22_19030
ko:K00100	paeg:AI22_13795
ko:K00114	paeg:AI22_17990
ko:K01953	paeg:AI22_24255
ko:K18473	paeg:AI22_05990
ko:K16234	paeg:AI22_06400
ko:K11904	paeg:AI22_03430
ko:K11904	paeg:AI22_15110
ko:K11904	paeg:AI22_05510
ko:K11914	paeg:AI22_16290
ko:K11894	paeg:AI22_16300
ko:K07645	paeg:AI22_08035
ko:K11904	paeg:AI22_20105
ko:K11916	paeg:AI22_16330
ko:K18459	paeg:AI22_02460
ko:K11904	paeg:AI22_24995
ko:K18480	paeg:AI22_24575
ko:K11912	paeg:AI22_03515
ko:K11904	paeg:AI22_03405
ko:K11904	paeg:AI22_06435
ko:K11904	paeg:AI22_02595
ko:K11904	paeg:AI22_21740
ko:K00681	paeg:AI22_15385
ko:K00681	paeg:AI22_02075
ko:K00681	paeg:AI22_03070
ko:K19296	paeg:AI22_26235
ko:K04065	paeg:AI22_08235
ko:K02664	paeg:AI22_06665
ko:K07794	paeg:AI22_11260
ko:K13053	paeg:AI22_23520
ko:K02663	paeg:AI22_06660
ko:K18131	paeg:AI22_01750
ko:K00249	paeg:AI22_13995
ko:K18691	paeg:AI22_27325
ko:K21645	paeg:AI22_04665
ko:K09690	paeg:AI22_21700
ko:K12994	paeg:AI22_04555
ko:K09690	paeg:AI22_04540
ko:K18800	paeg:AI22_05750
ko:K18893	paeg:AI22_24645
ko:K20862	paeg:AI22_05430
ko:K09892	paeg:AI22_05725
ko:K07316	paeg:AI22_08690
ko:K07497	paeg:AI22_18285
ko:K18954	paeg:AI22_02670
ko:K07483	paeg:AI22_03690
ko:K07483	paeg:AI22_10800
ko:K07483	paeg:AI22_19300
ko:K07483	paeg:AI22_20360
ko:K07483	paeg:AI22_21960
ko:K07483	paeg:AI22_18290
ko:K18850	paeg:AI22_21455
ko:K18930	paeg:AI22_08060
ko:K01971	paeg:AI22_18760
ko:K03496	paeg:AI22_06735
ko:K01856	paeg:AI22_20820
ko:K17850	paeg:AI22_29340
ko:K04056	paeg:AI22_16460
ko:K05599	paeg:AI22_20835
ko:K04053	paeg:AI22_16590
ko:K04054	paeg:AI22_16600
ko:K03646	paeg:AI22_12385
ko:K03503	paeg:AI22_12610
ko:K03502	paeg:AI22_12615
ko:K03111	paeg:AI22_12795
ko:K04343	paeg:AI22_17330
ko:K03496	paeg:AI22_03940
ko:K03497	paeg:AI22_03945
ko:K08151	paeg:AI22_13720
ko:K13060	paeg:AI22_14715
ko:K03496	paeg:AI22_14865
ko:K11811	paeg:AI22_19635
ko:K12545	paeg:AI22_25610
ko:K18973	paeg:AI22_04225
ko:K07665	paeg:AI22_22445
ko:K19055	paeg:AI22_17245
ko:K03976	paeg:AI22_26395
ko:K09472	paeg:AI22_29740
ko:K09472	paeg:AI22_00035
ko:K18001	paeg:AI22_12955
ko:K18002	paeg:AI22_12960
ko:K18003	paeg:AI22_12965
ko:K00042	paeg:AI22_15060
ko:K18073	paeg:AI22_17020
ko:K03892	paeg:AI22_19620
ko:K11917	paeg:AI22_20030
ko:K02661	paeg:AI22_01810
ko:K00130	paeg:AI22_04945
ko:K07215	paeg:AI22_10820
ko:K12987	paeg:AI22_10995
ko:K14742	paeg:AI22_26920
ko:K03526	paeg:AI22_27555
ko:K03761	paeg:AI22_04140
ko:K08642	paeg:AI22_17400
ko:K01800	paeg:AI22_18115
ko:K16635	paeg:AI22_28000
ko:K10954	paeg:AI22_11100
ko:K12241	paeg:AI22_00210
ko:K12240	paeg:AI22_00215
ko:K08085	paeg:AI22_09370
ko:K02675	paeg:AI22_09345
ko:K00557	paeg:AI22_08335
ko:K05799	paeg:AI22_08075
ko:K06599	paeg:AI22_01790
ko:K04059	paeg:AI22_16485
ko:K04060	paeg:AI22_16490
ko:K04049	paeg:AI22_16555
ko:K04051	paeg:AI22_16580
ko:K04052	paeg:AI22_16585
ko:K01800	paeg:AI22_20640
ko:K00335	paeg:AI22_21510
ko:K00336	paeg:AI22_21515
ko:K00433	paeg:AI22_21900
ko:K00632	paeg:AI22_23545
ko:K18991	paeg:AI22_01055
ko:K09472	paeg:AI22_02815
ko:K12238	paeg:AI22_00230
ko:K06600	paeg:AI22_01785
ko:K18004	paeg:AI22_00040
ko:K18130	paeg:AI22_27100
ko:K18072	paeg:AI22_17015
ko:K12993	paeg:AI22_04550
ko:K19000	paeg:AI22_12220
ko:K11020	paeg:AI22_13805
ko:K00249	paeg:AI22_21035
ko:K07746	paeg:AI22_12440
ko:K02030	paeg:AI22_06190
ko:K07326	paeg:AI22_20590
ko:K00148	paeg:AI22_04700
ko:K19129	paeg:AI22_20390
ko:K06992	paeg:AI22_16800
ko:K11383	paeg:AI22_04375
ko:K06893	paeg:AI22_17115
ko:K00020	paeg:AI22_26335
ko:K03458	paeg:AI22_15095
ko:K12988	paeg:AI22_06875
ko:K00108	paeg:AI22_04950
ko:K12979	paeg:AI22_12200
ko:K07326	paeg:AI22_03705
ko:K05913	paeg:AI22_29260
ko:K12239	paeg:AI22_00220
ko:K09017	paeg:AI22_01690
ko:K00091	paeg:AI22_08945
ko:K12976	paeg:AI22_08785
ko:K01802	paeg:AI22_10960
ko:K03293	paeg:AI22_11455
ko:K00249	paeg:AI22_11895
ko:K03668	paeg:AI22_12145
ko:K06858	paeg:AI22_29010
ko:K19127	paeg:AI22_20380
ko:K06867	paeg:AI22_20765
ko:K06992	paeg:AI22_17835
ko:K01239	paeg:AI22_03170
ko:K04050	paeg:AI22_16570
ko:K11918	paeg:AI22_20055
ko:K11919	paeg:AI22_20075
ko:K00344	paeg:AI22_21710
ko:K01046	paeg:AI22_22770
ko:K16291	paeg:AI22_22730
ko:K01505	paeg:AI22_23930
ko:K00632	paeg:AI22_25855
ko:K01802	paeg:AI22_27080
ko:K07749	paeg:AI22_27165
ko:K06893	paeg:AI22_25200
ko:K05799	paeg:AI22_03280
ko:K09017	paeg:AI22_15080
ko:K00249	paeg:AI22_15635
ko:K09017	paeg:AI22_03050
ko:K00108	paeg:AI22_27045
ko:K01271	paeg:AI22_09660
ko:K01710	paeg:AI22_06055
ko:K19092	paeg:AI22_12435
ko:K22468	paeg:AI22_20430
ko:K00525	paeg:AI22_13840
ko:K00525	paeg:AI22_04310
ko:K07012	paeg:AI22_20375
ko:K19130	paeg:AI22_20395
ko:K00249	paeg:AI22_06910
ko:K00248	paeg:AI22_06775
ko:K02030	paeg:AI22_06195
ko:K00344	paeg:AI22_05680
ko:K01139	paeg:AI22_05145
ko:K01406	paeg:AI22_14295
ko:K03446	paeg:AI22_22630
ko:K19128	paeg:AI22_20385
ko:K12979	paeg:AI22_09590
ko:K19168	paeg:AI22_11300
ko:K00146	paeg:AI22_29150
ko:K06884	paeg:AI22_18805
ko:K07216	paeg:AI22_16340
ko:K19221	paeg:AI22_14415
ko:K12349	paeg:AI22_11720
ko:K19344	paeg:AI22_01295
ko:K00020	paeg:AI22_25100
ko:K01066	paeg:AI22_04890
ko:K19290	paeg:AI22_26190
ko:K01992	paeg:AI22_05700
ko:K01992	paeg:AI22_25570
ko:K04771	paeg:AI22_11330
ko:K19293	paeg:AI22_26215
ko:K19294	paeg:AI22_26225
ko:K19295	paeg:AI22_26230
ko:K19302	paeg:AI22_28840
ko:K03722	paeg:AI22_13215
ko:K07497	paeg:AI22_12665
ko:K19342	paeg:AI22_25550
ko:K19345	paeg:AI22_01300
ko:K19353	paeg:AI22_09565
ko:K00249	paeg:AI22_09975
ko:K01795	paeg:AI22_26210
ko:K19337	paeg:AI22_04610
ko:K19337	paeg:AI22_24415
ko:K06867	paeg:AI22_24965
ko:K19300	paeg:AI22_29390
ko:K19339	paeg:AI22_25525
ko:K19416	paeg:AI22_21325
ko:K19340	paeg:AI22_25540
ko:K19341	paeg:AI22_25545
ko:K06867	paeg:AI22_09050
ko:K19292	paeg:AI22_26200
ko:K19577	paeg:AI22_10390
ko:K18567	paeg:AI22_18550
ko:K18567	paeg:AI22_25040
ko:K21699	paeg:AI22_03215
ko:K19610	paeg:AI22_12165
ko:K19609	paeg:AI22_12170
ko:K20260	paeg:AI22_00145
ko:K19610	paeg:AI22_21745
ko:K19611	paeg:AI22_21755
ko:K02483	paeg:AI22_29295
ko:K18148	paeg:AI22_04440
ko:K03446	paeg:AI22_14240
ko:K10024	paeg:AI22_11945
ko:K00799	paeg:AI22_10150
ko:K20261	paeg:AI22_00155
ko:K20257	paeg:AI22_12970
ko:K19594	paeg:AI22_26095
ko:K19713	paeg:AI22_20680
ko:K07165	paeg:AI22_18350
ko:K19713	paeg:AI22_09265
ko:K00992	paeg:AI22_00880
