ko:K01212	baz:BAMTA208_20470
ko:K09692	baz:BAMTA208_18070
ko:K01612	baz:BAMTA208_01640
ko:K07171	baz:BAMTA208_02255
ko:K10747	baz:BAMTA208_06575
ko:K18967	baz:BAMTA208_04250
ko:K06147	baz:BAMTA208_03800
ko:K05593	baz:BAMTA208_03200
ko:K04565	baz:BAMTA208_07460
ko:K03169	baz:BAMTA208_01985
ko:K03502	baz:BAMTA208_05985
ko:K03111	baz:BAMTA208_18405
ko:K03111	baz:BAMTA208_20590
ko:K03497	baz:BAMTA208_20630
ko:K03496	baz:BAMTA208_20635
ko:K03497	baz:BAMTA208_20640
ko:K07467	baz:BAMTA208_02350
ko:K04794	baz:BAMTA208_06855
ko:K03502	baz:BAMTA208_11180
ko:K19005	baz:BAMTA208_03290
ko:K03526	baz:BAMTA208_12865
ko:K19005	baz:BAMTA208_03510
ko:K18979	baz:BAMTA208_04150
ko:K01174	baz:BAMTA208_05935
ko:K07816	baz:BAMTA208_19465
ko:K14742	baz:BAMTA208_02745
ko:K06609	baz:BAMTA208_02730
ko:K19242	baz:BAMTA208_04410
ko:K02483	baz:BAMTA208_01730
ko:K19563	baz:BAMTA208_07890
ko:K02777	baz:BAMTA208_05855
ko:K07149	baz:BAMTA208_01610
ko:K00354	baz:BAMTA208_12210
ko:K01447	baz:BAMTA208_16040
ko:K01447	baz:BAMTA208_13200
ko:K19220	baz:BAMTA208_07455
ko:K00798	baz:BAMTA208_16780
ko:K19223	baz:BAMTA208_04375
ko:K19224	baz:BAMTA208_04405
ko:K01710	baz:BAMTA208_19155
ko:K01897	baz:BAMTA208_04855
ko:K00571	baz:BAMTA208_16660
ko:K01447	baz:BAMTA208_10730
ko:K11615	baz:BAMTA208_15670
ko:K06345	baz:BAMTA208_13650
ko:K00590	baz:BAMTA208_06525
ko:K12132	baz:BAMTA208_09260
ko:K01447	baz:BAMTA208_10935
ko:K00020	baz:BAMTA208_10170
ko:K19302	baz:BAMTA208_07300
ko:K01785	baz:BAMTA208_07800
ko:K19426	baz:BAMTA208_17415
ko:K19433	baz:BAMTA208_12665
ko:K19285	baz:BAMTA208_19295
ko:K19286	baz:BAMTA208_01795
ko:K19424	baz:BAMTA208_17430
ko:K03722	baz:BAMTA208_05770
ko:K03722	baz:BAMTA208_05910
ko:K02100	baz:BAMTA208_17295
ko:K01567	baz:BAMTA208_03650
ko:K01992	baz:BAMTA208_02165
ko:K01992	baz:BAMTA208_04235
ko:K01992	baz:BAMTA208_11665
ko:K01992	baz:BAMTA208_16925
ko:K00839	baz:BAMTA208_16425
ko:K19422	baz:BAMTA208_17440
ko:K19421	baz:BAMTA208_17445
ko:K04771	baz:BAMTA208_16695
ko:K04771	baz:BAMTA208_10680
ko:K01400	baz:BAMTA208_09795
ko:K19405	baz:BAMTA208_00430
ko:K00903	baz:BAMTA208_17450
ko:K19411	baz:BAMTA208_00425
ko:K00525	baz:BAMTA208_08445
ko:K19432	baz:BAMTA208_19360
ko:K19419	baz:BAMTA208_17425
ko:K19423	baz:BAMTA208_17435
ko:K19425	baz:BAMTA208_17420
ko:K03574	baz:BAMTA208_15005
ko:K19428	baz:BAMTA208_17400
ko:K19431	baz:BAMTA208_17385
ko:K19418	baz:BAMTA208_17405
ko:K18567	baz:BAMTA208_02675
ko:K19550	baz:BAMTA208_19070
ko:K11625	baz:BAMTA208_02560
ko:K06881	baz:BAMTA208_14390
ko:K19577	baz:BAMTA208_03915
ko:K06884	baz:BAMTA208_02115
ko:K00887	baz:BAMTA208_12985
ko:K21755	baz:BAMTA208_01630
ko:K19549	baz:BAMTA208_19075
ko:K19548	baz:BAMTA208_19090
ko:K19547	baz:BAMTA208_19095
ko:K19552	baz:BAMTA208_19080
ko:K08164	baz:BAMTA208_07755
ko:K19701	baz:BAMTA208_17260
ko:K00547	baz:BAMTA208_05120
ko:K00297	baz:BAMTA208_05120
ko:K07119	baz:BAMTA208_03375
ko:K19802	baz:BAMTA208_10635
ko:K19955	baz:BAMTA208_15590
ko:K19955	baz:BAMTA208_15585
ko:K05770	baz:BAMTA208_15100
ko:K20074	baz:BAMTA208_09265
ko:K18907	baz:BAMTA208_05105
ko:K20201	baz:BAMTA208_18705
ko:K20116	baz:BAMTA208_10200
ko:K20117	baz:BAMTA208_10200
ko:K20118	baz:BAMTA208_10200
ko:K21613	baz:BAMTA208_01710
ko:K02248	baz:BAMTA208_12685
ko:K20492	baz:BAMTA208_17125
ko:K20486	baz:BAMTA208_03690
ko:K20487	baz:BAMTA208_17115
ko:K20488	baz:BAMTA208_17120
ko:K20490	baz:BAMTA208_17135
ko:K20491	baz:BAMTA208_17130
ko:K18889	baz:BAMTA208_04540
ko:K20534	baz:BAMTA208_10690
ko:K08884	baz:BAMTA208_00335
ko:K18890	baz:BAMTA208_04545
ko:K20534	baz:BAMTA208_03955
ko:K21759	baz:BAMTA208_01645
ko:K22103	baz:BAMTA208_18400
ko:K20742	baz:BAMTA208_10630
ko:K07258	baz:BAMTA208_05365
ko:K01271	baz:BAMTA208_10220
ko:K22106	baz:BAMTA208_13330
ko:K21029	baz:BAMTA208_10010
ko:K20895	baz:BAMTA208_09485
ko:K03148	baz:BAMTA208_11750
ko:K01768	baz:BAMTA208_11470
ko:K21064	baz:BAMTA208_18140
ko:K21064	baz:BAMTA208_05180
ko:K08968	baz:BAMTA208_14520
ko:K00821	baz:BAMTA208_11995
ko:K21064	baz:BAMTA208_01880
ko:K00435	baz:BAMTA208_19065
ko:K00526	baz:BAMTA208_08440
ko:K06904	baz:BAMTA208_15360
ko:K01520	baz:BAMTA208_08195
ko:K00558	baz:BAMTA208_19835
ko:K03553	baz:BAMTA208_08670
ko:K02316	baz:BAMTA208_12935
ko:K06217	baz:BAMTA208_13000
ko:K01493	baz:BAMTA208_13125
ko:K03546	baz:BAMTA208_04990
ko:K02314	baz:BAMTA208_20375
ko:K00525	baz:BAMTA208_06190
ko:K07313	baz:BAMTA208_06625
ko:K02316	baz:BAMTA208_06660
ko:K02335	baz:BAMTA208_06670
ko:K00558	baz:BAMTA208_06715
ko:K00857	baz:BAMTA208_18775
ko:K00525	baz:BAMTA208_06805
ko:K00525	baz:BAMTA208_06810
ko:K00525	baz:BAMTA208_06815
ko:K00526	baz:BAMTA208_06825
ko:K00526	baz:BAMTA208_06835
ko:K01520	baz:BAMTA208_06860
ko:K00560	baz:BAMTA208_06885
ko:K00287	baz:BAMTA208_06890
ko:K06909	baz:BAMTA208_10865
ko:K07474	baz:BAMTA208_10870
ko:K00560	baz:BAMTA208_07085
ko:K00287	baz:BAMTA208_07090
ko:K17733	baz:BAMTA208_15275
ko:K21285	baz:BAMTA208_18095
ko:K03328	baz:BAMTA208_00290
ko:K03293	baz:BAMTA208_00975
ko:K03293	baz:BAMTA208_14955
ko:K05375	baz:BAMTA208_15875
ko:K02031	baz:BAMTA208_04080
ko:K02335	baz:BAMTA208_14285
ko:K21416	baz:BAMTA208_03745
ko:K21417	baz:BAMTA208_03750
ko:K06607	baz:BAMTA208_20040
ko:K03293	baz:BAMTA208_17320
ko:K02483	baz:BAMTA208_20315
ko:K21405	baz:BAMTA208_03765
ko:K21464	baz:BAMTA208_18945
ko:K21481	baz:BAMTA208_04745
ko:K21465	baz:BAMTA208_12835
ko:K21467	baz:BAMTA208_01930
ko:K21468	baz:BAMTA208_13400
ko:K21567	baz:BAMTA208_01490
ko:K21494	baz:BAMTA208_18315
ko:K21601	baz:BAMTA208_01845
ko:K21600	baz:BAMTA208_16995
ko:K21567	baz:BAMTA208_15960
ko:K21745	baz:BAMTA208_02485
ko:K11923	baz:BAMTA208_04460
ko:K21701	baz:BAMTA208_00850
ko:K21802	baz:BAMTA208_03330
ko:K21902	baz:BAMTA208_03355
ko:K21935	baz:BAMTA208_07260
ko:K21959	baz:BAMTA208_07740
ko:K18244	baz:BAMTA208_12380
ko:K00680	baz:BAMTA208_17050
ko:K06299	baz:BAMTA208_15805
ko:K22043	baz:BAMTA208_07610
ko:K21960	baz:BAMTA208_17055
ko:K21993	baz:BAMTA208_13345
ko:K00754	baz:BAMTA208_05740
ko:K01463	baz:BAMTA208_05735
ko:K22135	baz:BAMTA208_07420
ko:K22136	baz:BAMTA208_09590
ko:K03595	baz:BAMTA208_12975
ko:K14274	baz:BAMTA208_16805
ko:K22132	baz:BAMTA208_13525
ko:K22109	baz:BAMTA208_15145
ko:K01932	baz:BAMTA208_18170
ko:K22116	baz:BAMTA208_18165
ko:K22222	baz:BAMTA208_06255
ko:K00467	baz:BAMTA208_07170
ko:K22230	baz:BAMTA208_15490
ko:K03547	baz:BAMTA208_04650
ko:K22278	baz:BAMTA208_13195
ko:K03077	baz:BAMTA208_14140
ko:K22301	baz:BAMTA208_17160
ko:K01486	baz:BAMTA208_09890
ko:K02257	baz:BAMTA208_09715
ko:K22299	baz:BAMTA208_17100
ko:K22301	baz:BAMTA208_17185
ko:K22299	baz:BAMTA208_17105
ko:K09988	baz:BAMTA208_01955
ko:K13566	baz:BAMTA208_10350
ko:K18672	baz:BAMTA208_07440
ko:K22441	baz:BAMTA208_17495
ko:K22579	baz:BAMTA208_08325
