ko:K01985	vcs:MS6_r0013
ko:K14228	vcs:MS6_t0053
ko:K14228	vcs:MS6_t0087
ko:K14228	vcs:MS6_t0067
ko:K14228	vcs:MS6_t0074
ko:K14228	vcs:MS6_t0069
ko:K14228	vcs:MS6_t0079
ko:K14222	vcs:MS6_t0051
ko:K14222	vcs:MS6_t0086
ko:K14222	vcs:MS6_t0088
ko:K14223	vcs:MS6_t0063
ko:K14223	vcs:MS6_t0073
ko:K14223	vcs:MS6_t0066
ko:K14223	vcs:MS6_t0072
ko:K14235	vcs:MS6_t0082
ko:K14218	vcs:MS6_t0084
ko:K14237	vcs:MS6_t0003
ko:K09788	vcs:MS6_1117
ko:K20455	vcs:MS6_1116
ko:K09691	vcs:MS6_0115
ko:K14227	vcs:MS6_t0010
ko:K14227	vcs:MS6_t0078
ko:K14227	vcs:MS6_t0023
ko:K14224	vcs:MS6_t0001
ko:K14224	vcs:MS6_t0081
ko:K14224	vcs:MS6_t0046
ko:K14229	vcs:MS6_t0002
ko:K14237	vcs:MS6_t0055
ko:K14237	vcs:MS6_t0056
ko:K01980	vcs:MS6_r0002
ko:K01980	vcs:MS6_r0008
ko:K01980	vcs:MS6_r0011
ko:K01980	vcs:MS6_r0015
ko:K01980	vcs:MS6_r0018
ko:K01980	vcs:MS6_r0021
ko:K14233	vcs:MS6_t0004
ko:K14233	vcs:MS6_t0060
ko:K14233	vcs:MS6_t0036
ko:K14233	vcs:MS6_t0038
ko:K14219	vcs:MS6_t0005
ko:K14219	vcs:MS6_t0039
ko:K14219	vcs:MS6_t0041
ko:K14219	vcs:MS6_t0043
ko:K14219	vcs:MS6_t0042
ko:K14219	vcs:MS6_t0037
ko:K14219	vcs:MS6_t0040
ko:K14219	vcs:MS6_t0058
ko:K14232	vcs:MS6_t0007
ko:K14232	vcs:MS6_t0009
ko:K14232	vcs:MS6_t0075
ko:K14232	vcs:MS6_t0059
ko:K14218	vcs:MS6_t0011
ko:K14218	vcs:MS6_t0024
ko:K14218	vcs:MS6_t0077
ko:K14221	vcs:MS6_t0012
ko:K14221	vcs:MS6_t0083
ko:K14221	vcs:MS6_t0080
ko:K14221	vcs:MS6_t0047
ko:K14221	vcs:MS6_t0025
ko:K14234	vcs:MS6_t0013
ko:K14234	vcs:MS6_t0027
ko:K14234	vcs:MS6_t0029
ko:K14234	vcs:MS6_t0033
ko:K14234	vcs:MS6_t0016
ko:K14236	vcs:MS6_t0014
ko:K14236	vcs:MS6_t0049
ko:K14236	vcs:MS6_t0048
ko:K14228	vcs:MS6_t0062
ko:K14228	vcs:MS6_t0065
ko:K14228	vcs:MS6_t0071
ko:K19591	vcs:MS6_0768
ko:K01214	vcs:MS6_A1058
ko:K01200	vcs:MS6_2416
ko:K20922	vcs:MS6_0723
ko:K20947	vcs:MS6_0720
ko:K20920	vcs:MS6_0732
ko:K20963	vcs:MS6_1374
ko:K20988	vcs:MS6_0733
ko:K16554	vcs:MS6_0734
ko:K20954	vcs:MS6_1375
ko:K20953	vcs:MS6_0726
ko:K20955	vcs:MS6_0895
ko:K20956	vcs:MS6_A0058
ko:K20957	vcs:MS6_0859
ko:K20958	vcs:MS6_2029
ko:K20960	vcs:MS6_A0975
ko:K20959	vcs:MS6_1151
ko:K20961	vcs:MS6_2186
ko:K20966	vcs:MS6_0522
ko:K20921	vcs:MS6_0718
ko:K20978	vcs:MS6_A1116
ko:K20918	vcs:MS6_A0988
ko:K20945	vcs:MS6_0714
ko:K20946	vcs:MS6_0719
ko:K20948	vcs:MS6_0724
ko:K20950	vcs:MS6_0736
ko:K20951	vcs:MS6_1650
ko:K20952	vcs:MS6_0728
ko:K21029	vcs:MS6_A0668
ko:K00821	vcs:MS6_2339
ko:K21217	vcs:MS6_2323
ko:K00971	vcs:MS6_0109
ko:K20919	vcs:MS6_0484
ko:K08968	vcs:MS6_1284
ko:K07181	vcs:MS6_2487
ko:K02495	vcs:MS6_2507
ko:K20964	vcs:MS6_2493
ko:K20965	vcs:MS6_0471
ko:K00632	vcs:MS6_0026
ko:K00632	vcs:MS6_0838
ko:K21218	vcs:MS6_0802
ko:K00558	vcs:MS6_A0178
ko:K00560	vcs:MS6_0496
ko:K10747	vcs:MS6_1327
ko:K06217	vcs:MS6_0756
ko:K06866	vcs:MS6_2095
ko:K06223	vcs:MS6_2347
ko:K04068	vcs:MS6_A0564
ko:K03546	vcs:MS6_A0573
ko:K01493	vcs:MS6_A0881
ko:K02314	vcs:MS6_0227
ko:K02316	vcs:MS6_0343
ko:K00857	vcs:MS6_0957
ko:K00287	vcs:MS6_0293
ko:K03553	vcs:MS6_0368
ko:K10954	vcs:MS6_1232
ko:K10954	vcs:MS6_1243
ko:K02335	vcs:MS6_2514
ko:K11894	vcs:MS6_A0095
ko:K05799	vcs:MS6_2145
ko:K00525	vcs:MS6_1037
ko:K02032	vcs:MS6_0434
ko:K06900	vcs:MS6_0048
ko:K00526	vcs:MS6_1036
ko:K01139	vcs:MS6_2425
ko:K02483	vcs:MS6_1419
ko:K21405	vcs:MS6_1585
ko:K21420	vcs:MS6_1513
ko:K11690	vcs:MS6_1689
ko:K21470	vcs:MS6_1049
ko:K00344	vcs:MS6_0377
ko:K21606	vcs:MS6_0865
ko:K01420	vcs:MS6_1206
ko:K07334	vcs:MS6_A0415
ko:K21606	vcs:MS6_A0745
ko:K21712	vcs:MS6_A0853
ko:K19285	vcs:MS6_0532
ko:K21936	vcs:MS6_A0948
ko:K13638	vcs:MS6_0141
ko:K06212	vcs:MS6_A0591
ko:K22132	vcs:MS6_2053
ko:K03595	vcs:MS6_2192
ko:K22105	vcs:MS6_2473
ko:K03892	vcs:MS6_0860
ko:K03079	vcs:MS6_A0220
ko:K11391	vcs:MS6_2041
