ko:K19504	senq:AU40_24840
ko:K06169	senq:AU40_24355
ko:K03828	senq:AU40_24370
ko:K01873	senq:AU40_24380
ko:K02339	senq:AU40_24385
ko:K01255	senq:AU40_24390
ko:K07091	senq:AU40_24405
ko:K11720	senq:AU40_24410
ko:K06146	senq:AU40_24415
ko:K06157	senq:AU40_24420
ko:K00046	senq:AU40_24425
ko:K00098	senq:AU40_24430
ko:K00851	senq:AU40_24435
ko:K12957	senq:AU40_24440
ko:K19164	senq:AU40_24480
ko:K19163	senq:AU40_24485
ko:K09982	senq:AU40_24610
ko:K13637	senq:AU40_24640
ko:K01867	senq:AU40_24645
ko:K06887	senq:AU40_24655
ko:K01779	senq:AU40_24660
ko:K01305	senq:AU40_24670
ko:K18139	senq:AU40_01900
ko:K07213	senq:AU40_01925
ko:K08178	senq:AU40_01930
ko:K07316	senq:AU40_01935
ko:K01156	senq:AU40_01940
ko:K00425	senq:AU40_01950
ko:K00426	senq:AU40_01955
ko:K02014	senq:AU40_01970
ko:K03329	senq:AU40_01975
ko:K02688	senq:AU40_01985
ko:K03417	senq:AU40_01990
ko:K01659	senq:AU40_01995
ko:K01720	senq:AU40_02000
ko:K01908	senq:AU40_02005
ko:K01698	senq:AU40_02010
ko:K18988	senq:AU40_02030
ko:K17938	senq:AU40_02035
ko:K05776	senq:AU40_04165
ko:K02019	senq:AU40_04170
ko:K02020	senq:AU40_04180
ko:K02018	senq:AU40_04185
ko:K02017	senq:AU40_04190
ko:K07404	senq:AU40_04200
ko:K01051	senq:AU40_04205
ko:K01468	senq:AU40_04210
ko:K01479	senq:AU40_04215
ko:K05836	senq:AU40_04220
ko:K01712	senq:AU40_04225
ko:K01745	senq:AU40_04230
ko:K06910	senq:AU40_04235
ko:K00833	senq:AU40_04240
ko:K01012	senq:AU40_04245
ko:K00652	senq:AU40_04250
ko:K02169	senq:AU40_04255
ko:K01935	senq:AU40_04260
ko:K03702	senq:AU40_04280
ko:K03639	senq:AU40_04310
ko:K01627	senq:AU40_07330
ko:K07300	senq:AU40_07335
ko:K06039	senq:AU40_07345
ko:K07684	senq:AU40_07355
ko:K07673	senq:AU40_07360
ko:K02575	senq:AU40_07370
ko:K00370	senq:AU40_07375
ko:K00371	senq:AU40_07380
ko:K00373	senq:AU40_07385
ko:K00374	senq:AU40_07390
ko:K07126	senq:AU40_07400
ko:K01433	senq:AU40_07435
ko:K09858	senq:AU40_07440
ko:K07001	senq:AU40_07445
ko:K00963	senq:AU40_07455
ko:K03746	senq:AU40_07460
ko:K04072	senq:AU40_07470
ko:K15580	senq:AU40_07485
ko:K15581	senq:AU40_07490
ko:K15582	senq:AU40_07495
ko:K15583	senq:AU40_07500
ko:K10823	senq:AU40_07505
ko:K10716	senq:AU40_07510
ko:K09901	senq:AU40_07515
ko:K06131	senq:AU40_07520
ko:K09780	senq:AU40_07530
ko:K03832	senq:AU40_07535
ko:K10806	senq:AU40_07540
ko:K06190	senq:AU40_07545
ko:K06940	senq:AU40_07555
ko:K07275	senq:AU40_07560
ko:K07217	senq:AU40_07565
ko:K01695	senq:AU40_07585
ko:K01696	senq:AU40_07590
ko:K13498	senq:AU40_07595
ko:K02426	senq:AU40_09660
ko:K11717	senq:AU40_09665
ko:K09015	senq:AU40_09670
ko:K09013	senq:AU40_09675
ko:K09014	senq:AU40_09680
ko:K05997	senq:AU40_09685
ko:K06956	senq:AU40_09690
ko:K19222	senq:AU40_09700
ko:K05887	senq:AU40_09735
ko:K03785	senq:AU40_09740
ko:K00313	senq:AU40_09780
ko:K16951	senq:AU40_14415
ko:K00385	senq:AU40_14420
ko:K05820	senq:AU40_14440
ko:K00600	senq:AU40_14445
ko:K05916	senq:AU40_14455
ko:K03765	senq:AU40_14460
ko:K03757	senq:AU40_14465
ko:K03305	senq:AU40_14475
ko:K04751	senq:AU40_14480
ko:K07715	senq:AU40_14485
ko:K07711	senq:AU40_14495
ko:K01952	senq:AU40_14505
ko:K18691	senq:AU40_14515
ko:K11991	senq:AU40_14520
ko:K18697	senq:AU40_14525
ko:K02809	senq:AU40_14530
ko:K02810	senq:AU40_14530
ko:K07106	senq:AU40_14535
ko:K00077	senq:AU40_14545
ko:K08177	senq:AU40_14550
ko:K00997	senq:AU40_14565
ko:K03474	senq:AU40_14570
ko:K03584	senq:AU40_14575
ko:K03685	senq:AU40_14585
ko:K03100	senq:AU40_14590
ko:K03596	senq:AU40_14595
ko:K03803	senq:AU40_14605
ko:K03598	senq:AU40_14610
ko:K03597	senq:AU40_14615
ko:K03088	senq:AU40_14620
ko:K00278	senq:AU40_14635
ko:K15460	senq:AU40_14640
ko:K05590	senq:AU40_14645
ko:K11249	senq:AU40_14655
ko:K03648	senq:AU40_14665
ko:K03214	senq:AU40_14670
ko:K03672	senq:AU40_14675
ko:K05812	senq:AU40_14680
ko:K00998	senq:AU40_14695
ko:K05811	senq:AU40_14700
ko:K03761	senq:AU40_14705
ko:K07793	senq:AU40_15040
ko:K15737	senq:AU40_15050
ko:K15736	senq:AU40_15055
ko:K00135	senq:AU40_15060
ko:K07250	senq:AU40_15065
ko:K11735	senq:AU40_15070
ko:K15735	senq:AU40_15075
ko:K11685	senq:AU40_15105
ko:K00375	senq:AU40_15130
ko:K03647	senq:AU40_15145
ko:K02000	senq:AU40_15160
ko:K02001	senq:AU40_15165
ko:K02002	senq:AU40_15170
ko:K15974	senq:AU40_15180
ko:K03543	senq:AU40_15190
ko:K03446	senq:AU40_15195
ko:K07173	senq:AU40_15205
ko:K01919	senq:AU40_15215
ko:K03563	senq:AU40_15270
ko:K01872	senq:AU40_15280
ko:K03565	senq:AU40_15285
ko:K03743	senq:AU40_15295
ko:K08305	senq:AU40_15305
ko:K02783	senq:AU40_15315
ko:K02782	senq:AU40_15320
ko:K02783	senq:AU40_15320
ko:K02781	senq:AU40_15325
ko:K00068	senq:AU40_15330
ko:K02466	senq:AU40_15335
ko:K02468	senq:AU40_15340
ko:K02467	senq:AU40_15345
ko:K12266	senq:AU40_15350
ko:K12264	senq:AU40_15355
ko:K12265	senq:AU40_15360
ko:K03230	senq:AU40_15655
ko:K07314	senq:AU40_15700
ko:K03555	senq:AU40_15725
ko:K03186	senq:AU40_15785
ko:K03087	senq:AU40_15800
ko:K06194	senq:AU40_15805
ko:K00573	senq:AU40_15810
ko:K03787	senq:AU40_15815
ko:K06176	senq:AU40_15820
ko:K01770	senq:AU40_15825
ko:K00991	senq:AU40_15830
ko:K05589	senq:AU40_15835
ko:K00860	senq:AU40_15850
ko:K00956	senq:AU40_15855
ko:K00957	senq:AU40_15860
ko:K09612	senq:AU40_15865
ko:K09951	senq:AU40_15875
ko:K15342	senq:AU40_15880
ko:K19126	senq:AU40_15885
ko:K19125	senq:AU40_15890
ko:K19124	senq:AU40_15895
ko:K19046	senq:AU40_15900
ko:K19123	senq:AU40_15905
ko:K07012	senq:AU40_15910
ko:K13739	senq:AU40_15915
ko:K06980	senq:AU40_16540
ko:K11068	senq:AU40_16545
ko:K09900	senq:AU40_16550
ko:K01223	senq:AU40_16555
ko:K00281	senq:AU40_16575
ko:K02437	senq:AU40_16580
ko:K00605	senq:AU40_16585
ko:K18800	senq:AU40_16605
ko:K03185	senq:AU40_16610
ko:K01262	senq:AU40_16615
ko:K09895	senq:AU40_16620
ko:K09888	senq:AU40_16625
ko:K01934	senq:AU40_16635
ko:K00058	senq:AU40_16640
ko:K01807	senq:AU40_16650
ko:K05596	senq:AU40_16655
ko:K09807	senq:AU40_16665
ko:K06895	senq:AU40_16670
ko:K03442	senq:AU40_16685
ko:K01624	senq:AU40_16690
ko:K00927	senq:AU40_16695
ko:K03472	senq:AU40_16700
ko:K06934	senq:AU40_16705
ko:K16923	senq:AU40_16710
ko:K16785	senq:AU40_16715
ko:K16786	senq:AU40_16720
ko:K16787	senq:AU40_16725
ko:K00615	senq:AU40_16730
ko:K07387	senq:AU40_16740
ko:K01480	senq:AU40_16750
ko:K01585	senq:AU40_16795
ko:K00789	senq:AU40_16815
ko:K08137	senq:AU40_16825
ko:K02742	senq:AU40_16830
ko:K01150	senq:AU40_16835
ko:K09761	senq:AU40_16840
ko:K01920	senq:AU40_16845
ko:K07735	senq:AU40_16850
ko:K07447	senq:AU40_16855
ko:K02669	senq:AU40_16865
ko:K05520	senq:AU40_17810
ko:K09979	senq:AU40_17815
ko:K07461	senq:AU40_17820
ko:K03824	senq:AU40_17825
ko:K08303	senq:AU40_17840
ko:K03835	senq:AU40_17865
ko:K05592	senq:AU40_17875
ko:K05803	senq:AU40_17880
ko:K00962	senq:AU40_17885
ko:K02956	senq:AU40_17890
ko:K03177	senq:AU40_17895
ko:K02834	senq:AU40_17900
ko:K02519	senq:AU40_17905
ko:K02600	senq:AU40_17910
ko:K09748	senq:AU40_17915
ko:K01940	senq:AU40_17925
ko:K03075	senq:AU40_17940
ko:K03431	senq:AU40_17945
ko:K00796	senq:AU40_17950
ko:K03798	senq:AU40_17955
ko:K02427	senq:AU40_17965
ko:K07574	senq:AU40_17970
ko:K03624	senq:AU40_17975
ko:K07259	senq:AU40_17985
ko:K03979	senq:AU40_17995
ko:K02899	senq:AU40_18005
ko:K02888	senq:AU40_18010
ko:K02523	senq:AU40_18015
ko:K07724	senq:AU40_18020
ko:K00790	senq:AU40_18025
ko:K07122	senq:AU40_18035
ko:K07323	senq:AU40_18040
ko:K02067	senq:AU40_18045
ko:K02066	senq:AU40_18050
ko:K02065	senq:AU40_18055
ko:K07301	senq:AU40_18060
ko:K06041	senq:AU40_18065
ko:K03270	senq:AU40_18070
ko:K11719	senq:AU40_18075
ko:K09774	senq:AU40_18080
ko:K06861	senq:AU40_18085
ko:K03092	senq:AU40_18090
ko:K06156	senq:AU40_19335
ko:K00851	senq:AU40_19340
ko:K06145	senq:AU40_19345
ko:K06911	senq:AU40_19350
ko:K03825	senq:AU40_19370
ko:K09936	senq:AU40_19390
ko:K07048	senq:AU40_19395
ko:K00681	senq:AU40_19400
ko:K01126	senq:AU40_19410
ko:K05816	senq:AU40_19415
ko:K05815	senq:AU40_19420
ko:K05814	senq:AU40_19425
ko:K05813	senq:AU40_19430
ko:K07341	senq:AU40_19435
ko:K19165	senq:AU40_19440
ko:K01996	senq:AU40_19445
ko:K01995	senq:AU40_19450
ko:K01998	senq:AU40_19455
ko:K01997	senq:AU40_19460
ko:K01999	senq:AU40_19465
ko:K01999	senq:AU40_19485
ko:K03089	senq:AU40_19490
ko:K09811	senq:AU40_19495
ko:K09812	senq:AU40_19500
ko:K03110	senq:AU40_19505
ko:K08316	senq:AU40_19510
ko:K08993	senq:AU40_19515
ko:K01534	senq:AU40_19530
ko:K03406	senq:AU40_19535
ko:K13497	senq:AU40_07600
ko:K01657	senq:AU40_07605
ko:K07053	senq:AU40_07610
ko:K06178	senq:AU40_07620
ko:K05541	senq:AU40_12265
ko:K16165	senq:AU40_12280
ko:K00450	senq:AU40_12285
ko:K08195	senq:AU40_12290
ko:K06518	senq:AU40_12300
ko:K01489	senq:AU40_12310
ko:K03748	senq:AU40_12315
ko:K17722	senq:AU40_12325
ko:K17723	senq:AU40_12330
ko:K10541	senq:AU40_12335
ko:K10542	senq:AU40_12340
ko:K10540	senq:AU40_12345
ko:K02529	senq:AU40_12350
ko:K07148	senq:AU40_12360
ko:K01495	senq:AU40_12365
ko:K01070	senq:AU40_12375
ko:K01752	senq:AU40_12385
ko:K07783	senq:AU40_12395
ko:K16089	senq:AU40_12400
ko:K11733	senq:AU40_12405
ko:K01151	senq:AU40_12435
ko:K02769	senq:AU40_12440
ko:K02770	senq:AU40_12440
ko:K00882	senq:AU40_12445
ko:K02768	senq:AU40_12450
ko:K11183	senq:AU40_12450
ko:K03291	senq:AU40_12465
ko:K06940	senq:AU40_12480
ko:K02356	senq:AU40_12485
ko:K13694	senq:AU40_12505
ko:K13893	senq:AU40_12515
ko:K13894	senq:AU40_12520
ko:K13895	senq:AU40_12525
ko:K13896	senq:AU40_12530
ko:K07552	senq:AU40_12545
ko:K06183	senq:AU40_12550
ko:K14219	senq:AU40_13465
ko:K19270	senq:AU40_13120
ko:K19265	senq:AU40_13580
ko:K01992	senq:AU40_04375
ko:K01992	senq:AU40_04385
ko:K01992	senq:AU40_19575
ko:K14221	senq:AU40_01470
ko:K14221	senq:AU40_21320
ko:K14221	senq:AU40_01525
ko:K14228	senq:AU40_17935
ko:K01066	senq:AU40_22070
ko:K08348	senq:AU40_08615
ko:K14237	senq:AU40_09405
ko:K01985	senq:AU40_01465
ko:K01985	senq:AU40_22685
ko:K01985	senq:AU40_21830
ko:K01985	senq:AU40_22940
ko:K01985	senq:AU40_21315
ko:K01985	senq:AU40_14715
ko:K01985	senq:AU40_18545
ko:K01985	senq:AU40_18535
ko:K03722	senq:AU40_07050
ko:K19416	senq:AU40_05505
ko:K14219	senq:AU40_21505
ko:K14238	senq:AU40_20535
ko:K07497	senq:AU40_02990
ko:K07497	senq:AU40_24560
ko:K07497	senq:AU40_24570
ko:K07497	senq:AU40_11105
ko:K07497	senq:AU40_11115
ko:K07497	senq:AU40_01610
ko:K07497	senq:AU40_25910
ko:K07497	senq:AU40_25920
ko:K07497	senq:AU40_01765
ko:K07497	senq:AU40_14160
ko:K07497	senq:AU40_14935
ko:K07497	senq:AU40_14945
ko:K11645	senq:AU40_12075
ko:K11745	senq:AU40_00470
ko:K19335	senq:AU40_07885
ko:K03722	senq:AU40_04415
ko:K01582	senq:AU40_01360
ko:K14219	senq:AU40_02980
ko:K14219	senq:AU40_10350
ko:K14219	senq:AU40_10425
ko:K01978	senq:AU40_25955
ko:K19353	senq:AU40_22595
ko:K19267	senq:AU40_24080
ko:K19337	senq:AU40_06485
ko:K19304	senq:AU40_06470
ko:K19505	senq:AU40_24815
ko:K19334	senq:AU40_24340
ko:K19302	senq:AU40_04685
ko:K15366	senq:AU40_25490
ko:K15354	senq:AU40_05295
ko:K01175	senq:AU40_03775
ko:K19270	senq:AU40_09950
ko:K19354	senq:AU40_20305
ko:K19336	senq:AU40_07880
ko:K19333	senq:AU40_06920
ko:K21637	senq:AU40_17040
ko:K07713	senq:AU40_22905
ko:K02483	senq:AU40_05560
ko:K03293	senq:AU40_21500
ko:K07274	senq:AU40_10215
ko:K06884	senq:AU40_07580
ko:K06884	senq:AU40_08900
ko:K02031	senq:AU40_10370
ko:K01785	senq:AU40_22005
ko:K01066	senq:AU40_02655
ko:K01980	senq:AU40_01460
ko:K01980	senq:AU40_22935
ko:K01980	senq:AU40_18550
ko:K01980	senq:AU40_14720
ko:K01980	senq:AU40_22680
ko:K14222	senq:AU40_06185
ko:K18868	senq:AU40_25950
ko:K19303	senq:AU40_09350
ko:K01096	senq:AU40_07690
ko:K19510	senq:AU40_24845
ko:K19556	senq:AU40_25480
ko:K19507	senq:AU40_24825
ko:K14227	senq:AU40_01445
ko:K14227	senq:AU40_22670
ko:K00042	senq:AU40_02810
ko:K07497	senq:AU40_19990
ko:K19611	senq:AU40_03120
ko:K11209	senq:AU40_13210
ko:K19506	senq:AU40_24820
ko:K02257	senq:AU40_02380
ko:K19508	senq:AU40_24830
ko:K19509	senq:AU40_24835
ko:K18148	senq:AU40_01705
ko:K02796	senq:AU40_06985
ko:K19557	senq:AU40_25505
ko:K19592	senq:AU40_01920
ko:K19594	senq:AU40_01905
ko:K19709	senq:AU40_09745
ko:K19688	senq:AU40_04600
ko:K05875	senq:AU40_17540
ko:K05875	senq:AU40_06315
ko:K19745	senq:AU40_18425
ko:K19778	senq:AU40_08655
ko:K14218	senq:AU40_01450
ko:K14218	senq:AU40_22675
ko:K14218	senq:AU40_13605
ko:K14218	senq:AU40_13610
ko:K14234	senq:AU40_01755
ko:K14234	senq:AU40_18540
ko:K19776	senq:AU40_20990
ko:K00799	senq:AU40_04670
ko:K06131	senq:AU40_04360
ko:K00799	senq:AU40_13205
ko:K06132	senq:AU40_11000
ko:K07119	senq:AU40_08500
ko:K15777	senq:AU40_17375
ko:K07147	senq:AU40_18430
ko:K19784	senq:AU40_21080
ko:K19802	senq:AU40_07850
ko:K06148	senq:AU40_23295
ko:K19803	senq:AU40_12495
ko:K19804	senq:AU40_07700
ko:K00249	senq:AU40_04630
ko:K00996	senq:AU40_11765
ko:K05799	senq:AU40_00895
ko:K01582	senq:AU40_14470
ko:K19810	senq:AU40_23715
ko:K07662	senq:AU40_22240
ko:K07126	senq:AU40_02370
ko:K01185	senq:AU40_06635
ko:K02485	senq:AU40_07450
ko:K03445	senq:AU40_20700
ko:K00042	senq:AU40_17725
ko:K01139	senq:AU40_20495
ko:K00146	senq:AU40_17030
ko:K01271	senq:AU40_21795
ko:K09017	senq:AU40_05695
ko:K03973	senq:AU40_07815
ko:K02032	senq:AU40_10365
ko:K00344	senq:AU40_23205
ko:K07805	senq:AU40_10440
ko:K21638	senq:AU40_05630
ko:K21636	senq:AU40_24250
ko:K20023	senq:AU40_20245
ko:K20265	senq:AU40_13265
ko:K07686	senq:AU40_20740
ko:K20276	senq:AU40_14890
ko:K19591	senq:AU40_02705
ko:K01612	senq:AU40_15790
ko:K01236	senq:AU40_08665
ko:K20542	senq:AU40_19760
ko:K20534	senq:AU40_03010
ko:K20543	senq:AU40_19755
ko:K20534	senq:AU40_13480
ko:K20541	senq:AU40_19765
ko:K21394	senq:AU40_20095
ko:K22132	senq:AU40_16190
ko:K20609	senq:AU40_08385
ko:K01214	senq:AU40_08675
ko:K14219	senq:AU40_15235
ko:K14219	senq:AU40_15240
ko:K14219	senq:AU40_15245
ko:K14219	senq:AU40_15250
ko:K14230	senq:AU40_16200
ko:K14230	senq:AU40_17920
ko:K14230	senq:AU40_16205
ko:K14230	senq:AU40_17525
ko:K14228	senq:AU40_03645
ko:K14228	senq:AU40_06190
ko:K14228	senq:AU40_21515
ko:K14228	senq:AU40_24910
ko:K14228	senq:AU40_24920
ko:K14228	senq:AU40_24915
ko:K14228	senq:AU40_24445
ko:K14224	senq:AU40_14725
ko:K14224	senq:AU40_22930
ko:K14224	senq:AU40_18560
ko:K14231	senq:AU40_16960
ko:K14231	senq:AU40_23635
ko:K14237	senq:AU40_04030
ko:K14237	senq:AU40_13645
ko:K14237	senq:AU40_13635
ko:K14237	senq:AU40_13640
ko:K14233	senq:AU40_04925
ko:K14233	senq:AU40_11100
ko:K14233	senq:AU40_05510
ko:K14233	senq:AU40_11125
ko:K14233	senq:AU40_15255
ko:K02438	senq:AU40_19315
ko:K14225	senq:AU40_22730
ko:K14229	senq:AU40_04025
ko:K14229	senq:AU40_04045
ko:K14229	senq:AU40_13650
ko:K14229	senq:AU40_04035
ko:K14229	senq:AU40_04040
ko:K14232	senq:AU40_12590
ko:K14232	senq:AU40_19875
ko:K14232	senq:AU40_21520
ko:K14223	senq:AU40_03620
ko:K14223	senq:AU40_03625
ko:K14223	senq:AU40_03635
ko:K14223	senq:AU40_03640
ko:K14230	senq:AU40_03630
ko:K14230	senq:AU40_03650
ko:K14220	senq:AU40_11135
ko:K14225	senq:AU40_16475
ko:K14220	senq:AU40_11400
ko:K14220	senq:AU40_11150
ko:K14220	senq:AU40_11410
ko:K14236	senq:AU40_07415
ko:K14236	senq:AU40_07425
ko:K14236	senq:AU40_22720
ko:K14237	senq:AU40_09400
ko:K01977	senq:AU40_18565
ko:K01977	senq:AU40_22925
ko:K01977	senq:AU40_14730
ko:K14235	senq:AU40_21325
ko:K14226	senq:AU40_21510
ko:K14225	senq:AU40_06180
ko:K14225	senq:AU40_23825
ko:K14225	senq:AU40_23820
ko:K14225	senq:AU40_23830
ko:K21029	senq:AU40_04550
ko:K04333	senq:AU40_11050
ko:K21021	senq:AU40_14795
ko:K21023	senq:AU40_18500
ko:K21084	senq:AU40_11995
ko:K21085	senq:AU40_05940
ko:K21086	senq:AU40_19720
ko:K21087	senq:AU40_07175
ko:K21089	senq:AU40_12185
ko:K08968	senq:AU40_06895
ko:K00525	senq:AU40_12800
ko:K00821	senq:AU40_18950
ko:K21090	senq:AU40_07015
ko:K00525	senq:AU40_15150
ko:K00526	senq:AU40_15155
ko:K06866	senq:AU40_14660
ko:K06191	senq:AU40_15140
ko:K03553	senq:AU40_15290
ko:K00560	senq:AU40_16265
ko:K04068	senq:AU40_24240
ko:K06217	senq:AU40_05725
ko:K02316	senq:AU40_17505
ko:K06223	senq:AU40_19035
ko:K03676	senq:AU40_20270
ko:K01520	senq:AU40_20425
ko:K00558	senq:AU40_05915
ko:K11089	senq:AU40_19235
ko:K02315	senq:AU40_24860
ko:K06217	senq:AU40_03595
ko:K14744	senq:AU40_06640
ko:K02314	senq:AU40_23210
ko:K01185	senq:AU40_25475
ko:K06908	senq:AU40_25675
ko:K06907	senq:AU40_25680
ko:K06903	senq:AU40_25730
ko:K01185	senq:AU40_25765
ko:K03791	senq:AU40_06720
ko:K07313	senq:AU40_06865
ko:K16711	senq:AU40_11860
ko:K06223	senq:AU40_25840
ko:K06197	senq:AU40_07340
ko:K00857	senq:AU40_07465
ko:K03546	senq:AU40_02135
ko:K14059	senq:AU40_08010
ko:K10906	senq:AU40_08020
ko:K14059	senq:AU40_08135
ko:K00287	senq:AU40_00490
ko:K03292	senq:AU40_00875
ko:K05934	senq:AU40_11475
ko:K00526	senq:AU40_12805
ko:K13793	senq:AU40_06820
ko:K02335	senq:AU40_21875
ko:K13695	senq:AU40_09835
ko:K21393	senq:AU40_20100
ko:K21430	senq:AU40_04665
ko:K21395	senq:AU40_20105
ko:K21449	senq:AU40_20210
ko:K21470	senq:AU40_05190
ko:K01420	senq:AU40_07960
ko:K21602	senq:AU40_20070
ko:K21645	senq:AU40_04090
ko:K21739	senq:AU40_03040
ko:K21740	senq:AU40_03050
ko:K21741	senq:AU40_03055
ko:K21746	senq:AU40_03035
ko:K21698	senq:AU40_18370
ko:K21695	senq:AU40_18365
ko:K21759	senq:AU40_15795
ko:K21948	senq:AU40_15765
ko:K13638	senq:AU40_18640
ko:K21990	senq:AU40_13460
ko:K22041	senq:AU40_10625
ko:K22015	senq:AU40_23445
ko:K22015	senq:AU40_23440
ko:K22024	senq:AU40_00980
ko:K22044	senq:AU40_04445
ko:K22025	senq:AU40_15750
ko:K22051	senq:AU40_23795
ko:K08319	senq:AU40_15770
ko:K22131	senq:AU40_15755
ko:K01816	senq:AU40_02805
ko:K14274	senq:AU40_14770
ko:K22130	senq:AU40_15760
ko:K22129	senq:AU40_00975
ko:K03595	senq:AU40_14580
ko:K22105	senq:AU40_22640
ko:K22104	senq:AU40_18205
ko:K22110	senq:AU40_22200
ko:K22110	senq:AU40_05750
ko:K22110	senq:AU40_21985
ko:K22270	senq:AU40_12270
ko:K03079	senq:AU40_20120
ko:K08994	senq:AU40_08820
ko:K03078	senq:AU40_20115
ko:K03077	senq:AU40_20125
ko:K03077	senq:AU40_00570
ko:K15634	senq:AU40_25075
ko:K22397	senq:AU40_19290
ko:K22293	senq:AU40_08915
ko:K13566	senq:AU40_01670
ko:K11206	senq:AU40_03375
ko:K22488	senq:AU40_15545
ko:K22486	senq:AU40_15555
ko:K22489	senq:AU40_15780
ko:K22487	senq:AU40_15535
ko:K22505	senq:AU40_15530
ko:K22512	senq:AU40_15650
ko:K22504	senq:AU40_15665
ko:K22506	senq:AU40_15645
ko:K22507	senq:AU40_15625
ko:K22508	senq:AU40_15620
ko:K22509	senq:AU40_15615
ko:K22510	senq:AU40_15610
ko:K22511	senq:AU40_15660
ko:K22513	senq:AU40_15640
ko:K22514	senq:AU40_15635
