ko:K18928	but:X994_4295
ko:K14224	but:X994_391
ko:K14218	but:X994_388
ko:K14233	but:X994_256
ko:K14237	but:X994_105
ko:K14237	but:X994_1122
ko:K14237	but:X994_5068
ko:K14232	but:X994_1288
ko:K14218	but:X994_3107
ko:K14218	but:X994_4263
ko:K14218	but:X994_2896
ko:K14218	but:X994_1485
ko:K01046	but:X994_4725
ko:K14227	but:X994_1486
ko:K14227	but:X994_3106
ko:K14227	but:X994_2895
ko:K14227	but:X994_4264
ko:K14225	but:X994_2902
ko:K14230	but:X994_5347
ko:K07278	but:X994_1740
ko:K01971	but:X994_4842
ko:K18929	but:X994_4294
ko:K18901	but:X994_4326
ko:K10747	but:X994_1381
ko:K18903	but:X994_4324
ko:K03111	but:X994_330
ko:K03169	but:X994_328
ko:K03746	but:X994_841
ko:K04565	but:X994_1733
ko:K03496	but:X994_1745
ko:K14060	but:X994_1792
ko:K03111	but:X994_2146
ko:K03746	but:X994_1214
ko:K03746	but:X994_1244
ko:K03746	but:X994_4556
ko:K03746	but:X994_4622
ko:K03497	but:X994_4693
ko:K03496	but:X994_4694
ko:K14266	but:X994_5084
ko:K01856	but:X994_5205
ko:K03169	but:X994_2537
ko:K14060	but:X994_2547
ko:K14060	but:X994_2573
ko:K03496	but:X994_2694
ko:K03497	but:X994_2695
ko:K03746	but:X994_2820
ko:K03746	but:X994_2852
ko:K03646	but:X994_3395
ko:K03746	but:X994_3770
ko:K03746	but:X994_4925
ko:K03746	but:X994_772
ko:K15773	but:X994_5529
ko:K03746	but:X994_5587
ko:K03496	but:X994_6346
ko:K03497	but:X994_6347
ko:K03111	but:X994_6374
ko:K14060	but:X994_6400
ko:K08151	but:X994_5863
ko:K12070	but:X994_6430
ko:K12071	but:X994_6431
ko:K03746	but:X994_6459
ko:K03746	but:X994_6067
ko:K03746	but:X994_6463
ko:K03746	but:X994_6564
ko:K03194	but:X994_6594
ko:K03201	but:X994_6601
ko:K03203	but:X994_6602
ko:K03204	but:X994_6603
ko:K03196	but:X994_6605
ko:K03205	but:X994_6607
ko:K03497	but:X994_6618
ko:K03496	but:X994_6619
ko:K03111	but:X994_6621
ko:K03746	but:X994_6278
ko:K03746	but:X994_6321
ko:K02483	but:X994_5657
ko:K07484	but:X994_6333
ko:K07484	but:X994_6560
ko:K07050	but:X994_1554
ko:K03761	but:X994_997
ko:K03761	but:X994_4621
ko:K12241	but:X994_4030
ko:K12240	but:X994_4031
ko:K12238	but:X994_4034
ko:K18249	but:X994_5211
ko:K15650	but:X994_5972
ko:K07497	but:X994_4969
ko:K07497	but:X994_6529
ko:K03761	but:X994_5557
ko:K07483	but:X994_832
ko:K07483	but:X994_4971
ko:K07483	but:X994_4990
ko:K19055	but:X994_6070
ko:K08642	but:X994_4038
ko:K09472	but:X994_4146
ko:K05999	but:X994_5119
ko:K07050	but:X994_5808
ko:K00344	but:X994_4515
ko:K07484	but:X994_4991
ko:K14742	but:X994_404
ko:K03526	but:X994_646
ko:K02663	but:X994_2962
ko:K05396	but:X994_5966
ko:K00820	but:X994_2199
ko:K18979	but:X994_1875
ko:K18248	but:X994_5210
ko:K18981	but:X994_6509
ko:K07483	but:X994_6553
ko:K07483	but:X994_6559
ko:K07483	but:X994_6332
ko:K18373	but:X994_5719
ko:K05874	but:X994_70
ko:K01458	but:X994_98
ko:K13543	but:X994_1719
ko:K05396	but:X994_3542
ko:K16011	but:X994_3346
ko:K00632	but:X994_2065
ko:K01139	but:X994_3584
ko:K00344	but:X994_1566
ko:K00335	but:X994_1518
ko:K00336	but:X994_1517
ko:K16319	but:X994_5208
ko:K18373	but:X994_5488
ko:K18373	but:X994_5503
ko:K00146	but:X994_6257
ko:K00130	but:X994_5769
ko:K01505	but:X994_5801
ko:K07497	but:X994_5931
ko:K07498	but:X994_5033
ko:K07498	but:X994_5036
ko:K05913	but:X994_3875
ko:K07644	but:X994_3885
ko:K04772	but:X994_3009
ko:K06867	but:X994_572
ko:K07497	but:X994_5932
ko:K00148	but:X994_4074
ko:K06020	but:X994_3073
ko:K05874	but:X994_1001
ko:K16011	but:X994_5264
ko:K07326	but:X994_5029
ko:K05874	but:X994_2373
ko:K19221	but:X994_942
ko:K07172	but:X994_6465
ko:K12239	but:X994_4032
ko:K01851	but:X994_4037
ko:K02650	but:X994_1954
ko:K07749	but:X994_634
ko:K00249	but:X994_2101
ko:K00433	but:X994_4175
ko:K03309	but:X994_4323
ko:K09017	but:X994_4350
ko:K05874	but:X994_4474
ko:K01801	but:X994_2181
ko:K07326	but:X994_4976
ko:K07326	but:X994_4977
ko:K00571	but:X994_5410
ko:K02487	but:X994_312
ko:K00020	but:X994_4786
ko:K00499	but:X994_5336
ko:K01046	but:X994_5362
ko:K06900	but:X994_5457
ko:K07100	but:X994_1997
ko:K00476	but:X994_5697
ko:K10811	but:X994_6054
ko:K02031	but:X994_6171
ko:K05875	but:X994_3881
ko:K02483	but:X994_3928
ko:K00020	but:X994_3999
ko:K00571	but:X994_3024
ko:K08678	but:X994_4806
ko:K05875	but:X994_4462
ko:K00249	but:X994_5054
ko:K01710	but:X994_3473
ko:K07326	but:X994_5378
ko:K10844	but:X994_6268
ko:K03293	but:X994_6280
ko:K10439	but:X994_3783
ko:K12242	but:X994_4035
ko:K22468	but:X994_5847
ko:K00249	but:X994_1500
ko:K02483	but:X994_3990
ko:K00146	but:X994_2616
ko:K01167	but:X994_3194
ko:K00102	but:X994_3314
ko:K07011	but:X994_3481
ko:K03328	but:X994_3492
ko:K03285	but:X994_3588
ko:K02351	but:X994_22
ko:K03296	but:X994_349
ko:K05799	but:X994_4296
ko:K16011	but:X994_2110
ko:K00249	but:X994_2213
ko:K07326	but:X994_1676
ko:K01781	but:X994_1969
ko:K09459	but:X994_4010
ko:K19339	but:X994_734
ko:K19265	but:X994_2485
ko:K01066	but:X994_563
ko:K01785	but:X994_5003
ko:K01785	but:X994_3188
ko:K01992	but:X994_5155
ko:K03722	but:X994_663
ko:K07497	but:X994_5933
ko:K07497	but:X994_6484
ko:K07497	but:X994_6486
ko:K07497	but:X994_6531
ko:K07497	but:X994_6549
ko:K07497	but:X994_6550
ko:K07497	but:X994_6338
ko:K19337	but:X994_3220
ko:K19342	but:X994_738
ko:K07497	but:X994_825
ko:K07497	but:X994_1672
ko:K07497	but:X994_1674
ko:K07497	but:X994_1222
ko:K07497	but:X994_4974
ko:K07497	but:X994_3955
ko:K07497	but:X994_4219
ko:K07497	but:X994_4220
ko:K07497	but:X994_4395
ko:K00529	but:X994_6219
ko:K09690	but:X994_3477
ko:K09459	but:X994_4112
ko:K04771	but:X994_1928
ko:K13790	but:X994_5593
ko:K00525	but:X994_3159
ko:K19302	but:X994_4673
ko:K00525	but:X994_4768
ko:K19416	but:X994_642
ko:K19340	but:X994_740
ko:K19341	but:X994_739
ko:K11209	but:X994_3247
ko:K15669	but:X994_3362
ko:K00525	but:X994_4140
ko:K19577	but:X994_2039
ko:K19577	but:X994_3422
ko:K00799	but:X994_2436
ko:K20257	but:X994_4135
ko:K19713	but:X994_5376
ko:K19670	but:X994_4268
ko:K14235	but:X994_2905
ko:K00992	but:X994_2059
ko:K19666	but:X994_6238
ko:K07666	but:X994_1930
ko:K16215	but:X994_885
ko:K19743	but:X994_6182
ko:K19731	but:X994_5546
ko:K20250	but:X994_5545
ko:K07119	but:X994_5246
ko:K07119	but:X994_5874
ko:K06131	but:X994_2069
ko:K19784	but:X994_4698
ko:K06132	but:X994_5213
ko:K08744	but:X994_14
ko:K07147	but:X994_2955
ko:K15777	but:X994_3063
ko:K00799	but:X994_5035
ko:K08992	but:X994_3636
ko:K19804	but:X994_3637
ko:K06016	but:X994_6265
ko:K19813	but:X994_6143
ko:K21636	but:X994_81
ko:K14731	but:X994_2091
ko:K00529	but:X994_5937
ko:K19981	but:X994_5083
ko:K19982	but:X994_5081
ko:K09796	but:X994_23
ko:K20034	but:X994_554
ko:K20035	but:X994_3651
ko:K20273	but:X994_5560
ko:K20274	but:X994_4055
ko:K11900	but:X994_4507
ko:K13061	but:X994_6240
ko:K18379	but:X994_5495
ko:K20332	but:X994_6034
ko:K00507	but:X994_1821
ko:K00507	but:X994_5043
ko:K00507	but:X994_5046
ko:K20455	but:X994_4470
ko:K20429	but:X994_2810
ko:K20333	but:X994_6032
ko:K20329	but:X994_1459
ko:K20532	but:X994_6351
ko:K20531	but:X994_6350
ko:K20530	but:X994_6426
ko:K20529	but:X994_6425
ko:K20533	but:X994_6352
ko:K20542	but:X994_5532
ko:K20543	but:X994_5533
ko:K20534	but:X994_4873
ko:K09788	but:X994_4469
ko:K08282	but:X994_4957
ko:K03197	but:X994_6596
ko:K03198	but:X994_6597
ko:K03200	but:X994_6599
ko:K20541	but:X994_5531
ko:K19591	but:X994_4259
ko:K22131	but:X994_5699
ko:K03199	but:X994_6598
ko:K03195	but:X994_6604
ko:K20866	but:X994_5705
ko:K01214	but:X994_1261
ko:K02487	but:X994_5509
ko:K13877	but:X994_6517
ko:K20938	but:X994_3931
ko:K20940	but:X994_4948
ko:K21061	but:X994_4283
ko:K21062	but:X994_4285
ko:K21053	but:X994_3610
ko:K00840	but:X994_47
ko:K21023	but:X994_3761
ko:K08968	but:X994_18
ko:K13609	but:X994_4288
ko:K13877	but:X994_4287
ko:K21801	but:X994_4929
ko:K13877	but:X994_4657
ko:K21029	but:X994_2256
ko:K08261	but:X994_1910
ko:K00526	but:X994_3160
ko:K06919	but:X994_1658
ko:K06919	but:X994_1782
ko:K01520	but:X994_1829
ko:K03553	but:X994_1960
ko:K06217	but:X994_2042
ko:K03676	but:X994_2252
ko:K00287	but:X994_3671
ko:K00560	but:X994_3677
ko:K06952	but:X994_1379
ko:K07313	but:X994_5280
ko:K02316	but:X994_5345
ko:K06919	but:X994_2582
ko:K00558	but:X994_2777
ko:K17733	but:X994_3043
ko:K07451	but:X994_4221
ko:K06919	but:X994_6375
ko:K18640	but:X994_6380
ko:K07336	but:X994_5951
ko:K06919	but:X994_6408
ko:K09935	but:X994_6447
ko:K03546	but:X994_6450
ko:K00560	but:X994_6051
ko:K06903	but:X994_217
ko:K06223	but:X994_515
ko:K02314	but:X994_596
ko:K06907	but:X994_223
ko:K06908	but:X994_224
ko:K06906	but:X994_227
ko:K06905	but:X994_229
ko:K01185	but:X994_231
ko:K06223	but:X994_233
ko:K00558	but:X994_327
ko:K05874	but:X994_2829
ko:K02335	but:X994_5330
ko:K02032	but:X994_6172
ko:K08100	but:X994_1836
ko:K13993	but:X994_1343
ko:K02483	but:X994_1961
ko:K00249	but:X994_107
ko:K03293	but:X994_2864
ko:K02482	but:X994_3752
ko:K09983	but:X994_950
ko:K03328	but:X994_2112
ko:K05375	but:X994_888
ko:K05375	but:X994_956
ko:K21307	but:X994_4749
ko:K21308	but:X994_4748
ko:K21309	but:X994_4746
ko:K05710	but:X994_6231
ko:K07497	but:X994_5085
ko:K03892	but:X994_5687
ko:K21405	but:X994_4022
ko:K03651	but:X994_1428
ko:K21449	but:X994_1247
ko:K21420	but:X994_1040
ko:K01451	but:X994_4352
ko:K01451	but:X994_4531
ko:K01420	but:X994_4660
ko:K01420	but:X994_5179
ko:K01420	but:X994_5993
ko:K21699	but:X994_3873
ko:K10026	but:X994_2524
ko:K21563	but:X994_73
ko:K10914	but:X994_1852
ko:K21645	but:X994_3227
ko:K21757	but:X994_5194
ko:K00043	but:X994_1181
ko:K21825	but:X994_46
ko:K21826	but:X994_4073
ko:K21826	but:X994_5694
ko:K21833	but:X994_4069
ko:K21834	but:X994_4068
ko:K21832	but:X994_4064
ko:K21929	but:X994_4817
ko:K21948	but:X994_5702
ko:K21929	but:X994_406
ko:K01634	but:X994_5058
ko:K01634	but:X994_5062
ko:K05802	but:X994_733
ko:K22003	but:X994_3433
ko:K22025	but:X994_5698
ko:K03285	but:X994_284
ko:K03741	but:X994_5685
ko:K01816	but:X994_585
ko:K22130	but:X994_5701
ko:K22132	but:X994_1881
ko:K08319	but:X994_5703
ko:K03595	but:X994_5
ko:K00090	but:X994_3695
ko:K14274	but:X994_6538
ko:K14274	but:X994_4996
ko:K22067	but:X994_5887
ko:K07183	but:X994_5888
ko:K00304	but:X994_5752
ko:K00302	but:X994_5753
ko:K22185	but:X994_3187
ko:K08994	but:X994_6153
ko:K22292	but:X994_3625
ko:K22252	but:X994_5418
ko:K22303	but:X994_3951
ko:K02257	but:X994_2235
ko:K00611	but:X994_1867
ko:K13061	but:X994_5975
ko:K22348	but:X994_4162
ko:K11206	but:X994_3319
ko:K22488	but:X994_5570
ko:K00424	but:X994_727
ko:K22487	but:X994_5568
ko:K00424	but:X994_2195
ko:K22505	but:X994_5567
ko:K22512	but:X994_5575
ko:K22504	but:X994_5572
ko:K22506	but:X994_5576
ko:K22507	but:X994_5580
ko:K22508	but:X994_5581
ko:K22509	but:X994_5582
ko:K22510	but:X994_5583
ko:K22511	but:X994_5573
ko:K22550	but:X994_4282
ko:K01007	but:X994_449
ko:K22549	but:X994_4281
