ko:K09896	eclo:ENC_00120
ko:K07483	eclo:ENC_35920
ko:K17938	eclo:ENC_23860
ko:K18325	eclo:ENC_21880
ko:K07506	eclo:ENC_11000
ko:K03366	eclo:ENC_21670
ko:K01096	eclo:ENC_08390
ko:K09017	eclo:ENC_16220
ko:K13053	eclo:ENC_16700
ko:K03896	eclo:ENC_41850
ko:K02031	eclo:ENC_40810
ko:K04103	eclo:ENC_38590
ko:K00001	eclo:ENC_00580
ko:K01582	eclo:ENC_47090
ko:K18142	eclo:ENC_35160
ko:K01652	eclo:ENC_31750
ko:K02032	eclo:ENC_24760
ko:K02031	eclo:ENC_24770
ko:K05396	eclo:ENC_05570
ko:K02058	eclo:ENC_21260
ko:K17850	eclo:ENC_42530
ko:K21469	eclo:ENC_14650
ko:K07782	eclo:ENC_05610
ko:K18324	eclo:ENC_38060
ko:K05874	eclo:ENC_44750
ko:K05874	eclo:ENC_43100
ko:K08156	eclo:ENC_09890
ko:K01175	eclo:ENC_20400
ko:K18326	eclo:ENC_40900
ko:K07347	eclo:ENC_03020
ko:K11903	eclo:ENC_03100
ko:K07687	eclo:ENC_03300
ko:K10195	eclo:ENC_30850
ko:K11932	eclo:ENC_41690
ko:K05517	eclo:ENC_41740
ko:K07106	eclo:ENC_42000
ko:K00077	eclo:ENC_21730
ko:K11903	eclo:ENC_21750
ko:K00077	eclo:ENC_21790
ko:K02799	eclo:ENC_31680
ko:K02800	eclo:ENC_31680
ko:K03098	eclo:ENC_42510
ko:K01912	eclo:ENC_11590
ko:K00074	eclo:ENC_11640
ko:K03837	eclo:ENC_11900
ko:K01812	eclo:ENC_12030
ko:K01812	eclo:ENC_12040
ko:K10804	eclo:ENC_22350
ko:K11198	eclo:ENC_43580
ko:K11199	eclo:ENC_43580
ko:K11200	eclo:ENC_43580
ko:K03704	eclo:ENC_12780
ko:K01358	eclo:ENC_23080
ko:K02015	eclo:ENC_32690
ko:K01866	eclo:ENC_13070
ko:K03327	eclo:ENC_13380
ko:K03492	eclo:ENC_23360
ko:K07347	eclo:ENC_13840
ko:K08301	eclo:ENC_34920
ko:K07665	eclo:ENC_35350
ko:K01664	eclo:ENC_25730
ko:K19587	eclo:ENC_37660
ko:K03648	eclo:ENC_36820
ko:K03634	eclo:ENC_17910
ko:K17320	eclo:ENC_28210
ko:K03408	eclo:ENC_28270
ko:K03407	eclo:ENC_28280
ko:K02395	eclo:ENC_28400
ko:K02394	eclo:ENC_28410
ko:K02393	eclo:ENC_28420
ko:K02392	eclo:ENC_28430
ko:K02387	eclo:ENC_28480
ko:K02399	eclo:ENC_28510
ko:K02422	eclo:ENC_28530
ko:K02419	eclo:ENC_28610
ko:K02417	eclo:ENC_28630
ko:K02416	eclo:ENC_28640
ko:K02415	eclo:ENC_28650
ko:K02414	eclo:ENC_28670
ko:K02410	eclo:ENC_28720
ko:K02409	eclo:ENC_28730
ko:K00575	eclo:ENC_28750
ko:K03414	eclo:ENC_28780
ko:K02400	eclo:ENC_28800
ko:K14051	eclo:ENC_08490
ko:K05591	eclo:ENC_09190
ko:K07788	eclo:ENC_40940
ko:K11904	eclo:ENC_08970
ko:K11904	eclo:ENC_07420
ko:K18479	eclo:ENC_00280
ko:K18478	eclo:ENC_00310
ko:K16235	eclo:ENC_23990
ko:K11904	eclo:ENC_36700
ko:K00681	eclo:ENC_24720
ko:K00681	eclo:ENC_26370
ko:K04065	eclo:ENC_44970
ko:K00335	eclo:ENC_39270
ko:K07794	eclo:ENC_39480
ko:K18515	eclo:ENC_48580
ko:K00130	eclo:ENC_31760
ko:K18640	eclo:ENC_35730
ko:K18765	eclo:ENC_34980
ko:K11741	eclo:ENC_42500
ko:K05874	eclo:ENC_10680
ko:K18850	eclo:ENC_15090
ko:K18920	eclo:ENC_45840
ko:K18850	eclo:ENC_44350
ko:K20881	eclo:ENC_26000
ko:K20861	eclo:ENC_18680
ko:K20866	eclo:ENC_00330
ko:K20862	eclo:ENC_01950
ko:K18778	eclo:ENC_46130
ko:K18831	eclo:ENC_03620
ko:K18657	eclo:ENC_16840
ko:K18890	eclo:ENC_22930
ko:K18918	eclo:ENC_36060
ko:K07810	eclo:ENC_20940
ko:K03894	eclo:ENC_41860
ko:K10748	eclo:ENC_12820
ko:K05839	eclo:ENC_22690
ko:K05785	eclo:ENC_01710
ko:K04565	eclo:ENC_13190
ko:K07810	eclo:ENC_35500
ko:K07796	eclo:ENC_35510
ko:K03502	eclo:ENC_35710
ko:K03503	eclo:ENC_35720
ko:K03497	eclo:ENC_35860
ko:K11811	eclo:ENC_35950
ko:K12068	eclo:ENC_36150
ko:K12067	eclo:ENC_36160
ko:K12066	eclo:ENC_36170
ko:K12065	eclo:ENC_36180
ko:K12063	eclo:ENC_36250
ko:K12061	eclo:ENC_36270
ko:K12060	eclo:ENC_36340
ko:K12059	eclo:ENC_36350
ko:K12058	eclo:ENC_36360
ko:K12057	eclo:ENC_36370
ko:K12072	eclo:ENC_36400
ko:K12056	eclo:ENC_36410
ko:K03674	eclo:ENC_18580
ko:K03746	eclo:ENC_07950
ko:K11685	eclo:ENC_29180
ko:K08722	eclo:ENC_39200
ko:K07497	eclo:ENC_35930
ko:K03976	eclo:ENC_22460
ko:K19055	eclo:ENC_14810
ko:K03526	eclo:ENC_37470
ko:K03761	eclo:ENC_36730
ko:K18979	eclo:ENC_42650
ko:K19048	eclo:ENC_02930
ko:K19048	eclo:ENC_29860
ko:K19048	eclo:ENC_44130
ko:K19000	eclo:ENC_47120
ko:K07746	eclo:ENC_35300
ko:K11748	eclo:ENC_25520
ko:K19221	eclo:ENC_08290
ko:K19222	eclo:ENC_13900
ko:K19166	eclo:ENC_03630
ko:K19163	eclo:ENC_09870
ko:K19174	eclo:ENC_44040
ko:K02777	eclo:ENC_38370
ko:K19170	eclo:ENC_44080
ko:K19174	eclo:ENC_44030
ko:K16291	eclo:ENC_41710
ko:K19171	eclo:ENC_44070
ko:K21498	eclo:ENC_29040
ko:K19228	eclo:ENC_08610
ko:K19234	eclo:ENC_13640
ko:K19235	eclo:ENC_18970
ko:K19159	eclo:ENC_03130
ko:K19175	eclo:ENC_44050
ko:K19162	eclo:ENC_22680
ko:K19169	eclo:ENC_44100
ko:K19172	eclo:ENC_44060
ko:K19168	eclo:ENC_31320
ko:K00336	eclo:ENC_39280
ko:K19265	eclo:ENC_38580
ko:K19265	eclo:ENC_32390
ko:K01066	eclo:ENC_00370
ko:K19416	eclo:ENC_16570
ko:K03722	eclo:ENC_19390
ko:K19271	eclo:ENC_12200
ko:K19267	eclo:ENC_43130
ko:K19337	eclo:ENC_06420
ko:K19338	eclo:ENC_41720
ko:K19304	eclo:ENC_06390
ko:K19334	eclo:ENC_43790
ko:K19302	eclo:ENC_18710
ko:K19270	eclo:ENC_14270
ko:K19333	eclo:ENC_06680
ko:K19303	eclo:ENC_13280
ko:K19577	eclo:ENC_13310
ko:K06884	eclo:ENC_30990
ko:K19611	eclo:ENC_21490
ko:K11209	eclo:ENC_39060
ko:K19215	eclo:ENC_42520
ko:K02796	eclo:ENC_06770
ko:K22003	eclo:ENC_41900
ko:K19688	eclo:ENC_18760
ko:K19775	eclo:ENC_33510
ko:K19745	eclo:ENC_34990
ko:K19776	eclo:ENC_03870
ko:K07119	eclo:ENC_09460
ko:K00799	eclo:ENC_18740
ko:K06131	eclo:ENC_19490
ko:K00799	eclo:ENC_39070
ko:K15777	eclo:ENC_32820
ko:K07147	eclo:ENC_35000
ko:K19784	eclo:ENC_04010
ko:K19802	eclo:ENC_08860
ko:K19803	eclo:ENC_39960
ko:K21613	eclo:ENC_09570
ko:K01185	eclo:ENC_24150
ko:K19810	eclo:ENC_42450
ko:K21638	eclo:ENC_12770
ko:K21638	eclo:ENC_15050
ko:K21636	eclo:ENC_43570
ko:K19956	eclo:ENC_31660
ko:K20074	eclo:ENC_07300
ko:K07686	eclo:ENC_03590
ko:K20117	eclo:ENC_22200
ko:K20118	eclo:ENC_22200
ko:K20264	eclo:ENC_02990
ko:K01612	eclo:ENC_29890
ko:K01236	eclo:ENC_10340
ko:K20542	eclo:ENC_27290
ko:K20541	eclo:ENC_27300
ko:K22132	eclo:ENC_30500
ko:K02790	eclo:ENC_33810
ko:K02791	eclo:ENC_33810
ko:K02438	eclo:ENC_26250
ko:K02790	eclo:ENC_30200
ko:K02791	eclo:ENC_30200
ko:K02790	eclo:ENC_37370
ko:K02791	eclo:ENC_37370
ko:K02790	eclo:ENC_12890
ko:K02791	eclo:ENC_12890
ko:K21023	eclo:ENC_35130
ko:K03077	eclo:ENC_45740
ko:K21029	eclo:ENC_18860
ko:K21029	eclo:ENC_18870
ko:K21086	eclo:ENC_27220
ko:K21021	eclo:ENC_28010
ko:K02495	eclo:ENC_00190
ko:K08968	eclo:ENC_06630
ko:K21028	eclo:ENC_14530
ko:K01023	eclo:ENC_41780
ko:K00821	eclo:ENC_25710
ko:K21090	eclo:ENC_06820
ko:K21264	eclo:ENC_44180
ko:K00526	eclo:ENC_29250
ko:K06191	eclo:ENC_29220
ko:K07474	eclo:ENC_27700
ko:K06223	eclo:ENC_25840
ko:K07313	eclo:ENC_06570
ko:K06919	eclo:ENC_17360
ko:K06197	eclo:ENC_07670
ko:K00857	eclo:ENC_07960
ko:K03676	eclo:ENC_02280
ko:K01520	eclo:ENC_02590
ko:K02314	eclo:ENC_04830
ko:K03546	eclo:ENC_23670
ko:K00560	eclo:ENC_30630
ko:K00558	eclo:ENC_42030
ko:K02315	eclo:ENC_44790
ko:K06866	eclo:ENC_36830
ko:K16711	eclo:ENC_41230
ko:K04068	eclo:ENC_43560
ko:K22468	eclo:ENC_09880
ko:K03292	eclo:ENC_46240
ko:K03293	eclo:ENC_02080
ko:K21470	eclo:ENC_17570
ko:K01420	eclo:ENC_12660
ko:K07334	eclo:ENC_29030
ko:K21602	eclo:ENC_47430
ko:K00863	eclo:ENC_34560
ko:K01451	eclo:ENC_30160
ko:K21698	eclo:ENC_34880
ko:K21695	eclo:ENC_34870
ko:K21712	eclo:ENC_43700
ko:K21759	eclo:ENC_29880
ko:K21801	eclo:ENC_28820
ko:K02334	eclo:ENC_24420
ko:K13638	eclo:ENC_25070
ko:K21965	eclo:ENC_03220
ko:K21975	eclo:ENC_13750
ko:K21966	eclo:ENC_03210
ko:K21968	eclo:ENC_03190
ko:K21976	eclo:ENC_13760
ko:K21990	eclo:ENC_38690
ko:K22041	eclo:ENC_15270
ko:K22015	eclo:ENC_05080
ko:K21964	eclo:ENC_03230
ko:K21967	eclo:ENC_03200
ko:K21972	eclo:ENC_13720
ko:K21973	eclo:ENC_13730
ko:K02464	eclo:ENC_18230
ko:K15576	eclo:ENC_07750
ko:K05275	eclo:ENC_12570
ko:K14274	eclo:ENC_27960
ko:K03595	eclo:ENC_36950
ko:K22105	eclo:ENC_01140
ko:K22104	eclo:ENC_34690
ko:K22110	eclo:ENC_30920
ko:K22110	eclo:ENC_43640
ko:K22110	eclo:ENC_00240
ko:K03079	eclo:ENC_47500
ko:K08994	eclo:ENC_10620
ko:K03078	eclo:ENC_47490
ko:K03077	eclo:ENC_47510
ko:K15634	eclo:ENC_45200
ko:K02257	eclo:ENC_23180
ko:K22397	eclo:ENC_43800
ko:K22396	eclo:ENC_43810
ko:K22293	eclo:ENC_11980
ko:K13566	eclo:ENC_24710
ko:K07319	eclo:ENC_35770
ko:K22441	eclo:ENC_16230
ko:K00424	eclo:ENC_20030
ko:K22489	eclo:ENC_29910
