ko:K07046	bpse:BDL_4073
ko:K10017	bpse:BDL_1008
ko:K04751	bpse:BDL_1010
ko:K01950	bpse:BDL_1011
ko:K09919	bpse:BDL_1012
ko:K07461	bpse:BDL_1014
ko:K02498	bpse:BDL_1019
ko:K01749	bpse:BDL_1021
ko:K01595	bpse:BDL_1022
ko:K07347	bpse:BDL_1029
ko:K01755	bpse:BDL_1030
ko:K01584	bpse:BDL_1033
ko:K01494	bpse:BDL_1034
ko:K01874	bpse:BDL_1038
ko:K09800	bpse:BDL_1041
ko:K05896	bpse:BDL_1044
ko:K01918	bpse:BDL_1045
ko:K01579	bpse:BDL_1046
ko:K02232	bpse:BDL_1048
ko:K02231	bpse:BDL_1049
ko:K02227	bpse:BDL_1050
ko:K02225	bpse:BDL_1051
ko:K02016	bpse:BDL_1052
ko:K03650	bpse:BDL_1862
ko:K03217	bpse:BDL_1864
ko:K03536	bpse:BDL_1865
ko:K02914	bpse:BDL_1866
ko:K02313	bpse:BDL_1867
ko:K02338	bpse:BDL_1868
ko:K02470	bpse:BDL_1869
ko:K03781	bpse:BDL_1872
ko:K03088	bpse:BDL_1873
ko:K02616	bpse:BDL_1885
ko:K01999	bpse:BDL_1894
ko:K01997	bpse:BDL_1895
ko:K01998	bpse:BDL_1896
ko:K01995	bpse:BDL_1897
ko:K01996	bpse:BDL_1898
ko:K01555	bpse:BDL_2708
ko:K04719	bpse:BDL_2711
ko:K03778	bpse:BDL_2712
ko:K13481	bpse:BDL_2718
ko:K13482	bpse:BDL_2719
ko:K02013	bpse:BDL_2723
ko:K02016	bpse:BDL_2724
ko:K02015	bpse:BDL_2725
ko:K07518	bpse:BDL_2730
ko:K07090	bpse:BDL_2732
ko:K01126	bpse:BDL_2734
ko:K07275	bpse:BDL_2742
ko:K04078	bpse:BDL_2748
ko:K04077	bpse:BDL_2749
ko:K00941	bpse:BDL_2750
ko:K07735	bpse:BDL_2753
ko:K07447	bpse:BDL_2754
ko:K02825	bpse:BDL_2755
ko:K00609	bpse:BDL_2756
ko:K01465	bpse:BDL_2757
ko:K00655	bpse:BDL_2758
ko:K17686	bpse:BDL_6117
ko:K02843	bpse:BDL_1236
ko:K07019	bpse:BDL_1238
ko:K01759	bpse:BDL_1341
ko:K06147	bpse:BDL_1349
ko:K03606	bpse:BDL_1387
ko:K01990	bpse:BDL_1501
ko:K01992	bpse:BDL_1502
ko:K14162	bpse:BDL_1508
ko:K05833	bpse:BDL_1511
ko:K05832	bpse:BDL_1512
ko:K01989	bpse:BDL_1513
ko:K03406	bpse:BDL_1516
ko:K02258	bpse:BDL_1526
ko:K02274	bpse:BDL_1527
ko:K01834	bpse:BDL_1538
ko:K08483	bpse:BDL_1541
ko:K11189	bpse:BDL_1542
ko:K02821	bpse:BDL_1543
ko:K00974	bpse:BDL_1723
ko:K02116	bpse:BDL_1974
ko:K00666	bpse:BDL_1984
ko:K03286	bpse:BDL_2311
ko:K03342	bpse:BDL_2620
ko:K00970	bpse:BDL_2624
ko:K03442	bpse:BDL_2632
ko:K02056	bpse:BDL_528
ko:K07346	bpse:BDL_563
ko:K07657	bpse:BDL_652
ko:K02427	bpse:BDL_661
ko:K03469	bpse:BDL_674
ko:K02342	bpse:BDL_675
ko:K14231	bpse:BDL_1817
ko:K10112	bpse:BDL_4010
ko:K01192	bpse:BDL_1394
ko:K03455	bpse:BDL_1438
ko:K09806	bpse:BDL_1548
ko:K07258	bpse:BDL_1573
ko:K02067	bpse:BDL_1578
ko:K01119	bpse:BDL_1581
ko:K01692	bpse:BDL_1591
ko:K03294	bpse:BDL_1750
ko:K02414	bpse:BDL_1763
ko:K03406	bpse:BDL_2036
ko:K01262	bpse:BDL_2341
ko:K01560	bpse:BDL_2343
ko:K01692	bpse:BDL_2376
ko:K07031	bpse:BDL_2649
ko:K01104	bpse:BDL_2667
ko:K03560	bpse:BDL_2684
ko:K06013	bpse:BDL_2954
ko:K01679	bpse:BDL_2969
ko:K14761	bpse:BDL_2972
ko:K05524	bpse:BDL_2978
ko:K06179	bpse:BDL_2990
ko:K01596	bpse:BDL_693
ko:K11159	bpse:BDL_707
ko:K02055	bpse:BDL_718
ko:K02052	bpse:BDL_722
ko:K00799	bpse:BDL_789
ko:K01515	bpse:BDL_801
ko:K10112	bpse:BDL_4526
ko:K00548	bpse:BDL_1596
ko:K00548	bpse:BDL_1597
ko:K00626	bpse:BDL_1611
ko:K00652	bpse:BDL_1616
ko:K06201	bpse:BDL_1619
ko:K01077	bpse:BDL_1621
ko:K01077	bpse:BDL_1622
ko:K03316	bpse:BDL_1625
ko:K02433	bpse:BDL_1805
ko:K01630	bpse:BDL_1813
ko:K00058	bpse:BDL_1830
ko:K02055	bpse:BDL_1840
ko:K08234	bpse:BDL_1848
ko:K00657	bpse:BDL_1851
ko:K00575	bpse:BDL_2072
ko:K08738	bpse:BDL_2104
ko:K03574	bpse:BDL_2408
ko:K02653	bpse:BDL_2413
ko:K05712	bpse:BDL_2704
ko:K02014	bpse:BDL_2722
ko:K00059	bpse:BDL_3001
ko:K05524	bpse:BDL_3335
ko:K01885	bpse:BDL_3346
ko:K01560	bpse:BDL_3357
ko:K02010	bpse:BDL_746
ko:K02274	bpse:BDL_762
ko:K00058	bpse:BDL_771
ko:K01262	bpse:BDL_774
ko:K01426	bpse:BDL_845
ko:K02004	bpse:BDL_849
ko:K00059	bpse:BDL_862
ko:K14225	bpse:BDL_3023
ko:K00523	bpse:BDL_1095
ko:K01782	bpse:BDL_1881
ko:K00626	bpse:BDL_1882
ko:K10947	bpse:BDL_1888
ko:K01156	bpse:BDL_1901
ko:K07316	bpse:BDL_1902
ko:K06910	bpse:BDL_2142
ko:K00856	bpse:BDL_2452
ko:K03743	bpse:BDL_2478
ko:K01525	bpse:BDL_2759
ko:K01784	bpse:BDL_2772
ko:K01784	bpse:BDL_2776
ko:K02348	bpse:BDL_3074
ko:K06147	bpse:BDL_3080
ko:K00799	bpse:BDL_3106
ko:K01439	bpse:BDL_3376
ko:K00674	bpse:BDL_3378
ko:K00088	bpse:BDL_3418
ko:K02849	bpse:BDL_909
ko:K11085	bpse:BDL_914
ko:K03616	bpse:BDL_930
ko:K00616	bpse:BDL_939
ko:K04750	bpse:BDL_940
ko:K03307	bpse:BDL_941
ko:K03711	bpse:BDL_2497
ko:K03299	bpse:BDL_2510
ko:K00851	bpse:BDL_2511
ko:K02028	bpse:BDL_2831
ko:K00845	bpse:BDL_2834
ko:K04488	bpse:BDL_3117
ko:K09983	bpse:BDL_3424
ko:K01297	bpse:BDL_3427
ko:K03386	bpse:BDL_3454
ko:K03635	bpse:BDL_29
ko:K01262	bpse:BDL_2550
ko:K00799	bpse:BDL_2551
ko:K02428	bpse:BDL_2865
ko:K02342	bpse:BDL_2877
ko:K04093	bpse:BDL_2878
ko:K02014	bpse:BDL_2881
ko:K00374	bpse:BDL_3177
ko:K01104	bpse:BDL_3198
ko:K04488	bpse:BDL_3201
ko:K13628	bpse:BDL_3202
ko:K03769	bpse:BDL_3496
ko:K07305	bpse:BDL_3499
ko:K00626	bpse:BDL_3504
ko:K01607	bpse:BDL_36
ko:K03087	bpse:BDL_52
ko:K00626	bpse:BDL_82
ko:K00626	bpse:BDL_88
ko:K01760	bpse:BDL_90
ko:K00854	bpse:BDL_314
ko:K10440	bpse:BDL_316
ko:K10439	bpse:BDL_318
ko:K07346	bpse:BDL_325
ko:K02030	bpse:BDL_335
ko:K02050	bpse:BDL_348
ko:K02049	bpse:BDL_349
ko:K02051	bpse:BDL_351
ko:K00852	bpse:BDL_357
ko:K10440	bpse:BDL_359
ko:K10439	bpse:BDL_361
ko:K06910	bpse:BDL_990
ko:K02049	bpse:BDL_997
ko:K02050	bpse:BDL_998
ko:K01507	bpse:BDL_1015
ko:K00059	bpse:BDL_1017
ko:K07346	bpse:BDL_1028
ko:K02433	bpse:BDL_2899
ko:K00124	bpse:BDL_2907
ko:K00127	bpse:BDL_2908
ko:K00568	bpse:BDL_2913
ko:K03286	bpse:BDL_2914
ko:K08305	bpse:BDL_2930
ko:K02238	bpse:BDL_3215
ko:K01424	bpse:BDL_3526
ko:K03593	bpse:BDL_1036
ko:K08738	bpse:BDL_1068
ko:K02303	bpse:BDL_1076
ko:K06183	bpse:BDL_1092
ko:K00090	bpse:BDL_126
ko:K04091	bpse:BDL_388
ko:K03406	bpse:BDL_408
ko:K08178	bpse:BDL_414
ko:K00700	bpse:BDL_615
ko:K02052	bpse:BDL_6143
ko:K02055	bpse:BDL_6144
ko:K00065	bpse:BDL_6153
ko:K03776	bpse:BDL_6172
ko:K00135	bpse:BDL_6177
ko:K01092	bpse:BDL_3293
ko:K02533	bpse:BDL_3294
ko:K03768	bpse:BDL_3297
ko:K01990	bpse:BDL_156
ko:K03406	bpse:BDL_158
ko:K02055	bpse:BDL_195
ko:K02052	bpse:BDL_198
ko:K00135	bpse:BDL_200
ko:K03177	bpse:BDL_450
ko:K00666	bpse:BDL_255
ko:K10439	bpse:BDL_6030
ko:K10440	bpse:BDL_6031
ko:K01941	bpse:BDL_6086
ko:K01259	bpse:BDL_6093
ko:K00801	bpse:BDL_6125
ko:K00939	bpse:BDL_1151
ko:K04763	bpse:BDL_1163
ko:K00567	bpse:BDL_1164
ko:K07304	bpse:BDL_1175
ko:K00854	bpse:BDL_1188
ko:K02077	bpse:BDL_1203
ko:K02074	bpse:BDL_1204
ko:K02075	bpse:BDL_1205
ko:K00121	bpse:BDL_1207
ko:K00854	bpse:BDL_1209
ko:K02050	bpse:BDL_1289
ko:K02049	bpse:BDL_1290
ko:K03776	bpse:BDL_1298
ko:K02858	bpse:BDL_1326
ko:K07232	bpse:BDL_1333
ko:K02806	bpse:BDL_1447
ko:K06023	bpse:BDL_1448
ko:K10563	bpse:BDL_1452
ko:K12373	bpse:BDL_1480
ko:K01561	bpse:BDL_1653
ko:K07213	bpse:BDL_1683
ko:K00383	bpse:BDL_1687
ko:K02050	bpse:BDL_1906
ko:K02049	bpse:BDL_1907
ko:K02051	bpse:BDL_1908
ko:K02463	bpse:BDL_1927
ko:K02454	bpse:BDL_1937
ko:K07117	bpse:BDL_1948
ko:K01724	bpse:BDL_1952
ko:K05814	bpse:BDL_2232
ko:K05815	bpse:BDL_2233
ko:K05816	bpse:BDL_2234
ko:K07491	bpse:BDL_2237
ko:K03153	bpse:BDL_2244
ko:K02067	bpse:BDL_2250
ko:K05595	bpse:BDL_2262
ko:K01496	bpse:BDL_2266
ko:K01523	bpse:BDL_2267
ko:K01478	bpse:BDL_265
ko:K00595	bpse:BDL_282
ko:K03405	bpse:BDL_291
ko:K02014	bpse:BDL_299
ko:K10531	bpse:BDL_300
ko:K03406	bpse:BDL_511
ko:K01243	bpse:BDL_513
ko:K00010	bpse:BDL_523
ko:K00010	bpse:BDL_524
ko:K10111	bpse:BDL_1194
ko:K14223	bpse:BDL_1456
ko:K14218	bpse:BDL_3585
ko:K01980	bpse:BDL_3587
ko:K01980	bpse:BDL_2162
ko:K01980	bpse:BDL_2381
ko:K01980	bpse:BDL_776
ko:K01985	bpse:BDL_3588
ko:K01985	bpse:BDL_2382
ko:K01985	bpse:BDL_2163
ko:K01985	bpse:BDL_775
ko:K14233	bpse:BDL_3618
ko:K14222	bpse:BDL_4297
ko:K14230	bpse:BDL_5153
ko:K14230	bpse:BDL_393
ko:K14230	bpse:BDL_3183
ko:K14237	bpse:BDL_5438
ko:K14237	bpse:BDL_479
ko:K14226	bpse:BDL_381
ko:K14228	bpse:BDL_406
ko:K14228	bpse:BDL_407
ko:K14219	bpse:BDL_629
ko:K14219	bpse:BDL_972
ko:K14232	bpse:BDL_641
ko:K14228	bpse:BDL_1083
ko:K14228	bpse:BDL_3461
ko:K14236	bpse:BDL_2164
ko:K14234	bpse:BDL_2280
ko:K14234	bpse:BDL_2887
ko:K14229	bpse:BDL_2679
ko:K14233	bpse:BDL_2849
ko:K14233	bpse:BDL_2863
ko:K14233	bpse:BDL_3305
ko:K14222	bpse:BDL_3025
ko:K14237	bpse:BDL_3158
ko:K14218	bpse:BDL_3347
ko:K16165	bpse:BDL_4315
ko:K00102	bpse:BDL_2602
ko:K00102	bpse:BDL_4618
ko:K00146	bpse:BDL_4156
ko:K00108	bpse:BDL_4658
ko:K01659	bpse:BDL_6099
ko:K01069	bpse:BDL_672
ko:K02027	bpse:BDL_4011
ko:K00537	bpse:BDL_5828
ko:K17836	bpse:BDL_4236
ko:K13543	bpse:BDL_1020
ko:K01658	bpse:BDL_2364
ko:K03566	bpse:BDL_5483
ko:K06518	bpse:BDL_1921
ko:K03566	bpse:BDL_1705
ko:K03566	bpse:BDL_1570
ko:K05540	bpse:BDL_2548
ko:K07684	bpse:BDL_3175
ko:K03767	bpse:BDL_3298
ko:K02027	bpse:BDL_4522
ko:K02027	bpse:BDL_5539
ko:K02026	bpse:BDL_5537
ko:K19209	bpse:BDL_5411
ko:K15650	bpse:BDL_4470
ko:K02768	bpse:BDL_1482
ko:K08483	bpse:BDL_1482
ko:K11183	bpse:BDL_1482
ko:K00128	bpse:BDL_1016
ko:K00128	bpse:BDL_4773
ko:K00128	bpse:BDL_98
ko:K00128	bpse:BDL_193
ko:K17735	bpse:BDL_3796
ko:K01183	bpse:BDL_287
ko:K05603	bpse:BDL_3150
ko:K00821	bpse:BDL_1096
ko:K00042	bpse:BDL_3528
ko:K02614	bpse:BDL_2372
ko:K18199	bpse:BDL_5266
ko:K17733	bpse:BDL_2314
ko:K17736	bpse:BDL_3793
ko:K18139	bpse:BDL_1211
ko:K01046	bpse:BDL_5099
ko:K01046	bpse:BDL_5798
ko:K01487	bpse:BDL_2894
ko:K00130	bpse:BDL_5494
ko:K10038	bpse:BDL_5814
ko:K17947	bpse:BDL_2767
ko:K01801	bpse:BDL_1465
ko:K07492	bpse:BDL_458
ko:K00146	bpse:BDL_1893
ko:K00956	bpse:BDL_1077
ko:K02058	bpse:BDL_4507
ko:K02058	bpse:BDL_5524
ko:K01505	bpse:BDL_4624
ko:K00104	bpse:BDL_2601
ko:K02058	bpse:BDL_526
ko:K06900	bpse:BDL_5004
ko:K00130	bpse:BDL_4656
ko:K03719	bpse:BDL_1652
ko:K03719	bpse:BDL_2148
ko:K03719	bpse:BDL_2940
ko:K01485	bpse:BDL_4040
ko:K10004	bpse:BDL_5486
ko:K09017	bpse:BDL_6169
ko:K18101	bpse:BDL_4653
ko:K18100	bpse:BDL_4654
ko:K05973	bpse:BDL_612
ko:K07483	bpse:BDL_1425
ko:K07483	bpse:BDL_1660
ko:K07483	bpse:BDL_188
ko:K07483	bpse:BDL_5394
ko:K07483	bpse:BDL_4521
ko:K07483	bpse:BDL_5616
ko:K16011	bpse:BDL_2634
ko:K04618	bpse:BDL_594
ko:K00008	bpse:BDL_315
ko:K05396	bpse:BDL_2830
ko:K11896	bpse:BDL_591
ko:K00632	bpse:BDL_1354
ko:K01133	bpse:BDL_3788
ko:K07003	bpse:BDL_5809
ko:K00433	bpse:BDL_3672
ko:K00249	bpse:BDL_1391
ko:K07506	bpse:BDL_2715
ko:K18095	bpse:BDL_329
ko:K13010	bpse:BDL_3649
ko:K05973	bpse:BDL_928
ko:K09459	bpse:BDL_3836
ko:K15669	bpse:BDL_2651
ko:K00329	bpse:BDL_1725
ko:K00356	bpse:BDL_1725
ko:K07326	bpse:BDL_978
ko:K21449	bpse:BDL_4079
ko:K10014	bpse:BDL_1005
ko:K00020	bpse:BDL_3847
ko:K07346	bpse:BDL_171
ko:K03772	bpse:BDL_5224
ko:K16011	bpse:BDL_1400
ko:K16011	bpse:BDL_5236
ko:K00249	bpse:BDL_5452
ko:K22589	bpse:BDL_2814
ko:K21449	bpse:BDL_5924
ko:K07782	bpse:BDL_3142
ko:K18248	bpse:BDL_5291
ko:K16319	bpse:BDL_5293
ko:K00523	bpse:BDL_3992
ko:K01533	bpse:BDL_1682
ko:K18118	bpse:BDL_3740
ko:K05874	bpse:BDL_6096
ko:K18381	bpse:BDL_4973
ko:K21678	bpse:BDL_5819
ko:K05874	bpse:BDL_356
ko:K05874	bpse:BDL_252
ko:K18290	bpse:BDL_4991
ko:K18292	bpse:BDL_4992
ko:K18335	bpse:BDL_4074
ko:K18335	bpse:BDL_4020
ko:K08166	bpse:BDL_3558
ko:K00249	bpse:BDL_1883
ko:K00823	bpse:BDL_5482
ko:K03406	bpse:BDL_5485
ko:K01816	bpse:BDL_3530
ko:K21345	bpse:BDL_1586
ko:K00805	bpse:BDL_1415
ko:K12240	bpse:BDL_3816
ko:K12241	bpse:BDL_3817
ko:K12238	bpse:BDL_3813
ko:K21344	bpse:BDL_2926
ko:K03408	bpse:BDL_5968
ko:K18288	bpse:BDL_4990
ko:K18379	bpse:BDL_4969
ko:K00344	bpse:BDL_6055
ko:K07046	bpse:BDL_4019
ko:K18383	bpse:BDL_4061
ko:K18373	bpse:BDL_4706
ko:K18374	bpse:BDL_4977
ko:K18369	bpse:BDL_4127
ko:K18307	bpse:BDL_4406
ko:K18306	bpse:BDL_4405
ko:K08068	bpse:BDL_5436
ko:K18381	bpse:BDL_4709
ko:K05882	bpse:BDL_4151
ko:K01738	bpse:BDL_3329
ko:K01697	bpse:BDL_3329
ko:K15355	bpse:BDL_4298
ko:K00344	bpse:BDL_5769
ko:K00091	bpse:BDL_5633
ko:K00863	bpse:BDL_159
ko:K00108	bpse:BDL_1958
ko:K11103	bpse:BDL_1295
ko:K11896	bpse:BDL_1274
ko:K02358	bpse:BDL_2181
ko:K01434	bpse:BDL_230
ko:K00138	bpse:BDL_2009
ko:K12255	bpse:BDL_5498
ko:K12255	bpse:BDL_4939
ko:K11904	bpse:BDL_4249
ko:K11904	bpse:BDL_4815
ko:K11904	bpse:BDL_6072
ko:K11904	bpse:BDL_5555
ko:K11904	bpse:BDL_5507
ko:K11904	bpse:BDL_5941
ko:K21757	bpse:BDL_5295
ko:K18480	bpse:BDL_1577
ko:K11901	bpse:BDL_5562
ko:K00476	bpse:BDL_4728
ko:K11893	bpse:BDL_3757
ko:K11891	bpse:BDL_3759
ko:K11892	bpse:BDL_3758
ko:K11906	bpse:BDL_3756
ko:K18475	bpse:BDL_5958
ko:K16234	bpse:BDL_742
ko:K11904	bpse:BDL_3750
ko:K11902	bpse:BDL_3742
ko:K00505	bpse:BDL_5087
ko:K00681	bpse:BDL_1312
ko:K00681	bpse:BDL_1565
ko:K04065	bpse:BDL_5717
ko:K03332	bpse:BDL_3770
ko:K18676	bpse:BDL_2059
ko:K18138	bpse:BDL_1213
ko:K18778	bpse:BDL_2410
ko:K18850	bpse:BDL_3234
ko:K18928	bpse:BDL_3195
ko:K18902	bpse:BDL_6192
ko:K09691	bpse:BDL_2765
ko:K18900	bpse:BDL_6189
ko:K07278	bpse:BDL_1042
ko:K08151	bpse:BDL_4560
ko:K01971	bpse:BDL_5683
ko:K18929	bpse:BDL_3554
ko:K18901	bpse:BDL_6191
ko:K18903	bpse:BDL_6193
ko:K03746	bpse:BDL_5143
ko:K03746	bpse:BDL_4839
ko:K15773	bpse:BDL_4935
ko:K03496	bpse:BDL_1971
ko:K03497	bpse:BDL_1972
ko:K03201	bpse:BDL_2285
ko:K03746	bpse:BDL_570
ko:K03111	bpse:BDL_1430
ko:K03646	bpse:BDL_2683
ko:K03169	bpse:BDL_1828
ko:K03746	bpse:BDL_2062
ko:K03746	bpse:BDL_2094
ko:K03746	bpse:BDL_598
ko:K03746	bpse:BDL_181
ko:K04565	bpse:BDL_1035
ko:K03496	bpse:BDL_1047
ko:K03496	bpse:BDL_5829
ko:K03497	bpse:BDL_5830
ko:K03746	bpse:BDL_5896
ko:K03746	bpse:BDL_6013
ko:K01856	bpse:BDL_5296
ko:K14266	bpse:BDL_5422
ko:K03746	bpse:BDL_5596
ko:K03761	bpse:BDL_4868
ko:K03761	bpse:BDL_4906
ko:K03761	bpse:BDL_5897
ko:K10954	bpse:BDL_4367
ko:K07497	bpse:BDL_1258
ko:K07497	bpse:BDL_5552
ko:K07497	bpse:BDL_5146
ko:K03761	bpse:BDL_352
ko:K07497	bpse:BDL_4345
ko:K07497	bpse:BDL_4353
ko:K07497	bpse:BDL_5145
ko:K07483	bpse:BDL_5501
ko:K07483	bpse:BDL_5534
ko:K07483	bpse:BDL_5550
ko:K19055	bpse:BDL_4343
ko:K05999	bpse:BDL_5384
ko:K07050	bpse:BDL_847
ko:K07050	bpse:BDL_4617
ko:K03526	bpse:BDL_60
ko:K02663	bpse:BDL_2225
ko:K02483	bpse:BDL_4768
ko:K00820	bpse:BDL_1483
ko:K18979	bpse:BDL_1165
ko:K05396	bpse:BDL_4477
ko:K07484	bpse:BDL_5533
ko:K09472	bpse:BDL_3700
ko:K08642	bpse:BDL_3809
ko:K05874	bpse:BDL_3123
ko:K01458	bpse:BDL_3151
ko:K01139	bpse:BDL_2870
ko:K18373	bpse:BDL_4976
ko:K00344	bpse:BDL_859
ko:K00335	bpse:BDL_811
ko:K00336	bpse:BDL_810
ko:K07485	bpse:BDL_2139
ko:K18373	bpse:BDL_4961
ko:K07498	bpse:BDL_5136
ko:K07498	bpse:BDL_5469
ko:K07497	bpse:BDL_218
ko:K07497	bpse:BDL_5476
ko:K07497	bpse:BDL_5144
ko:K07485	bpse:BDL_1475
ko:K05375	bpse:BDL_310
ko:K05375	bpse:BDL_246
ko:K04772	bpse:BDL_2273
ko:K06867	bpse:BDL_3518
ko:K07497	bpse:BDL_2107
ko:K00148	bpse:BDL_3773
ko:K06020	bpse:BDL_2344
ko:K07326	bpse:BDL_5470
ko:K05874	bpse:BDL_1661
ko:K19221	bpse:BDL_296
ko:K00344	bpse:BDL_820
ko:K12239	bpse:BDL_3815
ko:K01851	bpse:BDL_3810
ko:K02650	bpse:BDL_1245
ko:K07749	bpse:BDL_48
ko:K03309	bpse:BDL_6194
ko:K07326	bpse:BDL_5546
ko:K00571	bpse:BDL_5051
ko:K00020	bpse:BDL_5738
ko:K00499	bpse:BDL_5164
ko:K07100	bpse:BDL_1285
ko:K10811	bpse:BDL_4389
ko:K02031	bpse:BDL_4241
ko:K05875	bpse:BDL_3967
ko:K02483	bpse:BDL_3919
ko:K00571	bpse:BDL_2296
ko:K08678	bpse:BDL_5719
ko:K05875	bpse:BDL_6108
ko:K01710	bpse:BDL_2760
ko:K07326	bpse:BDL_5083
ko:K10844	bpse:BDL_4144
ko:K03293	bpse:BDL_4132
ko:K10439	bpse:BDL_4068
ko:K12242	bpse:BDL_3812
ko:K22468	bpse:BDL_4576
ko:K00249	bpse:BDL_793
ko:K05913	bpse:BDL_3973
ko:K01167	bpse:BDL_2482
ko:K07011	bpse:BDL_2768
ko:K03328	bpse:BDL_2779
ko:K03285	bpse:BDL_2874
ko:K02351	bpse:BDL_3075
ko:K03296	bpse:BDL_3309
ko:K05799	bpse:BDL_3552
ko:K00249	bpse:BDL_1497
ko:K19339	bpse:BDL_146
ko:K07497	bpse:BDL_1260
ko:K07497	bpse:BDL_2108
ko:K07497	bpse:BDL_219
ko:K19265	bpse:BDL_1774
ko:K01066	bpse:BDL_3509
ko:K01785	bpse:BDL_5520
ko:K04771	bpse:BDL_3008
ko:K01992	bpse:BDL_5347
ko:K03722	bpse:BDL_77
ko:K19337	bpse:BDL_2507
ko:K19342	bpse:BDL_150
ko:K07497	bpse:BDL_3628
ko:K07497	bpse:BDL_3629
ko:K07497	bpse:BDL_3892
ko:K07497	bpse:BDL_4253
ko:K07497	bpse:BDL_4344
ko:K07497	bpse:BDL_4346
ko:K07497	bpse:BDL_5112
ko:K07497	bpse:BDL_5117
ko:K07497	bpse:BDL_5134
ko:K07497	bpse:BDL_5135
ko:K07497	bpse:BDL_5152
ko:K07497	bpse:BDL_4875
ko:K07497	bpse:BDL_4878
ko:K07497	bpse:BDL_5475
ko:K07497	bpse:BDL_5547
ko:K09690	bpse:BDL_2764
ko:K09459	bpse:BDL_3734
ko:K04771	bpse:BDL_1219
ko:K04771	bpse:BDL_5137
ko:K13790	bpse:BDL_4833
ko:K19302	bpse:BDL_5850
ko:K19416	bpse:BDL_56
ko:K01785	bpse:BDL_2476
ko:K19340	bpse:BDL_152
ko:K19341	bpse:BDL_151
ko:K11209	bpse:BDL_2535
ko:K00525	bpse:BDL_3706
ko:K19577	bpse:BDL_1328
ko:K19577	bpse:BDL_2710
ko:K00525	bpse:BDL_2447
ko:K00799	bpse:BDL_1724
ko:K20257	bpse:BDL_3711
ko:K19713	bpse:BDL_5085
ko:K19670	bpse:BDL_3580
ko:K00992	bpse:BDL_1348
ko:K19666	bpse:BDL_4175
ko:K07666	bpse:BDL_1221
ko:K07733	bpse:BDL_3238
ko:K16215	bpse:BDL_243
ko:K19743	bpse:BDL_4230
ko:K19731	bpse:BDL_4918
ko:K20250	bpse:BDL_4919
ko:K08172	bpse:BDL_4472
ko:K07119	bpse:BDL_3508
ko:K06131	bpse:BDL_1358
ko:K19784	bpse:BDL_5825
ko:K06132	bpse:BDL_5288
ko:K08744	bpse:BDL_3022
ko:K07119	bpse:BDL_4548
ko:K07147	bpse:BDL_2218
ko:K15777	bpse:BDL_2333
ko:K07119	bpse:BDL_5254
ko:K08992	bpse:BDL_2923
ko:K19804	bpse:BDL_2924
ko:K06016	bpse:BDL_4147
ko:K19813	bpse:BDL_4271
ko:K21636	bpse:BDL_3134
ko:K14731	bpse:BDL_1380
ko:K19981	bpse:BDL_5423
ko:K19982	bpse:BDL_5425
ko:K01420	bpse:BDL_4450
ko:K09796	bpse:BDL_3076
ko:K20034	bpse:BDL_3501
ko:K20035	bpse:BDL_2938
ko:K07484	bpse:BDL_220
ko:K13061	bpse:BDL_4173
ko:K20273	bpse:BDL_4865
ko:K20274	bpse:BDL_3792
ko:K11900	bpse:BDL_6063
ko:K20329	bpse:BDL_753
ko:K20332	bpse:BDL_4409
ko:K00507	bpse:BDL_5460
ko:K00507	bpse:BDL_5463
ko:K00507	bpse:BDL_1112
ko:K02395	bpse:BDL_6006
ko:K20455	bpse:BDL_6100
ko:K20429	bpse:BDL_2052
ko:K21308	bpse:BDL_5776
ko:K20333	bpse:BDL_4411
ko:K20543	bpse:BDL_4931
ko:K20534	bpse:BDL_5651
ko:K09788	bpse:BDL_6101
ko:K03200	bpse:BDL_2283
ko:K08282	bpse:BDL_5564
ko:K20541	bpse:BDL_4933
ko:K19591	bpse:BDL_3589
ko:K22131	bpse:BDL_4726
ko:K20866	bpse:BDL_4720
ko:K01214	bpse:BDL_616
ko:K20938	bpse:BDL_3916
ko:K20940	bpse:BDL_5573
ko:K21105	bpse:BDL_4066
ko:K21061	bpse:BDL_3565
ko:K21062	bpse:BDL_3563
ko:K00525	bpse:BDL_5757
ko:K21053	bpse:BDL_2896
ko:K00840	bpse:BDL_3100
ko:K21023	bpse:BDL_4089
ko:K08968	bpse:BDL_3071
ko:K13609	bpse:BDL_3560
ko:K13877	bpse:BDL_3561
ko:K21801	bpse:BDL_5592
ko:K13877	bpse:BDL_5866
ko:K21029	bpse:BDL_1540
ko:K08261	bpse:BDL_1201
ko:K00526	bpse:BDL_2448
ko:K07451	bpse:BDL_3627
ko:K00560	bpse:BDL_4392
ko:K07336	bpse:BDL_4492
ko:K06217	bpse:BDL_1331
ko:K03553	bpse:BDL_1251
ko:K03676	bpse:BDL_1536
ko:K00287	bpse:BDL_2960
ko:K00560	bpse:BDL_2965
ko:K06223	bpse:BDL_3066
ko:K07451	bpse:BDL_886
ko:K02316	bpse:BDL_5155
ko:K07313	bpse:BDL_5219
ko:K02314	bpse:BDL_10
ko:K06903	bpse:BDL_3266
ko:K06907	bpse:BDL_3271
ko:K06908	bpse:BDL_3272
ko:K06906	bpse:BDL_3275
ko:K06905	bpse:BDL_3277
ko:K01185	bpse:BDL_3279
ko:K06223	bpse:BDL_3281
ko:K01520	bpse:BDL_1120
