ko:K00984	senh:CFSAN002069_02690
ko:K02768	senh:CFSAN002069_20800
ko:K11183	senh:CFSAN002069_20800
ko:K02769	senh:CFSAN002069_20810
ko:K02770	senh:CFSAN002069_20810
ko:K01151	senh:CFSAN002069_20815
ko:K11733	senh:CFSAN002069_20830
ko:K16089	senh:CFSAN002069_20835
ko:K07783	senh:CFSAN002069_20840
ko:K01752	senh:CFSAN002069_20850
ko:K01495	senh:CFSAN002069_20865
ko:K07148	senh:CFSAN002069_20870
ko:K10542	senh:CFSAN002069_20880
ko:K04065	senh:CFSAN002069_09395
ko:K02773	senh:CFSAN002069_00885
ko:K02774	senh:CFSAN002069_00900
ko:K03817	senh:CFSAN002069_00910
ko:K03304	senh:CFSAN002069_00920
ko:K16868	senh:CFSAN002069_00925
ko:K05782	senh:CFSAN002069_00935
ko:K08303	senh:CFSAN002069_00945
ko:K08641	senh:CFSAN002069_00965
ko:K00137	senh:CFSAN002069_00975
ko:K09936	senh:CFSAN002069_01010
ko:K03823	senh:CFSAN002069_01015
ko:K11738	senh:CFSAN002069_01045
ko:K00675	senh:CFSAN002069_01055
ko:K00373	senh:CFSAN002069_01070
ko:K00371	senh:CFSAN002069_01075
ko:K00370	senh:CFSAN002069_01080
ko:K02575	senh:CFSAN002069_01085
ko:K01745	senh:CFSAN002069_04885
ko:K01712	senh:CFSAN002069_04890
ko:K05836	senh:CFSAN002069_04895
ko:K01468	senh:CFSAN002069_04905
ko:K01051	senh:CFSAN002069_04910
ko:K02018	senh:CFSAN002069_04930
ko:K02020	senh:CFSAN002069_04935
ko:K02019	senh:CFSAN002069_04945
ko:K05776	senh:CFSAN002069_04950
ko:K00965	senh:CFSAN002069_04965
ko:K00849	senh:CFSAN002069_04970
ko:K02013	senh:CFSAN002069_04985
ko:K02015	senh:CFSAN002069_04990
ko:K01573	senh:CFSAN002069_05010
ko:K01677	senh:CFSAN002069_05030
ko:K01678	senh:CFSAN002069_05035
ko:K01626	senh:CFSAN002069_05040
ko:K16264	senh:CFSAN002069_05050
ko:K03811	senh:CFSAN002069_05055
ko:K03517	senh:CFSAN002069_05060
ko:K03640	senh:CFSAN002069_05095
ko:K03641	senh:CFSAN002069_05100
ko:K03562	senh:CFSAN002069_05115
ko:K07107	senh:CFSAN002069_05120
ko:K00313	senh:CFSAN002069_08840
ko:K03522	senh:CFSAN002069_08845
ko:K03521	senh:CFSAN002069_08850
ko:K05245	senh:CFSAN002069_08860
ko:K08297	senh:CFSAN002069_08865
ko:K08298	senh:CFSAN002069_08870
ko:K02182	senh:CFSAN002069_08875
ko:K08277	senh:CFSAN002069_08890
ko:K01955	senh:CFSAN002069_08895
ko:K01956	senh:CFSAN002069_08900
ko:K00215	senh:CFSAN002069_08905
ko:K05964	senh:CFSAN002069_08915
ko:K01643	senh:CFSAN002069_08920
ko:K01644	senh:CFSAN002069_08925
ko:K01646	senh:CFSAN002069_08930
ko:K01910	senh:CFSAN002069_08935
ko:K01573	senh:CFSAN002069_08945
ko:K07700	senh:CFSAN002069_08960
ko:K07702	senh:CFSAN002069_08965
ko:K12700	senh:CFSAN002069_08970
ko:K03527	senh:CFSAN002069_08980
ko:K03774	senh:CFSAN002069_08985
ko:K03101	senh:CFSAN002069_08990
ko:K01870	senh:CFSAN002069_08995
ko:K11753	senh:CFSAN002069_09000
ko:K01811	senh:CFSAN002069_09015
ko:K03717	senh:CFSAN002069_09020
ko:K03313	senh:CFSAN002069_09025
ko:K06871	senh:CFSAN002069_09035
ko:K00883	senh:CFSAN002069_12860
ko:K01631	senh:CFSAN002069_12865
ko:K01684	senh:CFSAN002069_12870
ko:K07647	senh:CFSAN002069_12880
ko:K11930	senh:CFSAN002069_12885
ko:K03532	senh:CFSAN002069_12895
ko:K07811	senh:CFSAN002069_12900
ko:K03533	senh:CFSAN002069_12905
ko:K00428	senh:CFSAN002069_12910
ko:K02194	senh:CFSAN002069_12920
ko:K02195	senh:CFSAN002069_12925
ko:K02196	senh:CFSAN002069_12930
ko:K02197	senh:CFSAN002069_12935
ko:K02198	senh:CFSAN002069_12940
ko:K02199	senh:CFSAN002069_12945
ko:K04080	senh:CFSAN002069_12970
ko:K04081	senh:CFSAN002069_12975
ko:K07085	senh:CFSAN002069_12980
ko:K06871	senh:CFSAN002069_13010
ko:K01753	senh:CFSAN002069_13015
ko:K13629	senh:CFSAN002069_13020
ko:K08154	senh:CFSAN002069_13035
ko:K01652	senh:CFSAN002069_13050
ko:K01653	senh:CFSAN002069_13055
ko:K11534	senh:CFSAN002069_13060
ko:K02429	senh:CFSAN002069_13070
ko:K07675	senh:CFSAN002069_13085
ko:K07783	senh:CFSAN002069_13090
ko:K00605	senh:CFSAN002069_16880
ko:K02437	senh:CFSAN002069_16885
ko:K00281	senh:CFSAN002069_16890
ko:K01223	senh:CFSAN002069_16900
ko:K09900	senh:CFSAN002069_16905
ko:K11068	senh:CFSAN002069_16910
ko:K06980	senh:CFSAN002069_16915
ko:K09159	senh:CFSAN002069_16925
ko:K03840	senh:CFSAN002069_16935
ko:K03981	senh:CFSAN002069_16945
ko:K07462	senh:CFSAN002069_16950
ko:K02836	senh:CFSAN002069_16955
ko:K04567	senh:CFSAN002069_16960
ko:K02773	senh:CFSAN002069_17000
ko:K02774	senh:CFSAN002069_17005
ko:K01808	senh:CFSAN002069_17015
ko:K02773	senh:CFSAN002069_17025
ko:K02774	senh:CFSAN002069_17030
ko:K01783	senh:CFSAN002069_17040
ko:K08094	senh:CFSAN002069_17050
ko:K01815	senh:CFSAN002069_17125
ko:K08195	senh:CFSAN002069_20930
ko:K00450	senh:CFSAN002069_20935
ko:K16165	senh:CFSAN002069_20940
ko:K05541	senh:CFSAN002069_20955
ko:K07262	senh:CFSAN002069_20985
ko:K03777	senh:CFSAN002069_20990
ko:K05349	senh:CFSAN002069_20995
ko:K05845	senh:CFSAN002069_21000
ko:K05846	senh:CFSAN002069_21005
ko:K05847	senh:CFSAN002069_21010
ko:K05846	senh:CFSAN002069_21015
ko:K02478	senh:CFSAN002069_21030
ko:K01874	senh:CFSAN002069_21055
ko:K07347	senh:CFSAN002069_21080
ko:K00878	senh:CFSAN002069_21095
ko:K00941	senh:CFSAN002069_21100
ko:K08303	senh:CFSAN002069_21145
ko:K01990	senh:CFSAN002069_08320
ko:K01977	senh:CFSAN002069_12120
ko:K14219	senh:CFSAN002069_06075
ko:K14223	senh:CFSAN002069_05470
ko:K14223	senh:CFSAN002069_05475
ko:K14219	senh:CFSAN002069_02775
ko:K14228	senh:CFSAN002069_05450
ko:K01977	senh:CFSAN002069_11230
ko:K01977	senh:CFSAN002069_18740
ko:K14224	senh:CFSAN002069_11225
ko:K14224	senh:CFSAN002069_18745
ko:K14224	senh:CFSAN002069_12570
ko:K14224	senh:CFSAN002069_15180
ko:K01977	senh:CFSAN002069_12575
ko:K14234	senh:CFSAN002069_11380
ko:K14236	senh:CFSAN002069_11390
ko:K14236	senh:CFSAN002069_00160
ko:K14236	senh:CFSAN002069_00165
ko:K17473	senh:CFSAN002069_13170
ko:K01985	senh:CFSAN002069_11215
ko:K01985	senh:CFSAN002069_18755
ko:K01985	senh:CFSAN002069_12100
ko:K01985	senh:CFSAN002069_12560
ko:K01985	senh:CFSAN002069_15190
ko:K01985	senh:CFSAN002069_07880
ko:K01985	senh:CFSAN002069_11415
ko:K01985	senh:CFSAN002069_15200
ko:K01980	senh:CFSAN002069_12565
ko:K01980	senh:CFSAN002069_15185
ko:K01980	senh:CFSAN002069_12105
ko:K01980	senh:CFSAN002069_11220
ko:K01980	senh:CFSAN002069_07885
ko:K01980	senh:CFSAN002069_18750
ko:K14228	senh:CFSAN002069_09425
ko:K14228	senh:CFSAN002069_09435
ko:K14228	senh:CFSAN002069_12375
ko:K14228	senh:CFSAN002069_09430
ko:K14219	senh:CFSAN002069_12385
ko:K14235	senh:CFSAN002069_12550
ko:K14221	senh:CFSAN002069_07820
ko:K14221	senh:CFSAN002069_12555
ko:K14221	senh:CFSAN002069_07875
ko:K01992	senh:CFSAN002069_08315
ko:K00821	senh:CFSAN002069_14830
ko:K14238	senh:CFSAN002069_13280
ko:K14232	senh:CFSAN002069_13870
ko:K14228	senh:CFSAN002069_09760
ko:K14230	senh:CFSAN002069_05445
ko:K14230	senh:CFSAN002069_05465
ko:K14237	senh:CFSAN002069_05080
ko:K14237	senh:CFSAN002069_19680
ko:K14237	senh:CFSAN002069_19685
ko:K14237	senh:CFSAN002069_19675
ko:K14233	senh:CFSAN002069_03355
ko:K14233	senh:CFSAN002069_04290
ko:K14233	senh:CFSAN002069_03585
ko:K14219	senh:CFSAN002069_02700
ko:K14237	senh:CFSAN002069_01885
ko:K14237	senh:CFSAN002069_01880
ko:K14228	senh:CFSAN002069_22120
ko:K14222	senh:CFSAN002069_22115
ko:K14232	senh:CFSAN002069_20690
ko:K14219	senh:CFSAN002069_19875
ko:K14225	senh:CFSAN002069_16975
ko:K14230	senh:CFSAN002069_16070
ko:K14228	senh:CFSAN002069_15715
ko:K14233	senh:CFSAN002069_21840
ko:K01977	senh:CFSAN002069_11435
ko:K14229	senh:CFSAN002069_05065
ko:K14229	senh:CFSAN002069_05075
ko:K14229	senh:CFSAN002069_19670
ko:K14223	senh:CFSAN002069_05455
ko:K14223	senh:CFSAN002069_05460
ko:K14234	senh:CFSAN002069_07525
ko:K14234	senh:CFSAN002069_11395
ko:K14234	senh:CFSAN002069_15195
ko:K14218	senh:CFSAN002069_07890
ko:K14218	senh:CFSAN002069_12110
ko:K14218	senh:CFSAN002069_11425
ko:K14218	senh:CFSAN002069_19705
ko:K14218	senh:CFSAN002069_19710
ko:K14227	senh:CFSAN002069_07895
ko:K14227	senh:CFSAN002069_11430
ko:K14227	senh:CFSAN002069_12115
ko:K01977	senh:CFSAN002069_07900
ko:K01977	senh:CFSAN002069_15175
ko:K14225	senh:CFSAN002069_10315
ko:K14225	senh:CFSAN002069_22110
ko:K14225	senh:CFSAN002069_10320
ko:K14225	senh:CFSAN002069_10325
ko:K14225	senh:CFSAN002069_11385
ko:K14231	senh:CFSAN002069_10485
ko:K14231	senh:CFSAN002069_16570
ko:K14226	senh:CFSAN002069_12380
ko:K14230	senh:CFSAN002069_15730
ko:K14230	senh:CFSAN002069_17275
ko:K14230	senh:CFSAN002069_17270
ko:K14233	senh:CFSAN002069_18140
ko:K14219	senh:CFSAN002069_18145
ko:K14219	senh:CFSAN002069_18155
ko:K14219	senh:CFSAN002069_18160
ko:K14219	senh:CFSAN002069_18150
ko:K14220	senh:CFSAN002069_21750
ko:K14220	senh:CFSAN002069_21830
ko:K14220	senh:CFSAN002069_21760
ko:K14220	senh:CFSAN002069_21820
ko:K01250	senh:CFSAN002069_05535
ko:K11070	senh:CFSAN002069_02900
ko:K09909	senh:CFSAN002069_03630
ko:K07343	senh:CFSAN002069_03655
ko:K03286	senh:CFSAN002069_03665
ko:K13741	senh:CFSAN002069_03735
ko:K02342	senh:CFSAN002069_07825
ko:K03469	senh:CFSAN002069_07830
ko:K05499	senh:CFSAN002069_11595
ko:K02446	senh:CFSAN002069_11645
ko:K11530	senh:CFSAN002069_11675
ko:K13283	senh:CFSAN002069_11765
ko:K07640	senh:CFSAN002069_11780
ko:K02855	senh:CFSAN002069_11835
ko:K02427	senh:CFSAN002069_15690
ko:K03177	senh:CFSAN002069_15755
ko:K12961	senh:CFSAN002069_15835
ko:K02436	senh:CFSAN002069_15855
ko:K00094	senh:CFSAN002069_15860
ko:K02775	senh:CFSAN002069_15865
ko:K01885	senh:CFSAN002069_19690
ko:K00845	senh:CFSAN002069_19750
ko:K08478	senh:CFSAN002069_19795
ko:K08475	senh:CFSAN002069_19800
ko:K08476	senh:CFSAN002069_19805
ko:K08477	senh:CFSAN002069_19810
ko:K01782	senh:CFSAN002069_19905
ko:K06177	senh:CFSAN002069_08755
ko:K01525	senh:CFSAN002069_08790
ko:K03855	senh:CFSAN002069_08835
ko:K00852	senh:CFSAN002069_12595
ko:K10439	senh:CFSAN002069_12600
ko:K10440	senh:CFSAN002069_12605
ko:K03718	senh:CFSAN002069_12640
ko:K02116	senh:CFSAN002069_12660
ko:K02428	senh:CFSAN002069_16640
ko:K01585	senh:CFSAN002069_16720
ko:K01480	senh:CFSAN002069_16765
ko:K16787	senh:CFSAN002069_16780
ko:K16786	senh:CFSAN002069_16785
ko:K16923	senh:CFSAN002069_16795
ko:K06934	senh:CFSAN002069_16800
ko:K03442	senh:CFSAN002069_16820
ko:K00058	senh:CFSAN002069_16845
ko:K01934	senh:CFSAN002069_16850
ko:K01262	senh:CFSAN002069_16865
ko:K06183	senh:CFSAN002069_20725
ko:K00882	senh:CFSAN002069_20805
ko:K10540	senh:CFSAN002069_20875
ko:K10541	senh:CFSAN002069_20885
ko:K03227	senh:CFSAN002069_01900
ko:K15350	senh:CFSAN002069_01980
ko:K15346	senh:CFSAN002069_01995
ko:K15345	senh:CFSAN002069_02000
ko:K15368	senh:CFSAN002069_02005
ko:K15344	senh:CFSAN002069_02010
ko:K14978	senh:CFSAN002069_02040
ko:K14979	senh:CFSAN002069_02045
ko:K00813	senh:CFSAN002069_04060
ko:K03929	senh:CFSAN002069_00850
ko:K14587	senh:CFSAN002069_00880
ko:K06971	senh:CFSAN002069_00890
ko:K02775	senh:CFSAN002069_00895
ko:K02014	senh:CFSAN002069_01030
ko:K00374	senh:CFSAN002069_01065
ko:K08167	senh:CFSAN002069_01095
ko:K01479	senh:CFSAN002069_04900
ko:K07404	senh:CFSAN002069_04915
ko:K02017	senh:CFSAN002069_04925
ko:K01784	senh:CFSAN002069_04960
ko:K01785	senh:CFSAN002069_04975
ko:K01834	senh:CFSAN002069_04980
ko:K01572	senh:CFSAN002069_05000
ko:K03560	senh:CFSAN002069_05110
ko:K08299	senh:CFSAN002069_08880
ko:K08279	senh:CFSAN002069_08885
ko:K05966	senh:CFSAN002069_08910
ko:K01571	senh:CFSAN002069_08950
ko:K01572	senh:CFSAN002069_08955
ko:K07772	senh:CFSAN002069_12890
ko:K02193	senh:CFSAN002069_12915
ko:K02200	senh:CFSAN002069_12950
ko:K00389	senh:CFSAN002069_13000
ko:K13636	senh:CFSAN002069_13025
ko:K00852	senh:CFSAN002069_13065
ko:K07784	senh:CFSAN002069_13095
ko:K04763	senh:CFSAN002069_16940
ko:K01823	senh:CFSAN002069_16965
ko:K12943	senh:CFSAN002069_16970
ko:K02775	senh:CFSAN002069_17035
ko:K00626	senh:CFSAN002069_17120
ko:K00065	senh:CFSAN002069_17130
ko:K03748	senh:CFSAN002069_20905
ko:K01489	senh:CFSAN002069_20910
ko:K03593	senh:CFSAN002069_21060
ko:K14232	senh:CFSAN002069_12370
ko:K13041	senh:CFSAN002069_02065
ko:K13040	senh:CFSAN002069_02070
ko:K08358	senh:CFSAN002069_02075
ko:K08359	senh:CFSAN002069_02080
ko:K08357	senh:CFSAN002069_02085
ko:K01259	senh:CFSAN002069_02100
ko:K08225	senh:CFSAN002069_05880
ko:K07214	senh:CFSAN002069_05915
ko:K02793	senh:CFSAN002069_05960
ko:K02795	senh:CFSAN002069_05970
ko:K07346	senh:CFSAN002069_06115
ko:K01478	senh:CFSAN002069_09860
ko:K09022	senh:CFSAN002069_09900
ko:K01226	senh:CFSAN002069_09925
ko:K01507	senh:CFSAN002069_10020
ko:K07304	senh:CFSAN002069_10050
ko:K01082	senh:CFSAN002069_10070
ko:K01119	senh:CFSAN002069_10075
ko:K07792	senh:CFSAN002069_14060
ko:K01424	senh:CFSAN002069_14065
ko:K00383	senh:CFSAN002069_14070
ko:K11607	senh:CFSAN002069_17955
ko:K11604	senh:CFSAN002069_17960
ko:K04655	senh:CFSAN002069_17975
ko:K04652	senh:CFSAN002069_17990
ko:K02466	senh:CFSAN002069_18085
ko:K00068	senh:CFSAN002069_18090
ko:K02782	senh:CFSAN002069_18100
ko:K02783	senh:CFSAN002069_18100
ko:K02783	senh:CFSAN002069_18105
ko:K08305	senh:CFSAN002069_18110
ko:K03743	senh:CFSAN002069_18115
ko:K02414	senh:CFSAN002069_21965
ko:K01176	senh:CFSAN002069_22020
ko:K05601	senh:CFSAN002069_04355
ko:K16076	senh:CFSAN002069_01105
ko:K08350	senh:CFSAN002069_01130
ko:K13953	senh:CFSAN002069_01135
ko:K00027	senh:CFSAN002069_01140
ko:K04063	senh:CFSAN002069_01155
ko:K02371	senh:CFSAN002069_01200
ko:K06282	senh:CFSAN002069_01300
ko:K06281	senh:CFSAN002069_01305
ko:K00241	senh:CFSAN002069_05185
ko:K07120	senh:CFSAN002069_05195
ko:K05522	senh:CFSAN002069_05200
ko:K01854	senh:CFSAN002069_05240
ko:K01545	senh:CFSAN002069_05300
ko:K03756	senh:CFSAN002069_05340
ko:K01835	senh:CFSAN002069_05350
ko:K07034	senh:CFSAN002069_09165
ko:K00616	senh:CFSAN002069_09175
ko:K02533	senh:CFSAN002069_09205
ko:K07186	senh:CFSAN002069_09315
ko:K02775	senh:CFSAN002069_13125
ko:K11189	senh:CFSAN002069_13140
ko:K02100	senh:CFSAN002069_17135
ko:K01104	senh:CFSAN002069_21235
ko:K03606	senh:CFSAN002069_21305
ko:K13005	senh:CFSAN002069_21385
ko:K12992	senh:CFSAN002069_21395
ko:K06078	senh:CFSAN002069_02120
ko:K06078	senh:CFSAN002069_02130
ko:K08997	senh:CFSAN002069_02285
ko:K09953	senh:CFSAN002069_02365
ko:K14761	senh:CFSAN002069_06135
ko:K03768	senh:CFSAN002069_06160
ko:K02381	senh:CFSAN002069_06195
ko:K00073	senh:CFSAN002069_06200
ko:K01466	senh:CFSAN002069_06225
ko:K02004	senh:CFSAN002069_06305
ko:K11751	senh:CFSAN002069_06375
ko:K03077	senh:CFSAN002069_10145
ko:K03079	senh:CFSAN002069_10150
ko:K02821	senh:CFSAN002069_10160
ko:K02822	senh:CFSAN002069_10165
ko:K03475	senh:CFSAN002069_10170
ko:K03476	senh:CFSAN002069_10175
ko:K06889	senh:CFSAN002069_10185
ko:K06149	senh:CFSAN002069_14100
ko:K07665	senh:CFSAN002069_14165
ko:K07665	senh:CFSAN002069_14240
ko:K03406	senh:CFSAN002069_14305
ko:K03647	senh:CFSAN002069_18235
ko:K07250	senh:CFSAN002069_18310
ko:K00135	senh:CFSAN002069_18315
ko:K07793	senh:CFSAN002069_18330
ko:K00575	senh:CFSAN002069_22235
ko:K06201	senh:CFSAN002069_22290
ko:K09815	senh:CFSAN002069_22370
ko:K05595	senh:CFSAN002069_01385
ko:K00657	senh:CFSAN002069_01485
ko:K07307	senh:CFSAN002069_01510
ko:K07312	senh:CFSAN002069_01515
ko:K03711	senh:CFSAN002069_05375
ko:K02564	senh:CFSAN002069_05420
ko:K02566	senh:CFSAN002069_05435
ko:K07126	senh:CFSAN002069_05570
ko:K04720	senh:CFSAN002069_05620
ko:K03784	senh:CFSAN002069_09350
ko:K00758	senh:CFSAN002069_09360
ko:K01619	senh:CFSAN002069_09365
ko:K00564	senh:CFSAN002069_09420
ko:K01002	senh:CFSAN002069_09495
ko:K10563	senh:CFSAN002069_13405
ko:K02849	senh:CFSAN002069_13425
ko:K03278	senh:CFSAN002069_13450
ko:K03279	senh:CFSAN002069_13455
ko:K12981	senh:CFSAN002069_13465
ko:K03280	senh:CFSAN002069_13470
ko:K02843	senh:CFSAN002069_13485
ko:K00639	senh:CFSAN002069_13495
ko:K03535	senh:CFSAN002069_13550
ko:K00101	senh:CFSAN002069_13570
ko:K03535	senh:CFSAN002069_17410
ko:K04765	senh:CFSAN002069_17500
ko:K06897	senh:CFSAN002069_17520
ko:K00380	senh:CFSAN002069_17530
ko:K00033	senh:CFSAN002069_21415
ko:K08352	senh:CFSAN002069_21495
ko:K08353	senh:CFSAN002069_21500
ko:K07258	senh:CFSAN002069_21510
ko:K13921	senh:CFSAN002069_21560
ko:K13923	senh:CFSAN002069_21585
ko:K14062	senh:CFSAN002069_01640
ko:K01679	senh:CFSAN002069_01660
ko:K01488	senh:CFSAN002069_01680
ko:K03617	senh:CFSAN002069_01705
ko:K03616	senh:CFSAN002069_01710
ko:K03615	senh:CFSAN002069_01715
ko:K03614	senh:CFSAN002069_01720
ko:K03612	senh:CFSAN002069_01725
ko:K03613	senh:CFSAN002069_01730
ko:K00799	senh:CFSAN002069_01745
ko:K01759	senh:CFSAN002069_01820
ko:K07258	senh:CFSAN002069_05660
ko:K03326	senh:CFSAN002069_05710
ko:K05966	senh:CFSAN002069_05750
ko:K03386	senh:CFSAN002069_05805
ko:K00135	senh:CFSAN002069_09600
ko:K06887	senh:CFSAN002069_09655
ko:K13637	senh:CFSAN002069_09665
ko:K06877	senh:CFSAN002069_09730
ko:K00851	senh:CFSAN002069_09770
ko:K00046	senh:CFSAN002069_09780
ko:K07491	senh:CFSAN002069_09840
ko:K02798	senh:CFSAN002069_13615
ko:K02799	senh:CFSAN002069_13615
ko:K02800	senh:CFSAN002069_13615
ko:K01176	senh:CFSAN002069_13720
ko:K00854	senh:CFSAN002069_13745
ko:K03830	senh:CFSAN002069_13775
ko:K00090	senh:CFSAN002069_13810
ko:K03087	senh:CFSAN002069_17650
ko:K13285	senh:CFSAN002069_17845
ko:K13286	senh:CFSAN002069_17850
ko:K13287	senh:CFSAN002069_17855
ko:K13284	senh:CFSAN002069_17860
ko:K03399	senh:CFSAN002069_21665
ko:K02190	senh:CFSAN002069_21695
ko:K02009	senh:CFSAN002069_21710
ko:K07126	senh:CFSAN002069_21805
ko:K17686	senh:CFSAN002069_14200
ko:K07283	senh:CFSAN002069_02370
ko:K16370	senh:CFSAN002069_02375
ko:K03478	senh:CFSAN002069_02420
ko:K01222	senh:CFSAN002069_02425
ko:K01916	senh:CFSAN002069_02455
ko:K01424	senh:CFSAN002069_02535
ko:K07305	senh:CFSAN002069_02550
ko:K03455	senh:CFSAN002069_06385
ko:K00939	senh:CFSAN002069_06400
ko:K04067	senh:CFSAN002069_06435
ko:K00244	senh:CFSAN002069_10370
ko:K00245	senh:CFSAN002069_10375
ko:K00247	senh:CFSAN002069_10385
ko:K07308	senh:CFSAN002069_10550
ko:K07307	senh:CFSAN002069_10555
ko:K07792	senh:CFSAN002069_10575
ko:K11104	senh:CFSAN002069_10585
ko:K05814	senh:CFSAN002069_14400
ko:K05815	senh:CFSAN002069_14405
ko:K05816	senh:CFSAN002069_14410
ko:K07048	senh:CFSAN002069_14430
ko:K03825	senh:CFSAN002069_14455
ko:K00851	senh:CFSAN002069_14475
ko:K00700	senh:CFSAN002069_14490
ko:K02441	senh:CFSAN002069_14560
ko:K01974	senh:CFSAN002069_14585
ko:K07017	senh:CFSAN002069_18385
ko:K08093	senh:CFSAN002069_18505
ko:K02782	senh:CFSAN002069_18520
ko:K02783	senh:CFSAN002069_18520
ko:K13741	senh:CFSAN002069_22565
ko:K11392	senh:CFSAN002069_22590
ko:K06281	senh:CFSAN002069_00010
ko:K06282	senh:CFSAN002069_00015
ko:K09476	senh:CFSAN002069_04055
ko:K11085	senh:CFSAN002069_04125
ko:K02238	senh:CFSAN002069_04130
ko:K08234	senh:CFSAN002069_07970
ko:K00674	senh:CFSAN002069_08080
ko:K01813	senh:CFSAN002069_11845
ko:K01629	senh:CFSAN002069_11850
ko:K00124	senh:CFSAN002069_11905
ko:K00127	senh:CFSAN002069_11910
ko:K01708	senh:CFSAN002069_15890
ko:K01630	senh:CFSAN002069_15895
ko:K00932	senh:CFSAN002069_15925
ko:K07393	senh:CFSAN002069_15970
ko:K00219	senh:CFSAN002069_16040
ko:K09251	senh:CFSAN002069_16045
ko:K03776	senh:CFSAN002069_16050
ko:K03649	senh:CFSAN002069_16075
ko:K01409	senh:CFSAN002069_16095
ko:K00974	senh:CFSAN002069_16120
ko:K00647	senh:CFSAN002069_19955
ko:K07052	senh:CFSAN002069_19960
ko:K02821	senh:CFSAN002069_20135
ko:K02822	senh:CFSAN002069_20140
ko:K03475	senh:CFSAN002069_20145
ko:K04093	senh:CFSAN002069_02665
ko:K02033	senh:CFSAN002069_02730
ko:K02035	senh:CFSAN002069_02735
ko:K07491	senh:CFSAN002069_02815
ko:K07660	senh:CFSAN002069_02855
ko:K01258	senh:CFSAN002069_02875
ko:K03386	senh:CFSAN002069_06825
ko:K07657	senh:CFSAN002069_06850
ko:K04750	senh:CFSAN002069_10650
ko:K07126	senh:CFSAN002069_10675
ko:K04018	senh:CFSAN002069_10685
ko:K04015	senh:CFSAN002069_10700
ko:K03316	senh:CFSAN002069_10750
ko:K00799	senh:CFSAN002069_10765
ko:K01664	senh:CFSAN002069_14825
ko:K10914	senh:CFSAN002069_14840
ko:K05812	senh:CFSAN002069_18785
ko:K15460	senh:CFSAN002069_18825
ko:K03803	senh:CFSAN002069_18850
ko:K02795	senh:CFSAN002069_22685
ko:K02793	senh:CFSAN002069_22690
ko:K02794	senh:CFSAN002069_22690
ko:K11105	senh:CFSAN002069_22830
ko:K01297	senh:CFSAN002069_22835
ko:K11072	senh:CFSAN002069_02880
ko:K11071	senh:CFSAN002069_02885
ko:K11069	senh:CFSAN002069_02905
ko:K02778	senh:CFSAN002069_03005
ko:K02779	senh:CFSAN002069_03005
ko:K02619	senh:CFSAN002069_03030
ko:K00059	senh:CFSAN002069_03045
ko:K06179	senh:CFSAN002069_03090
ko:K08161	senh:CFSAN002069_06930
ko:K02014	senh:CFSAN002069_07030
ko:K01156	senh:CFSAN002069_07055
ko:K07316	senh:CFSAN002069_07060
ko:K08178	senh:CFSAN002069_07065
ko:K07213	senh:CFSAN002069_07070
ko:K09898	senh:CFSAN002069_14855
ko:K07019	senh:CFSAN002069_14860
ko:K03757	senh:CFSAN002069_18975
ko:K00385	senh:CFSAN002069_19015
ko:K16951	senh:CFSAN002069_19020
ko:K16950	senh:CFSAN002069_19025
ko:K06889	senh:CFSAN002069_19030
ko:K01092	senh:CFSAN002069_19035
ko:K04488	senh:CFSAN002069_19055
ko:K13628	senh:CFSAN002069_19060
ko:K01011	senh:CFSAN002069_19100
ko:K07307	senh:CFSAN002069_19120
ko:K07308	senh:CFSAN002069_19125
ko:K03810	senh:CFSAN002069_03175
ko:K08161	senh:CFSAN002069_03250
ko:K04477	senh:CFSAN002069_03340
ko:K00548	senh:CFSAN002069_11170
ko:K13641	senh:CFSAN002069_11180
ko:K07709	senh:CFSAN002069_11250
ko:K06039	senh:CFSAN002069_00105
ko:K00374	senh:CFSAN002069_00145
ko:K07126	senh:CFSAN002069_00155
ko:K15582	senh:CFSAN002069_00225
ko:K15583	senh:CFSAN002069_00230
ko:K10823	senh:CFSAN002069_00235
ko:K06212	senh:CFSAN002069_04175
ko:K07308	senh:CFSAN002069_04210
ko:K07307	senh:CFSAN002069_04215
ko:K16013	senh:CFSAN002069_04255
ko:K16012	senh:CFSAN002069_04260
ko:K07491	senh:CFSAN002069_04310
ko:K01243	senh:CFSAN002069_08110
ko:K06858	senh:CFSAN002069_08115
ko:K02014	senh:CFSAN002069_08190
ko:K00970	senh:CFSAN002069_08225
ko:K00230	senh:CFSAN002069_12125
ko:K03498	senh:CFSAN002069_12130
ko:K01048	senh:CFSAN002069_12255
ko:K09806	senh:CFSAN002069_16160
ko:K02858	senh:CFSAN002069_16165
ko:K01515	senh:CFSAN002069_16215
ko:K07666	senh:CFSAN002069_16255
ko:K06221	senh:CFSAN002069_16320
ko:K01760	senh:CFSAN002069_16340
ko:K00784	senh:CFSAN002069_20280
ko:K02348	senh:CFSAN002069_20285
ko:K02552	senh:CFSAN002069_20295
ko:K08680	senh:CFSAN002069_20305
ko:K02549	senh:CFSAN002069_20315
ko:K12944	senh:CFSAN002069_20370
ko:K03148	senh:CFSAN002069_11305
ko:K03499	senh:CFSAN002069_15115
ko:K03747	senh:CFSAN002069_15140
ko:K00088	senh:CFSAN002069_19215
ko:K02824	senh:CFSAN002069_19275
