ko:K07496	bax:H9401_5147
ko:K03466	bax:H9401_3878
ko:K19170	bax:H9401_5512
ko:K01239	bax:H9401_2281
ko:K05799	bax:H9401_1229
ko:K01090	bax:H9401_2931
ko:K03892	bax:H9401_3052
ko:K00344	bax:H9401_3271
ko:K00986	bax:H9401_5492
ko:K00354	bax:H9401_1933
ko:K02777	bax:H9401_5306
ko:K02033	bax:H9401_2155
ko:K01239	bax:H9401_2756
ko:K01239	bax:H9401_5093
ko:K00001	bax:H9401_3391
ko:K01239	bax:H9401_3429
ko:K02032	bax:H9401_0181
ko:K11615	bax:H9401_0548
ko:K01090	bax:H9401_1143
ko:K03296	bax:H9401_0689
ko:K01271	bax:H9401_3825
ko:K06308	bax:H9401_4764
ko:K01081	bax:H9401_4973
ko:K03296	bax:H9401_5429
ko:K03328	bax:H9401_0050
ko:K00798	bax:H9401_1408
ko:K00344	bax:H9401_3371
ko:K00571	bax:H9401_4665
ko:K00433	bax:H9401_4804
ko:K06307	bax:H9401_3453
ko:K01897	bax:H9401_3506
ko:K01447	bax:H9401_3585
ko:K01710	bax:H9401_1156
ko:K01447	bax:H9401_3555
ko:K06345	bax:H9401_4444
ko:K01447	bax:H9401_1424
ko:K02032	bax:H9401_4518
ko:K01271	bax:H9401_4638
ko:K03293	bax:H9401_0664
ko:K02032	bax:H9401_0871
ko:K06343	bax:H9401_1164
ko:K00344	bax:H9401_2006
ko:K01897	bax:H9401_0834
ko:K02034	bax:H9401_2154
ko:K21900	bax:H9401_5156
ko:K00525	bax:H9401_1284
ko:K12132	bax:H9401_3811
ko:K01073	bax:H9401_1948
ko:K01447	bax:H9401_3884
ko:K02031	bax:H9401_0631
ko:K01117	bax:H9401_0649
ko:K06893	bax:H9401_0789
ko:K07453	bax:H9401_3613
ko:K08651	bax:H9401_2260
ko:K01777	bax:H9401_2703
ko:K03293	bax:H9401_3346
ko:K00020	bax:H9401_2233
ko:K00020	bax:H9401_4061
ko:K00020	bax:H9401_4062
ko:K03722	bax:H9401_1472
ko:K03722	bax:H9401_1492
ko:K19271	bax:H9401_2289
ko:K01990	bax:H9401_2909
ko:K01990	bax:H9401_5391
ko:K01567	bax:H9401_0404
ko:K01992	bax:H9401_1696
ko:K01436	bax:H9401_1306
ko:K19302	bax:H9401_1216
ko:K19405	bax:H9401_0074
ko:K01992	bax:H9401_5268
ko:K01990	bax:H9401_1291
ko:K19411	bax:H9401_0073
ko:K19350	bax:H9401_2408
ko:K06867	bax:H9401_0535
ko:K06867	bax:H9401_4698
ko:K06419	bax:H9401_0818
ko:K03574	bax:H9401_4816
ko:K01436	bax:H9401_0676
ko:K07496	bax:H9401_0956
ko:K19302	bax:H9401_2383
ko:K19302	bax:H9401_5741
ko:K19302	bax:H9401_4789
ko:K19294	bax:H9401_0846
ko:K18567	bax:H9401_5017
ko:K06881	bax:H9401_4630
ko:K00887	bax:H9401_4318
ko:K07315	bax:H9401_0940
ko:K19701	bax:H9401_5347
ko:K19689	bax:H9401_4709
ko:K01258	bax:H9401_4166
ko:K03417	bax:H9401_2230
ko:K20480	bax:H9401_0569
ko:K20481	bax:H9401_0570
ko:K21755	bax:H9401_3116
ko:K00547	bax:H9401_4272
ko:K00297	bax:H9401_4272
ko:K15777	bax:H9401_1757
ko:K19802	bax:H9401_2719
ko:K19955	bax:H9401_3662
ko:K01992	bax:H9401_3473
ko:K21636	bax:H9401_3483
ko:K11636	bax:H9401_2481
ko:K19955	bax:H9401_3663
ko:K05770	bax:H9401_3033
ko:K19975	bax:H9401_3042
ko:K19976	bax:H9401_3043
ko:K19973	bax:H9401_3044
ko:K20074	bax:H9401_3812
ko:K18907	bax:H9401_2544
ko:K10680	bax:H9401_3524
ko:K00001	bax:H9401_2107
ko:K20201	bax:H9401_5305
ko:K20116	bax:H9401_4069
ko:K20117	bax:H9401_4069
ko:K20118	bax:H9401_4069
ko:K20391	bax:H9401_5337
ko:K20390	bax:H9401_5335
ko:K20491	bax:H9401_3716
ko:K20492	bax:H9401_3715
ko:K00526	bax:H9401_1287
ko:K20487	bax:H9401_3713
ko:K20488	bax:H9401_3714
ko:K20490	bax:H9401_3717
ko:K20391	bax:H9401_5336
ko:K20534	bax:H9401_5427
ko:K06344	bax:H9401_1160
ko:K18889	bax:H9401_0812
ko:K08884	bax:H9401_2194
ko:K18889	bax:H9401_3559
ko:K18890	bax:H9401_3558
ko:K18890	bax:H9401_0814
ko:K18890	bax:H9401_0813
ko:K00302	bax:H9401_2707
ko:K00302	bax:H9401_2708
ko:K20742	bax:H9401_2718
ko:K11751	bax:H9401_3017
ko:K01208	bax:H9401_4032
ko:K21029	bax:H9401_3445
ko:K20895	bax:H9401_0466
ko:K21029	bax:H9401_2027
ko:K00525	bax:H9401_1286
ko:K21029	bax:H9401_4751
ko:K21064	bax:H9401_1105
ko:K08968	bax:H9401_4682
ko:K00821	bax:H9401_2889
ko:K00821	bax:H9401_4151
ko:K00435	bax:H9401_5379
ko:K13730	bax:H9401_1260
ko:K03546	bax:H9401_2240
ko:K06904	bax:H9401_0441
ko:K07313	bax:H9401_0541
ko:K06904	bax:H9401_5109
ko:K02316	bax:H9401_4310
ko:K06217	bax:H9401_4321
ko:K01493	bax:H9401_4343
ko:K04068	bax:H9401_3482
ko:K02314	bax:H9401_0888
ko:K06904	bax:H9401_3603
ko:K03465	bax:H9401_3626
ko:K00558	bax:H9401_3627
ko:K02315	bax:H9401_3631
ko:K00857	bax:H9401_5316
ko:K03553	bax:H9401_3729
ko:K03553	bax:H9401_3730
ko:K02314	bax:H9401_5460
ko:K00560	bax:H9401_2123
ko:K00287	bax:H9401_2124
ko:K01286	bax:H9401_2156
ko:K01286	bax:H9401_2157
ko:K01520	bax:H9401_3921
ko:K07258	bax:H9401_1399
ko:K05375	bax:H9401_2252
ko:K02031	bax:H9401_0869
ko:K02031	bax:H9401_0870
ko:K02335	bax:H9401_4610
ko:K21416	bax:H9401_2647
ko:K21417	bax:H9401_2646
ko:K21405	bax:H9401_2631
ko:K21481	bax:H9401_1009
ko:K21464	bax:H9401_5364
ko:K21465	bax:H9401_4290
ko:K21471	bax:H9401_1363
ko:K21465	bax:H9401_2380
ko:K21465	bax:H9401_2381
ko:K21465	bax:H9401_2512
ko:K21465	bax:H9401_2946
ko:K21467	bax:H9401_2125
ko:K21468	bax:H9401_4395
ko:K22044	bax:H9401_5469
ko:K21471	bax:H9401_5176
ko:K21567	bax:H9401_0328
ko:K01928	bax:H9401_2468
ko:K21567	bax:H9401_4926
ko:K21494	bax:H9401_2200
ko:K21600	bax:H9401_3676
ko:K00863	bax:H9401_0913
ko:K00863	bax:H9401_0915
ko:K21493	bax:H9401_2201
ko:K21713	bax:H9401_2696
ko:K21929	bax:H9401_1459
ko:K21935	bax:H9401_2185
ko:K21902	bax:H9401_5361
ko:K11923	bax:H9401_3256
ko:K18244	bax:H9401_5328
ko:K21993	bax:H9401_3446
ko:K21903	bax:H9401_0566
ko:K00754	bax:H9401_1465
ko:K01463	bax:H9401_1464
ko:K22135	bax:H9401_3353
ko:K22135	bax:H9401_3703
ko:K22136	bax:H9401_3869
ko:K02116	bax:H9401_0910
ko:K03595	bax:H9401_4316
ko:K22112	bax:H9401_5441
ko:K22132	bax:H9401_4418
ko:K22106	bax:H9401_2815
ko:K01932	bax:H9401_5751
ko:K22116	bax:H9401_5750
ko:K07456	bax:H9401_3374
ko:K22278	bax:H9401_1859
ko:K22278	bax:H9401_3497
ko:K01585	bax:H9401_3979
ko:K02257	bax:H9401_3962
ko:K01551	bax:H9401_0293
ko:K13566	bax:H9401_4053
ko:K18672	bax:H9401_4920
ko:K22441	bax:H9401_3108
ko:K22491	bax:H9401_1419
