ko:K07046	bpsu:BBN_4245
ko:K00382	bpsu:BBN_5766
ko:K09699	bpsu:BBN_5767
ko:K00167	bpsu:BBN_5768
ko:K00166	bpsu:BBN_5769
ko:K03333	bpsu:BBN_5774
ko:K07028	bpsu:BBN_5779
ko:K13993	bpsu:BBN_5784
ko:K00666	bpsu:BBN_5786
ko:K03556	bpsu:BBN_5787
ko:K03119	bpsu:BBN_5790
ko:K07002	bpsu:BBN_5793
ko:K00156	bpsu:BBN_2827
ko:K02275	bpsu:BBN_2828
ko:K15408	bpsu:BBN_2829
ko:K00763	bpsu:BBN_2834
ko:K02050	bpsu:BBN_2837
ko:K02049	bpsu:BBN_2838
ko:K06917	bpsu:BBN_2840
ko:K03776	bpsu:BBN_2844
ko:K01684	bpsu:BBN_2851
ko:K07245	bpsu:BBN_2852
ko:K11927	bpsu:BBN_2855
ko:K02444	bpsu:BBN_2859
ko:K00111	bpsu:BBN_2862
ko:K00864	bpsu:BBN_2863
ko:K02440	bpsu:BBN_2864
ko:K00800	bpsu:BBN_2866
ko:K00800	bpsu:BBN_2867
ko:K01953	bpsu:BBN_2868
ko:K02858	bpsu:BBN_2872
ko:K00930	bpsu:BBN_3354
ko:K05501	bpsu:BBN_3356
ko:K00641	bpsu:BBN_3357
ko:K08218	bpsu:BBN_3359
ko:K13979	bpsu:BBN_3362
ko:K01142	bpsu:BBN_3363
ko:K02434	bpsu:BBN_3365
ko:K02433	bpsu:BBN_3366
ko:K02435	bpsu:BBN_3367
ko:K03569	bpsu:BBN_3368
ko:K03570	bpsu:BBN_3369
ko:K03571	bpsu:BBN_3370
ko:K05515	bpsu:BBN_3371
ko:K05837	bpsu:BBN_3372
ko:K01630	bpsu:BBN_3374
ko:K01737	bpsu:BBN_3375
ko:K06920	bpsu:BBN_3377
ko:K03500	bpsu:BBN_3382
ko:K03799	bpsu:BBN_3383
ko:K00604	bpsu:BBN_3385
ko:K01462	bpsu:BBN_3386
ko:K04096	bpsu:BBN_3387
ko:K00058	bpsu:BBN_3391
ko:K00600	bpsu:BBN_3947
ko:K01273	bpsu:BBN_3948
ko:K03522	bpsu:BBN_3952
ko:K03521	bpsu:BBN_3953
ko:K00479	bpsu:BBN_3954
ko:K02002	bpsu:BBN_3956
ko:K01433	bpsu:BBN_3958
ko:K01133	bpsu:BBN_3960
ko:K02002	bpsu:BBN_3961
ko:K08720	bpsu:BBN_3962
ko:K05994	bpsu:BBN_3963
ko:K17736	bpsu:BBN_3965
ko:K02002	bpsu:BBN_3966
ko:K17735	bpsu:BBN_3968
ko:K07107	bpsu:BBN_3969
ko:K00285	bpsu:BBN_3974
ko:K01999	bpsu:BBN_3975
ko:K01997	bpsu:BBN_3976
ko:K01998	bpsu:BBN_3977
ko:K01995	bpsu:BBN_3978
ko:K01996	bpsu:BBN_3979
ko:K04782	bpsu:BBN_3983
ko:K12243	bpsu:BBN_3986
ko:K06147	bpsu:BBN_3991
ko:K16088	bpsu:BBN_3992
ko:K11733	bpsu:BBN_5379
ko:K07044	bpsu:BBN_5380
ko:K07576	bpsu:BBN_5381
ko:K00023	bpsu:BBN_5382
ko:K13953	bpsu:BBN_5384
ko:K06966	bpsu:BBN_5388
ko:K00860	bpsu:BBN_5393
ko:K03406	bpsu:BBN_5394
ko:K02005	bpsu:BBN_5397
ko:K02003	bpsu:BBN_5398
ko:K02004	bpsu:BBN_5399
ko:K01993	bpsu:BBN_5404
ko:K13926	bpsu:BBN_5405
ko:K03406	bpsu:BBN_5408
ko:K13953	bpsu:BBN_5411
ko:K02115	bpsu:BBN_5412
ko:K02111	bpsu:BBN_5413
ko:K02109	bpsu:BBN_5414
ko:K00573	bpsu:BBN_1497
ko:K06194	bpsu:BBN_1498
ko:K03087	bpsu:BBN_1499
ko:K07501	bpsu:BBN_1500
ko:K03215	bpsu:BBN_1502
ko:K00940	bpsu:BBN_1504
ko:K06941	bpsu:BBN_1505
ko:K15539	bpsu:BBN_1506
ko:K01892	bpsu:BBN_1508
ko:K17713	bpsu:BBN_1510
ko:K03977	bpsu:BBN_1511
ko:K03666	bpsu:BBN_1512
ko:K03665	bpsu:BBN_1513
ko:K04088	bpsu:BBN_1514
ko:K04087	bpsu:BBN_1515
ko:K09937	bpsu:BBN_1516
ko:K02502	bpsu:BBN_1517
ko:K01939	bpsu:BBN_1518
ko:K07101	bpsu:BBN_1519
ko:K03549	bpsu:BBN_1521
ko:K06959	bpsu:BBN_1522
ko:K05807	bpsu:BBN_1526
ko:K06180	bpsu:BBN_1527
ko:K05810	bpsu:BBN_1528
ko:K03821	bpsu:BBN_1529
ko:K00626	bpsu:BBN_1530
ko:K00023	bpsu:BBN_1531
ko:K14441	bpsu:BBN_1533
ko:K00874	bpsu:BBN_1534
ko:K00626	bpsu:BBN_1535
ko:K01760	bpsu:BBN_1537
ko:K01079	bpsu:BBN_1538
ko:K02069	bpsu:BBN_1540
ko:K02068	bpsu:BBN_1541
ko:K07290	bpsu:BBN_1542
ko:K00128	bpsu:BBN_1545
ko:K00459	bpsu:BBN_1546
ko:K07275	bpsu:BBN_1547
ko:K06938	bpsu:BBN_1548
ko:K03322	bpsu:BBN_1549
ko:K11073	bpsu:BBN_1550
ko:K11076	bpsu:BBN_1551
ko:K11075	bpsu:BBN_1552
ko:K11074	bpsu:BBN_1553
ko:K07090	bpsu:BBN_1554
ko:K17218	bpsu:BBN_1555
ko:K01434	bpsu:BBN_1558
ko:K01620	bpsu:BBN_1560
ko:K01953	bpsu:BBN_1567
ko:K03281	bpsu:BBN_1574
ko:K00090	bpsu:BBN_1582
ko:K02525	bpsu:BBN_1583
ko:K03284	bpsu:BBN_1598
ko:K09780	bpsu:BBN_1599
ko:K02110	bpsu:BBN_5415
ko:K02108	bpsu:BBN_5416
ko:K02116	bpsu:BBN_5418
ko:K02114	bpsu:BBN_5419
ko:K02112	bpsu:BBN_5420
ko:K03821	bpsu:BBN_5421
ko:K00625	bpsu:BBN_5422
ko:K00925	bpsu:BBN_5423
ko:K16370	bpsu:BBN_5424
ko:K01489	bpsu:BBN_5426
ko:K00820	bpsu:BBN_5482
ko:K03717	bpsu:BBN_5491
ko:K09981	bpsu:BBN_5494
ko:K00854	bpsu:BBN_5501
ko:K13774	bpsu:BBN_5505
ko:K13778	bpsu:BBN_5506
ko:K11731	bpsu:BBN_5507
ko:K13779	bpsu:BBN_5508
ko:K13777	bpsu:BBN_5509
ko:K00574	bpsu:BBN_5514
ko:K07045	bpsu:BBN_5516
ko:K15125	bpsu:BBN_5526
ko:K01424	bpsu:BBN_5535
ko:K11893	bpsu:BBN_5588
ko:K11906	bpsu:BBN_5589
ko:K07169	bpsu:BBN_5591
ko:K03181	bpsu:BBN_5594
ko:K01753	bpsu:BBN_5601
ko:K04487	bpsu:BBN_5607
ko:K00101	bpsu:BBN_5611
ko:K16856	bpsu:BBN_5612
ko:K10823	bpsu:BBN_5625
ko:K15583	bpsu:BBN_5626
ko:K15582	bpsu:BBN_5627
ko:K15581	bpsu:BBN_5628
ko:K15580	bpsu:BBN_5629
ko:K03305	bpsu:BBN_5631
ko:K01644	bpsu:BBN_5637
ko:K10979	bpsu:BBN_5704
ko:K03781	bpsu:BBN_5706
ko:K03092	bpsu:BBN_5710
ko:K07217	bpsu:BBN_5712
ko:K08995	bpsu:BBN_5733
ko:K00612	bpsu:BBN_5749
ko:K05366	bpsu:BBN_5803
ko:K01426	bpsu:BBN_5808
ko:K03825	bpsu:BBN_5810
ko:K02480	bpsu:BBN_5815
ko:K02004	bpsu:BBN_5825
ko:K02003	bpsu:BBN_5826
ko:K07003	bpsu:BBN_5831
ko:K04754	bpsu:BBN_5832
ko:K01607	bpsu:BBN_5833
ko:K10038	bpsu:BBN_5836
ko:K10037	bpsu:BBN_5837
ko:K10036	bpsu:BBN_5838
ko:K06045	bpsu:BBN_5840
ko:K03410	bpsu:BBN_5844
ko:K03088	bpsu:BBN_5848
ko:K00537	bpsu:BBN_5850
ko:K07240	bpsu:BBN_5909
ko:K08995	bpsu:BBN_5912
ko:K03088	bpsu:BBN_5914
ko:K03701	bpsu:BBN_5915
ko:K10125	bpsu:BBN_5921
ko:K10126	bpsu:BBN_5922
ko:K01114	bpsu:BBN_5927
ko:K11071	bpsu:BBN_5932
ko:K11070	bpsu:BBN_5933
ko:K11069	bpsu:BBN_5934
ko:K03671	bpsu:BBN_5940
ko:K02274	bpsu:BBN_5943
ko:K07345	bpsu:BBN_5949
ko:K15540	bpsu:BBN_5950
ko:K07347	bpsu:BBN_5951
ko:K07345	bpsu:BBN_5952
ko:K11892	bpsu:BBN_5953
ko:K11901	bpsu:BBN_5955
ko:K11900	bpsu:BBN_5956
ko:K11903	bpsu:BBN_5957
ko:K11906	bpsu:BBN_5958
ko:K11893	bpsu:BBN_5959
ko:K11892	bpsu:BBN_5960
ko:K02405	bpsu:BBN_6015
ko:K02398	bpsu:BBN_6016
ko:K02399	bpsu:BBN_6017
ko:K02395	bpsu:BBN_6019
ko:K02386	bpsu:BBN_6018
ko:K02387	bpsu:BBN_6020
ko:K02388	bpsu:BBN_6021
ko:K02389	bpsu:BBN_6022
ko:K02390	bpsu:BBN_6023
ko:K02391	bpsu:BBN_6024
ko:K02392	bpsu:BBN_6025
ko:K02393	bpsu:BBN_6026
ko:K02394	bpsu:BBN_6027
ko:K02396	bpsu:BBN_6029
ko:K02397	bpsu:BBN_6030
ko:K07687	bpsu:BBN_6035
ko:K00865	bpsu:BBN_6038
ko:K00873	bpsu:BBN_6039
ko:K02647	bpsu:BBN_6040
ko:K10439	bpsu:BBN_6052
ko:K10440	bpsu:BBN_6053
ko:K10441	bpsu:BBN_6054
ko:K05591	bpsu:BBN_6058
ko:K10001	bpsu:BBN_6067
ko:K12251	bpsu:BBN_3414
ko:K02055	bpsu:BBN_3416
ko:K03086	bpsu:BBN_3420
ko:K01919	bpsu:BBN_3421
ko:K01247	bpsu:BBN_3422
ko:K10778	bpsu:BBN_3423
ko:K08234	bpsu:BBN_3425
ko:K00657	bpsu:BBN_3428
ko:K03650	bpsu:BBN_3433
ko:K03217	bpsu:BBN_3435
ko:K03536	bpsu:BBN_3436
ko:K02914	bpsu:BBN_3437
ko:K02313	bpsu:BBN_3438
ko:K02338	bpsu:BBN_3439
ko:K02470	bpsu:BBN_3440
ko:K03781	bpsu:BBN_3453
ko:K03088	bpsu:BBN_3454
ko:K06901	bpsu:BBN_4000
ko:K07090	bpsu:BBN_4004
ko:K03119	bpsu:BBN_4007
ko:K01841	bpsu:BBN_4009
ko:K07044	bpsu:BBN_4010
ko:K01895	bpsu:BBN_4017
ko:K00140	bpsu:BBN_4018
ko:K05685	bpsu:BBN_4023
ko:K13888	bpsu:BBN_4024
ko:K17228	bpsu:BBN_4025
ko:K01166	bpsu:BBN_4026
ko:K01425	bpsu:BBN_4027
ko:K02484	bpsu:BBN_4030
ko:K07001	bpsu:BBN_4031
ko:K03569	bpsu:BBN_4032
ko:K07023	bpsu:BBN_4034
ko:K00799	bpsu:BBN_4040
ko:K07771	bpsu:BBN_4044
ko:K13633	bpsu:BBN_4049
ko:K00639	bpsu:BBN_5860
ko:K00060	bpsu:BBN_5861
ko:K09958	bpsu:BBN_5864
ko:K07246	bpsu:BBN_5866
ko:K16135	bpsu:BBN_5867
ko:K00799	bpsu:BBN_5869
ko:K07001	bpsu:BBN_5871
ko:K00019	bpsu:BBN_5872
ko:K01574	bpsu:BBN_5873
ko:K09930	bpsu:BBN_5881
ko:K06895	bpsu:BBN_5885
ko:K05596	bpsu:BBN_5886
ko:K01053	bpsu:BBN_5891
ko:K00640	bpsu:BBN_5894
ko:K01495	bpsu:BBN_5896
ko:K00481	bpsu:BBN_5898
ko:K01031	bpsu:BBN_5899
ko:K01032	bpsu:BBN_5900
ko:K01857	bpsu:BBN_5901
ko:K01055	bpsu:BBN_5902
ko:K01607	bpsu:BBN_5903
ko:K08195	bpsu:BBN_5904
ko:K11891	bpsu:BBN_5961
ko:K11902	bpsu:BBN_5968
ko:K11895	bpsu:BBN_5969
ko:K11896	bpsu:BBN_5970
ko:K11897	bpsu:BBN_5971
ko:K11898	bpsu:BBN_5972
ko:K11907	bpsu:BBN_5974
ko:K07677	bpsu:BBN_5975
ko:K07687	bpsu:BBN_5976
ko:K02406	bpsu:BBN_5985
ko:K02556	bpsu:BBN_5986
ko:K02557	bpsu:BBN_5987
ko:K03413	bpsu:BBN_5988
ko:K03407	bpsu:BBN_5989
ko:K03406	bpsu:BBN_5991
ko:K00575	bpsu:BBN_5992
ko:K03411	bpsu:BBN_5993
ko:K03412	bpsu:BBN_5994
ko:K03412	bpsu:BBN_5995
ko:K02400	bpsu:BBN_5996
ko:K02401	bpsu:BBN_5997
ko:K02421	bpsu:BBN_5998
ko:K02420	bpsu:BBN_5999
ko:K01515	bpsu:BBN_2357
ko:K00343	bpsu:BBN_2359
ko:K00342	bpsu:BBN_2360
ko:K00341	bpsu:BBN_2361
ko:K00340	bpsu:BBN_2362
ko:K00339	bpsu:BBN_2363
ko:K00338	bpsu:BBN_2364
ko:K00337	bpsu:BBN_2365
ko:K00334	bpsu:BBN_2368
ko:K00333	bpsu:BBN_2369
ko:K00332	bpsu:BBN_2370
ko:K00331	bpsu:BBN_2371
ko:K00330	bpsu:BBN_2372
ko:K03075	bpsu:BBN_2374
ko:K01803	bpsu:BBN_2375
ko:K00962	bpsu:BBN_2377
ko:K02956	bpsu:BBN_2378
ko:K01999	bpsu:BBN_2379
ko:K01673	bpsu:BBN_2381
ko:K01649	bpsu:BBN_2383
ko:K17103	bpsu:BBN_2384
ko:K01613	bpsu:BBN_2385
ko:K00053	bpsu:BBN_2386
ko:K01653	bpsu:BBN_2387
ko:K01652	bpsu:BBN_2388
ko:K03088	bpsu:BBN_2389
ko:K00901	bpsu:BBN_2395
ko:K06966	bpsu:BBN_2397
ko:K01426	bpsu:BBN_2402
ko:K06886	bpsu:BBN_2405
ko:K06168	bpsu:BBN_2876
ko:K07042	bpsu:BBN_2878
ko:K07232	bpsu:BBN_2879
ko:K06189	bpsu:BBN_2880
ko:K03820	bpsu:BBN_2881
ko:K01878	bpsu:BBN_2882
ko:K01879	bpsu:BBN_2883
ko:K03273	bpsu:BBN_2884
ko:K00655	bpsu:BBN_2885
ko:K07043	bpsu:BBN_2886
ko:K01759	bpsu:BBN_2887
ko:K02528	bpsu:BBN_2889
ko:K00097	bpsu:BBN_2890
ko:K03771	bpsu:BBN_2891
ko:K04744	bpsu:BBN_2892
ko:K07102	bpsu:BBN_2893
ko:K06147	bpsu:BBN_2895
ko:K10806	bpsu:BBN_2896
ko:K02379	bpsu:BBN_2898
ko:K07516	bpsu:BBN_2901
ko:K08310	bpsu:BBN_2905
ko:K01876	bpsu:BBN_2906
ko:K03688	bpsu:BBN_2910
ko:K03690	bpsu:BBN_2911
ko:K03183	bpsu:BBN_2913
ko:K01754	bpsu:BBN_2917
ko:K06879	bpsu:BBN_2918
ko:K06015	bpsu:BBN_2920
ko:K01753	bpsu:BBN_2922
ko:K05520	bpsu:BBN_2923
ko:K02419	bpsu:BBN_6000
ko:K02417	bpsu:BBN_6001
ko:K02408	bpsu:BBN_6004
ko:K02409	bpsu:BBN_6005
ko:K02410	bpsu:BBN_6006
ko:K02411	bpsu:BBN_6007
ko:K02412	bpsu:BBN_6008
ko:K02407	bpsu:BBN_6010
ko:K02422	bpsu:BBN_6011
ko:K02414	bpsu:BBN_6013
ko:K00285	bpsu:BBN_6068
ko:K01281	bpsu:BBN_4057
ko:K09927	bpsu:BBN_4069
ko:K01194	bpsu:BBN_4071
ko:K02164	bpsu:BBN_4073
ko:K01953	bpsu:BBN_4077
ko:K07303	bpsu:BBN_4079
ko:K07302	bpsu:BBN_4080
ko:K02484	bpsu:BBN_4088
ko:K00151	bpsu:BBN_4095
ko:K00455	bpsu:BBN_4096
ko:K01826	bpsu:BBN_4097
ko:K02509	bpsu:BBN_4098
ko:K02510	bpsu:BBN_4100
ko:K02010	bpsu:BBN_4103
ko:K02011	bpsu:BBN_4104
ko:K05874	bpsu:BBN_3586
ko:K18290	bpsu:BBN_5091
ko:K18381	bpsu:BBN_5071
ko:K21678	bpsu:BBN_5841
ko:K18288	bpsu:BBN_5090
ko:K05874	bpsu:BBN_1819
ko:K05874	bpsu:BBN_1716
ko:K14233	bpsu:BBN_1220
ko:K14218	bpsu:BBN_183
ko:K14218	bpsu:BBN_2333
ko:K14218	bpsu:BBN_3749
ko:K14218	bpsu:BBN_385
ko:K14228	bpsu:BBN_2373
ko:K14228	bpsu:BBN_4232
ko:K14228	bpsu:BBN_2616
ko:K18335	bpsu:BBN_4246
ko:K18335	bpsu:BBN_4191
ko:K14219	bpsu:BBN_2508
ko:K14225	bpsu:BBN_800
ko:K14228	bpsu:BBN_1869
ko:K14228	bpsu:BBN_1868
ko:K14233	bpsu:BBN_859
ko:K03761	bpsu:BBN_1815
ko:K08166	bpsu:BBN_3722
ko:K21345	bpsu:BBN_3137
ko:K21344	bpsu:BBN_921
ko:K14232	bpsu:BBN_425
ko:K14223	bpsu:BBN_3006
ko:K01977	bpsu:BBN_3747
ko:K01977	bpsu:BBN_181
ko:K01977	bpsu:BBN_383
ko:K01977	bpsu:BBN_2335
ko:K14236	bpsu:BBN_187
ko:K14234	bpsu:BBN_189
ko:K14234	bpsu:BBN_302
ko:K14235	bpsu:BBN_191
ko:K14230	bpsu:BBN_2800
ko:K14225	bpsu:BBN_1016
ko:K14225	bpsu:BBN_1017
ko:K14219	bpsu:BBN_867
ko:K14219	bpsu:BBN_868
ko:K14219	bpsu:BBN_72
ko:K18381	bpsu:BBN_4847
ko:K14220	bpsu:BBN_969
ko:K14220	bpsu:BBN_970
ko:K18379	bpsu:BBN_5067
ko:K00344	bpsu:BBN_3544
ko:K07046	bpsu:BBN_4190
ko:K14221	bpsu:BBN_1264
ko:K14221	bpsu:BBN_1402
ko:K14221	bpsu:BBN_1266
ko:K18383	bpsu:BBN_4233
ko:K18373	bpsu:BBN_4844
ko:K07165	bpsu:BBN_4493
ko:K14225	bpsu:BBN_188
ko:K14227	bpsu:BBN_182
ko:K14227	bpsu:BBN_384
ko:K14227	bpsu:BBN_2334
ko:K14227	bpsu:BBN_3748
ko:K14229	bpsu:BBN_672
ko:K14233	bpsu:BBN_843
ko:K14234	bpsu:BBN_883
ko:K14222	bpsu:BBN_1018
ko:K14237	bpsu:BBN_1108
ko:K14230	bpsu:BBN_1133
ko:K14230	bpsu:BBN_1855
ko:K14228	bpsu:BBN_1376
ko:K14237	bpsu:BBN_1396
ko:K14226	bpsu:BBN_1844
ko:K14237	bpsu:BBN_1939
ko:K14237	bpsu:BBN_5490
ko:K14219	bpsu:BBN_2106
ko:K14231	bpsu:BBN_3378
ko:K14233	bpsu:BBN_3782
ko:K14222	bpsu:BBN_4465
ko:K14230	bpsu:BBN_5213
ko:K18374	bpsu:BBN_5075
ko:K14232	bpsu:BBN_2118
ko:K14232	bpsu:BBN_1928
ko:K14218	bpsu:BBN_1262
ko:K14218	bpsu:BBN_150
ko:K14224	bpsu:BBN_1263
ko:K14224	bpsu:BBN_1265
ko:K14229	bpsu:BBN_3394
ko:K01985	bpsu:BBN_186
ko:K01985	bpsu:BBN_3752
ko:K01985	bpsu:BBN_388
ko:K01985	bpsu:BBN_2330
ko:K01980	bpsu:BBN_185
ko:K01980	bpsu:BBN_387
ko:K01980	bpsu:BBN_3751
ko:K01980	bpsu:BBN_2331
ko:K18369	bpsu:BBN_4299
ko:K18307	bpsu:BBN_4545
ko:K18306	bpsu:BBN_4544
ko:K08068	bpsu:BBN_5489
ko:K05882	bpsu:BBN_4323
ko:K01755	bpsu:BBN_1564
ko:K01738	bpsu:BBN_1565
ko:K01697	bpsu:BBN_1565
ko:K15355	bpsu:BBN_4466
ko:K00108	bpsu:BBN_4797
ko:K00344	bpsu:BBN_5789
ko:K00091	bpsu:BBN_5652
ko:K00863	bpsu:BBN_1618
ko:K00108	bpsu:BBN_3
ko:K01912	bpsu:BBN_4158
ko:K07001	bpsu:BBN_4169
ko:K01685	bpsu:BBN_4188
ko:K03543	bpsu:BBN_4788
ko:K18101	bpsu:BBN_4793
ko:K11896	bpsu:BBN_2822
ko:K03408	bpsu:BBN_5990
ko:K01387	bpsu:BBN_4066
ko:K13954	bpsu:BBN_1625
ko:K00138	bpsu:BBN_54
ko:K01781	bpsu:BBN_2805
ko:K12255	bpsu:BBN_5036
ko:K11904	bpsu:BBN_5963
ko:K11904	bpsu:BBN_5530
ko:K11904	bpsu:BBN_4419
ko:K11904	bpsu:BBN_4952
ko:K21757	bpsu:BBN_5354
ko:K18480	bpsu:BBN_3128
ko:K11901	bpsu:BBN_5582
ko:K00476	bpsu:BBN_4866
ko:K11893	bpsu:BBN_3930
ko:K11904	bpsu:BBN_5575
ko:K11891	bpsu:BBN_3932
ko:K11892	bpsu:BBN_3931
ko:K11906	bpsu:BBN_3929
ko:K18475	bpsu:BBN_5980
ko:K16234	bpsu:BBN_2297
ko:K11904	bpsu:BBN_3923
ko:K11902	bpsu:BBN_3915
ko:K11904	bpsu:BBN_3561
ko:K11904	bpsu:BBN_3924
ko:K00505	bpsu:BBN_5187
ko:K00681	bpsu:BBN_3116
ko:K00681	bpsu:BBN_4724
ko:K00681	bpsu:BBN_2858
ko:K02115	bpsu:BBN_25
ko:K04065	bpsu:BBN_5738
ko:K03332	bpsu:BBN_3942
ko:K18676	bpsu:BBN_103
ko:K18138	bpsu:BBN_2757
ko:K02112	bpsu:BBN_26
ko:K18778	bpsu:BBN_419
ko:K18850	bpsu:BBN_1185
ko:K03427	bpsu:BBN_3788
ko:K18928	bpsu:BBN_1146
ko:K18902	bpsu:BBN_3687
ko:K00666	bpsu:BBN_28
ko:K09691	bpsu:BBN_760
ko:K02114	bpsu:BBN_27
ko:K18900	bpsu:BBN_3684
ko:K06218	bpsu:BBN_2152
ko:K01046	bpsu:BBN_5820
ko:K07278	bpsu:BBN_2576
ko:K03496	bpsu:BBN_16
ko:K03497	bpsu:BBN_17
ko:K01971	bpsu:BBN_5703
ko:K18929	bpsu:BBN_3718
ko:K03646	bpsu:BBN_676
ko:K18901	bpsu:BBN_3686
ko:K03746	bpsu:BBN_106
ko:K03746	bpsu:BBN_139
ko:K18903	bpsu:BBN_3688
ko:K03746	bpsu:BBN_1641
ko:K03111	bpsu:BBN_2980
ko:K03746	bpsu:BBN_2031
ko:K03746	bpsu:BBN_2064
ko:K14060	bpsu:BBN_2103
ko:K04565	bpsu:BBN_2569
ko:K03496	bpsu:BBN_2581
ko:K03497	bpsu:BBN_2165
ko:K03746	bpsu:BBN_4252
ko:K03746	bpsu:BBN_4306
ko:K03746	bpsu:BBN_4515
ko:K08151	bpsu:BBN_4700
ko:K15773	bpsu:BBN_5032
ko:K03746	bpsu:BBN_4974
ko:K01856	bpsu:BBN_5355
ko:K14266	bpsu:BBN_5475
ko:K03169	bpsu:BBN_3389
ko:K03201	bpsu:BBN_3401
ko:K03746	bpsu:BBN_5618
ko:K03496	bpsu:BBN_5851
ko:K03497	bpsu:BBN_5852
ko:K03746	bpsu:BBN_5919
ko:K03746	bpsu:BBN_6036
ko:K02483	bpsu:BBN_4906
ko:K15650	bpsu:BBN_4611
ko:K07497	bpsu:BBN_5572
ko:K07497	bpsu:BBN_2625
ko:K07497	bpsu:BBN_2511
ko:K07497	bpsu:BBN_2972
ko:K07497	bpsu:BBN_3791
ko:K19055	bpsu:BBN_4513
ko:K09472	bpsu:BBN_3874
ko:K08642	bpsu:BBN_3981
ko:K05999	bpsu:BBN_5441
ko:K07050	bpsu:BBN_2404
ko:K07050	bpsu:BBN_4757
ko:K07484	bpsu:BBN_5551
ko:K03526	bpsu:BBN_1507
ko:K14742	bpsu:BBN_1278
ko:K00820	bpsu:BBN_3033
ko:K03761	bpsu:BBN_5004
ko:K12238	bpsu:BBN_3985
ko:K12240	bpsu:BBN_3988
ko:K12241	bpsu:BBN_3989
ko:K03761	bpsu:BBN_5920
ko:K18979	bpsu:BBN_2710
ko:K07485	bpsu:BBN_1593
ko:K07483	bpsu:BBN_390
ko:K07483	bpsu:BBN_1957
ko:K05396	bpsu:BBN_4619
ko:K07483	bpsu:BBN_5552
ko:K07483	bpsu:BBN_5570
ko:K07483	bpsu:BBN_5600
ko:K07483	bpsu:BBN_5855
ko:K02663	bpsu:BBN_248
ko:K07498	bpsu:BBN_5523
ko:K05874	bpsu:BBN_1072
ko:K01458	bpsu:BBN_1100
ko:K13543	bpsu:BBN_2555
ko:K05396	bpsu:BBN_824
ko:K16011	bpsu:BBN_626
ko:K00632	bpsu:BBN_2900
ko:K01139	bpsu:BBN_866
ko:K00344	bpsu:BBN_2417
ko:K00335	bpsu:BBN_2367
ko:K00336	bpsu:BBN_2366
ko:K18373	bpsu:BBN_5074
ko:K18373	bpsu:BBN_5058
ko:K00146	bpsu:BBN_4327
ko:K00130	bpsu:BBN_4796
ko:K01505	bpsu:BBN_4764
ko:K07497	bpsu:BBN_2618
ko:K07497	bpsu:BBN_3405
ko:K07485	bpsu:BBN_1520
ko:K07485	bpsu:BBN_3215
ko:K07485	bpsu:BBN_5234
ko:K07485	bpsu:BBN_526
ko:K04772	bpsu:BBN_295
ko:K06867	bpsu:BBN_1433
ko:K07497	bpsu:BBN_3404
ko:K05913	bpsu:BBN_4141
ko:K00148	bpsu:BBN_3945
ko:K06020	bpsu:BBN_351
ko:K16011	bpsu:BBN_5298
ko:K07326	bpsu:BBN_5524
ko:K05874	bpsu:BBN_3225
ko:K07326	bpsu:BBN_5565
ko:K07326	bpsu:BBN_5566
ko:K19221	bpsu:BBN_1758
ko:K00344	bpsu:BBN_2376
ko:K12239	bpsu:BBN_3987
ko:K01851	bpsu:BBN_3982
ko:K02650	bpsu:BBN_2790
ko:K07749	bpsu:BBN_1495
ko:K00249	bpsu:BBN_2936
ko:K00433	bpsu:BBN_3846
ko:K03309	bpsu:BBN_3689
ko:K09017	bpsu:BBN_3660
ko:K01801	bpsu:BBN_3015
ko:K01185	bpsu:BBN_2127
ko:K00571	bpsu:BBN_5151
ko:K00020	bpsu:BBN_5759
ko:K03458	bpsu:BBN_2754
ko:K00499	bpsu:BBN_5224
ko:K01046	bpsu:BBN_5199
ko:K06900	bpsu:BBN_5104
ko:K07100	bpsu:BBN_2833
ko:K10811	bpsu:BBN_4528
ko:K02031	bpsu:BBN_4411
ko:K01710	bpsu:BBN_755
ko:K05875	bpsu:BBN_4134
ko:K02483	bpsu:BBN_4089
ko:K00020	bpsu:BBN_4019
ko:K00571	bpsu:BBN_304
ko:K08678	bpsu:BBN_5740
ko:K05875	bpsu:BBN_3597
ko:K00249	bpsu:BBN_5504
ko:K07326	bpsu:BBN_5183
ko:K10844	bpsu:BBN_4316
ko:K03293	bpsu:BBN_4304
ko:K10439	bpsu:BBN_4240
ko:K12242	bpsu:BBN_3984
ko:K22468	bpsu:BBN_4716
ko:K00249	bpsu:BBN_2348
ko:K02483	bpsu:BBN_4028
ko:K00146	bpsu:BBN_3474
ko:K01167	bpsu:BBN_475
ko:K00102	bpsu:BBN_595
ko:K07011	bpsu:BBN_763
ko:K03328	bpsu:BBN_774
ko:K03285	bpsu:BBN_870
ko:K02351	bpsu:BBN_1023
ko:K03296	bpsu:BBN_1224
ko:K05799	bpsu:BBN_3716
ko:K07451	bpsu:BBN_2151
ko:K16011	bpsu:BBN_2945
ko:K00249	bpsu:BBN_3047
ko:K07326	bpsu:BBN_2512
ko:K09459	bpsu:BBN_4008
ko:K19339	bpsu:BBN_1604
ko:K19265	bpsu:BBN_3337
ko:K01066	bpsu:BBN_1424
ko:K01785	bpsu:BBN_469
ko:K04771	bpsu:BBN_1001
ko:K01992	bpsu:BBN_5406
ko:K03722	bpsu:BBN_1525
