ko:K00632	sega:SPUCDC_0495
ko:K11744	sega:SPUCDC_1295
ko:K11743	sega:SPUCDC_1297
ko:K11742	sega:SPUCDC_1298
ko:K13892	sega:SPUCDC_2109
ko:K13051	sega:SPUCDC_2110
ko:K03750	sega:SPUCDC_2111
ko:K04069	sega:SPUCDC_2113
ko:K00656	sega:SPUCDC_2114
ko:K07757	sega:SPUCDC_2115
ko:K11924	sega:SPUCDC_2121
ko:K11934	sega:SPUCDC_2125
ko:K11939	sega:SPUCDC_2126
ko:K04047	sega:SPUCDC_2128
ko:K10036	sega:SPUCDC_2130
ko:K10037	sega:SPUCDC_2131
ko:K06970	sega:SPUCDC_2135
ko:K11927	sega:SPUCDC_2142
ko:K01993	sega:SPUCDC_2144
ko:K07027	sega:SPUCDC_2151
ko:K06890	sega:SPUCDC_2154
ko:K06890	sega:SPUCDC_2155
ko:K03635	sega:SPUCDC_2156
ko:K03636	sega:SPUCDC_2157
ko:K03637	sega:SPUCDC_2158
ko:K03638	sega:SPUCDC_2159
ko:K03639	sega:SPUCDC_2160
ko:K07678	sega:SPUCDC_2952
ko:K00865	sega:SPUCDC_2953
ko:K01706	sega:SPUCDC_2954
ko:K03535	sega:SPUCDC_2956
ko:K06175	sega:SPUCDC_2959
ko:K15723	sega:SPUCDC_2961
ko:K06879	sega:SPUCDC_2962
ko:K06966	sega:SPUCDC_2963
ko:K03837	sega:SPUCDC_2965
ko:K01752	sega:SPUCDC_2966
ko:K01146	sega:SPUCDC_2967
ko:K00048	sega:SPUCDC_2968
ko:K01628	sega:SPUCDC_2969
ko:K02429	sega:SPUCDC_2971
ko:K01818	sega:SPUCDC_2972
ko:K02431	sega:SPUCDC_2974
ko:K02430	sega:SPUCDC_2975
ko:K06968	sega:SPUCDC_2976
ko:K01766	sega:SPUCDC_2980
ko:K02426	sega:SPUCDC_2981
ko:K08304	sega:SPUCDC_2984
ko:K01448	sega:SPUCDC_2985
ko:K14682	sega:SPUCDC_2986
ko:K03581	sega:SPUCDC_2987
ko:K03582	sega:SPUCDC_2988
ko:K01407	sega:SPUCDC_2989
ko:K03583	sega:SPUCDC_2990
ko:K02681	sega:SPUCDC_2991
ko:K02680	sega:SPUCDC_2993
ko:K02679	sega:SPUCDC_2994
ko:K13292	sega:SPUCDC_2997
ko:K08484	sega:SPUCDC_2999
ko:K08311	sega:SPUCDC_3000
ko:K03573	sega:SPUCDC_3002
ko:K01811	sega:SPUCDC_3801
ko:K16345	sega:SPUCDC_3803
ko:K03312	sega:SPUCDC_3804
ko:K03655	sega:SPUCDC_3805
ko:K00556	sega:SPUCDC_3806
ko:K03060	sega:SPUCDC_3808
ko:K00942	sega:SPUCDC_3809
ko:K01972	sega:SPUCDC_3811
ko:K00989	sega:SPUCDC_3816
ko:K00762	sega:SPUCDC_3817
ko:K05501	sega:SPUCDC_3818
ko:K13038	sega:SPUCDC_3820
ko:K03630	sega:SPUCDC_3821
ko:K02902	sega:SPUCDC_3822
ko:K02913	sega:SPUCDC_3823
ko:K10563	sega:SPUCDC_3824
ko:K00954	sega:SPUCDC_3825
ko:K02527	sega:SPUCDC_3826
ko:K02849	sega:SPUCDC_3827
ko:K02844	sega:SPUCDC_3828
ko:K02848	sega:SPUCDC_3829
ko:K02840	sega:SPUCDC_3831
ko:K03278	sega:SPUCDC_3832
ko:K03279	sega:SPUCDC_3833
ko:K02850	sega:SPUCDC_3834
ko:K12981	sega:SPUCDC_3835
ko:K03280	sega:SPUCDC_3836
ko:K02847	sega:SPUCDC_3837
ko:K02841	sega:SPUCDC_3838
ko:K19229	sega:SPUCDC_1503
ko:K01951	sega:SPUCDC_0444
ko:K00868	sega:SPUCDC_0446
ko:K08483	sega:SPUCDC_0449
ko:K02784	sega:SPUCDC_0450
ko:K01738	sega:SPUCDC_0452
ko:K06203	sega:SPUCDC_0453
ko:K03528	sega:SPUCDC_0454
ko:K01972	sega:SPUCDC_0455
ko:K09954	sega:SPUCDC_0456
ko:K14347	sega:SPUCDC_0457
ko:K03815	sega:SPUCDC_0460
ko:K11537	sega:SPUCDC_0461
ko:K01885	sega:SPUCDC_0464
ko:K11535	sega:SPUCDC_0468
ko:K00845	sega:SPUCDC_0475
ko:K14261	sega:SPUCDC_0476
ko:K12974	sega:SPUCDC_0478
ko:K08478	sega:SPUCDC_0483
ko:K08475	sega:SPUCDC_0484
ko:K08476	sega:SPUCDC_0485
ko:K08477	sega:SPUCDC_0486
ko:K04754	sega:SPUCDC_0492
ko:K08224	sega:SPUCDC_1302
ko:K15545	sega:SPUCDC_1304
ko:K01935	sega:SPUCDC_1305
ko:K03281	sega:SPUCDC_1306
ko:K05847	sega:SPUCDC_1307
ko:K05846	sega:SPUCDC_1308
ko:K05845	sega:SPUCDC_1309
ko:K05846	sega:SPUCDC_1310
ko:K07312	sega:SPUCDC_1312
ko:K07307	sega:SPUCDC_1313
ko:K07310	sega:SPUCDC_1314
ko:K07309	sega:SPUCDC_1315
ko:K00657	sega:SPUCDC_1318
ko:K09771	sega:SPUCDC_1320
ko:K08323	sega:SPUCDC_1321
ko:K08322	sega:SPUCDC_1322
ko:K16066	sega:SPUCDC_1328
ko:K01284	sega:SPUCDC_1329
ko:K15268	sega:SPUCDC_1335
ko:K13630	sega:SPUCDC_1336
ko:K13632	sega:SPUCDC_1337
ko:K03712	sega:SPUCDC_1338
ko:K05595	sega:SPUCDC_1339
ko:K08159	sega:SPUCDC_1340
ko:K08324	sega:SPUCDC_1342
ko:K01425	sega:SPUCDC_1343
ko:K04651	sega:SPUCDC_1348
ko:K03618	sega:SPUCDC_1350
ko:K03619	sega:SPUCDC_1351
ko:K04653	sega:SPUCDC_1352
ko:K03702	sega:SPUCDC_2163
ko:K01935	sega:SPUCDC_2165
ko:K02169	sega:SPUCDC_2166
ko:K00652	sega:SPUCDC_2167
ko:K01012	sega:SPUCDC_2168
ko:K00833	sega:SPUCDC_2169
ko:K06910	sega:SPUCDC_2170
ko:K01745	sega:SPUCDC_2171
ko:K01712	sega:SPUCDC_2172
ko:K05836	sega:SPUCDC_2173
ko:K01479	sega:SPUCDC_2174
ko:K01468	sega:SPUCDC_2175
ko:K01051	sega:SPUCDC_2176
ko:K07404	sega:SPUCDC_2177
ko:K02017	sega:SPUCDC_2179
ko:K02018	sega:SPUCDC_2180
ko:K02020	sega:SPUCDC_2181
ko:K02019	sega:SPUCDC_2183
ko:K05776	sega:SPUCDC_2184
ko:K01784	sega:SPUCDC_2186
ko:K00965	sega:SPUCDC_2187
ko:K00849	sega:SPUCDC_2188
ko:K01785	sega:SPUCDC_2189
ko:K01834	sega:SPUCDC_2190
ko:K02013	sega:SPUCDC_2191
ko:K02015	sega:SPUCDC_2192
ko:K01572	sega:SPUCDC_2194
ko:K01571	sega:SPUCDC_2195
ko:K01677	sega:SPUCDC_2200
ko:K01678	sega:SPUCDC_2201
ko:K01626	sega:SPUCDC_2202
ko:K16264	sega:SPUCDC_2204
ko:K03811	sega:SPUCDC_2205
ko:K03517	sega:SPUCDC_2206
ko:K03640	sega:SPUCDC_2208
ko:K03641	sega:SPUCDC_2209
ko:K03560	sega:SPUCDC_2211
ko:K03562	sega:SPUCDC_2212
ko:K07107	sega:SPUCDC_2213
ko:K08227	sega:SPUCDC_3006
ko:K05939	sega:SPUCDC_3007
ko:K02529	sega:SPUCDC_3008
ko:K01586	sega:SPUCDC_3011
ko:K02100	sega:SPUCDC_3014
ko:K00065	sega:SPUCDC_3016
ko:K00626	sega:SPUCDC_3018
ko:K12943	sega:SPUCDC_3022
ko:K01823	sega:SPUCDC_3024
ko:K04567	sega:SPUCDC_3025
ko:K02836	sega:SPUCDC_3026
ko:K07462	sega:SPUCDC_3027
ko:K03981	sega:SPUCDC_3028
ko:K04763	sega:SPUCDC_3029
ko:K03840	sega:SPUCDC_3030
ko:K09159	sega:SPUCDC_3033
ko:K06980	sega:SPUCDC_3034
ko:K11068	sega:SPUCDC_3035
ko:K09900	sega:SPUCDC_3036
ko:K01223	sega:SPUCDC_3037
ko:K00281	sega:SPUCDC_3039
ko:K02437	sega:SPUCDC_3040
ko:K00605	sega:SPUCDC_3041
ko:K03185	sega:SPUCDC_3043
ko:K01262	sega:SPUCDC_3044
ko:K09895	sega:SPUCDC_3045
ko:K09888	sega:SPUCDC_3046
ko:K01934	sega:SPUCDC_3047
ko:K00058	sega:SPUCDC_3048
ko:K01807	sega:SPUCDC_3049
ko:K05596	sega:SPUCDC_3050
ko:K09807	sega:SPUCDC_3052
ko:K06895	sega:SPUCDC_3053
ko:K03442	sega:SPUCDC_3055
ko:K01624	sega:SPUCDC_3056
ko:K00927	sega:SPUCDC_3057
ko:K02843	sega:SPUCDC_3839
ko:K03274	sega:SPUCDC_3840
ko:K00639	sega:SPUCDC_3841
ko:K00060	sega:SPUCDC_3842
ko:K09798	sega:SPUCDC_3844
ko:K15633	sega:SPUCDC_3846
ko:K03071	sega:SPUCDC_3849
ko:K00057	sega:SPUCDC_3850
ko:K00640	sega:SPUCDC_3851
ko:K06145	sega:SPUCDC_3854
ko:K03216	sega:SPUCDC_3855
ko:K00101	sega:SPUCDC_3856
ko:K14348	sega:SPUCDC_3857
ko:K00427	sega:SPUCDC_3858
ko:K14762	sega:SPUCDC_3862
ko:K02562	sega:SPUCDC_3864
ko:K00009	sega:SPUCDC_3865
ko:K02798	sega:SPUCDC_3866
ko:K02799	sega:SPUCDC_3866
ko:K02800	sega:SPUCDC_3866
ko:K01042	sega:SPUCDC_3868
ko:K03833	sega:SPUCDC_3869
ko:K00138	sega:SPUCDC_3871
ko:K09955	sega:SPUCDC_3872
ko:K00880	sega:SPUCDC_3877
ko:K08092	sega:SPUCDC_3883
ko:K00835	sega:SPUCDC_3886
ko:K01176	sega:SPUCDC_3887
ko:K03796	sega:SPUCDC_3889
ko:K02529	sega:SPUCDC_3890
ko:K06076	sega:SPUCDC_0493
ko:K01782	sega:SPUCDC_0496
ko:K08296	sega:SPUCDC_0497
ko:K07320	sega:SPUCDC_0499
ko:K01736	sega:SPUCDC_0500
ko:K07261	sega:SPUCDC_0501
ko:K07090	sega:SPUCDC_0502
ko:K09906	sega:SPUCDC_0503
ko:K15461	sega:SPUCDC_0505
ko:K00647	sega:SPUCDC_0506
ko:K07052	sega:SPUCDC_0507
ko:K03473	sega:SPUCDC_0515
ko:K06173	sega:SPUCDC_0517
ko:K03975	sega:SPUCDC_0518
ko:K01963	sega:SPUCDC_0519
ko:K11754	sega:SPUCDC_0520
ko:K03749	sega:SPUCDC_0521
ko:K03558	sega:SPUCDC_0522
ko:K00764	sega:SPUCDC_0523
ko:K01586	sega:SPUCDC_0525
ko:K03186	sega:SPUCDC_0529
ko:K10013	sega:SPUCDC_0531
ko:K10016	sega:SPUCDC_0533
ko:K10015	sega:SPUCDC_0534
ko:K10017	sega:SPUCDC_0535
ko:K07071	sega:SPUCDC_0536
ko:K07095	sega:SPUCDC_0539
ko:K02821	sega:SPUCDC_0542
ko:K02822	sega:SPUCDC_0544
ko:K03475	sega:SPUCDC_0545
ko:K00615	sega:SPUCDC_0546
ko:K00615	sega:SPUCDC_0547
ko:K03620	sega:SPUCDC_1354
ko:K06281	sega:SPUCDC_1355
ko:K06282	sega:SPUCDC_1356
ko:K14155	sega:SPUCDC_1365
ko:K06044	sega:SPUCDC_1367
ko:K04063	sega:SPUCDC_1371
ko:K02972	sega:SPUCDC_1373
ko:K00027	sega:SPUCDC_1374
ko:K19789	sega:SPUCDC_0662
ko:K05811	sega:SPUCDC_0272
ko:K00998	sega:SPUCDC_0273
ko:K05812	sega:SPUCDC_0275
ko:K03214	sega:SPUCDC_0277
ko:K03648	sega:SPUCDC_0278
ko:K05590	sega:SPUCDC_0282
ko:K15460	sega:SPUCDC_0284
ko:K00278	sega:SPUCDC_0285
ko:K03088	sega:SPUCDC_0286
ko:K03597	sega:SPUCDC_0287
ko:K03598	sega:SPUCDC_0288
ko:K03803	sega:SPUCDC_0289
ko:K03596	sega:SPUCDC_0290
ko:K03100	sega:SPUCDC_0291
ko:K03685	sega:SPUCDC_0292
ko:K03584	sega:SPUCDC_0294
ko:K03474	sega:SPUCDC_0295
ko:K00997	sega:SPUCDC_0296
ko:K08177	sega:SPUCDC_0299
ko:K00077	sega:SPUCDC_0300
ko:K07106	sega:SPUCDC_0302
ko:K11991	sega:SPUCDC_0305
ko:K01952	sega:SPUCDC_0308
ko:K07711	sega:SPUCDC_0310
ko:K07715	sega:SPUCDC_0312
ko:K04751	sega:SPUCDC_0313
ko:K03305	sega:SPUCDC_0314
ko:K03757	sega:SPUCDC_0316
ko:K03765	sega:SPUCDC_0317
ko:K05916	sega:SPUCDC_0318
ko:K00600	sega:SPUCDC_0320
ko:K05820	sega:SPUCDC_0321
ko:K00385	sega:SPUCDC_0325
ko:K16951	sega:SPUCDC_0326
ko:K07283	sega:SPUCDC_1144
ko:K09953	sega:SPUCDC_1145
ko:K01173	sega:SPUCDC_1147
ko:K01868	sega:SPUCDC_1149
ko:K02520	sega:SPUCDC_1150
ko:K02916	sega:SPUCDC_1151
ko:K02887	sega:SPUCDC_1152
ko:K01889	sega:SPUCDC_1153
ko:K01890	sega:SPUCDC_1154
ko:K04764	sega:SPUCDC_1155
ko:K06073	sega:SPUCDC_1156
ko:K00432	sega:SPUCDC_1157
ko:K06074	sega:SPUCDC_1158
ko:K08997	sega:SPUCDC_1161
ko:K01626	sega:SPUCDC_1163
ko:K09773	sega:SPUCDC_1164
ko:K12507	sega:SPUCDC_1167
ko:K03785	sega:SPUCDC_1176
ko:K05887	sega:SPUCDC_1177
ko:K06956	sega:SPUCDC_1185
ko:K05997	sega:SPUCDC_1186
ko:K09014	sega:SPUCDC_1187
ko:K09013	sega:SPUCDC_1188
ko:K09015	sega:SPUCDC_1189
ko:K11717	sega:SPUCDC_1190
ko:K02426	sega:SPUCDC_1191
ko:K06078	sega:SPUCDC_1193
ko:K06078	sega:SPUCDC_1194
ko:K00873	sega:SPUCDC_1195
ko:K00979	sega:SPUCDC_2005
ko:K09791	sega:SPUCDC_2006
ko:K00912	sega:SPUCDC_2008
ko:K11085	sega:SPUCDC_2009
ko:K02238	sega:SPUCDC_2010
ko:K05788	sega:SPUCDC_2011
ko:K02945	sega:SPUCDC_2012
ko:K00945	sega:SPUCDC_2013
ko:K07387	sega:SPUCDC_2014
ko:K00800	sega:SPUCDC_2016
ko:K00831	sega:SPUCDC_2017
ko:K09136	sega:SPUCDC_2019
ko:K06212	sega:SPUCDC_2020
ko:K00656	sega:SPUCDC_2021
ko:K04069	sega:SPUCDC_2024
ko:K08219	sega:SPUCDC_2026
ko:K07308	sega:SPUCDC_2027
ko:K07307	sega:SPUCDC_2028
ko:K01875	sega:SPUCDC_2030
ko:K03634	sega:SPUCDC_2032
ko:K03466	sega:SPUCDC_2033
ko:K00384	sega:SPUCDC_2036
ko:K16013	sega:SPUCDC_2037
ko:K16012	sega:SPUCDC_2038
ko:K00684	sega:SPUCDC_2039
ko:K02518	sega:SPUCDC_2040
ko:K06911	sega:SPUCDC_2042
ko:K03694	sega:SPUCDC_2045
ko:K06891	sega:SPUCDC_2046
ko:K03704	sega:SPUCDC_2047
ko:K05685	sega:SPUCDC_2049
ko:K13888	sega:SPUCDC_2050
ko:K09824	sega:SPUCDC_2051
ko:K05601	sega:SPUCDC_2054
ko:K11933	sega:SPUCDC_2055
ko:K00156	sega:SPUCDC_2056
ko:K11605	sega:SPUCDC_2846
ko:K11606	sega:SPUCDC_2847
ko:K03221	sega:SPUCDC_2856
ko:K02078	sega:SPUCDC_2864
ko:K13284	sega:SPUCDC_2865
ko:K13287	sega:SPUCDC_2866
ko:K13286	sega:SPUCDC_2867
ko:K13285	sega:SPUCDC_2868
ko:K03225	sega:SPUCDC_2874
ko:K03230	sega:SPUCDC_2879
ko:K07314	sega:SPUCDC_2888
ko:K03555	sega:SPUCDC_2893
ko:K01914	sega:SPUCDC_3676
ko:K03718	sega:SPUCDC_3677
ko:K06205	sega:SPUCDC_3678
ko:K03495	sega:SPUCDC_3679
ko:K03501	sega:SPUCDC_3680
ko:K02116	sega:SPUCDC_3683
ko:K02108	sega:SPUCDC_3684
ko:K02110	sega:SPUCDC_3685
ko:K02109	sega:SPUCDC_3686
ko:K02113	sega:SPUCDC_3687
ko:K02111	sega:SPUCDC_3688
ko:K02115	sega:SPUCDC_3689
ko:K02112	sega:SPUCDC_3690
ko:K02114	sega:SPUCDC_3691
ko:K06890	sega:SPUCDC_3692
ko:K04042	sega:SPUCDC_3694
ko:K00820	sega:SPUCDC_3695
ko:K00014	sega:SPUCDC_3697
ko:K13953	sega:SPUCDC_1375
ko:K08350	sega:SPUCDC_1376
ko:K08349	sega:SPUCDC_1377
ko:K16076	sega:SPUCDC_1381
ko:K08167	sega:SPUCDC_1383
ko:K02575	sega:SPUCDC_1386
ko:K00371	sega:SPUCDC_1388
ko:K00373	sega:SPUCDC_1389
ko:K00374	sega:SPUCDC_1390
ko:K00675	sega:SPUCDC_1392
ko:K11738	sega:SPUCDC_1395
ko:K02014	sega:SPUCDC_1398
ko:K03823	sega:SPUCDC_1401
ko:K09936	sega:SPUCDC_1402
ko:K00426	sega:SPUCDC_2216
ko:K00425	sega:SPUCDC_2217
ko:K01902	sega:SPUCDC_2222
ko:K01903	sega:SPUCDC_2223
ko:K00658	sega:SPUCDC_2224
ko:K00164	sega:SPUCDC_2225
ko:K00240	sega:SPUCDC_2226
ko:K00239	sega:SPUCDC_2227
ko:K00242	sega:SPUCDC_2228
ko:K00241	sega:SPUCDC_2229
ko:K01647	sega:SPUCDC_2230
ko:K07120	sega:SPUCDC_2231
ko:K05522	sega:SPUCDC_2232
ko:K07160	sega:SPUCDC_2233
ko:K03305	sega:SPUCDC_2238
ko:K01669	sega:SPUCDC_2239
ko:K01545	sega:SPUCDC_2241
ko:K01546	sega:SPUCDC_2242
ko:K01547	sega:SPUCDC_2243
ko:K01548	sega:SPUCDC_2244
ko:K07646	sega:SPUCDC_2245
ko:K07667	sega:SPUCDC_2246
ko:K01581	sega:SPUCDC_2248
ko:K03756	sega:SPUCDC_2249
ko:K01835	sega:SPUCDC_2251
ko:K03645	sega:SPUCDC_2252
ko:K03839	sega:SPUCDC_2256
ko:K03711	sega:SPUCDC_2257
ko:K13794	sega:SPUCDC_2258
ko:K13796	sega:SPUCDC_2259
ko:K13795	sega:SPUCDC_2260
ko:K03288	sega:SPUCDC_2261
ko:K01886	sega:SPUCDC_2265
ko:K02802	sega:SPUCDC_2266
ko:K02803	sega:SPUCDC_2266
ko:K02804	sega:SPUCDC_2266
ko:K03472	sega:SPUCDC_3058
ko:K06934	sega:SPUCDC_3059
ko:K16923	sega:SPUCDC_3060
ko:K16785	sega:SPUCDC_3061
ko:K16786	sega:SPUCDC_3062
ko:K16787	sega:SPUCDC_3063
ko:K00615	sega:SPUCDC_3064
ko:K07387	sega:SPUCDC_3065
ko:K01480	sega:SPUCDC_3066
ko:K01585	sega:SPUCDC_3075
ko:K00789	sega:SPUCDC_3078
ko:K08137	sega:SPUCDC_3079
ko:K02742	sega:SPUCDC_3080
ko:K01150	sega:SPUCDC_3081
ko:K09761	sega:SPUCDC_3082
ko:K01920	sega:SPUCDC_3083
ko:K07735	sega:SPUCDC_3084
ko:K07447	sega:SPUCDC_3085
ko:K02669	sega:SPUCDC_3087
ko:K06997	sega:SPUCDC_3088
ko:K02221	sega:SPUCDC_3089
ko:K09131	sega:SPUCDC_3090
ko:K02428	sega:SPUCDC_3091
ko:K01424	sega:SPUCDC_3094
ko:K09923	sega:SPUCDC_3097
ko:K03439	sega:SPUCDC_3098
ko:K03575	sega:SPUCDC_3099
ko:K08306	sega:SPUCDC_3101
ko:K03289	sega:SPUCDC_3103
ko:K07150	sega:SPUCDC_3106
ko:K06871	sega:SPUCDC_3112
ko:K01805	sega:SPUCDC_3892
ko:K00854	sega:SPUCDC_3893
ko:K01878	sega:SPUCDC_3897
ko:K01879	sega:SPUCDC_3898
ko:K03704	sega:SPUCDC_3903
ko:K07726	sega:SPUCDC_3904
ko:K00090	sega:SPUCDC_3907
ko:K03826	sega:SPUCDC_3910
ko:K01246	sega:SPUCDC_3911
ko:K12975	sega:SPUCDC_3918
ko:K12368	sega:SPUCDC_3923
ko:K12370	sega:SPUCDC_3926
ko:K12371	sega:SPUCDC_3927
ko:K12372	sega:SPUCDC_3928
ko:K00694	sega:SPUCDC_3939
ko:K11103	sega:SPUCDC_3944
ko:K00874	sega:SPUCDC_3946
ko:K01069	sega:SPUCDC_2707
ko:K05799	sega:SPUCDC_0163
ko:K01659	sega:SPUCDC_2590
ko:K02226	sega:SPUCDC_2303
ko:K17837	sega:SPUCDC_3813
ko:K01840	sega:SPUCDC_0793
ko:K00971	sega:SPUCDC_0814
ko:K00537	sega:SPUCDC_0383
ko:K01497	sega:SPUCDC_1522
ko:K01840	sega:SPUCDC_0815
ko:K00632	sega:SPUCDC_3436
ko:K01485	sega:SPUCDC_3330
ko:K17722	sega:SPUCDC_0703
ko:K17723	sega:SPUCDC_0702
ko:K03566	sega:SPUCDC_2978
ko:K00042	sega:SPUCDC_3247
ko:K05540	sega:SPUCDC_3380
ko:K08194	sega:SPUCDC_3726
ko:K00042	sega:SPUCDC_2426
ko:K06518	sega:SPUCDC_4249
ko:K02477	sega:SPUCDC_0732
ko:K00661	sega:SPUCDC_2478
ko:K01187	sega:SPUCDC_2554
ko:K03772	sega:SPUCDC_4115
ko:K00146	sega:SPUCDC_3119
ko:K04772	sega:SPUCDC_3344
ko:K03292	sega:SPUCDC_3641
ko:K03292	sega:SPUCDC_3640
ko:K01130	sega:SPUCDC_3111
ko:K00971	sega:SPUCDC_0792
ko:K08485	sega:SPUCDC_3320
ko:K01739	sega:SPUCDC_3547
ko:K07459	sega:SPUCDC_2052
ko:K07684	sega:SPUCDC_1579
ko:K14742	sega:SPUCDC_1637
ko:K00884	sega:SPUCDC_1022
ko:K03767	sega:SPUCDC_4095
ko:K01271	sega:SPUCDC_3434
ko:K06518	sega:SPUCDC_0708
ko:K02483	sega:SPUCDC_1947
ko:K17758	sega:SPUCDC_4331
ko:K17759	sega:SPUCDC_4331
ko:K02809	sega:SPUCDC_0303
ko:K02810	sega:SPUCDC_0303
ko:K11928	sega:SPUCDC_1918
ko:K00344	sega:SPUCDC_4221
ko:K13695	sega:SPUCDC_1159
ko:K08173	sega:SPUCDC_1323
ko:K00557	sega:SPUCDC_3515
ko:K18140	sega:SPUCDC_3385
ko:K03585	sega:SPUCDC_2474
ko:K03973	sega:SPUCDC_1496
ko:K10038	sega:SPUCDC_2132
ko:K08351	sega:SPUCDC_3909
ko:K11645	sega:SPUCDC_0751
ko:K18015	sega:SPUCDC_0604
ko:K07645	sega:SPUCDC_3173
ko:K03605	sega:SPUCDC_3138
ko:K12979	sega:SPUCDC_4264
ko:K03292	sega:SPUCDC_3585
ko:K17938	sega:SPUCDC_2582
ko:K00996	sega:SPUCDC_0816
ko:K18325	sega:SPUCDC_2372
ko:K07483	sega:SPUCDC_1877
ko:K07483	sega:SPUCDC_2634
ko:K03719	sega:SPUCDC_2034
ko:K18895	sega:SPUCDC_2752
ko:K07483	sega:SPUCDC_2884
ko:K01582	sega:SPUCDC_0315
ko:K01096	sega:SPUCDC_1521
ko:K03668	sega:SPUCDC_1464
ko:K05396	sega:SPUCDC_1827
ko:K13053	sega:SPUCDC_1970
ko:K04103	sega:SPUCDC_0473
ko:K18148	sega:SPUCDC_2645
ko:K18141	sega:SPUCDC_3387
ko:K00001	sega:SPUCDC_3609
ko:K11745	sega:SPUCDC_0091
ko:K04771	sega:SPUCDC_0228
ko:K01801	sega:SPUCDC_0713
ko:K18142	sega:SPUCDC_3388
ko:K00956	sega:SPUCDC_2919
ko:K01582	sega:SPUCDC_0254
ko:K00249	sega:SPUCDC_2097
ko:K07491	sega:SPUCDC_2749
ko:K02031	sega:SPUCDC_1062
ko:K15347	sega:SPUCDC_1027
ko:K13739	sega:SPUCDC_2930
ko:K00879	sega:SPUCDC_2973
ko:K17948	sega:SPUCDC_1913
ko:K07782	sega:SPUCDC_1824
ko:K03605	sega:SPUCDC_1605
ko:K03605	sega:SPUCDC_1353
ko:K00523	sega:SPUCDC_0804
ko:K18292	sega:SPUCDC_3109
ko:K05874	sega:SPUCDC_4510
ko:K18288	sega:SPUCDC_3107
ko:K08156	sega:SPUCDC_2563
ko:K10678	sega:SPUCDC_2080
ko:K04753	sega:SPUCDC_3167
ko:K07497	sega:SPUCDC_1875
ko:K19597	sega:SPUCDC_2606
ko:K07005	sega:SPUCDC_2250
ko:K01175	sega:SPUCDC_2253
ko:K18290	sega:SPUCDC_3108
ko:K05875	sega:SPUCDC_3214
ko:K05875	sega:SPUCDC_1790
ko:K09709	sega:SPUCDC_2098
ko:K02193	sega:SPUCDC_0637
ko:K10538	sega:SPUCDC_1802
ko:K11907	sega:SPUCDC_2672
ko:K11907	sega:SPUCDC_2673
ko:K01521	sega:SPUCDC_3580
ko:K00984	sega:SPUCDC_1067
ko:K18471	sega:SPUCDC_1104
ko:K11904	sega:SPUCDC_1886
ko:K18446	sega:SPUCDC_3201
ko:K18479	sega:SPUCDC_3637
ko:K18478	sega:SPUCDC_3633
ko:K18475	sega:SPUCDC_1831
ko:K11894	sega:SPUCDC_1895
ko:K00681	sega:SPUCDC_4014
ko:K00335	sega:SPUCDC_0565
ko:K08087	sega:SPUCDC_2392
ko:K07794	sega:SPUCDC_2766
ko:K18691	sega:SPUCDC_0306
ko:K18697	sega:SPUCDC_0304
ko:K18765	sega:SPUCDC_3371
ko:K18850	sega:SPUCDC_1033
ko:K06218	sega:SPUCDC_4409
ko:K18889	sega:SPUCDC_2490
ko:K18862	sega:SPUCDC_2543
ko:K18862	sega:SPUCDC_3932
ko:K03630	sega:SPUCDC_2694
ko:K11741	sega:SPUCDC_4317
ko:K20861	sega:SPUCDC_2087
ko:K20866	sega:SPUCDC_3631
ko:K20881	sega:SPUCDC_4071
ko:K20862	sega:SPUCDC_3468
ko:K07319	sega:SPUCDC_3382
ko:K18800	sega:SPUCDC_3042
ko:K18778	sega:SPUCDC_0149
ko:K18831	sega:SPUCDC_3627
ko:K18657	sega:SPUCDC_1982
ko:K18890	sega:SPUCDC_2489
ko:K18838	sega:SPUCDC_2697
ko:K03553	sega:SPUCDC_2809
ko:K18918	sega:SPUCDC_4408
ko:K07473	sega:SPUCDC_4048
ko:K03746	sega:SPUCDC_1565
ko:K05839	sega:SPUCDC_2477
ko:K07724	sega:SPUCDC_3302
ko:K07790	sega:SPUCDC_1685
ko:K04565	sega:SPUCDC_1700
ko:K03746	sega:SPUCDC_0903
ko:K05785	sega:SPUCDC_3440
ko:K03169	sega:SPUCDC_1112
ko:K03674	sega:SPUCDC_2082
ko:K04565	sega:SPUCDC_1255
ko:K10748	sega:SPUCDC_1284
ko:K03646	sega:SPUCDC_2210
ko:K08722	sega:SPUCDC_0556
ko:K03761	sega:SPUCDC_0271
ko:K07497	sega:SPUCDC_2747
ko:K03976	sega:SPUCDC_2451
ko:K07483	sega:SPUCDC_2391
ko:K07483	sega:SPUCDC_3794
ko:K19055	sega:SPUCDC_1089
ko:K01699	sega:SPUCDC_0860
ko:K04028	sega:SPUCDC_0416
ko:K03526	sega:SPUCDC_0356
ko:K18984	sega:SPUCDC_1213
ko:K07497	sega:SPUCDC_4467
ko:K18979	sega:SPUCDC_4332
ko:K18997	sega:SPUCDC_1932
ko:K18988	sega:SPUCDC_2583
ko:K19046	sega:SPUCDC_2927
ko:K19048	sega:SPUCDC_2669
ko:K19048	sega:SPUCDC_2670
ko:K19000	sega:SPUCDC_0257
ko:K07497	sega:SPUCDC_2748
ko:K19227	sega:SPUCDC_1501
ko:K11748	sega:SPUCDC_4110
ko:K19157	sega:SPUCDC_4049
